goalCode	goalDescription	targetCode	targetDescription	indicatorCode	indicatorDescription	seriesCode	seriesDescription	seriesRelease	TAGS
1	End poverty in all its forms everywhere	1.5	By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters	1.5.1	Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population	VC_DSR_MISS	Number of missing persons due to disaster (number)	2018.Q2.G.01	disaster loss, disaster prevention, preparedness and relief, disaster victims
1	End poverty in all its forms everywhere	1.5	By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters	1.5.1	Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population	VC_DSR_MMHN	Number of deaths and missing persons attributed to disasters, by hazard type (number)	2018.Q2.G.01	disaster loss, disaster prevention, preparedness and relief, disaster victims
1	End poverty in all its forms everywhere	1.5	By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters	1.5.1	Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population	VC_DSR_MORT	Number of deaths due to disaster (number)	2017.Q2.G.01	disaster loss, disaster prevention, preparedness and relief, disaster victims
1	End poverty in all its forms everywhere	1.5	By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters	1.5.1	Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population	VC_DSR_MORT	Number of deaths due to disaster (number)	2018.Q1.G.01	disaster loss, disaster prevention, preparedness and relief, disaster victims
1	End poverty in all its forms everywhere	1.5	By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters	1.5.1	Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population	VC_DSR_MORT	Number of deaths due to disaster (number)	2018.Q2.G.01	disaster loss, disaster prevention, preparedness and relief, disaster victims
1	End poverty in all its forms everywhere	1.5	By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters	1.5.1	Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population	VC_DSR_MTMN	Number of deaths and missing persons attributed to disasters (number)	2018.Q2.G.01	disaster loss, disaster prevention, preparedness and relief, disaster victims
1	End poverty in all its forms everywhere	1.5	By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters	1.5.1	Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population	VC_DSR_MTMP	Number of deaths and missing persons attributed to disasters per 100,000 population (number)	2018.Q2.G.01	disaster loss, disaster prevention, preparedness and relief, disaster victims
1	End poverty in all its forms everywhere	1.5	By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters	1.5.1	Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population	VC_DSR_PDAN	Number of people whose damaged dwellings were attributed to disasters (number)	2018.Q2.G.01	disaster loss, disaster prevention, preparedness and relief, disaster victims
1	End poverty in all its forms everywhere	1.5	By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters	1.5.1	Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population	VC_DSR_PDLN	Number of people whose livelihoods were disrupted or destroyed, attributed to disasters (number)	2018.Q2.G.01	disaster loss, disaster prevention, preparedness and relief, disaster victims
1	End poverty in all its forms everywhere	1.5	By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters	1.5.1	Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population	VC_DSR_PDYN	Number of people whose destroyed dwellings were attributed to disasters (number)	2018.Q2.G.01	disaster loss, disaster prevention, preparedness and relief, disaster victims
1	End poverty in all its forms everywhere	1.5	By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters	1.5.2	Direct economic loss attributed to disasters in relation to global gross domestic product (GDP)	VC_DSR_AGLH	Direct agriculture loss attributed to disasters, by hazard type (millions of current United States dollars)	2018.Q2.G.01	disaster loss, disaster prevention, preparedness and relief, disaster victims, sustainable agriculture
