"GeoArea_Code","GeoArea_Desc","ISO3CD","X","Y","GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","Units_Code","Units_Desc","ReportingType_Code","ReportingType_Desc","TypeOfSkill_Code","TypeOfSkill_Desc","Value_2012","Value_2013","Value_2015","Latest_Year","Latest_Value","Nature_Desc","Source"
"239","South Georgia and the South Sandwich Islands","SGS","-36.90662765","-54.20736749","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_GPI_FUNPROF","Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)","2019.Q1.G.01","Ratio","Ratio","G","Global","NUME","Numeracy","","","","","","",""
"239","South Georgia and the South Sandwich Islands","SGS","-36.90662765","-54.20736749","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_GPI_FUNPROF","Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)","2019.Q1.G.01","Ratio","Ratio","G","Global","LITE","Literacy","","","","","","",""
"242","Fiji","FJI","177.9660884","-17.83301566","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_GPI_FUNPROF","Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)","2019.Q1.G.01","Ratio","Ratio","G","Global","LITE","Literacy","","","","","","",""
"242","Fiji","FJI","177.9660884","-17.83301566","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_GPI_FUNPROF","Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)","2019.Q1.G.01","Ratio","Ratio","G","Global","NUME","Numeracy","","","","","","",""
"246","Finland","FIN","23.308447","61.91586738","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_GPI_FUNPROF","Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)","2019.Q1.G.01","Ratio","Ratio","G","Global","LITE","Literacy","1.00698","","",2012.0,"1.00698","Country data","Programme for the International Assessment of Adult Competencies (OECD)"
"246","Finland","FIN","23.308447","61.91586738","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_GPI_FUNPROF","Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)","2019.Q1.G.01","Ratio","Ratio","G","Global","NUME","Numeracy","0.99863","","",2012.0,"0.99863","Country data","Programme for the International Assessment of Adult Competencies (OECD)"
"248","Åland Islands","ALA","19.80945969","60.1544901","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_GPI_FUNPROF","Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)","2019.Q1.G.01","Ratio","Ratio","G","Global","LITE","Literacy","","","","","","",""
"248","Åland Islands","ALA","19.80945969","60.1544901","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_GPI_FUNPROF","Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)","2019.Q1.G.01","Ratio","Ratio","G","Global","NUME","Numeracy","","","","","","",""
"250","France","FRA","2.457288129","46.62660861","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_GPI_FUNPROF","Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)","2019.Q1.G.01","Ratio","Ratio","G","Global","LITE","Literacy","0.99725","","",2012.0,"0.99725","Country data","Programme for the International Assessment of Adult Competencies (OECD)"
"250","France","FRA","2.457288129","46.62660861","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_GPI_FUNPROF","Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)","2019.Q1.G.01","Ratio","Ratio","G","Global","NUME","Numeracy","0.9763","","",2012.0,"0.9763","Country data","Programme for the International Assessment of Adult Competencies (OECD)"
"254","French Guiana","GUF","-53.23619089","3.922673437","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_GPI_FUNPROF","Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)","2019.Q1.G.01","Ratio","Ratio","G","Global","LITE","Literacy","","","","","","",""
"254","French Guiana","GUF","-53.23619089","3.922673437","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_GPI_FUNPROF","Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)","2019.Q1.G.01","Ratio","Ratio","G","Global","NUME","Numeracy","","","","","","",""
"258","French Polynesia","PYF","-149.4052367","-17.67709294","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_GPI_FUNPROF","Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)","2019.Q1.G.01","Ratio","Ratio","G","Global","LITE","Literacy","","","","","","",""
"258","French Polynesia","PYF","-149.4052367","-17.67709294","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_GPI_FUNPROF","Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)","2019.Q1.G.01","Ratio","Ratio","G","Global","NUME","Numeracy","","","","","","",""
"260","French Southern Territories","ATF","69.64849091","-49.6068576","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_GPI_FUNPROF","Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)","2019.Q1.G.01","Ratio","Ratio","G","Global","LITE","Literacy","","","","","","",""
"260","French Southern Territories","ATF","69.64849091","-49.6068576","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_GPI_FUNPROF","Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)","2019.Q1.G.01","Ratio","Ratio","G","Global","NUME","Numeracy","","","","","","",""
"262","Djibouti","DJI","42.18274707","11.56004161","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_GPI_FUNPROF","Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)","2019.Q1.G.01","Ratio","Ratio","G","Global","LITE","Literacy","","","","","","",""
"262","Djibouti","DJI","42.18274707","11.56004161","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_GPI_FUNPROF","Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)","2019.Q1.G.01","Ratio","Ratio","G","Global","NUME","Numeracy","","","","","","",""
"266","Gabon","GAB","11.78727747","-0.60687619","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_GPI_FUNPROF","Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)","2019.Q1.G.01","Ratio","Ratio","G","Global","LITE","Literacy","","","","","","",""
"266","Gabon","GAB","11.78727747","-0.60687619","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_GPI_FUNPROF","Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)","2019.Q1.G.01","Ratio","Ratio","G","Global","NUME","Numeracy","","","","","","",""
"268","Georgia","GEO","43.3713615","42.04813028","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_GPI_FUNPROF","Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)","2019.Q1.G.01","Ratio","Ratio","G","Global","NUME","Numeracy","","","","","","",""
"268","Georgia","GEO","43.3713615","42.04813028","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_GPI_FUNPROF","Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)","2019.Q1.G.01","Ratio","Ratio","G","Global","LITE","Literacy","","1.03506","",2013.0,"1.03506","Country data","Skills Measurement Program (World Bank)"
"270","Gambia","GMB","-15.39944785","13.45295927","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_GPI_FUNPROF","Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)","2019.Q1.G.01","Ratio","Ratio","G","Global","LITE","Literacy","","","","","","",""
"270","Gambia","GMB","-15.39944785","13.45295927","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_GPI_FUNPROF","Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)","2019.Q1.G.01","Ratio","Ratio","G","Global","NUME","Numeracy","","","","","","",""
"275","State of Palestine","PSE","35.25694122","31.94347933","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_GPI_FUNPROF","Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)","2019.Q1.G.01","Ratio","Ratio","G","Global","NUME","Numeracy","","","","","","",""
"275","State of Palestine","PSE","35.25694122","31.94347933","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_GPI_FUNPROF","Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)","2019.Q1.G.01","Ratio","Ratio","G","Global","LITE","Literacy","","","","","","",""
"276","Germany","DEU","10.3806066","51.08862743","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_GPI_FUNPROF","Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)","2019.Q1.G.01","Ratio","Ratio","G","Global","LITE","Literacy","0.99379","","",2012.0,"0.99379","Country data","Programme for the International Assessment of Adult Competencies (OECD)"
"276","Germany","DEU","10.3806066","51.08862743","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_GPI_FUNPROF","Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)","2019.Q1.G.01","Ratio","Ratio","G","Global","NUME","Numeracy","0.97495","","",2012.0,"0.97495","Country data","Programme for the International Assessment of Adult Competencies (OECD)"
"288","Ghana","GHA","-1.205623522","7.964825185","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_GPI_FUNPROF","Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)","2019.Q1.G.01","Ratio","Ratio","G","Global","LITE","Literacy","","0.58483","",2013.0,"0.58483","Country data","Skills Measurement Program (World Bank)"
"288","Ghana","GHA","-1.205623522","7.964825185","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_GPI_FUNPROF","Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)","2019.Q1.G.01","Ratio","Ratio","G","Global","NUME","Numeracy","","","","","","",""
"292","Gibraltar","GIB","-5.347561686","36.13895036","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_GPI_FUNPROF","Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)","2019.Q1.G.01","Ratio","Ratio","G","Global","NUME","Numeracy","","","","","","",""
"292","Gibraltar","GIB","-5.347561686","36.13895036","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_GPI_FUNPROF","Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)","2019.Q1.G.01","Ratio","Ratio","G","Global","LITE","Literacy","","","","","","",""
"296","Kiribati","KIR","-157.5643005","1.768837732","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_GPI_FUNPROF","Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)","2019.Q1.G.01","Ratio","Ratio","G","Global","LITE","Literacy","","","","","","",""
"296","Kiribati","KIR","-157.5643005","1.768837732","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_GPI_FUNPROF","Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)","2019.Q1.G.01","Ratio","Ratio","G","Global","NUME","Numeracy","","","","","","",""
"300","Greece","GRC","22.58307827","39.47301873","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_GPI_FUNPROF","Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)","2019.Q1.G.01","Ratio","Ratio","G","Global","LITE","Literacy","","","1.01088",2015.0,"1.01088","Country data","Programme for the International Assessment of Adult Competencies (OECD)"
"300","Greece","GRC","22.58307827","39.47301873","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_GPI_FUNPROF","Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)","2019.Q1.G.01","Ratio","Ratio","G","Global","NUME","Numeracy","","","0.97961",2015.0,"0.97961","Country data","Programme for the International Assessment of Adult Competencies (OECD)"
"304","Greenland","GRL","-41.39371316","74.75625681","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_GPI_FUNPROF","Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)","2019.Q1.G.01","Ratio","Ratio","G","Global","LITE","Literacy","","","","","","",""
"304","Greenland","GRL","-41.39371316","74.75625681","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_GPI_FUNPROF","Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)","2019.Q1.G.01","Ratio","Ratio","G","Global","NUME","Numeracy","","","","","","",""
"308","Grenada","GRD","-61.68248568","12.11238395","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_GPI_FUNPROF","Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)","2019.Q1.G.01","Ratio","Ratio","G","Global","LITE","Literacy","","","","","","",""
"308","Grenada","GRD","-61.68248568","12.11238395","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_GPI_FUNPROF","Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)","2019.Q1.G.01","Ratio","Ratio","G","Global","NUME","Numeracy","","","","","","",""
"312","Guadeloupe","GLP","-61.64762115","16.14416917","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_GPI_FUNPROF","Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)","2019.Q1.G.01","Ratio","Ratio","G","Global","LITE","Literacy","","","","","","",""
"312","Guadeloupe","GLP","-61.64762115","16.14416917","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_GPI_FUNPROF","Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)","2019.Q1.G.01","Ratio","Ratio","G","Global","NUME","Numeracy","","","","","","",""
"316","Guam","GUM","144.7029305","13.35485404","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_GPI_FUNPROF","Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)","2019.Q1.G.01","Ratio","Ratio","G","Global","NUME","Numeracy","","","","","","",""
