series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Sex	Units	Migratory status	Sex description	Units description	Migratory status description	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	234	-7.122044325	62.21228119	FRO	Faroe Islands	16	MALE	PER_100000_EMP	MIGPER	Male	Per 100,000 employees	Migrants																						
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	234	-7.122044325	62.21228119	FRO	Faroe Islands	17	MALE	PER_100000_EMP	NONMIG	Male	Per 100,000 employees	Non migrant																						
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	234	-7.122044325	62.21228119	FRO	Faroe Islands	18	BOTHSEX	PER_100000_EMP	NONMIG	Both	Per 100,000 employees	Non migrant																						
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	234	-7.122044325	62.21228119	FRO	Faroe Islands	19	BOTHSEX	PER_100000_EMP	MIGPER	Both	Per 100,000 employees	Migrants																						
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	234	-7.122044325	62.21228119	FRO	Faroe Islands	20	FEMALE	PER_100000_EMP	NONMIG	Female	Per 100,000 employees	Non migrant																						
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	234	-7.122044325	62.21228119	FRO	Faroe Islands	21	FEMALE	PER_100000_EMP	MIGPER	Female	Per 100,000 employees	Migrants																						
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	238	-58.75246778	-51.74562601	FLK	Falkland Islands (Malvinas)	1	BOTHSEX	PER_100000_PRSN_INSR	_T	Both	Per 100,000 persons insured	No breakdown																						
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	238	-58.75246778	-51.74562601	FLK	Falkland Islands (Malvinas)	2	BOTHSEX	PER_100000_EMP	_T	Both	Per 100,000 employees	No breakdown																						
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	238	-58.75246778	-51.74562601	FLK	Falkland Islands (Malvinas)	3	MALE	PER_100000_EMP	_T	Male	Per 100,000 employees	No breakdown																						
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	238	-58.75246778	-51.74562601	FLK	Falkland Islands (Malvinas)	4	FEMALE	PER_100000_EMP	_T	Female	Per 100,000 employees	No breakdown																						
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	238	-58.75246778	-51.74562601	FLK	Falkland Islands (Malvinas)	5	BOTHSEX	PER_100000_WKRS_EMP	_T	Both	Per 100,000 workers employed	No breakdown																						
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	238	-58.75246778	-51.74562601	FLK	Falkland Islands (Malvinas)	6	MALE	PER_100000_WKRS_EMP	_T	Male	Per 100,000 workers employed	No breakdown																						
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	238	-58.75246778	-51.74562601	FLK	Falkland Islands (Malvinas)	7	FEMALE	PER_100000_WKRS_EMP	_T	Female	Per 100,000 workers employed	No breakdown																						
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	238	-58.75246778	-51.74562601	FLK	Falkland Islands (Malvinas)	8	FEMALE	PER_100000_PRSN_INSR	_T	Female	Per 100,000 persons insured	No breakdown																						
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	238	-58.75246778	-51.74562601	FLK	Falkland Islands (Malvinas)	9	MALE	PER_100000_PRSN_INSR	_T	Male	Per 100,000 persons insured	No breakdown																						
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	238	-58.75246778	-51.74562601	FLK	Falkland Islands (Malvinas)	10	BOTHSEX	PER_100000_WKRS_EMP	MIGPER	Both	Per 100,000 workers employed	Migrants																						
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	238	-58.75246778	-51.74562601	FLK	Falkland Islands (Malvinas)	11	FEMALE	PER_100000_WKRS_EMP	MIGPER	Female	Per 100,000 workers employed	Migrants																						
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	238	-58.75246778	-51.74562601	FLK	Falkland Islands (Malvinas)	12	FEMALE	PER_100000_WKRS_EMP	NONMIG	Female	Per 100,000 workers employed	Non migrant																						
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	238	-58.75246778	-51.74562601	FLK	Falkland Islands (Malvinas)	13	MALE	PER_100000_WKRS_EMP	NONMIG	Male	Per 100,000 workers employed	Non migrant																						
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	238	-58.75246778	-51.74562601	FLK	Falkland Islands (Malvinas)	14	BOTHSEX	PER_100000_WKRS_EMP	NONMIG	Both	Per 100,000 workers employed	Non migrant																						
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	238	-58.75246778	-51.74562601	FLK	Falkland Islands (Malvinas)	15	MALE	PER_100000_WKRS_EMP	MIGPER	Male	Per 100,000 workers employed	Migrants																						
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	238	-58.75246778	-51.74562601	FLK	Falkland Islands (Malvinas)	16	MALE	PER_100000_EMP	MIGPER	Male	Per 100,000 employees	Migrants																						
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	238	-58.75246778	-51.74562601	FLK	Falkland Islands (Malvinas)	17	MALE	PER_100000_EMP	NONMIG	Male	Per 100,000 employees	Non migrant																						
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	238	-58.75246778	-51.74562601	FLK	Falkland Islands (Malvinas)	18	BOTHSEX	PER_100000_EMP	NONMIG	Both	Per 100,000 employees	Non migrant																						
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	238	-58.75246778	-51.74562601	FLK	Falkland Islands (Malvinas)	19	BOTHSEX	PER_100000_EMP	MIGPER	Both	Per 100,000 employees	Migrants																						
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	238	-58.75246778	-51.74562601	FLK	Falkland Islands (Malvinas)	20	FEMALE	PER_100000_EMP	NONMIG	Female	Per 100,000 employees	Non migrant																						
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	238	-58.75246778	-51.74562601	FLK	Falkland Islands (Malvinas)	21	FEMALE	PER_100000_EMP	MIGPER	Female	Per 100,000 employees	Migrants																						
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	239	-36.90662765	-54.20736749	SGS	South Georgia and the South Sandwich Islands	1	BOTHSEX	PER_100000_PRSN_INSR	_T	Both	Per 100,000 persons insured	No breakdown																						
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	239	-36.90662765	-54.20736749	SGS	South Georgia and the South Sandwich Islands	2	BOTHSEX	PER_100000_EMP	_T	Both	Per 100,000 employees	No breakdown																						
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	239	-36.90662765	-54.20736749	SGS	South Georgia and the South Sandwich Islands	3	MALE	PER_100000_EMP	_T	Male	Per 100,000 employees	No breakdown																						
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	239	-36.90662765	-54.20736749	SGS	South Georgia and the South Sandwich Islands	4	FEMALE	PER_100000_EMP	_T	Female	Per 100,000 employees	No breakdown																						
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	239	-36.90662765	-54.20736749	SGS	South Georgia and the South Sandwich Islands	5	BOTHSEX	PER_100000_WKRS_EMP	_T	Both	Per 100,000 workers employed	No breakdown																						
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	239	-36.90662765	-54.20736749	SGS	South Georgia and the South Sandwich Islands	6	MALE	PER_100000_WKRS_EMP	_T	Male	Per 100,000 workers employed	No breakdown																						
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	239	-36.90662765	-54.20736749	SGS	South Georgia and the South Sandwich Islands	7	FEMALE	PER_100000_WKRS_EMP	_T	Female	Per 100,000 workers employed	No breakdown																						
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	239	-36.90662765	-54.20736749	SGS	South Georgia and the South Sandwich Islands	8	FEMALE	PER_100000_PRSN_INSR	_T	Female	Per 100,000 persons insured	No breakdown																						
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	239	-36.90662765	-54.20736749	SGS	South Georgia and the South Sandwich Islands	9	MALE	PER_100000_PRSN_INSR	_T	Male	Per 100,000 persons insured	No breakdown																						
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	239	-36.90662765	-54.20736749	SGS	South Georgia and the South Sandwich Islands	10	BOTHSEX	PER_100000_WKRS_EMP	MIGPER	Both	Per 100,000 workers employed	Migrants																						
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	239	-36.90662765	-54.20736749	SGS	South Georgia and the South Sandwich Islands	11	FEMALE	PER_100000_WKRS_EMP	MIGPER	Female	Per 100,000 workers employed	Migrants																						
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	239	-36.90662765	-54.20736749	SGS	South Georgia and the South Sandwich Islands	12	FEMALE	PER_100000_WKRS_EMP	NONMIG	Female	Per 100,000 workers employed	Non migrant																						
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	239	-36.90662765	-54.20736749	SGS	South Georgia and the South Sandwich Islands	13	MALE	PER_100000_WKRS_EMP	NONMIG	Male	Per 100,000 workers employed	Non migrant																						
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	239	-36.90662765	-54.20736749	SGS	South Georgia and the South Sandwich Islands	14	BOTHSEX	PER_100000_WKRS_EMP	NONMIG	Both	Per 100,000 workers employed	Non migrant																						
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	239	-36.90662765	-54.20736749	SGS	South Georgia and the South Sandwich Islands	15	MALE	PER_100000_WKRS_EMP	MIGPER	Male	Per 100,000 workers employed	Migrants																						
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	239	-36.90662765	-54.20736749	SGS	South Georgia and the South Sandwich Islands	16	MALE	PER_100000_EMP	MIGPER	Male	Per 100,000 employees	Migrants																						
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	239	-36.90662765	-54.20736749	SGS	South Georgia and the South Sandwich Islands	17	MALE	PER_100000_EMP	NONMIG	Male	Per 100,000 employees	Non migrant																						
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	239	-36.90662765	-54.20736749	SGS	South Georgia and the South Sandwich Islands	18	BOTHSEX	PER_100000_EMP	NONMIG	Both	Per 100,000 employees	Non migrant																						
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	239	-36.90662765	-54.20736749	SGS	South Georgia and the South Sandwich Islands	19	BOTHSEX	PER_100000_EMP	MIGPER	Both	Per 100,000 employees	Migrants																						
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	239	-36.90662765	-54.20736749	SGS	South Georgia and the South Sandwich Islands	20	FEMALE	PER_100000_EMP	NONMIG	Female	Per 100,000 employees	Non migrant																						
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	239	-36.90662765	-54.20736749	SGS	South Georgia and the South Sandwich Islands	21	FEMALE	PER_100000_EMP	MIGPER	Female	Per 100,000 employees	Migrants																						
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	242	177.9660884	-17.83301566	FJI	Fiji	1	BOTHSEX	PER_100000_PRSN_INSR	_T	Both	Per 100,000 persons insured	No breakdown																						
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	242	177.9660884	-17.83301566	FJI	Fiji	2	BOTHSEX	PER_100000_EMP	_T	Both	Per 100,000 employees	No breakdown																						
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	242	177.9660884	-17.83301566	FJI	Fiji	3	MALE	PER_100000_EMP	_T	Male	Per 100,000 employees	No breakdown																						
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	242	177.9660884	-17.83301566	FJI	Fiji	4	FEMALE	PER_100000_EMP	_T	Female	Per 100,000 employees	No breakdown																						
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	242	177.9660884	-17.83301566	FJI	Fiji	5	BOTHSEX	PER_100000_WKRS_EMP	_T	Both	Per 100,000 workers employed	No breakdown																						
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	242	177.9660884	-17.83301566	FJI	Fiji	6	MALE	PER_100000_WKRS_EMP	_T	Male	Per 100,000 workers employed	No breakdown																						
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	242	177.9660884	-17.83301566	FJI	Fiji	7	FEMALE	PER_100000_WKRS_EMP	_T	Female	Per 100,000 workers employed	No breakdown																						
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	242	177.9660884	-17.83301566	FJI	Fiji	8	FEMALE	PER_100000_PRSN_INSR	_T	Female	Per 100,000 persons insured	No breakdown																						
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	242	177.9660884	-17.83301566	FJI	Fiji	9	MALE	PER_100000_PRSN_INSR	_T	Male	Per 100,000 persons insured	No breakdown																						
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	242	177.9660884	-17.83301566	FJI	Fiji	10	BOTHSEX	PER_100000_WKRS_EMP	MIGPER	Both	Per 100,000 workers employed	Migrants																						
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	242	177.9660884	-17.83301566	FJI	Fiji	11	FEMALE	PER_100000_WKRS_EMP	MIGPER	Female	Per 100,000 workers employed	Migrants																						
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	242	177.9660884	-17.83301566	FJI	Fiji	12	FEMALE	PER_100000_WKRS_EMP	NONMIG	Female	Per 100,000 workers employed	Non migrant																						
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	242	177.9660884	-17.83301566	FJI	Fiji	13	MALE	PER_100000_WKRS_EMP	NONMIG	Male	Per 100,000 workers employed	Non migrant																						
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	242	177.9660884	-17.83301566	FJI	Fiji	14	BOTHSEX	PER_100000_WKRS_EMP	NONMIG	Both	Per 100,000 workers employed	Non migrant																						
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	242	177.9660884	-17.83301566	FJI	Fiji	15	MALE	PER_100000_WKRS_EMP	MIGPER	Male	Per 100,000 workers employed	Migrants																						
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	242	177.9660884	-17.83301566	FJI	Fiji	16	MALE	PER_100000_EMP	MIGPER	Male	Per 100,000 employees	Migrants																						
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	242	177.9660884	-17.83301566	FJI	Fiji	17	MALE	PER_100000_EMP	NONMIG	Male	Per 100,000 employees	Non migrant																						
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	242	177.9660884	-17.83301566	FJI	Fiji	18	BOTHSEX	PER_100000_EMP	NONMIG	Both	Per 100,000 employees	Non migrant																						
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	242	177.9660884	-17.83301566	FJI	Fiji	19	BOTHSEX	PER_100000_EMP	MIGPER	Both	Per 100,000 employees	Migrants																						
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	242	177.9660884	-17.83301566	FJI	Fiji	20	FEMALE	PER_100000_EMP	NONMIG	Female	Per 100,000 employees	Non migrant																						
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	242	177.9660884	-17.83301566	FJI	Fiji	21	FEMALE	PER_100000_EMP	MIGPER	Female	Per 100,000 employees	Migrants																						
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	246	23.308447	61.91586738	FIN	Finland	1	BOTHSEX	PER_100000_PRSN_INSR	_T	Both	Per 100,000 persons insured	No breakdown																						
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	246	23.308447	61.91586738	FIN	Finland	2	BOTHSEX	PER_100000_EMP	_T	Both	Per 100,000 employees	No breakdown	2879	2829	2793	2730	2715	2887	2892	2845				2397		2305.12	2044			2174.56	2014	2044	ILOSTAT - Federation of accidents Insurance Institutions records	C
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	246	23.308447	61.91586738	FIN	Finland	3	MALE	PER_100000_EMP	_T	Male	Per 100,000 employees	No breakdown	4378	4273	4212	4087	4043	4280	4281	4189				3330		3180.31	2778			2979.155	2014	2778	ILOSTAT - Federation of accidents Insurance Institutions records	C
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	246	23.308447	61.91586738	FIN	Finland	4	FEMALE	PER_100000_EMP	_T	Female	Per 100,000 employees	No breakdown	1372	1378	1399	1392	1406	1524	1537	1535				1497		1474.06	1350			1412.03	2014	1350	ILOSTAT - Federation of accidents Insurance Institutions records	C
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	246	23.308447	61.91586738	FIN	Finland	5	BOTHSEX	PER_100000_WKRS_EMP	_T	Both	Per 100,000 workers employed	No breakdown										2275.7	2385								2010	2385	ILOSTAT - Federation of accidents Insurance Institutions records	C
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	246	23.308447	61.91586738	FIN	Finland	6	MALE	PER_100000_WKRS_EMP	_T	Male	Per 100,000 workers employed	No breakdown										3192.5	3324								2010	3324	ILOSTAT - Federation of accidents Insurance Institutions records	C
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	246	23.308447	61.91586738	FIN	Finland	7	FEMALE	PER_100000_WKRS_EMP	_T	Female	Per 100,000 workers employed	No breakdown										1413	1484								2010	1484	ILOSTAT - Federation of accidents Insurance Institutions records	C
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	246	23.308447	61.91586738	FIN	Finland	8	FEMALE	PER_100000_PRSN_INSR	_T	Female	Per 100,000 persons insured	No breakdown																						
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	246	23.308447	61.91586738	FIN	Finland	9	MALE	PER_100000_PRSN_INSR	_T	Male	Per 100,000 persons insured	No breakdown																						
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	246	23.308447	61.91586738	FIN	Finland	10	BOTHSEX	PER_100000_WKRS_EMP	MIGPER	Both	Per 100,000 workers employed	Migrants																						
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	246	23.308447	61.91586738	FIN	Finland	11	FEMALE	PER_100000_WKRS_EMP	MIGPER	Female	Per 100,000 workers employed	Migrants																						
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	246	23.308447	61.91586738	FIN	Finland	12	FEMALE	PER_100000_WKRS_EMP	NONMIG	Female	Per 100,000 workers employed	Non migrant																						
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	246	23.308447	61.91586738	FIN	Finland	13	MALE	PER_100000_WKRS_EMP	NONMIG	Male	Per 100,000 workers employed	Non migrant																						
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	246	23.308447	61.91586738	FIN	Finland	14	BOTHSEX	PER_100000_WKRS_EMP	NONMIG	Both	Per 100,000 workers employed	Non migrant																						
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	246	23.308447	61.91586738	FIN	Finland	15	MALE	PER_100000_WKRS_EMP	MIGPER	Male	Per 100,000 workers employed	Migrants																						
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	246	23.308447	61.91586738	FIN	Finland	16	MALE	PER_100000_EMP	MIGPER	Male	Per 100,000 employees	Migrants																						
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	246	23.308447	61.91586738	FIN	Finland	17	MALE	PER_100000_EMP	NONMIG	Male	Per 100,000 employees	Non migrant																						
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	246	23.308447	61.91586738	FIN	Finland	18	BOTHSEX	PER_100000_EMP	NONMIG	Both	Per 100,000 employees	Non migrant																						
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	246	23.308447	61.91586738	FIN	Finland	19	BOTHSEX	PER_100000_EMP	MIGPER	Both	Per 100,000 employees	Migrants																						
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	246	23.308447	61.91586738	FIN	Finland	20	FEMALE	PER_100000_EMP	NONMIG	Female	Per 100,000 employees	Non migrant																						
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	246	23.308447	61.91586738	FIN	Finland	21	FEMALE	PER_100000_EMP	MIGPER	Female	Per 100,000 employees	Migrants																						
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	248	19.80945969	60.1544901	ALA	Åland Islands	1	BOTHSEX	PER_100000_PRSN_INSR	_T	Both	Per 100,000 persons insured	No breakdown																						
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	248	19.80945969	60.1544901	ALA	Åland Islands	2	BOTHSEX	PER_100000_EMP	_T	Both	Per 100,000 employees	No breakdown																						
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	248	19.80945969	60.1544901	ALA	Åland Islands	3	MALE	PER_100000_EMP	_T	Male	Per 100,000 employees	No breakdown																						
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	248	19.80945969	60.1544901	ALA	Åland Islands	4	FEMALE	PER_100000_EMP	_T	Female	Per 100,000 employees	No breakdown																						
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	248	19.80945969	60.1544901	ALA	Åland Islands	5	BOTHSEX	PER_100000_WKRS_EMP	_T	Both	Per 100,000 workers employed	No breakdown																						
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	248	19.80945969	60.1544901	ALA	Åland Islands	6	MALE	PER_100000_WKRS_EMP	_T	Male	Per 100,000 workers employed	No breakdown																						
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	248	19.80945969	60.1544901	ALA	Åland Islands	7	FEMALE	PER_100000_WKRS_EMP	_T	Female	Per 100,000 workers employed	No breakdown																						
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	248	19.80945969	60.1544901	ALA	Åland Islands	8	FEMALE	PER_100000_PRSN_INSR	_T	Female	Per 100,000 persons insured	No breakdown																						
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	248	19.80945969	60.1544901	ALA	Åland Islands	9	MALE	PER_100000_PRSN_INSR	_T	Male	Per 100,000 persons insured	No breakdown																						
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	248	19.80945969	60.1544901	ALA	Åland Islands	10	BOTHSEX	PER_100000_WKRS_EMP	MIGPER	Both	Per 100,000 workers employed	Migrants																						
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	248	19.80945969	60.1544901	ALA	Åland Islands	11	FEMALE	PER_100000_WKRS_EMP	MIGPER	Female	Per 100,000 workers employed	Migrants																						
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	248	19.80945969	60.1544901	ALA	Åland Islands	12	FEMALE	PER_100000_WKRS_EMP	NONMIG	Female	Per 100,000 workers employed	Non migrant																						
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	248	19.80945969	60.1544901	ALA	Åland Islands	13	MALE	PER_100000_WKRS_EMP	NONMIG	Male	Per 100,000 workers employed	Non migrant																						
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	248	19.80945969	60.1544901	ALA	Åland Islands	14	BOTHSEX	PER_100000_WKRS_EMP	NONMIG	Both	Per 100,000 workers employed	Non migrant																						
