series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Units	Education level	Units description	Education level description	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	152	-71.23029019	-35.2652885	CHL	Chile	2	PERCENT	LOWSEC	Percentage	lower secondary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	152	-71.23029019	-35.2652885	CHL	Chile	3	PERCENT	PRIMAR	Percentage	primary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	156	104.1403375	32.30955217	CHN	China	1	PERCENT	UPPSEC	Percentage	upper secondary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	156	104.1403375	32.30955217	CHN	China	2	PERCENT	LOWSEC	Percentage	lower secondary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	156	104.1403375	32.30955217	CHN	China	3	PERCENT	PRIMAR	Percentage	primary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	162	105.6426067	-10.4882473	CXR	Christmas Island	1	PERCENT	UPPSEC	Percentage	upper secondary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	162	105.6426067	-10.4882473	CXR	Christmas Island	2	PERCENT	LOWSEC	Percentage	lower secondary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	162	105.6426067	-10.4882473	CXR	Christmas Island	3	PERCENT	PRIMAR	Percentage	primary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	166	96.82633757	-12.18600682	CCK	Cocos (Keeling) Islands	1	PERCENT	UPPSEC	Percentage	upper secondary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	166	96.82633757	-12.18600682	CCK	Cocos (Keeling) Islands	2	PERCENT	LOWSEC	Percentage	lower secondary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	166	96.82633757	-12.18600682	CCK	Cocos (Keeling) Islands	3	PERCENT	PRIMAR	Percentage	primary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	170	-73.07446751	3.888209046	COL	Colombia	1	PERCENT	UPPSEC	Percentage	upper secondary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	170	-73.07446751	3.888209046	COL	Colombia	2	PERCENT	LOWSEC	Percentage	lower secondary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	170	-73.07446751	3.888209046	COL	Colombia	3	PERCENT	PRIMAR	Percentage	primary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	174	43.34234565	-11.66121732	COM	Comoros	1	PERCENT	UPPSEC	Percentage	upper secondary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	174	43.34234565	-11.66121732	COM	Comoros	2	PERCENT	LOWSEC	Percentage	lower secondary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	174	43.34234565	-11.66121732	COM	Comoros	3	PERCENT	PRIMAR	Percentage	primary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	175	45.14015057	-12.82217691	MYT	Mayotte	1	PERCENT	UPPSEC	Percentage	upper secondary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	175	45.14015057	-12.82217691	MYT	Mayotte	2	PERCENT	LOWSEC	Percentage	lower secondary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	175	45.14015057	-12.82217691	MYT	Mayotte	3	PERCENT	PRIMAR	Percentage	primary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	178	15.22052612	-0.840544119	COG	Congo	1	PERCENT	UPPSEC	Percentage	upper secondary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	178	15.22052612	-0.840544119	COG	Congo	2	PERCENT	LOWSEC	Percentage	lower secondary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	178	15.22052612	-0.840544119	COG	Congo	3	PERCENT	PRIMAR	Percentage	primary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	180	23.65496507	-2.877154732	COD	Democratic Republic of the Congo	1	PERCENT	UPPSEC	Percentage	upper secondary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	180	23.65496507	-2.877154732	COD	Democratic Republic of the Congo	2	PERCENT	LOWSEC	Percentage	lower secondary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	180	23.65496507	-2.877154732	COD	Democratic Republic of the Congo	3	PERCENT	PRIMAR	Percentage	primary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	184	-159.7711391	-21.22696458	COK	Cook Islands	1	PERCENT	UPPSEC	Percentage	upper secondary																	100		100	2016	100	UNESCO Institute for Statistics	C
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	184	-159.7711391	-21.22696458	COK	Cook Islands	2	PERCENT	LOWSEC	Percentage	lower secondary																	100		100	2016	100	UNESCO Institute for Statistics	C
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	184	-159.7711391	-21.22696458	COK	Cook Islands	3	PERCENT	PRIMAR	Percentage	primary																	100		100	2016	100	UNESCO Institute for Statistics	C
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	188	-84.19712782	9.970998683	CRI	Costa Rica	1	PERCENT	UPPSEC	Percentage	upper secondary																	75.6162		75.6162	2016	75.6162	UNESCO Institute for Statistics	C
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	188	-84.19712782	9.970998683	CRI	Costa Rica	2	PERCENT	LOWSEC	Percentage	lower secondary																	75.59581		75.59581	2016	75.59581	UNESCO Institute for Statistics	C
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	188	-84.19712782	9.970998683	CRI	Costa Rica	3	PERCENT	PRIMAR	Percentage	primary																	82.93737		82.93737	2016	82.93737	UNESCO Institute for Statistics	C
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	191	17.95874553	45.45172212	HRV	Croatia	1	PERCENT	UPPSEC	Percentage	upper secondary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	191	17.95874553	45.45172212	HRV	Croatia	2	PERCENT	LOWSEC	Percentage	lower secondary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	191	17.95874553	45.45172212	HRV	Croatia	3	PERCENT	PRIMAR	Percentage	primary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	192	-79.54460144	22.10030366	CUB	Cuba	1	PERCENT	UPPSEC	Percentage	upper secondary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	192	-79.54460144	22.10030366	CUB	Cuba	2	PERCENT	LOWSEC	Percentage	lower secondary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	192	-79.54460144	22.10030366	CUB	Cuba	3	PERCENT	PRIMAR	Percentage	primary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	196	33.22285964	35.05659437	CYP	Cyprus	1	PERCENT	UPPSEC	Percentage	upper secondary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	196	33.22285964	35.05659437	CYP	Cyprus	2	PERCENT	LOWSEC	Percentage	lower secondary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	196	33.22285964	35.05659437	CYP	Cyprus	3	PERCENT	PRIMAR	Percentage	primary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	203	15.33151382	49.73913871	CZE	Czechia	1	PERCENT	UPPSEC	Percentage	upper secondary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	203	15.33151382	49.73913871	CZE	Czechia	2	PERCENT	LOWSEC	Percentage	lower secondary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	203	15.33151382	49.73913871	CZE	Czechia	3	PERCENT	PRIMAR	Percentage	primary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	204	2.339933594	9.65401646	BEN	Benin	1	PERCENT	UPPSEC	Percentage	upper secondary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	204	2.339933594	9.65401646	BEN	Benin	2	PERCENT	LOWSEC	Percentage	lower secondary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	204	2.339933594	9.65401646	BEN	Benin	3	PERCENT	PRIMAR	Percentage	primary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	208	9.326571283	56.03829721	DNK	Denmark	1	PERCENT	UPPSEC	Percentage	upper secondary																100			100	2015	100	UNESCO Institute for Statistics	C
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	208	9.326571283	56.03829721	DNK	Denmark	2	PERCENT	LOWSEC	Percentage	lower secondary		100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100		100	2016	100	UNESCO Institute for Statistics	C
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	208	9.326571283	56.03829721	DNK	Denmark	3	PERCENT	PRIMAR	Percentage	primary		100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100		100	2016	100	UNESCO Institute for Statistics	C
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	212	-61.3493756	15.43391378	DMA	Dominica	1	PERCENT	UPPSEC	Percentage	upper secondary																	100		100	2016	100	UNESCO Institute for Statistics	C
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	212	-61.3493756	15.43391378	DMA	Dominica	2	PERCENT	LOWSEC	Percentage	lower secondary																	100		100	2016	100	UNESCO Institute for Statistics	C
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	212	-61.3493756	15.43391378	DMA	Dominica	3	PERCENT	PRIMAR	Percentage	primary																	100		100	2016	100	UNESCO Institute for Statistics	C
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	214	-70.49847576	18.89832088	DOM	Dominican Republic	1	PERCENT	UPPSEC	Percentage	upper secondary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	214	-70.49847576	18.89832088	DOM	Dominican Republic	2	PERCENT	LOWSEC	Percentage	lower secondary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	214	-70.49847576	18.89832088	DOM	Dominican Republic	3	PERCENT	PRIMAR	Percentage	primary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	218	-78.37005241	-1.447785891	ECU	Ecuador	1	PERCENT	UPPSEC	Percentage	upper secondary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	218	-78.37005241	-1.447785891	ECU	Ecuador	2	PERCENT	LOWSEC	Percentage	lower secondary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	218	-78.37005241	-1.447785891	ECU	Ecuador	3	PERCENT	PRIMAR	Percentage	primary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	222	-88.86862995	13.73603564	SLV	El Salvador	1	PERCENT	UPPSEC	Percentage	upper secondary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	222	-88.86862995	13.73603564	SLV	El Salvador	2	PERCENT	LOWSEC	Percentage	lower secondary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	222	-88.86862995	13.73603564	SLV	El Salvador	3	PERCENT	PRIMAR	Percentage	primary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	226	10.46535826	1.565792376	GNQ	Equatorial Guinea	1	PERCENT	UPPSEC	Percentage	upper secondary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	226	10.46535826	1.565792376	GNQ	Equatorial Guinea	2	PERCENT	LOWSEC	Percentage	lower secondary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	226	10.46535826	1.565792376	GNQ	Equatorial Guinea	3	PERCENT	PRIMAR	Percentage	primary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	231	39.63505296	8.631223181	ETH	Ethiopia	1	PERCENT	UPPSEC	Percentage	upper secondary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	231	39.63505296	8.631223181	ETH	Ethiopia	2	PERCENT	LOWSEC	Percentage	lower secondary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	231	39.63505296	8.631223181	ETH	Ethiopia	3	PERCENT	PRIMAR	Percentage	primary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	232	38.11074289	16.12894644	ERI	Eritrea	1	PERCENT	UPPSEC	Percentage	upper secondary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	232	38.11074289	16.12894644	ERI	Eritrea	2	PERCENT	LOWSEC	Percentage	lower secondary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	232	38.11074289	16.12894644	ERI	Eritrea	3	PERCENT	PRIMAR	Percentage	primary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	233	25.84093481	58.68487172	EST	Estonia	1	PERCENT	UPPSEC	Percentage	upper secondary	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100		100	2016	100	UNESCO Institute for Statistics	C
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	233	25.84093481	58.68487172	EST	Estonia	2	PERCENT	LOWSEC	Percentage	lower secondary	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100		100	2016	100	UNESCO Institute for Statistics	C
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	233	25.84093481	58.68487172	EST	Estonia	3	PERCENT	PRIMAR	Percentage	primary	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100		100	2016	100	UNESCO Institute for Statistics	C
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	234	-7.122044325	62.21228119	FRO	Faroe Islands	1	PERCENT	UPPSEC	Percentage	upper secondary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	234	-7.122044325	62.21228119	FRO	Faroe Islands	2	PERCENT	LOWSEC	Percentage	lower secondary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	234	-7.122044325	62.21228119	FRO	Faroe Islands	3	PERCENT	PRIMAR	Percentage	primary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	238	-58.75246778	-51.74562601	FLK	Falkland Islands (Malvinas)	1	PERCENT	UPPSEC	Percentage	upper secondary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	238	-58.75246778	-51.74562601	FLK	Falkland Islands (Malvinas)	2	PERCENT	LOWSEC	Percentage	lower secondary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	238	-58.75246778	-51.74562601	FLK	Falkland Islands (Malvinas)	3	PERCENT	PRIMAR	Percentage	primary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	239	-36.90662765	-54.20736749	SGS	South Georgia and the South Sandwich Islands	1	PERCENT	UPPSEC	Percentage	upper secondary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	239	-36.90662765	-54.20736749	SGS	South Georgia and the South Sandwich Islands	2	PERCENT	LOWSEC	Percentage	lower secondary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	239	-36.90662765	-54.20736749	SGS	South Georgia and the South Sandwich Islands	3	PERCENT	PRIMAR	Percentage	primary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	242	177.9660884	-17.83301566	FJI	Fiji	1	PERCENT	UPPSEC	Percentage	upper secondary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	242	177.9660884	-17.83301566	FJI	Fiji	2	PERCENT	LOWSEC	Percentage	lower secondary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	242	177.9660884	-17.83301566	FJI	Fiji	3	PERCENT	PRIMAR	Percentage	primary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	246	23.308447	61.91586738	FIN	Finland	1	PERCENT	UPPSEC	Percentage	upper secondary	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100		100	2016	100	UNESCO Institute for Statistics	C
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	246	23.308447	61.91586738	FIN	Finland	2	PERCENT	LOWSEC	Percentage	lower secondary	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100		100	2016	100	UNESCO Institute for Statistics	C
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	246	23.308447	61.91586738	FIN	Finland	3	PERCENT	PRIMAR	Percentage	primary	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100		100	2016	100	UNESCO Institute for Statistics	C
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	248	19.80945969	60.1544901	ALA	Åland Islands	1	PERCENT	UPPSEC	Percentage	upper secondary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	248	19.80945969	60.1544901	ALA	Åland Islands	2	PERCENT	LOWSEC	Percentage	lower secondary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	248	19.80945969	60.1544901	ALA	Åland Islands	3	PERCENT	PRIMAR	Percentage	primary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	250	2.457288129	46.62660861	FRA	France	1	PERCENT	UPPSEC	Percentage	upper secondary	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100		100	2016	100	UNESCO Institute for Statistics	C
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	250	2.457288129	46.62660861	FRA	France	2	PERCENT	LOWSEC	Percentage	lower secondary	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100		100	2016	100	UNESCO Institute for Statistics	C
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	250	2.457288129	46.62660861	FRA	France	3	PERCENT	PRIMAR	Percentage	primary		100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100		100	2016	100	UNESCO Institute for Statistics	C
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	254	-53.23619089	3.922673437	GUF	French Guiana	1	PERCENT	UPPSEC	Percentage	upper secondary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	254	-53.23619089	3.922673437	GUF	French Guiana	2	PERCENT	LOWSEC	Percentage	lower secondary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	254	-53.23619089	3.922673437	GUF	French Guiana	3	PERCENT	PRIMAR	Percentage	primary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	258	-149.4052367	-17.67709294	PYF	French Polynesia	1	PERCENT	UPPSEC	Percentage	upper secondary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	258	-149.4052367	-17.67709294	PYF	French Polynesia	2	PERCENT	LOWSEC	Percentage	lower secondary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	258	-149.4052367	-17.67709294	PYF	French Polynesia	3	PERCENT	PRIMAR	Percentage	primary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	260	69.64849091	-49.6068576	ATF	French Southern Territories	1	PERCENT	UPPSEC	Percentage	upper secondary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	260	69.64849091	-49.6068576	ATF	French Southern Territories	2	PERCENT	LOWSEC	Percentage	lower secondary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	260	69.64849091	-49.6068576	ATF	French Southern Territories	3	PERCENT	PRIMAR	Percentage	primary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	262	42.18274707	11.56004161	DJI	Djibouti	1	PERCENT	UPPSEC	Percentage	upper secondary																		100	100	2017	100	UNESCO Institute for Statistics	C
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	262	42.18274707	11.56004161	DJI	Djibouti	2	PERCENT	LOWSEC	Percentage	lower secondary																		94.82759	94.82759	2017	94.82759	UNESCO Institute for Statistics	C
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	262	42.18274707	11.56004161	DJI	Djibouti	3	PERCENT	PRIMAR	Percentage	primary																		98.18182	98.18182	2017	98.18182	UNESCO Institute for Statistics	C
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	266	11.78727747	-0.60687619	GAB	Gabon	1	PERCENT	UPPSEC	Percentage	upper secondary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	266	11.78727747	-0.60687619	GAB	Gabon	2	PERCENT	LOWSEC	Percentage	lower secondary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	266	11.78727747	-0.60687619	GAB	Gabon	3	PERCENT	PRIMAR	Percentage	primary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	268	43.3713615	42.04813028	GEO	Georgia	1	PERCENT	UPPSEC	Percentage	upper secondary																	100		100	2016	100	UNESCO Institute for Statistics	C
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	268	43.3713615	42.04813028	GEO	Georgia	2	PERCENT	LOWSEC	Percentage	lower secondary																	98.69281		98.69281	2016	98.69281	UNESCO Institute for Statistics	C
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	268	43.3713615	42.04813028	GEO	Georgia	3	PERCENT	PRIMAR	Percentage	primary																	100		100	2016	100	UNESCO Institute for Statistics	C
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	270	-15.39944785	13.45295927	GMB	Gambia	1	PERCENT	UPPSEC	Percentage	upper secondary																		73.68421	73.68421	2017	73.68421	UNESCO Institute for Statistics	C
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	270	-15.39944785	13.45295927	GMB	Gambia	2	PERCENT	LOWSEC	Percentage	lower secondary																		85.96491	85.96491	2017	85.96491	UNESCO Institute for Statistics	C
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	270	-15.39944785	13.45295927	GMB	Gambia	3	PERCENT	PRIMAR	Percentage	primary																		82.89738	82.89738	2017	82.89738	UNESCO Institute for Statistics	C
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	275	35.25694122	31.94347933	PSE	State of Palestine	1	PERCENT	UPPSEC	Percentage	upper secondary																	97.91667		97.91667	2016	97.91667	UNESCO Institute for Statistics	C
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	275	35.25694122	31.94347933	PSE	State of Palestine	2	PERCENT	LOWSEC	Percentage	lower secondary																	96.36003		96.36003	2016	96.36003	UNESCO Institute for Statistics	C
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	275	35.25694122	31.94347933	PSE	State of Palestine	3	PERCENT	PRIMAR	Percentage	primary																	99.54853		99.54853	2016	99.54853	UNESCO Institute for Statistics	C
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	276	10.3806066	51.08862743	DEU	Germany	1	PERCENT	UPPSEC	Percentage	upper secondary	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100		100	2016	100	UNESCO Institute for Statistics	C
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	276	10.3806066	51.08862743	DEU	Germany	2	PERCENT	LOWSEC	Percentage	lower secondary	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100		100	2016	100	UNESCO Institute for Statistics	C
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	276	10.3806066	51.08862743	DEU	Germany	3	PERCENT	PRIMAR	Percentage	primary	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100		100	2016	100	UNESCO Institute for Statistics	C
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	288	-1.205623522	7.964825185	GHA	Ghana	1	PERCENT	UPPSEC	Percentage	upper secondary																		76.1086	76.1086	2017	76.1086	UNESCO Institute for Statistics	C
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	288	-1.205623522	7.964825185	GHA	Ghana	2	PERCENT	LOWSEC	Percentage	lower secondary																							
