series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Age	Sex	Units	Age description	Sex description	Units description	2014	2015	2016	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	222	-88.86862995	13.73603564	SLV	El Salvador	1	<15Y	FEMALE	PERCENT	under 15 years old	Female	Percentage			2.04	2.04	2016	2.04	GLOTIP Database	C
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	222	-88.86862995	13.73603564	SLV	El Salvador	2	<15Y	MALE	PERCENT	under 15 years old	Male	Percentage			2.04	2.04	2016	2.04	GLOTIP Database	C
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	222	-88.86862995	13.73603564	SLV	El Salvador	3	15+	FEMALE	PERCENT	15 years old and over	Female	Percentage			40.82	40.82	2016	40.82	GLOTIP Database	C
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	222	-88.86862995	13.73603564	SLV	El Salvador	4	15+	MALE	PERCENT	15 years old and over	Male	Percentage			55.1	55.1	2016	55.1	GLOTIP Database	C
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	226	10.46535826	1.565792376	GNQ	Equatorial Guinea	1	<15Y	FEMALE	PERCENT	under 15 years old	Female	Percentage								
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	226	10.46535826	1.565792376	GNQ	Equatorial Guinea	2	<15Y	MALE	PERCENT	under 15 years old	Male	Percentage								
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	226	10.46535826	1.565792376	GNQ	Equatorial Guinea	3	15+	FEMALE	PERCENT	15 years old and over	Female	Percentage								
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	226	10.46535826	1.565792376	GNQ	Equatorial Guinea	4	15+	MALE	PERCENT	15 years old and over	Male	Percentage								
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	231	39.63505296	8.631223181	ETH	Ethiopia	1	<15Y	FEMALE	PERCENT	under 15 years old	Female	Percentage								
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	231	39.63505296	8.631223181	ETH	Ethiopia	2	<15Y	MALE	PERCENT	under 15 years old	Male	Percentage								
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	231	39.63505296	8.631223181	ETH	Ethiopia	3	15+	FEMALE	PERCENT	15 years old and over	Female	Percentage								
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	231	39.63505296	8.631223181	ETH	Ethiopia	4	15+	MALE	PERCENT	15 years old and over	Male	Percentage								
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	232	38.11074289	16.12894644	ERI	Eritrea	1	<15Y	FEMALE	PERCENT	under 15 years old	Female	Percentage								
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	232	38.11074289	16.12894644	ERI	Eritrea	2	<15Y	MALE	PERCENT	under 15 years old	Male	Percentage								
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	232	38.11074289	16.12894644	ERI	Eritrea	3	15+	FEMALE	PERCENT	15 years old and over	Female	Percentage								
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	232	38.11074289	16.12894644	ERI	Eritrea	4	15+	MALE	PERCENT	15 years old and over	Male	Percentage								
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	233	25.84093481	58.68487172	EST	Estonia	1	<15Y	FEMALE	PERCENT	under 15 years old	Female	Percentage			10	10	2016	10	GLOTIP Database	C
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	233	25.84093481	58.68487172	EST	Estonia	2	<15Y	MALE	PERCENT	under 15 years old	Male	Percentage			0	0	2016	0	GLOTIP Database	C
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	233	25.84093481	58.68487172	EST	Estonia	3	15+	FEMALE	PERCENT	15 years old and over	Female	Percentage			0	0	2016	0	GLOTIP Database	C
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	233	25.84093481	58.68487172	EST	Estonia	4	15+	MALE	PERCENT	15 years old and over	Male	Percentage			20	20	2016	20	GLOTIP Database	C
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	234	-7.122044325	62.21228119	FRO	Faroe Islands	1	<15Y	FEMALE	PERCENT	under 15 years old	Female	Percentage								
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	234	-7.122044325	62.21228119	FRO	Faroe Islands	2	<15Y	MALE	PERCENT	under 15 years old	Male	Percentage								
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	234	-7.122044325	62.21228119	FRO	Faroe Islands	3	15+	FEMALE	PERCENT	15 years old and over	Female	Percentage								
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	234	-7.122044325	62.21228119	FRO	Faroe Islands	4	15+	MALE	PERCENT	15 years old and over	Male	Percentage								
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	238	-58.75246778	-51.74562601	FLK	Falkland Islands (Malvinas)	1	<15Y	FEMALE	PERCENT	under 15 years old	Female	Percentage								
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	238	-58.75246778	-51.74562601	FLK	Falkland Islands (Malvinas)	2	<15Y	MALE	PERCENT	under 15 years old	Male	Percentage								
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	238	-58.75246778	-51.74562601	FLK	Falkland Islands (Malvinas)	3	15+	FEMALE	PERCENT	15 years old and over	Female	Percentage								
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	238	-58.75246778	-51.74562601	FLK	Falkland Islands (Malvinas)	4	15+	MALE	PERCENT	15 years old and over	Male	Percentage								
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	239	-36.90662765	-54.20736749	SGS	South Georgia and the South Sandwich Islands	1	<15Y	FEMALE	PERCENT	under 15 years old	Female	Percentage								
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	239	-36.90662765	-54.20736749	SGS	South Georgia and the South Sandwich Islands	2	<15Y	MALE	PERCENT	under 15 years old	Male	Percentage								
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	239	-36.90662765	-54.20736749	SGS	South Georgia and the South Sandwich Islands	3	15+	FEMALE	PERCENT	15 years old and over	Female	Percentage								
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	239	-36.90662765	-54.20736749	SGS	South Georgia and the South Sandwich Islands	4	15+	MALE	PERCENT	15 years old and over	Male	Percentage								
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	242	177.9660884	-17.83301566	FJI	Fiji	1	<15Y	FEMALE	PERCENT	under 15 years old	Female	Percentage	33.33			33.33	2014	33.33	GLOTIP Database	C
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	242	177.9660884	-17.83301566	FJI	Fiji	2	<15Y	MALE	PERCENT	under 15 years old	Male	Percentage	0			0	2014	0	GLOTIP Database	C
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	242	177.9660884	-17.83301566	FJI	Fiji	3	15+	FEMALE	PERCENT	15 years old and over	Female	Percentage	66.67			66.67	2014	66.67	GLOTIP Database	C
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	242	177.9660884	-17.83301566	FJI	Fiji	4	15+	MALE	PERCENT	15 years old and over	Male	Percentage	0			0	2014	0	GLOTIP Database	C
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	246	23.308447	61.91586738	FIN	Finland	1	<15Y	FEMALE	PERCENT	under 15 years old	Female	Percentage			0.77	0.77	2016	0.77	GLOTIP Database	C
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	246	23.308447	61.91586738	FIN	Finland	2	<15Y	MALE	PERCENT	under 15 years old	Male	Percentage			1.54	1.54	2016	1.54	GLOTIP Database	C
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	246	23.308447	61.91586738	FIN	Finland	3	15+	FEMALE	PERCENT	15 years old and over	Female	Percentage			26.15	26.15	2016	26.15	GLOTIP Database	C
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	246	23.308447	61.91586738	FIN	Finland	4	15+	MALE	PERCENT	15 years old and over	Male	Percentage			23.85	23.85	2016	23.85	GLOTIP Database	C
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	248	19.80945969	60.1544901	ALA	Åland Islands	1	<15Y	FEMALE	PERCENT	under 15 years old	Female	Percentage								
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	248	19.80945969	60.1544901	ALA	Åland Islands	2	<15Y	MALE	PERCENT	under 15 years old	Male	Percentage								
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	248	19.80945969	60.1544901	ALA	Åland Islands	3	15+	FEMALE	PERCENT	15 years old and over	Female	Percentage								
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	248	19.80945969	60.1544901	ALA	Åland Islands	4	15+	MALE	PERCENT	15 years old and over	Male	Percentage								
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	250	2.457288129	46.62660861	FRA	France	1	<15Y	FEMALE	PERCENT	under 15 years old	Female	Percentage			0	0	2016	0	GLOTIP Database	C
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	250	2.457288129	46.62660861	FRA	France	2	<15Y	MALE	PERCENT	under 15 years old	Male	Percentage			0	0	2016	0	GLOTIP Database	C
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	250	2.457288129	46.62660861	FRA	France	3	15+	FEMALE	PERCENT	15 years old and over	Female	Percentage			0	0	2016	0	GLOTIP Database	C
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	250	2.457288129	46.62660861	FRA	France	4	15+	MALE	PERCENT	15 years old and over	Male	Percentage			18.01	18.01	2016	18.01	GLOTIP Database	C
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	254	-53.23619089	3.922673437	GUF	French Guiana	1	<15Y	FEMALE	PERCENT	under 15 years old	Female	Percentage								
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	254	-53.23619089	3.922673437	GUF	French Guiana	2	<15Y	MALE	PERCENT	under 15 years old	Male	Percentage								
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	254	-53.23619089	3.922673437	GUF	French Guiana	3	15+	FEMALE	PERCENT	15 years old and over	Female	Percentage								
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	254	-53.23619089	3.922673437	GUF	French Guiana	4	15+	MALE	PERCENT	15 years old and over	Male	Percentage								
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	258	-149.4052367	-17.67709294	PYF	French Polynesia	1	<15Y	FEMALE	PERCENT	under 15 years old	Female	Percentage								
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	258	-149.4052367	-17.67709294	PYF	French Polynesia	2	<15Y	MALE	PERCENT	under 15 years old	Male	Percentage								
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	258	-149.4052367	-17.67709294	PYF	French Polynesia	3	15+	FEMALE	PERCENT	15 years old and over	Female	Percentage								
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	258	-149.4052367	-17.67709294	PYF	French Polynesia	4	15+	MALE	PERCENT	15 years old and over	Male	Percentage								
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	260	69.64849091	-49.6068576	ATF	French Southern Territories	1	<15Y	FEMALE	PERCENT	under 15 years old	Female	Percentage								
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	260	69.64849091	-49.6068576	ATF	French Southern Territories	2	<15Y	MALE	PERCENT	under 15 years old	Male	Percentage								
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	260	69.64849091	-49.6068576	ATF	French Southern Territories	3	15+	FEMALE	PERCENT	15 years old and over	Female	Percentage								
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	260	69.64849091	-49.6068576	ATF	French Southern Territories	4	15+	MALE	PERCENT	15 years old and over	Male	Percentage								
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	262	42.18274707	11.56004161	DJI	Djibouti	1	<15Y	FEMALE	PERCENT	under 15 years old	Female	Percentage								
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	262	42.18274707	11.56004161	DJI	Djibouti	2	<15Y	MALE	PERCENT	under 15 years old	Male	Percentage								
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	262	42.18274707	11.56004161	DJI	Djibouti	3	15+	FEMALE	PERCENT	15 years old and over	Female	Percentage								
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	262	42.18274707	11.56004161	DJI	Djibouti	4	15+	MALE	PERCENT	15 years old and over	Male	Percentage								
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	266	11.78727747	-0.60687619	GAB	Gabon	1	<15Y	FEMALE	PERCENT	under 15 years old	Female	Percentage								
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	266	11.78727747	-0.60687619	GAB	Gabon	2	<15Y	MALE	PERCENT	under 15 years old	Male	Percentage								
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	266	11.78727747	-0.60687619	GAB	Gabon	3	15+	FEMALE	PERCENT	15 years old and over	Female	Percentage								
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	266	11.78727747	-0.60687619	GAB	Gabon	4	15+	MALE	PERCENT	15 years old and over	Male	Percentage								
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	268	43.3713615	42.04813028	GEO	Georgia	1	<15Y	FEMALE	PERCENT	under 15 years old	Female	Percentage			100	100	2016	100	GLOTIP Database	C
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	268	43.3713615	42.04813028	GEO	Georgia	2	<15Y	MALE	PERCENT	under 15 years old	Male	Percentage			0	0	2016	0	GLOTIP Database	C
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	268	43.3713615	42.04813028	GEO	Georgia	3	15+	FEMALE	PERCENT	15 years old and over	Female	Percentage			0	0	2016	0	GLOTIP Database	C
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	268	43.3713615	42.04813028	GEO	Georgia	4	15+	MALE	PERCENT	15 years old and over	Male	Percentage			0	0	2016	0	GLOTIP Database	C
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	270	-15.39944785	13.45295927	GMB	Gambia	1	<15Y	FEMALE	PERCENT	under 15 years old	Female	Percentage								
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	270	-15.39944785	13.45295927	GMB	Gambia	2	<15Y	MALE	PERCENT	under 15 years old	Male	Percentage								
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	270	-15.39944785	13.45295927	GMB	Gambia	3	15+	FEMALE	PERCENT	15 years old and over	Female	Percentage								
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	270	-15.39944785	13.45295927	GMB	Gambia	4	15+	MALE	PERCENT	15 years old and over	Male	Percentage								
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	275	35.25694122	31.94347933	PSE	State of Palestine	1	<15Y	FEMALE	PERCENT	under 15 years old	Female	Percentage								
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	275	35.25694122	31.94347933	PSE	State of Palestine	2	<15Y	MALE	PERCENT	under 15 years old	Male	Percentage								
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	275	35.25694122	31.94347933	PSE	State of Palestine	3	15+	FEMALE	PERCENT	15 years old and over	Female	Percentage								
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	275	35.25694122	31.94347933	PSE	State of Palestine	4	15+	MALE	PERCENT	15 years old and over	Male	Percentage								
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	276	10.3806066	51.08862743	DEU	Germany	1	<15Y	FEMALE	PERCENT	under 15 years old	Female	Percentage			9.33	9.33	2016	9.33	GLOTIP Database	C
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	276	10.3806066	51.08862743	DEU	Germany	2	<15Y	MALE	PERCENT	under 15 years old	Male	Percentage			1.31	1.31	2016	1.31	GLOTIP Database	C
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	276	10.3806066	51.08862743	DEU	Germany	3	15+	FEMALE	PERCENT	15 years old and over	Female	Percentage			90.49	90.49	2016	90.49	GLOTIP Database	C
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	276	10.3806066	51.08862743	DEU	Germany	4	15+	MALE	PERCENT	15 years old and over	Male	Percentage			8.02	8.02	2016	8.02	GLOTIP Database	C
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	288	-1.205623522	7.964825185	GHA	Ghana	1	<15Y	FEMALE	PERCENT	under 15 years old	Female	Percentage								
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	288	-1.205623522	7.964825185	GHA	Ghana	2	<15Y	MALE	PERCENT	under 15 years old	Male	Percentage								
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	288	-1.205623522	7.964825185	GHA	Ghana	3	15+	FEMALE	PERCENT	15 years old and over	Female	Percentage								
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	288	-1.205623522	7.964825185	GHA	Ghana	4	15+	MALE	PERCENT	15 years old and over	Male	Percentage								
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	292	-5.347561686	36.13895036	GIB	Gibraltar	1	<15Y	FEMALE	PERCENT	under 15 years old	Female	Percentage								
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	292	-5.347561686	36.13895036	GIB	Gibraltar	2	<15Y	MALE	PERCENT	under 15 years old	Male	Percentage								
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	292	-5.347561686	36.13895036	GIB	Gibraltar	3	15+	FEMALE	PERCENT	15 years old and over	Female	Percentage								
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	292	-5.347561686	36.13895036	GIB	Gibraltar	4	15+	MALE	PERCENT	15 years old and over	Male	Percentage								
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	296	-157.5643005	1.768837732	KIR	Kiribati	1	<15Y	FEMALE	PERCENT	under 15 years old	Female	Percentage								
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	296	-157.5643005	1.768837732	KIR	Kiribati	2	<15Y	MALE	PERCENT	under 15 years old	Male	Percentage								
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	296	-157.5643005	1.768837732	KIR	Kiribati	3	15+	FEMALE	PERCENT	15 years old and over	Female	Percentage								
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	296	-157.5643005	1.768837732	KIR	Kiribati	4	15+	MALE	PERCENT	15 years old and over	Male	Percentage								
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	300	22.58307827	39.47301873	GRC	Greece	1	<15Y	FEMALE	PERCENT	under 15 years old	Female	Percentage			20.97	20.97	2016	20.97	GLOTIP Database	C
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	300	22.58307827	39.47301873	GRC	Greece	2	<15Y	MALE	PERCENT	under 15 years old	Male	Percentage			1.61	1.61	2016	1.61	GLOTIP Database	C
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	300	22.58307827	39.47301873	GRC	Greece	3	15+	FEMALE	PERCENT	15 years old and over	Female	Percentage			87.1	87.1	2016	87.1	GLOTIP Database	C
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	300	22.58307827	39.47301873	GRC	Greece	4	15+	MALE	PERCENT	15 years old and over	Male	Percentage			29.03	29.03	2016	29.03	GLOTIP Database	C
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	304	-41.39371316	74.75625681	GRL	Greenland	1	<15Y	FEMALE	PERCENT	under 15 years old	Female	Percentage								
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	304	-41.39371316	74.75625681	GRL	Greenland	2	<15Y	MALE	PERCENT	under 15 years old	Male	Percentage								
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	304	-41.39371316	74.75625681	GRL	Greenland	3	15+	FEMALE	PERCENT	15 years old and over	Female	Percentage								
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	304	-41.39371316	74.75625681	GRL	Greenland	4	15+	MALE	PERCENT	15 years old and over	Male	Percentage								
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	308	-61.68248568	12.11238395	GRD	Grenada	1	<15Y	FEMALE	PERCENT	under 15 years old	Female	Percentage								
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	308	-61.68248568	12.11238395	GRD	Grenada	2	<15Y	MALE	PERCENT	under 15 years old	Male	Percentage								
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	308	-61.68248568	12.11238395	GRD	Grenada	3	15+	FEMALE	PERCENT	15 years old and over	Female	Percentage								
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	308	-61.68248568	12.11238395	GRD	Grenada	4	15+	MALE	PERCENT	15 years old and over	Male	Percentage								
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	312	-61.64762115	16.14416917	GLP	Guadeloupe	1	<15Y	FEMALE	PERCENT	under 15 years old	Female	Percentage								
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	312	-61.64762115	16.14416917	GLP	Guadeloupe	2	<15Y	MALE	PERCENT	under 15 years old	Male	Percentage								
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	312	-61.64762115	16.14416917	GLP	Guadeloupe	3	15+	FEMALE	PERCENT	15 years old and over	Female	Percentage								
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	312	-61.64762115	16.14416917	GLP	Guadeloupe	4	15+	MALE	PERCENT	15 years old and over	Male	Percentage								
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	316	144.7029305	13.35485404	GUM	Guam	1	<15Y	FEMALE	PERCENT	under 15 years old	Female	Percentage								
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	316	144.7029305	13.35485404	GUM	Guam	2	<15Y	MALE	PERCENT	under 15 years old	Male	Percentage								
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	316	144.7029305	13.35485404	GUM	Guam	3	15+	FEMALE	PERCENT	15 years old and over	Female	Percentage								
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	316	144.7029305	13.35485404	GUM	Guam	4	15+	MALE	PERCENT	15 years old and over	Male	Percentage								
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	320	-91.2312746	15.00273719	GTM	Guatemala	1	<15Y	FEMALE	PERCENT	under 15 years old	Female	Percentage	40.29			40.29	2014	40.29	GLOTIP Database	C
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	320	-91.2312746	15.00273719	GTM	Guatemala	2	<15Y	MALE	PERCENT	under 15 years old	Male	Percentage	6.96			6.96	2014	6.96	GLOTIP Database	C
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	320	-91.2312746	15.00273719	GTM	Guatemala	3	15+	FEMALE	PERCENT	15 years old and over	Female	Percentage	31.14			31.14	2014	31.14	GLOTIP Database	C
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	320	-91.2312746	15.00273719	GTM	Guatemala	4	15+	MALE	PERCENT	15 years old and over	Male	Percentage	21.61			21.61	2014	21.61	GLOTIP Database	C
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	324	-11.28173419	11.00210343	GIN	Guinea	1	<15Y	FEMALE	PERCENT	under 15 years old	Female	Percentage	27.27			27.27	2014	27.27	GLOTIP Database	C
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	324	-11.28173419	11.00210343	GIN	Guinea	2	<15Y	MALE	PERCENT	under 15 years old	Male	Percentage	54.55			54.55	2014	54.55	GLOTIP Database	C
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	324	-11.28173419	11.00210343	GIN	Guinea	3	15+	FEMALE	PERCENT	15 years old and over	Female	Percentage	13.64			13.64	2014	13.64	GLOTIP Database	C
