series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Units	Bounds	Units description	Bounds description	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	100	25.23763153	42.75731323	BGR	Bulgaria	2	INDEX	MP	Index	P	0.94479	0.9447	0.94416	0.94354	0.94308	0.94265	0.94221	0.94191	0.94166	0.94138	0.94114	0.94112	0.94113	0.94114	0.94115	0.94117	0.94119	0.94121	0.94123	0.94125	0.94127	0.94128	0.9413	0.94133	0.94134	0.94136	0.941322	2018	0.94136	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	100	25.23763153	42.75731323	BGR	Bulgaria	3	INDEX	UB	Index	Upper bound	0.946	0.94554	0.94489	0.9449	0.94445	0.944	0.94357	0.94314	0.94271	0.94225	0.942	0.94172	0.94145	0.94121	0.94124	0.94127	0.94193	0.94223	0.94282	0.9434	0.94407	0.94458	0.94505	0.94617	0.94701	0.94723	0.946008	2018	0.94723	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	104	96.51752295	21.19332882	MMR	Myanmar	1	INDEX	LB	Index	Lower bound	0.86604	0.86557	0.86448	0.86148	0.85869	0.85598	0.8527	0.84897	0.84655	0.84235	0.83979	0.83708	0.83339	0.83	0.82758	0.82343	0.81792	0.81302	0.81014	0.80414	0.79941	0.79559	0.78911	0.78406	0.77929	0.77527	0.784664	2018	0.77527	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	104	96.51752295	21.19332882	MMR	Myanmar	2	INDEX	MP	Index	P	0.87136	0.87082	0.86998	0.86857	0.86645	0.86373	0.86027	0.85741	0.85446	0.85166	0.8487	0.84594	0.84285	0.83981	0.83661	0.83424	0.83116	0.82851	0.82593	0.82205	0.82007	0.81626	0.81371	0.8102	0.80741	0.80438	0.810392	2018	0.80438	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	104	96.51752295	21.19332882	MMR	Myanmar	3	INDEX	UB	Index	Upper bound	0.87638	0.87534	0.87483	0.87395	0.87266	0.87095	0.86883	0.86537	0.86238	0.8595	0.85683	0.85407	0.85101	0.84859	0.84514	0.84346	0.84029	0.83828	0.83661	0.83513	0.83369	0.83274	0.83292	0.83212	0.83173	0.83079	0.83206	2018	0.83079	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	108	29.89080992	-3.366387428	BDI	Burundi	1	INDEX	LB	Index	Lower bound	0.89673	0.89583	0.89534	0.8955	0.89366	0.89242	0.89137	0.89059	0.88953	0.88862	0.88809	0.88749	0.88531	0.88356	0.88237	0.87982	0.87937	0.87821	0.87557	0.87661	0.87438	0.87212	0.87172	0.86983	0.86817	0.86546	0.86946	2018	0.86546	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	108	29.89080992	-3.366387428	BDI	Burundi	2	INDEX	MP	Index	P	0.91857	0.91859	0.91888	0.91887	0.91929	0.91954	0.92	0.92016	0.92034	0.92085	0.92111	0.92129	0.92135	0.92143	0.92142	0.92141	0.92139	0.92136	0.92134	0.92133	0.92132	0.92131	0.9213	0.92128	0.92128	0.92126	0.921286	2018	0.92126	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	108	29.89080992	-3.366387428	BDI	Burundi	3	INDEX	UB	Index	Upper bound	0.92223	0.92205	0.92186	0.9217	0.92169	0.92167	0.92165	0.92164	0.92163	0.92162	0.92162	0.92259	0.9235	0.9244	0.92654	0.92766	0.92869	0.93099	0.93219	0.93539	0.93751	0.93768	0.93946	0.94308	0.94277	0.94525	0.941648	2018	0.94525	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	112	28.04940161	53.54193075	BLR	Belarus	1	INDEX	LB	Index	Lower bound	0.93403	0.93618	0.93833	0.93982	0.94134	0.94275	0.94388	0.94507	0.94636	0.9476	0.94884	0.95012	0.95141	0.95269	0.95398	0.95526	0.95654	0.95783	0.95785	0.95783	0.95784	0.95784	0.95777	0.9576	0.95767	0.9576	0.957696	2018	0.9576	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	112	28.04940161	53.54193075	BLR	Belarus	2	INDEX	MP	Index	P	0.94042	0.94165	0.94271	0.94339	0.94419	0.94548	0.94644	0.94773	0.94897	0.95021	0.95141	0.95269	0.95398	0.95526	0.95654	0.95783	0.95858	0.95966	0.961	0.96236	0.9638	0.96506	0.96651	0.96832	0.96951	0.97009	0.967898	2018	0.97009	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	112	28.04940161	53.54193075	BLR	Belarus	3	INDEX	UB	Index	Upper bound	0.94374	0.94355	0.94483	0.94595	0.94709	0.9482	0.94933	0.95045	0.95158	0.95286	0.95406	0.9553	0.95659	0.95783	0.95972	0.96144	0.96365	0.96541	0.96784	0.96949	0.97193	0.97413	0.976	0.97818	0.9811	0.98362	0.978606	2018	0.98362	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	116	104.922836	12.71163737	KHM	Cambodia	1	INDEX	LB	Index	Lower bound	0.87979	0.87975	0.87891	0.87789	0.87461	0.87104	0.86671	0.86413	0.86167	0.85879	0.85392	0.85104	0.8486	0.84406	0.84062	0.83666	0.83193	0.82892	0.8224	0.8178	0.8124	0.80651	0.80241	0.79397	0.78904	0.78376	0.795138	2018	0.78376	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	116	104.922836	12.71163737	KHM	Cambodia	2	INDEX	MP	Index	P	0.89124	0.89036	0.88921	0.88729	0.88489	0.88182	0.87816	0.87544	0.87269	0.86886	0.86632	0.86293	0.86033	0.85653	0.85416	0.85139	0.84825	0.84585	0.84222	0.8393	0.83638	0.83246	0.82915	0.82579	0.8227	0.81857	0.825734	2018	0.81857	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	116	104.922836	12.71163737	KHM	Cambodia	3	INDEX	UB	Index	Upper bound	0.89809	0.89731	0.89565	0.89474	0.89279	0.89072	0.88795	0.88421	0.88112	0.87803	0.8755	0.87279	0.869	0.86611	0.8637	0.86132	0.85842	0.85633	0.85485	0.85286	0.85249	0.85048	0.84943	0.84828	0.8479	0.84659	0.848536	2018	0.84659	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	120	12.7419827	5.692387031	CMR	Cameroon	1	INDEX	LB	Index	Lower bound	0.83386	0.83369	0.83357	0.83333	0.83332	0.8331	0.83293	0.83275	0.83251	0.83245	0.83222	0.83205	0.83167	0.83136	0.83123	0.83056	0.83002	0.82971	0.82914	0.82885	0.82811	0.82778	0.82735	0.82648	0.82596	0.82539	0.826592	2018	0.82539	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	120	12.7419827	5.692387031	CMR	Cameroon	2	INDEX	MP	Index	P	0.83876	0.83841	0.83814	0.83779	0.83753	0.83729	0.83711	0.8369	0.83696	0.83681	0.83679	0.83668	0.83655	0.83651	0.83641	0.83643	0.83636	0.83632	0.83616	0.83617	0.83609	0.83605	0.83601	0.83582	0.83579	0.83584	0.835902	2018	0.83584	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	120	12.7419827	5.692387031	CMR	Cameroon	3	INDEX	UB	Index	Upper bound	0.8431	0.84237	0.84203	0.84162	0.84115	0.84084	0.84066	0.84083	0.84048	0.84056	0.84049	0.84073	0.84074	0.84083	0.84125	0.84129	0.84168	0.84199	0.84199	0.84208	0.84264	0.84305	0.8434	0.84373	0.8442	0.84471	0.843818	2018	0.84471	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	124	-101.6575058	57.72360191	CAN	Canada	1	INDEX	LB	Index	Lower bound	0.97685	0.9766	0.97642	0.97622	0.97598	0.97574	0.97556	0.97527	0.97503	0.9748	0.97449	0.97426	0.97391	0.97356	0.97323	0.97297	0.97247	0.97212	0.97172	0.9714	0.97094	0.97057	0.97003	0.96952	0.96902	0.96884	0.969596	2018	0.96884	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	124	-101.6575058	57.72360191	CAN	Canada	2	INDEX	MP	Index	P	0.9778	0.97754	0.9773	0.97704	0.9768	0.97647	0.97616	0.97591	0.97566	0.9754	0.97518	0.97492	0.97465	0.97438	0.97406	0.97376	0.97351	0.97324	0.97294	0.97265	0.97237	0.97212	0.97182	0.97152	0.97126	0.97096	0.971536	2018	0.97096	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	124	-101.6575058	57.72360191	CAN	Canada	3	INDEX	UB	Index	Upper bound	0.97874	0.97831	0.97804	0.9777	0.9773	0.97699	0.9767	0.97642	0.9762	0.97587	0.97565	0.97535	0.97516	0.97491	0.97462	0.97432	0.97407	0.97392	0.97371	0.97352	0.97343	0.97327	0.97316	0.97301	0.9729	0.9727	0.973008	2018	0.9727	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	132	-23.63544151	15.07791834	CPV	Cabo Verde	1	INDEX	LB	Index	Lower bound	0.79102	0.7961	0.80638	0.80737	0.81191	0.81898	0.82279	0.82745	0.82461	0.82998	0.8307	0.83195	0.83206	0.82964	0.82817	0.82718	0.82606	0.82385	0.81981	0.81721	0.81471	0.81169	0.80714	0.80653	0.80042	0.79699	0.804554	2018	0.79699	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	132	-23.63544151	15.07791834	CPV	Cabo Verde	2	INDEX	MP	Index	P	0.85358	0.85347	0.85442	0.85388	0.85597	0.85627	0.85711	0.85788	0.85945	0.86073	0.86173	0.86356	0.86454	0.86675	0.86781	0.86941	0.87048	0.87211	0.87315	0.87557	0.8762	0.87802	0.87937	0.88056	0.88073	0.88206	0.880148	2018	0.88206	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	132	-23.63544151	15.07791834	CPV	Cabo Verde	3	INDEX	UB	Index	Upper bound	0.888	0.88543	0.88434	0.8837	0.88288	0.88163	0.88125	0.88082	0.88192	0.88292	0.88327	0.88379	0.88536	0.88664	0.88911	0.89123	0.89756	0.90199	0.90733	0.91193	0.91794	0.92609	0.92815	0.93748	0.94456	0.95231	0.937718	2018	0.95231	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	136	-81.16740559	19.32266656	CYM	Cayman Islands	1	INDEX	LB	Index	Lower bound	0.80511	0.8059	0.80821	0.81092	0.81158	0.81169	0.81273	0.81309	0.814	0.81411	0.814	0.81284	0.81037	0.8103	0.80768	0.8042	0.80295	0.79927	0.79626	0.79097	0.78937	0.78429	0.78236	0.78072	0.77913	0.77236	0.779772	2018	0.77236	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	136	-81.16740559	19.32266656	CYM	Cayman Islands	2	INDEX	MP	Index	P	0.83414	0.83429	0.83438	0.83405	0.83309	0.83237	0.83156	0.83027	0.82971	0.82866	0.82772	0.82646	0.8257	0.82514	0.82451	0.82361	0.82316	0.82211	0.82082	0.8203	0.81995	0.81877	0.81797	0.81693	0.8154	0.81491	0.816796	2018	0.81491	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	136	-81.16740559	19.32266656	CYM	Cayman Islands	3	INDEX	UB	Index	Upper bound	0.84969	0.8487	0.84751	0.84636	0.84566	0.84383	0.84223	0.8415	0.83994	0.8382	0.83784	0.83661	0.83624	0.83605	0.83572	0.83566	0.83438	0.83616	0.83712	0.83706	0.83923	0.8412	0.84243	0.84383	0.845	0.84655	0.843802	2018	0.84655	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	140	20.93559492	7.003720791	CAF	Central African Republic	1	INDEX	LB	Index	Lower bound	0.9385	0.9392	0.93958	0.93962	0.94009	0.94029	0.94052	0.94064	0.94036	0.94011	0.9398	0.93974	0.93952	0.93961	0.93866	0.93779	0.93751	0.93667	0.93628	0.93549	0.93539	0.93445	0.93402	0.93336	0.93247	0.93199	0.933258	2018	0.93199	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	140	20.93559492	7.003720791	CAF	Central African Republic	2	INDEX	MP	Index	P	0.94555	0.94549	0.94529	0.94515	0.94491	0.94475	0.94453	0.9444	0.94426	0.94423	0.94416	0.94411	0.94413	0.94416	0.94418	0.94416	0.94419	0.94412	0.94406	0.94401	0.94394	0.9439	0.9439	0.94384	0.94378	0.94378	0.94384	2018	0.94378	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	140	20.93559492	7.003720791	CAF	Central African Republic	3	INDEX	UB	Index	Upper bound	0.94688	0.94653	0.94628	0.94581	0.94558	0.94545	0.94534	0.94527	0.9452	0.94515	0.9451	0.94506	0.94499	0.94493	0.94491	0.94491	0.94499	0.94546	0.94591	0.94634	0.94692	0.94758	0.94757	0.94833	0.94904	0.94956	0.948416	2018	0.94956	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	144	80.70489654	7.614693343	LKA	Sri Lanka	1	INDEX	LB	Index	Lower bound	0.67154	0.67079	0.66973	0.66693	0.66408	0.65805	0.65314	0.64835	0.64251	0.63821	0.63053	0.62467	0.61865	0.61247	0.60708	0.59983	0.59287	0.58227	0.5758	0.56527	0.55558	0.55005	0.53978	0.52742	0.52081	0.5105	0.529712	2018	0.5105	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	144	80.70489654	7.614693343	LKA	Sri Lanka	2	INDEX	MP	Index	P	0.68944	0.68769	0.68453	0.68154	0.67654	0.67275	0.6665	0.66118	0.65576	0.65068	0.64505	0.63988	0.63335	0.62718	0.62242	0.61712	0.61207	0.60653	0.60083	0.59679	0.59125	0.58479	0.57963	0.57342	0.56893	0.56338	0.57403	2018	0.56338	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	144	80.70489654	7.614693343	LKA	Sri Lanka	3	INDEX	UB	Index	Upper bound	0.70983	0.70766	0.70254	0.69793	0.69102	0.68874	0.67964	0.6737	0.66625	0.66057	0.65532	0.64921	0.64408	0.63868	0.63452	0.62888	0.62418	0.62033	0.6167	0.61348	0.61044	0.60852	0.60684	0.60616	0.60486	0.60308	0.605892	2018	0.60308	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	148	18.66618401	15.36279341	TCD	Chad	1	INDEX	LB	Index	Lower bound	0.92519	0.92507	0.92504	0.92473	0.92454	0.92421	0.92425	0.92397	0.92388	0.92342	0.92285	0.92229	0.92194	0.92127	0.92036	0.91975	0.91947	0.91802	0.91765	0.91718	0.91656	0.91615	0.91519	0.9145	0.91376	0.91298	0.914516	2018	0.91298	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	148	18.66618401	15.36279341	TCD	Chad	2	INDEX	MP	Index	P	0.9286	0.9283	0.92805	0.9278	0.9274	0.92705	0.92669	0.92639	0.92592	0.9256	0.92523	0.92488	0.92444	0.92404	0.92366	0.92333	0.92287	0.92247	0.92191	0.92158	0.92133	0.92102	0.92075	0.92048	0.92033	0.91989	0.920494	2018	0.91989	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	148	18.66618401	15.36279341	TCD	Chad	3	INDEX	UB	Index	Upper bound	0.93028	0.92987	0.9291	0.9287	0.92828	0.92792	0.9276	0.92729	0.92693	0.92656	0.92619	0.92583	0.92547	0.92506	0.92455	0.92425	0.92384	0.92359	0.9232	0.92302	0.92278	0.92277	0.92277	0.92278	0.92281	0.92283	0.922792	2018	0.92283	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	152	-71.23029019	-35.2652885	CHL	Chile	1	INDEX	LB	Index	Lower bound	0.8353	0.83485	0.83275	0.83072	0.82637	0.82246	0.81876	0.81553	0.8103	0.80682	0.8026	0.79799	0.79559	0.79051	0.78525	0.77973	0.7752	0.77003	0.7651	0.75879	0.75283	0.74726	0.74407	0.73451	0.72872	0.72386	0.735684	2018	0.72386	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	152	-71.23029019	-35.2652885	CHL	Chile	2	INDEX	MP	Index	P	0.84446	0.84328	0.84149	0.83963	0.83656	0.83267	0.82878	0.82543	0.82133	0.81724	0.81394	0.81012	0.80667	0.80287	0.79933	0.79647	0.79229	0.78906	0.78605	0.78229	0.77843	0.7759	0.77192	0.76803	0.76293	0.76147	0.76805	2018	0.76147	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	152	-71.23029019	-35.2652885	CHL	Chile	3	INDEX	UB	Index	Upper bound	0.85261	0.85165	0.84915	0.84819	0.84618	0.8427	0.83905	0.8359	0.83224	0.82849	0.82421	0.82186	0.81883	0.81546	0.81175	0.80842	0.80658	0.80388	0.80147	0.79963	0.79778	0.79653	0.79612	0.7949	0.79411	0.79314	0.79496	2018	0.79314	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	156	104.1403375	32.30955217	CHN	China	1	INDEX	LB	Index	Lower bound	0.82299	0.8224	0.8205	0.81844	0.81369	0.81088	0.80699	0.80249	0.79882	0.7951	0.79095	0.78661	0.78205	0.7775	0.77285	0.76968	0.76244	0.75745	0.75289	0.74713	0.73985	0.7316	0.72704	0.7189	0.71199	0.70718	0.719342	2018	0.70718	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	156	104.1403375	32.30955217	CHN	China	2	INDEX	MP	Index	P	0.82888	0.82785	0.82634	0.82438	0.82147	0.81816	0.81453	0.81045	0.80655	0.80283	0.79891	0.79485	0.79147	0.78735	0.78281	0.77994	0.77655	0.77225	0.7691	0.76522	0.76157	0.75783	0.75401	0.75078	0.74642	0.74179	0.750166	2018	0.74179	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	156	104.1403375	32.30955217	CHN	China	3	INDEX	UB	Index	Upper bound	0.8351	0.83317	0.83158	0.82918	0.82772	0.82556	0.82202	0.818	0.81383	0.80978	0.80628	0.80266	0.79902	0.79552	0.79214	0.78888	0.78542	0.78152	0.77921	0.77814	0.7762	0.77472	0.7745	0.77354	0.77201	0.7707	0.773094	2018	0.7707	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	162	105.6426067	-10.4882473	CXR	Christmas Island	1	INDEX	LB	Index	Lower bound																															
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	162	105.6426067	-10.4882473	CXR	Christmas Island	2	INDEX	MP	Index	P																															
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	162	105.6426067	-10.4882473	CXR	Christmas Island	3	INDEX	UB	Index	Upper bound																															
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	166	96.82633757	-12.18600682	CCK	Cocos (Keeling) Islands	1	INDEX	LB	Index	Lower bound																															
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	166	96.82633757	-12.18600682	CCK	Cocos (Keeling) Islands	2	INDEX	MP	Index	P																															
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	166	96.82633757	-12.18600682	CCK	Cocos (Keeling) Islands	3	INDEX	UB	Index	Upper bound																															
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	170	-73.07446751	3.888209046	COL	Colombia	1	INDEX	LB	Index	Lower bound	0.77759	0.77725	0.77624	0.77519	0.77354	0.77158	0.76973	0.76741	0.76507	0.76337	0.76041	0.75913	0.7566	0.75423	0.75238	0.75005	0.74687	0.74247	0.74081	0.73722	0.73304	0.72943	0.72691	0.72282	0.71843	0.71633	0.722784	2018	0.71633	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
