"GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","Location_Code","Location_Desc","ReportingType_Code","ReportingType_Desc","Nature_Code","Nature_Desc","Units_Code","Units_Desc","GeoArea_Code","GeoArea_Desc","Year","TimeDetail","Value","ValueType","Source","Footnotes"
"6","Ensure availability and sustainable management of water and sanitation for all","6.b","Support and strengthen the participation of local communities in improving water and sanitation management","6.b.1","Proportion of local administrative units with established and operational policies and procedures for participation of local communities in water and sanitation management","1","ER_H2O_PROCED","Proportion of countries with clearly defined procedures in law or policy for participation by service users/communities in planning program in rural drinking-water supply (%)","2019.Q1.G.01","RURAL","Rural","G","Global","E","Estimated data","PERCENT","Percentage","543","Oceania (exc. Australia and New Zealand)",2012.0,"","100","Float","Key indicators of the UN-Water Global Analysis and Assessment of Sanitation and Drinking-Water (GLAAS). For the specific sources by country, refer to http://www.who.int/water_sanitation_health/monitoring/investments/glaas/en/.",""
"6","Ensure availability and sustainable management of water and sanitation for all","6.b","Support and strengthen the participation of local communities in improving water and sanitation management","6.b.1","Proportion of local administrative units with established and operational policies and procedures for participation of local communities in water and sanitation management","1","ER_H2O_PROCED","Proportion of countries with clearly defined procedures in law or policy for participation by service users/communities in planning program in rural drinking-water supply (%)","2019.Q1.G.01","RURAL","Rural","G","Global","E","Estimated data","PERCENT","Percentage","543","Oceania (exc. Australia and New Zealand)",2014.0,"","25","Float","Key indicators of the UN-Water Global Analysis and Assessment of Sanitation and Drinking-Water (GLAAS). For the specific sources by country, refer to http://www.who.int/water_sanitation_health/monitoring/investments/glaas/en/.",""
"6","Ensure availability and sustainable management of water and sanitation for all","6.b","Support and strengthen the participation of local communities in improving water and sanitation management","6.b.1","Proportion of local administrative units with established and operational policies and procedures for participation of local communities in water and sanitation management","1","ER_H2O_PROCED","Proportion of countries with clearly defined procedures in law or policy for participation by service users/communities in planning program in rural drinking-water supply (%)","2019.Q1.G.01","RURAL","Rural","G","Global","E","Estimated data","PERCENT","Percentage","543","Oceania (exc. Australia and New Zealand)",2017.0,"","50","Float","Key indicators of the UN-Water Global Analysis and Assessment of Sanitation and Drinking-Water (GLAAS). For the specific sources by country, refer to http://www.who.int/water_sanitation_health/monitoring/investments/glaas/en/.",""
"6","Ensure availability and sustainable management of water and sanitation for all","6.b","Support and strengthen the participation of local communities in improving water and sanitation management","6.b.1","Proportion of local administrative units with established and operational policies and procedures for participation of local communities in water and sanitation management","1","ER_H2O_PROCED","Proportion of countries with clearly defined procedures in law or policy for participation by service users/communities in planning program in rural drinking-water supply (%)","2019.Q1.G.01","RURAL","Rural","G","Global","E","Estimated data","PERCENT","Percentage","722","Small island developing States (SIDS)",2010.0,"","100","Float","Key indicators of the UN-Water Global Analysis and Assessment of Sanitation and Drinking-Water (GLAAS). For the specific sources by country, refer to http://www.who.int/water_sanitation_health/monitoring/investments/glaas/en/.",""
"6","Ensure availability and sustainable management of water and sanitation for all","6.b","Support and strengthen the participation of local communities in improving water and sanitation management","6.b.1","Proportion of local administrative units with established and operational policies and procedures for participation of local communities in water and sanitation management","1","ER_H2O_PROCED","Proportion of countries with clearly defined procedures in law or policy for participation by service users/communities in planning program in rural drinking-water supply (%)","2019.Q1.G.01","RURAL","Rural","G","Global","E","Estimated data","PERCENT","Percentage","722","Small island developing States (SIDS)",2012.0,"","100","Float","Key indicators of the UN-Water Global Analysis and Assessment of Sanitation and Drinking-Water (GLAAS). For the specific sources by country, refer to http://www.who.int/water_sanitation_health/monitoring/investments/glaas/en/.",""
"6","Ensure availability and sustainable management of water and sanitation for all","6.b","Support and strengthen the participation of local communities in improving water and sanitation management","6.b.1","Proportion of local administrative units with established and operational policies and procedures for participation of local communities in water and sanitation management","1","ER_H2O_PROCED","Proportion of countries with clearly defined procedures in law or policy for participation by service users/communities in planning program in rural drinking-water supply (%)","2019.Q1.G.01","RURAL","Rural","G","Global","E","Estimated data","PERCENT","Percentage","722","Small island developing States (SIDS)",2014.0,"","40","Float","Key indicators of the UN-Water Global Analysis and Assessment of Sanitation and Drinking-Water (GLAAS). For the specific sources by country, refer to http://www.who.int/water_sanitation_health/monitoring/investments/glaas/en/.",""
"6","Ensure availability and sustainable management of water and sanitation for all","6.b","Support and strengthen the participation of local communities in improving water and sanitation management","6.b.1","Proportion of local administrative units with established and operational policies and procedures for participation of local communities in water and sanitation management","1","ER_H2O_PROCED","Proportion of countries with clearly defined procedures in law or policy for participation by service users/communities in planning program in rural drinking-water supply (%)","2019.Q1.G.01","RURAL","Rural","G","Global","E","Estimated data","PERCENT","Percentage","722","Small island developing States (SIDS)",2017.0,"","64.28571","Float","Key indicators of the UN-Water Global Analysis and Assessment of Sanitation and Drinking-Water (GLAAS). For the specific sources by country, refer to http://www.who.int/water_sanitation_health/monitoring/investments/glaas/en/.",""
"6","Ensure availability and sustainable management of water and sanitation for all","6.b","Support and strengthen the participation of local communities in improving water and sanitation management","6.b.1","Proportion of local administrative units with established and operational policies and procedures for participation of local communities in water and sanitation management","1","ER_H2O_PROCED","Proportion of countries with clearly defined procedures in law or policy for participation by service users/communities in planning program in rural drinking-water supply (%)","2019.Q1.G.01","RURAL","Rural","G","Global","E","Estimated data","PERCENT","Percentage","35","South-Eastern Asia",2010.0,"","100","Float","Key indicators of the UN-Water Global Analysis and Assessment of Sanitation and Drinking-Water (GLAAS). For the specific sources by country, refer to http://www.who.int/water_sanitation_health/monitoring/investments/glaas/en/.",""
"6","Ensure availability and sustainable management of water and sanitation for all","6.b","Support and strengthen the participation of local communities in improving water and sanitation management","6.b.1","Proportion of local administrative units with established and operational policies and procedures for participation of local communities in water and sanitation management","1","ER_H2O_PROCED","Proportion of countries with clearly defined procedures in law or policy for participation by service users/communities in planning program in rural drinking-water supply (%)","2019.Q1.G.01","RURAL","Rural","G","Global","E","Estimated data","PERCENT","Percentage","35","South-Eastern Asia",2012.0,"","100","Float","Key indicators of the UN-Water Global Analysis and Assessment of Sanitation and Drinking-Water (GLAAS). For the specific sources by country, refer to http://www.who.int/water_sanitation_health/monitoring/investments/glaas/en/.",""
"6","Ensure availability and sustainable management of water and sanitation for all","6.b","Support and strengthen the participation of local communities in improving water and sanitation management","6.b.1","Proportion of local administrative units with established and operational policies and procedures for participation of local communities in water and sanitation management","1","ER_H2O_PROCED","Proportion of countries with clearly defined procedures in law or policy for participation by service users/communities in planning program in rural drinking-water supply (%)","2019.Q1.G.01","RURAL","Rural","G","Global","E","Estimated data","PERCENT","Percentage","35","South-Eastern Asia",2014.0,"","87.5","Float","Key indicators of the UN-Water Global Analysis and Assessment of Sanitation and Drinking-Water (GLAAS). For the specific sources by country, refer to http://www.who.int/water_sanitation_health/monitoring/investments/glaas/en/.",""
"6","Ensure availability and sustainable management of water and sanitation for all","6.b","Support and strengthen the participation of local communities in improving water and sanitation management","6.b.1","Proportion of local administrative units with established and operational policies and procedures for participation of local communities in water and sanitation management","1","ER_H2O_PROCED","Proportion of countries with clearly defined procedures in law or policy for participation by service users/communities in planning program in rural drinking-water supply (%)","2019.Q1.G.01","RURAL","Rural","G","Global","E","Estimated data","PERCENT","Percentage","35","South-Eastern Asia",2017.0,"","100","Float","Key indicators of the UN-Water Global Analysis and Assessment of Sanitation and Drinking-Water (GLAAS). For the specific sources by country, refer to http://www.who.int/water_sanitation_health/monitoring/investments/glaas/en/.",""
"6","Ensure availability and sustainable management of water and sanitation for all","6.b","Support and strengthen the participation of local communities in improving water and sanitation management","6.b.1","Proportion of local administrative units with established and operational policies and procedures for participation of local communities in water and sanitation management","1","ER_H2O_PROCED","Proportion of countries with clearly defined procedures in law or policy for participation by service users/communities in planning program in rural drinking-water supply (%)","2019.Q1.G.01","RURAL","Rural","G","Global","E","Estimated data","PERCENT","Percentage","34","Southern Asia",2010.0,"","100","Float","Key indicators of the UN-Water Global Analysis and Assessment of Sanitation and Drinking-Water (GLAAS). For the specific sources by country, refer to http://www.who.int/water_sanitation_health/monitoring/investments/glaas/en/.",""
"6","Ensure availability and sustainable management of water and sanitation for all","6.b","Support and strengthen the participation of local communities in improving water and sanitation management","6.b.1","Proportion of local administrative units with established and operational policies and procedures for participation of local communities in water and sanitation management","1","ER_H2O_PROCED","Proportion of countries with clearly defined procedures in law or policy for participation by service users/communities in planning program in rural drinking-water supply (%)","2019.Q1.G.01","RURAL","Rural","G","Global","E","Estimated data","PERCENT","Percentage","34","Southern Asia",2012.0,"","100","Float","Key indicators of the UN-Water Global Analysis and Assessment of Sanitation and Drinking-Water (GLAAS). For the specific sources by country, refer to http://www.who.int/water_sanitation_health/monitoring/investments/glaas/en/.",""
"6","Ensure availability and sustainable management of water and sanitation for all","6.b","Support and strengthen the participation of local communities in improving water and sanitation management","6.b.1","Proportion of local administrative units with established and operational policies and procedures for participation of local communities in water and sanitation management","1","ER_H2O_PROCED","Proportion of countries with clearly defined procedures in law or policy for participation by service users/communities in planning program in rural drinking-water supply (%)","2019.Q1.G.01","RURAL","Rural","G","Global","E","Estimated data","PERCENT","Percentage","34","Southern Asia",2014.0,"","66.66667","Float","Key indicators of the UN-Water Global Analysis and Assessment of Sanitation and Drinking-Water (GLAAS). For the specific sources by country, refer to http://www.who.int/water_sanitation_health/monitoring/investments/glaas/en/.",""
"6","Ensure availability and sustainable management of water and sanitation for all","6.b","Support and strengthen the participation of local communities in improving water and sanitation management","6.b.1","Proportion of local administrative units with established and operational policies and procedures for participation of local communities in water and sanitation management","1","ER_H2O_PROCED","Proportion of countries with clearly defined procedures in law or policy for participation by service users/communities in planning program in rural drinking-water supply (%)","2019.Q1.G.01","RURAL","Rural","G","Global","E","Estimated data","PERCENT","Percentage","34","Southern Asia",2017.0,"","100","Float","Key indicators of the UN-Water Global Analysis and Assessment of Sanitation and Drinking-Water (GLAAS). For the specific sources by country, refer to http://www.who.int/water_sanitation_health/monitoring/investments/glaas/en/.",""
"6","Ensure availability and sustainable management of water and sanitation for all","6.b","Support and strengthen the participation of local communities in improving water and sanitation management","6.b.1","Proportion of local administrative units with established and operational policies and procedures for participation of local communities in water and sanitation management","1","ER_H2O_PROCED","Proportion of countries with clearly defined procedures in law or policy for participation by service users/communities in planning program in rural drinking-water supply (%)","2019.Q1.G.01","RURAL","Rural","G","Global","E","Estimated data","PERCENT","Percentage","202","Sub-Saharan Africa",2010.0,"","88.46154","Float","Key indicators of the UN-Water Global Analysis and Assessment of Sanitation and Drinking-Water (GLAAS). For the specific sources by country, refer to http://www.who.int/water_sanitation_health/monitoring/investments/glaas/en/.",""
"6","Ensure availability and sustainable management of water and sanitation for all","6.b","Support and strengthen the participation of local communities in improving water and sanitation management","6.b.1","Proportion of local administrative units with established and operational policies and procedures for participation of local communities in water and sanitation management","1","ER_H2O_PROCED","Proportion of countries with clearly defined procedures in law or policy for participation by service users/communities in planning program in rural drinking-water supply (%)","2019.Q1.G.01","RURAL","Rural","G","Global","E","Estimated data","PERCENT","Percentage","202","Sub-Saharan Africa",2012.0,"","88.57143","Float","Key indicators of the UN-Water Global Analysis and Assessment of Sanitation and Drinking-Water (GLAAS). For the specific sources by country, refer to http://www.who.int/water_sanitation_health/monitoring/investments/glaas/en/.",""
"6","Ensure availability and sustainable management of water and sanitation for all","6.b","Support and strengthen the participation of local communities in improving water and sanitation management","6.b.1","Proportion of local administrative units with established and operational policies and procedures for participation of local communities in water and sanitation management","1","ER_H2O_PROCED","Proportion of countries with clearly defined procedures in law or policy for participation by service users/communities in planning program in rural drinking-water supply (%)","2019.Q1.G.01","RURAL","Rural","G","Global","E","Estimated data","PERCENT","Percentage","202","Sub-Saharan Africa",2014.0,"","86.11111","Float","Key indicators of the UN-Water Global Analysis and Assessment of Sanitation and Drinking-Water (GLAAS). For the specific sources by country, refer to http://www.who.int/water_sanitation_health/monitoring/investments/glaas/en/.",""
"6","Ensure availability and sustainable management of water and sanitation for all","6.b","Support and strengthen the participation of local communities in improving water and sanitation management","6.b.1","Proportion of local administrative units with established and operational policies and procedures for participation of local communities in water and sanitation management","1","ER_H2O_PROCED","Proportion of countries with clearly defined procedures in law or policy for participation by service users/communities in planning program in rural drinking-water supply (%)","2019.Q1.G.01","RURAL","Rural","G","Global","E","Estimated data","PERCENT","Percentage","202","Sub-Saharan Africa",2017.0,"","96","Float","Key indicators of the UN-Water Global Analysis and Assessment of Sanitation and Drinking-Water (GLAAS). For the specific sources by country, refer to http://www.who.int/water_sanitation_health/monitoring/investments/glaas/en/.",""
"6","Ensure availability and sustainable management of water and sanitation for all","6.b","Support and strengthen the participation of local communities in improving water and sanitation management","6.b.1","Proportion of local administrative units with established and operational policies and procedures for participation of local communities in water and sanitation management","1","ER_H2O_PROCED","Proportion of countries with clearly defined procedures in law or policy for participation by service users/communities in planning program in rural drinking-water supply (%)","2019.Q1.G.01","RURAL","Rural","G","Global","E","Estimated data","PERCENT","Percentage","145","Western Asia",2012.0,"","80","Float","Key indicators of the UN-Water Global Analysis and Assessment of Sanitation and Drinking-Water (GLAAS). For the specific sources by country, refer to http://www.who.int/water_sanitation_health/monitoring/investments/glaas/en/.",""
"6","Ensure availability and sustainable management of water and sanitation for all","6.b","Support and strengthen the participation of local communities in improving water and sanitation management","6.b.1","Proportion of local administrative units with established and operational policies and procedures for participation of local communities in water and sanitation management","1","ER_H2O_PROCED","Proportion of countries with clearly defined procedures in law or policy for participation by service users/communities in planning program in rural drinking-water supply (%)","2019.Q1.G.01","RURAL","Rural","G","Global","E","Estimated data","PERCENT","Percentage","145","Western Asia",2014.0,"","85.71429","Float","Key indicators of the UN-Water Global Analysis and Assessment of Sanitation and Drinking-Water (GLAAS). For the specific sources by country, refer to http://www.who.int/water_sanitation_health/monitoring/investments/glaas/en/.",""
"6","Ensure availability and sustainable management of water and sanitation for all","6.b","Support and strengthen the participation of local communities in improving water and sanitation management","6.b.1","Proportion of local administrative units with established and operational policies and procedures for participation of local communities in water and sanitation management","1","ER_H2O_PROCED","Proportion of countries with clearly defined procedures in law or policy for participation by service users/communities in planning program in rural drinking-water supply (%)","2019.Q1.G.01","RURAL","Rural","G","Global","E","Estimated data","PERCENT","Percentage","145","Western Asia",2017.0,"","100","Float","Key indicators of the UN-Water Global Analysis and Assessment of Sanitation and Drinking-Water (GLAAS). For the specific sources by country, refer to http://www.who.int/water_sanitation_health/monitoring/investments/glaas/en/.",""
"6","Ensure availability and sustainable management of water and sanitation for all","6.b","Support and strengthen the participation of local communities in improving water and sanitation management","6.b.1","Proportion of local administrative units with established and operational policies and procedures for participation of local communities in water and sanitation management","1","ER_H2O_PROCED","Proportion of countries with clearly defined procedures in law or policy for participation by service users/communities in planning program in rural drinking-water supply (%)","2019.Q1.G.01","RURAL","Rural","G","Global","E","Estimated data","PERCENT","Percentage","1","World",2010.0,"","87.5","Float","Key indicators of the UN-Water Global Analysis and Assessment of Sanitation and Drinking-Water (GLAAS). For the specific sources by country, refer to http://www.who.int/water_sanitation_health/monitoring/investments/glaas/en/.",""
"6","Ensure availability and sustainable management of water and sanitation for all","6.b","Support and strengthen the participation of local communities in improving water and sanitation management","6.b.1","Proportion of local administrative units with established and operational policies and procedures for participation of local communities in water and sanitation management","1","ER_H2O_PROCED","Proportion of countries with clearly defined procedures in law or policy for participation by service users/communities in planning program in rural drinking-water supply (%)","2019.Q1.G.01","RURAL","Rural","G","Global","E","Estimated data","PERCENT","Percentage","1","World",2012.0,"","90.66667","Float","Key indicators of the UN-Water Global Analysis and Assessment of Sanitation and Drinking-Water (GLAAS). For the specific sources by country, refer to http://www.who.int/water_sanitation_health/monitoring/investments/glaas/en/.",""
"6","Ensure availability and sustainable management of water and sanitation for all","6.b","Support and strengthen the participation of local communities in improving water and sanitation management","6.b.1","Proportion of local administrative units with established and operational policies and procedures for participation of local communities in water and sanitation management","1","ER_H2O_PROCED","Proportion of countries with clearly defined procedures in law or policy for participation by service users/communities in planning program in rural drinking-water supply (%)","2019.Q1.G.01","RURAL","Rural","G","Global","E","Estimated data","PERCENT","Percentage","1","World",2014.0,"","82.97872","Float","Key indicators of the UN-Water Global Analysis and Assessment of Sanitation and Drinking-Water (GLAAS). For the specific sources by country, refer to http://www.who.int/water_sanitation_health/monitoring/investments/glaas/en/.",""
"6","Ensure availability and sustainable management of water and sanitation for all","6.b","Support and strengthen the participation of local communities in improving water and sanitation management","6.b.1","Proportion of local administrative units with established and operational policies and procedures for participation of local communities in water and sanitation management","1","ER_H2O_PROCED","Proportion of countries with clearly defined procedures in law or policy for participation by service users/communities in planning program in rural drinking-water supply (%)","2019.Q1.G.01","RURAL","Rural","G","Global","E","Estimated data","PERCENT","Percentage","1","World",2017.0,"","87.80488","Float","Key indicators of the UN-Water Global Analysis and Assessment of Sanitation and Drinking-Water (GLAAS). For the specific sources by country, refer to http://www.who.int/water_sanitation_health/monitoring/investments/glaas/en/.",""
