"ISO3CD","X","Y","GeoArea_Code","GeoArea_Desc","GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","TypeOfOccupation_Code","TypeOfOccupation_Desc","ReportingType_Code","ReportingType_Desc","Units_Code","Units_Desc","Footnotes_2000","Footnotes_2001","Footnotes_2002","Footnotes_2003","Footnotes_2004","Footnotes_2005","Footnotes_2006","Footnotes_2007","Footnotes_2008","Footnotes_2009","Footnotes_2010","Footnotes_2011","Footnotes_2012","Footnotes_2013","Footnotes_2014","Footnotes_2015","Footnotes_2016","Nature_Code_2000","Nature_Code_2001","Nature_Code_2002","Nature_Code_2003","Nature_Code_2004","Nature_Code_2005","Nature_Code_2006","Nature_Code_2007","Nature_Code_2008","Nature_Code_2009","Nature_Code_2010","Nature_Code_2011","Nature_Code_2012","Nature_Code_2013","Nature_Code_2014","Nature_Code_2015","Nature_Code_2016","Source_2000","Source_2001","Source_2002","Source_2003","Source_2004","Source_2005","Source_2006","Source_2007","Source_2008","Source_2009","Source_2010","Source_2011","Source_2012","Source_2013","Source_2014","Source_2015","Source_2016","TimeDetail_2000","TimeDetail_2001","TimeDetail_2002","TimeDetail_2003","TimeDetail_2004","TimeDetail_2005","TimeDetail_2006","TimeDetail_2007","TimeDetail_2008","TimeDetail_2009","TimeDetail_2010","TimeDetail_2011","TimeDetail_2012","TimeDetail_2013","TimeDetail_2014","TimeDetail_2015","TimeDetail_2016","Value_2000","Value_2001","Value_2002","Value_2003","Value_2004","Value_2005","Value_2006","Value_2007","Value_2008","Value_2009","Value_2010","Value_2011","Value_2012","Value_2013","Value_2014","Value_2015","Value_2016","Latest_Year","Latest_Value"
"MDV","73.09672546","-0.614385021","462","Maldives","3","Ensure healthy lives and promote well-being for all at all ages","3.c","Substantially increase health financing and the recruitment, development, training and retention of the health workforce in developing countries, especially in least developed countries and small island developing States","3.c.1","Health worker density and distribution","1","SH_MED_HEAWOR","Health worker density, by type of occupation (per 1,000 population)","2019.Q1.G.01","DENT","Dentistry personnel","G","Global","PER_1000_POP","Per 1,000 population","","","","","","","","","","","","","","","","","","","","","","C","","","","","C","C","","","","C","C","","","","","","Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.","","","","","Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.","Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.","","","","Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.","Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.","","","","","","","","","","","","","","","","","","","","","","","0.047","","","","","0.138","0.096","","","","0.112","0.17","",2015.0,"0.17"
"MDV","73.09672546","-0.614385021","462","Maldives","3","Ensure healthy lives and promote well-being for all at all ages","3.c","Substantially increase health financing and the recruitment, development, training and retention of the health workforce in developing countries, especially in least developed countries and small island developing States","3.c.1","Health worker density and distribution","1","SH_MED_HEAWOR","Health worker density, by type of occupation (per 1,000 population)","2019.Q1.G.01","NURS","Nursing and midwifery personnel","G","Global","PER_1000_POP","Per 1,000 population","","","","","","","","","","","","","","","","","","","","","","C","","","C","","C","C","","","","C","C","","","","","","Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.","","","Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.","","Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.","Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.","","","","Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.","Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.","","","","","","","","","","","","","","","","","","","","","","","2.954","","","4.878","","5.65","5.617","","","","6.536","8.222","",2015.0,"8.222"
"MDV","73.09672546","-0.614385021","462","Maldives","3","Ensure healthy lives and promote well-being for all at all ages","3.c","Substantially increase health financing and the recruitment, development, training and retention of the health workforce in developing countries, especially in least developed countries and small island developing States","3.c.1","Health worker density and distribution","1","SH_MED_HEAWOR","Health worker density, by type of occupation (per 1,000 population)","2019.Q1.G.01","PHAR","Pharmaceutical personnel","G","Global","PER_1000_POP","Per 1,000 population","","","","","","","","","","","","","","","","","","","","","","C","","","C","","C","C","","","","","C","","","","","","Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.","","","Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.","","Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.","Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.","","","","","Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.","","","","","","","","","","","","","","","","","","","","","","","0.804","","","0.903","","0.631","0.743","","","","","1.075","",2015.0,"1.075"
"MDV","73.09672546","-0.614385021","462","Maldives","3","Ensure healthy lives and promote well-being for all at all ages","3.c","Substantially increase health financing and the recruitment, development, training and retention of the health workforce in developing countries, especially in least developed countries and small island developing States","3.c.1","Health worker density and distribution","1","SH_MED_HEAWOR","Health worker density, by type of occupation (per 1,000 population)","2019.Q1.G.01","PHYS","Physicians","G","Global","PER_1000_POP","Per 1,000 population","","","","","","","","","","","","","","","","","","","","","","C","","","C","","C","C","","","","C","C","","","","","","Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.","","","Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.","","Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.","Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.","","","","Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.","Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.","","","","","","","","","","","","","","","","","","","","","","","1.007","","","1.749","","1.61","1.579","","","","2.154","3.611","",2015.0,"3.611"
"MLI","-3.522016039","17.35311254","466","Mali","3","Ensure healthy lives and promote well-being for all at all ages","3.c","Substantially increase health financing and the recruitment, development, training and retention of the health workforce in developing countries, especially in least developed countries and small island developing States","3.c.1","Health worker density and distribution","1","SH_MED_HEAWOR","Health worker density, by type of occupation (per 1,000 population)","2019.Q1.G.01","DENT","Dentistry personnel","G","Global","PER_1000_POP","Per 1,000 population","","","","","","","","","","","","","","","","","","","","","","C","","","","","C","C","","","","","","","","","","","Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.","","","","","Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.","Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.007","","","","","0.008","0.007","","","","","","",2010.0,"0.007"
"MLI","-3.522016039","17.35311254","466","Mali","3","Ensure healthy lives and promote well-being for all at all ages","3.c","Substantially increase health financing and the recruitment, development, training and retention of the health workforce in developing countries, especially in least developed countries and small island developing States","3.c.1","Health worker density and distribution","1","SH_MED_HEAWOR","Health worker density, by type of occupation (per 1,000 population)","2019.Q1.G.01","NURS","Nursing and midwifery personnel","G","Global","PER_1000_POP","Per 1,000 population","","","","","","","","","","","","","","","","","","","","","","C","","","C","","C","C","","","","","","","","","","","Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.","","","Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.","","Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.","Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.668","","","0.209","","0.44","0.443","","","","","","",2010.0,"0.443"
"MLI","-3.522016039","17.35311254","466","Mali","3","Ensure healthy lives and promote well-being for all at all ages","3.c","Substantially increase health financing and the recruitment, development, training and retention of the health workforce in developing countries, especially in least developed countries and small island developing States","3.c.1","Health worker density and distribution","1","SH_MED_HEAWOR","Health worker density, by type of occupation (per 1,000 population)","2019.Q1.G.01","PHAR","Pharmaceutical personnel","G","Global","PER_1000_POP","Per 1,000 population","","","","","","","","","","","","","","","","","","","","","","C","","","C","","C","C","","","","","","","","","","","Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.","","","Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.","","Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.","Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.028","","","0.016","","0.008","0.009","","","","","","",2010.0,"0.009"
"MLI","-3.522016039","17.35311254","466","Mali","3","Ensure healthy lives and promote well-being for all at all ages","3.c","Substantially increase health financing and the recruitment, development, training and retention of the health workforce in developing countries, especially in least developed countries and small island developing States","3.c.1","Health worker density and distribution","1","SH_MED_HEAWOR","Health worker density, by type of occupation (per 1,000 population)","2019.Q1.G.01","PHYS","Physicians","G","Global","PER_1000_POP","Per 1,000 population","","","","","","","","","","","","","","","","","","","","","","C","","","C","","C","C","","","","","","","","","","","Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.","","","Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.","","Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.","Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.084","","","0.077","","0.076","0.085","","","","","","",2010.0,"0.085"
"MLT","14.44617519","35.89194275","470","Malta","3","Ensure healthy lives and promote well-being for all at all ages","3.c","Substantially increase health financing and the recruitment, development, training and retention of the health workforce in developing countries, especially in least developed countries and small island developing States","3.c.1","Health worker density and distribution","1","SH_MED_HEAWOR","Health worker density, by type of occupation (per 1,000 population)","2019.Q1.G.01","DENT","Dentistry personnel","G","Global","PER_1000_POP","Per 1,000 population","","","","","","","","","","","","","","","","","","","","","","","","","","","","C","C","C","C","C","C","","","","","","","","","","","","Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.","Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.","Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.","Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.","Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.","Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.447","0.449","0.457","0.473","0.481","0.492","",2015.0,"0.492"
"MLT","14.44617519","35.89194275","470","Malta","3","Ensure healthy lives and promote well-being for all at all ages","3.c","Substantially increase health financing and the recruitment, development, training and retention of the health workforce in developing countries, especially in least developed countries and small island developing States","3.c.1","Health worker density and distribution","1","SH_MED_HEAWOR","Health worker density, by type of occupation (per 1,000 population)","2019.Q1.G.01","NURS","Nursing and midwifery personnel","G","Global","PER_1000_POP","Per 1,000 population","","","","","","","","","","","","","","","","","","","","","","","","","","","","C","C","C","C","C","C","","","","","","","","","","","","Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.","Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.","Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.","Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.","Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.","Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.256","7.525","7.553","7.986","9.083","9.141","",2015.0,"9.141"
"MLT","14.44617519","35.89194275","470","Malta","3","Ensure healthy lives and promote well-being for all at all ages","3.c","Substantially increase health financing and the recruitment, development, training and retention of the health workforce in developing countries, especially in least developed countries and small island developing States","3.c.1","Health worker density and distribution","1","SH_MED_HEAWOR","Health worker density, by type of occupation (per 1,000 population)","2019.Q1.G.01","PHAR","Pharmaceutical personnel","G","Global","PER_1000_POP","Per 1,000 population","","","","","","","","","","","","","","","","","","","","","","","","","","","","C","C","C","C","C","C","","","","","","","","","","","","Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.","Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.","Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.","Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.","Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.","Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.73","0.809","1.092","1.125","1.18","1.333","",2015.0,"1.333"
"MLT","14.44617519","35.89194275","470","Malta","3","Ensure healthy lives and promote well-being for all at all ages","3.c","Substantially increase health financing and the recruitment, development, training and retention of the health workforce in developing countries, especially in least developed countries and small island developing States","3.c.1","Health worker density and distribution","1","SH_MED_HEAWOR","Health worker density, by type of occupation (per 1,000 population)","2019.Q1.G.01","PHYS","Physicians","G","Global","PER_1000_POP","Per 1,000 population","","","","","","","","","","","","","","","","","","","","","","","","","","","","C","C","C","C","C","C","","","","","","","","","","","","Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.","Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.","Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.","Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.","Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.","Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.104","3.185","3.323","3.518","3.749","3.908","",2015.0,"3.908"
"MRT","-10.33187259","20.26089546","478","Mauritania","3","Ensure healthy lives and promote well-being for all at all ages","3.c","Substantially increase health financing and the recruitment, development, training and retention of the health workforce in developing countries, especially in least developed countries and small island developing States","3.c.1","Health worker density and distribution","1","SH_MED_HEAWOR","Health worker density, by type of occupation (per 1,000 population)","2019.Q1.G.01","DENT","Dentistry personnel","G","Global","PER_1000_POP","Per 1,000 population","","","","","","","","","","","","","","","","","","","","","","C","","","","","C","","","","","","","","","","","","Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.","","","","","Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.021","","","","","0.027","","","","","","","",2009.0,"0.027"
"MRT","-10.33187259","20.26089546","478","Mauritania","3","Ensure healthy lives and promote well-being for all at all ages","3.c","Substantially increase health financing and the recruitment, development, training and retention of the health workforce in developing countries, especially in least developed countries and small island developing States","3.c.1","Health worker density and distribution","1","SH_MED_HEAWOR","Health worker density, by type of occupation (per 1,000 population)","2019.Q1.G.01","NURS","Nursing and midwifery personnel","G","Global","PER_1000_POP","Per 1,000 population","","","","","","","","","","","","","","","","","","","","","","C","","","","","C","","","","","","","","","","","","Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.","","","","","Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.618","","","","","0.658","","","","","","","",2009.0,"0.658"
"MRT","-10.33187259","20.26089546","478","Mauritania","3","Ensure healthy lives and promote well-being for all at all ages","3.c","Substantially increase health financing and the recruitment, development, training and retention of the health workforce in developing countries, especially in least developed countries and small island developing States","3.c.1","Health worker density and distribution","1","SH_MED_HEAWOR","Health worker density, by type of occupation (per 1,000 population)","2019.Q1.G.01","PHAR","Pharmaceutical personnel","G","Global","PER_1000_POP","Per 1,000 population","","","","","","","","","","","","","","","","","","","","","","C","","","","","C","","","","","","","","","","","","Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.","","","","","Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.026","","","","","0.035","","","","","","","",2009.0,"0.035"
"MRT","-10.33187259","20.26089546","478","Mauritania","3","Ensure healthy lives and promote well-being for all at all ages","3.c","Substantially increase health financing and the recruitment, development, training and retention of the health workforce in developing countries, especially in least developed countries and small island developing States","3.c.1","Health worker density and distribution","1","SH_MED_HEAWOR","Health worker density, by type of occupation (per 1,000 population)","2019.Q1.G.01","PHYS","Physicians","G","Global","PER_1000_POP","Per 1,000 population","","","","","","","","","","","","","","","","","","","","","","C","","","","","C","","","","","","","","","","","","Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.","","","","","Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.102","","","","","0.127","","","","","","","",2009.0,"0.127"
"BHR","50.5490754","26.04407747","48","Bahrain","3","Ensure healthy lives and promote well-being for all at all ages","3.c","Substantially increase health financing and the recruitment, development, training and retention of the health workforce in developing countries, especially in least developed countries and small island developing States","3.c.1","Health worker density and distribution","1","SH_MED_HEAWOR","Health worker density, by type of occupation (per 1,000 population)","2019.Q1.G.01","DENT","Dentistry personnel","G","Global","PER_1000_POP","Per 1,000 population","","","","","","","","","","","","","","","","","","","","","","C","C","C","","C","C","C","C","C","C","C","C","","","","","","Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.","Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.","Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.","","Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.","Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.","Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.","Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.","Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.","Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.","Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.","Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.","","","","","","","","","","","","","","","","","","","","","","","0.423","0.28","0.269","","0.245","0.231","0.233","0.236","0.247","0.245","0.249","0.157","",2015.0,"0.157"
"BHR","50.5490754","26.04407747","48","Bahrain","3","Ensure healthy lives and promote well-being for all at all ages","3.c","Substantially increase health financing and the recruitment, development, training and retention of the health workforce in developing countries, especially in least developed countries and small island developing States","3.c.1","Health worker density and distribution","1","SH_MED_HEAWOR","Health worker density, by type of occupation (per 1,000 population)","2019.Q1.G.01","NURS","Nursing and midwifery personnel","G","Global","PER_1000_POP","Per 1,000 population","","","","","","","","","","","","","","","","","","C","C","C","C","","C","C","","C","C","C","C","C","C","C","C","","Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.","Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.","Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.","Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.","","Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.","Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.","","Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.","Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.","Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.","Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.","Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.","Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.","Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.","Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.","","","","","","","","","","","","","","","","","","","2.971","3.117","2.91","2.889","","2.755","2.769","","2.56","2.498","2.42","2.444","2.418","2.44","2.445","2.485","",2015.0,"2.485"
