ISO3CD,X,Y,GeoArea_Code,GeoArea_Desc,GoalCode,GoalDesc,TargetCode,TargetDesc,IndicatorCode,IndicatorDesc,IndicatorTier,SeriesCode,SeriesDesc,SeriesRelease,ReportingType_Code,ReportingType_Desc,Units_Code,Units_Desc,Footnotes_2010,Footnotes_2011,Footnotes_2012,Footnotes_2013,Footnotes_2014,Footnotes_2015,Footnotes_2016,Nature_Code_2010,Nature_Code_2011,Nature_Code_2012,Nature_Code_2013,Nature_Code_2014,Nature_Code_2015,Nature_Code_2016,Source_2010,Source_2011,Source_2012,Source_2013,Source_2014,Source_2015,Source_2016,TimeDetail_2010,TimeDetail_2011,TimeDetail_2012,TimeDetail_2013,TimeDetail_2014,TimeDetail_2015,TimeDetail_2016,Value_2010,Value_2011,Value_2012,Value_2013,Value_2014,Value_2015,Value_2016,Latest_Year,Latest_Value
ISL,-19.02116966,64.79134763,352,Iceland,3,Ensure healthy lives and promote well-being for all at all ages,3.3,"By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases",3.3.5,Number of people requiring interventions against neglected tropical diseases,1,SH_TRP_INTVN,Number of people requiring interventions against neglected tropical diseases (number),2019.Q1.G.01,G,Global,NUMBER,Number,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,CA,CA,CA,CA,CA,CA,CA,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,,,,,,,,0,0,0,0,0,0,0,2016.0,0
IND,79.3608464,22.34642074,356,India,3,Ensure healthy lives and promote well-being for all at all ages,3.3,"By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases",3.3.5,Number of people requiring interventions against neglected tropical diseases,1,SH_TRP_INTVN,Number of people requiring interventions against neglected tropical diseases (number),2019.Q1.G.01,G,Global,NUMBER,Number,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,CA,CA,CA,CA,CA,CA,CA,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,,,,,,,,676907852,683421629,675898255,581636464,576971260,497396247,458855231,2016.0,458855231
AUS,134.3499412,-25.57717202,36,Australia,3,Ensure healthy lives and promote well-being for all at all ages,3.3,"By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases",3.3.5,Number of people requiring interventions against neglected tropical diseases,1,SH_TRP_INTVN,Number of people requiring interventions against neglected tropical diseases (number),2019.Q1.G.01,G,Global,NUMBER,Number,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,CA,CA,CA,CA,CA,CA,CA,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,,,,,,,,89732,72560,60279,144692,54311,17476,20994,2016.0,20994
IDN,113.9174,-0.994582204,360,Indonesia,3,Ensure healthy lives and promote well-being for all at all ages,3.3,"By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases",3.3.5,Number of people requiring interventions against neglected tropical diseases,1,SH_TRP_INTVN,Number of people requiring interventions against neglected tropical diseases (number),2019.Q1.G.01,G,Global,NUMBER,Number,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,CA,CA,CA,CA,CA,CA,CA,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,,,,,,,,157192592,152147527,146815201,141350574,127886656,111437132,101813236,2016.0,101813236
IRN,54.19766348,32.74370885,364,Iran (Islamic Republic of),3,Ensure healthy lives and promote well-being for all at all ages,3.3,"By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases",3.3.5,Number of people requiring interventions against neglected tropical diseases,1,SH_TRP_INTVN,Number of people requiring interventions against neglected tropical diseases (number),2019.Q1.G.01,G,Global,NUMBER,Number,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,CA,CA,CA,CA,CA,CA,CA,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,,,,,,,,23062,19560,21068,16161,16076,18692,0,2016.0,0
IRQ,43.76606267,33.05013795,368,Iraq,3,Ensure healthy lives and promote well-being for all at all ages,3.3,"By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases",3.3.5,Number of people requiring interventions against neglected tropical diseases,1,SH_TRP_INTVN,Number of people requiring interventions against neglected tropical diseases (number),2019.Q1.G.01,G,Global,NUMBER,Number,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,CA,CA,CA,CA,CA,CA,CA,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,,,,,,,,3203400,3243291,3574492,2003182,2040539,2107072,2170486,2016.0,2170486
IRL,-7.121425272,53.25274054,372,Ireland,3,Ensure healthy lives and promote well-being for all at all ages,3.3,"By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases",3.3.5,Number of people requiring interventions against neglected tropical diseases,1,SH_TRP_INTVN,Number of people requiring interventions against neglected tropical diseases (number),2019.Q1.G.01,G,Global,NUMBER,Number,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,CA,CA,CA,CA,CA,CA,CA,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,,,,,,,,1,0,0,1,0,0,2,2016.0,2
ISR,34.62277992,31.06164552,376,Israel,3,Ensure healthy lives and promote well-being for all at all ages,3.3,"By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases",3.3.5,Number of people requiring interventions against neglected tropical diseases,1,SH_TRP_INTVN,Number of people requiring interventions against neglected tropical diseases (number),2019.Q1.G.01,G,Global,NUMBER,Number,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,CA,CA,CA,CA,CA,CA,CA,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,,,,,,,,234,310,354,326,343,231,233,2016.0,233
ITA,12.57022427,42.79917282,380,Italy,3,Ensure healthy lives and promote well-being for all at all ages,3.3,"By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases",3.3.5,Number of people requiring interventions against neglected tropical diseases,1,SH_TRP_INTVN,Number of people requiring interventions against neglected tropical diseases (number),2019.Q1.G.01,G,Global,NUMBER,Number,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,CA,CA,CA,CA,CA,CA,CA,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,,,,,,,,76,63,81,62,0,0,12,2016.0,12
CIV,-5.552690016,7.62211586,384,Côte d'Ivoire,3,Ensure healthy lives and promote well-being for all at all ages,3.3,"By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases",3.3.5,Number of people requiring interventions against neglected tropical diseases,1,SH_TRP_INTVN,Number of people requiring interventions against neglected tropical diseases (number),2019.Q1.G.01,G,Global,NUMBER,Number,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,CA,CA,CA,CA,CA,CA,CA,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,,,,,,,,17858797,18024926,17470746,19946532,18127710,18738388,16756532,2016.0,16756532
JAM,-77.31068409,18.15616857,388,Jamaica,3,Ensure healthy lives and promote well-being for all at all ages,3.3,"By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases",3.3.5,Number of people requiring interventions against neglected tropical diseases,1,SH_TRP_INTVN,Number of people requiring interventions against neglected tropical diseases (number),2019.Q1.G.01,G,Global,NUMBER,Number,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,CA,CA,CA,CA,CA,CA,CA,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,,,,,,,,125663,124004,144481,417491,410764,343044,347536,2016.0,347536
JPN,139.2716103,36.6554539,392,Japan,3,Ensure healthy lives and promote well-being for all at all ages,3.3,"By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases",3.3.5,Number of people requiring interventions against neglected tropical diseases,1,SH_TRP_INTVN,Number of people requiring interventions against neglected tropical diseases (number),2019.Q1.G.01,G,Global,NUMBER,Number,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,CA,CA,CA,CA,CA,CA,CA,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,,,,,,,,256,114,7,13,12,11,5,2016.0,5
KAZ,66.65359159,48.01963494,398,Kazakhstan,3,Ensure healthy lives and promote well-being for all at all ages,3.3,"By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases",3.3.5,Number of people requiring interventions against neglected tropical diseases,1,SH_TRP_INTVN,Number of people requiring interventions against neglected tropical diseases (number),2019.Q1.G.01,G,Global,NUMBER,Number,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,CA,CA,CA,CA,CA,CA,CA,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,,,,,,,,8,36,17,14,14,25,185,2016.0,185
AFG,66.02688198,33.83160199,4,Afghanistan,3,Ensure healthy lives and promote well-being for all at all ages,3.3,"By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases",3.3.5,Number of people requiring interventions against neglected tropical diseases,1,SH_TRP_INTVN,Number of people requiring interventions against neglected tropical diseases (number),2019.Q1.G.01,G,Global,NUMBER,Number,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,CA,CA,CA,CA,CA,CA,CA,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,,,,,,,,12246738,12600642,14045789,13291651,13384908,13765392,13275429,2016.0,13275429
AUT,14.14172472,47.58704857,40,Austria,3,Ensure healthy lives and promote well-being for all at all ages,3.3,"By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases",3.3.5,Number of people requiring interventions against neglected tropical diseases,1,SH_TRP_INTVN,Number of people requiring interventions against neglected tropical diseases (number),2019.Q1.G.01,G,Global,NUMBER,Number,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,CA,CA,CA,CA,CA,CA,CA,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,,,,,,,,21,7,3,11,14,8,26,2016.0,26
JOR,37.13024774,30.65365973,400,Jordan,3,Ensure healthy lives and promote well-being for all at all ages,3.3,"By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases",3.3.5,Number of people requiring interventions against neglected tropical diseases,1,SH_TRP_INTVN,Number of people requiring interventions against neglected tropical diseases (number),2019.Q1.G.01,G,Global,NUMBER,Number,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,CA,CA,CA,CA,CA,CA,CA,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,,,,,,,,155,136,103,146,182,70,126,2016.0,126
KEN,37.86096816,0.534797278,404,Kenya,3,Ensure healthy lives and promote well-being for all at all ages,3.3,"By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases",3.3.5,Number of people requiring interventions against neglected tropical diseases,1,SH_TRP_INTVN,Number of people requiring interventions against neglected tropical diseases (number),2019.Q1.G.01,G,Global,NUMBER,Number,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,CA,CA,CA,CA,CA,CA,CA,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,,,,,,,,21811703,22415224,22763712,23545928,12283203,13642040,11770703,2016.0,11770703
PRK,127.1803633,40.1462645,408,Democratic People's Republic of Korea,3,Ensure healthy lives and promote well-being for all at all ages,3.3,"By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases",3.3.5,Number of people requiring interventions against neglected tropical diseases,1,SH_TRP_INTVN,Number of people requiring interventions against neglected tropical diseases (number),2019.Q1.G.01,G,Global,NUMBER,Number,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,CA,CA,CA,CA,CA,CA,CA,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,,,,,,,,1949632,1911883,2076931,908349,5643102,6082191,5214937,2016.0,5214937
KOR,127.8610254,36.45201023,410,Republic of Korea,3,Ensure healthy lives and promote well-being for all at all ages,3.3,"By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases",3.3.5,Number of people requiring interventions against neglected tropical diseases,1,SH_TRP_INTVN,Number of people requiring interventions against neglected tropical diseases (number),2019.Q1.G.01,G,Global,NUMBER,Number,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,CA,CA,CA,CA,CA,CA,CA,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,,,,,,,,131,79,154,259,171,257,323,2016.0,323
KWT,47.49305029,29.53949468,414,Kuwait,3,Ensure healthy lives and promote well-being for all at all ages,3.3,"By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases",3.3.5,Number of people requiring interventions against neglected tropical diseases,1,SH_TRP_INTVN,Number of people requiring interventions against neglected tropical diseases (number),2019.Q1.G.01,G,Global,NUMBER,Number,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,CA,CA,CA,CA,CA,CA,CA,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,,,,,,,,33,23,20,32,12,0,6,2016.0,6
KGZ,74.52324839,41.46204516,417,Kyrgyzstan,3,Ensure healthy lives and promote well-being for all at all ages,3.3,"By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases",3.3.5,Number of people requiring interventions against neglected tropical diseases,1,SH_TRP_INTVN,Number of people requiring interventions against neglected tropical diseases (number),2019.Q1.G.01,G,Global,NUMBER,Number,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,CA,CA,CA,CA,CA,CA,CA,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,,,,,,,,103793,104139,104587,107534,110086,111901,113625,2016.0,113625
LAO,101.9901968,20.27482773,418,Lao People's Democratic Republic,3,Ensure healthy lives and promote well-being for all at all ages,3.3,"By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases",3.3.5,Number of people requiring interventions against neglected tropical diseases,1,SH_TRP_INTVN,Number of people requiring interventions against neglected tropical diseases (number),2019.Q1.G.01,G,Global,NUMBER,Number,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,CA,CA,CA,CA,CA,CA,CA,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,,,,,,,,2274114,2274371,2053933,2293962,2183341,2183066,2206011,2016.0,2206011
,,,419,Latin America and the Caribbean,3,Ensure healthy lives and promote well-being for all at all ages,3.3,"By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases",3.3.5,Number of people requiring interventions against neglected tropical diseases,1,SH_TRP_INTVN,Number of people requiring interventions against neglected tropical diseases (number),2019.Q1.G.01,G,Global,NUMBER,Number,Imputation of incomplete reports and aggregation across diseases,Imputation of incomplete reports and aggregation across diseases,Imputation of incomplete reports and aggregation across diseases,Imputation of incomplete reports and aggregation across diseases,Imputation of incomplete reports and aggregation across diseases,Imputation of incomplete reports and aggregation across diseases,Imputation of incomplete reports and aggregation across diseases,E,E,E,E,E,E,E,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,,,,,,,,70915229,58326484,59123561,55222492,56188545,52470663,49499612,2016.0,49499612
LBN,35.89391711,33.92152458,422,Lebanon,3,Ensure healthy lives and promote well-being for all at all ages,3.3,"By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases",3.3.5,Number of people requiring interventions against neglected tropical diseases,1,SH_TRP_INTVN,Number of people requiring interventions against neglected tropical diseases (number),2019.Q1.G.01,G,Global,NUMBER,Number,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,CA,CA,CA,CA,CA,CA,CA,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,,,,,,,,6,8,3,2,2,6,1,2016.0,1
LSO,28.25362195,-29.58041814,426,Lesotho,3,Ensure healthy lives and promote well-being for all at all ages,3.3,"By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases",3.3.5,Number of people requiring interventions against neglected tropical diseases,1,SH_TRP_INTVN,Number of people requiring interventions against neglected tropical diseases (number),2019.Q1.G.01,G,Global,NUMBER,Number,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,CA,CA,CA,CA,CA,CA,CA,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,,,,,,,,530231,529678,534996,517058,517202,523534,530557,2016.0,530557
LVA,26.42461876,56.64196636,428,Latvia,3,Ensure healthy lives and promote well-being for all at all ages,3.3,"By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases",3.3.5,Number of people requiring interventions against neglected tropical diseases,1,SH_TRP_INTVN,Number of people requiring interventions against neglected tropical diseases (number),2019.Q1.G.01,G,Global,NUMBER,Number,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,CA,CA,CA,CA,CA,CA,CA,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,,,,,,,,14,10,8,7,13,10,11,2016.0,11
LBR,-9.311879038,6.448381009,430,Liberia,3,Ensure healthy lives and promote well-being for all at all ages,3.3,"By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases",3.3.5,Number of people requiring interventions against neglected tropical diseases,1,SH_TRP_INTVN,Number of people requiring interventions against neglected tropical diseases (number),2019.Q1.G.01,G,Global,NUMBER,Number,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,CA,CA,CA,CA,CA,CA,CA,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,,,,,,,,4118393,4129824,4163214,3800870,3892337,3812536,2919973,2016.0,2919973
,,,432,Landlocked developing countries (LLDCs),3,Ensure healthy lives and promote well-being for all at all ages,3.3,"By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases",3.3.5,Number of people requiring interventions against neglected tropical diseases,1,SH_TRP_INTVN,Number of people requiring interventions against neglected tropical diseases (number),2019.Q1.G.01,G,Global,NUMBER,Number,Imputation of incomplete reports and aggregation across diseases,Imputation of incomplete reports and aggregation across diseases,Imputation of incomplete reports and aggregation across diseases,Imputation of incomplete reports and aggregation across diseases,Imputation of incomplete reports and aggregation across diseases,Imputation of incomplete reports and aggregation across diseases,Imputation of incomplete reports and aggregation across diseases,E,E,E,E,E,E,E,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,,,,,,,,249339006,253448038,255697027,263012580,254699399,249666308,247306645,2016.0,247306645
LBY,18.0295985,27.04042819,434,Libya,3,Ensure healthy lives and promote well-being for all at all ages,3.3,"By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases",3.3.5,Number of people requiring interventions against neglected tropical diseases,1,SH_TRP_INTVN,Number of people requiring interventions against neglected tropical diseases (number),2019.Q1.G.01,G,Global,NUMBER,Number,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,CA,CA,CA,CA,CA,CA,CA,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,,,,,,,,2280,1330,1504,0,7,8,1,2016.0,1
BHS,-78.05111663,24.69546597,44,Bahamas,3,Ensure healthy lives and promote well-being for all at all ages,3.3,"By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases",3.3.5,Number of people requiring interventions against neglected tropical diseases,1,SH_TRP_INTVN,Number of people requiring interventions against neglected tropical diseases (number),2019.Q1.G.01,G,Global,NUMBER,Number,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,CA,CA,CA,CA,CA,CA,CA,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,,,,,,,,8,7000,5,3,146,4127,4077,2016.0,4077
LTU,23.90517807,55.33680309,440,Lithuania,3,Ensure healthy lives and promote well-being for all at all ages,3.3,"By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases",3.3.5,Number of people requiring interventions against neglected tropical diseases,1,SH_TRP_INTVN,Number of people requiring interventions against neglected tropical diseases (number),2019.Q1.G.01,G,Global,NUMBER,Number,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,CA,CA,CA,CA,CA,CA,CA,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,,,,,,,,23,24,23,23,22,33,26,2016.0,26
LUX,6.092656563,49.77679538,442,Luxembourg,3,Ensure healthy lives and promote well-being for all at all ages,3.3,"By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases",3.3.5,Number of people requiring interventions against neglected tropical diseases,1,SH_TRP_INTVN,Number of people requiring interventions against neglected tropical diseases (number),2019.Q1.G.01,G,Global,NUMBER,Number,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,CA,CA,CA,CA,CA,CA,CA,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,,,,,,,,1,1,0,0,0,0,0,2016.0,0
