"GeoArea_Code","GeoArea_Desc","GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","Units_Code","Units_Desc","ReportingType_Code","ReportingType_Desc","Value_2001.0","Value_2002.0","Value_2003.0","Value_2004.0","Value_2005.0","Value_2006.0","Value_2007.0","Value_2008.0","Value_2009.0","Value_2010.0","Value_2011.0","Value_2012.0","Value_2013.0","Value_2014.0","Value_2015.0","Value_2016.0","Latest_Year","Latest_Value","Nature_Desc","Source","Footnotes"
"514","Developed regions (Europe, Cyprus, Israel, Northern America, Japan, Australia & New Zealand)","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.a","Increase investment, including through enhanced international cooperation, in rural infrastructure, agricultural research and extension services, technology development and plant and livestock gene banks in order to enhance agricultural productive capacity in developing countries, in particular least developed countries","2.a.1","The agriculture orientation index for government expenditures","1","AG_PRD_ORTIND","Agriculture orientation index for government expenditures","2019.Q1.G.01","INDEX","Index","G","Global","0.50","0.50","0.46","0.46","0.50","0.53","0.49","0.49","0.49","0.43","0.45","0.37","0.35","0.34","0.33","0.33",2016.0,"0.33","Data nature not available","Combined IMF and FAO Questionaire. Official country publications. UNSD national account estimates.","Combined Budgetary and Central Government Expenditure"
"515","Developing regions","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.a","Increase investment, including through enhanced international cooperation, in rural infrastructure, agricultural research and extension services, technology development and plant and livestock gene banks in order to enhance agricultural productive capacity in developing countries, in particular least developed countries","2.a.1","The agriculture orientation index for government expenditures","1","AG_PRD_ORTIND","Agriculture orientation index for government expenditures","2019.Q1.G.01","INDEX","Index","G","Global","0.36","0.35","0.31","0.32","0.34","0.38","0.37","0.40","0.30","0.29","0.28","0.30","0.28","0.28","0.30","0.28",2016.0,"0.28","Data nature not available","Combined IMF and FAO Questionaire. Official country publications. UNSD national account estimates.","Combined Budgetary and Central Government Expenditure"
"518","Eastern Asia (excluding Japan)","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.a","Increase investment, including through enhanced international cooperation, in rural infrastructure, agricultural research and extension services, technology development and plant and livestock gene banks in order to enhance agricultural productive capacity in developing countries, in particular least developed countries","2.a.1","The agriculture orientation index for government expenditures","1","AG_PRD_ORTIND","Agriculture orientation index for government expenditures","2019.Q1.G.01","INDEX","Index","G","Global","1.53","1.53","1.56","1.39","1.58","1.89","0.46","0.39","0.35","0.39","0.42","0.39","0.38","0.35","0.41","0.45",2016.0,"0.45","Data nature not available","Combined IMF and FAO Questionaire. Official country publications. UNSD national account estimates.","Combined Budgetary and Central Government Expenditure"
"535","Bonaire, Sint Eustatius and Saba","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.a","Increase investment, including through enhanced international cooperation, in rural infrastructure, agricultural research and extension services, technology development and plant and livestock gene banks in order to enhance agricultural productive capacity in developing countries, in particular least developed countries","2.a.1","The agriculture orientation index for government expenditures","1","AG_PRD_ORTIND","Agriculture orientation index for government expenditures","2019.Q1.G.01","INDEX","Index","G","Global","","","","","","","","","","","","","","","","","","","","",""
"543","Oceania (exc. Australia and New Zealand)","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.a","Increase investment, including through enhanced international cooperation, in rural infrastructure, agricultural research and extension services, technology development and plant and livestock gene banks in order to enhance agricultural productive capacity in developing countries, in particular least developed countries","2.a.1","The agriculture orientation index for government expenditures","1","AG_PRD_ORTIND","Agriculture orientation index for government expenditures","2019.Q1.G.01","INDEX","Index","G","Global","","","","","0.23","0.22","0.23","0.19","0.18","0.19","0.18","0.23","0.23","0.22","0.23","0.24",2016.0,"0.24","Data nature not available","Combined IMF and FAO Questionaire. Official country publications. UNSD national account estimates.","Combined Budgetary and Central Government Expenditure"
"722","Small island developing States (SIDS)","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.a","Increase investment, including through enhanced international cooperation, in rural infrastructure, agricultural research and extension services, technology development and plant and livestock gene banks in order to enhance agricultural productive capacity in developing countries, in particular least developed countries","2.a.1","The agriculture orientation index for government expenditures","1","AG_PRD_ORTIND","Agriculture orientation index for government expenditures","2019.Q1.G.01","INDEX","Index","G","Global","0.74","0.65","0.79","1.09","1.06","0.95","1.29","1.14","0.92","1.00","0.61","0.66","0.62","0.57","0.42","0.53",2016.0,"0.53","Data nature not available","Combined IMF and FAO Questionaire. Official country publications. UNSD national account estimates.","Combined Budgetary and Central Government Expenditure"
"738","Sub-Saharan Africa (inc. Sudan)","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.a","Increase investment, including through enhanced international cooperation, in rural infrastructure, agricultural research and extension services, technology development and plant and livestock gene banks in order to enhance agricultural productive capacity in developing countries, in particular least developed countries","2.a.1","The agriculture orientation index for government expenditures","1","AG_PRD_ORTIND","Agriculture orientation index for government expenditures","2019.Q1.G.01","INDEX","Index","G","Global","0.23","0.23","0.15","0.19","0.25","0.24","0.26","0.23","0.18","0.17","0.17","0.17","0.16","0.25","0.22","0.16",2016.0,"0.16","Data nature not available","Combined IMF and FAO Questionaire. Official country publications. UNSD national account estimates.","Combined Budgetary and Central Government Expenditure"
"746","Northern Africa (exc. Sudan)","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.a","Increase investment, including through enhanced international cooperation, in rural infrastructure, agricultural research and extension services, technology development and plant and livestock gene banks in order to enhance agricultural productive capacity in developing countries, in particular least developed countries","2.a.1","The agriculture orientation index for government expenditures","1","AG_PRD_ORTIND","Agriculture orientation index for government expenditures","2019.Q1.G.01","INDEX","Index","G","Global","1.05","1.14","0.95","0.37","0.26","0.26","0.21","0.31","0.22","0.14","0.13","0.17","0.17","0.14","0.13","0.12",2016.0,"0.12","Data nature not available","Combined IMF and FAO Questionaire. Official country publications. UNSD national account estimates.","Combined Budgetary and Central Government Expenditure"
"747","Northern Africa and Western Asia","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.a","Increase investment, including through enhanced international cooperation, in rural infrastructure, agricultural research and extension services, technology development and plant and livestock gene banks in order to enhance agricultural productive capacity in developing countries, in particular least developed countries","2.a.1","The agriculture orientation index for government expenditures","1","AG_PRD_ORTIND","Agriculture orientation index for government expenditures","2019.Q1.G.01","INDEX","Index","G","Global","0.56","0.55","0.50","0.43","0.32","0.35","0.38","0.40","0.31","0.28","0.29","0.36","0.39","0.39","0.35","0.14",2016.0,"0.14","Data nature not available","Combined IMF and FAO Questionaire. Official country publications. UNSD national account estimates.","Combined Budgetary and Central Government Expenditure"
"753","Eastern and South-Eastern Asia","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.a","Increase investment, including through enhanced international cooperation, in rural infrastructure, agricultural research and extension services, technology development and plant and livestock gene banks in order to enhance agricultural productive capacity in developing countries, in particular least developed countries","2.a.1","The agriculture orientation index for government expenditures","1","AG_PRD_ORTIND","Agriculture orientation index for government expenditures","2019.Q1.G.01","INDEX","Index","G","Global","0.94","0.88","0.88","0.60","0.65","0.65","0.41","0.35","0.33","0.33","0.35","0.40","0.34","0.39","0.44","0.43",2016.0,"0.43","Data nature not available","Combined IMF and FAO Questionaire. Official country publications. UNSD national account estimates.","Combined Budgetary and Central Government Expenditure"
"827","United Kingdom (England and Wales)","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.a","Increase investment, including through enhanced international cooperation, in rural infrastructure, agricultural research and extension services, technology development and plant and livestock gene banks in order to enhance agricultural productive capacity in developing countries, in particular least developed countries","2.a.1","The agriculture orientation index for government expenditures","1","AG_PRD_ORTIND","Agriculture orientation index for government expenditures","2019.Q1.G.01","INDEX","Index","G","Global","","","","","","","","","","","","","","","","","","","","",""
"828","United Kingdom (Northern Ireland)","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.a","Increase investment, including through enhanced international cooperation, in rural infrastructure, agricultural research and extension services, technology development and plant and livestock gene banks in order to enhance agricultural productive capacity in developing countries, in particular least developed countries","2.a.1","The agriculture orientation index for government expenditures","1","AG_PRD_ORTIND","Agriculture orientation index for government expenditures","2019.Q1.G.01","INDEX","Index","G","Global","","","","","","","","","","","","","","","","","","","","",""
"829","United Kingdom (Scotland)","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.a","Increase investment, including through enhanced international cooperation, in rural infrastructure, agricultural research and extension services, technology development and plant and livestock gene banks in order to enhance agricultural productive capacity in developing countries, in particular least developed countries","2.a.1","The agriculture orientation index for government expenditures","1","AG_PRD_ORTIND","Agriculture orientation index for government expenditures","2019.Q1.G.01","INDEX","Index","G","Global","","","","","","","","","","","","","","","","","","","","",""
"830","Channel Islands","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.a","Increase investment, including through enhanced international cooperation, in rural infrastructure, agricultural research and extension services, technology development and plant and livestock gene banks in order to enhance agricultural productive capacity in developing countries, in particular least developed countries","2.a.1","The agriculture orientation index for government expenditures","1","AG_PRD_ORTIND","Agriculture orientation index for government expenditures","2019.Q1.G.01","INDEX","Index","G","Global","","","","","","","","","","","","","","","","","","","","",""
"891","Serbia and Montenegro [former]","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.a","Increase investment, including through enhanced international cooperation, in rural infrastructure, agricultural research and extension services, technology development and plant and livestock gene banks in order to enhance agricultural productive capacity in developing countries, in particular least developed countries","2.a.1","The agriculture orientation index for government expenditures","1","AG_PRD_ORTIND","Agriculture orientation index for government expenditures","2019.Q1.G.01","INDEX","Index","G","Global","","","","","","","","","","","","","","","","","","","","",""
"910","High income economies (WB)","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.a","Increase investment, including through enhanced international cooperation, in rural infrastructure, agricultural research and extension services, technology development and plant and livestock gene banks in order to enhance agricultural productive capacity in developing countries, in particular least developed countries","2.a.1","The agriculture orientation index for government expenditures","1","AG_PRD_ORTIND","Agriculture orientation index for government expenditures","2019.Q1.G.01","INDEX","Index","G","Global","","","","","","","","","","","","","","","","","","","","",""
"911","Low income economies (WB)","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.a","Increase investment, including through enhanced international cooperation, in rural infrastructure, agricultural research and extension services, technology development and plant and livestock gene banks in order to enhance agricultural productive capacity in developing countries, in particular least developed countries","2.a.1","The agriculture orientation index for government expenditures","1","AG_PRD_ORTIND","Agriculture orientation index for government expenditures","2019.Q1.G.01","INDEX","Index","G","Global","","","","","","","","","","","","","","","","","","","","",""
"912","Lower middle economies (WB)","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.a","Increase investment, including through enhanced international cooperation, in rural infrastructure, agricultural research and extension services, technology development and plant and livestock gene banks in order to enhance agricultural productive capacity in developing countries, in particular least developed countries","2.a.1","The agriculture orientation index for government expenditures","1","AG_PRD_ORTIND","Agriculture orientation index for government expenditures","2019.Q1.G.01","INDEX","Index","G","Global","","","","","","","","","","","","","","","","","","","","",""
"913","Low and middle income economies (WB)","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.a","Increase investment, including through enhanced international cooperation, in rural infrastructure, agricultural research and extension services, technology development and plant and livestock gene banks in order to enhance agricultural productive capacity in developing countries, in particular least developed countries","2.a.1","The agriculture orientation index for government expenditures","1","AG_PRD_ORTIND","Agriculture orientation index for government expenditures","2019.Q1.G.01","INDEX","Index","G","Global","","","","","","","","","","","","","","","","","","","","",""
"914","Upper middle economies (WB)","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.a","Increase investment, including through enhanced international cooperation, in rural infrastructure, agricultural research and extension services, technology development and plant and livestock gene banks in order to enhance agricultural productive capacity in developing countries, in particular least developed countries","2.a.1","The agriculture orientation index for government expenditures","1","AG_PRD_ORTIND","Agriculture orientation index for government expenditures","2019.Q1.G.01","INDEX","Index","G","Global","","","","","","","","","","","","","","","","","","","","",""
"917","International Centers (FAO)","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.a","Increase investment, including through enhanced international cooperation, in rural infrastructure, agricultural research and extension services, technology development and plant and livestock gene banks in order to enhance agricultural productive capacity in developing countries, in particular least developed countries","2.a.1","The agriculture orientation index for government expenditures","1","AG_PRD_ORTIND","Agriculture orientation index for government expenditures","2019.Q1.G.01","INDEX","Index","G","Global","","","","","","","","","","","","","","","","","","","","",""
"918","European Union (EU) Institutions","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.a","Increase investment, including through enhanced international cooperation, in rural infrastructure, agricultural research and extension services, technology development and plant and livestock gene banks in order to enhance agricultural productive capacity in developing countries, in particular least developed countries","2.a.1","The agriculture orientation index for government expenditures","1","AG_PRD_ORTIND","Agriculture orientation index for government expenditures","2019.Q1.G.01","INDEX","Index","G","Global","","","","","","","","","","","","","","","","","","","","",""
"919","Regional Centres (FAO)","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.a","Increase investment, including through enhanced international cooperation, in rural infrastructure, agricultural research and extension services, technology development and plant and livestock gene banks in order to enhance agricultural productive capacity in developing countries, in particular least developed countries","2.a.1","The agriculture orientation index for government expenditures","1","AG_PRD_ORTIND","Agriculture orientation index for government expenditures","2019.Q1.G.01","INDEX","Index","G","Global","","","","","","","","","","","","","","","","","","","","",""
"920","Azores Islands","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.a","Increase investment, including through enhanced international cooperation, in rural infrastructure, agricultural research and extension services, technology development and plant and livestock gene banks in order to enhance agricultural productive capacity in developing countries, in particular least developed countries","2.a.1","The agriculture orientation index for government expenditures","1","AG_PRD_ORTIND","Agriculture orientation index for government expenditures","2019.Q1.G.01","INDEX","Index","G","Global","","","","","","","","","","","","","","","","","","","","",""
"921","ODA residual","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.a","Increase investment, including through enhanced international cooperation, in rural infrastructure, agricultural research and extension services, technology development and plant and livestock gene banks in order to enhance agricultural productive capacity in developing countries, in particular least developed countries","2.a.1","The agriculture orientation index for government expenditures","1","AG_PRD_ORTIND","Agriculture orientation index for government expenditures","2019.Q1.G.01","INDEX","Index","G","Global","","","","","","","","","","","","","","","","","","","","",""
