"GeoArea_Code","GeoArea_Desc","ISO3CD","X","Y","GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","Units_Code","Units_Desc","Age_Code","Age_Desc","Bounds_Code","Bounds_Desc","ReportingType_Code","ReportingType_Desc","Value_2000","Value_2001","Value_2002","Value_2003","Value_2004","Value_2005","Value_2006","Value_2007","Value_2008","Value_2009","Value_2010","Value_2011","Value_2012","Value_2013","Value_2014","Value_2015","Value_2016","Latest_Year","Latest_Value","Nature_Desc","Source","Footnotes"
"233","Estonia","EST","25.84093481","58.68487172","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.1","Prevalence of stunting (height for age <-2 standard deviation from the median of the World Health Organization (WHO) Child Growth Standards) among children under 5 years of age","1","SH_STA_STUNT","Proportion of children moderately or severely stunted (%)","2019.Q1.G.01","PER_POP_U5","% of children aged 0-59 months","<5Y","under 5 years old","MP","Mid-point","G","Global","","","","","","","","","","","","","","","","","","","","","",""
"234","Faroe Islands","FRO","-7.122044325","62.21228119","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.1","Prevalence of stunting (height for age <-2 standard deviation from the median of the World Health Organization (WHO) Child Growth Standards) among children under 5 years of age","1","SH_STA_STUNT","Proportion of children moderately or severely stunted (%)","2019.Q1.G.01","PER_POP_U5","% of children aged 0-59 months","<5Y","under 5 years old","MP","Mid-point","G","Global","","","","","","","","","","","","","","","","","","","","","",""
"238","Falkland Islands (Malvinas)","FLK","-58.75246778","-51.74562601","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.1","Prevalence of stunting (height for age <-2 standard deviation from the median of the World Health Organization (WHO) Child Growth Standards) among children under 5 years of age","1","SH_STA_STUNT","Proportion of children moderately or severely stunted (%)","2019.Q1.G.01","PER_POP_U5","% of children aged 0-59 months","<5Y","under 5 years old","MP","Mid-point","G","Global","","","","","","","","","","","","","","","","","","","","","",""
"239","South Georgia and the South Sandwich Islands","SGS","-36.90662765","-54.20736749","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.1","Prevalence of stunting (height for age <-2 standard deviation from the median of the World Health Organization (WHO) Child Growth Standards) among children under 5 years of age","1","SH_STA_STUNT","Proportion of children moderately or severely stunted (%)","2019.Q1.G.01","PER_POP_U5","% of children aged 0-59 months","<5Y","under 5 years old","MP","Mid-point","G","Global","","","","","","","","","","","","","","","","","","","","","",""
"242","Fiji","FJI","177.9660884","-17.83301566","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.1","Prevalence of stunting (height for age <-2 standard deviation from the median of the World Health Organization (WHO) Child Growth Standards) among children under 5 years of age","1","SH_STA_STUNT","Proportion of children moderately or severely stunted (%)","2019.Q1.G.01","PER_POP_U5","% of children aged 0-59 months","<5Y","under 5 years old","MP","Mid-point","G","Global","","","","","7.5","","","","","","","","","","","","",2004.0,"7.5","Country adjusted data","2004 Fiji national nutrition survey: Main report. Suva, Fiji, 2007 (and additional analysis).",""
"246","Finland","FIN","23.308447","61.91586738","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.1","Prevalence of stunting (height for age <-2 standard deviation from the median of the World Health Organization (WHO) Child Growth Standards) among children under 5 years of age","1","SH_STA_STUNT","Proportion of children moderately or severely stunted (%)","2019.Q1.G.01","PER_POP_U5","% of children aged 0-59 months","<5Y","under 5 years old","MP","Mid-point","G","Global","","","","","","","","","","","","","","","","","","","","","",""
"248","Åland Islands","ALA","19.80945969","60.1544901","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.1","Prevalence of stunting (height for age <-2 standard deviation from the median of the World Health Organization (WHO) Child Growth Standards) among children under 5 years of age","1","SH_STA_STUNT","Proportion of children moderately or severely stunted (%)","2019.Q1.G.01","PER_POP_U5","% of children aged 0-59 months","<5Y","under 5 years old","MP","Mid-point","G","Global","","","","","","","","","","","","","","","","","","","","","",""
"250","France","FRA","2.457288129","46.62660861","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.1","Prevalence of stunting (height for age <-2 standard deviation from the median of the World Health Organization (WHO) Child Growth Standards) among children under 5 years of age","1","SH_STA_STUNT","Proportion of children moderately or severely stunted (%)","2019.Q1.G.01","PER_POP_U5","% of children aged 0-59 months","<5Y","under 5 years old","MP","Mid-point","G","Global","","","","","","","","","","","","","","","","","","","","","",""
"254","French Guiana","GUF","-53.23619089","3.922673437","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.1","Prevalence of stunting (height for age <-2 standard deviation from the median of the World Health Organization (WHO) Child Growth Standards) among children under 5 years of age","1","SH_STA_STUNT","Proportion of children moderately or severely stunted (%)","2019.Q1.G.01","PER_POP_U5","% of children aged 0-59 months","<5Y","under 5 years old","MP","Mid-point","G","Global","","","","","","","","","","","","","","","","","","","","","",""
"258","French Polynesia","PYF","-149.4052367","-17.67709294","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.1","Prevalence of stunting (height for age <-2 standard deviation from the median of the World Health Organization (WHO) Child Growth Standards) among children under 5 years of age","1","SH_STA_STUNT","Proportion of children moderately or severely stunted (%)","2019.Q1.G.01","PER_POP_U5","% of children aged 0-59 months","<5Y","under 5 years old","MP","Mid-point","G","Global","","","","","","","","","","","","","","","","","","","","","",""
"260","French Southern Territories","ATF","69.64849091","-49.6068576","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.1","Prevalence of stunting (height for age <-2 standard deviation from the median of the World Health Organization (WHO) Child Growth Standards) among children under 5 years of age","1","SH_STA_STUNT","Proportion of children moderately or severely stunted (%)","2019.Q1.G.01","PER_POP_U5","% of children aged 0-59 months","<5Y","under 5 years old","MP","Mid-point","G","Global","","","","","","","","","","","","","","","","","","","","","",""
"262","Djibouti","DJI","42.18274707","11.56004161","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.1","Prevalence of stunting (height for age <-2 standard deviation from the median of the World Health Organization (WHO) Child Growth Standards) among children under 5 years of age","1","SH_STA_STUNT","Proportion of children moderately or severely stunted (%)","2019.Q1.G.01","PER_POP_U5","% of children aged 0-59 months","<5Y","under 5 years old","MP","Mid-point","G","Global","","","26.5","","","","32.6","","","","","","33.5","","","","",2012.0,"33.5","Country adjusted data","[2002]: Enquête djiboutienne sur la santé de la famille (EDSF/PAPFAM) 2002, PAPFAM Rapport final. Djibouti, 2004 (and additional analysis). // [2006]: Enquête djiboutienne à indicateurs multiples (EDIM): Rapport final. MICS. Djibouti: Ministère de la Santé et PAPFAM, 2007 (and additional analysis). // [2012]: Enquête djiboutienne à indicateurs multiples (EDIM): Rapport preliminaire. Djibouti: Ministère de la Santé et PAPFAM, 2013 (and additional analysis).",""
"266","Gabon","GAB","11.78727747","-0.60687619","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.1","Prevalence of stunting (height for age <-2 standard deviation from the median of the World Health Organization (WHO) Child Growth Standards) among children under 5 years of age","1","SH_STA_STUNT","Proportion of children moderately or severely stunted (%)","2019.Q1.G.01","PER_POP_U5","% of children aged 0-59 months","<5Y","under 5 years old","MP","Mid-point","G","Global","26.3","","","","","","","","","","","","17.5","","","","",2012.0,"17.5","Country adjusted data","[2000]: Enquête démographique et de santé Gabon 2000. DHS. Calverton, Maryland: Direction Générale de la Statistique et des Etudes Economiques, et Fonds des Nations Unies pour la Population, et ORC Macro, 2001 (and additional analysis). // [2012]: Enquête démographique et de santé du Gabon 2012. Demographic and Health Surveys. Calverton, Maryland, et Libreville, Gabon : DGS et ICF International, 2013 (and additional analysis).",""
"268","Georgia","GEO","43.3713615","42.04813028","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.1","Prevalence of stunting (height for age <-2 standard deviation from the median of the World Health Organization (WHO) Child Growth Standards) among children under 5 years of age","1","SH_STA_STUNT","Proportion of children moderately or severely stunted (%)","2019.Q1.G.01","PER_POP_U5","% of children aged 0-59 months","<5Y","under 5 years old","MP","Mid-point","G","Global","","","","","","14.7","","","","11.3","","","","","","","",2009.0,"11.3","Country adjusted data","[2005]: Georgia monitoring the situation of children and women. Mulitple indicator cluster survey 2005. http://www.childinfo.org/mics3_surveys.html accessed 6 February 2009 (and additional analysis). // [2009]: Report of the Georgia national nutrition survey (GNNS) 2009. Tbilisi, Georgia: NCDC&PH and UNICEF, 2010.",""
"270","Gambia","GMB","-15.39944785","13.45295927","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.1","Prevalence of stunting (height for age <-2 standard deviation from the median of the World Health Organization (WHO) Child Growth Standards) among children under 5 years of age","1","SH_STA_STUNT","Proportion of children moderately or severely stunted (%)","2019.Q1.G.01","PER_POP_U5","% of children aged 0-59 months","<5Y","under 5 years old","MP","Mid-point","G","Global","24.1","","","","","","27.6","","","","23.4","","21.2","25.0","","","",2013.0,"25.0","Country adjusted data","[2012]:  National Nutrition Survey in the Gambia using the Standardised Monitoring and Assessment of Relief Transition (SMART) methods(and additional analysis) // [2013]: The Gambia Demographic and Health Survey 2013. Banjul, The Gambia, and Rockville, Maryland, USA: GBOS and ICF International, 2014. // [2006]: The Gambia Multiple Indicator Cluster Survey 2005/2006 Report. Banjul, The Gambia: GBoS, 2007 (and additional analysis). // [2010]: The Gambia multiple indicator cluster survey 2010 (MICS): Final report. Banjul, The Gambia: GBOS, 2012 (http://www.childinfo.org/files/Gambia_2010_MICS_Final_Report.pdf). // [2000]: The Gambia multiple indicator cluster survey report, 2000 (MICS). Banjul, The Gambia, 2002 (and additional analysis).","(pending reanalysis)"
"275","State of Palestine","PSE","35.25694122","31.94347933","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.1","Prevalence of stunting (height for age <-2 standard deviation from the median of the World Health Organization (WHO) Child Growth Standards) among children under 5 years of age","1","SH_STA_STUNT","Proportion of children moderately or severely stunted (%)","2019.Q1.G.01","PER_POP_U5","% of children aged 0-59 months","<5Y","under 5 years old","MP","Mid-point","G","Global","","","16.1","","","","","11.8","","","10.9","","","","7.4","","",2014.0,"7.4","Country adjusted data","[2010]: Final report of the Palestinian family survey 2010 (MICS). Ramallah, State of Palestine: Palestinian Central Bureau of Statistics, 2013. // [2007]: Palestinian family health survey, 2006: Final report. Ramallah, Palestine, 2007 (additional analysis conducted by PAPFAM). // [2014]: Palestinian multiple indicator cluster survey 2014: Key findings report (MICS). Ramallah, Palestine, 2014. // [2002]: Rapid nutritional assessment for West Bank and Gaza Strip. Executive summary. Accessed 05.01.10 http://anahri.alquds.edu/index_files/PNACR368.pdf.","[2010,2014]: (pending reanalysis) // [2002]: Converted estimates"
"276","Germany","DEU","10.3806066","51.08862743","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.1","Prevalence of stunting (height for age <-2 standard deviation from the median of the World Health Organization (WHO) Child Growth Standards) among children under 5 years of age","1","SH_STA_STUNT","Proportion of children moderately or severely stunted (%)","2019.Q1.G.01","PER_POP_U5","% of children aged 0-59 months","<5Y","under 5 years old","MP","Mid-point","G","Global","","","","","","1.3","","","","","","","","","","","",2005.0,"1.3","Country adjusted data","Die Verbreitung von Übergewicht und Adipositas bei Kindern und Jugendlichen in Deutschland. Ergebnisse des bundesweiten Kinder- und Jugendgesundheitssurveys (KiGGS). Bundesgesundheitsblatt - Gesundheitsforschung - Gesundheitsschutz 50, 736-743.",""
"288","Ghana","GHA","-1.205623522","7.964825185","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.1","Prevalence of stunting (height for age <-2 standard deviation from the median of the World Health Organization (WHO) Child Growth Standards) among children under 5 years of age","1","SH_STA_STUNT","Proportion of children moderately or severely stunted (%)","2019.Q1.G.01","PER_POP_U5","% of children aged 0-59 months","<5Y","under 5 years old","MP","Mid-point","G","Global","","","","35.6","","","28.1","","28.6","","","22.7","","","18.8","","",2014.0,"18.8","Country adjusted data","[2014]: 2014 Ghana demographic and health survey (2014 GDHS): Key indicators. Demographic and Health Surveys. Accra, Ghana: GSS, NPHRL, GHS, 2015 (pending reanalysis). // [2003]: Ghana demographic and health survey 2003. Demographic and Health Surveys. Calverton, Maryland: GSS, NMIMR, and ORC Macro, 2004 (and additional analysis). // [2008]: Ghana demographic and health survey 2008. Demographic and Health Surveys. Accra, Ghana: GSS, GHS, and ICF Macro, 2009 (and additional analysis). // [2011]: Ghana multiple indicator cluster survey (MICS) with an enhanced malaria module and biomarker 2011: Final report. Accra, Ghana, 2012 (http://www.childinfo.org/files/Ghana_2011_MICS_Final_Report.pdf). // [2006]: Monitoring the situation of children, women and men. Multiple indicator cluster survey 2006. http://www.childinfo.org/mics3_surveys.html accessed 8 January 2009 (and additional analysis).","(pending reanalysis)"
"292","Gibraltar","GIB","-5.347561686","36.13895036","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.1","Prevalence of stunting (height for age <-2 standard deviation from the median of the World Health Organization (WHO) Child Growth Standards) among children under 5 years of age","1","SH_STA_STUNT","Proportion of children moderately or severely stunted (%)","2019.Q1.G.01","PER_POP_U5","% of children aged 0-59 months","<5Y","under 5 years old","MP","Mid-point","G","Global","","","","","","","","","","","","","","","","","","","","","",""
"296","Kiribati","KIR","-157.5643005","1.768837732","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.1","Prevalence of stunting (height for age <-2 standard deviation from the median of the World Health Organization (WHO) Child Growth Standards) among children under 5 years of age","1","SH_STA_STUNT","Proportion of children moderately or severely stunted (%)","2019.Q1.G.01","PER_POP_U5","% of children aged 0-59 months","<5Y","under 5 years old","MP","Mid-point","G","Global","","","","","","","","","","","","","","","","","","","","","",""
"300","Greece","GRC","22.58307827","39.47301873","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.1","Prevalence of stunting (height for age <-2 standard deviation from the median of the World Health Organization (WHO) Child Growth Standards) among children under 5 years of age","1","SH_STA_STUNT","Proportion of children moderately or severely stunted (%)","2019.Q1.G.01","PER_POP_U5","% of children aged 0-59 months","<5Y","under 5 years old","MP","Mid-point","G","Global","","","","","","","","","","","","","","","","","","","","","",""
"304","Greenland","GRL","-41.39371316","74.75625681","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.1","Prevalence of stunting (height for age <-2 standard deviation from the median of the World Health Organization (WHO) Child Growth Standards) among children under 5 years of age","1","SH_STA_STUNT","Proportion of children moderately or severely stunted (%)","2019.Q1.G.01","PER_POP_U5","% of children aged 0-59 months","<5Y","under 5 years old","MP","Mid-point","G","Global","","","","","","","","","","","","","","","","","","","","","",""
"308","Grenada","GRD","-61.68248568","12.11238395","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.1","Prevalence of stunting (height for age <-2 standard deviation from the median of the World Health Organization (WHO) Child Growth Standards) among children under 5 years of age","1","SH_STA_STUNT","Proportion of children moderately or severely stunted (%)","2019.Q1.G.01","PER_POP_U5","% of children aged 0-59 months","<5Y","under 5 years old","MP","Mid-point","G","Global","","","","","","","","","","","","","","","","","","","","","",""
"312","Guadeloupe","GLP","-61.64762115","16.14416917","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.1","Prevalence of stunting (height for age <-2 standard deviation from the median of the World Health Organization (WHO) Child Growth Standards) among children under 5 years of age","1","SH_STA_STUNT","Proportion of children moderately or severely stunted (%)","2019.Q1.G.01","PER_POP_U5","% of children aged 0-59 months","<5Y","under 5 years old","MP","Mid-point","G","Global","","","","","","","","","","","","","","","","","","","","","",""
"316","Guam","GUM","144.7029305","13.35485404","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.1","Prevalence of stunting (height for age <-2 standard deviation from the median of the World Health Organization (WHO) Child Growth Standards) among children under 5 years of age","1","SH_STA_STUNT","Proportion of children moderately or severely stunted (%)","2019.Q1.G.01","PER_POP_U5","% of children aged 0-59 months","<5Y","under 5 years old","MP","Mid-point","G","Global","","","","","","","","","","","","","","","","","","","","","",""
"320","Guatemala","GTM","-91.2312746","15.00273719","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.1","Prevalence of stunting (height for age <-2 standard deviation from the median of the World Health Organization (WHO) Child Growth Standards) among children under 5 years of age","1","SH_STA_STUNT","Proportion of children moderately or severely stunted (%)","2019.Q1.G.01","PER_POP_U5","% of children aged 0-59 months","<5Y","under 5 years old","MP","Mid-point","G","Global","50.0","","54.3","","","","","","","48.0","","","","","","46.5","",2015.0,"46.5","Country adjusted data","[2015]:  Encuesta Nacional de Salud Materno Infantil 2014-2015. Ciudad de Guatemala, Guatemala, 2015. // [2009]: Encuesta nacional de salud materno infantil 2008 (ENSMI-2008/09). Ciudad de Guatemala, Guatemala: Ministerio de Salud Pública, MSPAS, INE y CDC, 2010 (and additional analysis). // [2002]: Guatemala encuesta nacional de salud materno infantil 2002. Ciudad de Guatemala, Republica de Guatemala: Oscar de Leon Palacios, 2003 (and additional analysis). // [2000]: Malnutrition and poverty in Guatemala. Policy Research Working Paper 2967. The World Bank, Latin America and the Caribbean Region, Human Development Sector Unit, 2003 (and additional analysis).","Converted estimates"
"324","Guinea","GIN","-11.28173419","11.00210343","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.1","Prevalence of stunting (height for age <-2 standard deviation from the median of the World Health Organization (WHO) Child Growth Standards) among children under 5 years of age","1","SH_STA_STUNT","Proportion of children moderately or severely stunted (%)","2019.Q1.G.01","PER_POP_U5","% of children aged 0-59 months","<5Y","under 5 years old","MP","Mid-point","G","Global","","","","","","39.3","","40.0","","","","35.8","31.3","","","","32.4",2016.0,"32.4","Country adjusted data","[2012]: Enquête démographique et de santé (EDS-IV) et enquête par grappe à indicateurs multiples (MICS). L'EDS-MICS 2012. Conakry, Guinée et Calverton, MD: INS et ICF, 2013 (and additional analysis). // [2005]: Enquête démographique et de santé, Guinée 2005. Demographic and Health Surveys. Direction Nationale de la Statistique. Calverton, Maryland, U.S.A.: DNS et ORC Macro, 2006 (and additional analysis). // [2016]: Enquête par grappes à indicateurs multiples (MICS, 2016), Rapport final, Conakry, Guinée. 2017  (and additional analysis) // [2011]: Nutrition. Enquête nationale nutrition-santé, basée sur la méthodologie SMART, 2011-12. Rapport final. Conakry, Republique de Guinée, 2012 (and additional analysis). // [2007]: le suivi des principaux indicateurs de survie de l'enfant. Rapport provisoire, Mai 2008 (30/12/09 http://ochaonline.un.org/CoordinationIASC/Securitealimentairenutrition/tabid/5651/language/fr-FR/Default.aspx).","[2007]:  Période de récolte // [2016]: (pending reanalysis)"
"328","Guyana","GUY","-58.97322037","4.788012784","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.1","Prevalence of stunting (height for age <-2 standard deviation from the median of the World Health Organization (WHO) Child Growth Standards) among children under 5 years of age","1","SH_STA_STUNT","Proportion of children moderately or severely stunted (%)","2019.Q1.G.01","PER_POP_U5","% of children aged 0-59 months","<5Y","under 5 years old","MP","Mid-point","G","Global","13.8","","","","","","18.2","","","19.5","","","","","12.0","","",2014.0,"12.0","Country adjusted data","[2014]: Guyana Multiple Indicator Cluster Survey 2014, Key findings. Georgetown, Guyana: Bureau of Statistics, Ministry of Health and UNICEF, 2015. // [2009]: Guyana demographic and health survey 2009. Demographic and Health Surveys. Georgetown, Guyana: MOH, BOS, and ICF Macro, 2010 (and additional analysis). // [2000]: Guyana multiple indicator cluster survey (MICS). Georgetown, Guyana, 2001 (and additional analysis). // [2006]: Guyana multiple indicator cluster survey 2006, final report. Georgetown, Guyana: Bureau of Statistics and UNICEF, 2008 (and additional analysis).",""
"332","Haiti","HTI","-72.33640958","18.40426539","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.1","Prevalence of stunting (height for age <-2 standard deviation from the median of the World Health Organization (WHO) Child Growth Standards) among children under 5 years of age","1","SH_STA_STUNT","Proportion of children moderately or severely stunted (%)","2019.Q1.G.01","PER_POP_U5","% of children aged 0-59 months","<5Y","under 5 years old","MP","Mid-point","G","Global","28.3","","","","","","29.7","","","","","","21.9","","","","",2012.0,"21.9","Country adjusted data","[2000]: Enquête mortalité, morbidité et utilisation des services, Haiti 2000. Demographic and Health Surveys. Calverton, Maryland: Ministère de la Santé Publique et de la Population, Institut Haitien de l'Enfance et ORC Macro, 2001 (and additional analysis). // [2006]: Enquête mortalité, morbidité et utilisation des services, Haïti, 2005-2006. DHS. Calverton, Maryland, USA: Ministère de la Santé Publique et de la Population, Institut Haïtien de l'Enfance et Macro International Inc., 2007 (and additional analysis). // [2012]: Enquête mortalité, morbidité et utilisation des services, Haïti, 2012. Demographic and Health Surveys. Calverton, Maryland, USA : MSPP, IHE et ICF International, 2012 (and additional analysis).",""
"334","Heard Island and McDonald Islands","HMD","73.52633626","-53.09106147","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.1","Prevalence of stunting (height for age <-2 standard deviation from the median of the World Health Organization (WHO) Child Growth Standards) among children under 5 years of age","1","SH_STA_STUNT","Proportion of children moderately or severely stunted (%)","2019.Q1.G.01","PER_POP_U5","% of children aged 0-59 months","<5Y","under 5 years old","MP","Mid-point","G","Global","","","","","","","","","","","","","","","","","","","","","",""
"336","Holy See","VAT","12.45315803","41.90343751","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.1","Prevalence of stunting (height for age <-2 standard deviation from the median of the World Health Organization (WHO) Child Growth Standards) among children under 5 years of age","1","SH_STA_STUNT","Proportion of children moderately or severely stunted (%)","2019.Q1.G.01","PER_POP_U5","% of children aged 0-59 months","<5Y","under 5 years old","MP","Mid-point","G","Global","","","","","","","","","","","","","","","","","","","","","",""
