"GeoArea_Code","GeoArea_Desc","ISO3CD","X","Y","GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","Units_Code","Units_Desc","ReportingType_Code","ReportingType_Desc","Value_2000","Value_2001","Value_2002","Value_2003","Value_2004","Value_2005","Value_2006","Value_2007","Value_2008","Value_2009","Value_2010","Value_2011","Value_2012","Value_2013","Value_2014","Value_2015","Latest_Year","Latest_Value","Nature_Desc","Source","Footnotes"
"178","Congo","COG","15.22052612","-0.840544119","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.1","By 2030, end hunger and ensure access by all people, in particular the poor and people in vulnerable situations, including infants, to safe, nutritious and sufficient food all year round","2.1.1","Prevalence of undernourishment","1","SN_ITK_DEFC","Prevalence of undernourishment (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","32.5","29.6","27.9","28.8","30.7","33.4","34","34","33","32","30.8","29.2","28.3","27.3","27.1","28.2",2015.0,"28.2","Estimated data","FAO, Statistics Division","Data refer to provisional estimates"
"180","Democratic Republic of the Congo","COD","23.65496507","-2.877154732","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.1","By 2030, end hunger and ensure access by all people, in particular the poor and people in vulnerable situations, including infants, to safe, nutritious and sufficient food all year round","2.1.1","Prevalence of undernourishment","1","SN_ITK_DEFC","Prevalence of undernourishment (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","",""
"184","Cook Islands","COK","-159.7711391","-21.22696458","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.1","By 2030, end hunger and ensure access by all people, in particular the poor and people in vulnerable situations, including infants, to safe, nutritious and sufficient food all year round","2.1.1","Prevalence of undernourishment","1","SN_ITK_DEFC","Prevalence of undernourishment (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","",""
"188","Costa Rica","CRI","-84.19712782","9.970998683","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.1","By 2030, end hunger and ensure access by all people, in particular the poor and people in vulnerable situations, including infants, to safe, nutritious and sufficient food all year round","2.1.1","Prevalence of undernourishment","1","SN_ITK_DEFC","Prevalence of undernourishment (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","5.1","5.3","5.7","5.9","5.8","5.4","5.1","5","5.1","5.2","5.2","5.2","5.4","5.6","5.7","5.6",2015.0,"5.6","Estimated data","FAO, Statistics Division","Data refer to provisional estimates"
"191","Croatia","HRV","17.95874553","45.45172212","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.1","By 2030, end hunger and ensure access by all people, in particular the poor and people in vulnerable situations, including infants, to safe, nutritious and sufficient food all year round","2.1.1","Prevalence of undernourishment","1","SN_ITK_DEFC","Prevalence of undernourishment (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","10.4","7.8","5.8","4.4","3.5","2.9","<2.5","<2.5","<2.5","<2.5","2.5","2.6","<2.5","<2.5","<2.5","<2.5",2015.0,"<2.5","Estimated data","FAO, Statistics Division","Data refer to provisional estimates"
"192","Cuba","CUB","-79.54460144","22.10030366","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.1","By 2030, end hunger and ensure access by all people, in particular the poor and people in vulnerable situations, including infants, to safe, nutritious and sufficient food all year round","2.1.1","Prevalence of undernourishment","1","SN_ITK_DEFC","Prevalence of undernourishment (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","3.7","2.8","<2.5","<2.5","<2.5","<2.5","<2.5","<2.5","<2.5","<2.5","<2.5","<2.5","<2.5","<2.5","<2.5","<2.5",2015.0,"<2.5","Estimated data","FAO, Statistics Division","Data refer to provisional estimates"
"196","Cyprus","CYP","33.22285964","35.05659437","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.1","By 2030, end hunger and ensure access by all people, in particular the poor and people in vulnerable situations, including infants, to safe, nutritious and sufficient food all year round","2.1.1","Prevalence of undernourishment","1","SN_ITK_DEFC","Prevalence of undernourishment (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","3.5","3.9","4.4","4.9","5.4","5.7","5.6","5.2","4.7","4.5","4.4","4.4","4.5","4.7","4.8","4.7",2015.0,"4.7","Estimated data","FAO, Statistics Division","Data refer to provisional estimates"
"203","Czechia","CZE","15.33151382","49.73913871","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.1","By 2030, end hunger and ensure access by all people, in particular the poor and people in vulnerable situations, including infants, to safe, nutritious and sufficient food all year round","2.1.1","Prevalence of undernourishment","1","SN_ITK_DEFC","Prevalence of undernourishment (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","<2.5","<2.5","<2.5","<2.5","<2.5","<2.5","<2.5","<2.5","<2.5","<2.5","<2.5","<2.5","<2.5","<2.5","<2.5","<2.5",2015.0,"<2.5","Estimated data","FAO, Statistics Division","Data refer to provisional estimates"
"204","Benin","BEN","2.339933594","9.65401646","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.1","By 2030, end hunger and ensure access by all people, in particular the poor and people in vulnerable situations, including infants, to safe, nutritious and sufficient food all year round","2.1.1","Prevalence of undernourishment","1","SN_ITK_DEFC","Prevalence of undernourishment (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","22.6","20.5","18.6","17.3","16.3","15.4","14.4","13.4","12.8","12.4","12.1","11.7","11.3","10.8","10","10.3",2015.0,"10.3","Estimated data","FAO, Statistics Division","Data refer to provisional estimates"
"208","Denmark","DNK","9.326571283","56.03829721","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.1","By 2030, end hunger and ensure access by all people, in particular the poor and people in vulnerable situations, including infants, to safe, nutritious and sufficient food all year round","2.1.1","Prevalence of undernourishment","1","SN_ITK_DEFC","Prevalence of undernourishment (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","<2.5","<2.5","<2.5","<2.5","<2.5","<2.5","<2.5","<2.5","<2.5","<2.5","<2.5","<2.5","<2.5","<2.5","<2.5","<2.5",2015.0,"<2.5","Estimated data","FAO, Statistics Division","Data refer to provisional estimates"
"212","Dominica","DMA","-61.3493756","15.43391378","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.1","By 2030, end hunger and ensure access by all people, in particular the poor and people in vulnerable situations, including infants, to safe, nutritious and sufficient food all year round","2.1.1","Prevalence of undernourishment","1","SN_ITK_DEFC","Prevalence of undernourishment (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","4.7","4.4","4.6","5","5.5","5.7","5.6","5.1","4.9","4.9","5.2","5.6","5.9","6.1","6","5.8",2015.0,"5.8","Estimated data","FAO, Statistics Division","Data refer to provisional estimates"
"214","Dominican Republic","DOM","-70.49847576","18.89832088","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.1","By 2030, end hunger and ensure access by all people, in particular the poor and people in vulnerable situations, including infants, to safe, nutritious and sufficient food all year round","2.1.1","Prevalence of undernourishment","1","SN_ITK_DEFC","Prevalence of undernourishment (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","28.1","27.1","27.5","28.3","27","24.4","21.9","20.9","20.2","18.6","16.5","14.6","13.8","13.6","13.7","13.5",2015.0,"13.5","Estimated data","FAO, Statistics Division","Data refer to provisional estimates"
"218","Ecuador","ECU","-78.37005241","-1.447785891","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.1","By 2030, end hunger and ensure access by all people, in particular the poor and people in vulnerable situations, including infants, to safe, nutritious and sufficient food all year round","2.1.1","Prevalence of undernourishment","1","SN_ITK_DEFC","Prevalence of undernourishment (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","18.5","18.8","18.9","18.6","17.7","17","16.2","15.6","14.6","13.5","12.2","11.7","11.5","11.7","11.9","12.1",2015.0,"12.1","Estimated data","FAO, Statistics Division","Data refer to provisional estimates"
"222","El Salvador","SLV","-88.86862995","13.73603564","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.1","By 2030, end hunger and ensure access by all people, in particular the poor and people in vulnerable situations, including infants, to safe, nutritious and sufficient food all year round","2.1.1","Prevalence of undernourishment","1","SN_ITK_DEFC","Prevalence of undernourishment (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","11.2","9.5","9","9.5","10.2","10.7","11","11.2","11.6","12.2","12.7","12.9","12.8","12.4","12.1","12.3",2015.0,"12.3","Estimated data","FAO, Statistics Division","Data refer to provisional estimates"
"226","Equatorial Guinea","GNQ","10.46535826","1.565792376","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.1","By 2030, end hunger and ensure access by all people, in particular the poor and people in vulnerable situations, including infants, to safe, nutritious and sufficient food all year round","2.1.1","Prevalence of undernourishment","1","SN_ITK_DEFC","Prevalence of undernourishment (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","",""
"231","Ethiopia","ETH","39.63505296","8.631223181","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.1","By 2030, end hunger and ensure access by all people, in particular the poor and people in vulnerable situations, including infants, to safe, nutritious and sufficient food all year round","2.1.1","Prevalence of undernourishment","1","SN_ITK_DEFC","Prevalence of undernourishment (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","51.9","49","46.7","44.2","42","39.7","38.5","37.2","35.6","33.7","32.1","31","30.2","29.4","28.5","28.8",2015.0,"28.8","Estimated data","FAO, Statistics Division","Data refer to provisional estimates"
"232","Eritrea","ERI","38.11074289","16.12894644","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.1","By 2030, end hunger and ensure access by all people, in particular the poor and people in vulnerable situations, including infants, to safe, nutritious and sufficient food all year round","2.1.1","Prevalence of undernourishment","1","SN_ITK_DEFC","Prevalence of undernourishment (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","",""
"233","Estonia","EST","25.84093481","58.68487172","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.1","By 2030, end hunger and ensure access by all people, in particular the poor and people in vulnerable situations, including infants, to safe, nutritious and sufficient food all year round","2.1.1","Prevalence of undernourishment","1","SN_ITK_DEFC","Prevalence of undernourishment (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","5.6","5.5","5.5","5.2","4.8","4.2","3.7","3.2","2.8","<2.5","<2.5","2.7","2.9","2.9","2.7","<2.5",2015.0,"<2.5","Estimated data","FAO, Statistics Division","Data refer to provisional estimates"
"234","Faroe Islands","FRO","-7.122044325","62.21228119","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.1","By 2030, end hunger and ensure access by all people, in particular the poor and people in vulnerable situations, including infants, to safe, nutritious and sufficient food all year round","2.1.1","Prevalence of undernourishment","1","SN_ITK_DEFC","Prevalence of undernourishment (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","",""
"238","Falkland Islands (Malvinas)","FLK","-58.75246778","-51.74562601","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.1","By 2030, end hunger and ensure access by all people, in particular the poor and people in vulnerable situations, including infants, to safe, nutritious and sufficient food all year round","2.1.1","Prevalence of undernourishment","1","SN_ITK_DEFC","Prevalence of undernourishment (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","",""
"239","South Georgia and the South Sandwich Islands","SGS","-36.90662765","-54.20736749","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.1","By 2030, end hunger and ensure access by all people, in particular the poor and people in vulnerable situations, including infants, to safe, nutritious and sufficient food all year round","2.1.1","Prevalence of undernourishment","1","SN_ITK_DEFC","Prevalence of undernourishment (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","",""
"242","Fiji","FJI","177.9660884","-17.83301566","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.1","By 2030, end hunger and ensure access by all people, in particular the poor and people in vulnerable situations, including infants, to safe, nutritious and sufficient food all year round","2.1.1","Prevalence of undernourishment","1","SN_ITK_DEFC","Prevalence of undernourishment (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","4.8","4.7","4.6","4.5","4.4","4.3","4.2","4.3","4.3","4.5","4.5","4.5","4.4","4.4","4.5","4.6",2015.0,"4.6","Estimated data","FAO, Statistics Division","Data refer to provisional estimates"
"246","Finland","FIN","23.308447","61.91586738","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.1","By 2030, end hunger and ensure access by all people, in particular the poor and people in vulnerable situations, including infants, to safe, nutritious and sufficient food all year round","2.1.1","Prevalence of undernourishment","1","SN_ITK_DEFC","Prevalence of undernourishment (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","<2.5","<2.5","<2.5","<2.5","<2.5","<2.5","<2.5","<2.5","<2.5","<2.5","<2.5","<2.5","<2.5","<2.5","<2.5","<2.5",2015.0,"<2.5","Estimated data","FAO, Statistics Division","Data refer to provisional estimates"
"248","Åland Islands","ALA","19.80945969","60.1544901","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.1","By 2030, end hunger and ensure access by all people, in particular the poor and people in vulnerable situations, including infants, to safe, nutritious and sufficient food all year round","2.1.1","Prevalence of undernourishment","1","SN_ITK_DEFC","Prevalence of undernourishment (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","",""
"250","France","FRA","2.457288129","46.62660861","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.1","By 2030, end hunger and ensure access by all people, in particular the poor and people in vulnerable situations, including infants, to safe, nutritious and sufficient food all year round","2.1.1","Prevalence of undernourishment","1","SN_ITK_DEFC","Prevalence of undernourishment (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","<2.5","<2.5","<2.5","<2.5","<2.5","<2.5","<2.5","<2.5","<2.5","<2.5","<2.5","<2.5","<2.5","<2.5","<2.5","<2.5",2015.0,"<2.5","Estimated data","FAO, Statistics Division","Data refer to provisional estimates"
"254","French Guiana","GUF","-53.23619089","3.922673437","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.1","By 2030, end hunger and ensure access by all people, in particular the poor and people in vulnerable situations, including infants, to safe, nutritious and sufficient food all year round","2.1.1","Prevalence of undernourishment","1","SN_ITK_DEFC","Prevalence of undernourishment (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","",""
"258","French Polynesia","PYF","-149.4052367","-17.67709294","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.1","By 2030, end hunger and ensure access by all people, in particular the poor and people in vulnerable situations, including infants, to safe, nutritious and sufficient food all year round","2.1.1","Prevalence of undernourishment","1","SN_ITK_DEFC","Prevalence of undernourishment (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","4.6","4.3","4","3.9","3.9","3.9","4","4.2","4.3","4.5","4.5","4.6","4.6","4.7","4.8","4.9",2015.0,"4.9","Estimated data","FAO, Statistics Division","Data refer to provisional estimates"
"260","French Southern Territories","ATF","69.64849091","-49.6068576","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.1","By 2030, end hunger and ensure access by all people, in particular the poor and people in vulnerable situations, including infants, to safe, nutritious and sufficient food all year round","2.1.1","Prevalence of undernourishment","1","SN_ITK_DEFC","Prevalence of undernourishment (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","",""
"262","Djibouti","DJI","42.18274707","11.56004161","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.1","By 2030, end hunger and ensure access by all people, in particular the poor and people in vulnerable situations, including infants, to safe, nutritious and sufficient food all year round","2.1.1","Prevalence of undernourishment","1","SN_ITK_DEFC","Prevalence of undernourishment (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","48.1","45.6","43","40.1","36.6","32.5","28.8","25.8","24.1","23","22.3","21.2","19.4","17.2","14.7","12.8",2015.0,"12.8","Estimated data","FAO, Statistics Division","Data refer to provisional estimates"
"266","Gabon","GAB","11.78727747","-0.60687619","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.1","By 2030, end hunger and ensure access by all people, in particular the poor and people in vulnerable situations, including infants, to safe, nutritious and sufficient food all year round","2.1.1","Prevalence of undernourishment","1","SN_ITK_DEFC","Prevalence of undernourishment (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","9.4","9.7","10.2","10.2","10.1","9.7","9.8","10","10.2","9.9","9.4","8.6","7.9","7.3","7","7",2015.0,"7","Estimated data","FAO, Statistics Division","Data refer to provisional estimates"
"268","Georgia","GEO","43.3713615","42.04813028","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.1","By 2030, end hunger and ensure access by all people, in particular the poor and people in vulnerable situations, including infants, to safe, nutritious and sufficient food all year round","2.1.1","Prevalence of undernourishment","1","SN_ITK_DEFC","Prevalence of undernourishment (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","13.7","13.8","11.6","9.4","8.1","7.4","7.2","7","6.9","7.2","8","8.4","8.2","7.5","6.7","7",2015.0,"7","Estimated data","FAO, Statistics Division","Data refer to provisional estimates"
"270","Gambia","GMB","-15.39944785","13.45295927","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.1","By 2030, end hunger and ensure access by all people, in particular the poor and people in vulnerable situations, including infants, to safe, nutritious and sufficient food all year round","2.1.1","Prevalence of undernourishment","1","SN_ITK_DEFC","Prevalence of undernourishment (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","13.1","13","13.9","14.6","15.1","15.1","14.5","12.9","11.3","9.9","9.2","9","9.3","9.9","10.5","10.9",2015.0,"10.9","Estimated data","FAO, Statistics Division","Data refer to provisional estimates"
"275","State of Palestine","PSE","35.25694122","31.94347933","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.1","By 2030, end hunger and ensure access by all people, in particular the poor and people in vulnerable situations, including infants, to safe, nutritious and sufficient food all year round","2.1.1","Prevalence of undernourishment","1","SN_ITK_DEFC","Prevalence of undernourishment (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","",""
"276","Germany","DEU","10.3806066","51.08862743","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.1","By 2030, end hunger and ensure access by all people, in particular the poor and people in vulnerable situations, including infants, to safe, nutritious and sufficient food all year round","2.1.1","Prevalence of undernourishment","1","SN_ITK_DEFC","Prevalence of undernourishment (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","<2.5","<2.5","<2.5","<2.5","<2.5","<2.5","<2.5","<2.5","<2.5","<2.5","<2.5","<2.5","<2.5","<2.5","<2.5","<2.5",2015.0,"<2.5","Estimated data","FAO, Statistics Division","Data refer to provisional estimates"
"288","Ghana","GHA","-1.205623522","7.964825185","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.1","By 2030, end hunger and ensure access by all people, in particular the poor and people in vulnerable situations, including infants, to safe, nutritious and sufficient food all year round","2.1.1","Prevalence of undernourishment","1","SN_ITK_DEFC","Prevalence of undernourishment (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","15.9","13.9","12.3","11.2","10.2","9.3","8.4","7.4","6.4","5.7","5.4","5.6","6.1","6.5","6.8","7.6",2015.0,"7.6","Estimated data","FAO, Statistics Division","Data refer to provisional estimates"
"292","Gibraltar","GIB","-5.347561686","36.13895036","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.1","By 2030, end hunger and ensure access by all people, in particular the poor and people in vulnerable situations, including infants, to safe, nutritious and sufficient food all year round","2.1.1","Prevalence of undernourishment","1","SN_ITK_DEFC","Prevalence of undernourishment (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","",""
"296","Kiribati","KIR","-157.5643005","1.768837732","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.1","By 2030, end hunger and ensure access by all people, in particular the poor and people in vulnerable situations, including infants, to safe, nutritious and sufficient food all year round","2.1.1","Prevalence of undernourishment","1","SN_ITK_DEFC","Prevalence of undernourishment (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","4.4","4.3","4.5","4.6","4.7","4.6","4.6","4.6","4.4","4.1","3.7","3.3","3.1","3.1","3.2","3.3",2015.0,"3.3","Estimated data","FAO, Statistics Division","Data refer to provisional estimates"
"300","Greece","GRC","22.58307827","39.47301873","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.1","By 2030, end hunger and ensure access by all people, in particular the poor and people in vulnerable situations, including infants, to safe, nutritious and sufficient food all year round","2.1.1","Prevalence of undernourishment","1","SN_ITK_DEFC","Prevalence of undernourishment (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","<2.5","<2.5","<2.5","<2.5","<2.5","<2.5","<2.5","<2.5","<2.5","<2.5","<2.5","<2.5","<2.5","<2.5","<2.5","<2.5",2015.0,"<2.5","Estimated data","FAO, Statistics Division","Data refer to provisional estimates"
"304","Greenland","GRL","-41.39371316","74.75625681","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.1","By 2030, end hunger and ensure access by all people, in particular the poor and people in vulnerable situations, including infants, to safe, nutritious and sufficient food all year round","2.1.1","Prevalence of undernourishment","1","SN_ITK_DEFC","Prevalence of undernourishment (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","",""
"308","Grenada","GRD","-61.68248568","12.11238395","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.1","By 2030, end hunger and ensure access by all people, in particular the poor and people in vulnerable situations, including infants, to safe, nutritious and sufficient food all year round","2.1.1","Prevalence of undernourishment","1","SN_ITK_DEFC","Prevalence of undernourishment (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","31.1","30.8","30","29.2","28.4","27.8","27.2","26.7","26.1","25.7","25.5","25.5","25.4","25.3","25.4","25.5",2015.0,"25.5","Estimated data","FAO, Statistics Division","Data refer to provisional estimates"
"312","Guadeloupe","GLP","-61.64762115","16.14416917","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.1","By 2030, end hunger and ensure access by all people, in particular the poor and people in vulnerable situations, including infants, to safe, nutritious and sufficient food all year round","2.1.1","Prevalence of undernourishment","1","SN_ITK_DEFC","Prevalence of undernourishment (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","",""
"316","Guam","GUM","144.7029305","13.35485404","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.1","By 2030, end hunger and ensure access by all people, in particular the poor and people in vulnerable situations, including infants, to safe, nutritious and sufficient food all year round","2.1.1","Prevalence of undernourishment","1","SN_ITK_DEFC","Prevalence of undernourishment (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","",""
"320","Guatemala","GTM","-91.2312746","15.00273719","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.1","By 2030, end hunger and ensure access by all people, in particular the poor and people in vulnerable situations, including infants, to safe, nutritious and sufficient food all year round","2.1.1","Prevalence of undernourishment","1","SN_ITK_DEFC","Prevalence of undernourishment (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","20.7","18.4","16.7","16.1","16.1","16","15.9","15.8","15.9","15.6","15.6","15.6","16.2","16.4","16.2","15.6",2015.0,"15.6","Estimated data","FAO, Statistics Division","Data refer to provisional estimates"
"324","Guinea","GIN","-11.28173419","11.00210343","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.1","By 2030, end hunger and ensure access by all people, in particular the poor and people in vulnerable situations, including infants, to safe, nutritious and sufficient food all year round","2.1.1","Prevalence of undernourishment","1","SN_ITK_DEFC","Prevalence of undernourishment (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","26.3","25.5","24.7","23.8","22.5","21.4","20.2","19.3","18.6","18.1","17.7","17.4","17.1","16.8","16.7","17.5",2015.0,"17.5","Estimated data","FAO, Statistics Division","Data refer to provisional estimates"
"328","Guyana","GUY","-58.97322037","4.788012784","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.1","By 2030, end hunger and ensure access by all people, in particular the poor and people in vulnerable situations, including infants, to safe, nutritious and sufficient food all year round","2.1.1","Prevalence of undernourishment","1","SN_ITK_DEFC","Prevalence of undernourishment (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","8.3","7.8","7.9","8.3","8.7","9.1","9.8","10.5","11.3","11.6","11.5","11","10.1","9.4","8.9","8.5",2015.0,"8.5","Estimated data","FAO, Statistics Division","Data refer to provisional estimates"
"332","Haiti","HTI","-72.33640958","18.40426539","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.1","By 2030, end hunger and ensure access by all people, in particular the poor and people in vulnerable situations, including infants, to safe, nutritious and sufficient food all year round","2.1.1","Prevalence of undernourishment","1","SN_ITK_DEFC","Prevalence of undernourishment (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","54.9","56","56.9","57.6","57.6","57.1","55.9","54.5","52.5","50.8","49.5","49.6","49.6","49.4","48.2","46.8",2015.0,"46.8","Estimated data","FAO, Statistics Division","Data refer to provisional estimates"
"334","Heard Island and McDonald Islands","HMD","73.52633626","-53.09106147","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.1","By 2030, end hunger and ensure access by all people, in particular the poor and people in vulnerable situations, including infants, to safe, nutritious and sufficient food all year round","2.1.1","Prevalence of undernourishment","1","SN_ITK_DEFC","Prevalence of undernourishment (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","",""
"336","Holy See","VAT","12.45315803","41.90343751","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.1","By 2030, end hunger and ensure access by all people, in particular the poor and people in vulnerable situations, including infants, to safe, nutritious and sufficient food all year round","2.1.1","Prevalence of undernourishment","1","SN_ITK_DEFC","Prevalence of undernourishment (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","",""
"340","Honduras","HND","-86.59974381","14.82243161","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.1","By 2030, end hunger and ensure access by all people, in particular the poor and people in vulnerable situations, including infants, to safe, nutritious and sufficient food all year round","2.1.1","Prevalence of undernourishment","1","SN_ITK_DEFC","Prevalence of undernourishment (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","19.6","18.6","17.9","17.6","17.5","17.2","16.6","16","15.6","15.5","15.5","15.5","15.6","15.7","15.8","14.8",2015.0,"14.8","Estimated data","FAO, Statistics Division","Data refer to provisional estimates"
"344","China, Hong Kong Special Administrative Region","HKG","114.0266445","22.41749934","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.1","By 2030, end hunger and ensure access by all people, in particular the poor and people in vulnerable situations, including infants, to safe, nutritious and sufficient food all year round","2.1.1","Prevalence of undernourishment","1","SN_ITK_DEFC","Prevalence of undernourishment (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","2.4","<2.5","<2.5","<2.5","<2.5","<2.5","<2.5","<2.5","<2.5","<2.5","<2.5","<2.5","<2.5","<2.5","<2.5","<2.5",2015.0,"<2.5","Estimated data","FAO, Statistics Division","Data refer to provisional estimates"
