"GeoArea_Code","GeoArea_Desc","ISO3CD","X","Y","GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","Units_Code","Units_Desc","Age_Code","Age_Desc","ReportingType_Code","ReportingType_Desc","Value_2004","Value_2005","Value_2006","Value_2007","Value_2008","Value_2009","Value_2010","Value_2011","Value_2012","Value_2013","Value_2014","Value_2015","Value_2016","Latest_Year","Latest_Value","Nature_Desc","Source"
"232","Eritrea","ERI","38.11074289","16.12894644","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.10","Strengthen the capacity of domestic financial institutions to encourage and expand access to banking, insurance and financial services for all","8.10.1","(a) Number of commercial bank branches per 100,000 adults and (b) number of automated teller machines (ATMs) per 100,000 adults","1","FB_CBK_BRCH","Number of commercial bank branches per 100,000 adults","2019.Q1.G.01","NUMBER","Number","15+","15 years old and over","G","Global","","","","","","","","","","","","","","","","",""
"233","Estonia","EST","25.84093481","58.68487172","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.10","Strengthen the capacity of domestic financial institutions to encourage and expand access to banking, insurance and financial services for all","8.10.1","(a) Number of commercial bank branches per 100,000 adults and (b) number of automated teller machines (ATMs) per 100,000 adults","1","FB_CBK_BRCH","Number of commercial bank branches per 100,000 adults","2019.Q1.G.01","NUMBER","Number","15+","15 years old and over","G","Global","18.41364","20.87982","22.62607","24.0228","23.82469","20.27768","19.46936","17.35153","16.01912","13.95009","12.39216","11.14913","10.42358",2016.0,"10.42358","Country data","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS"
"234","Faroe Islands","FRO","-7.122044325","62.21228119","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.10","Strengthen the capacity of domestic financial institutions to encourage and expand access to banking, insurance and financial services for all","8.10.1","(a) Number of commercial bank branches per 100,000 adults and (b) number of automated teller machines (ATMs) per 100,000 adults","1","FB_CBK_BRCH","Number of commercial bank branches per 100,000 adults","2019.Q1.G.01","NUMBER","Number","15+","15 years old and over","G","Global","","","","","","","","","","","","","","","","",""
"238","Falkland Islands (Malvinas)","FLK","-58.75246778","-51.74562601","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.10","Strengthen the capacity of domestic financial institutions to encourage and expand access to banking, insurance and financial services for all","8.10.1","(a) Number of commercial bank branches per 100,000 adults and (b) number of automated teller machines (ATMs) per 100,000 adults","1","FB_CBK_BRCH","Number of commercial bank branches per 100,000 adults","2019.Q1.G.01","NUMBER","Number","15+","15 years old and over","G","Global","","","","","","","","","","","","","","","","",""
"239","South Georgia and the South Sandwich Islands","SGS","-36.90662765","-54.20736749","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.10","Strengthen the capacity of domestic financial institutions to encourage and expand access to banking, insurance and financial services for all","8.10.1","(a) Number of commercial bank branches per 100,000 adults and (b) number of automated teller machines (ATMs) per 100,000 adults","1","FB_CBK_BRCH","Number of commercial bank branches per 100,000 adults","2019.Q1.G.01","NUMBER","Number","15+","15 years old and over","G","Global","","","","","","","","","","","","","","","","",""
"242","Fiji","FJI","177.9660884","-17.83301566","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.10","Strengthen the capacity of domestic financial institutions to encourage and expand access to banking, insurance and financial services for all","8.10.1","(a) Number of commercial bank branches per 100,000 adults and (b) number of automated teller machines (ATMs) per 100,000 adults","1","FB_CBK_BRCH","Number of commercial bank branches per 100,000 adults","2019.Q1.G.01","NUMBER","Number","15+","15 years old and over","G","Global","9.25684","9.63347","10.5864","11.30927","11.64673","11.30103","11.13682","10.87774","10.4653","11.02214","12.20678","12.26982","11.84214",2016.0,"11.84214","Country data","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS"
"246","Finland","FIN","23.308447","61.91586738","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.10","Strengthen the capacity of domestic financial institutions to encourage and expand access to banking, insurance and financial services for all","8.10.1","(a) Number of commercial bank branches per 100,000 adults and (b) number of automated teller machines (ATMs) per 100,000 adults","1","FB_CBK_BRCH","Number of commercial bank branches per 100,000 adults","2019.Q1.G.01","NUMBER","Number","15+","15 years old and over","G","Global","13.16947","14.41268","16.94723","16.11028","16.0664","14.96789","15.5008","15.08785","13.59251","12.20424","12.06441","6.54821","5.44007",2016.0,"5.44007","Country data","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS"
"248","Åland Islands","ALA","19.80945969","60.1544901","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.10","Strengthen the capacity of domestic financial institutions to encourage and expand access to banking, insurance and financial services for all","8.10.1","(a) Number of commercial bank branches per 100,000 adults and (b) number of automated teller machines (ATMs) per 100,000 adults","1","FB_CBK_BRCH","Number of commercial bank branches per 100,000 adults","2019.Q1.G.01","NUMBER","Number","15+","15 years old and over","G","Global","","","","","","","","","","","","","","","","",""
"250","France","FRA","2.457288129","46.62660861","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.10","Strengthen the capacity of domestic financial institutions to encourage and expand access to banking, insurance and financial services for all","8.10.1","(a) Number of commercial bank branches per 100,000 adults and (b) number of automated teller machines (ATMs) per 100,000 adults","1","FB_CBK_BRCH","Number of commercial bank branches per 100,000 adults","2019.Q1.G.01","NUMBER","Number","15+","15 years old and over","G","Global","21.55021","21.99119","45.86776","44.86907","44.54222","41.90651","41.55033","41.35464","38.96073","38.58395","37.9957","37.52082","37.06002",2016.0,"37.06002","Country data","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS"
"254","French Guiana","GUF","-53.23619089","3.922673437","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.10","Strengthen the capacity of domestic financial institutions to encourage and expand access to banking, insurance and financial services for all","8.10.1","(a) Number of commercial bank branches per 100,000 adults and (b) number of automated teller machines (ATMs) per 100,000 adults","1","FB_CBK_BRCH","Number of commercial bank branches per 100,000 adults","2019.Q1.G.01","NUMBER","Number","15+","15 years old and over","G","Global","","","","","","","","","","","","","","","","",""
"258","French Polynesia","PYF","-149.4052367","-17.67709294","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.10","Strengthen the capacity of domestic financial institutions to encourage and expand access to banking, insurance and financial services for all","8.10.1","(a) Number of commercial bank branches per 100,000 adults and (b) number of automated teller machines (ATMs) per 100,000 adults","1","FB_CBK_BRCH","Number of commercial bank branches per 100,000 adults","2019.Q1.G.01","NUMBER","Number","15+","15 years old and over","G","Global","","","","","","","","","","","","","","","","",""
"260","French Southern Territories","ATF","69.64849091","-49.6068576","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.10","Strengthen the capacity of domestic financial institutions to encourage and expand access to banking, insurance and financial services for all","8.10.1","(a) Number of commercial bank branches per 100,000 adults and (b) number of automated teller machines (ATMs) per 100,000 adults","1","FB_CBK_BRCH","Number of commercial bank branches per 100,000 adults","2019.Q1.G.01","NUMBER","Number","15+","15 years old and over","G","Global","","","","","","","","","","","","","","","","",""
"262","Djibouti","DJI","42.18274707","11.56004161","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.10","Strengthen the capacity of domestic financial institutions to encourage and expand access to banking, insurance and financial services for all","8.10.1","(a) Number of commercial bank branches per 100,000 adults and (b) number of automated teller machines (ATMs) per 100,000 adults","1","FB_CBK_BRCH","Number of commercial bank branches per 100,000 adults","2019.Q1.G.01","NUMBER","Number","15+","15 years old and over","G","Global","2.11099","2.05509","2.40178","2.33956","3.03913","3.51623","4.3274","4.91646","5.13221","4.83566","5.36525","6.02628","5.89281",2016.0,"5.89281","Country data","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS"
"266","Gabon","GAB","11.78727747","-0.60687619","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.10","Strengthen the capacity of domestic financial institutions to encourage and expand access to banking, insurance and financial services for all","8.10.1","(a) Number of commercial bank branches per 100,000 adults and (b) number of automated teller machines (ATMs) per 100,000 adults","1","FB_CBK_BRCH","Number of commercial bank branches per 100,000 adults","2019.Q1.G.01","NUMBER","Number","15+","15 years old and over","G","Global","","3.97257","3.94004","4.01229","3.86419","4.22286","4.64491","5.21576","8.87118","9.23367","","","",2013.0,"9.23367","Country data","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS"
"268","Georgia","GEO","43.3713615","42.04813028","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.10","Strengthen the capacity of domestic financial institutions to encourage and expand access to banking, insurance and financial services for all","8.10.1","(a) Number of commercial bank branches per 100,000 adults and (b) number of automated teller machines (ATMs) per 100,000 adults","1","FB_CBK_BRCH","Number of commercial bank branches per 100,000 adults","2019.Q1.G.01","NUMBER","Number","15+","15 years old and over","G","Global","9.49061","10.93416","13.19599","16.16825","20.87443","19.89702","20.47466","22.87754","27.26606","32.33284","32.26355","32.13647","32.67462",2016.0,"32.67462","Country data","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS"
"270","Gambia","GMB","-15.39944785","13.45295927","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.10","Strengthen the capacity of domestic financial institutions to encourage and expand access to banking, insurance and financial services for all","8.10.1","(a) Number of commercial bank branches per 100,000 adults and (b) number of automated teller machines (ATMs) per 100,000 adults","1","FB_CBK_BRCH","Number of commercial bank branches per 100,000 adults","2019.Q1.G.01","NUMBER","Number","15+","15 years old and over","G","Global","4.25936","4.51026","5.25306","6.18518","7.40195","7.73297","9.45901","9.16126","8.76259","9.17182","8.96046","9.02799","8.10571",2016.0,"8.10571","Country data","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS"
"275","State of Palestine","PSE","35.25694122","31.94347933","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.10","Strengthen the capacity of domestic financial institutions to encourage and expand access to banking, insurance and financial services for all","8.10.1","(a) Number of commercial bank branches per 100,000 adults and (b) number of automated teller machines (ATMs) per 100,000 adults","1","FB_CBK_BRCH","Number of commercial bank branches per 100,000 adults","2019.Q1.G.01","NUMBER","Number","15+","15 years old and over","G","Global","8.77172","8.68385","9.05938","9.29323","10.4058","10.85112","10.47734","10.69569","10.50035","10.31094","10.76016","10.95389","11.83027",2016.0,"11.83027","Country data","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS"
"276","Germany","DEU","10.3806066","51.08862743","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.10","Strengthen the capacity of domestic financial institutions to encourage and expand access to banking, insurance and financial services for all","8.10.1","(a) Number of commercial bank branches per 100,000 adults and (b) number of automated teller machines (ATMs) per 100,000 adults","1","FB_CBK_BRCH","Number of commercial bank branches per 100,000 adults","2019.Q1.G.01","NUMBER","Number","15+","15 years old and over","G","Global","21.30151","20.20972","16.69511","16.31573","16.3244","15.86496","15.71192","15.84649","14.18075","14.8931","14.55075","14.04671","13.45917",2016.0,"13.45917","Country data","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS"
"288","Ghana","GHA","-1.205623522","7.964825185","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.10","Strengthen the capacity of domestic financial institutions to encourage and expand access to banking, insurance and financial services for all","8.10.1","(a) Number of commercial bank branches per 100,000 adults and (b) number of automated teller machines (ATMs) per 100,000 adults","1","FB_CBK_BRCH","Number of commercial bank branches per 100,000 adults","2019.Q1.G.01","NUMBER","Number","15+","15 years old and over","G","Global","3.06223","3.2293","3.59789","4.56253","4.7675","5.09572","5.36097","5.37828","5.66646","5.82495","6.04661","7.12012","7.12831",2016.0,"7.12831","Country data","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS"
"292","Gibraltar","GIB","-5.347561686","36.13895036","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.10","Strengthen the capacity of domestic financial institutions to encourage and expand access to banking, insurance and financial services for all","8.10.1","(a) Number of commercial bank branches per 100,000 adults and (b) number of automated teller machines (ATMs) per 100,000 adults","1","FB_CBK_BRCH","Number of commercial bank branches per 100,000 adults","2019.Q1.G.01","NUMBER","Number","15+","15 years old and over","G","Global","","","","","","","","","","","","","","","","",""
"296","Kiribati","KIR","-157.5643005","1.768837732","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.10","Strengthen the capacity of domestic financial institutions to encourage and expand access to banking, insurance and financial services for all","8.10.1","(a) Number of commercial bank branches per 100,000 adults and (b) number of automated teller machines (ATMs) per 100,000 adults","1","FB_CBK_BRCH","Number of commercial bank branches per 100,000 adults","2019.Q1.G.01","NUMBER","Number","15+","15 years old and over","G","Global","","","","","","","","5.98641","5.84881","5.70085","","","",2013.0,"5.70085","Country data","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS"
"300","Greece","GRC","22.58307827","39.47301873","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.10","Strengthen the capacity of domestic financial institutions to encourage and expand access to banking, insurance and financial services for all","8.10.1","(a) Number of commercial bank branches per 100,000 adults and (b) number of automated teller machines (ATMs) per 100,000 adults","1","FB_CBK_BRCH","Number of commercial bank branches per 100,000 adults","2019.Q1.G.01","NUMBER","Number","15+","15 years old and over","G","Global","34.17847","35.33331","38.16166","40.21209","42.65823","42.27041","41.25876","39.62103","37.70829","32.52237","28.16511","26.80904","24.68241",2016.0,"24.68241","Country data","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS"
"304","Greenland","GRL","-41.39371316","74.75625681","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.10","Strengthen the capacity of domestic financial institutions to encourage and expand access to banking, insurance and financial services for all","8.10.1","(a) Number of commercial bank branches per 100,000 adults and (b) number of automated teller machines (ATMs) per 100,000 adults","1","FB_CBK_BRCH","Number of commercial bank branches per 100,000 adults","2019.Q1.G.01","NUMBER","Number","15+","15 years old and over","G","Global","","","","","","","","","","","","","","","","",""
"308","Grenada","GRD","-61.68248568","12.11238395","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.10","Strengthen the capacity of domestic financial institutions to encourage and expand access to banking, insurance and financial services for all","8.10.1","(a) Number of commercial bank branches per 100,000 adults and (b) number of automated teller machines (ATMs) per 100,000 adults","1","FB_CBK_BRCH","Number of commercial bank branches per 100,000 adults","2019.Q1.G.01","NUMBER","Number","15+","15 years old and over","G","Global","38.07804","34.71017","34.20534","33.81897","33.51476","33.23363","32.94719","34.0283","35.07632","34.81266","34.57682","34.38089","27.84352",2016.0,"27.84352","Country data","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS"
"312","Guadeloupe","GLP","-61.64762115","16.14416917","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.10","Strengthen the capacity of domestic financial institutions to encourage and expand access to banking, insurance and financial services for all","8.10.1","(a) Number of commercial bank branches per 100,000 adults and (b) number of automated teller machines (ATMs) per 100,000 adults","1","FB_CBK_BRCH","Number of commercial bank branches per 100,000 adults","2019.Q1.G.01","NUMBER","Number","15+","15 years old and over","G","Global","","","","","","","","","","","","","","","","",""
"316","Guam","GUM","144.7029305","13.35485404","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.10","Strengthen the capacity of domestic financial institutions to encourage and expand access to banking, insurance and financial services for all","8.10.1","(a) Number of commercial bank branches per 100,000 adults and (b) number of automated teller machines (ATMs) per 100,000 adults","1","FB_CBK_BRCH","Number of commercial bank branches per 100,000 adults","2019.Q1.G.01","NUMBER","Number","15+","15 years old and over","G","Global","","","","","","","","","","","","","","","","",""
"320","Guatemala","GTM","-91.2312746","15.00273719","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.10","Strengthen the capacity of domestic financial institutions to encourage and expand access to banking, insurance and financial services for all","8.10.1","(a) Number of commercial bank branches per 100,000 adults and (b) number of automated teller machines (ATMs) per 100,000 adults","1","FB_CBK_BRCH","Number of commercial bank branches per 100,000 adults","2019.Q1.G.01","NUMBER","Number","15+","15 years old and over","G","Global","17.94271","17.72","17.36643","27.62763","30.25994","32.65424","33.3784","34.09057","34.58118","34.8241","34.55772","34.3886","33.34884",2016.0,"33.34884","Country data","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS"
"324","Guinea","GIN","-11.28173419","11.00210343","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.10","Strengthen the capacity of domestic financial institutions to encourage and expand access to banking, insurance and financial services for all","8.10.1","(a) Number of commercial bank branches per 100,000 adults and (b) number of automated teller machines (ATMs) per 100,000 adults","1","FB_CBK_BRCH","Number of commercial bank branches per 100,000 adults","2019.Q1.G.01","NUMBER","Number","15+","15 years old and over","G","Global","0.67889","0.66431","0.75864","0.82958","1.03367","1.21004","1.32768","1.47227","1.62372","1.68938","2.26778","2.52362","2.63606",2016.0,"2.63606","Country data","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS"
"328","Guyana","GUY","-58.97322037","4.788012784","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.10","Strengthen the capacity of domestic financial institutions to encourage and expand access to banking, insurance and financial services for all","8.10.1","(a) Number of commercial bank branches per 100,000 adults and (b) number of automated teller machines (ATMs) per 100,000 adults","1","FB_CBK_BRCH","Number of commercial bank branches per 100,000 adults","2019.Q1.G.01","NUMBER","Number","15+","15 years old and over","G","Global","6.06467","6.05265","6.20703","6.35513","6.49566","6.63182","6.76458","7.45766","7.73962","8.20104","8.46028","8.52948","8.42784",2016.0,"8.42784","Country data","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS"
"332","Haiti","HTI","-72.33640958","18.40426539","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.10","Strengthen the capacity of domestic financial institutions to encourage and expand access to banking, insurance and financial services for all","8.10.1","(a) Number of commercial bank branches per 100,000 adults and (b) number of automated teller machines (ATMs) per 100,000 adults","1","FB_CBK_BRCH","Number of commercial bank branches per 100,000 adults","2019.Q1.G.01","NUMBER","Number","15+","15 years old and over","G","Global","3.15364","3.13412","3.06311","2.92917","2.88243","2.86867","2.44875","2.59735","2.69345","2.68225","2.67195","2.6631","",2015.0,"2.6631","Country data","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS"
"334","Heard Island and McDonald Islands","HMD","73.52633626","-53.09106147","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.10","Strengthen the capacity of domestic financial institutions to encourage and expand access to banking, insurance and financial services for all","8.10.1","(a) Number of commercial bank branches per 100,000 adults and (b) number of automated teller machines (ATMs) per 100,000 adults","1","FB_CBK_BRCH","Number of commercial bank branches per 100,000 adults","2019.Q1.G.01","NUMBER","Number","15+","15 years old and over","G","Global","","","","","","","","","","","","","","","","",""
"336","Holy See","VAT","12.45315803","41.90343751","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.10","Strengthen the capacity of domestic financial institutions to encourage and expand access to banking, insurance and financial services for all","8.10.1","(a) Number of commercial bank branches per 100,000 adults and (b) number of automated teller machines (ATMs) per 100,000 adults","1","FB_CBK_BRCH","Number of commercial bank branches per 100,000 adults","2019.Q1.G.01","NUMBER","Number","15+","15 years old and over","G","Global","","","","","","","","","","","","","","","","",""
"340","Honduras","HND","-86.59974381","14.82243161","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.10","Strengthen the capacity of domestic financial institutions to encourage and expand access to banking, insurance and financial services for all","8.10.1","(a) Number of commercial bank branches per 100,000 adults and (b) number of automated teller machines (ATMs) per 100,000 adults","1","FB_CBK_BRCH","Number of commercial bank branches per 100,000 adults","2019.Q1.G.01","NUMBER","Number","15+","15 years old and over","G","Global","15.27486","16.02531","17.96784","21.37689","22.66875","21.7447","19.07984","19.35103","21.23541","21.5634","21.42212","19.41859","19.64496",2016.0,"19.64496","Country data","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS"
"344","China, Hong Kong Special Administrative Region","HKG","114.0266445","22.41749934","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.10","Strengthen the capacity of domestic financial institutions to encourage and expand access to banking, insurance and financial services for all","8.10.1","(a) Number of commercial bank branches per 100,000 adults and (b) number of automated teller machines (ATMs) per 100,000 adults","1","FB_CBK_BRCH","Number of commercial bank branches per 100,000 adults","2019.Q1.G.01","NUMBER","Number","15+","15 years old and over","G","Global","23.55472","23.23765","23.06117","23.42413","23.8009","23.51908","23.84471","23.83335","23.2582","22.79475","22.52853","22.12973","21.43189",2016.0,"21.43189","Country data","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS"
"348","Hungary","HUN","19.41221519","47.1651448","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.10","Strengthen the capacity of domestic financial institutions to encourage and expand access to banking, insurance and financial services for all","8.10.1","(a) Number of commercial bank branches per 100,000 adults and (b) number of automated teller machines (ATMs) per 100,000 adults","1","FB_CBK_BRCH","Number of commercial bank branches per 100,000 adults","2019.Q1.G.01","NUMBER","Number","15+","15 years old and over","G","Global","13.79081","14.80907","16.14962","17.33662","17.98837","17.65176","16.78415","16.43946","16.07883","15.41141","15.50251","15.12778","14.6992",2016.0,"14.6992","Country data","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS"
"352","Iceland","ISL","-19.02116966","64.79134763","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.10","Strengthen the capacity of domestic financial institutions to encourage and expand access to banking, insurance and financial services for all","8.10.1","(a) Number of commercial bank branches per 100,000 adults and (b) number of automated teller machines (ATMs) per 100,000 adults","1","FB_CBK_BRCH","Number of commercial bank branches per 100,000 adults","2019.Q1.G.01","NUMBER","Number","15+","15 years old and over","G","Global","90.90122","86.1775","77.58179","73.31082","69.67993","60.84659","57.56329","52.20438","47.14086","43.125","40.28657","36.41649","35.60154",2016.0,"35.60154","Country data","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS"
"356","India","IND","79.3608464","22.34642074","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.10","Strengthen the capacity of domestic financial institutions to encourage and expand access to banking, insurance and financial services for all","8.10.1","(a) Number of commercial bank branches per 100,000 adults and (b) number of automated teller machines (ATMs) per 100,000 adults","1","FB_CBK_BRCH","Number of commercial bank branches per 100,000 adults","2019.Q1.G.01","NUMBER","Number","15+","15 years old and over","G","Global","8.96515","8.92713","8.89685","9.00683","9.31359","9.60238","10.03731","10.51204","11.18393","11.85125","12.86703","13.54457","14.05615",2016.0,"14.05615","Country data","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS"
"360","Indonesia","IDN","113.9174","-0.994582204","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.10","Strengthen the capacity of domestic financial institutions to encourage and expand access to banking, insurance and financial services for all","8.10.1","(a) Number of commercial bank branches per 100,000 adults and (b) number of automated teller machines (ATMs) per 100,000 adults","1","FB_CBK_BRCH","Number of commercial bank branches per 100,000 adults","2019.Q1.G.01","NUMBER","Number","15+","15 years old and over","G","Global","5.16616","5.27598","5.72188","5.96973","6.57848","7.63431","8.10295","14.7069","16.89586","17.69797","17.91836","17.75491","17.38709",2016.0,"17.38709","Country data","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS"
"364","Iran (Islamic Republic of)","IRN","54.19766348","32.74370885","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.10","Strengthen the capacity of domestic financial institutions to encourage and expand access to banking, insurance and financial services for all","8.10.1","(a) Number of commercial bank branches per 100,000 adults and (b) number of automated teller machines (ATMs) per 100,000 adults","1","FB_CBK_BRCH","Number of commercial bank branches per 100,000 adults","2019.Q1.G.01","NUMBER","Number","15+","15 years old and over","G","Global","28.31294","27.61535","27.39306","27.5282","28.32288","28.0089","25.8275","29.09752","26.70574","27.27398","27.22233","30.89137","31.29941",2016.0,"31.29941","Country data","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS"
"368","Iraq","IRQ","43.76606267","33.05013795","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.10","Strengthen the capacity of domestic financial institutions to encourage and expand access to banking, insurance and financial services for all","8.10.1","(a) Number of commercial bank branches per 100,000 adults and (b) number of automated teller machines (ATMs) per 100,000 adults","1","FB_CBK_BRCH","Number of commercial bank branches per 100,000 adults","2019.Q1.G.01","NUMBER","Number","15+","15 years old and over","G","Global","","","3.36815","3.33091","3.32326","4.66373","5.10085","4.95831","5.41662","5.34997","5.25115","4.89486","4.0819",2016.0,"4.0819","Country data","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS"
"372","Ireland","IRL","-7.121425272","53.25274054","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.10","Strengthen the capacity of domestic financial institutions to encourage and expand access to banking, insurance and financial services for all","8.10.1","(a) Number of commercial bank branches per 100,000 adults and (b) number of automated teller machines (ATMs) per 100,000 adults","1","FB_CBK_BRCH","Number of commercial bank branches per 100,000 adults","2019.Q1.G.01","NUMBER","Number","15+","15 years old and over","G","Global","35.69051","34.38118","33.70483","32.92336","33.4691","34.11718","27.95957","26.99348","24.47239","22.89493","21.96323","21.938","21.51365",2016.0,"21.51365","Country data","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS"
"376","Israel","ISR","34.62277992","31.06164552","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.10","Strengthen the capacity of domestic financial institutions to encourage and expand access to banking, insurance and financial services for all","8.10.1","(a) Number of commercial bank branches per 100,000 adults and (b) number of automated teller machines (ATMs) per 100,000 adults","1","FB_CBK_BRCH","Number of commercial bank branches per 100,000 adults","2019.Q1.G.01","NUMBER","Number","15+","15 years old and over","G","Global","19.78889","19.60197","19.4059","19.45556","19.82575","19.68292","21.5533","21.87753","21.85172","21.48577","20.85373","20.06461","18.85757",2016.0,"18.85757","Country data","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS"
"380","Italy","ITA","12.57022427","42.79917282","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.10","Strengthen the capacity of domestic financial institutions to encourage and expand access to banking, insurance and financial services for all","8.10.1","(a) Number of commercial bank branches per 100,000 adults and (b) number of automated teller machines (ATMs) per 100,000 adults","1","FB_CBK_BRCH","Number of commercial bank branches per 100,000 adults","2019.Q1.G.01","NUMBER","Number","15+","15 years old and over","G","Global","56.17271","56.72385","57.95721","59.12251","62.56469","59.65565","58.39653","57.95705","56.42957","53.2591","50.78583","49.55885","48.65726",2016.0,"48.65726","Country data","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS"
