series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Units	Type of product	Units description	Type of product description	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	204	2.339933594	9.65401646	BEN	Benin	1	KG_PER_CON_USD	NMM	Kilograms per constant USD	Non-metallic minerals	1.26935	1.85722	1.49072	1.58747	1.29538	1.42378	2.40938	2.24419	2.13555	2.18452	2.17841	2.30031	2.19332	2.19054	2.14711	2.13208	2.11363	2.155336	2016	2.11363	Environment Live Global Material Flows Database	E
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	204	2.339933594	9.65401646	BEN	Benin	2	KG_PER_CON_USD	MEO	Kilograms per constant USD	Metal ores	0.0353	0.03542	0.03666	0.0382	0.0364	0.04323	0.0438	0.04548	0.0478	0.04951	0.04669	0.05042	0.05108	0.06197	0.05976	0.05805	0.0579	0.057752	2016	0.0579	Environment Live Global Material Flows Database	E
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	204	2.339933594	9.65401646	BEN	Benin	3	KG_PER_CON_USD	FOF	Kilograms per constant USD	Fossil fuels	0.04745	0.04618	0.04999	0.05114	0.05004	0.05429	0.05211	0.05184	0.05374	0.05007	0.04842	0.04861	0.04654	0.05342	0.05015	0.04738	0.04592	0.048682	2016	0.04592	Environment Live Global Material Flows Database	E
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	204	2.339933594	9.65401646	BEN	Benin	4	KG_PER_CON_USD	RAW	Kilograms per constant USD	All raw materials	3.74237	4.43968	4.07887	4.3501	4.21701	4.23663	5.03275	5.04013	5.189	5.44024	5.29199	5.48072	5.32172	5.28852	5.19308	5.09038	4.99136	5.177012	2016	4.99136	Environment Live Global Material Flows Database	E
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	204	2.339933594	9.65401646	BEN	Benin	5	KG_PER_CON_USD	BIM	Kilograms per constant USD	Biomass	2.39028	2.50085	2.50149	2.67329	2.83518	2.71534	2.52745	2.69862	2.95191	3.15614	3.01848	3.08138	3.03077	2.9826	2.93606	2.85286	2.77391	2.91524	2016	2.77391	Environment Live Global Material Flows Database	E
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	208	9.326571283	56.03829721	DNK	Denmark	1	KG_PER_CON_USD	NMM	Kilograms per constant USD	Non-metallic minerals	0.18023	0.17388	0.1827	0.18656	0.19775	0.1945	0.21122	0.2503	0.23456	0.21744	0.21703	0.22343	0.20502	0.20637	0.20539	0.20439	0.20267	0.204768	2016	0.20267	Environment Live Global Material Flows Database	E
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	208	9.326571283	56.03829721	DNK	Denmark	2	KG_PER_CON_USD	MEO	Kilograms per constant USD	Metal ores	0.03676	0.03282	0.0352	0.03464	0.03522	0.03537	0.03657	0.0371	0.03768	0.03578	0.03433	0.03429	0.03507	0.03617	0.03515	0.03551	0.03573	0.035526	2016	0.03573	Environment Live Global Material Flows Database	E
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	208	9.326571283	56.03829721	DNK	Denmark	3	KG_PER_CON_USD	FOF	Kilograms per constant USD	Fossil fuels	0.08687	0.0841	0.08953	0.0912	0.09295	0.09296	0.09173	0.08938	0.09267	0.09288	0.08498	0.07946	0.07903	0.07713	0.07456	0.07259	0.07104	0.07487	2016	0.07104	Environment Live Global Material Flows Database	E
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	208	9.326571283	56.03829721	DNK	Denmark	4	KG_PER_CON_USD	RAW	Kilograms per constant USD	All raw materials	0.40548	0.38556	0.40544	0.41141	0.42362	0.42011	0.43043	0.46999	0.4607	0.44477	0.42699	0.42586	0.40827	0.40959	0.40616	0.40302	0.39915	0.405238	2016	0.39915	Environment Live Global Material Flows Database	E
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	208	9.326571283	56.03829721	DNK	Denmark	5	KG_PER_CON_USD	BIM	Kilograms per constant USD	Biomass	0.10162	0.09476	0.09801	0.09901	0.09769	0.09729	0.0909	0.09321	0.09579	0.09867	0.09065	0.08868	0.08915	0.08992	0.09106	0.09053	0.0897	0.090072	2016	0.0897	Environment Live Global Material Flows Database	E
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	212	-61.3493756	15.43391378	DMA	Dominica	1	KG_PER_CON_USD	NMM	Kilograms per constant USD	Non-metallic minerals																						
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	212	-61.3493756	15.43391378	DMA	Dominica	2	KG_PER_CON_USD	MEO	Kilograms per constant USD	Metal ores																						
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	212	-61.3493756	15.43391378	DMA	Dominica	3	KG_PER_CON_USD	FOF	Kilograms per constant USD	Fossil fuels																						
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	212	-61.3493756	15.43391378	DMA	Dominica	4	KG_PER_CON_USD	RAW	Kilograms per constant USD	All raw materials																						
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	212	-61.3493756	15.43391378	DMA	Dominica	5	KG_PER_CON_USD	BIM	Kilograms per constant USD	Biomass																						
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	214	-70.49847576	18.89832088	DOM	Dominican Republic	1	KG_PER_CON_USD	NMM	Kilograms per constant USD	Non-metallic minerals	0.81843	0.72067	0.96799	0.79671	0.7237	0.76474	0.71051	0.65037	0.67147	0.55475	0.59477	0.62559	0.6159	0.51821	0.48794	0.45664	0.42901	0.50154	2016	0.42901	Environment Live Global Material Flows Database	E
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	214	-70.49847576	18.89832088	DOM	Dominican Republic	2	KG_PER_CON_USD	MEO	Kilograms per constant USD	Metal ores	0.12706	0.10019	0.09619	0.0767	0.08022	0.09426	0.08322	0.08246	0.08078	0.08328	0.08378	0.11665	0.13483	0.22818	0.2549	0.2416	0.22982	0.217866	2016	0.22982	Environment Live Global Material Flows Database	E
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	214	-70.49847576	18.89832088	DOM	Dominican Republic	3	KG_PER_CON_USD	FOF	Kilograms per constant USD	Fossil fuels	0.05588	0.04862	0.04494	0.04017	0.0407	0.05245	0.04576	0.04461	0.04803	0.0428	0.0482	0.06424	0.0627	0.05731	0.05386	0.04956	0.04711	0.054108	2016	0.04711	Environment Live Global Material Flows Database	E
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	214	-70.49847576	18.89832088	DOM	Dominican Republic	4	KG_PER_CON_USD	RAW	Kilograms per constant USD	All raw materials	1.22181	1.09828	1.33347	1.10181	1.02632	1.10238	1.02983	0.96912	0.99417	0.89769	0.93958	1.02032	1.02603	1.00904	0.99198	0.93335	0.88314	0.968708	2016	0.88314	Environment Live Global Material Flows Database	E
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	214	-70.49847576	18.89832088	DOM	Dominican Republic	5	KG_PER_CON_USD	BIM	Kilograms per constant USD	Biomass	0.22043	0.22879	0.22435	0.18823	0.1817	0.19092	0.19035	0.19168	0.19389	0.21687	0.21283	0.21384	0.2126	0.20534	0.19528	0.18555	0.17719	0.195192	2016	0.17719	Environment Live Global Material Flows Database	E
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	218	-78.37005241	-1.447785891	ECU	Ecuador	1	KG_PER_CON_USD	NMM	Kilograms per constant USD	Non-metallic minerals	0.57948	0.66686	0.72584	0.67523	0.64067	0.61049	0.68297	0.74113	0.80608	0.94567	0.86938	0.88927	0.83239	0.85387	0.85096	0.88046	0.93126	0.869788	2016	0.93126	Environment Live Global Material Flows Database	E
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	218	-78.37005241	-1.447785891	ECU	Ecuador	2	KG_PER_CON_USD	MEO	Kilograms per constant USD	Metal ores	0.06961	0.07935	0.08528	0.09424	0.08615	0.08493	0.08166	0.08006	0.07979	0.08206	0.08316	0.08019	0.07905	0.09548	0.08963	0.09174	0.0961	0.0904	2016	0.0961	Environment Live Global Material Flows Database	E
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	218	-78.37005241	-1.447785891	ECU	Ecuador	3	KG_PER_CON_USD	FOF	Kilograms per constant USD	Fossil fuels	0.32625	0.37206	0.36744	0.38604	0.40109	0.38476	0.3611	0.33278	0.31775	0.32428	0.31384	0.29505	0.28256	0.29455	0.29504	0.2905	0.30162	0.292854	2016	0.30162	Environment Live Global Material Flows Database	E
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	218	-78.37005241	-1.447785891	ECU	Ecuador	4	KG_PER_CON_USD	RAW	Kilograms per constant USD	All raw materials	1.65195	1.81865	1.86389	1.81261	1.7491	1.66851	1.69702	1.74888	1.82688	2.0135	1.922	1.86448	1.75653	1.7904	1.74821	1.78407	1.87234	1.79031	2016	1.87234	Environment Live Global Material Flows Database	E
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	218	-78.37005241	-1.447785891	ECU	Ecuador	5	KG_PER_CON_USD	BIM	Kilograms per constant USD	Biomass	0.6766	0.70037	0.68534	0.6571	0.62119	0.58833	0.57129	0.5949	0.62326	0.66149	0.65563	0.59996	0.56253	0.5465	0.51257	0.52138	0.54335	0.537266	2016	0.54335	Environment Live Global Material Flows Database	E
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	222	-88.86862995	13.73603564	SLV	El Salvador	1	KG_PER_CON_USD	NMM	Kilograms per constant USD	Non-metallic minerals	0.83403	0.75634	0.75333	0.75676	0.67317	0.64784	0.66901	0.68076	0.62962	0.61554	0.64862	0.65357	0.62572	0.62088	0.62185	0.61612	0.61001	0.618916	2016	0.61001	Environment Live Global Material Flows Database	E
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	222	-88.86862995	13.73603564	SLV	El Salvador	2	KG_PER_CON_USD	MEO	Kilograms per constant USD	Metal ores	0.12176	0.09731	0.08915	0.08669	0.0767	0.07729	0.08476	0.09043	0.08972	0.08657	0.09769	0.11131	0.11059	0.11558	0.12574	0.12713	0.12836	0.12148	2016	0.12836	Environment Live Global Material Flows Database	E
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	222	-88.86862995	13.73603564	SLV	El Salvador	3	KG_PER_CON_USD	FOF	Kilograms per constant USD	Fossil fuels	0.08709	0.07658	0.07374	0.073	0.0729	0.07258	0.07481	0.07541	0.07749	0.06848	0.07315	0.07813	0.08072	0.08003	0.07967	0.07679	0.07602	0.078646	2016	0.07602	Environment Live Global Material Flows Database	E
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	222	-88.86862995	13.73603564	SLV	El Salvador	4	KG_PER_CON_USD	RAW	Kilograms per constant USD	All raw materials	1.66707	1.53229	1.49416	1.46651	1.37429	1.31124	1.34636	1.36721	1.32193	1.34685	1.35961	1.37066	1.39159	1.40037	1.40101	1.38985	1.38007	1.392578	2016	1.38007	Environment Live Global Material Flows Database	E
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	222	-88.86862995	13.73603564	SLV	El Salvador	5	KG_PER_CON_USD	BIM	Kilograms per constant USD	Biomass	0.62419	0.60206	0.57794	0.55006	0.55152	0.51354	0.51779	0.52061	0.5251	0.57626	0.54015	0.52765	0.57455	0.58389	0.57375	0.56981	0.56568	0.573536	2016	0.56568	Environment Live Global Material Flows Database	E
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	226	10.46535826	1.565792376	GNQ	Equatorial Guinea	1	KG_PER_CON_USD	NMM	Kilograms per constant USD	Non-metallic minerals																						
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	226	10.46535826	1.565792376	GNQ	Equatorial Guinea	2	KG_PER_CON_USD	MEO	Kilograms per constant USD	Metal ores																						
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	226	10.46535826	1.565792376	GNQ	Equatorial Guinea	3	KG_PER_CON_USD	FOF	Kilograms per constant USD	Fossil fuels																						
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	226	10.46535826	1.565792376	GNQ	Equatorial Guinea	4	KG_PER_CON_USD	RAW	Kilograms per constant USD	All raw materials																						
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	226	10.46535826	1.565792376	GNQ	Equatorial Guinea	5	KG_PER_CON_USD	BIM	Kilograms per constant USD	Biomass																						
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	231	39.63505296	8.631223181	ETH	Ethiopia	1	KG_PER_CON_USD	NMM	Kilograms per constant USD	Non-metallic minerals																						
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	231	39.63505296	8.631223181	ETH	Ethiopia	2	KG_PER_CON_USD	MEO	Kilograms per constant USD	Metal ores																						
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	231	39.63505296	8.631223181	ETH	Ethiopia	3	KG_PER_CON_USD	FOF	Kilograms per constant USD	Fossil fuels																						
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	231	39.63505296	8.631223181	ETH	Ethiopia	4	KG_PER_CON_USD	RAW	Kilograms per constant USD	All raw materials																						
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	231	39.63505296	8.631223181	ETH	Ethiopia	5	KG_PER_CON_USD	BIM	Kilograms per constant USD	Biomass																						
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	232	38.11074289	16.12894644	ERI	Eritrea	1	KG_PER_CON_USD	NMM	Kilograms per constant USD	Non-metallic minerals	0.37843	0.49703	0.99013	0.4568	0.56222	0.66631	0.39535	0.46432	0.4841	0.51148	0.50939	0.39955	0.32625	0.32558	0.31044	0.29586	0.28498	0.308622	2016	0.28498	Environment Live Global Material Flows Database	E
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	232	38.11074289	16.12894644	ERI	Eritrea	2	KG_PER_CON_USD	MEO	Kilograms per constant USD	Metal ores	0.07442	0.06241	0.05525	0.04675	0.04835	0.04963	0.04755	0.04575	0.04398	0.04745	0.05124	1.1394	0.90927	1.06629	3.0939	5.09562	6.98279	3.429574	2016	6.98279	Environment Live Global Material Flows Database	E
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	232	38.11074289	16.12894644	ERI	Eritrea	3	KG_PER_CON_USD	FOF	Kilograms per constant USD	Fossil fuels	0.05847	0.05405	0.06706	0.05209	0.05255	0.05333	0.04157	0.03576	0.04065	0.04268	0.04388	0.04295	0.03873	0.04003	0.0389	0.03606	0.03522	0.037788	2016	0.03522	Environment Live Global Material Flows Database	E
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	232	38.11074289	16.12894644	ERI	Eritrea	4	KG_PER_CON_USD	RAW	Kilograms per constant USD	All raw materials	2.07555	2.70839	2.55758	2.31834	2.52438	2.96924	2.69291	2.96153	2.53109	2.76143	2.7256	3.43357	2.99355	3.17682	5.10212	7.03969	8.8759	5.437616	2016	8.8759	Environment Live Global Material Flows Database	E
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	232	38.11074289	16.12894644	ERI	Eritrea	5	KG_PER_CON_USD	BIM	Kilograms per constant USD	Biomass	1.56422	2.09491	1.44514	1.76271	1.86125	2.19997	2.20844	2.4157	1.96235	2.15982	2.12109	1.85166	1.7193	1.74493	1.65888	1.61214	1.57291	1.661632	2016	1.57291	Environment Live Global Material Flows Database	E
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	233	25.84093481	58.68487172	EST	Estonia	1	KG_PER_CON_USD	NMM	Kilograms per constant USD	Non-metallic minerals	0.32901	0.328	0.38418	0.43868	0.50106	0.53472	0.57537	0.68832	0.61827	0.57947	0.54133	0.53017	0.49782	0.53487	0.52258	0.53145	0.53786	0.524916	2016	0.53786	Environment Live Global Material Flows Database	E
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	233	25.84093481	58.68487172	EST	Estonia	2	KG_PER_CON_USD	MEO	Kilograms per constant USD	Metal ores	0.07286	0.06958	0.07438	0.07611	0.07598	0.0749	0.07598	0.07452	0.07587	0.07272	0.07336	0.0766	0.07468	0.07942	0.0773	0.07815	0.07871	0.077652	2016	0.07871	Environment Live Global Material Flows Database	E
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	233	25.84093481	58.68487172	EST	Estonia	3	KG_PER_CON_USD	FOF	Kilograms per constant USD	Fossil fuels	0.55314	0.55859	0.57623	0.67408	0.66057	0.62243	0.58083	0.64055	0.66112	0.72481	0.76399	0.71346	0.68468	0.73769	0.72418	0.6796	0.68325	0.70188	2016	0.68325	Environment Live Global Material Flows Database	E
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	233	25.84093481	58.68487172	EST	Estonia	4	KG_PER_CON_USD	RAW	Kilograms per constant USD	All raw materials	1.30339	1.28453	1.36359	1.52292	1.53695	1.50941	1.48313	1.65075	1.6092	1.66968	1.64479	1.58189	1.51696	1.62639	1.60848	1.57315	1.58258	1.581512	2016	1.58258	Environment Live Global Material Flows Database	E
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	233	25.84093481	58.68487172	EST	Estonia	5	KG_PER_CON_USD	BIM	Kilograms per constant USD	Biomass	0.34839	0.32837	0.32881	0.33404	0.29934	0.27735	0.25095	0.24737	0.25394	0.29268	0.26611	0.26167	0.25978	0.27441	0.28442	0.28395	0.28276	0.277064	2016	0.28276	Environment Live Global Material Flows Database	E
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	234	-7.122044325	62.21228119	FRO	Faroe Islands	1	KG_PER_CON_USD	NMM	Kilograms per constant USD	Non-metallic minerals																						
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	234	-7.122044325	62.21228119	FRO	Faroe Islands	2	KG_PER_CON_USD	MEO	Kilograms per constant USD	Metal ores																						
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	234	-7.122044325	62.21228119	FRO	Faroe Islands	3	KG_PER_CON_USD	FOF	Kilograms per constant USD	Fossil fuels																						
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	234	-7.122044325	62.21228119	FRO	Faroe Islands	4	KG_PER_CON_USD	RAW	Kilograms per constant USD	All raw materials																						
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	234	-7.122044325	62.21228119	FRO	Faroe Islands	5	KG_PER_CON_USD	BIM	Kilograms per constant USD	Biomass																						
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	238	-58.75246778	-51.74562601	FLK	Falkland Islands (Malvinas)	1	KG_PER_CON_USD	NMM	Kilograms per constant USD	Non-metallic minerals																						
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	238	-58.75246778	-51.74562601	FLK	Falkland Islands (Malvinas)	2	KG_PER_CON_USD	MEO	Kilograms per constant USD	Metal ores																						
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	238	-58.75246778	-51.74562601	FLK	Falkland Islands (Malvinas)	3	KG_PER_CON_USD	FOF	Kilograms per constant USD	Fossil fuels																						
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	238	-58.75246778	-51.74562601	FLK	Falkland Islands (Malvinas)	4	KG_PER_CON_USD	RAW	Kilograms per constant USD	All raw materials																						
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	238	-58.75246778	-51.74562601	FLK	Falkland Islands (Malvinas)	5	KG_PER_CON_USD	BIM	Kilograms per constant USD	Biomass																						
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	239	-36.90662765	-54.20736749	SGS	South Georgia and the South Sandwich Islands	1	KG_PER_CON_USD	NMM	Kilograms per constant USD	Non-metallic minerals																						
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	239	-36.90662765	-54.20736749	SGS	South Georgia and the South Sandwich Islands	2	KG_PER_CON_USD	MEO	Kilograms per constant USD	Metal ores																						
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	239	-36.90662765	-54.20736749	SGS	South Georgia and the South Sandwich Islands	3	KG_PER_CON_USD	FOF	Kilograms per constant USD	Fossil fuels																						
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	239	-36.90662765	-54.20736749	SGS	South Georgia and the South Sandwich Islands	4	KG_PER_CON_USD	RAW	Kilograms per constant USD	All raw materials																						
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	239	-36.90662765	-54.20736749	SGS	South Georgia and the South Sandwich Islands	5	KG_PER_CON_USD	BIM	Kilograms per constant USD	Biomass																						
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	242	177.9660884	-17.83301566	FJI	Fiji	1	KG_PER_CON_USD	NMM	Kilograms per constant USD	Non-metallic minerals	0.38807	0.38599	0.40477	0.53002	0.70183	0.73653	0.79615	0.90888	0.76034	0.69059	0.70537	0.69	0.57154	0.65594	0.63609	0.62759	0.64022	0.626276	2016	0.64022	Environment Live Global Material Flows Database	E
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	242	177.9660884	-17.83301566	FJI	Fiji	2	KG_PER_CON_USD	MEO	Kilograms per constant USD	Metal ores	0.3272	0.42068	0.34883	0.37926	0.42448	0.35506	0.28785	0.18843	0.2614	0.26338	0.31099	0.29754	0.34806	0.44389	0.40902	0.40207	0.40894	0.402396	2016	0.40894	Environment Live Global Material Flows Database	E
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	242	177.9660884	-17.83301566	FJI	Fiji	3	KG_PER_CON_USD	FOF	Kilograms per constant USD	Fossil fuels	0.09232	0.09247	0.09474	0.10124	0.10406	0.11227	0.11162	0.10644	0.12758	0.10709	0.11358	0.12007	0.11054	0.12741	0.12339	0.11889	0.1211	0.120266	2016	0.1211	Environment Live Global Material Flows Database	E
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	242	177.9660884	-17.83301566	FJI	Fiji	4	KG_PER_CON_USD	RAW	Kilograms per constant USD	All raw materials	1.63251	1.68762	1.64083	1.78911	2.09508	2.04143	2.15383	2.01745	1.90338	1.75606	1.69963	1.7165	1.53804	1.82218	1.7376	1.67805	1.68143	1.69146	2016	1.68143	Environment Live Global Material Flows Database	E
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	242	177.9660884	-17.83301566	FJI	Fiji	5	KG_PER_CON_USD	BIM	Kilograms per constant USD	Biomass	0.82492	0.78847	0.79249	0.77858	0.86471	0.83758	0.9582	0.81369	0.75405	0.695	0.56968	0.60889	0.5079	0.59495	0.56911	0.5295	0.51117	0.542526	2016	0.51117	Environment Live Global Material Flows Database	E
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	246	23.308447	61.91586738	FIN	Finland	1	KG_PER_CON_USD	NMM	Kilograms per constant USD	Non-metallic minerals	0.30068	0.40077	0.40342	0.41425	0.41475	0.4023	0.40101	0.41488	0.39294	0.36658	0.34682	0.35341	0.348	0.3503	0.34958	0.355	0.35359	0.351294	2016	0.35359	Environment Live Global Material Flows Database	E
