"GeoArea_Code","GeoArea_Desc","GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","Units_Code","Units_Desc","Age_Code","Age_Desc","Bounds_Code","Bounds_Desc","ReportingType_Code","ReportingType_Desc","Unitmultiplier_Code","Unitmultiplier_Desc","Value_2017.0","Latest_Year","Latest_Value","Nature_Desc","Source","Footnotes"
"30","Eastern Asia","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.2","Prevalence of malnutrition (weight for height >+2 or <-2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting and overweight)","1","SH_STA_WASTEN","Children moderately or severely wasted (millions)","2019.Q1.G.01","NUM_U5_M","Millions of children aged 0-59 months","<5Y","under 5 years old","LB","Lower bound","G","Global","UNIT","Units","1.6",2017.0,"1.6","Modeled data","Source: Joint Child Malnutrition Estimates (2018 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.","excluding Japan"
"34","Southern Asia","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.2","Prevalence of malnutrition (weight for height >+2 or <-2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting and overweight)","1","SH_STA_WASTEN","Children moderately or severely wasted (millions)","2019.Q1.G.01","NUM_U5_M","Millions of children aged 0-59 months","<5Y","under 5 years old","UB","Upper bound","G","Global","UNIT","Units","34.1",2017.0,"34.1","Modeled data","Source: Joint Child Malnutrition Estimates (2018 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",""
"34","Southern Asia","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.2","Prevalence of malnutrition (weight for height >+2 or <-2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting and overweight)","1","SH_STA_WASTEN","Children moderately or severely wasted (millions)","2019.Q1.G.01","NUM_U5_M","Millions of children aged 0-59 months","<5Y","under 5 years old","LB","Lower bound","G","Global","UNIT","Units","21.1",2017.0,"21.1","Modeled data","Source: Joint Child Malnutrition Estimates (2018 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",""
"34","Southern Asia","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.2","Prevalence of malnutrition (weight for height >+2 or <-2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting and overweight)","1","SH_STA_WASTEN","Children moderately or severely wasted (millions)","2019.Q1.G.01","NUM_U5_M","Millions of children aged 0-59 months","<5Y","under 5 years old","MP","Mid-point","G","Global","UNIT","Units","26.9",2017.0,"26.9","Modeled data","Source: Joint Child Malnutrition Estimates (2018 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",""
"35","South-Eastern Asia","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.2","Prevalence of malnutrition (weight for height >+2 or <-2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting and overweight)","1","SH_STA_WASTEN","Children moderately or severely wasted (millions)","2019.Q1.G.01","NUM_U5_M","Millions of children aged 0-59 months","<5Y","under 5 years old","LB","Lower bound","G","Global","UNIT","Units","3.7",2017.0,"3.7","Modeled data","Source: Joint Child Malnutrition Estimates (2018 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",""
"35","South-Eastern Asia","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.2","Prevalence of malnutrition (weight for height >+2 or <-2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting and overweight)","1","SH_STA_WASTEN","Children moderately or severely wasted (millions)","2019.Q1.G.01","NUM_U5_M","Millions of children aged 0-59 months","<5Y","under 5 years old","UB","Upper bound","G","Global","UNIT","Units","6.9",2017.0,"6.9","Modeled data","Source: Joint Child Malnutrition Estimates (2018 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",""
"35","South-Eastern Asia","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.2","Prevalence of malnutrition (weight for height >+2 or <-2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting and overweight)","1","SH_STA_WASTEN","Children moderately or severely wasted (millions)","2019.Q1.G.01","NUM_U5_M","Millions of children aged 0-59 months","<5Y","under 5 years old","MP","Mid-point","G","Global","UNIT","Units","5.1",2017.0,"5.1","Modeled data","Source: Joint Child Malnutrition Estimates (2018 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",""
"39","Southern Europe","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.2","Prevalence of malnutrition (weight for height >+2 or <-2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting and overweight)","1","SH_STA_WASTEN","Children moderately or severely wasted (millions)","2019.Q1.G.01","NUM_U5_M","Millions of children aged 0-59 months","<5Y","under 5 years old","MP","Mid-point","G","Global","UNIT","Units","","","","","",""
"39","Southern Europe","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.2","Prevalence of malnutrition (weight for height >+2 or <-2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting and overweight)","1","SH_STA_WASTEN","Children moderately or severely wasted (millions)","2019.Q1.G.01","NUM_U5_M","Millions of children aged 0-59 months","<5Y","under 5 years old","UB","Upper bound","G","Global","UNIT","Units","","","","","",""
"39","Southern Europe","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.2","Prevalence of malnutrition (weight for height >+2 or <-2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting and overweight)","1","SH_STA_WASTEN","Children moderately or severely wasted (millions)","2019.Q1.G.01","NUM_U5_M","Millions of children aged 0-59 months","<5Y","under 5 years old","LB","Lower bound","G","Global","UNIT","Units","","","","","",""
"53","Australia and New Zealand","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.2","Prevalence of malnutrition (weight for height >+2 or <-2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting and overweight)","1","SH_STA_WASTEN","Children moderately or severely wasted (millions)","2019.Q1.G.01","NUM_U5_M","Millions of children aged 0-59 months","<5Y","under 5 years old","LB","Lower bound","G","Global","UNIT","Units","","","","","",""
"53","Australia and New Zealand","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.2","Prevalence of malnutrition (weight for height >+2 or <-2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting and overweight)","1","SH_STA_WASTEN","Children moderately or severely wasted (millions)","2019.Q1.G.01","NUM_U5_M","Millions of children aged 0-59 months","<5Y","under 5 years old","UB","Upper bound","G","Global","UNIT","Units","","","","","",""
"53","Australia and New Zealand","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.2","Prevalence of malnutrition (weight for height >+2 or <-2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting and overweight)","1","SH_STA_WASTEN","Children moderately or severely wasted (millions)","2019.Q1.G.01","NUM_U5_M","Millions of children aged 0-59 months","<5Y","under 5 years old","MP","Mid-point","G","Global","UNIT","Units","","","","","",""
"54","Melanesia","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.2","Prevalence of malnutrition (weight for height >+2 or <-2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting and overweight)","1","SH_STA_WASTEN","Children moderately or severely wasted (millions)","2019.Q1.G.01","NUM_U5_M","Millions of children aged 0-59 months","<5Y","under 5 years old","MP","Mid-point","G","Global","UNIT","Units","","","","","",""
"54","Melanesia","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.2","Prevalence of malnutrition (weight for height >+2 or <-2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting and overweight)","1","SH_STA_WASTEN","Children moderately or severely wasted (millions)","2019.Q1.G.01","NUM_U5_M","Millions of children aged 0-59 months","<5Y","under 5 years old","LB","Lower bound","G","Global","UNIT","Units","","","","","",""
"54","Melanesia","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.2","Prevalence of malnutrition (weight for height >+2 or <-2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting and overweight)","1","SH_STA_WASTEN","Children moderately or severely wasted (millions)","2019.Q1.G.01","NUM_U5_M","Millions of children aged 0-59 months","<5Y","under 5 years old","UB","Upper bound","G","Global","UNIT","Units","","","","","",""
"57","Micronesia","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.2","Prevalence of malnutrition (weight for height >+2 or <-2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting and overweight)","1","SH_STA_WASTEN","Children moderately or severely wasted (millions)","2019.Q1.G.01","NUM_U5_M","Millions of children aged 0-59 months","<5Y","under 5 years old","LB","Lower bound","G","Global","UNIT","Units","","","","","",""
"57","Micronesia","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.2","Prevalence of malnutrition (weight for height >+2 or <-2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting and overweight)","1","SH_STA_WASTEN","Children moderately or severely wasted (millions)","2019.Q1.G.01","NUM_U5_M","Millions of children aged 0-59 months","<5Y","under 5 years old","MP","Mid-point","G","Global","UNIT","Units","","","","","",""
"57","Micronesia","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.2","Prevalence of malnutrition (weight for height >+2 or <-2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting and overweight)","1","SH_STA_WASTEN","Children moderately or severely wasted (millions)","2019.Q1.G.01","NUM_U5_M","Millions of children aged 0-59 months","<5Y","under 5 years old","UB","Upper bound","G","Global","UNIT","Units","","","","","",""
"61","Polynesia","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.2","Prevalence of malnutrition (weight for height >+2 or <-2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting and overweight)","1","SH_STA_WASTEN","Children moderately or severely wasted (millions)","2019.Q1.G.01","NUM_U5_M","Millions of children aged 0-59 months","<5Y","under 5 years old","UB","Upper bound","G","Global","UNIT","Units","","","","","",""
"61","Polynesia","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.2","Prevalence of malnutrition (weight for height >+2 or <-2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting and overweight)","1","SH_STA_WASTEN","Children moderately or severely wasted (millions)","2019.Q1.G.01","NUM_U5_M","Millions of children aged 0-59 months","<5Y","under 5 years old","MP","Mid-point","G","Global","UNIT","Units","","","","","",""
"61","Polynesia","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.2","Prevalence of malnutrition (weight for height >+2 or <-2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting and overweight)","1","SH_STA_WASTEN","Children moderately or severely wasted (millions)","2019.Q1.G.01","NUM_U5_M","Millions of children aged 0-59 months","<5Y","under 5 years old","LB","Lower bound","G","Global","UNIT","Units","","","","","",""
"62","Central and Southern Asia","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.2","Prevalence of malnutrition (weight for height >+2 or <-2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting and overweight)","1","SH_STA_WASTEN","Children moderately or severely wasted (millions)","2019.Q1.G.01","NUM_U5_M","Millions of children aged 0-59 months","<5Y","under 5 years old","LB","Lower bound","G","Global","UNIT","Units","20.8",2017.0,"20.8","Modeled data","Source: Joint Child Malnutrition Estimates (2018 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",""
"62","Central and Southern Asia","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.2","Prevalence of malnutrition (weight for height >+2 or <-2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting and overweight)","1","SH_STA_WASTEN","Children moderately or severely wasted (millions)","2019.Q1.G.01","NUM_U5_M","Millions of children aged 0-59 months","<5Y","under 5 years old","MP","Mid-point","G","Global","UNIT","Units","27.2",2017.0,"27.2","Modeled data","Source: Joint Child Malnutrition Estimates (2018 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",""
"62","Central and Southern Asia","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.2","Prevalence of malnutrition (weight for height >+2 or <-2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting and overweight)","1","SH_STA_WASTEN","Children moderately or severely wasted (millions)","2019.Q1.G.01","NUM_U5_M","Millions of children aged 0-59 months","<5Y","under 5 years old","UB","Upper bound","G","Global","UNIT","Units","33.7",2017.0,"33.7","Modeled data","Source: Joint Child Malnutrition Estimates (2018 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",""
"97","European Union","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.2","Prevalence of malnutrition (weight for height >+2 or <-2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting and overweight)","1","SH_STA_WASTEN","Children moderately or severely wasted (millions)","2019.Q1.G.01","NUM_U5_M","Millions of children aged 0-59 months","<5Y","under 5 years old","MP","Mid-point","G","Global","UNIT","Units","","","","","",""
"97","European Union","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.2","Prevalence of malnutrition (weight for height >+2 or <-2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting and overweight)","1","SH_STA_WASTEN","Children moderately or severely wasted (millions)","2019.Q1.G.01","NUM_U5_M","Millions of children aged 0-59 months","<5Y","under 5 years old","UB","Upper bound","G","Global","UNIT","Units","","","","","",""
"97","European Union","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.2","Prevalence of malnutrition (weight for height >+2 or <-2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting and overweight)","1","SH_STA_WASTEN","Children moderately or severely wasted (millions)","2019.Q1.G.01","NUM_U5_M","Millions of children aged 0-59 months","<5Y","under 5 years old","LB","Lower bound","G","Global","UNIT","Units","","","","","",""
"127","Southern Asia (excluding India)","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.2","Prevalence of malnutrition (weight for height >+2 or <-2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting and overweight)","1","SH_STA_WASTEN","Children moderately or severely wasted (millions)","2019.Q1.G.01","NUM_U5_M","Millions of children aged 0-59 months","<5Y","under 5 years old","LB","Lower bound","G","Global","UNIT","Units","","","","","",""
"127","Southern Asia (excluding India)","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.2","Prevalence of malnutrition (weight for height >+2 or <-2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting and overweight)","1","SH_STA_WASTEN","Children moderately or severely wasted (millions)","2019.Q1.G.01","NUM_U5_M","Millions of children aged 0-59 months","<5Y","under 5 years old","MP","Mid-point","G","Global","UNIT","Units","","","","","",""
"127","Southern Asia (excluding India)","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.2","Prevalence of malnutrition (weight for height >+2 or <-2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting and overweight)","1","SH_STA_WASTEN","Children moderately or severely wasted (millions)","2019.Q1.G.01","NUM_U5_M","Millions of children aged 0-59 months","<5Y","under 5 years old","UB","Upper bound","G","Global","UNIT","Units","","","","","",""
"135","Caucasus and Central Asia","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.2","Prevalence of malnutrition (weight for height >+2 or <-2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting and overweight)","1","SH_STA_WASTEN","Children moderately or severely wasted (millions)","2019.Q1.G.01","NUM_U5_M","Millions of children aged 0-59 months","<5Y","under 5 years old","LB","Lower bound","G","Global","UNIT","Units","","","","","",""
"135","Caucasus and Central Asia","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.2","Prevalence of malnutrition (weight for height >+2 or <-2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting and overweight)","1","SH_STA_WASTEN","Children moderately or severely wasted (millions)","2019.Q1.G.01","NUM_U5_M","Millions of children aged 0-59 months","<5Y","under 5 years old","MP","Mid-point","G","Global","UNIT","Units","","","","","",""
"135","Caucasus and Central Asia","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.2","Prevalence of malnutrition (weight for height >+2 or <-2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting and overweight)","1","SH_STA_WASTEN","Children moderately or severely wasted (millions)","2019.Q1.G.01","NUM_U5_M","Millions of children aged 0-59 months","<5Y","under 5 years old","UB","Upper bound","G","Global","UNIT","Units","","","","","",""
"142","Asia","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.2","Prevalence of malnutrition (weight for height >+2 or <-2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting and overweight)","1","SH_STA_WASTEN","Children moderately or severely wasted (millions)","2019.Q1.G.01","NUM_U5_M","Millions of children aged 0-59 months","<5Y","under 5 years old","LB","Lower bound","G","Global","UNIT","Units","","","","","",""
"142","Asia","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.2","Prevalence of malnutrition (weight for height >+2 or <-2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting and overweight)","1","SH_STA_WASTEN","Children moderately or severely wasted (millions)","2019.Q1.G.01","NUM_U5_M","Millions of children aged 0-59 months","<5Y","under 5 years old","UB","Upper bound","G","Global","UNIT","Units","","","","","",""
"142","Asia","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.2","Prevalence of malnutrition (weight for height >+2 or <-2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting and overweight)","1","SH_STA_WASTEN","Children moderately or severely wasted (millions)","2019.Q1.G.01","NUM_U5_M","Millions of children aged 0-59 months","<5Y","under 5 years old","MP","Mid-point","G","Global","UNIT","Units","","","","","",""
"143","Central Asia","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.2","Prevalence of malnutrition (weight for height >+2 or <-2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting and overweight)","1","SH_STA_WASTEN","Children moderately or severely wasted (millions)","2019.Q1.G.01","NUM_U5_M","Millions of children aged 0-59 months","<5Y","under 5 years old","UB","Upper bound","G","Global","UNIT","Units","0.3",2017.0,"0.3","Modeled data","Source: Joint Child Malnutrition Estimates (2018 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.","Consecutive low population coverage; interpret with caution"
"143","Central Asia","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.2","Prevalence of malnutrition (weight for height >+2 or <-2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting and overweight)","1","SH_STA_WASTEN","Children moderately or severely wasted (millions)","2019.Q1.G.01","NUM_U5_M","Millions of children aged 0-59 months","<5Y","under 5 years old","MP","Mid-point","G","Global","UNIT","Units","0.3",2017.0,"0.3","Modeled data","Source: Joint Child Malnutrition Estimates (2018 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.","Consecutive low population coverage; interpret with caution"
"143","Central Asia","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.2","Prevalence of malnutrition (weight for height >+2 or <-2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting and overweight)","1","SH_STA_WASTEN","Children moderately or severely wasted (millions)","2019.Q1.G.01","NUM_U5_M","Millions of children aged 0-59 months","<5Y","under 5 years old","LB","Lower bound","G","Global","UNIT","Units","0.2",2017.0,"0.2","Modeled data","Source: Joint Child Malnutrition Estimates (2018 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.","Consecutive low population coverage; interpret with caution"
