"GeoArea_Code","GeoArea_Desc","ISO3CD","X","Y","GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","Units_Code","Units_Desc","ReportingType_Code","ReportingType_Desc","Sex_Code","Sex_Desc","Value_2000","Value_2001","Value_2002","Value_2003","Value_2004","Value_2005","Value_2006","Value_2007","Value_2008","Value_2009","Value_2010","Value_2011","Value_2012","Value_2013","Value_2014","Value_2015","Value_2016","Value_2017","Value_2018","Latest_Year","Latest_Value","Nature_Desc","Source","Footnotes"
"218","Ecuador","ECU","-78.37005241","-1.447785891","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.1","Proportion of seats held by women in (a) national parliaments and (b) local governments","1","SG_GEN_PARLN","Number of seats held by women in national parliaments (number)","2019.Q1.G.01","NUMBER","Number","G","Global","FEMALE","Female","21","18","18","16","16","16","16","25","25","21","40","40","40","40","57","57","57","57","52",2018.0,"52","Country data","Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.","Annual data as of 1 Feb of given year."
"222","El Salvador","SLV","-88.86862995","13.73603564","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.1","Proportion of seats held by women in (a) national parliaments and (b) local governments","1","SG_GEN_PARLN","Number of seats held by women in national parliaments (number)","2019.Q1.G.01","NUMBER","Number","G","Global","FEMALE","Female","14","8","8","8","9","9","9","14","14","16","16","16","16","22","22","23","27","27","27",2018.0,"27","Country data","Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.","Annual data as of 1 Feb of given year."
"226","Equatorial Guinea","GNQ","10.46535826","1.565792376","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.1","Proportion of seats held by women in (a) national parliaments and (b) local governments","1","SG_GEN_PARLN","Number of seats held by women in national parliaments (number)","2019.Q1.G.01","NUMBER","Number","G","Global","FEMALE","Female","4","4","4","4","4","18","18","18","18","6","10","10","10","10","24","24","24","24","20",2018.0,"20","Country data","Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.","Annual data as of 1 Feb of given year."
"231","Ethiopia","ETH","39.63505296","8.631223181","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.1","Proportion of seats held by women in (a) national parliaments and (b) local governments","1","SG_GEN_PARLN","Number of seats held by women in national parliaments (number)","2019.Q1.G.01","NUMBER","Number","G","Global","FEMALE","Female","11","42","42","42","42","42","117","116","116","116","116","152","152","152","152","152","212","212","212",2018.0,"212","Country data","Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.","Annual data as of 1 Feb of given year."
"232","Eritrea","ERI","38.11074289","16.12894644","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.1","Proportion of seats held by women in (a) national parliaments and (b) local governments","1","SG_GEN_PARLN","Number of seats held by women in national parliaments (number)","2019.Q1.G.01","NUMBER","Number","G","Global","FEMALE","Female","22","22","22","33","33","33","33","33","33","33","33","33","33","33","33","33","33","33","33",2018.0,"33","Country data","Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.","Annual data as of 1 Feb of given year."
"233","Estonia","EST","25.84093481","58.68487172","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.1","Proportion of seats held by women in (a) national parliaments and (b) local governments","1","SG_GEN_PARLN","Number of seats held by women in national parliaments (number)","2019.Q1.G.01","NUMBER","Number","G","Global","FEMALE","Female","18","18","18","18","19","19","19","19","21","21","23","23","20","21","19","20","24","27","27",2018.0,"27","Country data","Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.","Annual data as of 1 Feb of given year."
"234","Faroe Islands","FRO","-7.122044325","62.21228119","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.1","Proportion of seats held by women in (a) national parliaments and (b) local governments","1","SG_GEN_PARLN","Number of seats held by women in national parliaments (number)","2019.Q1.G.01","NUMBER","Number","G","Global","FEMALE","Female","","","","","","","","","","","","","","","","","","","","","","","",""
"238","Falkland Islands (Malvinas)","FLK","-58.75246778","-51.74562601","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.1","Proportion of seats held by women in (a) national parliaments and (b) local governments","1","SG_GEN_PARLN","Number of seats held by women in national parliaments (number)","2019.Q1.G.01","NUMBER","Number","G","Global","FEMALE","Female","","","","","","","","","","","","","","","","","","","","","","","",""
"239","South Georgia and the South Sandwich Islands","SGS","-36.90662765","-54.20736749","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.1","Proportion of seats held by women in (a) national parliaments and (b) local governments","1","SG_GEN_PARLN","Number of seats held by women in national parliaments (number)","2019.Q1.G.01","NUMBER","Number","G","Global","FEMALE","Female","","","","","","","","","","","","","","","","","","","","","","","",""
"242","Fiji","FJI","177.9660884","-17.83301566","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.1","Proportion of seats held by women in (a) national parliaments and (b) local governments","1","SG_GEN_PARLN","Number of seats held by women in national parliaments (number)","2019.Q1.G.01","NUMBER","Number","G","Global","FEMALE","Female","8","","4","4","4","6","6","","","","","","","","","7","8","8","8",2018.0,"8","Country data","Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.","Annual data as of 1 Feb of given year."
"246","Finland","FIN","23.308447","61.91586738","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.1","Proportion of seats held by women in (a) national parliaments and (b) local governments","1","SG_GEN_PARLN","Number of seats held by women in national parliaments (number)","2019.Q1.G.01","NUMBER","Number","G","Global","FEMALE","Female","74","73","73","73","75","75","75","76","83","83","80","80","85","85","85","85","83","84","84",2018.0,"84","Country data","Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.","Annual data as of 1 Feb of given year."
"248","Åland Islands","ALA","19.80945969","60.1544901","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.1","Proportion of seats held by women in (a) national parliaments and (b) local governments","1","SG_GEN_PARLN","Number of seats held by women in national parliaments (number)","2019.Q1.G.01","NUMBER","Number","G","Global","FEMALE","Female","","","","","","","","","","","","","","","","","","","","","","","",""
"250","France","FRA","2.457288129","46.62660861","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.1","Proportion of seats held by women in (a) national parliaments and (b) local governments","1","SG_GEN_PARLN","Number of seats held by women in national parliaments (number)","2019.Q1.G.01","NUMBER","Number","G","Global","FEMALE","Female","63","63","63","70","70","70","70","70","105","105","109","109","109","155","151","151","151","149","225",2018.0,"225","Country data","Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.","Annual data as of 1 Feb of given year."
"254","French Guiana","GUF","-53.23619089","3.922673437","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.1","Proportion of seats held by women in (a) national parliaments and (b) local governments","1","SG_GEN_PARLN","Number of seats held by women in national parliaments (number)","2019.Q1.G.01","NUMBER","Number","G","Global","FEMALE","Female","","","","","","","","","","","","","","","","","","","","","","","",""
"258","French Polynesia","PYF","-149.4052367","-17.67709294","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.1","Proportion of seats held by women in (a) national parliaments and (b) local governments","1","SG_GEN_PARLN","Number of seats held by women in national parliaments (number)","2019.Q1.G.01","NUMBER","Number","G","Global","FEMALE","Female","","","","","","","","","","","","","","","","","","","","","","","",""
"260","French Southern Territories","ATF","69.64849091","-49.6068576","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.1","Proportion of seats held by women in (a) national parliaments and (b) local governments","1","SG_GEN_PARLN","Number of seats held by women in national parliaments (number)","2019.Q1.G.01","NUMBER","Number","G","Global","FEMALE","Female","","","","","","","","","","","","","","","","","","","","","","","",""
"262","Djibouti","DJI","42.18274707","11.56004161","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.1","Proportion of seats held by women in (a) national parliaments and (b) local governments","1","SG_GEN_PARLN","Number of seats held by women in national parliaments (number)","2019.Q1.G.01","NUMBER","Number","G","Global","FEMALE","Female","0","0","0","7","7","7","7","7","9","9","9","9","9","9","7","7","7","7","7",2018.0,"7","Country data","Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.","Annual data as of 1 Feb of given year."
"266","Gabon","GAB","11.78727747","-0.60687619","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.1","Proportion of seats held by women in (a) national parliaments and (b) local governments","1","SG_GEN_PARLN","Number of seats held by women in national parliaments (number)","2019.Q1.G.01","NUMBER","Number","G","Global","FEMALE","Female","10","11","","11","11","11","11","15","20","20","17","17","18","18","18","17","17","20","20",2018.0,"20","Country data","Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.","Annual data as of 1 Feb of given year."
"268","Georgia","GEO","43.3713615","42.04813028","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.1","Proportion of seats held by women in (a) national parliaments and (b) local governments","1","SG_GEN_PARLN","Number of seats held by women in national parliaments (number)","2019.Q1.G.01","NUMBER","Number","G","Global","FEMALE","Female","17","17","17","17","17","22","22","22","22","9","7","9","9","18","18","17","17","24","24",2018.0,"24","Country data","Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.","Annual data as of 1 Feb of given year."
"270","Gambia","GMB","-15.39944785","13.45295927","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.1","Proportion of seats held by women in (a) national parliaments and (b) local governments","1","SG_GEN_PARLN","Number of seats held by women in national parliaments (number)","2019.Q1.G.01","NUMBER","Number","G","Global","FEMALE","Female","1","1","7","7","7","7","7","5","5","5","4","4","4","4","5","5","5","5","6",2018.0,"6","Country data","Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.","Annual data as of 1 Feb of given year."
"275","State of Palestine","PSE","35.25694122","31.94347933","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.1","Proportion of seats held by women in (a) national parliaments and (b) local governments","1","SG_GEN_PARLN","Number of seats held by women in national parliaments (number)","2019.Q1.G.01","NUMBER","Number","G","Global","FEMALE","Female","","","","","","","","","","","","","","","","","","","","","","","",""
"276","Germany","DEU","10.3806066","51.08862743","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.1","Proportion of seats held by women in (a) national parliaments and (b) local governments","1","SG_GEN_PARLN","Number of seats held by women in national parliaments (number)","2019.Q1.G.01","NUMBER","Number","G","Global","FEMALE","Female","207","207","211","194","194","197","195","194","194","197","204","204","204","204","230","230","230","233","218",2018.0,"218","Country data","Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.","Annual data as of 1 Feb of given year."
"288","Ghana","GHA","-1.205623522","7.964825185","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.1","Proportion of seats held by women in (a) national parliaments and (b) local governments","1","SG_GEN_PARLN","Number of seats held by women in national parliaments (number)","2019.Q1.G.01","NUMBER","Number","G","Global","FEMALE","Female","18","18","18","18","18","25","25","25","25","18","19","19","19","28","30","30","30","35","35",2018.0,"35","Country data","Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.","Annual data as of 1 Feb of given year."
"292","Gibraltar","GIB","-5.347561686","36.13895036","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.1","Proportion of seats held by women in (a) national parliaments and (b) local governments","1","SG_GEN_PARLN","Number of seats held by women in national parliaments (number)","2019.Q1.G.01","NUMBER","Number","G","Global","FEMALE","Female","","","","","","","","","","","","","","","","","","","","","","","",""
"296","Kiribati","KIR","-157.5643005","1.768837732","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.1","Proportion of seats held by women in (a) national parliaments and (b) local governments","1","SG_GEN_PARLN","Number of seats held by women in national parliaments (number)","2019.Q1.G.01","NUMBER","Number","G","Global","FEMALE","Female","2","2","2","2","2","2","2","3","2","2","2","2","4","4","4","4","3","3","3",2018.0,"3","Country data","Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.","Annual data as of 1 Feb of given year."
"300","Greece","GRC","22.58307827","39.47301873","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.1","Proportion of seats held by women in (a) national parliaments and (b) local governments","1","SG_GEN_PARLN","Number of seats held by women in national parliaments (number)","2019.Q1.G.01","NUMBER","Number","G","Global","FEMALE","Female","19","26","26","26","26","42","39","39","44","44","52","52","56","63","63","69","59","55","55",2018.0,"55","Country data","Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.","Annual data as of 1 Feb of given year."
"304","Greenland","GRL","-41.39371316","74.75625681","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.1","Proportion of seats held by women in (a) national parliaments and (b) local governments","1","SG_GEN_PARLN","Number of seats held by women in national parliaments (number)","2019.Q1.G.01","NUMBER","Number","G","Global","FEMALE","Female","","","","","","","","","","","","","","","","","","","","","","","",""
"308","Grenada","GRD","-61.68248568","12.11238395","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.1","Proportion of seats held by women in (a) national parliaments and (b) local governments","1","SG_GEN_PARLN","Number of seats held by women in national parliaments (number)","2019.Q1.G.01","NUMBER","Number","G","Global","FEMALE","Female","4","4","4","4","4","4","4","4","4","2","2","2","2","2","5","5","5","5","5",2018.0,"5","Country data","Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.","Annual data as of 1 Feb of given year."
"312","Guadeloupe","GLP","-61.64762115","16.14416917","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.1","Proportion of seats held by women in (a) national parliaments and (b) local governments","1","SG_GEN_PARLN","Number of seats held by women in national parliaments (number)","2019.Q1.G.01","NUMBER","Number","G","Global","FEMALE","Female","","","","","","","","","","","","","","","","","","","","","","","",""
"316","Guam","GUM","144.7029305","13.35485404","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.1","Proportion of seats held by women in (a) national parliaments and (b) local governments","1","SG_GEN_PARLN","Number of seats held by women in national parliaments (number)","2019.Q1.G.01","NUMBER","Number","G","Global","FEMALE","Female","","","","","","","","","","","","","","","","","","","","","","","",""
"320","Guatemala","GTM","-91.2312746","15.00273719","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.1","Proportion of seats held by women in (a) national parliaments and (b) local governments","1","SG_GEN_PARLN","Number of seats held by women in national parliaments (number)","2019.Q1.G.01","NUMBER","Number","G","Global","FEMALE","Female","8","10","10","10","13","13","13","13","19","19","19","19","21","21","21","21","22","20","20",2018.0,"20","Country data","Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.","Annual data as of 1 Feb of given year."
"324","Guinea","GIN","-11.28173419","11.00210343","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.1","Proportion of seats held by women in (a) national parliaments and (b) local governments","1","SG_GEN_PARLN","Number of seats held by women in national parliaments (number)","2019.Q1.G.01","NUMBER","Number","G","Global","FEMALE","Female","10","10","10","22","22","22","22","22","22","","","","","","25","25","25","25","25",2018.0,"25","Country data","Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.","Annual data as of 1 Feb of given year."
"328","Guyana","GUY","-58.97322037","4.788012784","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.1","Proportion of seats held by women in (a) national parliaments and (b) local governments","1","SG_GEN_PARLN","Number of seats held by women in national parliaments (number)","2019.Q1.G.01","NUMBER","Number","G","Global","FEMALE","Female","12","12","13","13","13","20","20","20","20","21","21","21","21","21","21","21","21","22","22",2018.0,"22","Country data","Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.","Annual data as of 1 Feb of given year."
"332","Haiti","HTI","-72.33640958","18.40426539","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.1","Proportion of seats held by women in (a) national parliaments and (b) local governments","1","SG_GEN_PARLN","Number of seats held by women in national parliaments (number)","2019.Q1.G.01","NUMBER","Number","G","Global","FEMALE","Female","3","3","3","3","3","3","3","4","4","4","4","2","4","4","4","4","0","3","3",2018.0,"3","Country data","Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.","Annual data as of 1 Feb of given year."
"334","Heard Island and McDonald Islands","HMD","73.52633626","-53.09106147","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.1","Proportion of seats held by women in (a) national parliaments and (b) local governments","1","SG_GEN_PARLN","Number of seats held by women in national parliaments (number)","2019.Q1.G.01","NUMBER","Number","G","Global","FEMALE","Female","","","","","","","","","","","","","","","","","","","","","","","",""
"336","Holy See","VAT","12.45315803","41.90343751","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.1","Proportion of seats held by women in (a) national parliaments and (b) local governments","1","SG_GEN_PARLN","Number of seats held by women in national parliaments (number)","2019.Q1.G.01","NUMBER","Number","G","Global","FEMALE","Female","","","","","","","","","","","","","","","","","","","","","","","",""
"340","Honduras","HND","-86.59974381","14.82243161","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.1","Proportion of seats held by women in (a) national parliaments and (b) local governments","1","SG_GEN_PARLN","Number of seats held by women in national parliaments (number)","2019.Q1.G.01","NUMBER","Number","G","Global","FEMALE","Female","12","12","12","7","7","7","30","30","30","30","23","23","25","25","33","33","33","33","27",2018.0,"27","Country data","Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.","Annual data as of 1 Feb of given year."
"344","China, Hong Kong Special Administrative Region","HKG","114.0266445","22.41749934","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.1","Proportion of seats held by women in (a) national parliaments and (b) local governments","1","SG_GEN_PARLN","Number of seats held by women in national parliaments (number)","2019.Q1.G.01","NUMBER","Number","G","Global","FEMALE","Female","","","","","","","","","","","","","","","","","","","","","","","",""
"348","Hungary","HUN","19.41221519","47.1651448","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.1","Proportion of seats held by women in (a) national parliaments and (b) local governments","1","SG_GEN_PARLN","Number of seats held by women in national parliaments (number)","2019.Q1.G.01","NUMBER","Number","G","Global","FEMALE","Female","32","32","32","38","38","35","35","40","43","43","43","35","34","34","36","20","20","20","20",2018.0,"20","Country data","Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.","Annual data as of 1 Feb of given year."
"352","Iceland","ISL","-19.02116966","64.79134763","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.1","Proportion of seats held by women in (a) national parliaments and (b) local governments","1","SG_GEN_PARLN","Number of seats held by women in national parliaments (number)","2019.Q1.G.01","NUMBER","Number","G","Global","FEMALE","Female","22","22","22","22","19","19","21","21","21","21","27","27","25","25","25","26","26","30","24",2018.0,"24","Country data","Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.","Annual data as of 1 Feb of given year."
"356","India","IND","79.3608464","22.34642074","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.1","Proportion of seats held by women in (a) national parliaments and (b) local governments","1","SG_GEN_PARLN","Number of seats held by women in national parliaments (number)","2019.Q1.G.01","NUMBER","Number","G","Global","FEMALE","Female","49","49","48","48","48","45","45","45","49","49","59","59","60","60","62","65","65","64","64",2018.0,"64","Country data","Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.","Annual data as of 1 Feb of given year."
"360","Indonesia","IDN","113.9174","-0.994582204","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.1","Proportion of seats held by women in (a) national parliaments and (b) local governments","1","SG_GEN_PARLN","Number of seats held by women in national parliaments (number)","2019.Q1.G.01","NUMBER","Number","G","Global","FEMALE","Female","40","40","40","40","40","62","62","62","64","64","101","101","102","104","104","95","95","111","111",2018.0,"111","Country data","Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.","Annual data as of 1 Feb of given year."
"364","Iran (Islamic Republic of)","IRN","54.19766348","32.74370885","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.1","Proportion of seats held by women in (a) national parliaments and (b) local governments","1","SG_GEN_PARLN","Number of seats held by women in national parliaments (number)","2019.Q1.G.01","NUMBER","Number","G","Global","FEMALE","Female","13","10","10","12","12","12","12","12","12","8","8","8","8","9","9","9","9","17","17",2018.0,"17","Country data","Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.","Annual data as of 1 Feb of given year."
"368","Iraq","IRQ","43.76606267","33.05013795","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.1","Proportion of seats held by women in (a) national parliaments and (b) local governments","1","SG_GEN_PARLN","Number of seats held by women in national parliaments (number)","2019.Q1.G.01","NUMBER","Number","G","Global","FEMALE","Female","16","19","19","19","","","70","70","70","70","70","82","82","82","82","87","87","83","83",2018.0,"83","Country data","Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.","Annual data as of 1 Feb of given year."
"372","Ireland","IRL","-7.121425272","53.25274054","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.1","Proportion of seats held by women in (a) national parliaments and (b) local governments","1","SG_GEN_PARLN","Number of seats held by women in national parliaments (number)","2019.Q1.G.01","NUMBER","Number","G","Global","FEMALE","Female","20","20","20","22","22","22","22","22","22","22","23","23","25","25","26","27","27","35","35",2018.0,"35","Country data","Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.","Annual data as of 1 Feb of given year."
"376","Israel","ISR","34.62277992","31.06164552","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.1","Proportion of seats held by women in (a) national parliaments and (b) local governments","1","SG_GEN_PARLN","Number of seats held by women in national parliaments (number)","2019.Q1.G.01","NUMBER","Number","G","Global","FEMALE","Female","14","15","16","18","18","18","18","17","17","17","23","23","24","26","27","27","32","33","33",2018.0,"33","Country data","Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.","Annual data as of 1 Feb of given year."
"380","Italy","ITA","12.57022427","42.79917282","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.1","Proportion of seats held by women in (a) national parliaments and (b) local governments","1","SG_GEN_PARLN","Number of seats held by women in national parliaments (number)","2019.Q1.G.01","NUMBER","Number","G","Global","FEMALE","Female","70","70","62","71","71","71","71","109","109","134","134","134","136","135","198","195","195","195","195",2018.0,"195","Country data","Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.","Annual data as of 1 Feb of given year."
"384","Côte d'Ivoire","CIV","-5.552690016","7.62211586","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.1","Proportion of seats held by women in (a) national parliaments and (b) local governments","1","SG_GEN_PARLN","Number of seats held by women in national parliaments (number)","2019.Q1.G.01","NUMBER","Number","G","Global","FEMALE","Female","19","19","19","19","19","19","19","19","18","18","18","18","28","26","24","23","23","29","27",2018.0,"27","Country data","Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.","Annual data as of 1 Feb of given year."
"388","Jamaica","JAM","-77.31068409","18.15616857","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.1","Proportion of seats held by women in (a) national parliaments and (b) local governments","1","SG_GEN_PARLN","Number of seats held by women in national parliaments (number)","2019.Q1.G.01","NUMBER","Number","G","Global","FEMALE","Female","8","8","8","7","7","7","7","7","8","8","8","8","8","8","8","8","8","11","11",2018.0,"11","Country data","Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.","Annual data as of 1 Feb of given year."
