series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Age	Units	Age description	Units description	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2018.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	262	42.18274707	11.56004161	DJI	Djibouti	1	15+	NUMBER	15 years old and over	Number	0.84439	0.82204	1.00074	0.97482	1.13968	2.22078	2.88493	3.16058	4.10576	5.16916	6.99109	8.40507	9.61458	6.857132	2016	9.61458	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2018.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	266	11.78727747	-0.60687619	GAB	Gabon	1	15+	NUMBER	15 years old and over	Number		5.37465	5.7412	6.1811	6.37068	7.33973	8.80597	10.05897	11.64903	12.7718				12.210415	2013	12.7718	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2018.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	268	43.3713615	42.04813028	GEO	Georgia	1	15+	NUMBER	15 years old and over	Number	2.00423	5.4819	13.04671	25.20078	40.50309	41.91271	46.60394	49.41044	61.78815	66.96822	70.71643	70.06478	74.30573	68.768662	2016	74.30573	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2018.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	270	-15.39944785	13.45295927	GMB	Gambia	1	15+	NUMBER	15 years old and over	Number																		
2018.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	275	35.25694122	31.94347933	PSE	State of Palestine	1	15+	NUMBER	15 years old and over	Number			7.99357	10.52548	11.83598	14.45236	15.26048	16.56956	18.34399	19.80999	21.4812	22.36103	22.71119	20.94148	2016	22.71119	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2018.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	276	10.3806066	51.08862743	DEU	Germany	1	15+	NUMBER	15 years old and over	Number				107.0527	109.8653	112.311	116.6821	121.0575	118.534	118.2887	123.3258	121.0224		120.292725	2015	121.0224	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2018.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	288	-1.205623522	7.964825185	GHA	Ghana	1	15+	NUMBER	15 years old and over	Number					3.84406	3.88609	3.92957	4.06329	5.45517	8.08259	8.13101	10.18853	5.27252	7.425964	2016	5.27252	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2018.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	292	-5.347561686	36.13895036	GIB	Gibraltar	1	15+	NUMBER	15 years old and over	Number																		
2018.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	296	-157.5643005	1.768837732	KIR	Kiribati	1	15+	NUMBER	15 years old and over	Number								10.47622	10.23541	14.25212				12.243765	2013	14.25212	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2018.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	300	22.58307827	39.47301873	GRC	Greece	1	15+	NUMBER	15 years old and over	Number		66.81929	71.18742	76.82468	80.49405	80.20892	78.48042	74.69972	72.94878	62.15625	59.42741	58.66843	59.43549	62.527272	2016	59.43549	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2018.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	304	-41.39371316	74.75625681	GRL	Greenland	1	15+	NUMBER	15 years old and over	Number																		
2018.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	308	-61.68248568	12.11238395	GRD	Grenada	1	15+	NUMBER	15 years old and over	Number	35.25745	37.48698	38.30998	41.93553	45.58007	47.85643	51.39762	49.73366	38.97369	47.70623	33.2962	42.02109	45.56212	41.511866	2016	45.56212	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2018.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	312	-61.64762115	16.14416917	GLP	Guadeloupe	1	15+	NUMBER	15 years old and over	Number																		
2018.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	316	144.7029305	13.35485404	GUM	Guam	1	15+	NUMBER	15 years old and over	Number																		
2018.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	320	-91.2312746	15.00273719	GTM	Guatemala	1	15+	NUMBER	15 years old and over	Number					20.10116	21.87811	23.98826	25.82156	26.35613	31.99387	33.89124	34.55263	35.84204	32.527182	2016	35.84204	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2018.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	324	-11.28173419	11.00210343	GIN	Guinea	1	15+	NUMBER	15 years old and over	Number	0.07543	0.22144	0.23482	0.30006	0.41347	0.50418	0.68843	0.91217	1.1085	1.35455	1.68972	2.07658	2.24345	1.69456	2016	2.24345	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2018.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	328	-58.97322037	4.788012784	GUY	Guyana	1	15+	NUMBER	15 years old and over	Number	10.24721	11.06174	12.00026	13.12027	13.80327	14.0675	14.72291	15.30783	16.25321	16.02063	16.35655	16.87354	19.05425	16.911636	2016	19.05425	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2018.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	332	-72.33640958	18.40426539	HTI	Haiti	1	15+	NUMBER	15 years old and over	Number											1.0774	1.28223		1.179815	2015	1.28223	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2018.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	334	73.52633626	-53.09106147	HMD	Heard Island and McDonald Islands	1	15+	NUMBER	15 years old and over	Number																		
2018.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	336	12.45315803	41.90343751	VAT	Holy See	1	15+	NUMBER	15 years old and over	Number																		
2018.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	340	-86.59974381	14.82243161	HND	Honduras	1	15+	NUMBER	15 years old and over	Number	4.38424	5.86842	7.58497	10.47679	13.26101	15.62838	16.26888	21.36832	21.85199	22.95515	22.74067	23.38225	23.97269	22.98055	2016	23.97269	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2018.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	344	114.0266445	22.41749934	HKG	China, Hong Kong Special Administrative Region	1	15+	NUMBER	15 years old and over	Number							46.88112	49.61946				49.31416	50.59031	49.952235	2016	50.59031	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2018.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	348	19.41221519	47.1651448	HUN	Hungary	1	15+	NUMBER	15 years old and over	Number	38.71764	41.4349	44.74914	50.34197	54.28215	55.7251	56.69494	57.70275	56.48841	57.12749	57.83811	57.24572	59.40332	57.62061	2016	59.40332	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2018.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	352	-19.02116966	64.79134763	ISL	Iceland	1	15+	NUMBER	15 years old and over	Number	105.9043	111.2946	106.2533	106.485	99.71438	81.92417	81.38258	75.93364	73.85401	72.2635	70.98109	66.76357	63.33326	69.439086	2016	63.33326	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2018.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	356	79.3608464	22.34642074	IND	India	1	15+	NUMBER	15 years old and over	Number		2.29414	2.7412	3.38012	4.2896	5.31234	7.26843	8.85185	10.99209	12.86648	17.79601	19.70138	21.23577	16.518346	2016	21.23577	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2018.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	360	113.9174	-0.994582204	IDN	Indonesia	1	15+	NUMBER	15 years old and over	Number	8.56333	9.32677	10.50249	11.47088	13.11388	14.10681	13.02834	16.44838	35.78168	42.15136	49.44917	53.31036	54.74503	47.08752	2016	54.74503	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2018.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	364	54.19766348	32.74370885	IRN	Iran (Islamic Republic of)	1	15+	NUMBER	15 years old and over	Number		4.39549	8.36541	13.72917	17.90857	23.03531	30.01848	35.65314	45.45011	50.89287	56.32764	66.60899	71.7791	58.211742	2016	71.7791	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2018.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	368	43.76606267	33.05013795	IRQ	Iraq	1	15+	NUMBER	15 years old and over	Number					0.67882	1.16593	2.14626	2.11267	2.1313	1.06699	1.60868	1.87582		1.6706975	2015	1.87582	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2018.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	372	-7.121425272	53.25274054	IRL	Ireland	1	15+	NUMBER	15 years old and over	Number	90.28868	88.63239	89.50831	92.35645	95.25821	94.27336	90.29474	88.28194	84.7398	85.04623	99.48375	97.91506	90.25566	91.4881	2016	90.25566	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2018.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	376	34.62277992	31.06164552	ISR	Israel	1	15+	NUMBER	15 years old and over	Number	68.77251	58.14584	76.89832	81.53263	87.47097	101.2475	120.933	122.5	122.8374	123.097	123.1163	133.2237	132.9767	127.05022	2016	132.9767	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2018.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	380	12.57022427	42.79917282	ITA	Italy	1	15+	NUMBER	15 years old and over	Number	74.21935	75.37812	79.93918	87.32921	99.16414	106.8919	99.93485	101.5281	99.24602	92.37887	92.40762	96.26434	94.13807	94.886984	2016	94.13807	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2018.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	384	-5.552690016	7.62211586	CIV	Côte d'Ivoire	1	15+	NUMBER	15 years old and over	Number							3.71976	4.50232	4.3521	5.61254	6.65571	6.80484	6.86404	6.057846	2016	6.86404	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2018.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	388	-77.31068409	18.15616857	JAM	Jamaica	1	15+	NUMBER	15 years old and over	Number	17.56412	19.2276	21.36905	21.43781	22.70376	24.21282	24.92785	26.18549	26.71399	27.30923	29.80326	30.43186	31.7647	29.204608	2016	31.7647	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2018.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	392	139.2716103	36.6554539	JPN	Japan	1	15+	NUMBER	15 years old and over	Number	124.3683	123.8998	124.1152	125.1324	125.4496	132.8116	130.9276	128.5757	127.896	128.2963	127.4941	127.6515	127.7969	127.82696	2016	127.7969	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2018.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	398	66.65359159	48.01963494	KAZ	Kazakhstan	1	15+	NUMBER	15 years old and over	Number	9.97279	14.79556	19.55425	37.12019	52.29167	56.84859	61.33976	64.79657	68.60435	70.63931	72.10553	71.19437	74.00059	71.30883	2016	74.00059	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2018.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	400	37.13024774	30.65365973	JOR	Jordan	1	15+	NUMBER	15 years old and over	Number				20.72837	22.70902	23.4776	24.7312	25.04247	25.005	25.11037	25.3925	24.42211	27.1225	25.410496	2016	27.1225	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2018.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	404	37.86096816	0.534797278	KEN	Kenya	1	15+	NUMBER	15 years old and over	Number	1.63015	1.59538	2.9561	4.71023	5.99472	7.27208	8.90922	9.10426	9.51027	9.60033	9.74988	9.80998	9.27118	9.588328	2016	9.27118	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2018.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	408	127.1803633	40.1462645	PRK	Democratic People's Republic of Korea	1	15+	NUMBER	15 years old and over	Number																		
2018.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	410	127.8610254	36.45201023	KOR	Republic of Korea	1	15+	NUMBER	15 years old and over	Number	208.1644	212.1424	218.2445	234.2376	241.8281	247.1221	265.3754	281.2677	288.4758	288.6319	280.9664	276.2746		283.587175	2015	276.2746	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2018.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	414	47.49305029	29.53949468	KWT	Kuwait	1	15+	NUMBER	15 years old and over	Number	30.17121	35.06969	40.18461	46.78895	50.95134	51.86409	50.03896	50.26329	54.13007	52.3916	54.8083	54.85316	62.17177	55.67098	2016	62.17177	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2018.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	417	74.52324839	41.46204516	KGZ	Kyrgyzstan	1	15+	NUMBER	15 years old and over	Number	0.60269	0.95387	1.18602	2.36524	4.67135	8.34451	7.33155	11.91348	15.58008	20.56277	24.70274	30.11445	31.20704	24.433416	2016	31.20704	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2018.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	418	101.9901968	20.27482773	LAO	Lao People's Democratic Republic	1	15+	NUMBER	15 years old and over	Number					2.62971	4.82636	8.69433	10.85518	12.95335	17.98568	19.96405	23.27158	24.27964	19.69086	2016	24.27964	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2018.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	422	35.89391711	33.92152458	LBN	Lebanon	1	15+	NUMBER	15 years old and over	Number	31.86215	32.739	34.05242	35.55859	37.11803	38.14951	38.84156	37.83885	38.20098	37.75657	37.66553	38.37964	39.05448	38.21144	2016	39.05448	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2018.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	426	28.25362195	-29.58041814	LSO	Lesotho	1	15+	NUMBER	15 years old and over	Number	2.83513	3.72507	3.82956	4.83547	5.65017	6.51493	7.1878	7.91138	8.97772	10.59152	10.98222	12.72032	14.35845	11.526046	2016	14.35845	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2018.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	428	26.42461876	56.64196636	LVA	Latvia	1	15+	NUMBER	15 years old and over	Number	45.60929	45.91273	50.17054	60.78152	68.08596	71.67369	75.52618	68.30292	72.93781	68.5285	62.8955	63.03967	62.04728	65.889752	2016	62.04728	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2018.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	430	-9.311879038	6.448381009	LBR	Liberia	1	15+	NUMBER	15 years old and over	Number					1.159	1.53113	1.47539	1.42873	1.34521	1.63479	1.78764			1.58921333333333	2014	1.78764	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2018.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	434	18.0295985	27.04042819	LBY	Libya	1	15+	NUMBER	15 years old and over	Number	3.49188	3.4079	3.407	3.3854	3.44061	3.52707	3.46511	3.49612	3.87827					3.87827	2012	3.87827	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2018.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	438	9.552985019	47.14167005	LIE	Liechtenstein	1	15+	NUMBER	15 years old and over	Number																		
2018.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	440	23.90517807	55.33680309	LTU	Lithuania	1	15+	NUMBER	15 years old and over	Number	36.27349	38.18841	41.87078	49.05556	54.37968	57.43018	59.50861	50.48711	51.8252	49.87824	51.19338	49.0144	48.19787	50.021818	2016	48.19787	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2018.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	442	6.092656563	49.77679538	LUX	Luxembourg	1	15+	NUMBER	15 years old and over	Number	106.6409	106.9918	105.5466	105.952	107.3138	107.0651	105.6272	106.0345	100.6972	97.8628	105.2029	108.3316	157.4079	113.90048	2016	157.4079	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2018.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	446	113.5665388	22.1237259	MAC	China, Macao Special Administrative Region	1	15+	NUMBER	15 years old and over	Number	54.41288	54.63786	65.20599	87.07881	113.632	131.0363	139.3495	153.2958	175.5581	213.8443	219.488	246.8057	282.3213	227.60348	2016	282.3213	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2018.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	450	46.6982339	-19.38514785	MDG	Madagascar	1	15+	NUMBER	15 years old and over	Number	0.27513	0.58197	0.74481	0.99845	1.22604	1.33335	1.39796	1.56283	1.7143	1.80041	2.04735	2.28395	2.55222	2.079646	2016	2.55222	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2018.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	454	33.4884625	-13.40819859	MWI	Malawi	1	15+	NUMBER	15 years old and over	Number	0.74142	1.45376	1.39535	1.47405	1.71627	2.5741	2.91754	3.74703	4.22348	4.53617	4.78053	4.92466		4.61621	2015	4.92466	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2018.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	458	116.8346314	5.452415309	MYS	Malaysia	1	15+	NUMBER	15 years old and over	Number	27.13921	27.41509	28.2798	38.83076	41.59185	52.06798	53.70139	53.58974	53.02502	54.1474	51.67316	50.43056	48.10601	51.47643	2016	48.10601	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2018.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	462	73.09672546	-0.614385021	MDV	Maldives	1	15+	NUMBER	15 years old and over	Number	7.19779	7.28316	6.87306	16.47651	15.60899	16.59659	16.45181	16.57252	19.88816	21.39656	25.46903	26.48566	30.03189	24.65426	2016	30.03189	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2018.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	466	-3.522016039	17.35311254	MLI	Mali	1	15+	NUMBER	15 years old and over	Number							2.71503	3.23576	3.37816	3.99753	4.29288	4.4527	4.68751	4.161756	2016	4.68751	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2018.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	470	14.44617519	35.89194275	MLT	Malta	1	15+	NUMBER	15 years old and over	Number	45.38656	45.15166	41.35554	46.82264	47.4137	48.81939	52.32047	55.37471	60.42632	59.19512	56.36916	57.08469	57.48799	58.112656	2016	57.48799	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2018.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	474	-60.91544135	14.56086108	MTQ	Martinique	1	15+	NUMBER	15 years old and over	Number																		
2018.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	478	-10.33187259	20.26089546	MRT	Mauritania	1	15+	NUMBER	15 years old and over	Number								4.1045	4.54561	6.27715	7.64529	9.08216	9.70454	7.45095	2016	9.70454	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2018.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	480	57.568022	-20.28581998	MUS	Mauritius	1	15+	NUMBER	15 years old and over	Number	30.92668	33.85444	34.93291	38.96497	38.06396	39.50954	40.88109	43.42679	44.324	44.87474	45.03954	45.59497	44.50668	44.867986	2016	44.50668	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2018.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	484	-102.5148166	23.93378032	MEX	Mexico	1	15+	NUMBER	15 years old and over	Number	28.34554	31.18183	34.21066	38.1795	40.60044	41.98644	44.11103	43.71807	47.41737	47.2516	48.82582	51.06691	52.62772	49.437884	2016	52.62772	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2018.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	492	7.424214814	43.73532918	MCO	Monaco	1	15+	NUMBER	15 years old and over	Number																		
2018.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	496	103.0728057	46.83892054	MNG	Mongolia	1	15+	NUMBER	15 years old and over	Number					9.87663	14.99024	18.52137	31.52239	44.84261	49.89506	58.67009	72.87282	88.6355	62.983216	2016	88.6355	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2018.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	498	28.4650624	47.20236795	MDA	Republic of Moldova	1	15+	NUMBER	15 years old and over	Number	7.74492	10.58196	12.7088	15.43901	19.6184	23.31258	25.75884	28.5418	30.91651	33.57459	36.12617	32.4858	34.93981	33.608576	2016	34.93981	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2018.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	499	19.25214024	42.78717043	MNE	Montenegro	1	15+	NUMBER	15 years old and over	Number		14.27659	26.02482	40.11979	53.07206	60.04988	64.17206	66.19745	69.59563	71.5612	70.94471	76.08625	77.79478	73.196514	2016	77.79478	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2018.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	500	-62.19261223	16.73558313	MSR	Montserrat	1	15+	NUMBER	15 years old and over	Number																		
2018.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	504	-6.281942841	31.8440131	MAR	Morocco	1	15+	NUMBER	15 years old and over	Number	8.32593	14.82441	12.82619	14.24219	16.23562	18.19863	19.61249	21.29166	22.81857	24.16561	25.16134	25.93249	26.6965	24.954902	2016	26.6965	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2018.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	508	38.18479941	-14.27963886	MOZ	Mozambique	1	15+	NUMBER	15 years old and over	Number	1.88829	2.18588	3.22209	3.58234	4.15096	4.60262	5.57672	6.30062	6.80754	7.48871	8.87634	10.26701	10.58623	8.805166	2016	10.58623	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2018.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	512	57.87743482	21.98805614	OMN	Oman	1	15+	NUMBER	15 years old and over	Number							40.44003	39.75193	38.70189	38.47907	35.71446	34.81596	34.23393	36.389062	2016	34.23393	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2018.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	516	17.21907885	-22.13817068	NAM	Namibia	1	15+	NUMBER	15 years old and over	Number			9.33581	9.73708	29.47455	41.50261	49.17733	50.48658	48.52588	52.06841	54.6516	55.77665	64.41384	55.087276	2016	64.41384	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2018.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	520	166.92313	-0.528742623	NRU	Nauru	1	15+	NUMBER	15 years old and over	Number																		
2018.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	524	83.94678863	28.25866332	NPL	Nepal	1	15+	NUMBER	15 years old and over	Number								7.31694	7.42038	8.15622	8.75897	8.90453	9.63578	8.575176	2016	9.63578	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2018.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	528	5.331480568	51.86728884	NLD	Netherlands	1	15+	NUMBER	15 years old and over	Number	59.37553	55.85892	60.72084	63.6951	64.09074	62.51923	57.78603	56.51499	54.54922	52.97342	53.63755	49.66835	47.55254	51.676216	2016	47.55254	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2018.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	530	-68.30676179	12.22720635	ANT	Netherlands Antilles	1	15+	NUMBER	15 years old and over	Number																		
2018.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	531	-68.95033464	12.15058042	CUW	Curaçao	1	15+	NUMBER	15 years old and over	Number																		
2018.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	533	-69.97050586	12.50878756	ABW	Aruba	1	15+	NUMBER	15 years old and over	Number								110.9768	119.5793	124.1757	117.9442	119.0673	126.0195	121.3572	2016	126.0195	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
