ISO3CD,X,Y,GeoArea_Code,GeoArea_Desc,GoalCode,GoalDesc,TargetCode,TargetDesc,IndicatorCode,IndicatorDesc,IndicatorTier,SeriesCode,SeriesDesc,SeriesRelease,Sex_Code,Sex_Desc,ReportingType_Code,ReportingType_Desc,Units_Code,Units_Desc,Footnotes_2000,Footnotes_2001,Footnotes_2002,Footnotes_2003,Footnotes_2004,Footnotes_2005,Footnotes_2006,Footnotes_2007,Footnotes_2008,Footnotes_2009,Footnotes_2010,Footnotes_2011,Footnotes_2012,Footnotes_2013,Footnotes_2014,Footnotes_2015,Footnotes_2016,Nature_Code_2000,Nature_Code_2001,Nature_Code_2002,Nature_Code_2003,Nature_Code_2004,Nature_Code_2005,Nature_Code_2006,Nature_Code_2007,Nature_Code_2008,Nature_Code_2009,Nature_Code_2010,Nature_Code_2011,Nature_Code_2012,Nature_Code_2013,Nature_Code_2014,Nature_Code_2015,Nature_Code_2016,Source_2000,Source_2001,Source_2002,Source_2003,Source_2004,Source_2005,Source_2006,Source_2007,Source_2008,Source_2009,Source_2010,Source_2011,Source_2012,Source_2013,Source_2014,Source_2015,Source_2016,TimeDetail_2000,TimeDetail_2001,TimeDetail_2002,TimeDetail_2003,TimeDetail_2004,TimeDetail_2005,TimeDetail_2006,TimeDetail_2007,TimeDetail_2008,TimeDetail_2009,TimeDetail_2010,TimeDetail_2011,TimeDetail_2012,TimeDetail_2013,TimeDetail_2014,TimeDetail_2015,TimeDetail_2016,Value_2000,Value_2001,Value_2002,Value_2003,Value_2004,Value_2005,Value_2006,Value_2007,Value_2008,Value_2009,Value_2010,Value_2011,Value_2012,Value_2013,Value_2014,Value_2015,Value_2016,Latest_Year,Latest_Value
MNE,19.25214024,42.78717043,499,Montenegro,5,Achieve gender equality and empower all women and girls,5.5,"Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",5.5.2,Proportion of women in managerial positions,1,IC_GEN_MGTL,Proportion of women in managerial positions (%),2019.Q1.G.01,FEMALE,Female,G,Global,PERCENT,Percentage,,,,Data reference period: October,,Data reference period: October | Age coverage - maximum age: 64 years old,,Data reference period: October | Age coverage - maximum age: 64 years old,Data reference period: October | Age coverage - maximum age: 64 years old,Data reference period: October | Age coverage - maximum age: 64 years old,Data reference period: October | Age coverage - maximum age: 64 years old,Data reference period: Annual or annual average | Population coverage: Excluding institutional population,Data reference period: Annual or annual average | Population coverage: Excluding institutional population,,,Data reference period: Annual or annual average | Population coverage: Excluding institutional population,,,,,C,,C,,C,C,C,C,C,C,,,C,,,,,ILOSTAT - PC - Population census,,ILOSTAT - LFS - Labour force survey,,ILOSTAT - LFS - Labour force survey,ILOSTAT - LFS - Labour force survey,ILOSTAT - LFS - Labour force survey,ILOSTAT - LFS - Labour force survey,ILOSTAT - LFS - Labour force survey,ILOSTAT - LFS - Labour force survey,,,ILOSTAT - LFS - Labour force survey,,,,,,,,,,,,,,,,,,,,,,26.53,,19.67,,31.39,23.36,24.5,30.19,30.77,27.27,,,21.97,,2015.0,21.97
BGD,89.17660788,22.86961622,50,Bangladesh,5,Achieve gender equality and empower all women and girls,5.5,"Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",5.5.2,Proportion of women in managerial positions,1,IC_GEN_MGTL,Proportion of women in managerial positions (%),2019.Q1.G.01,FEMALE,Female,G,Global,PERCENT,Percentage,,,,Data reference period: Noncalendar year,,,Break in series: Methodology revised | Repository: ILO-STATISTICS - Micro data processing,,,,Break in series: Methodology revised | Repository: ILO-STATISTICS - Micro data processing,Data reference period: October,,Break in series: Methodology revised | Repository: ILO-STATISTICS - Micro data processing,,,Data reference period: Annual or annual average | Population coverage: Excluding both institutional population and armed forces and/or conscripts,,,,C,,,C,,,,C,C,,C,,,C,,,,ILOSTAT - LFS - Labour Force Survey,,,ILOSTAT - LFS - Labour Force Survey,,,,ILOSTAT - LFS - Labour Force Survey,ILOSTAT - PC - Population Census,,ILOSTAT - LFS - Labour Force Survey,,,ILOSTAT - LFS - Labour Force Survey,,,,,,,,,,,,,,,,,,,,,23.39,,,9.71,,,,14.75,5.39,,13.18,,,11.38,2016.0,11.38
MAR,-6.281942841,31.8440131,504,Morocco,5,Achieve gender equality and empower all women and girls,5.5,"Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",5.5.2,Proportion of women in managerial positions,1,IC_GEN_MGTL,Proportion of women in managerial positions (%),2019.Q1.G.01,FEMALE,Female,G,Global,PERCENT,Percentage,,,,,Data reference period: Annual or annual average,Data reference period: Annual or annual average,Data reference period: Annual or annual average,Data reference period: Annual or annual average,Data reference period: Annual or annual average,,,,,,,,,,,,,C,C,C,C,C,,,,,,,,,,,,,ILOSTAT - LFS - National Employment Survey,ILOSTAT - LFS - National Employment Survey,ILOSTAT - LFS - National Employment Survey,ILOSTAT - LFS - National Employment Survey,ILOSTAT - LFS - National Employment Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.76,12.4,11.89,12.1,12.79,,,,,,,,,2008.0,12.79
ARM,44.93839317,40.29499741,51,Armenia,5,Achieve gender equality and empower all women and girls,5.5,"Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",5.5.2,Proportion of women in managerial positions,1,IC_GEN_MGTL,Proportion of women in managerial positions (%),2019.Q1.G.01,FEMALE,Female,G,Global,PERCENT,Percentage,,,,,,,,,Repository: NSO | Data reference period: July | Reference group coverage: Total employment,,,Data reference period: October | Population coverage: Excluding armed forces and/or conscripts | Age coverage - maximum age: 75 years old,,,Break in series: Methodology revised | Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old,,,,,,,,,,C,,,C,,,C,C,,,,,,,,,,ILOSTAT - LFS - Household Labour Force Survey,,,ILOSTAT - PC - Population census,,,ILOSTAT - LFS - Household Labour Force Survey,ILOSTAT - LFS - Household Labour Force Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,21.51,,,31.65,,,32.39,29.07,,2015.0,29.07
OMN,57.87743482,21.98805614,512,Oman,5,Achieve gender equality and empower all women and girls,5.5,"Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",5.5.2,Proportion of women in managerial positions,1,IC_GEN_MGTL,Proportion of women in managerial positions (%),2019.Q1.G.01,FEMALE,Female,G,Global,PERCENT,Percentage,"Data reference period: Annual or annual average | Population coverage: Nationals, residents | Age coverage - minimum age: 12 years old",,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,ILOSTAT - LFS - Labour force survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.32,,,,,,,,,,,,,,,,,2000.0,9.32
NAM,17.21907885,-22.13817068,516,Namibia,5,Achieve gender equality and empower all women and girls,5.5,"Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",5.5.2,Proportion of women in managerial positions,1,IC_GEN_MGTL,Proportion of women in managerial positions (%),2019.Q1.G.01,FEMALE,Female,G,Global,PERCENT,Percentage,Data reference period: Annual or annual average | Age coverage - maximum age: 69 years old,,,,Data reference period: Annual or annual average | Age coverage - maximum age: 69 years old,,,,,,Reference group coverage: Total employment,Data reference period: August | Reference group coverage: Total employment,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,,Repository: ILO-STATISTICS - Micro data processing,C,,,,C,,,,,,C,C,C,C,C,,C,ILOSTAT - LFS - Labour force survey,,,,ILOSTAT - LFS - Labour force survey,,,,,,ILOSTAT - HIES - Household income and expenditure survey,ILOSTAT - PC - Population Census,ILOSTAT - LFS - Labour force survey,ILOSTAT - LFS - Labour force survey,ILOSTAT - LFS - Labour force survey,,ILOSTAT - LFS - Labour force survey,,,,,,,,,,,,,,,,,,30.19,,,,35.98,,,,,,36.56,36.6,29.7,42.6,43.97,,39.9,2016.0,39.9
BRB,-59.5346489,13.13648273,52,Barbados,5,Achieve gender equality and empower all women and girls,5.5,"Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",5.5.2,Proportion of women in managerial positions,1,IC_GEN_MGTL,Proportion of women in managerial positions (%),2019.Q1.G.01,FEMALE,Female,G,Global,PERCENT,Percentage,0,0,0,Data reference period: Annual or annual average | Population coverage: Excluding armed forces and/or conscripts,Data reference period: Annual or annual average | Population coverage: Excluding armed forces and/or conscripts,,,,,,Data reference period: Annual or annual average | Reference group coverage: Total employment,Data reference period: Annual or annual average | Reference group coverage: Total employment,,Repository: NSO | Data reference period: Annual or annual average | Population coverage: Excluding armed forces and/or conscripts,Repository: NSO | Data reference period: Annual or annual average | Population coverage: Excluding armed forces and/or conscripts,Data reference period: Annual or annual average,Data reference period: Annual or annual average,C,C,C,C,C,,,,,,C,C,,C,C,C,C,ILOSTAT - LFS - Labour Force Survey,ILOSTAT - LFS - Labour Force Survey,ILOSTAT - LFS - Labour Force Survey,ILOSTAT - LFS - Labour Force Survey,ILOSTAT - LFS - Labour Force Survey,,,,,,ILOSTAT - LFS - Labour Force Survey,ILOSTAT - LFS - Labour Force Survey,,ILOSTAT - LFS - Labour Force Survey,ILOSTAT - LFS - Labour Force Survey,ILOSTAT - LFS - Labour Force Survey,ILOSTAT - LFS - Labour Force Survey,,,,,,,,,,,,,,,,,,35.05,41.28,42.16,44.9,43.44,,,,,,46.19,46.67,,48.25,48.57,50.49,48.6,2016.0,48.6
NPL,83.94678863,28.25866332,524,Nepal,5,Achieve gender equality and empower all women and girls,5.5,"Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",5.5.2,Proportion of women in managerial positions,1,IC_GEN_MGTL,Proportion of women in managerial positions (%),2019.Q1.G.01,FEMALE,Female,G,Global,PERCENT,Percentage,,Data reference period: June | Age coverage - minimum age: 10 years old,,,,,,,Break in series: Methodology revised | Repository: ILO-STATISTICS - Micro data processing | Data reference period: Annual or annual average,,,,,,,,,,C,,,,,,,C,,,,,,,,,,ILOSTAT - PC - Population Census,,,,,,,ILOSTAT - LFS - Nepal Labour Force Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,13.84,,,,,,,18.81,,,,,,,,,2008.0,18.81
NLD,5.331480568,51.86728884,528,Netherlands,5,Achieve gender equality and empower all women and girls,5.5,"Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",5.5.2,Proportion of women in managerial positions,1,IC_GEN_MGTL,Proportion of women in managerial positions (%),2019.Q1.G.01,FEMALE,Female,G,Global,PERCENT,Percentage,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Break in series: Methodology revised | Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Break in series: Methodology revised | Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Break in series: Methodology revised | Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Break in series: Methodology revised | Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,,,,,,,,,,,,,,,,,,25.33,26.18,25.35,25.67,25.4,25.53,26.66,27.99,28.08,28.48,28.6,29.27,28.78,24.58,25.46,26.03,25.41,2016.0,25.41
VUT,167.0679779,-15.34445547,548,Vanuatu,5,Achieve gender equality and empower all women and girls,5.5,"Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",5.5.2,Proportion of women in managerial positions,1,IC_GEN_MGTL,Proportion of women in managerial positions (%),2019.Q1.G.01,FEMALE,Female,G,Global,PERCENT,Percentage,,,,,,,,,,Data reference period: November,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,ILOSTAT - PC - National Population and Housing Census,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.54,,,,,,,,2009.0,28.54
NZL,170.4755673,-43.98721568,554,New Zealand,5,Achieve gender equality and empower all women and girls,5.5,"Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",5.5.2,Proportion of women in managerial positions,1,IC_GEN_MGTL,Proportion of women in managerial positions (%),2019.Q1.G.01,FEMALE,Female,G,Global,PERCENT,Percentage,Break in series: Methodology revised | Data reference period: Annual or annual average | Population coverage: Excluding armed forces and/or conscripts,Break in series: Methodology revised | Data reference period: Annual or annual average | Population coverage: Excluding armed forces and/or conscripts,Break in series: Methodology revised | Data reference period: Annual or annual average | Population coverage: Excluding armed forces and/or conscripts,Break in series: Methodology revised | Data reference period: Annual or annual average | Population coverage: Excluding armed forces and/or conscripts,Break in series: Methodology revised | Data reference period: Annual or annual average | Population coverage: Excluding armed forces and/or conscripts,Break in series: Methodology revised | Data reference period: Annual or annual average | Population coverage: Excluding armed forces and/or conscripts,Break in series: Methodology revised | Data reference period: Annual or annual average | Population coverage: Excluding armed forces and/or conscripts,Break in series: Methodology revised | Data reference period: Annual or annual average | Population coverage: Excluding armed forces and/or conscripts,Break in series: Methodology revised | Data reference period: Annual or annual average | Population coverage: Excluding armed forces and/or conscripts,,,,,,,,,C,C,C,C,C,C,C,C,C,,,,,,,,,ILOSTAT - LFS - Household Labour Force Survey,ILOSTAT - LFS - Household Labour Force Survey,ILOSTAT - LFS - Household Labour Force Survey,ILOSTAT - LFS - Household Labour Force Survey,ILOSTAT - LFS - Household Labour Force Survey,ILOSTAT - LFS - Household Labour Force Survey,ILOSTAT - LFS - Household Labour Force Survey,ILOSTAT - LFS - Household Labour Force Survey,ILOSTAT - LFS - Household Labour Force Survey,,,,,,,,,,,,,,,,,,,,,,,,,,38.18,38.57,38.62,36.44,36.3,36.5,39.88,39.97,39.95,,,,,,,,,2008.0,39.95
NIC,-85.03060315,12.84210839,558,Nicaragua,5,Achieve gender equality and empower all women and girls,5.5,"Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",5.5.2,Proportion of women in managerial positions,1,IC_GEN_MGTL,Proportion of women in managerial positions (%),2019.Q1.G.01,FEMALE,Female,G,Global,PERCENT,Percentage,,,,Data reference period: Annual or annual average | Age coverage - minimum age: 10 years old,Data reference period: Annual or annual average | Age coverage - minimum age: 10 years old,Data reference period: Annual or annual average | Age coverage - minimum age: 10 years old,Data reference period: Annual or annual average | Age coverage - minimum age: 10 years old,,,,,,,,Repository: ILO-STATISTICS - Micro data processing,,,,,,C,C,C,C,,,,,,,,C,,,,,,ILOSTAT - LFS - Continous Household Survey,ILOSTAT - LFS - Continous Household Survey,ILOSTAT - LFS - Continous Household Survey,ILOSTAT - LFS - Continous Household Survey,,,,,,,,ILOSTAT - HIES - National Household Survey on Measuring Living Conditions,,,,,,,,,,,,,,,,,,,,,,,40.18,38.53,40.34,40.99,,,,,,,,35.21,,,2014.0,35.21
BEL,4.660976456,50.64104975,56,Belgium,5,Achieve gender equality and empower all women and girls,5.5,"Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",5.5.2,Proportion of women in managerial positions,1,IC_GEN_MGTL,Proportion of women in managerial positions (%),2019.Q1.G.01,FEMALE,Female,G,Global,PERCENT,Percentage,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Break in series: Methodology revised | Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Break in series: Methodology revised | Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Break in series: Methodology revised | Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,,,,,,,,,,,,,,,,,,32.07,32.88,31.8,29.9,29.88,31.81,31.47,33.84,32.68,33.99,34.1,29.9,32.44,31.42,31.65,32.56,32.66,2016.0,32.66
NGA,8.097363256,9.585789025,566,Nigeria,5,Achieve gender equality and empower all women and girls,5.5,"Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",5.5.2,Proportion of women in managerial positions,1,IC_GEN_MGTL,Proportion of women in managerial positions (%),2019.Q1.G.01,FEMALE,Female,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,Repository: ILO-STATISTICS - Micro data processing,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,ILOSTAT - HS - General Household Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.28,,,,2013.0,30.28
NOR,11.47846389,61.34311134,578,Norway,5,Achieve gender equality and empower all women and girls,5.5,"Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",5.5.2,Proportion of women in managerial positions,1,IC_GEN_MGTL,Proportion of women in managerial positions (%),2019.Q1.G.01,FEMALE,Female,G,Global,PERCENT,Percentage,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Break in series: Methodology revised | Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Break in series: Methodology revised | Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Break in series: Methodology revised | Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,,,,,,,,,,,,,,,,,,24.99,25.24,27.53,28.43,29.19,30.41,33.15,31.59,31.54,34.05,34.38,31.44,32.2,32.89,35.53,36.03,37.87,2016.0,37.87
PLW,134.5733878,7.502307591,585,Palau,5,Achieve gender equality and empower all women and girls,5.5,"Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",5.5.2,Proportion of women in managerial positions,1,IC_GEN_MGTL,Proportion of women in managerial positions (%),2019.Q1.G.01,FEMALE,Female,G,Global,PERCENT,Percentage,Repository: ILO-STATISTICS - Micro data processing | Data reference period: Annual or annual average,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,ILOSTAT - PC - Population census,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.78,,,,,,,,,,,,,,,,,2000.0,26.78
PAK,68.80479684,29.36491634,586,Pakistan,5,Achieve gender equality and empower all women and girls,5.5,"Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",5.5.2,Proportion of women in managerial positions,1,IC_GEN_MGTL,Proportion of women in managerial positions (%),2019.Q1.G.01,FEMALE,Female,G,Global,PERCENT,Percentage,,Data reference period: January | Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 10 years old,Data reference period: January | Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 10 years old,Data reference period: January | Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 10 years old,Data reference period: January | Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 10 years old,Data reference period: January | Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 10 years old,Data reference period: January | Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 10 years old,Data reference period: January | Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 10 years old,Data reference period: January | Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 10 years old,,Break in series: Methodology revised | Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year,Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year,,Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year,Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year,Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year,Data reference period: Annual or annual average | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - minimum age: 10 years old | Age coverage - maximum age: 70 years old,,C,C,C,C,C,C,C,C,,C,C,,C,C,C,C,,ILOSTAT - LFS - Labour Force Survey,ILOSTAT - LFS - Labour Force Survey,ILOSTAT - LFS - Labour Force Survey,ILOSTAT - LFS - Labour Force Survey,ILOSTAT - LFS - Labour Force Survey,ILOSTAT - LFS - Labour Force Survey,ILOSTAT - LFS - Labour Force Survey,ILOSTAT - LFS - Labour Force Survey,,ILOSTAT - LFS - Labour Force Survey,ILOSTAT - LFS - Labour Force Survey,,ILOSTAT - LFS - Labour Force Survey,ILOSTAT - LFS - Labour Force Survey,ILOSTAT - LFS - Labour Force Survey,ILOSTAT - LFS - Labour Force Survey,,,,,,,,,,,,,,,,,,,2.94,2.36,2.37,2.1,2.1,3.36,3.46,2.97,,3.33,3.3,,3.02,4.15,2.87,2.87,2016.0,2.87
PAN,-81.26616623,8.450965746,591,Panama,5,Achieve gender equality and empower all women and girls,5.5,"Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",5.5.2,Proportion of women in managerial positions,1,IC_GEN_MGTL,Proportion of women in managerial positions (%),2019.Q1.G.01,FEMALE,Female,G,Global,PERCENT,Percentage,,Data reference period: August,Data reference period: August,Data reference period: August,Data reference period: August,Data reference period: August,Data reference period: August,Data reference period: August,Data reference period: August,Data reference period: August | Population coverage: Excluding institutional population,Data reference period: August | Population coverage: Excluding institutional population,Data reference period: August | Population coverage: Excluding institutional population,Data reference period: August | Population coverage: Excluding institutional population,,Data reference period: August | Population coverage: Excluding institutional population,,Data reference period: August | Population coverage: Excluding institutional population,,C,C,C,C,C,C,C,C,C,C,C,C,,C,,C,,ILOSTAT - LFS - Labour Market Survey,ILOSTAT - LFS - Labour Market Survey,ILOSTAT - LFS - Labour Market Survey,ILOSTAT - LFS - Labour Market Survey,ILOSTAT - LFS - Labour Market Survey,ILOSTAT - LFS - Labour Market Survey,ILOSTAT - LFS - Labour Market Survey,ILOSTAT - LFS - Labour Market Survey,ILOSTAT - LFS - Labour Market Survey,ILOSTAT - LFS - Labour Market Survey,ILOSTAT - LFS - Labour Market Survey,ILOSTAT - LFS - Labour Market Survey,,ILOSTAT - LFS - Labour Market Survey,,ILOSTAT - LFS - Labour Market Survey,,,,,,,,,,,,,,,,,,,40.39,37.61,39.53,39.64,42.66,45.05,43.55,48.08,46.01,47.9,45.95,47.38,,42.56,,42.49,2016.0,42.49
PNG,145.8587761,-6.756057077,598,Papua New Guinea,5,Achieve gender equality and empower all women and girls,5.5,"Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",5.5.2,Proportion of women in managerial positions,1,IC_GEN_MGTL,Proportion of women in managerial positions (%),2019.Q1.G.01,FEMALE,Female,G,Global,PERCENT,Percentage,,,,,,,,,,,Break in series: Methodology revised | Repository: ILO-STATISTICS - Micro data processing,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,ILOSTAT - HIES - Household Income and Expenditure Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.12,,,,,,,2010.0,18.12
