ISO3CD,X,Y,GeoArea_Code,GeoArea_Desc,GoalCode,GoalDesc,TargetCode,TargetDesc,IndicatorCode,IndicatorDesc,IndicatorTier,SeriesCode,SeriesDesc,SeriesRelease,ReportingType_Code,ReportingType_Desc,Units_Code,Units_Desc,Footnotes_2006,Footnotes_2007,Footnotes_2008,Footnotes_2009,Footnotes_2010,Footnotes_2011,Footnotes_2012,Footnotes_2013,Footnotes_2014,Footnotes_2015,Nature_Code_2006,Nature_Code_2007,Nature_Code_2008,Nature_Code_2009,Nature_Code_2010,Nature_Code_2011,Nature_Code_2012,Nature_Code_2013,Nature_Code_2014,Nature_Code_2015,Source_2006,Source_2007,Source_2008,Source_2009,Source_2010,Source_2011,Source_2012,Source_2013,Source_2014,Source_2015,TimeDetail_2006,TimeDetail_2007,TimeDetail_2008,TimeDetail_2009,TimeDetail_2010,TimeDetail_2011,TimeDetail_2012,TimeDetail_2013,TimeDetail_2014,TimeDetail_2015,Value_2006,Value_2007,Value_2008,Value_2009,Value_2010,Value_2011,Value_2012,Value_2013,Value_2014,Value_2015,Latest_Year,Latest_Value
PAN,-81.26616623,8.450965746,591,Panama,17,Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,17.19,"By 2030, build on existing initiatives to develop measurements of progress on sustainable development that complement gross domestic product, and support statistical capacity-building in developing countries",17.19.1,Dollar value of all resources made available to strengthen statistical capacity in developing countries,1,SG_STT_CAPTY,Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars),2019.Q1.G.01,G,Global,CU_USD,USD,Sum of country-specific commitments,Sum of country-specific commitments,,Sum of country-specific commitments,Sum of country-specific commitments,Sum of country-specific commitments,Sum of country-specific commitments,,,,G,G,,G,G,G,G,,,,"2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)","2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)",,"2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)","2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)","2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)","2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)",,,,,,,,,,,,,,241537,24217.96,,66190,61428.08,282820.45,615643.03,,,,2012.0,615643.03
PNG,145.8587761,-6.756057077,598,Papua New Guinea,17,Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,17.19,"By 2030, build on existing initiatives to develop measurements of progress on sustainable development that complement gross domestic product, and support statistical capacity-building in developing countries",17.19.1,Dollar value of all resources made available to strengthen statistical capacity in developing countries,1,SG_STT_CAPTY,Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars),2019.Q1.G.01,G,Global,CU_USD,USD,Sum of country-specific commitments,Sum of country-specific commitments,Sum of country-specific commitments,Sum of country-specific commitments,Sum of country-specific commitments,Sum of country-specific commitments,Sum of country-specific commitments,Sum of country-specific commitments,Sum of country-specific commitments,Sum of country-specific commitments,G,G,G,G,G,G,G,G,G,G,"2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)","2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)","2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)","2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)","2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)","2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)","2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)","2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)","2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)","2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)",,,,,,,,,,,1018702.01,281192.97,934827.19,633202.39,697852.74,1176782.68,640752.3,5089.93,386062.3,0,2015.0,0
PRY,-60.54854225,-21.70216237,600,Paraguay,17,Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,17.19,"By 2030, build on existing initiatives to develop measurements of progress on sustainable development that complement gross domestic product, and support statistical capacity-building in developing countries",17.19.1,Dollar value of all resources made available to strengthen statistical capacity in developing countries,1,SG_STT_CAPTY,Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars),2019.Q1.G.01,G,Global,CU_USD,USD,Sum of country-specific commitments,Sum of country-specific commitments,Sum of country-specific commitments,Sum of country-specific commitments,Sum of country-specific commitments,Sum of country-specific commitments,Sum of country-specific commitments,Sum of country-specific commitments,,,G,G,G,G,G,G,G,G,,,"2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)","2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)","2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)","2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)","2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)","2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)","2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)","2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)",,,,,,,,,,,,,195924,168478.25,805491.18,44725.8,136540,13468837.37,47295.42,102992.86,,,2013.0,102992.86
PER,-71.82093277,-13.58939705,604,Peru,17,Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,17.19,"By 2030, build on existing initiatives to develop measurements of progress on sustainable development that complement gross domestic product, and support statistical capacity-building in developing countries",17.19.1,Dollar value of all resources made available to strengthen statistical capacity in developing countries,1,SG_STT_CAPTY,Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars),2019.Q1.G.01,G,Global,CU_USD,USD,Sum of country-specific commitments,Sum of country-specific commitments,Sum of country-specific commitments,Sum of country-specific commitments,Sum of country-specific commitments,Sum of country-specific commitments,Sum of country-specific commitments,Sum of country-specific commitments,Sum of country-specific commitments,Sum of country-specific commitments,G,G,G,G,G,G,G,G,G,G,"2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)","2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)","2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)","2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)","2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)","2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)","2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)","2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)","2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)","2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)",,,,,,,,,,,26232.62,2223634.47,170658.94,0,56590.09,4370722.34,1937273.65,334646.69,15600000,446052.77,2015.0,446052.77
PHL,120.8601418,14.16591706,608,Philippines,17,Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,17.19,"By 2030, build on existing initiatives to develop measurements of progress on sustainable development that complement gross domestic product, and support statistical capacity-building in developing countries",17.19.1,Dollar value of all resources made available to strengthen statistical capacity in developing countries,1,SG_STT_CAPTY,Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars),2019.Q1.G.01,G,Global,CU_USD,USD,Sum of country-specific commitments,Sum of country-specific commitments,Sum of country-specific commitments,Sum of country-specific commitments,Sum of country-specific commitments,Sum of country-specific commitments,Sum of country-specific commitments,Sum of country-specific commitments,Sum of country-specific commitments,Sum of country-specific commitments,G,G,G,G,G,G,G,G,G,G,"2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)","2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)","2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)","2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)","2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)","2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)","2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)","2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)","2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)","2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)",,,,,,,,,,,773000.7,375640.3,138253.68,437898.49,211839.11,289895.06,1907056.91,538010.65,268429,6576861.01,2015.0,6576861.01
,,,62,Central and Southern Asia,17,Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,17.19,"By 2030, build on existing initiatives to develop measurements of progress on sustainable development that complement gross domestic product, and support statistical capacity-building in developing countries",17.19.1,Dollar value of all resources made available to strengthen statistical capacity in developing countries,1,SG_STT_CAPTY,Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars),2019.Q1.G.01,G,Global,CU_USD,USD,Sum of country-specific commitments received by countries in this group,Sum of country-specific commitments received by countries in this group,Sum of country-specific commitments received by countries in this group,Sum of country-specific commitments received by countries in this group,Sum of country-specific commitments received by countries in this group,Sum of country-specific commitments received by countries in this group,Sum of country-specific commitments received by countries in this group,Sum of country-specific commitments received by countries in this group,Sum of country-specific commitments received by countries in this group,Sum of country-specific commitments received by countries in this group,G,G,G,G,G,G,G,G,G,G,"2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)","2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)","2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)","2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)","2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)","2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)","2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)","2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)","2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)","2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)",,,,,,,,,,,14985150.31,20828001.79,64188595.19,18646831.03,148301879,64628209.9,28917772.22,137551451.85,14701185.66,17530370.02,2015.0,17530370.02
GNB,-14.40182514,12.11760394,624,Guinea-Bissau,17,Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,17.19,"By 2030, build on existing initiatives to develop measurements of progress on sustainable development that complement gross domestic product, and support statistical capacity-building in developing countries",17.19.1,Dollar value of all resources made available to strengthen statistical capacity in developing countries,1,SG_STT_CAPTY,Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars),2019.Q1.G.01,G,Global,CU_USD,USD,Sum of country-specific commitments,Sum of country-specific commitments,Sum of country-specific commitments,Sum of country-specific commitments,Sum of country-specific commitments,Sum of country-specific commitments,Sum of country-specific commitments,Sum of country-specific commitments,Sum of country-specific commitments,Sum of country-specific commitments,G,G,G,G,G,G,G,G,G,G,"2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)","2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)","2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)","2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)","2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)","2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)","2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)","2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)","2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)","2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)",,,,,,,,,,,277508.31,269220.64,1500068.32,252140,193090.35,1068475.84,744176.91,48970.51,895769.9,88740.98724,2015.0,88740.98724
TLS,125.9451052,-8.797497247,626,Timor-Leste,17,Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,17.19,"By 2030, build on existing initiatives to develop measurements of progress on sustainable development that complement gross domestic product, and support statistical capacity-building in developing countries",17.19.1,Dollar value of all resources made available to strengthen statistical capacity in developing countries,1,SG_STT_CAPTY,Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars),2019.Q1.G.01,G,Global,CU_USD,USD,Sum of country-specific commitments,Sum of country-specific commitments,Sum of country-specific commitments,Sum of country-specific commitments,Sum of country-specific commitments,Sum of country-specific commitments,Sum of country-specific commitments,Sum of country-specific commitments,Sum of country-specific commitments,Sum of country-specific commitments,G,G,G,G,G,G,G,G,G,G,"2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)","2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)","2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)","2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)","2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)","2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)","2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)","2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)","2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)","2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)",,,,,,,,,,,172795.76,674851.53,11671677.08,235471,142430.64,726551.38,2352094.16,1712090.67,2083744.53,819371.6,2015.0,819371.6
QAT,51.19152467,25.28355379,634,Qatar,17,Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,17.19,"By 2030, build on existing initiatives to develop measurements of progress on sustainable development that complement gross domestic product, and support statistical capacity-building in developing countries",17.19.1,Dollar value of all resources made available to strengthen statistical capacity in developing countries,1,SG_STT_CAPTY,Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars),2019.Q1.G.01,G,Global,CU_USD,USD,,,Sum of country-specific commitments,,,,Sum of country-specific commitments,,Sum of country-specific commitments,Sum of country-specific commitments,,,G,,,,G,,G,G,,,"2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)",,,,"2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)",,"2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)","2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)",,,,,,,,,,,,,10000,,,,3050,,5400,3500,2015.0,3500
BTN,90.45098484,27.39598568,64,Bhutan,17,Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,17.19,"By 2030, build on existing initiatives to develop measurements of progress on sustainable development that complement gross domestic product, and support statistical capacity-building in developing countries",17.19.1,Dollar value of all resources made available to strengthen statistical capacity in developing countries,1,SG_STT_CAPTY,Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars),2019.Q1.G.01,G,Global,CU_USD,USD,Sum of country-specific commitments,Sum of country-specific commitments,Sum of country-specific commitments,Sum of country-specific commitments,Sum of country-specific commitments,Sum of country-specific commitments,Sum of country-specific commitments,Sum of country-specific commitments,Sum of country-specific commitments,Sum of country-specific commitments,G,G,G,G,G,G,G,G,G,G,"2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)","2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)","2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)","2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)","2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)","2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)","2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)","2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)","2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)","2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)",,,,,,,,,,,598515.57,102730.48,608227.49,6250,361262.02,1891050.64,133549.43,98888.3,345833.73,16199.8,2015.0,16199.8
RUS,99.01404926,61.61899849,643,Russian Federation,17,Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,17.19,"By 2030, build on existing initiatives to develop measurements of progress on sustainable development that complement gross domestic product, and support statistical capacity-building in developing countries",17.19.1,Dollar value of all resources made available to strengthen statistical capacity in developing countries,1,SG_STT_CAPTY,Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars),2019.Q1.G.01,G,Global,CU_USD,USD,,Sum of country-specific commitments,,,,Sum of country-specific commitments,,,,,,G,,,,G,,,,,,"2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)",,,,"2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)",,,,,,,,,,,,,,,,10000000,,,,273431,,,,,2011.0,273431
RWA,29.92310194,-1.999842114,646,Rwanda,17,Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,17.19,"By 2030, build on existing initiatives to develop measurements of progress on sustainable development that complement gross domestic product, and support statistical capacity-building in developing countries",17.19.1,Dollar value of all resources made available to strengthen statistical capacity in developing countries,1,SG_STT_CAPTY,Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars),2019.Q1.G.01,G,Global,CU_USD,USD,Sum of country-specific commitments,Sum of country-specific commitments,Sum of country-specific commitments,Sum of country-specific commitments,Sum of country-specific commitments,Sum of country-specific commitments,Sum of country-specific commitments,Sum of country-specific commitments,Sum of country-specific commitments,Sum of country-specific commitments,G,G,G,G,G,G,G,G,G,G,"2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)","2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)","2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)","2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)","2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)","2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)","2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)","2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)","2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)","2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)",,,,,,,,,,,442848.6,16195009.69,534402.84,29858445.46,12441213.55,18494101.68,7525908.59,1789504,40238039.46,13409,2015.0,13409
LCA,-60.96529553,13.89405601,662,Saint Lucia,17,Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,17.19,"By 2030, build on existing initiatives to develop measurements of progress on sustainable development that complement gross domestic product, and support statistical capacity-building in developing countries",17.19.1,Dollar value of all resources made available to strengthen statistical capacity in developing countries,1,SG_STT_CAPTY,Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars),2019.Q1.G.01,G,Global,CU_USD,USD,Sum of country-specific commitments,Sum of country-specific commitments,,,,,,,Sum of country-specific commitments,Sum of country-specific commitments,G,G,,,,,,,G,G,"2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)","2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)",,,,,,,"2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)","2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)",,,,,,,,,,,108956.1,5101.42,,,,,,,40126,197085,2015.0,197085
VCT,-61.19024321,13.24627968,670,Saint Vincent and the Grenadines,17,Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,17.19,"By 2030, build on existing initiatives to develop measurements of progress on sustainable development that complement gross domestic product, and support statistical capacity-building in developing countries",17.19.1,Dollar value of all resources made available to strengthen statistical capacity in developing countries,1,SG_STT_CAPTY,Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars),2019.Q1.G.01,G,Global,CU_USD,USD,Sum of country-specific commitments,,,,,Sum of country-specific commitments,,Sum of country-specific commitments,,,G,,,,,G,,G,,,"2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)",,,,,"2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)",,"2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)",,,,,,,,,,,,,37730.48,,,,,680802.3,,15884.24,,,2013.0,15884.24
STP,6.609772265,0.241554875,678,Sao Tome and Principe,17,Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,17.19,"By 2030, build on existing initiatives to develop measurements of progress on sustainable development that complement gross domestic product, and support statistical capacity-building in developing countries",17.19.1,Dollar value of all resources made available to strengthen statistical capacity in developing countries,1,SG_STT_CAPTY,Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars),2019.Q1.G.01,G,Global,CU_USD,USD,Sum of country-specific commitments,Sum of country-specific commitments,Sum of country-specific commitments,Sum of country-specific commitments,Sum of country-specific commitments,Sum of country-specific commitments,Sum of country-specific commitments,Sum of country-specific commitments,,,G,G,G,G,G,G,G,G,,,"2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)","2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)","2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)","2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)","2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)","2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)","2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)","2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)",,,,,,,,,,,,,370530.87,180050.09,225296.2,10430,69350.96,70037.8,88312.11,0,,,2013.0,0
BOL,-64.66224284,-16.71273412,68,Bolivia (Plurinational State of),17,Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,17.19,"By 2030, build on existing initiatives to develop measurements of progress on sustainable development that complement gross domestic product, and support statistical capacity-building in developing countries",17.19.1,Dollar value of all resources made available to strengthen statistical capacity in developing countries,1,SG_STT_CAPTY,Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars),2019.Q1.G.01,G,Global,CU_USD,USD,Sum of country-specific commitments,Sum of country-specific commitments,Sum of country-specific commitments,Sum of country-specific commitments,Sum of country-specific commitments,Sum of country-specific commitments,Sum of country-specific commitments,Sum of country-specific commitments,Sum of country-specific commitments,Sum of country-specific commitments,G,G,G,G,G,G,G,G,G,G,"2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)","2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)","2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)","2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)","2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)","2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)","2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)","2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)","2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)","2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)",,,,,,,,,,,253901.4,2261712.39,2280739.91,5910.21,20005310.61,50933290.42,93853.43,32034644.97,24326975,54257.15,2015.0,54257.15
SAU,44.54763347,24.12594211,682,Saudi Arabia,17,Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,17.19,"By 2030, build on existing initiatives to develop measurements of progress on sustainable development that complement gross domestic product, and support statistical capacity-building in developing countries",17.19.1,Dollar value of all resources made available to strengthen statistical capacity in developing countries,1,SG_STT_CAPTY,Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars),2019.Q1.G.01,G,Global,CU_USD,USD,,,,,Sum of country-specific commitments,Sum of country-specific commitments,,Sum of country-specific commitments,,,,,,,G,G,,G,,,,,,,"2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)","2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)",,"2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)",,,,,,,,,,,,,,,,,2000,17553,,44688,,,2013.0,44688
