series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Sex	Units	Name of non-communicable disease	Sex description	Units description	Name of non-communicable disease description	2000	2005	2010	2015	2016	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	266	11.78727747	-0.60687619	GAB	Gabon	7	MALE	NUMBER	CAR	Male	Number	cardiovascular disease	828	802	942	1072	1076	1074	2016	1076	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	266	11.78727747	-0.60687619	GAB	Gabon	8	BOTHSEX	NUMBER	CAR	Both	Number	cardiovascular disease	2070	2036	2276	2498	2518	2508	2016	2518	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	266	11.78727747	-0.60687619	GAB	Gabon	9	FEMALE	NUMBER	CAR	Female	Number	cardiovascular disease	1243	1234	1334	1427	1442	1434.5	2016	1442	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	266	11.78727747	-0.60687619	GAB	Gabon	10	BOTHSEX	NUMBER	DIA	Both	Number	diabetes	256	267	336	390	394	392	2016	394	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	266	11.78727747	-0.60687619	GAB	Gabon	11	FEMALE	NUMBER	DIA	Female	Number	diabetes	120	132	162	175	177	176	2016	177	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	266	11.78727747	-0.60687619	GAB	Gabon	12	MALE	NUMBER	DIA	Male	Number	diabetes	136	135	174	215	218	216.5	2016	218	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	268	43.3713615	42.04813028	GEO	Georgia	1	FEMALE	NUMBER	RES	Female	Number	chronic respiratory disease	540	943	1071	862	927	894.5	2016	927	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	268	43.3713615	42.04813028	GEO	Georgia	2	BOTHSEX	NUMBER	RES	Both	Number	chronic respiratory disease	1209	2086	2439	2085	2190	2137.5	2016	2190	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	268	43.3713615	42.04813028	GEO	Georgia	3	MALE	NUMBER	RES	Male	Number	chronic respiratory disease	669	1143	1367	1223	1263	1243	2016	1263	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	268	43.3713615	42.04813028	GEO	Georgia	4	FEMALE	NUMBER	CAN	Female	Number	cancer	2477	2885	3123	3284	3210	3247	2016	3210	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	268	43.3713615	42.04813028	GEO	Georgia	5	MALE	NUMBER	CAN	Male	Number	cancer	2487	3097	3616	3889	3830	3859.5	2016	3830	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	268	43.3713615	42.04813028	GEO	Georgia	6	BOTHSEX	NUMBER	CAN	Both	Number	cancer	4964	5982	6738	7173	7040	7106.5	2016	7040	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	268	43.3713615	42.04813028	GEO	Georgia	7	MALE	NUMBER	CAR	Male	Number	cardiovascular disease	15046	13935	16146	16302	16906	16604	2016	16906	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	268	43.3713615	42.04813028	GEO	Georgia	8	BOTHSEX	NUMBER	CAR	Both	Number	cardiovascular disease	32999	28662	33922	34243	36308	35275.5	2016	36308	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	268	43.3713615	42.04813028	GEO	Georgia	9	FEMALE	NUMBER	CAR	Female	Number	cardiovascular disease	17953	14727	17775	17940	19403	18671.5	2016	19403	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	268	43.3713615	42.04813028	GEO	Georgia	10	BOTHSEX	NUMBER	DIA	Both	Number	diabetes	765	642	972	1271	1329	1300	2016	1329	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	268	43.3713615	42.04813028	GEO	Georgia	11	FEMALE	NUMBER	DIA	Female	Number	diabetes	416	336	504	654	685	669.5	2016	685	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	268	43.3713615	42.04813028	GEO	Georgia	12	MALE	NUMBER	DIA	Male	Number	diabetes	348	306	468	618	644	631	2016	644	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	270	-15.39944785	13.45295927	GMB	Gambia	1	FEMALE	NUMBER	RES	Female	Number	chronic respiratory disease	124	130	141	165	169	167	2016	169	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	270	-15.39944785	13.45295927	GMB	Gambia	2	BOTHSEX	NUMBER	RES	Both	Number	chronic respiratory disease	267	285	304	343	352	347.5	2016	352	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	270	-15.39944785	13.45295927	GMB	Gambia	3	MALE	NUMBER	RES	Male	Number	chronic respiratory disease	143	154	162	179	183	181	2016	183	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	270	-15.39944785	13.45295927	GMB	Gambia	4	FEMALE	NUMBER	CAN	Female	Number	cancer	169	180	204	240	250	245	2016	250	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	270	-15.39944785	13.45295927	GMB	Gambia	5	MALE	NUMBER	CAN	Male	Number	cancer	203	241	280	325	337	331	2016	337	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	270	-15.39944785	13.45295927	GMB	Gambia	6	BOTHSEX	NUMBER	CAN	Both	Number	cancer	372	421	483	566	587	576.5	2016	587	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	270	-15.39944785	13.45295927	GMB	Gambia	7	MALE	NUMBER	CAR	Male	Number	cardiovascular disease	897	979	1044	1156	1186	1171	2016	1186	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	270	-15.39944785	13.45295927	GMB	Gambia	8	BOTHSEX	NUMBER	CAR	Both	Number	cardiovascular disease	1659	1808	1947	2197	2259	2228	2016	2259	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	270	-15.39944785	13.45295927	GMB	Gambia	9	FEMALE	NUMBER	CAR	Female	Number	cardiovascular disease	762	829	903	1041	1073	1057	2016	1073	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	270	-15.39944785	13.45295927	GMB	Gambia	10	BOTHSEX	NUMBER	DIA	Both	Number	diabetes	117	138	162	195	202	198.5	2016	202	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	270	-15.39944785	13.45295927	GMB	Gambia	11	FEMALE	NUMBER	DIA	Female	Number	diabetes	60	73	88	108	112	110	2016	112	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	270	-15.39944785	13.45295927	GMB	Gambia	12	MALE	NUMBER	DIA	Male	Number	diabetes	57	65	74	87	89	88	2016	89	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	275	35.25694122	31.94347933	PSE	State of Palestine	1	FEMALE	NUMBER	RES	Female	Number	chronic respiratory disease										
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	275	35.25694122	31.94347933	PSE	State of Palestine	2	BOTHSEX	NUMBER	RES	Both	Number	chronic respiratory disease										
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	275	35.25694122	31.94347933	PSE	State of Palestine	3	MALE	NUMBER	RES	Male	Number	chronic respiratory disease										
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	275	35.25694122	31.94347933	PSE	State of Palestine	4	FEMALE	NUMBER	CAN	Female	Number	cancer										
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	275	35.25694122	31.94347933	PSE	State of Palestine	5	MALE	NUMBER	CAN	Male	Number	cancer										
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	275	35.25694122	31.94347933	PSE	State of Palestine	6	BOTHSEX	NUMBER	CAN	Both	Number	cancer										
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	275	35.25694122	31.94347933	PSE	State of Palestine	7	MALE	NUMBER	CAR	Male	Number	cardiovascular disease										
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	275	35.25694122	31.94347933	PSE	State of Palestine	8	BOTHSEX	NUMBER	CAR	Both	Number	cardiovascular disease										
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	275	35.25694122	31.94347933	PSE	State of Palestine	9	FEMALE	NUMBER	CAR	Female	Number	cardiovascular disease										
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	275	35.25694122	31.94347933	PSE	State of Palestine	10	BOTHSEX	NUMBER	DIA	Both	Number	diabetes										
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	275	35.25694122	31.94347933	PSE	State of Palestine	11	FEMALE	NUMBER	DIA	Female	Number	diabetes										
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	275	35.25694122	31.94347933	PSE	State of Palestine	12	MALE	NUMBER	DIA	Male	Number	diabetes										
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	276	10.3806066	51.08862743	DEU	Germany	1	FEMALE	NUMBER	RES	Female	Number	chronic respiratory disease	23090	23528	25209	27754	27287	27520.5	2016	27287	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	276	10.3806066	51.08862743	DEU	Germany	2	BOTHSEX	NUMBER	RES	Both	Number	chronic respiratory disease	47915	48404	52945	59729	58839	59284	2016	58839	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	276	10.3806066	51.08862743	DEU	Germany	3	MALE	NUMBER	RES	Male	Number	chronic respiratory disease	24825	24876	27736	31975	31552	31763.5	2016	31552	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	276	10.3806066	51.08862743	DEU	Germany	4	FEMALE	NUMBER	CAN	Female	Number	cancer	103813	101600	103494	105962	106295	106128.5	2016	106295	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	276	10.3806066	51.08862743	DEU	Germany	5	MALE	NUMBER	CAN	Male	Number	cancer	112846	115011	122322	128815	129084	128949.5	2016	129084	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	276	10.3806066	51.08862743	DEU	Germany	6	BOTHSEX	NUMBER	CAN	Both	Number	cancer	216659	216611	225816	234777	235379	235078	2016	235379	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	276	10.3806066	51.08862743	DEU	Germany	7	MALE	NUMBER	CAR	Male	Number	cardiovascular disease	159200	149760	147674	156984	154581	155782.5	2016	154581	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	276	10.3806066	51.08862743	DEU	Germany	8	BOTHSEX	NUMBER	CAR	Both	Number	cardiovascular disease	388653	359865	346143	350756	343531	347143.5	2016	343531	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	276	10.3806066	51.08862743	DEU	Germany	9	FEMALE	NUMBER	CAR	Female	Number	cardiovascular disease	229454	210105	198470	193772	188950	191361	2016	188950	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	276	10.3806066	51.08862743	DEU	Germany	10	BOTHSEX	NUMBER	DIA	Both	Number	diabetes	21748	24896	23740	25139	24764	24951.5	2016	24764	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	276	10.3806066	51.08862743	DEU	Germany	11	FEMALE	NUMBER	DIA	Female	Number	diabetes	13891	15252	13870	13841	13533	13687	2016	13533	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	276	10.3806066	51.08862743	DEU	Germany	12	MALE	NUMBER	DIA	Male	Number	diabetes	7857	9644	9869	11297	11231	11264	2016	11231	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	288	-1.205623522	7.964825185	GHA	Ghana	1	FEMALE	NUMBER	RES	Female	Number	chronic respiratory disease	1450	1787	2259	2449	2514	2481.5	2016	2514	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	288	-1.205623522	7.964825185	GHA	Ghana	2	BOTHSEX	NUMBER	RES	Both	Number	chronic respiratory disease	2671	3474	4339	4749	4887	4818	2016	4887	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	288	-1.205623522	7.964825185	GHA	Ghana	3	MALE	NUMBER	RES	Male	Number	chronic respiratory disease	1221	1687	2080	2300	2374	2337	2016	2374	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	288	-1.205623522	7.964825185	GHA	Ghana	4	FEMALE	NUMBER	CAN	Female	Number	cancer	3903	4315	5190	5797	5917	5857	2016	5917	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	288	-1.205623522	7.964825185	GHA	Ghana	5	MALE	NUMBER	CAN	Male	Number	cancer	4058	4312	4888	5809	6005	5907	2016	6005	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	288	-1.205623522	7.964825185	GHA	Ghana	6	BOTHSEX	NUMBER	CAN	Both	Number	cancer	7961	8628	10077	11606	11923	11764.5	2016	11923	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	288	-1.205623522	7.964825185	GHA	Ghana	7	MALE	NUMBER	CAR	Male	Number	cardiovascular disease	9778	9842	11130	12841	13309	13075	2016	13309	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	288	-1.205623522	7.964825185	GHA	Ghana	8	BOTHSEX	NUMBER	CAR	Both	Number	cardiovascular disease	25822	30181	37782	41072	42231	41651.5	2016	42231	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	288	-1.205623522	7.964825185	GHA	Ghana	9	FEMALE	NUMBER	CAR	Female	Number	cardiovascular disease	16044	20339	26653	28231	28922	28576.5	2016	28922	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	288	-1.205623522	7.964825185	GHA	Ghana	10	BOTHSEX	NUMBER	DIA	Both	Number	diabetes	2090	3411	4898	5519	5693	5606	2016	5693	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	288	-1.205623522	7.964825185	GHA	Ghana	11	FEMALE	NUMBER	DIA	Female	Number	diabetes	1217	1763	2474	2645	2708	2676.5	2016	2708	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	288	-1.205623522	7.964825185	GHA	Ghana	12	MALE	NUMBER	DIA	Male	Number	diabetes	872	1647	2424	2874	2985	2929.5	2016	2985	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	292	-5.347561686	36.13895036	GIB	Gibraltar	1	FEMALE	NUMBER	RES	Female	Number	chronic respiratory disease										
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	292	-5.347561686	36.13895036	GIB	Gibraltar	2	BOTHSEX	NUMBER	RES	Both	Number	chronic respiratory disease										
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	292	-5.347561686	36.13895036	GIB	Gibraltar	3	MALE	NUMBER	RES	Male	Number	chronic respiratory disease										
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	292	-5.347561686	36.13895036	GIB	Gibraltar	4	FEMALE	NUMBER	CAN	Female	Number	cancer										
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	292	-5.347561686	36.13895036	GIB	Gibraltar	5	MALE	NUMBER	CAN	Male	Number	cancer										
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	292	-5.347561686	36.13895036	GIB	Gibraltar	6	BOTHSEX	NUMBER	CAN	Both	Number	cancer										
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	292	-5.347561686	36.13895036	GIB	Gibraltar	7	MALE	NUMBER	CAR	Male	Number	cardiovascular disease										
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	292	-5.347561686	36.13895036	GIB	Gibraltar	8	BOTHSEX	NUMBER	CAR	Both	Number	cardiovascular disease										
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	292	-5.347561686	36.13895036	GIB	Gibraltar	9	FEMALE	NUMBER	CAR	Female	Number	cardiovascular disease										
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	292	-5.347561686	36.13895036	GIB	Gibraltar	10	BOTHSEX	NUMBER	DIA	Both	Number	diabetes										
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	292	-5.347561686	36.13895036	GIB	Gibraltar	11	FEMALE	NUMBER	DIA	Female	Number	diabetes										
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	292	-5.347561686	36.13895036	GIB	Gibraltar	12	MALE	NUMBER	DIA	Male	Number	diabetes										
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	296	-157.5643005	1.768837732	KIR	Kiribati	1	FEMALE	NUMBER	RES	Female	Number	chronic respiratory disease	11	13	15	16	17	16.5	2016	17	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	296	-157.5643005	1.768837732	KIR	Kiribati	2	BOTHSEX	NUMBER	RES	Both	Number	chronic respiratory disease	35	37	41	47	49	48	2016	49	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	296	-157.5643005	1.768837732	KIR	Kiribati	3	MALE	NUMBER	RES	Male	Number	chronic respiratory disease	23	24	27	31	32	31.5	2016	32	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
