ISO3CD,X,Y,GeoArea_Code,GeoArea_Desc,GoalCode,GoalDesc,TargetCode,TargetDesc,IndicatorCode,IndicatorDesc,IndicatorTier,SeriesCode,SeriesDesc,SeriesRelease,ReportingType_Code,ReportingType_Desc,Units_Code,Units_Desc,Footnotes_1995,Footnotes_2000,Footnotes_2005,Footnotes_2010,Footnotes_2012,Footnotes_2014,Footnotes_2016,Footnotes_2017,Nature_Code_1995,Nature_Code_2000,Nature_Code_2005,Nature_Code_2010,Nature_Code_2012,Nature_Code_2014,Nature_Code_2016,Nature_Code_2017,Source_1995,Source_2000,Source_2005,Source_2010,Source_2012,Source_2014,Source_2016,Source_2017,TimeDetail_1995,TimeDetail_2000,TimeDetail_2005,TimeDetail_2010,TimeDetail_2012,TimeDetail_2014,TimeDetail_2016,TimeDetail_2017,Value_1995,Value_2000,Value_2005,Value_2010,Value_2012,Value_2014,Value_2016,Value_2017,Latest_Year,Latest_Value
TGO,0.97835765,8.532096072,768,Togo,2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.5,"By 2020, maintain the genetic diversity of seeds, cultivated plants and farmed and domesticated animals and their related wild species, including through soundly managed and diversified seed and plant banks at the national, regional and international levels, and promote access to and fair and equitable sharing of benefits arising from the utilization of genetic resources and associated traditional knowledge, as internationally agreed",2.5.1,Number of plant and animal genetic resources for food and agriculture secured in either medium or long-term conservation facilities,1,ER_GRF_PLNTSTOR,Plant breeds for which sufficient genetic resources are stored (number),2019.Q1.G.01,G,Global,NUMBER,Number,Estimate based on the acquisition date of each conserved accession as reported in 2014.,Estimate based on the acquisition date of each conserved accession as reported in 2014.,Estimate based on the acquisition date of each conserved accession as reported in 2014.,Estimate based on the acquisition date of each conserved accession as reported in 2014.,Estimate based on the acquisition date of each conserved accession as reported in 2014.,,,Estimate based on 2016 report.,E,E,E,E,E,C,C,E,FAO-WIEWS,FAO-WIEWS,FAO-WIEWS,FAO-WIEWS,FAO-WIEWS,FAO-WIEWS,FAO-WIEWS,FAO-WIEWS,,,,,,,,,218,218,218,218,218,220,220,220,2017.0,220
TUN,9.572737411,34.11439971,788,Tunisia,2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.5,"By 2020, maintain the genetic diversity of seeds, cultivated plants and farmed and domesticated animals and their related wild species, including through soundly managed and diversified seed and plant banks at the national, regional and international levels, and promote access to and fair and equitable sharing of benefits arising from the utilization of genetic resources and associated traditional knowledge, as internationally agreed",2.5.1,Number of plant and animal genetic resources for food and agriculture secured in either medium or long-term conservation facilities,1,ER_GRF_PLNTSTOR,Plant breeds for which sufficient genetic resources are stored (number),2019.Q1.G.01,G,Global,NUMBER,Number,,,,Estimate based on the acquisition date of each conserved accession as reported in 2017.,Estimate based on the acquisition date of each conserved accession as reported in 2017.,Estimate based on the acquisition date of each conserved accession as reported in 2017.,Estimate based on the acquisition date of each conserved accession as reported in 2017.,,NA,NA,NA,E,E,E,E,C,NA,NA,NA,FAO-WIEWS,FAO-WIEWS,FAO-WIEWS,FAO-WIEWS,FAO-WIEWS,,,,,,,,,0,0,0,5292,5292,5923,19784,19999,2017.0,19999
TUR,35.42890329,38.9899684,792,Turkey,2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.5,"By 2020, maintain the genetic diversity of seeds, cultivated plants and farmed and domesticated animals and their related wild species, including through soundly managed and diversified seed and plant banks at the national, regional and international levels, and promote access to and fair and equitable sharing of benefits arising from the utilization of genetic resources and associated traditional knowledge, as internationally agreed",2.5.1,Number of plant and animal genetic resources for food and agriculture secured in either medium or long-term conservation facilities,1,ER_GRF_PLNTSTOR,Plant breeds for which sufficient genetic resources are stored (number),2019.Q1.G.01,G,Global,NUMBER,Number,Estimate based on the acquisition date of each conserved accession as reported in 2014.,Estimate based on the acquisition date of each conserved accession as reported in 2014.,Estimate based on the acquisition date of each conserved accession as reported in 2014.,Estimate based on the acquisition date of each conserved accession as reported in 2014.,Estimate based on the acquisition date of each conserved accession as reported in 2014.,,Estimate based on 2014 report.,Estimate based on 2014 report.,E,E,E,E,E,C,E,E,FAO-WIEWS,FAO-WIEWS,FAO-WIEWS,FAO-WIEWS,FAO-WIEWS,FAO-WIEWS,FAO-WIEWS,FAO-WIEWS,,,,,,,,,10240,11486,12792,13026,13026,14129,14129,14129,2017.0,14129
ALB,20.06660928,41.13897007,8,Albania,2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.5,"By 2020, maintain the genetic diversity of seeds, cultivated plants and farmed and domesticated animals and their related wild species, including through soundly managed and diversified seed and plant banks at the national, regional and international levels, and promote access to and fair and equitable sharing of benefits arising from the utilization of genetic resources and associated traditional knowledge, as internationally agreed",2.5.1,Number of plant and animal genetic resources for food and agriculture secured in either medium or long-term conservation facilities,1,ER_GRF_PLNTSTOR,Plant breeds for which sufficient genetic resources are stored (number),2019.Q1.G.01,G,Global,NUMBER,Number,,Estimate based on the acquisition date of each conserved accession as reported in 2014.,Estimate based on the acquisition date of each conserved accession as reported in 2014.,Estimate based on the acquisition date of each conserved accession as reported in 2014.,Estimate based on the acquisition date of each conserved accession as reported in 2014.,,,,NA,E,E,E,E,C,C,C,NA,FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de),FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de),FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de),FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de),FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de),FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de),FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de),,,,,,,,,0,716,2624,3198,3532,3833,4345,4345,2017.0,4345
UGA,32.39100438,1.279557331,800,Uganda,2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.5,"By 2020, maintain the genetic diversity of seeds, cultivated plants and farmed and domesticated animals and their related wild species, including through soundly managed and diversified seed and plant banks at the national, regional and international levels, and promote access to and fair and equitable sharing of benefits arising from the utilization of genetic resources and associated traditional knowledge, as internationally agreed",2.5.1,Number of plant and animal genetic resources for food and agriculture secured in either medium or long-term conservation facilities,1,ER_GRF_PLNTSTOR,Plant breeds for which sufficient genetic resources are stored (number),2019.Q1.G.01,G,Global,NUMBER,Number,,,,Estimate based on the acquisition date of each conserved accession as reported in 2014.,Estimate based on the acquisition date of each conserved accession as reported in 2014.,Estimate based on the acquisition date of each conserved accession as reported in 2016.,,Estimate based on 2016 report.,NA,NA,NA,E,E,E,C,E,NA,NA,NA,FAO-WIEWS,FAO-WIEWS,FAO-WIEWS,FAO-WIEWS,FAO-WIEWS,,,,,,,,,6,6,42,3456,3767,4228,5027,5027,2017.0,5027
UKR,31.40270802,49.00735945,804,Ukraine,2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.5,"By 2020, maintain the genetic diversity of seeds, cultivated plants and farmed and domesticated animals and their related wild species, including through soundly managed and diversified seed and plant banks at the national, regional and international levels, and promote access to and fair and equitable sharing of benefits arising from the utilization of genetic resources and associated traditional knowledge, as internationally agreed",2.5.1,Number of plant and animal genetic resources for food and agriculture secured in either medium or long-term conservation facilities,1,ER_GRF_PLNTSTOR,Plant breeds for which sufficient genetic resources are stored (number),2019.Q1.G.01,G,Global,NUMBER,Number,Estimate based on the acquisition date of each conserved accession as reported in 2012.,Estimate based on the acquisition date of each conserved accession as reported in 2012.,Estimate based on the acquisition date of each conserved accession as reported in 2012.,Estimate based on the acquisition date of each conserved accession as reported in 2012.,,Estimate based on 2012 report.,Estimate based on 2012 report.,Estimate based on 2012 report.,E,E,E,E,C,E,E,E,FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de),FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de),FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de),FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de),FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de),FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de),FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de),FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de),,,,,,,,,53480,68650,80274,91075,94025,94025,94025,94025,2017.0,94025
MKD,21.7007909,41.60048068,807,The former Yugoslav Republic of Macedonia,2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.5,"By 2020, maintain the genetic diversity of seeds, cultivated plants and farmed and domesticated animals and their related wild species, including through soundly managed and diversified seed and plant banks at the national, regional and international levels, and promote access to and fair and equitable sharing of benefits arising from the utilization of genetic resources and associated traditional knowledge, as internationally agreed",2.5.1,Number of plant and animal genetic resources for food and agriculture secured in either medium or long-term conservation facilities,1,ER_GRF_PLNTSTOR,Plant breeds for which sufficient genetic resources are stored (number),2019.Q1.G.01,G,Global,NUMBER,Number,Estimate based on the acquisition date of each conserved accession as reported in 2010.,Estimate based on the acquisition date of each conserved accession as reported in 2010.,Estimate based on the acquisition date of each conserved accession as reported in 2010.,,Estimate based on 2010 report.,Estimate based on 2010 report.,Estimate based on 2010 report.,Estimate based on 2010 report.,E,E,E,C,E,E,E,E,FAO-WIEWS,FAO-WIEWS,FAO-WIEWS,FAO-WIEWS,FAO-WIEWS,FAO-WIEWS,FAO-WIEWS,FAO-WIEWS,,,,,,,,,1351,1655,1843,2158,2158,2158,2158,2158,2017.0,2158
EGY,29.77468534,26.57438204,818,Egypt,2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.5,"By 2020, maintain the genetic diversity of seeds, cultivated plants and farmed and domesticated animals and their related wild species, including through soundly managed and diversified seed and plant banks at the national, regional and international levels, and promote access to and fair and equitable sharing of benefits arising from the utilization of genetic resources and associated traditional knowledge, as internationally agreed",2.5.1,Number of plant and animal genetic resources for food and agriculture secured in either medium or long-term conservation facilities,1,ER_GRF_PLNTSTOR,Plant breeds for which sufficient genetic resources are stored (number),2019.Q1.G.01,G,Global,NUMBER,Number,Estimate based on the acquisition date of each conserved accession as reported in 2014.,Estimate based on the acquisition date of each conserved accession as reported in 2014.,Estimate based on the acquisition date of each conserved accession as reported in 2014.,Estimate based on the acquisition date of each conserved accession as reported in 2014.,Estimate based on the acquisition date of each conserved accession as reported in 2014.,,,,E,E,E,E,E,C,C,C,FAO-WIEWS,FAO-WIEWS,FAO-WIEWS,FAO-WIEWS,FAO-WIEWS,FAO-WIEWS,FAO-WIEWS,FAO-WIEWS,,,,,,,,,380,380,8081,11355,11626,11654,11654,13522,2017.0,13522
GBR,-2.23830539,53.27691757,826,United Kingdom of Great Britain and Northern Ireland,2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.5,"By 2020, maintain the genetic diversity of seeds, cultivated plants and farmed and domesticated animals and their related wild species, including through soundly managed and diversified seed and plant banks at the national, regional and international levels, and promote access to and fair and equitable sharing of benefits arising from the utilization of genetic resources and associated traditional knowledge, as internationally agreed",2.5.1,Number of plant and animal genetic resources for food and agriculture secured in either medium or long-term conservation facilities,1,ER_GRF_PLNTSTOR,Plant breeds for which sufficient genetic resources are stored (number),2019.Q1.G.01,G,Global,NUMBER,Number,Estimate based on the acquisition date of each conserved accession as reported in 2014.,Estimate based on the acquisition date of each conserved accession as reported in 2014.,Estimate based on the acquisition date of each conserved accession as reported in 2014.,Estimate based on the acquisition date of each conserved accession as reported in 2014.,Estimate based on the acquisition date of each conserved accession as reported in 2014.,,,,E,E,E,E,E,C,C,C,FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de),FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de),FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de),FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de),FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de),FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de),FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de),FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de),,,,,,,,,76986,114892,451682,686400,745542,781940,801759,821524,2017.0,821524
TZA,34.80521182,-6.265332606,834,United Republic of Tanzania,2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.5,"By 2020, maintain the genetic diversity of seeds, cultivated plants and farmed and domesticated animals and their related wild species, including through soundly managed and diversified seed and plant banks at the national, regional and international levels, and promote access to and fair and equitable sharing of benefits arising from the utilization of genetic resources and associated traditional knowledge, as internationally agreed",2.5.1,Number of plant and animal genetic resources for food and agriculture secured in either medium or long-term conservation facilities,1,ER_GRF_PLNTSTOR,Plant breeds for which sufficient genetic resources are stored (number),2019.Q1.G.01,G,Global,NUMBER,Number,Estimate based on the acquisition date of each conserved accession as reported in 2014.,Estimate based on the acquisition date of each conserved accession as reported in 2014.,Estimate based on the acquisition date of each conserved accession as reported in 2014.,Estimate based on the acquisition date of each conserved accession as reported in 2014.,Estimate based on the acquisition date of each conserved accession as reported in 2014.,,Estimate based on 2015 report.,Estimate based on 2015 report.,E,E,E,E,E,C,E,E,FAO-WIEWS,FAO-WIEWS,FAO-WIEWS,FAO-WIEWS,FAO-WIEWS,FAO-WIEWS,FAO-WIEWS,FAO-WIEWS,,,,,,,,,1363,2521,4373,5269,5592,5825,5825,5825,2017.0,5825
USA,-99.13830311,39.5277871,840,United States of America,2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.5,"By 2020, maintain the genetic diversity of seeds, cultivated plants and farmed and domesticated animals and their related wild species, including through soundly managed and diversified seed and plant banks at the national, regional and international levels, and promote access to and fair and equitable sharing of benefits arising from the utilization of genetic resources and associated traditional knowledge, as internationally agreed",2.5.1,Number of plant and animal genetic resources for food and agriculture secured in either medium or long-term conservation facilities,1,ER_GRF_PLNTSTOR,Plant breeds for which sufficient genetic resources are stored (number),2019.Q1.G.01,G,Global,NUMBER,Number,Estimate based on the acquisition date of each conserved accession as reported in 2014.,Estimate based on the acquisition date of each conserved accession as reported in 2014.,Estimate based on the acquisition date of each conserved accession as reported in 2014.,Estimate based on the acquisition date of each conserved accession as reported in 2014.,Estimate based on the acquisition date of each conserved accession as reported in 2014.,,Estimate based on 2015 report.,Estimate based on 2015 report.,E,E,E,E,E,C,E,E,Genesys (https://www.genesys-pgr.org),Genesys (https://www.genesys-pgr.org),Genesys (https://www.genesys-pgr.org),Genesys (https://www.genesys-pgr.org),Genesys (https://www.genesys-pgr.org),Genesys (https://www.genesys-pgr.org),Genesys (https://www.genesys-pgr.org),Genesys (https://www.genesys-pgr.org),,,,,,,,,409471,449203,473439,543966,557936,565844,582149,582149,2017.0,582149
ZMB,27.850329,-14.59701056,894,Zambia,2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.5,"By 2020, maintain the genetic diversity of seeds, cultivated plants and farmed and domesticated animals and their related wild species, including through soundly managed and diversified seed and plant banks at the national, regional and international levels, and promote access to and fair and equitable sharing of benefits arising from the utilization of genetic resources and associated traditional knowledge, as internationally agreed",2.5.1,Number of plant and animal genetic resources for food and agriculture secured in either medium or long-term conservation facilities,1,ER_GRF_PLNTSTOR,Plant breeds for which sufficient genetic resources are stored (number),2019.Q1.G.01,G,Global,NUMBER,Number,Estimate based on the acquisition date of each conserved accession as reported in 2014.,Estimate based on the acquisition date of each conserved accession as reported in 2014.,Estimate based on the acquisition date of each conserved accession as reported in 2014.,Estimate based on the acquisition date of each conserved accession as reported in 2014.,Estimate based on the acquisition date of each conserved accession as reported in 2014.,,,Estimate based on 2016 report.,E,E,E,E,E,C,C,E,FAO-WIEWS,FAO-WIEWS,FAO-WIEWS,FAO-WIEWS,FAO-WIEWS,FAO-WIEWS,FAO-WIEWS,FAO-WIEWS,,,,,,,,,3850,4523,5918,6482,7058,7252,7252,7252,2017.0,7252
,,,917,International Centers (FAO),2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.5,"By 2020, maintain the genetic diversity of seeds, cultivated plants and farmed and domesticated animals and their related wild species, including through soundly managed and diversified seed and plant banks at the national, regional and international levels, and promote access to and fair and equitable sharing of benefits arising from the utilization of genetic resources and associated traditional knowledge, as internationally agreed",2.5.1,Number of plant and animal genetic resources for food and agriculture secured in either medium or long-term conservation facilities,1,ER_GRF_PLNTSTOR,Plant breeds for which sufficient genetic resources are stored (number),2019.Q1.G.01,G,Global,NUMBER,Number,"Africa Rice, formerly WARDA; CIAT (Centro Internacional de Agricultura Tropical); CIMMYT (Centro Internacional de Mejoramiento de Maíz y Trigo); CIP (Centro Internacional de la Papa); ICARDA (International Center for Agriculture Research in the Dry Areas)","Africa Rice, formerly WARDA; CIAT (Centro Internacional de Agricultura Tropical); CIMMYT (Centro Internacional de Mejoramiento de Maíz y Trigo); CIP (Centro Internacional de la Papa); ICARDA (International Center for Agriculture Research in the Dry Areas)","Africa Rice, formerly WARDA; CIAT (Centro Internacional de Agricultura Tropical); CIMMYT (Centro Internacional de Mejoramiento de Maíz y Trigo); CIP (Centro Internacional de la Papa); ICARDA (International Center for Agriculture Research in the Dry Areas)","Africa Rice, formerly WARDA; CIAT (Centro Internacional de Agricultura Tropical); CIMMYT (Centro Internacional de Mejoramiento de Maíz y Trigo); CIP (Centro Internacional de la Papa); ICARDA (International Center for Agriculture Research in the Dry Areas)","Africa Rice, formerly WARDA; CIAT (Centro Internacional de Agricultura Tropical); CIMMYT (Centro Internacional de Mejoramiento de Maíz y Trigo); CIP (Centro Internacional de la Papa); ICARDA (International Center for Agriculture Research in the Dry Areas)","Africa Rice, formerly WARDA; CIAT (Centro Internacional de Agricultura Tropical); CIMMYT (Centro Internacional de Mejoramiento de Maíz y Trigo); CIP (Centro Internacional de la Papa); ICARDA (International Center for Agriculture Research in the Dry Areas)","Africa Rice, formerly WARDA; CIAT (Centro Internacional de Agricultura Tropical); CIMMYT (Centro Internacional de Mejoramiento de Maíz y Trigo); CIP (Centro Internacional de la Papa); ICARDA (International Center for Agriculture Research in the Dry Areas)","Africa Rice, formerly WARDA; CIAT (Centro Internacional de Agricultura Tropical); CIMMYT (Centro Internacional de Mejoramiento de Maíz y Trigo); CIP (Centro Internacional de la Papa); ICARDA (International Center for Agriculture Research in the Dry Areas)",E,E,E,E,E,C,C,C,"FAO-WIEWS for CIP, ICARDA, ICT and IRRI; Genesys (https://www.genesys-pgr.org) for the remaining centres.","FAO-WIEWS for CIP, ICARDA, ICT and IRRI; Genesys (https://www.genesys-pgr.org) for the remaining centres.","FAO-WIEWS for CIP, ICARDA, ICT and IRRI; Genesys (https://www.genesys-pgr.org) for the remaining centres.","FAO-WIEWS for CIP, ICARDA, ICT and IRRI; Genesys (https://www.genesys-pgr.org) for the remaining centres.","FAO-WIEWS for CIP, ICARDA, ICT and IRRI; Genesys (https://www.genesys-pgr.org) for the remaining centres.","FAO-WIEWS for CIP, ICARDA, ICT and IRRI; Genesys (https://www.genesys-pgr.org) for the remaining centres.","FAO-WIEWS for CIP, ICARDA, ICT and IRRI; Genesys (https://www.genesys-pgr.org) for the remaining centres.","FAO-WIEWS for CIP, ICARDA, ICT and IRRI; Genesys (https://www.genesys-pgr.org) for the remaining centres.",,,,,,,,,615726,681280,727309,753948,775314,781948,792721,800525,2017.0,800525
,,,919,Regional Centres (FAO),2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.5,"By 2020, maintain the genetic diversity of seeds, cultivated plants and farmed and domesticated animals and their related wild species, including through soundly managed and diversified seed and plant banks at the national, regional and international levels, and promote access to and fair and equitable sharing of benefits arising from the utilization of genetic resources and associated traditional knowledge, as internationally agreed",2.5.1,Number of plant and animal genetic resources for food and agriculture secured in either medium or long-term conservation facilities,1,ER_GRF_PLNTSTOR,Plant breeds for which sufficient genetic resources are stored (number),2019.Q1.G.01,G,Global,NUMBER,Number,"Centro Agronómico Tropical de Investigación y Enseñanza (CATIE), Costa Rica; Centre for Pacific Crops and Trees (CePaCT), Fiji Islands; NORDGEN, Sweden; and SADC Plant Genetic Resources Centre (SPGRC), Zambia.","Centro Agronómico Tropical de Investigación y Enseñanza (CATIE), Costa Rica; Centre for Pacific Crops and Trees (CePaCT), Fiji Islands; NORDGEN, Sweden; and SADC Plant Genetic Resources Centre (SPGRC), Zambia.","Centro Agronómico Tropical de Investigación y Enseñanza (CATIE), Costa Rica; Centre for Pacific Crops and Trees (CePaCT), Fiji Islands; NORDGEN, Sweden; and SADC Plant Genetic Resources Centre (SPGRC), Zambia.","Centro Agronómico Tropical de Investigación y Enseñanza (CATIE), Costa Rica; Centre for Pacific Crops and Trees (CePaCT), Fiji Islands; NORDGEN, Sweden; and SADC Plant Genetic Resources Centre (SPGRC), Zambia.","Centro Agronómico Tropical de Investigación y Enseñanza (CATIE), Costa Rica; Centre for Pacific Crops and Trees (CePaCT), Fiji Islands; NORDGEN, Sweden; and SADC Plant Genetic Resources Centre (SPGRC), Zambia.","Centro Agronómico Tropical de Investigación y Enseñanza (CATIE), Costa Rica; Centre for Pacific Crops and Trees (CePaCT), Fiji Islands; NORDGEN, Sweden; and SADC Plant Genetic Resources Centre (SPGRC), Zambia.","Centro Agronómico Tropical de Investigación y Enseñanza (CATIE), Costa Rica; Centre for Pacific Crops and Trees (CePaCT), Fiji Islands; NORDGEN, Sweden; and SADC Plant Genetic Resources Centre (SPGRC), Zambia.","Centro Agronómico Tropical de Investigación y Enseñanza (CATIE), Costa Rica; Centre for Pacific Crops and Trees (CePaCT), Fiji Islands; NORDGEN, Sweden; and SADC Plant Genetic Resources Centre (SPGRC), Zambia.",E,E,E,E,E,C,C,C,FAO-WIEWS for CATIE and SPGRC; Genesys (https://www.genesys-pgr.org) for CePaCT; and EURISCO (http://eurisco.ipk-gatersleben.de) for NORDGEN.,FAO-WIEWS for CATIE and SPGRC; Genesys (https://www.genesys-pgr.org) for CePaCT; and EURISCO (http://eurisco.ipk-gatersleben.de) for NORDGEN.,FAO-WIEWS for CATIE and SPGRC; Genesys (https://www.genesys-pgr.org) for CePaCT; and EURISCO (http://eurisco.ipk-gatersleben.de) for NORDGEN.,FAO-WIEWS for CATIE and SPGRC; Genesys (https://www.genesys-pgr.org) for CePaCT; and EURISCO (http://eurisco.ipk-gatersleben.de) for NORDGEN.,FAO-WIEWS for CATIE and SPGRC; Genesys (https://www.genesys-pgr.org) for CePaCT; and EURISCO (http://eurisco.ipk-gatersleben.de) for NORDGEN.,FAO-WIEWS for CATIE and SPGRC; Genesys (https://www.genesys-pgr.org) for CePaCT; and EURISCO (http://eurisco.ipk-gatersleben.de) for NORDGEN.,FAO-WIEWS for CATIE and SPGRC; Genesys (https://www.genesys-pgr.org) for CePaCT; and EURISCO (http://eurisco.ipk-gatersleben.de) for NORDGEN.,FAO-WIEWS for CATIE and SPGRC; Genesys (https://www.genesys-pgr.org) for CePaCT; and EURISCO (http://eurisco.ipk-gatersleben.de) for NORDGEN.,,,,,,,,,35244,39449,45096,50457,52979,57013,51000,51259,2017.0,51259
ATA,21.47585697,-80.40897662,10,Antarctica,2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.5,"By 2020, maintain the genetic diversity of seeds, cultivated plants and farmed and domesticated animals and their related wild species, including through soundly managed and diversified seed and plant banks at the national, regional and international levels, and promote access to and fair and equitable sharing of benefits arising from the utilization of genetic resources and associated traditional knowledge, as internationally agreed",2.5.1,Number of plant and animal genetic resources for food and agriculture secured in either medium or long-term conservation facilities,1,ER_GRF_PLNTSTOR,Plant breeds for which sufficient genetic resources are stored (number),2019.Q1.G.01,G,Global,NUMBER,Number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DZA,2.678164227,28.15940032,12,Algeria,2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.5,"By 2020, maintain the genetic diversity of seeds, cultivated plants and farmed and domesticated animals and their related wild species, including through soundly managed and diversified seed and plant banks at the national, regional and international levels, and promote access to and fair and equitable sharing of benefits arising from the utilization of genetic resources and associated traditional knowledge, as internationally agreed",2.5.1,Number of plant and animal genetic resources for food and agriculture secured in either medium or long-term conservation facilities,1,ER_GRF_PLNTSTOR,Plant breeds for which sufficient genetic resources are stored (number),2019.Q1.G.01,G,Global,NUMBER,Number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASM,-170.7187269,-14.30587306,16,American Samoa,2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.5,"By 2020, maintain the genetic diversity of seeds, cultivated plants and farmed and domesticated animals and their related wild species, including through soundly managed and diversified seed and plant banks at the national, regional and international levels, and promote access to and fair and equitable sharing of benefits arising from the utilization of genetic resources and associated traditional knowledge, as internationally agreed",2.5.1,Number of plant and animal genetic resources for food and agriculture secured in either medium or long-term conservation facilities,1,ER_GRF_PLNTSTOR,Plant breeds for which sufficient genetic resources are stored (number),2019.Q1.G.01,G,Global,NUMBER,Number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AND,1.576257417,42.54548611,20,Andorra,2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.5,"By 2020, maintain the genetic diversity of seeds, cultivated plants and farmed and domesticated animals and their related wild species, including through soundly managed and diversified seed and plant banks at the national, regional and international levels, and promote access to and fair and equitable sharing of benefits arising from the utilization of genetic resources and associated traditional knowledge, as internationally agreed",2.5.1,Number of plant and animal genetic resources for food and agriculture secured in either medium or long-term conservation facilities,1,ER_GRF_PLNTSTOR,Plant breeds for which sufficient genetic resources are stored (number),2019.Q1.G.01,G,Global,NUMBER,Number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGO,17.57817062,-12.33724746,24,Angola,2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.5,"By 2020, maintain the genetic diversity of seeds, cultivated plants and farmed and domesticated animals and their related wild species, including through soundly managed and diversified seed and plant banks at the national, regional and international levels, and promote access to and fair and equitable sharing of benefits arising from the utilization of genetic resources and associated traditional knowledge, as internationally agreed",2.5.1,Number of plant and animal genetic resources for food and agriculture secured in either medium or long-term conservation facilities,1,ER_GRF_PLNTSTOR,Plant breeds for which sufficient genetic resources are stored (number),2019.Q1.G.01,G,Global,NUMBER,Number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,-61.7999755,17.07761471,28,Antigua and Barbuda,2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.5,"By 2020, maintain the genetic diversity of seeds, cultivated plants and farmed and domesticated animals and their related wild species, including through soundly managed and diversified seed and plant banks at the national, regional and international levels, and promote access to and fair and equitable sharing of benefits arising from the utilization of genetic resources and associated traditional knowledge, as internationally agreed",2.5.1,Number of plant and animal genetic resources for food and agriculture secured in either medium or long-term conservation facilities,1,ER_GRF_PLNTSTOR,Plant breeds for which sufficient genetic resources are stored (number),2019.Q1.G.01,G,Global,NUMBER,Number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARG,-65.14563274,-35.19446255,32,Argentina,2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.5,"By 2020, maintain the genetic diversity of seeds, cultivated plants and farmed and domesticated animals and their related wild species, including through soundly managed and diversified seed and plant banks at the national, regional and international levels, and promote access to and fair and equitable sharing of benefits arising from the utilization of genetic resources and associated traditional knowledge, as internationally agreed",2.5.1,Number of plant and animal genetic resources for food and agriculture secured in either medium or long-term conservation facilities,1,ER_GRF_PLNTSTOR,Plant breeds for which sufficient genetic resources are stored (number),2019.Q1.G.01,G,Global,NUMBER,Number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
