series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Age	Units	Age description	Units description	years	value	valueType	time_detail	source	Nature
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	234	-7.122044325	62.21228119	FRO	Faroe Islands	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2000					
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	234	-7.122044325	62.21228119	FRO	Faroe Islands	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2005					
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	234	-7.122044325	62.21228119	FRO	Faroe Islands	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2010					
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	234	-7.122044325	62.21228119	FRO	Faroe Islands	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2015					
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	234	-7.122044325	62.21228119	FRO	Faroe Islands	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2016					
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	238	-58.75246778	-51.74562601	FLK	Falkland Islands (Malvinas)	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2000					
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	238	-58.75246778	-51.74562601	FLK	Falkland Islands (Malvinas)	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2005					
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	238	-58.75246778	-51.74562601	FLK	Falkland Islands (Malvinas)	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2010					
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	238	-58.75246778	-51.74562601	FLK	Falkland Islands (Malvinas)	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2015					
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	238	-58.75246778	-51.74562601	FLK	Falkland Islands (Malvinas)	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2016					
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	239	-36.90662765	-54.20736749	SGS	South Georgia and the South Sandwich Islands	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2000					
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	239	-36.90662765	-54.20736749	SGS	South Georgia and the South Sandwich Islands	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2005					
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	239	-36.90662765	-54.20736749	SGS	South Georgia and the South Sandwich Islands	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2010					
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	239	-36.90662765	-54.20736749	SGS	South Georgia and the South Sandwich Islands	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2015					
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	239	-36.90662765	-54.20736749	SGS	South Georgia and the South Sandwich Islands	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2016					
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	242	177.9660884	-17.83301566	FJI	Fiji	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2000	2.84249	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	242	177.9660884	-17.83301566	FJI	Fiji	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2005	2.57738	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	242	177.9660884	-17.83301566	FJI	Fiji	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2010	2.98704	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	242	177.9660884	-17.83301566	FJI	Fiji	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2015	3.04841	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	242	177.9660884	-17.83301566	FJI	Fiji	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2016	2.99684	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	246	23.308447	61.91586738	FIN	Finland	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2000	11.10975	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	246	23.308447	61.91586738	FIN	Finland	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2005	12.76461	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	246	23.308447	61.91586738	FIN	Finland	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2010	12.57493	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	246	23.308447	61.91586738	FIN	Finland	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2015	10.9598	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	246	23.308447	61.91586738	FIN	Finland	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2016	10.697	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	248	19.80945969	60.1544901	ALA	Åland Islands	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2000					
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	248	19.80945969	60.1544901	ALA	Åland Islands	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2005					
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	248	19.80945969	60.1544901	ALA	Åland Islands	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2010					
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	248	19.80945969	60.1544901	ALA	Åland Islands	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2015					
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	248	19.80945969	60.1544901	ALA	Åland Islands	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2016					
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	250	2.457288129	46.62660861	FRA	France	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2000	13.82911	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	250	2.457288129	46.62660861	FRA	France	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2005	12.79294	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	250	2.457288129	46.62660861	FRA	France	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2010	12.21566	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	250	2.457288129	46.62660861	FRA	France	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2015	12.66071	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	250	2.457288129	46.62660861	FRA	France	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2016	12.57887	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	254	-53.23619089	3.922673437	GUF	French Guiana	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2000					
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	254	-53.23619089	3.922673437	GUF	French Guiana	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2005					
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	254	-53.23619089	3.922673437	GUF	French Guiana	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2010					
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	254	-53.23619089	3.922673437	GUF	French Guiana	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2015					
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	254	-53.23619089	3.922673437	GUF	French Guiana	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2016					
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	258	-149.4052367	-17.67709294	PYF	French Polynesia	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2000					
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	258	-149.4052367	-17.67709294	PYF	French Polynesia	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2005					
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	258	-149.4052367	-17.67709294	PYF	French Polynesia	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2010					
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	258	-149.4052367	-17.67709294	PYF	French Polynesia	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2015					
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	258	-149.4052367	-17.67709294	PYF	French Polynesia	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2016					
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	260	69.64849091	-49.6068576	ATF	French Southern Territories	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2000					
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	260	69.64849091	-49.6068576	ATF	French Southern Territories	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2005					
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	260	69.64849091	-49.6068576	ATF	French Southern Territories	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2010					
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	260	69.64849091	-49.6068576	ATF	French Southern Territories	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2015					
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	260	69.64849091	-49.6068576	ATF	French Southern Territories	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2016					
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	262	42.18274707	11.56004161	DJI	Djibouti	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2000	1.29522	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	262	42.18274707	11.56004161	DJI	Djibouti	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2005	1.51079	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	262	42.18274707	11.56004161	DJI	Djibouti	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2010	0.72749	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	262	42.18274707	11.56004161	DJI	Djibouti	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2015	0.51862	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	262	42.18274707	11.56004161	DJI	Djibouti	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2016	0.53153	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	266	11.78727747	-0.60687619	GAB	Gabon	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2000	10.59792	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	266	11.78727747	-0.60687619	GAB	Gabon	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2005	9.51695	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	266	11.78727747	-0.60687619	GAB	Gabon	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2010	10.68741	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	266	11.78727747	-0.60687619	GAB	Gabon	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2015	11.45386	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	266	11.78727747	-0.60687619	GAB	Gabon	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2016	11.45207	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	268	43.3713615	42.04813028	GEO	Georgia	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2000	5.14791	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	268	43.3713615	42.04813028	GEO	Georgia	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2005	7.35931	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	268	43.3713615	42.04813028	GEO	Georgia	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2010	10.37172	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	268	43.3713615	42.04813028	GEO	Georgia	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2015	9.71008	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	268	43.3713615	42.04813028	GEO	Georgia	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2016	9.80307	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	270	-15.39944785	13.45295927	GMB	Gambia	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2000	3.61675	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	270	-15.39944785	13.45295927	GMB	Gambia	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2005	4.25473	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	270	-15.39944785	13.45295927	GMB	Gambia	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2010	3.81849	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	270	-15.39944785	13.45295927	GMB	Gambia	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2015	3.74508	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	270	-15.39944785	13.45295927	GMB	Gambia	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2016	3.75667	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	275	35.25694122	31.94347933	PSE	State of Palestine	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2000					
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	275	35.25694122	31.94347933	PSE	State of Palestine	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2005					
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	275	35.25694122	31.94347933	PSE	State of Palestine	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2010					
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	275	35.25694122	31.94347933	PSE	State of Palestine	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2015					
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	275	35.25694122	31.94347933	PSE	State of Palestine	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2016					
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	276	10.3806066	51.08862743	DEU	Germany	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2000	14.53526	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	276	10.3806066	51.08862743	DEU	Germany	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2005	13.55596	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	276	10.3806066	51.08862743	DEU	Germany	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2010	12.94977	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	276	10.3806066	51.08862743	DEU	Germany	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2015	13.65899	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	276	10.3806066	51.08862743	DEU	Germany	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2016	13.38189	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	288	-1.205623522	7.964825185	GHA	Ghana	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2000	5.02049	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	288	-1.205623522	7.964825185	GHA	Ghana	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2005	5.1269	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	288	-1.205623522	7.964825185	GHA	Ghana	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2010	5.26292	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	288	-1.205623522	7.964825185	GHA	Ghana	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2015	2.65388	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	288	-1.205623522	7.964825185	GHA	Ghana	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2016	2.65284	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	292	-5.347561686	36.13895036	GIB	Gibraltar	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2000					
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	292	-5.347561686	36.13895036	GIB	Gibraltar	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2005					
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	292	-5.347561686	36.13895036	GIB	Gibraltar	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2010					
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	292	-5.347561686	36.13895036	GIB	Gibraltar	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2015					
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	292	-5.347561686	36.13895036	GIB	Gibraltar	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2016					
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	296	-157.5643005	1.768837732	KIR	Kiribati	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2000	2.08622	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	296	-157.5643005	1.768837732	KIR	Kiribati	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2005	2.2029	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	296	-157.5643005	1.768837732	KIR	Kiribati	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2010	1.90479	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	296	-157.5643005	1.768837732	KIR	Kiribati	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2015	0.44266	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	296	-157.5643005	1.768837732	KIR	Kiribati	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2016	0.44266	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	300	22.58307827	39.47301873	GRC	Greece	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2000	11.13908	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	300	22.58307827	39.47301873	GRC	Greece	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2005	11.61465	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	300	22.58307827	39.47301873	GRC	Greece	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2010	10.42998	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
