"GeoArea_Code","GeoArea_Desc","GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","Units_Code","Units_Desc","ReportingType_Code","ReportingType_Desc","Value_1990.0","Value_1991.0","Value_1992.0","Value_1993.0","Value_1994.0","Value_1995.0","Value_1996.0","Value_1997.0","Value_1998.0","Value_1999.0","Value_2000.0","Value_2001.0","Value_2002.0","Value_2003.0","Value_2004.0","Value_2005.0","Value_2006.0","Value_2007.0","Value_2008.0","Value_2009.0","Value_2010.0","Value_2011.0","Value_2012.0","Value_2013.0","Value_2014.0","Value_2015.0","Value_2016.0","Latest_Year","Latest_Value","Nature_Desc","Source"
"543","Oceania (exc. Australia and New Zealand)","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.3","Mobilize additional financial resources for developing countries from multiple sources","17.3.2","Volume of remittances (in United States dollars) as a proportion of total GDP","1","BX_TRF_PWKR","Volume of remittances (in United States dollars) as a proportion of total GDP (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","3.55","","","","","3.20","2.95","2.34","2.61","2.34","2.04","2.08","2.09","1.80","1.99","1.08",2016.0,"1.08","Data nature not available","World Development Indicators, World Bank"
"722","Small island developing States (SIDS)","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.3","Mobilize additional financial resources for developing countries from multiple sources","17.3.2","Volume of remittances (in United States dollars) as a proportion of total GDP","1","BX_TRF_PWKR","Volume of remittances (in United States dollars) as a proportion of total GDP (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"738","Sub-Saharan Africa (inc. Sudan)","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.3","Mobilize additional financial resources for developing countries from multiple sources","17.3.2","Volume of remittances (in United States dollars) as a proportion of total GDP","1","BX_TRF_PWKR","Volume of remittances (in United States dollars) as a proportion of total GDP (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","0.68","0.66","0.73","0.96","0.88","0.98","0.93","1.42","1.50","1.46","1.52","1.35","1.44","1.31","1.48","3.24","3.28","3.17","2.89","3.02","2.42","2.48","2.40","2.27","2.25","2.63","2.52",2016.0,"2.52","Data nature not available","World Development Indicators, World Bank"
"746","Northern Africa (exc. Sudan)","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.3","Mobilize additional financial resources for developing countries from multiple sources","17.3.2","Volume of remittances (in United States dollars) as a proportion of total GDP","1","BX_TRF_PWKR","Volume of remittances (in United States dollars) as a proportion of total GDP (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","4.87","6.14","7.33","6.45","5.16","4.40","3.88","3.93","3.64","3.30","2.61","3.14","3.44","3.74","3.98","3.34","3.27","4.23","3.75","3.36","4.09","4.08","4.47","4.18","4.43","4.27","4.04",2016.0,"4.04","Data nature not available","World Development Indicators, World Bank"
"747","Northern Africa and Western Asia","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.3","Mobilize additional financial resources for developing countries from multiple sources","17.3.2","Volume of remittances (in United States dollars) as a proportion of total GDP","1","BX_TRF_PWKR","Volume of remittances (in United States dollars) as a proportion of total GDP (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","2.70","","2.22","","","","","1.71","1.68","1.79","1.70","1.73","1.65","1.47","1.58","1.53","1.61","1.63","1.56",2016.0,"1.56","Data nature not available","World Development Indicators, World Bank"
"753","Eastern and South-Eastern Asia","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.3","Mobilize additional financial resources for developing countries from multiple sources","17.3.2","Volume of remittances (in United States dollars) as a proportion of total GDP","1","BX_TRF_PWKR","Volume of remittances (in United States dollars) as a proportion of total GDP (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","0.15","0.15","0.15","0.16","0.17","0.19","0.28","0.23","0.23","0.24","0.29","0.34","0.36","0.38","0.39","0.41","0.44","0.44","0.43","0.43","0.41","0.41","0.44","0.51","0.60","0.53",2016.0,"0.53","Data nature not available","World Development Indicators, World Bank"
"827","United Kingdom (England and Wales)","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.3","Mobilize additional financial resources for developing countries from multiple sources","17.3.2","Volume of remittances (in United States dollars) as a proportion of total GDP","1","BX_TRF_PWKR","Volume of remittances (in United States dollars) as a proportion of total GDP (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"828","United Kingdom (Northern Ireland)","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.3","Mobilize additional financial resources for developing countries from multiple sources","17.3.2","Volume of remittances (in United States dollars) as a proportion of total GDP","1","BX_TRF_PWKR","Volume of remittances (in United States dollars) as a proportion of total GDP (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"829","United Kingdom (Scotland)","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.3","Mobilize additional financial resources for developing countries from multiple sources","17.3.2","Volume of remittances (in United States dollars) as a proportion of total GDP","1","BX_TRF_PWKR","Volume of remittances (in United States dollars) as a proportion of total GDP (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"830","Channel Islands","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.3","Mobilize additional financial resources for developing countries from multiple sources","17.3.2","Volume of remittances (in United States dollars) as a proportion of total GDP","1","BX_TRF_PWKR","Volume of remittances (in United States dollars) as a proportion of total GDP (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"891","Serbia and Montenegro [former]","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.3","Mobilize additional financial resources for developing countries from multiple sources","17.3.2","Volume of remittances (in United States dollars) as a proportion of total GDP","1","BX_TRF_PWKR","Volume of remittances (in United States dollars) as a proportion of total GDP (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"910","High income economies (WB)","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.3","Mobilize additional financial resources for developing countries from multiple sources","17.3.2","Volume of remittances (in United States dollars) as a proportion of total GDP","1","BX_TRF_PWKR","Volume of remittances (in United States dollars) as a proportion of total GDP (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"911","Low income economies (WB)","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.3","Mobilize additional financial resources for developing countries from multiple sources","17.3.2","Volume of remittances (in United States dollars) as a proportion of total GDP","1","BX_TRF_PWKR","Volume of remittances (in United States dollars) as a proportion of total GDP (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"912","Lower middle economies (WB)","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.3","Mobilize additional financial resources for developing countries from multiple sources","17.3.2","Volume of remittances (in United States dollars) as a proportion of total GDP","1","BX_TRF_PWKR","Volume of remittances (in United States dollars) as a proportion of total GDP (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"913","Low and middle income economies (WB)","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.3","Mobilize additional financial resources for developing countries from multiple sources","17.3.2","Volume of remittances (in United States dollars) as a proportion of total GDP","1","BX_TRF_PWKR","Volume of remittances (in United States dollars) as a proportion of total GDP (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"914","Upper middle economies (WB)","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.3","Mobilize additional financial resources for developing countries from multiple sources","17.3.2","Volume of remittances (in United States dollars) as a proportion of total GDP","1","BX_TRF_PWKR","Volume of remittances (in United States dollars) as a proportion of total GDP (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"917","International Centers (FAO)","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.3","Mobilize additional financial resources for developing countries from multiple sources","17.3.2","Volume of remittances (in United States dollars) as a proportion of total GDP","1","BX_TRF_PWKR","Volume of remittances (in United States dollars) as a proportion of total GDP (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"918","European Union (EU) Institutions","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.3","Mobilize additional financial resources for developing countries from multiple sources","17.3.2","Volume of remittances (in United States dollars) as a proportion of total GDP","1","BX_TRF_PWKR","Volume of remittances (in United States dollars) as a proportion of total GDP (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"919","Regional Centres (FAO)","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.3","Mobilize additional financial resources for developing countries from multiple sources","17.3.2","Volume of remittances (in United States dollars) as a proportion of total GDP","1","BX_TRF_PWKR","Volume of remittances (in United States dollars) as a proportion of total GDP (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"920","Azores Islands","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.3","Mobilize additional financial resources for developing countries from multiple sources","17.3.2","Volume of remittances (in United States dollars) as a proportion of total GDP","1","BX_TRF_PWKR","Volume of remittances (in United States dollars) as a proportion of total GDP (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"921","ODA residual","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.3","Mobilize additional financial resources for developing countries from multiple sources","17.3.2","Volume of remittances (in United States dollars) as a proportion of total GDP","1","BX_TRF_PWKR","Volume of remittances (in United States dollars) as a proportion of total GDP (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
