"GeoArea_Code","GeoArea_Desc","ISO3CD","X","Y","GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","Units_Code","Units_Desc","ReportingType_Code","ReportingType_Desc","Sex_Code","Sex_Desc","Value_2000","Value_2001","Value_2002","Value_2003","Value_2004","Value_2005","Value_2006","Value_2007","Value_2008","Value_2009","Value_2010","Value_2011","Value_2012","Value_2013","Value_2014","Value_2015","Value_2016","Value_2017","Value_2018","Latest_Year","Latest_Value","Nature_Desc","Source","Footnotes"
"222","El Salvador","SLV","-88.86862995","13.73603564","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.1","Proportion of seats held by women in (a) national parliaments and (b) local governments","1","SG_GEN_PARL","Proportion of seats held by women in national parliaments (% of total number of seats)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","16.6667","9.5238","9.5238","9.5238","10.7143","10.7143","10.7143","16.6667","16.6667","19.0476","19.0476","19.0476","19.0476","26.1905","26.1905","27.381","32.1429","32.1429","32.1429",2018.0,"32.1429","Country data","Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.","Annual data as of 1 Feb of given year."
"226","Equatorial Guinea","GNQ","10.46535826","1.565792376","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.1","Proportion of seats held by women in (a) national parliaments and (b) local governments","1","SG_GEN_PARL","Proportion of seats held by women in national parliaments (% of total number of seats)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","5","5","5","5","5","18","18","18","18","6","10","10","10","10","24","24","24","24","20",2018.0,"20","Country data","Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.","Annual data as of 1 Feb of given year."
"231","Ethiopia","ETH","39.63505296","8.631223181","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.1","Proportion of seats held by women in (a) national parliaments and (b) local governments","1","SG_GEN_PARL","Proportion of seats held by women in national parliaments (% of total number of seats)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","2.0258","7.6923","7.6782","7.6782","7.6782","7.6782","21.4286","21.9282","21.9282","21.9282","21.9282","27.7879","27.7879","27.7879","27.7879","27.7879","38.7569","38.7569","38.7569",2018.0,"38.7569","Country data","Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.","Annual data as of 1 Feb of given year."
"232","Eritrea","ERI","38.11074289","16.12894644","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.1","Proportion of seats held by women in (a) national parliaments and (b) local governments","1","SG_GEN_PARL","Proportion of seats held by women in national parliaments (% of total number of seats)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","14.6667","14.6667","14.6667","22","22","22","22","22","22","22","22","22","22","22","22","22","22","22","22",2018.0,"22","Country data","Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.","Annual data as of 1 Feb of given year."
"233","Estonia","EST","25.84093481","58.68487172","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.1","Proportion of seats held by women in (a) national parliaments and (b) local governments","1","SG_GEN_PARL","Proportion of seats held by women in national parliaments (% of total number of seats)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","17.8218","17.8218","17.8218","17.8218","18.8119","18.8119","18.8119","18.8119","20.7921","20.7921","22.7723","22.7723","19.802","20.7921","19","19.802","23.7624","26.7327","26.7327",2018.0,"26.7327","Country data","Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.","Annual data as of 1 Feb of given year."
"234","Faroe Islands","FRO","-7.122044325","62.21228119","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.1","Proportion of seats held by women in (a) national parliaments and (b) local governments","1","SG_GEN_PARL","Proportion of seats held by women in national parliaments (% of total number of seats)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","","","","","","","","","","","","","","","","","","","","","","","",""
"238","Falkland Islands (Malvinas)","FLK","-58.75246778","-51.74562601","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.1","Proportion of seats held by women in (a) national parliaments and (b) local governments","1","SG_GEN_PARL","Proportion of seats held by women in national parliaments (% of total number of seats)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","","","","","","","","","","","","","","","","","","","","","","","",""
"239","South Georgia and the South Sandwich Islands","SGS","-36.90662765","-54.20736749","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.1","Proportion of seats held by women in (a) national parliaments and (b) local governments","1","SG_GEN_PARL","Proportion of seats held by women in national parliaments (% of total number of seats)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","","","","","","","","","","","","","","","","","","","","","","","",""
"242","Fiji","FJI","177.9660884","-17.83301566","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.1","Proportion of seats held by women in (a) national parliaments and (b) local governments","1","SG_GEN_PARL","Proportion of seats held by women in national parliaments (% of total number of seats)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","11.2676","","5.7143","5.7143","5.7143","8.4507","8.4507","","","","","","","","","14","16","16","16",2018.0,"16","Country data","Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.","Annual data as of 1 Feb of given year."
"246","Finland","FIN","23.308447","61.91586738","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.1","Proportion of seats held by women in (a) national parliaments and (b) local governments","1","SG_GEN_PARL","Proportion of seats held by women in national parliaments (% of total number of seats)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","37","36.5","36.5","36.5","37.5","37.5","37.5","38","41.5","41.5","40","40","42.5","42.5","42.5","42.5","41.5","42","42",2018.0,"42","Country data","Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.","Annual data as of 1 Feb of given year."
"248","Åland Islands","ALA","19.80945969","60.1544901","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.1","Proportion of seats held by women in (a) national parliaments and (b) local governments","1","SG_GEN_PARL","Proportion of seats held by women in national parliaments (% of total number of seats)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","","","","","","","","","","","","","","","","","","","","","","","",""
"250","France","FRA","2.457288129","46.62660861","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.1","Proportion of seats held by women in (a) national parliaments and (b) local governments","1","SG_GEN_PARL","Proportion of seats held by women in national parliaments (% of total number of seats)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","10.9185","10.9185","10.9185","12.1951","12.1951","12.1951","12.1951","12.1951","18.1976","18.1976","18.8908","18.8908","18.8908","26.8631","26.1698","26.1698","26.1698","25.8232","38.9948",2018.0,"38.9948","Country data","Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.","Annual data as of 1 Feb of given year."
"254","French Guiana","GUF","-53.23619089","3.922673437","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.1","Proportion of seats held by women in (a) national parliaments and (b) local governments","1","SG_GEN_PARL","Proportion of seats held by women in national parliaments (% of total number of seats)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","","","","","","","","","","","","","","","","","","","","","","","",""
"258","French Polynesia","PYF","-149.4052367","-17.67709294","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.1","Proportion of seats held by women in (a) national parliaments and (b) local governments","1","SG_GEN_PARL","Proportion of seats held by women in national parliaments (% of total number of seats)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","","","","","","","","","","","","","","","","","","","","","","","",""
"260","French Southern Territories","ATF","69.64849091","-49.6068576","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.1","Proportion of seats held by women in (a) national parliaments and (b) local governments","1","SG_GEN_PARL","Proportion of seats held by women in national parliaments (% of total number of seats)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","","","","","","","","","","","","","","","","","","","","","","","",""
"262","Djibouti","DJI","42.18274707","11.56004161","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.1","Proportion of seats held by women in (a) national parliaments and (b) local governments","1","SG_GEN_PARL","Proportion of seats held by women in national parliaments (% of total number of seats)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","0","0","0","10.7692","10.7692","10.7692","10.7692","10.7692","13.8462","13.8462","13.8462","13.8462","13.8462","13.8462","12.7273","12.7273","12.7273","10.7692","10.7692",2018.0,"10.7692","Country data","Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.","Annual data as of 1 Feb of given year."
"266","Gabon","GAB","11.78727747","-0.60687619","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.1","Proportion of seats held by women in (a) national parliaments and (b) local governments","1","SG_GEN_PARL","Proportion of seats held by women in national parliaments (% of total number of seats)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","8.3333","9.1667","","9.2437","9.2437","9.2437","9.2437","12.5","16.6667","16.6667","14.6552","14.6552","15.7895","15.7895","15","14.1667","14.1667","17.094","17.094",2018.0,"17.094","Country data","Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.","Annual data as of 1 Feb of given year."
"268","Georgia","GEO","43.3713615","42.04813028","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.1","Proportion of seats held by women in (a) national parliaments and (b) local governments","1","SG_GEN_PARL","Proportion of seats held by women in national parliaments (% of total number of seats)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","7.234","7.234","7.234","7.234","7.234","9.3617","9.3617","9.3617","9.3617","6","5.1095","6.5217","6.5693","12","12","11.3333","11.3333","16","16",2018.0,"16","Country data","Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.","Annual data as of 1 Feb of given year."
"270","Gambia","GMB","-15.39944785","13.45295927","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.1","Proportion of seats held by women in (a) national parliaments and (b) local governments","1","SG_GEN_PARL","Proportion of seats held by women in national parliaments (% of total number of seats)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","2.0408","2.0408","13.2075","13.2075","13.2075","13.2075","13.2075","9.434","9.434","9.434","7.5472","7.5472","7.5472","7.5472","9.434","9.434","9.434","9.434","10.3448",2018.0,"10.3448","Country data","Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.","Annual data as of 1 Feb of given year."
"275","State of Palestine","PSE","35.25694122","31.94347933","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.1","Proportion of seats held by women in (a) national parliaments and (b) local governments","1","SG_GEN_PARL","Proportion of seats held by women in national parliaments (% of total number of seats)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","","","","","","","","","","","","","","","","","","","","","","","",""
"276","Germany","DEU","10.3806066","51.08862743","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.1","Proportion of seats held by women in (a) national parliaments and (b) local governments","1","SG_GEN_PARL","Proportion of seats held by women in national parliaments (% of total number of seats)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","30.9417","30.9417","31.6817","32.1725","32.1725","32.7787","31.759","31.5961","31.6476","32.1895","32.7974","32.7974","32.9032","32.9032","36.4501","36.4501","36.4501","36.9841","30.7475",2018.0,"30.7475","Country data","Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.","Annual data as of 1 Feb of given year."
"288","Ghana","GHA","-1.205623522","7.964825185","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.1","Proportion of seats held by women in (a) national parliaments and (b) local governments","1","SG_GEN_PARL","Proportion of seats held by women in national parliaments (% of total number of seats)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","9","9","9","9","9","10.8696","10.8696","10.8696","10.8696","7.8947","8.2609","8.2609","8.2609","10.2564","10.9091","10.9091","10.9091","12.7273","12.7273",2018.0,"12.7273","Country data","Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.","Annual data as of 1 Feb of given year."
"292","Gibraltar","GIB","-5.347561686","36.13895036","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.1","Proportion of seats held by women in (a) national parliaments and (b) local governments","1","SG_GEN_PARL","Proportion of seats held by women in national parliaments (% of total number of seats)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","","","","","","","","","","","","","","","","","","","","","","","",""
"296","Kiribati","KIR","-157.5643005","1.768837732","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.1","Proportion of seats held by women in (a) national parliaments and (b) local governments","1","SG_GEN_PARL","Proportion of seats held by women in national parliaments (% of total number of seats)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","4.878","4.878","4.7619","4.7619","4.7619","4.7619","4.7619","7.1429","4.3478","4.3478","4.3478","4.3478","8.6957","8.6957","8.6957","8.6957","6.5217","6.5217","6.5217",2018.0,"6.5217","Country data","Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.","Annual data as of 1 Feb of given year."
"300","Greece","GRC","22.58307827","39.47301873","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.1","Proportion of seats held by women in (a) national parliaments and (b) local governments","1","SG_GEN_PARL","Proportion of seats held by women in national parliaments (% of total number of seats)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","6.3333","8.6667","8.6667","8.6667","8.6667","14","13","13","14.6667","14.6667","17.3333","17.3333","18.6667","21","21","23","19.6667","18.3333","18.3333",2018.0,"18.3333","Country data","Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.","Annual data as of 1 Feb of given year."
"304","Greenland","GRL","-41.39371316","74.75625681","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.1","Proportion of seats held by women in (a) national parliaments and (b) local governments","1","SG_GEN_PARL","Proportion of seats held by women in national parliaments (% of total number of seats)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","","","","","","","","","","","","","","","","","","","","","","","",""
"308","Grenada","GRD","-61.68248568","12.11238395","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.1","Proportion of seats held by women in (a) national parliaments and (b) local governments","1","SG_GEN_PARL","Proportion of seats held by women in national parliaments (% of total number of seats)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","26.6667","26.6667","26.6667","26.6667","26.6667","26.6667","26.6667","26.6667","26.6667","13.3333","13.3333","13.3333","13.3333","13.3333","33.3333","33.3333","33.3333","33.3333","33.3333",2018.0,"33.3333","Country data","Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.","Annual data as of 1 Feb of given year."
"312","Guadeloupe","GLP","-61.64762115","16.14416917","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.1","Proportion of seats held by women in (a) national parliaments and (b) local governments","1","SG_GEN_PARL","Proportion of seats held by women in national parliaments (% of total number of seats)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","","","","","","","","","","","","","","","","","","","","","","","",""
"316","Guam","GUM","144.7029305","13.35485404","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.1","Proportion of seats held by women in (a) national parliaments and (b) local governments","1","SG_GEN_PARL","Proportion of seats held by women in national parliaments (% of total number of seats)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","","","","","","","","","","","","","","","","","","","","","","","",""
"320","Guatemala","GTM","-91.2312746","15.00273719","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.1","Proportion of seats held by women in (a) national parliaments and (b) local governments","1","SG_GEN_PARL","Proportion of seats held by women in national parliaments (% of total number of seats)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","7.0796","8.8496","8.8496","8.8496","8.2278","8.2278","8.2278","8.2278","12.0253","12.0253","12.0253","12.0253","13.2911","13.2911","13.2911","13.2911","13.9241","12.6582","12.6582",2018.0,"12.6582","Country data","Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.","Annual data as of 1 Feb of given year."
"324","Guinea","GIN","-11.28173419","11.00210343","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.1","Proportion of seats held by women in (a) national parliaments and (b) local governments","1","SG_GEN_PARL","Proportion of seats held by women in national parliaments (% of total number of seats)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","8.7719","8.7719","8.7719","19.2982","19.2982","19.2982","19.2982","19.2982","19.2982","","","","","","21.9298","21.9298","21.9298","21.9298","21.9298",2018.0,"21.9298","Country data","Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.","Annual data as of 1 Feb of given year."
"328","Guyana","GUY","-58.97322037","4.788012784","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.1","Proportion of seats held by women in (a) national parliaments and (b) local governments","1","SG_GEN_PARL","Proportion of seats held by women in national parliaments (% of total number of seats)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","18.4615","18.4615","20","20","20","30.7692","30.7692","28.9855","28.9855","30","30","30","31.3433","31.3433","31.3433","31.3433","30.4348","31.8841","31.8841",2018.0,"31.8841","Country data","Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.","Annual data as of 1 Feb of given year."
"332","Haiti","HTI","-72.33640958","18.40426539","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.1","Proportion of seats held by women in (a) national parliaments and (b) local governments","1","SG_GEN_PARL","Proportion of seats held by women in national parliaments (% of total number of seats)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","3.6145","3.6145","3.6145","3.6145","3.6145","3.6145","3.6145","4.0816","4.0816","4.0816","4.0816","11.1111","4.2105","4.2105","4.2105","4.2105","0","2.5641","2.5424",2018.0,"2.5424","Country data","Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.","Annual data as of 1 Feb of given year."
"334","Heard Island and McDonald Islands","HMD","73.52633626","-53.09106147","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.1","Proportion of seats held by women in (a) national parliaments and (b) local governments","1","SG_GEN_PARL","Proportion of seats held by women in national parliaments (% of total number of seats)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","","","","","","","","","","","","","","","","","","","","","","","",""
"336","Holy See","VAT","12.45315803","41.90343751","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.1","Proportion of seats held by women in (a) national parliaments and (b) local governments","1","SG_GEN_PARL","Proportion of seats held by women in national parliaments (% of total number of seats)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","","","","","","","","","","","","","","","","","","","","","","","",""
"340","Honduras","HND","-86.59974381","14.82243161","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.1","Proportion of seats held by women in (a) national parliaments and (b) local governments","1","SG_GEN_PARL","Proportion of seats held by women in national parliaments (% of total number of seats)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","9.375","9.375","9.375","5.4688","5.4688","5.4688","23.4375","23.4375","23.4375","23.4375","17.9688","17.9688","19.5313","19.5313","25.7813","25.7813","25.7813","25.7813","21.0938",2018.0,"21.0938","Country data","Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.","Annual data as of 1 Feb of given year."
"344","China, Hong Kong Special Administrative Region","HKG","114.0266445","22.41749934","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.1","Proportion of seats held by women in (a) national parliaments and (b) local governments","1","SG_GEN_PARL","Proportion of seats held by women in national parliaments (% of total number of seats)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","","","","","","","","","","","","","","","","","","","","","","","",""
"348","Hungary","HUN","19.41221519","47.1651448","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.1","Proportion of seats held by women in (a) national parliaments and (b) local governments","1","SG_GEN_PARL","Proportion of seats held by women in national parliaments (% of total number of seats)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","8.2902","8.2902","8.2902","9.8446","9.8446","9.0909","9.0909","10.3627","11.1399","11.1399","11.1399","9.0674","8.8083","8.8083","9.375","10.101","10.101","10.0503","10.0503",2018.0,"10.0503","Country data","Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.","Annual data as of 1 Feb of given year."
"352","Iceland","ISL","-19.02116966","64.79134763","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.1","Proportion of seats held by women in (a) national parliaments and (b) local governments","1","SG_GEN_PARL","Proportion of seats held by women in national parliaments (% of total number of seats)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","34.9206","34.9206","34.9206","34.9206","30.1587","30.1587","33.3333","33.3333","33.3333","33.3333","42.8571","42.8571","39.6825","39.6825","39.6825","41.2698","41.2698","47.619","38.0952",2018.0,"38.0952","Country data","Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.","Annual data as of 1 Feb of given year."
"356","India","IND","79.3608464","22.34642074","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.1","Proportion of seats held by women in (a) national parliaments and (b) local governments","1","SG_GEN_PARL","Proportion of seats held by women in national parliaments (% of total number of seats)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","9.0239","9.0074","8.8398","8.8398","8.8398","8.2873","8.2569","8.2569","9.0573","9.0573","10.8257","10.8257","11.0092","11.0092","11.3761","11.9705","11.9705","11.8081","11.8081",2018.0,"11.8081","Country data","Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.","Annual data as of 1 Feb of given year."
"360","Indonesia","IDN","113.9174","-0.994582204","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.1","Proportion of seats held by women in (a) national parliaments and (b) local governments","1","SG_GEN_PARL","Proportion of seats held by women in national parliaments (% of total number of seats)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","8","8","8","8","8","11.2727","11.2727","11.2727","11.6364","11.6364","18.0357","18.0357","18.2143","18.5714","18.5714","17.1171","17.1171","19.8214","19.8214",2018.0,"19.8214","Country data","Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.","Annual data as of 1 Feb of given year."
"364","Iran (Islamic Republic of)","IRN","54.19766348","32.74370885","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.1","Proportion of seats held by women in (a) national parliaments and (b) local governments","1","SG_GEN_PARL","Proportion of seats held by women in national parliaments (% of total number of seats)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","4.8872","3.4483","3.4483","4.1379","4.1379","4.1379","4.1379","4.1379","4.1379","2.7972","2.7586","2.7586","2.7586","3.1034","3.1034","3.1034","3.1034","5.8824","5.8824",2018.0,"5.8824","Country data","Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.","Annual data as of 1 Feb of given year."
"368","Iraq","IRQ","43.76606267","33.05013795","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.1","Proportion of seats held by women in (a) national parliaments and (b) local governments","1","SG_GEN_PARL","Proportion of seats held by women in national parliaments (% of total number of seats)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","6.4","7.6","7.6","7.6","","","25.4545","25.4545","25.4545","25.4545","25.4545","25.2308","25.2308","25.2308","25.2308","26.5244","26.5244","25.3049","25.3049",2018.0,"25.3049","Country data","Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.","Annual data as of 1 Feb of given year."
