ISO3CD,X,Y,GeoArea_Code,GeoArea_Desc,GoalCode,GoalDesc,TargetCode,TargetDesc,IndicatorCode,IndicatorDesc,IndicatorTier,SeriesCode,SeriesDesc,SeriesRelease,Sex_Code,Sex_Desc,ReportingType_Code,ReportingType_Desc,Units_Code,Units_Desc,Footnotes_2000,Footnotes_2001,Footnotes_2002,Footnotes_2003,Footnotes_2004,Footnotes_2005,Footnotes_2006,Footnotes_2007,Footnotes_2008,Footnotes_2009,Footnotes_2010,Footnotes_2011,Footnotes_2012,Footnotes_2013,Footnotes_2014,Footnotes_2015,Footnotes_2016,Footnotes_2017,Nature_Code_2000,Nature_Code_2001,Nature_Code_2002,Nature_Code_2003,Nature_Code_2004,Nature_Code_2005,Nature_Code_2006,Nature_Code_2007,Nature_Code_2008,Nature_Code_2009,Nature_Code_2010,Nature_Code_2011,Nature_Code_2012,Nature_Code_2013,Nature_Code_2014,Nature_Code_2015,Nature_Code_2016,Nature_Code_2017,Source_2000,Source_2001,Source_2002,Source_2003,Source_2004,Source_2005,Source_2006,Source_2007,Source_2008,Source_2009,Source_2010,Source_2011,Source_2012,Source_2013,Source_2014,Source_2015,Source_2016,Source_2017,TimeDetail_2000,TimeDetail_2001,TimeDetail_2002,TimeDetail_2003,TimeDetail_2004,TimeDetail_2005,TimeDetail_2006,TimeDetail_2007,TimeDetail_2008,TimeDetail_2009,TimeDetail_2010,TimeDetail_2011,TimeDetail_2012,TimeDetail_2013,TimeDetail_2014,TimeDetail_2015,TimeDetail_2016,TimeDetail_2017,Value_2000,Value_2001,Value_2002,Value_2003,Value_2004,Value_2005,Value_2006,Value_2007,Value_2008,Value_2009,Value_2010,Value_2011,Value_2012,Value_2013,Value_2014,Value_2015,Value_2016,Value_2017,Latest_Year,Latest_Value
GRC,22.58307827,39.47301873,300,Greece,4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.2,"By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre-primary education so that they are ready for primary education",4.2.2,"Participation rate in organized learning (one year before the official primary entry age), by sex",1,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",2019.Q1.G.01,FEMALE,Female,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,C,C,C,C,C,C,C,C,,,C,C,C,E,,,,,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,,,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,,,,,,,,,,,,,,,,,,,,,,,83.58542,79.52912,78.46165,77.70037,75.20397,75.1621,77.92657,73.89262,,,90.7768,93.04979,93.24583,89.6868,,,,,2013.0,89.6868
GRC,22.58307827,39.47301873,300,Greece,4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.2,"By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre-primary education so that they are ready for primary education",4.2.2,"Participation rate in organized learning (one year before the official primary entry age), by sex",1,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",2019.Q1.G.01,MALE,Male,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,C,C,C,C,C,C,C,C,,,C,C,C,E,,,,,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,,,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,,,,,,,,,,,,,,,,,,,,,,,82.31785,80.91047,76.69916,76.80571,74.70086,75.46611,79.17572,75.39198,,,91.54967,93.98653,93.92258,90.984,,,,,2013.0,90.984
GRD,-61.68248568,12.11238395,308,Grenada,4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.2,"By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre-primary education so that they are ready for primary education",4.2.2,"Participation rate in organized learning (one year before the official primary entry age), by sex",1,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",2019.Q1.G.01,BOTHSEX,Both sexes,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,C,C,E,,,C,C,C,E,,,,,,C,,,,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,,,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,,,,,,UNESCO Institute for Statistics,,,,,,,,,,,,,,,,,,,,,,94.23265,99.74303,98.25222,,,99.06608,98.99288,94.80652,97.68797,,,,,,82.40647,,2016.0,82.40647
GRD,-61.68248568,12.11238395,308,Grenada,4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.2,"By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre-primary education so that they are ready for primary education",4.2.2,"Participation rate in organized learning (one year before the official primary entry age), by sex",1,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",2019.Q1.G.01,FEMALE,Female,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,C,C,E,,,C,C,C,E,,,,,,C,,,,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,,,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,,,,,,UNESCO Institute for Statistics,,,,,,,,,,,,,,,,,,,,,,95.0544,99.47759,100,,,98.08203,97.93151,100,100,,,,,,80.20725,,2016.0,80.20725
GRD,-61.68248568,12.11238395,308,Grenada,4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.2,"By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre-primary education so that they are ready for primary education",4.2.2,"Participation rate in organized learning (one year before the official primary entry age), by sex",1,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",2019.Q1.G.01,MALE,Male,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,C,C,E,,,C,C,C,E,,,,,,C,,,,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,,,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,,,,,,UNESCO Institute for Statistics,,,,,,,,,,,,,,,,,,,,,,93.42995,100,96.57523,,,100,100,89.87271,95.48749,,,,,,84.50148,,2016.0,84.50148
AZE,50.01064725,40.39229544,31,Azerbaijan,4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.2,"By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre-primary education so that they are ready for primary education",4.2.2,"Participation rate in organized learning (one year before the official primary entry age), by sex",1,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",2019.Q1.G.01,BOTHSEX,Both sexes,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,C,E,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,,,,,,,,,,,,,,,,,,,,15.81366,21.90507,23.24376,25.16474,24.73982,25.02993,26.63477,27.43338,26.40131,25.96676,30.36956,31.97878,32.63392,32.25455,26.98949,27.60907,24.9365,,2016.0,24.9365
AZE,50.01064725,40.39229544,31,Azerbaijan,4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.2,"By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre-primary education so that they are ready for primary education",4.2.2,"Participation rate in organized learning (one year before the official primary entry age), by sex",1,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",2019.Q1.G.01,FEMALE,Female,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,C,E,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,,,,,,,,,,,,,,,,,,,,16.07746,21.26697,23.55994,24.98065,23.87069,23.90981,26.14209,27.7179,26.2634,26.19964,29.7495,31.20685,31.78349,32.06344,27.41408,27.96426,25.05398,,2016.0,25.05398
AZE,50.01064725,40.39229544,31,Azerbaijan,4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.2,"By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre-primary education so that they are ready for primary education",4.2.2,"Participation rate in organized learning (one year before the official primary entry age), by sex",1,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",2019.Q1.G.01,MALE,Male,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,C,E,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,,,,,,,,,,,,,,,,,,,,15.56282,22.55038,22.94584,25.33998,25.60202,26.15549,27.09716,27.18436,26.52275,25.76315,30.90901,32.65483,33.38246,32.42129,26.62413,27.30664,24.8356,,2016.0,24.8356
ARG,-65.14563274,-35.19446255,32,Argentina,4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.2,"By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre-primary education so that they are ready for primary education",4.2.2,"Participation rate in organized learning (one year before the official primary entry age), by sex",1,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",2019.Q1.G.01,BOTHSEX,Both sexes,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,,,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,,,,,,,,,,,,,,,,,,,,,99.12299,99.20248,99.26305,99.2367,99.48945,99.2724,99.40924,96.40333,97.35396,96.66668,97.63109,95.48624,95.16288,96.32331,99.29823,99.36865,,,2015.0,99.36865
ARG,-65.14563274,-35.19446255,32,Argentina,4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.2,"By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre-primary education so that they are ready for primary education",4.2.2,"Participation rate in organized learning (one year before the official primary entry age), by sex",1,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",2019.Q1.G.01,FEMALE,Female,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,,,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,,,,,,,,,,,,,,,,,,,,,100,100,100,99.68238,100,100,100,97.17069,98.2787,97.49593,98.29733,96.16194,95.93336,96.99412,100,100,,,2015.0,100
ARG,-65.14563274,-35.19446255,32,Argentina,4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.2,"By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre-primary education so that they are ready for primary education",4.2.2,"Participation rate in organized learning (one year before the official primary entry age), by sex",1,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",2019.Q1.G.01,MALE,Male,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,,,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,,,,,,,,,,,,,,,,,,,,,98.2749,98.43134,98.55039,98.80558,98.99545,98.56842,98.83787,95.66155,96.46051,95.86575,96.98758,94.8335,94.41851,95.6752,98.62024,98.75878,,,2015.0,98.75878
GTM,-91.2312746,15.00273719,320,Guatemala,4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.2,"By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre-primary education so that they are ready for primary education",4.2.2,"Participation rate in organized learning (one year before the official primary entry age), by sex",1,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",2019.Q1.G.01,BOTHSEX,Both sexes,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,C,C,C,,C,C,C,C,C,C,E,E,E,C,C,C,C,,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,,,,,,,,,,,,,,,,,,,,59.02822,63.5829,65.02453,,73.61212,72.9109,78.76257,78.32184,78.33839,87.17946,85.48426,81.12223,76.42276,75.8465,77.72995,80.25983,78.12337,,2016.0,78.12337
GTM,-91.2312746,15.00273719,320,Guatemala,4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.2,"By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre-primary education so that they are ready for primary education",4.2.2,"Participation rate in organized learning (one year before the official primary entry age), by sex",1,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",2019.Q1.G.01,FEMALE,Female,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,C,C,C,,C,C,C,C,C,C,E,E,E,C,C,C,C,,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,,,,,,,,,,,,,,,,,,,,58.4758,63.42135,64.69412,,74.02788,73.27201,79.33212,79.03238,79.03189,88.29034,86.82805,82.11107,77.08507,75.98948,78.18362,80.65489,78.45467,,2016.0,78.45467
GTM,-91.2312746,15.00273719,320,Guatemala,4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.2,"By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre-primary education so that they are ready for primary education",4.2.2,"Participation rate in organized learning (one year before the official primary entry age), by sex",1,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",2019.Q1.G.01,MALE,Male,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,C,C,C,,C,C,C,C,C,C,E,E,E,C,C,C,C,,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,,,,,,,,,,,,,,,,,,,,59.562,63.73901,65.3436,,73.21171,72.56366,78.21537,77.63969,77.67304,86.11478,84.19637,80.17498,75.78849,75.70961,77.29561,79.88162,77.8062,,2016.0,77.8062
GIN,-11.28173419,11.00210343,324,Guinea,4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.2,"By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre-primary education so that they are ready for primary education",4.2.2,"Participation rate in organized learning (one year before the official primary entry age), by sex",1,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",2019.Q1.G.01,BOTHSEX,Both sexes,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,,C,C,C,C,C,E,C,C,,C,C,,,,,,,,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,,UNESCO Institute for Statistics,UNESCO Institute for Statistics,,,,,,,,,,,,,,,,,,,,,,,,,,15.49311,14.5075,16.70864,17.36702,23.02937,21.98868,23.11071,30.42361,,37.81385,41.74462,,,,2014.0,41.74462
GIN,-11.28173419,11.00210343,324,Guinea,4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.2,"By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre-primary education so that they are ready for primary education",4.2.2,"Participation rate in organized learning (one year before the official primary entry age), by sex",1,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",2019.Q1.G.01,FEMALE,Female,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,,C,C,C,C,C,E,C,C,,C,C,,,,,,,,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,,UNESCO Institute for Statistics,UNESCO Institute for Statistics,,,,,,,,,,,,,,,,,,,,,,,,,,15.18803,14.28339,16.61318,17.40834,23.17985,21.80708,22.26926,29.06327,,36.27474,40.02337,,,,2014.0,40.02337
GIN,-11.28173419,11.00210343,324,Guinea,4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.2,"By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre-primary education so that they are ready for primary education",4.2.2,"Participation rate in organized learning (one year before the official primary entry age), by sex",1,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",2019.Q1.G.01,MALE,Male,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,,C,C,C,C,C,E,C,C,,C,C,,,,,,,,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,,UNESCO Institute for Statistics,UNESCO Institute for Statistics,,,,,,,,,,,,,,,,,,,,,,,,,,15.79377,14.72824,16.80262,17.32633,22.88106,22.16782,23.94171,31.76823,,39.33579,43.44661,,,,2014.0,43.44661
GUY,-58.97322037,4.788012784,328,Guyana,4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.2,"By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre-primary education so that they are ready for primary education",4.2.2,"Participation rate in organized learning (one year before the official primary entry age), by sex",1,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",2019.Q1.G.01,BOTHSEX,Both sexes,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,C,,,,,C,C,C,C,C,,,,,,,,,UNESCO Institute for Statistics,,,,,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,,,,,,,,,,,,,,,,,,,,,,,,,,,93.63216,,,,,84.4418,87.00751,85.71607,88.36898,91.71137,,,,,,2012.0,91.71137
GUY,-58.97322037,4.788012784,328,Guyana,4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.2,"By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre-primary education so that they are ready for primary education",4.2.2,"Participation rate in organized learning (one year before the official primary entry age), by sex",1,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",2019.Q1.G.01,FEMALE,Female,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,C,,,,,C,C,C,C,C,,,,,,,,,UNESCO Institute for Statistics,,,,,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,,,,,,,,,,,,,,,,,,,,,,,,,,,95.03332,,,,,83.95892,87.56906,87.04037,88.73998,93.93736,,,,,,2012.0,93.93736
GUY,-58.97322037,4.788012784,328,Guyana,4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.2,"By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre-primary education so that they are ready for primary education",4.2.2,"Participation rate in organized learning (one year before the official primary entry age), by sex",1,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",2019.Q1.G.01,MALE,Male,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,C,,,,,C,C,C,C,C,,,,,,,,,UNESCO Institute for Statistics,,,,,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,,,,,,,,,,,,,,,,,,,,,,,,,,,92.29624,,,,,84.90019,86.47556,84.46389,88.01838,89.60112,,,,,,2012.0,89.60112
VAT,12.45315803,41.90343751,336,Holy See,4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.2,"By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre-primary education so that they are ready for primary education",4.2.2,"Participation rate in organized learning (one year before the official primary entry age), by sex",1,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",2019.Q1.G.01,BOTHSEX,Both sexes,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017.0,0
VAT,12.45315803,41.90343751,336,Holy See,4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.2,"By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre-primary education so that they are ready for primary education",4.2.2,"Participation rate in organized learning (one year before the official primary entry age), by sex",1,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",2019.Q1.G.01,FEMALE,Female,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017.0,0
VAT,12.45315803,41.90343751,336,Holy See,4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.2,"By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre-primary education so that they are ready for primary education",4.2.2,"Participation rate in organized learning (one year before the official primary entry age), by sex",1,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",2019.Q1.G.01,MALE,Male,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017.0,0
HND,-86.59974381,14.82243161,340,Honduras,4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.2,"By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre-primary education so that they are ready for primary education",4.2.2,"Participation rate in organized learning (one year before the official primary entry age), by sex",1,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",2019.Q1.G.01,BOTHSEX,Both sexes,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,C,C,,,,,,,,,,,,,,,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,UNESCO Institute for Statistics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.12361,83.05528,76.17156,80.18676,,2016.0,80.18676
