ISO3CD,X,Y,GeoArea_Code,GeoArea_Desc,GoalCode,GoalDesc,TargetCode,TargetDesc,IndicatorCode,IndicatorDesc,IndicatorTier,SeriesCode,SeriesDesc,SeriesRelease,Sex_Code,Sex_Desc,NameOfNon-CommunicableDisease_Code,NameOfNon-CommunicableDisease_Desc,ReportingType_Code,ReportingType_Desc,Units_Code,Units_Desc,Footnotes_2000,Footnotes_2005,Footnotes_2010,Footnotes_2015,Footnotes_2016,Nature_Code_2000,Nature_Code_2005,Nature_Code_2010,Nature_Code_2015,Nature_Code_2016,Source_2000,Source_2005,Source_2010,Source_2015,Source_2016,TimeDetail_2000,TimeDetail_2005,TimeDetail_2010,TimeDetail_2015,TimeDetail_2016,Value_2000,Value_2005,Value_2010,Value_2015,Value_2016,Latest_Year,Latest_Value
CAN,-101.6575058,57.72360191,124,Canada,3,Ensure healthy lives and promote well-being for all at all ages,3.4,"By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being",3.4.1,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",1,SH_DTH_RNCOM,"Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)",2019.Q1.G.01,FEMALE,Female,CAN,Cancer,G,Global,NUMBER,Number,,,,,,CA,CA,CA,CA,CA,"Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018",,,,,,29611,32141,34667,36804,37241,2016.0,37241
CAN,-101.6575058,57.72360191,124,Canada,3,Ensure healthy lives and promote well-being for all at all ages,3.4,"By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being",3.4.1,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",1,SH_DTH_RNCOM,"Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)",2019.Q1.G.01,FEMALE,Female,CAR,Cardiovascular disease,G,Global,NUMBER,Number,,,,,,CA,CA,CA,CA,CA,"Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018",,,,,,37898,35884,33558,31720,31333,2016.0,31333
CAN,-101.6575058,57.72360191,124,Canada,3,Ensure healthy lives and promote well-being for all at all ages,3.4,"By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being",3.4.1,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",1,SH_DTH_RNCOM,"Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)",2019.Q1.G.01,FEMALE,Female,DIA,Diabetes,G,Global,NUMBER,Number,,,,,,CA,CA,CA,CA,CA,"Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018",,,,,,3429,3937,3272,3217,3191,2016.0,3191
CAN,-101.6575058,57.72360191,124,Canada,3,Ensure healthy lives and promote well-being for all at all ages,3.4,"By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being",3.4.1,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",1,SH_DTH_RNCOM,"Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)",2019.Q1.G.01,FEMALE,Female,RES,Chronic respiratory disease,G,Global,NUMBER,Number,,,,,,CA,CA,CA,CA,CA,"Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018",,,,,,6430,7571,8049,8857,9005,2016.0,9005
CAN,-101.6575058,57.72360191,124,Canada,3,Ensure healthy lives and promote well-being for all at all ages,3.4,"By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being",3.4.1,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",1,SH_DTH_RNCOM,"Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)",2019.Q1.G.01,MALE,Male,CAN,Cancer,G,Global,NUMBER,Number,,,,,,CA,CA,CA,CA,CA,"Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018",,,,,,33714,35744,37810,40533,41065,2016.0,41065
CAN,-101.6575058,57.72360191,124,Canada,3,Ensure healthy lives and promote well-being for all at all ages,3.4,"By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being",3.4.1,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",1,SH_DTH_RNCOM,"Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)",2019.Q1.G.01,MALE,Male,CAR,Cardiovascular disease,G,Global,NUMBER,Number,,,,,,CA,CA,CA,CA,CA,"Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018",,,,,,37639,34858,33265,32500,32350,2016.0,32350
CAN,-101.6575058,57.72360191,124,Canada,3,Ensure healthy lives and promote well-being for all at all ages,3.4,"By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being",3.4.1,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",1,SH_DTH_RNCOM,"Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)",2019.Q1.G.01,MALE,Male,DIA,Diabetes,G,Global,NUMBER,Number,,,,,,CA,CA,CA,CA,CA,"Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018",,,,,,3358,4013,3731,3751,3751,2016.0,3751
CAN,-101.6575058,57.72360191,124,Canada,3,Ensure healthy lives and promote well-being for all at all ages,3.4,"By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being",3.4.1,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",1,SH_DTH_RNCOM,"Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)",2019.Q1.G.01,MALE,Male,RES,Chronic respiratory disease,G,Global,NUMBER,Number,,,,,,CA,CA,CA,CA,CA,"Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018",,,,,,7832,8447,8853,9451,9605,2016.0,9605
CPV,-23.63544151,15.07791834,132,Cabo Verde,3,Ensure healthy lives and promote well-being for all at all ages,3.4,"By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being",3.4.1,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",1,SH_DTH_RNCOM,"Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)",2019.Q1.G.01,BOTHSEX,Both sexes,CAN,Cancer,G,Global,NUMBER,Number,,,,,,E,E,E,E,E,"Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018",,,,,,214,248,279,305,310,2016.0,310
CPV,-23.63544151,15.07791834,132,Cabo Verde,3,Ensure healthy lives and promote well-being for all at all ages,3.4,"By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being",3.4.1,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",1,SH_DTH_RNCOM,"Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)",2019.Q1.G.01,BOTHSEX,Both sexes,CAR,Cardiovascular disease,G,Global,NUMBER,Number,,,,,,E,E,E,E,E,"Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018",,,,,,837,915,1029,1041,1059,2016.0,1059
CPV,-23.63544151,15.07791834,132,Cabo Verde,3,Ensure healthy lives and promote well-being for all at all ages,3.4,"By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being",3.4.1,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",1,SH_DTH_RNCOM,"Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)",2019.Q1.G.01,BOTHSEX,Both sexes,DIA,Diabetes,G,Global,NUMBER,Number,,,,,,E,E,E,E,E,"Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018",,,,,,77,99,127,132,134,2016.0,134
CPV,-23.63544151,15.07791834,132,Cabo Verde,3,Ensure healthy lives and promote well-being for all at all ages,3.4,"By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being",3.4.1,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",1,SH_DTH_RNCOM,"Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)",2019.Q1.G.01,BOTHSEX,Both sexes,RES,Chronic respiratory disease,G,Global,NUMBER,Number,,,,,,E,E,E,E,E,"Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018",,,,,,99,107,116,113,114,2016.0,114
CPV,-23.63544151,15.07791834,132,Cabo Verde,3,Ensure healthy lives and promote well-being for all at all ages,3.4,"By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being",3.4.1,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",1,SH_DTH_RNCOM,"Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)",2019.Q1.G.01,FEMALE,Female,CAN,Cancer,G,Global,NUMBER,Number,,,,,,E,E,E,E,E,"Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018",,,,,,122,135,147,167,170,2016.0,170
CPV,-23.63544151,15.07791834,132,Cabo Verde,3,Ensure healthy lives and promote well-being for all at all ages,3.4,"By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being",3.4.1,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",1,SH_DTH_RNCOM,"Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)",2019.Q1.G.01,FEMALE,Female,CAR,Cardiovascular disease,G,Global,NUMBER,Number,,,,,,E,E,E,E,E,"Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018",,,,,,458,487,558,574,583,2016.0,583
CPV,-23.63544151,15.07791834,132,Cabo Verde,3,Ensure healthy lives and promote well-being for all at all ages,3.4,"By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being",3.4.1,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",1,SH_DTH_RNCOM,"Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)",2019.Q1.G.01,FEMALE,Female,DIA,Diabetes,G,Global,NUMBER,Number,,,,,,E,E,E,E,E,"Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018",,,,,,53,67,90,93,94,2016.0,94
CPV,-23.63544151,15.07791834,132,Cabo Verde,3,Ensure healthy lives and promote well-being for all at all ages,3.4,"By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being",3.4.1,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",1,SH_DTH_RNCOM,"Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)",2019.Q1.G.01,FEMALE,Female,RES,Chronic respiratory disease,G,Global,NUMBER,Number,,,,,,E,E,E,E,E,"Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018",,,,,,50,53,60,59,60,2016.0,60
CPV,-23.63544151,15.07791834,132,Cabo Verde,3,Ensure healthy lives and promote well-being for all at all ages,3.4,"By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being",3.4.1,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",1,SH_DTH_RNCOM,"Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)",2019.Q1.G.01,MALE,Male,CAN,Cancer,G,Global,NUMBER,Number,,,,,,E,E,E,E,E,"Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018",,,,,,92,113,132,138,140,2016.0,140
CPV,-23.63544151,15.07791834,132,Cabo Verde,3,Ensure healthy lives and promote well-being for all at all ages,3.4,"By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being",3.4.1,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",1,SH_DTH_RNCOM,"Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)",2019.Q1.G.01,MALE,Male,CAR,Cardiovascular disease,G,Global,NUMBER,Number,,,,,,E,E,E,E,E,"Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018",,,,,,379,428,470,468,476,2016.0,476
CPV,-23.63544151,15.07791834,132,Cabo Verde,3,Ensure healthy lives and promote well-being for all at all ages,3.4,"By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being",3.4.1,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",1,SH_DTH_RNCOM,"Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)",2019.Q1.G.01,MALE,Male,DIA,Diabetes,G,Global,NUMBER,Number,,,,,,E,E,E,E,E,"Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018",,,,,,24,32,37,39,40,2016.0,40
CPV,-23.63544151,15.07791834,132,Cabo Verde,3,Ensure healthy lives and promote well-being for all at all ages,3.4,"By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being",3.4.1,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",1,SH_DTH_RNCOM,"Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)",2019.Q1.G.01,MALE,Male,RES,Chronic respiratory disease,G,Global,NUMBER,Number,,,,,,E,E,E,E,E,"Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018",,,,,,49,54,56,53,54,2016.0,54
,,,135,Caucasus and Central Asia,3,Ensure healthy lives and promote well-being for all at all ages,3.4,"By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being",3.4.1,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",1,SH_DTH_RNCOM,"Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)",2019.Q1.G.01,BOTHSEX,Both sexes,CAN,Cancer,G,Global,NUMBER,Number,,,,,,NA,NA,NA,NA,NA,"Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018",,,,,,68238,72075,73509,76484,77979,2016.0,77979
,,,135,Caucasus and Central Asia,3,Ensure healthy lives and promote well-being for all at all ages,3.4,"By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being",3.4.1,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",1,SH_DTH_RNCOM,"Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)",2019.Q1.G.01,BOTHSEX,Both sexes,CAR,Cardiovascular disease,G,Global,NUMBER,Number,,,,,,NA,NA,NA,NA,NA,"Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018",,,,,,262705,290028,294739,304487,310654,2016.0,310654
,,,135,Caucasus and Central Asia,3,Ensure healthy lives and promote well-being for all at all ages,3.4,"By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being",3.4.1,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",1,SH_DTH_RNCOM,"Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)",2019.Q1.G.01,BOTHSEX,Both sexes,DIA,Diabetes,G,Global,NUMBER,Number,,,,,,NA,NA,NA,NA,NA,"Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018",,,,,,7948,9706,10617,12463,12871,2016.0,12871
