"GeoArea_Code","GeoArea_Desc","ISO3CD","X","Y","GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","Units_Code","Units_Desc","Value_2005","Value_2006","Value_2007","Value_2008","Value_2009","Value_2010","Value_2011","Value_2012","Value_2013","Value_2014","Value_2015","Value_2016","Value_2017","Latest_Year","Latest_Value","Nature_Desc","Source","Footnotes"
"204","Benin","BEN","2.339933594","9.65401646","11","Make cities and human settlements inclusive, safe, resilient and sustainable","11.5","By 2030, significantly reduce the number of deaths and the number of people affected and substantially decrease the direct economic losses relative to global gross domestic product caused by disasters, including water-related disasters, with a focus on protecting the poor and people in vulnerable situations","11.5.1","Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population","1","VC_DSR_AFFCT","Number of people affected by disaster (number)","2019.Q1.G.01","NUMBER","Number","","","","","","","","","","","","","","","","","",""
"208","Denmark","DNK","9.326571283","56.03829721","11","Make cities and human settlements inclusive, safe, resilient and sustainable","11.5","By 2030, significantly reduce the number of deaths and the number of people affected and substantially decrease the direct economic losses relative to global gross domestic product caused by disasters, including water-related disasters, with a focus on protecting the poor and people in vulnerable situations","11.5.1","Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population","1","VC_DSR_AFFCT","Number of people affected by disaster (number)","2019.Q1.G.01","NUMBER","Number","","","","","","","","","","","","","0",2017.0,"0","Country data","UNISDR (2018). Sendai Framework Monitor : United Nations Office for Disaster Risk Reduction","Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”"
"212","Dominica","DMA","-61.3493756","15.43391378","11","Make cities and human settlements inclusive, safe, resilient and sustainable","11.5","By 2030, significantly reduce the number of deaths and the number of people affected and substantially decrease the direct economic losses relative to global gross domestic product caused by disasters, including water-related disasters, with a focus on protecting the poor and people in vulnerable situations","11.5.1","Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population","1","VC_DSR_AFFCT","Number of people affected by disaster (number)","2019.Q1.G.01","NUMBER","Number","","","6281","","0","662","553","5","4575","1","","","",2014.0,"1","Country data","UNISDR (2018). Sendai Framework Monitor : United Nations Office for Disaster Risk Reduction","Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”"
"214","Dominican Republic","DOM","-70.49847576","18.89832088","11","Make cities and human settlements inclusive, safe, resilient and sustainable","11.5","By 2030, significantly reduce the number of deaths and the number of people affected and substantially decrease the direct economic losses relative to global gross domestic product caused by disasters, including water-related disasters, with a focus on protecting the poor and people in vulnerable situations","11.5.1","Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population","1","VC_DSR_AFFCT","Number of people affected by disaster (number)","2019.Q1.G.01","NUMBER","Number","","","","","","","","","","","","","","","","","",""
"218","Ecuador","ECU","-78.37005241","-1.447785891","11","Make cities and human settlements inclusive, safe, resilient and sustainable","11.5","By 2030, significantly reduce the number of deaths and the number of people affected and substantially decrease the direct economic losses relative to global gross domestic product caused by disasters, including water-related disasters, with a focus on protecting the poor and people in vulnerable situations","11.5.1","Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population","1","VC_DSR_AFFCT","Number of people affected by disaster (number)","2019.Q1.G.01","NUMBER","Number","12972","22356","12503","112604","13675","3384","40223","165202","48207","36724","50665","177985","125211",2017.0,"125211","Country data","UNISDR (2018). Sendai Framework Monitor : United Nations Office for Disaster Risk Reduction","Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”"
"222","El Salvador","SLV","-88.86862995","13.73603564","11","Make cities and human settlements inclusive, safe, resilient and sustainable","11.5","By 2030, significantly reduce the number of deaths and the number of people affected and substantially decrease the direct economic losses relative to global gross domestic product caused by disasters, including water-related disasters, with a focus on protecting the poor and people in vulnerable situations","11.5.1","Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population","1","VC_DSR_AFFCT","Number of people affected by disaster (number)","2019.Q1.G.01","NUMBER","Number","47792","27762","27260","79507","10409","55187","119341","3018","1586","2789","522","","",2015.0,"522","Country data","UNISDR (2018). Sendai Framework Monitor : United Nations Office for Disaster Risk Reduction","Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”"
"226","Equatorial Guinea","GNQ","10.46535826","1.565792376","11","Make cities and human settlements inclusive, safe, resilient and sustainable","11.5","By 2030, significantly reduce the number of deaths and the number of people affected and substantially decrease the direct economic losses relative to global gross domestic product caused by disasters, including water-related disasters, with a focus on protecting the poor and people in vulnerable situations","11.5.1","Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population","1","VC_DSR_AFFCT","Number of people affected by disaster (number)","2019.Q1.G.01","NUMBER","Number","","","","","","24","","137","16","24","0","831","270",2017.0,"270","Country data","UNISDR (2018). Sendai Framework Monitor : United Nations Office for Disaster Risk Reduction","Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”"
"231","Ethiopia","ETH","39.63505296","8.631223181","11","Make cities and human settlements inclusive, safe, resilient and sustainable","11.5","By 2030, significantly reduce the number of deaths and the number of people affected and substantially decrease the direct economic losses relative to global gross domestic product caused by disasters, including water-related disasters, with a focus on protecting the poor and people in vulnerable situations","11.5.1","Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population","1","VC_DSR_AFFCT","Number of people affected by disaster (number)","2019.Q1.G.01","NUMBER","Number","1905","467","98","24","0","680","0","0","0","","","","",2013.0,"0","Country data","UNISDR (2018). Sendai Framework Monitor : United Nations Office for Disaster Risk Reduction","Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”"
"232","Eritrea","ERI","38.11074289","16.12894644","11","Make cities and human settlements inclusive, safe, resilient and sustainable","11.5","By 2030, significantly reduce the number of deaths and the number of people affected and substantially decrease the direct economic losses relative to global gross domestic product caused by disasters, including water-related disasters, with a focus on protecting the poor and people in vulnerable situations","11.5.1","Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population","1","VC_DSR_AFFCT","Number of people affected by disaster (number)","2019.Q1.G.01","NUMBER","Number","","","","","","","","","","","","","","","","","",""
"233","Estonia","EST","25.84093481","58.68487172","11","Make cities and human settlements inclusive, safe, resilient and sustainable","11.5","By 2030, significantly reduce the number of deaths and the number of people affected and substantially decrease the direct economic losses relative to global gross domestic product caused by disasters, including water-related disasters, with a focus on protecting the poor and people in vulnerable situations","11.5.1","Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population","1","VC_DSR_AFFCT","Number of people affected by disaster (number)","2019.Q1.G.01","NUMBER","Number","","","","","","","","","","","","","","","","","",""
"234","Faroe Islands","FRO","-7.122044325","62.21228119","11","Make cities and human settlements inclusive, safe, resilient and sustainable","11.5","By 2030, significantly reduce the number of deaths and the number of people affected and substantially decrease the direct economic losses relative to global gross domestic product caused by disasters, including water-related disasters, with a focus on protecting the poor and people in vulnerable situations","11.5.1","Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population","1","VC_DSR_AFFCT","Number of people affected by disaster (number)","2019.Q1.G.01","NUMBER","Number","","","","","","","","","","","","","","","","","",""
"238","Falkland Islands (Malvinas)","FLK","-58.75246778","-51.74562601","11","Make cities and human settlements inclusive, safe, resilient and sustainable","11.5","By 2030, significantly reduce the number of deaths and the number of people affected and substantially decrease the direct economic losses relative to global gross domestic product caused by disasters, including water-related disasters, with a focus on protecting the poor and people in vulnerable situations","11.5.1","Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population","1","VC_DSR_AFFCT","Number of people affected by disaster (number)","2019.Q1.G.01","NUMBER","Number","","","","","","","","","","","","","","","","","",""
"239","South Georgia and the South Sandwich Islands","SGS","-36.90662765","-54.20736749","11","Make cities and human settlements inclusive, safe, resilient and sustainable","11.5","By 2030, significantly reduce the number of deaths and the number of people affected and substantially decrease the direct economic losses relative to global gross domestic product caused by disasters, including water-related disasters, with a focus on protecting the poor and people in vulnerable situations","11.5.1","Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population","1","VC_DSR_AFFCT","Number of people affected by disaster (number)","2019.Q1.G.01","NUMBER","Number","","","","","","","","","","","","","","","","","",""
"242","Fiji","FJI","177.9660884","-17.83301566","11","Make cities and human settlements inclusive, safe, resilient and sustainable","11.5","By 2030, significantly reduce the number of deaths and the number of people affected and substantially decrease the direct economic losses relative to global gross domestic product caused by disasters, including water-related disasters, with a focus on protecting the poor and people in vulnerable situations","11.5.1","Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population","1","VC_DSR_AFFCT","Number of people affected by disaster (number)","2019.Q1.G.01","NUMBER","Number","0","120","0","1600","24328","9216","496","48135","0","0","","","",2014.0,"0","Country data","UNISDR (2018). Sendai Framework Monitor : United Nations Office for Disaster Risk Reduction","Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”"
"246","Finland","FIN","23.308447","61.91586738","11","Make cities and human settlements inclusive, safe, resilient and sustainable","11.5","By 2030, significantly reduce the number of deaths and the number of people affected and substantially decrease the direct economic losses relative to global gross domestic product caused by disasters, including water-related disasters, with a focus on protecting the poor and people in vulnerable situations","11.5.1","Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population","1","VC_DSR_AFFCT","Number of people affected by disaster (number)","2019.Q1.G.01","NUMBER","Number","","","","","","","","","","","","","","","","","",""
"248","Åland Islands","ALA","19.80945969","60.1544901","11","Make cities and human settlements inclusive, safe, resilient and sustainable","11.5","By 2030, significantly reduce the number of deaths and the number of people affected and substantially decrease the direct economic losses relative to global gross domestic product caused by disasters, including water-related disasters, with a focus on protecting the poor and people in vulnerable situations","11.5.1","Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population","1","VC_DSR_AFFCT","Number of people affected by disaster (number)","2019.Q1.G.01","NUMBER","Number","","","","","","","","","","","","","","","","","",""
"250","France","FRA","2.457288129","46.62660861","11","Make cities and human settlements inclusive, safe, resilient and sustainable","11.5","By 2030, significantly reduce the number of deaths and the number of people affected and substantially decrease the direct economic losses relative to global gross domestic product caused by disasters, including water-related disasters, with a focus on protecting the poor and people in vulnerable situations","11.5.1","Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population","1","VC_DSR_AFFCT","Number of people affected by disaster (number)","2019.Q1.G.01","NUMBER","Number","","","","","","","","","","","","","","","","","",""
"254","French Guiana","GUF","-53.23619089","3.922673437","11","Make cities and human settlements inclusive, safe, resilient and sustainable","11.5","By 2030, significantly reduce the number of deaths and the number of people affected and substantially decrease the direct economic losses relative to global gross domestic product caused by disasters, including water-related disasters, with a focus on protecting the poor and people in vulnerable situations","11.5.1","Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population","1","VC_DSR_AFFCT","Number of people affected by disaster (number)","2019.Q1.G.01","NUMBER","Number","","","","","","","","","","","","","","","","","",""
"258","French Polynesia","PYF","-149.4052367","-17.67709294","11","Make cities and human settlements inclusive, safe, resilient and sustainable","11.5","By 2030, significantly reduce the number of deaths and the number of people affected and substantially decrease the direct economic losses relative to global gross domestic product caused by disasters, including water-related disasters, with a focus on protecting the poor and people in vulnerable situations","11.5.1","Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population","1","VC_DSR_AFFCT","Number of people affected by disaster (number)","2019.Q1.G.01","NUMBER","Number","","","0","","","","","","","","","","",2007.0,"0","Country data","UNISDR (2018). Sendai Framework Monitor : United Nations Office for Disaster Risk Reduction","Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”"
"260","French Southern Territories","ATF","69.64849091","-49.6068576","11","Make cities and human settlements inclusive, safe, resilient and sustainable","11.5","By 2030, significantly reduce the number of deaths and the number of people affected and substantially decrease the direct economic losses relative to global gross domestic product caused by disasters, including water-related disasters, with a focus on protecting the poor and people in vulnerable situations","11.5.1","Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population","1","VC_DSR_AFFCT","Number of people affected by disaster (number)","2019.Q1.G.01","NUMBER","Number","","","","","","","","","","","","","","","","","",""
"262","Djibouti","DJI","42.18274707","11.56004161","11","Make cities and human settlements inclusive, safe, resilient and sustainable","11.5","By 2030, significantly reduce the number of deaths and the number of people affected and substantially decrease the direct economic losses relative to global gross domestic product caused by disasters, including water-related disasters, with a focus on protecting the poor and people in vulnerable situations","11.5.1","Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population","1","VC_DSR_AFFCT","Number of people affected by disaster (number)","2019.Q1.G.01","NUMBER","Number","44","117","12","75","141","39","152","13","","","","","",2012.0,"13","Country data","UNISDR (2018). Sendai Framework Monitor : United Nations Office for Disaster Risk Reduction","Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”"
"266","Gabon","GAB","11.78727747","-0.60687619","11","Make cities and human settlements inclusive, safe, resilient and sustainable","11.5","By 2030, significantly reduce the number of deaths and the number of people affected and substantially decrease the direct economic losses relative to global gross domestic product caused by disasters, including water-related disasters, with a focus on protecting the poor and people in vulnerable situations","11.5.1","Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population","1","VC_DSR_AFFCT","Number of people affected by disaster (number)","2019.Q1.G.01","NUMBER","Number","","","","","","","","","","","","","","","","","",""
"268","Georgia","GEO","43.3713615","42.04813028","11","Make cities and human settlements inclusive, safe, resilient and sustainable","11.5","By 2030, significantly reduce the number of deaths and the number of people affected and substantially decrease the direct economic losses relative to global gross domestic product caused by disasters, including water-related disasters, with a focus on protecting the poor and people in vulnerable situations","11.5.1","Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population","1","VC_DSR_AFFCT","Number of people affected by disaster (number)","2019.Q1.G.01","NUMBER","Number","","","","","","","","","","","","","","","","","",""
"270","Gambia","GMB","-15.39944785","13.45295927","11","Make cities and human settlements inclusive, safe, resilient and sustainable","11.5","By 2030, significantly reduce the number of deaths and the number of people affected and substantially decrease the direct economic losses relative to global gross domestic product caused by disasters, including water-related disasters, with a focus on protecting the poor and people in vulnerable situations","11.5.1","Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population","1","VC_DSR_AFFCT","Number of people affected by disaster (number)","2019.Q1.G.01","NUMBER","Number","","","","","","","","","","","","","0",2017.0,"0","Country data","UNISDR (2018). Sendai Framework Monitor : United Nations Office for Disaster Risk Reduction","Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”"
"275","State of Palestine","PSE","35.25694122","31.94347933","11","Make cities and human settlements inclusive, safe, resilient and sustainable","11.5","By 2030, significantly reduce the number of deaths and the number of people affected and substantially decrease the direct economic losses relative to global gross domestic product caused by disasters, including water-related disasters, with a focus on protecting the poor and people in vulnerable situations","11.5.1","Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population","1","VC_DSR_AFFCT","Number of people affected by disaster (number)","2019.Q1.G.01","NUMBER","Number","10","10","0","10","2088","893","0","499","4101","","","","",2013.0,"4101","Country data","UNISDR (2018). Sendai Framework Monitor : United Nations Office for Disaster Risk Reduction","Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”"
"276","Germany","DEU","10.3806066","51.08862743","11","Make cities and human settlements inclusive, safe, resilient and sustainable","11.5","By 2030, significantly reduce the number of deaths and the number of people affected and substantially decrease the direct economic losses relative to global gross domestic product caused by disasters, including water-related disasters, with a focus on protecting the poor and people in vulnerable situations","11.5.1","Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population","1","VC_DSR_AFFCT","Number of people affected by disaster (number)","2019.Q1.G.01","NUMBER","Number","","","","","","","","","","","","","0",2017.0,"0","Country data","UNISDR (2018). Sendai Framework Monitor : United Nations Office for Disaster Risk Reduction","Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”"
"288","Ghana","GHA","-1.205623522","7.964825185","11","Make cities and human settlements inclusive, safe, resilient and sustainable","11.5","By 2030, significantly reduce the number of deaths and the number of people affected and substantially decrease the direct economic losses relative to global gross domestic product caused by disasters, including water-related disasters, with a focus on protecting the poor and people in vulnerable situations","11.5.1","Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population","1","VC_DSR_AFFCT","Number of people affected by disaster (number)","2019.Q1.G.01","NUMBER","Number","","","","","","","","","","","","","","","","","",""
"292","Gibraltar","GIB","-5.347561686","36.13895036","11","Make cities and human settlements inclusive, safe, resilient and sustainable","11.5","By 2030, significantly reduce the number of deaths and the number of people affected and substantially decrease the direct economic losses relative to global gross domestic product caused by disasters, including water-related disasters, with a focus on protecting the poor and people in vulnerable situations","11.5.1","Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population","1","VC_DSR_AFFCT","Number of people affected by disaster (number)","2019.Q1.G.01","NUMBER","Number","","","","","","","","","","","","","","","","","",""
"296","Kiribati","KIR","-157.5643005","1.768837732","11","Make cities and human settlements inclusive, safe, resilient and sustainable","11.5","By 2030, significantly reduce the number of deaths and the number of people affected and substantially decrease the direct economic losses relative to global gross domestic product caused by disasters, including water-related disasters, with a focus on protecting the poor and people in vulnerable situations","11.5.1","Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population","1","VC_DSR_AFFCT","Number of people affected by disaster (number)","2019.Q1.G.01","NUMBER","Number","","","","0","","","","","","352","","","",2014.0,"352","Country data","UNISDR (2018). Sendai Framework Monitor : United Nations Office for Disaster Risk Reduction","Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”"
"300","Greece","GRC","22.58307827","39.47301873","11","Make cities and human settlements inclusive, safe, resilient and sustainable","11.5","By 2030, significantly reduce the number of deaths and the number of people affected and substantially decrease the direct economic losses relative to global gross domestic product caused by disasters, including water-related disasters, with a focus on protecting the poor and people in vulnerable situations","11.5.1","Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population","1","VC_DSR_AFFCT","Number of people affected by disaster (number)","2019.Q1.G.01","NUMBER","Number","","","","","","","","","","","","","","","","","",""
"304","Greenland","GRL","-41.39371316","74.75625681","11","Make cities and human settlements inclusive, safe, resilient and sustainable","11.5","By 2030, significantly reduce the number of deaths and the number of people affected and substantially decrease the direct economic losses relative to global gross domestic product caused by disasters, including water-related disasters, with a focus on protecting the poor and people in vulnerable situations","11.5.1","Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population","1","VC_DSR_AFFCT","Number of people affected by disaster (number)","2019.Q1.G.01","NUMBER","Number","","","","","","","","","","","","","","","","","",""
"308","Grenada","GRD","-61.68248568","12.11238395","11","Make cities and human settlements inclusive, safe, resilient and sustainable","11.5","By 2030, significantly reduce the number of deaths and the number of people affected and substantially decrease the direct economic losses relative to global gross domestic product caused by disasters, including water-related disasters, with a focus on protecting the poor and people in vulnerable situations","11.5.1","Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population","1","VC_DSR_AFFCT","Number of people affected by disaster (number)","2019.Q1.G.01","NUMBER","Number","46248","","0","0","1","0","145","0","","0","","","",2014.0,"0","Country data","UNISDR (2018). Sendai Framework Monitor : United Nations Office for Disaster Risk Reduction","Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”"
"312","Guadeloupe","GLP","-61.64762115","16.14416917","11","Make cities and human settlements inclusive, safe, resilient and sustainable","11.5","By 2030, significantly reduce the number of deaths and the number of people affected and substantially decrease the direct economic losses relative to global gross domestic product caused by disasters, including water-related disasters, with a focus on protecting the poor and people in vulnerable situations","11.5.1","Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population","1","VC_DSR_AFFCT","Number of people affected by disaster (number)","2019.Q1.G.01","NUMBER","Number","","","","","","","","","","","","","","","","","",""
"316","Guam","GUM","144.7029305","13.35485404","11","Make cities and human settlements inclusive, safe, resilient and sustainable","11.5","By 2030, significantly reduce the number of deaths and the number of people affected and substantially decrease the direct economic losses relative to global gross domestic product caused by disasters, including water-related disasters, with a focus on protecting the poor and people in vulnerable situations","11.5.1","Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population","1","VC_DSR_AFFCT","Number of people affected by disaster (number)","2019.Q1.G.01","NUMBER","Number","","","","","","","","","","","0","","",2015.0,"0","Country data","UNISDR (2018). Sendai Framework Monitor : United Nations Office for Disaster Risk Reduction","Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”"
"320","Guatemala","GTM","-91.2312746","15.00273719","11","Make cities and human settlements inclusive, safe, resilient and sustainable","11.5","By 2030, significantly reduce the number of deaths and the number of people affected and substantially decrease the direct economic losses relative to global gross domestic product caused by disasters, including water-related disasters, with a focus on protecting the poor and people in vulnerable situations","11.5.1","Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population","1","VC_DSR_AFFCT","Number of people affected by disaster (number)","2019.Q1.G.01","NUMBER","Number","265118","8293","26168","78708","17458","375039","45925","158601","43787","","","","530",2017.0,"530","Country data","UNISDR (2018). Sendai Framework Monitor : United Nations Office for Disaster Risk Reduction","Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”"
"324","Guinea","GIN","-11.28173419","11.00210343","11","Make cities and human settlements inclusive, safe, resilient and sustainable","11.5","By 2030, significantly reduce the number of deaths and the number of people affected and substantially decrease the direct economic losses relative to global gross domestic product caused by disasters, including water-related disasters, with a focus on protecting the poor and people in vulnerable situations","11.5.1","Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population","1","VC_DSR_AFFCT","Number of people affected by disaster (number)","2019.Q1.G.01","NUMBER","Number","","","","","","","","","","0","0","","",2015.0,"0","Country data","UNISDR (2018). Sendai Framework Monitor : United Nations Office for Disaster Risk Reduction","Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”"
"328","Guyana","GUY","-58.97322037","4.788012784","11","Make cities and human settlements inclusive, safe, resilient and sustainable","11.5","By 2030, significantly reduce the number of deaths and the number of people affected and substantially decrease the direct economic losses relative to global gross domestic product caused by disasters, including water-related disasters, with a focus on protecting the poor and people in vulnerable situations","11.5.1","Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population","1","VC_DSR_AFFCT","Number of people affected by disaster (number)","2019.Q1.G.01","NUMBER","Number","557993","60546","103","126","107","174","205","72","963","","","","",2013.0,"963","Country data","UNISDR (2018). Sendai Framework Monitor : United Nations Office for Disaster Risk Reduction","Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”"
"332","Haiti","HTI","-72.33640958","18.40426539","11","Make cities and human settlements inclusive, safe, resilient and sustainable","11.5","By 2030, significantly reduce the number of deaths and the number of people affected and substantially decrease the direct economic losses relative to global gross domestic product caused by disasters, including water-related disasters, with a focus on protecting the poor and people in vulnerable situations","11.5.1","Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population","1","VC_DSR_AFFCT","Number of people affected by disaster (number)","2019.Q1.G.01","NUMBER","Number","","","","","","","","","","","","","","","","","",""
"334","Heard Island and McDonald Islands","HMD","73.52633626","-53.09106147","11","Make cities and human settlements inclusive, safe, resilient and sustainable","11.5","By 2030, significantly reduce the number of deaths and the number of people affected and substantially decrease the direct economic losses relative to global gross domestic product caused by disasters, including water-related disasters, with a focus on protecting the poor and people in vulnerable situations","11.5.1","Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population","1","VC_DSR_AFFCT","Number of people affected by disaster (number)","2019.Q1.G.01","NUMBER","Number","","","","","","","","","","","","","","","","","",""
"336","Holy See","VAT","12.45315803","41.90343751","11","Make cities and human settlements inclusive, safe, resilient and sustainable","11.5","By 2030, significantly reduce the number of deaths and the number of people affected and substantially decrease the direct economic losses relative to global gross domestic product caused by disasters, including water-related disasters, with a focus on protecting the poor and people in vulnerable situations","11.5.1","Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population","1","VC_DSR_AFFCT","Number of people affected by disaster (number)","2019.Q1.G.01","NUMBER","Number","","","","","","","","","","","","","","","","","",""
"340","Honduras","HND","-86.59974381","14.82243161","11","Make cities and human settlements inclusive, safe, resilient and sustainable","11.5","By 2030, significantly reduce the number of deaths and the number of people affected and substantially decrease the direct economic losses relative to global gross domestic product caused by disasters, including water-related disasters, with a focus on protecting the poor and people in vulnerable situations","11.5.1","Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population","1","VC_DSR_AFFCT","Number of people affected by disaster (number)","2019.Q1.G.01","NUMBER","Number","51355","9094","8452","166368","90324","166658","86597","61034","40474","","","","",2013.0,"40474","Country data","UNISDR (2018). Sendai Framework Monitor : United Nations Office for Disaster Risk Reduction","Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”"
"344","China, Hong Kong Special Administrative Region","HKG","114.0266445","22.41749934","11","Make cities and human settlements inclusive, safe, resilient and sustainable","11.5","By 2030, significantly reduce the number of deaths and the number of people affected and substantially decrease the direct economic losses relative to global gross domestic product caused by disasters, including water-related disasters, with a focus on protecting the poor and people in vulnerable situations","11.5.1","Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population","1","VC_DSR_AFFCT","Number of people affected by disaster (number)","2019.Q1.G.01","NUMBER","Number","","","","","","","","","","","","","","","","","",""
