"GeoArea_Code","GeoArea_Desc","ISO3CD","X","Y","GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","Units_Code","Units_Desc","Age_Code","Age_Desc","ReportingType_Code","ReportingType_Desc","Sex_Code","Sex_Desc","Value_2014","Value_2015","Value_2016","Latest_Year","Latest_Value","Nature_Desc","Source","Footnotes"
"68","Bolivia (Plurinational State of)","BOL","-64.66224284","-16.71273412","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.2","End abuse, exploitation, trafficking and all forms of violence against and torture of children","16.2.2","Number of victims of human trafficking per 100,000 population, by sex, age and form of exploitation","1","VC_VAW_DIST","Age and sex distribution of detected victims of trafficking in persons (%)","2019.Q1.G.01","PERCENT","Percentage","<15Y","under 15 years old","G","Global","FEMALE","Female","","","55.48",2016.0,"55.48","Country data","GLOTIP Database","Data in reference to one country but derived from different types of sources should not be compared between them.
"
"68","Bolivia (Plurinational State of)","BOL","-64.66224284","-16.71273412","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.2","End abuse, exploitation, trafficking and all forms of violence against and torture of children","16.2.2","Number of victims of human trafficking per 100,000 population, by sex, age and form of exploitation","1","VC_VAW_DIST","Age and sex distribution of detected victims of trafficking in persons (%)","2019.Q1.G.01","PERCENT","Percentage","<15Y","under 15 years old","G","Global","MALE","Male","","","9.30",2016.0,"9.30","Country data","GLOTIP Database","Data in reference to one country but derived from different types of sources should not be compared between them.
"
"68","Bolivia (Plurinational State of)","BOL","-64.66224284","-16.71273412","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.2","End abuse, exploitation, trafficking and all forms of violence against and torture of children","16.2.2","Number of victims of human trafficking per 100,000 population, by sex, age and form of exploitation","1","VC_VAW_DIST","Age and sex distribution of detected victims of trafficking in persons (%)","2019.Q1.G.01","PERCENT","Percentage","15+","15 years old and over","G","Global","FEMALE","Female","","","22.59",2016.0,"22.59","Country data","GLOTIP Database","Data in reference to one country but derived from different types of sources should not be compared between them; Age group refers to adult females.
"
"68","Bolivia (Plurinational State of)","BOL","-64.66224284","-16.71273412","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.2","End abuse, exploitation, trafficking and all forms of violence against and torture of children","16.2.2","Number of victims of human trafficking per 100,000 population, by sex, age and form of exploitation","1","VC_VAW_DIST","Age and sex distribution of detected victims of trafficking in persons (%)","2019.Q1.G.01","PERCENT","Percentage","15+","15 years old and over","G","Global","MALE","Male","","","12.62",2016.0,"12.62","Country data","GLOTIP Database","Data in reference to one country but derived from different types of sources should not be compared between them; Age group refers to adult males.
"
"70","Bosnia and Herzegovina","BIH","17.78584332","44.16845548","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.2","End abuse, exploitation, trafficking and all forms of violence against and torture of children","16.2.2","Number of victims of human trafficking per 100,000 population, by sex, age and form of exploitation","1","VC_VAW_DIST","Age and sex distribution of detected victims of trafficking in persons (%)","2019.Q1.G.01","PERCENT","Percentage","<15Y","under 15 years old","G","Global","MALE","Male","","","6.25",2016.0,"6.25","Country data","GLOTIP Database","Data in reference to one country but derived from different types of sources should not be compared between them.
"
"70","Bosnia and Herzegovina","BIH","17.78584332","44.16845548","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.2","End abuse, exploitation, trafficking and all forms of violence against and torture of children","16.2.2","Number of victims of human trafficking per 100,000 population, by sex, age and form of exploitation","1","VC_VAW_DIST","Age and sex distribution of detected victims of trafficking in persons (%)","2019.Q1.G.01","PERCENT","Percentage","<15Y","under 15 years old","G","Global","FEMALE","Female","","","39.58",2016.0,"39.58","Country data","GLOTIP Database","Data in reference to one country but derived from different types of sources should not be compared between them.
"
"70","Bosnia and Herzegovina","BIH","17.78584332","44.16845548","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.2","End abuse, exploitation, trafficking and all forms of violence against and torture of children","16.2.2","Number of victims of human trafficking per 100,000 population, by sex, age and form of exploitation","1","VC_VAW_DIST","Age and sex distribution of detected victims of trafficking in persons (%)","2019.Q1.G.01","PERCENT","Percentage","15+","15 years old and over","G","Global","MALE","Male","","","0.00",2016.0,"0.00","Country data","GLOTIP Database","Data in reference to one country but derived from different types of sources should not be compared between them; Age group refers to adult males.
"
"70","Bosnia and Herzegovina","BIH","17.78584332","44.16845548","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.2","End abuse, exploitation, trafficking and all forms of violence against and torture of children","16.2.2","Number of victims of human trafficking per 100,000 population, by sex, age and form of exploitation","1","VC_VAW_DIST","Age and sex distribution of detected victims of trafficking in persons (%)","2019.Q1.G.01","PERCENT","Percentage","15+","15 years old and over","G","Global","FEMALE","Female","","","41.67",2016.0,"41.67","Country data","GLOTIP Database","Data in reference to one country but derived from different types of sources should not be compared between them; Age group refers to adult females.
"
"72","Botswana","BWA","23.81380223","-22.18810073","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.2","End abuse, exploitation, trafficking and all forms of violence against and torture of children","16.2.2","Number of victims of human trafficking per 100,000 population, by sex, age and form of exploitation","1","VC_VAW_DIST","Age and sex distribution of detected victims of trafficking in persons (%)","2019.Q1.G.01","PERCENT","Percentage","15+","15 years old and over","G","Global","MALE","Male","","","","","","","",""
"72","Botswana","BWA","23.81380223","-22.18810073","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.2","End abuse, exploitation, trafficking and all forms of violence against and torture of children","16.2.2","Number of victims of human trafficking per 100,000 population, by sex, age and form of exploitation","1","VC_VAW_DIST","Age and sex distribution of detected victims of trafficking in persons (%)","2019.Q1.G.01","PERCENT","Percentage","<15Y","under 15 years old","G","Global","FEMALE","Female","","","","","","","",""
"72","Botswana","BWA","23.81380223","-22.18810073","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.2","End abuse, exploitation, trafficking and all forms of violence against and torture of children","16.2.2","Number of victims of human trafficking per 100,000 population, by sex, age and form of exploitation","1","VC_VAW_DIST","Age and sex distribution of detected victims of trafficking in persons (%)","2019.Q1.G.01","PERCENT","Percentage","<15Y","under 15 years old","G","Global","MALE","Male","","","","","","","",""
"72","Botswana","BWA","23.81380223","-22.18810073","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.2","End abuse, exploitation, trafficking and all forms of violence against and torture of children","16.2.2","Number of victims of human trafficking per 100,000 population, by sex, age and form of exploitation","1","VC_VAW_DIST","Age and sex distribution of detected victims of trafficking in persons (%)","2019.Q1.G.01","PERCENT","Percentage","15+","15 years old and over","G","Global","FEMALE","Female","","","","","","","",""
"74","Bouvet Island","BVT","3.410732868","-54.43295905","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.2","End abuse, exploitation, trafficking and all forms of violence against and torture of children","16.2.2","Number of victims of human trafficking per 100,000 population, by sex, age and form of exploitation","1","VC_VAW_DIST","Age and sex distribution of detected victims of trafficking in persons (%)","2019.Q1.G.01","PERCENT","Percentage","15+","15 years old and over","G","Global","FEMALE","Female","","","","","","","",""
"74","Bouvet Island","BVT","3.410732868","-54.43295905","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.2","End abuse, exploitation, trafficking and all forms of violence against and torture of children","16.2.2","Number of victims of human trafficking per 100,000 population, by sex, age and form of exploitation","1","VC_VAW_DIST","Age and sex distribution of detected victims of trafficking in persons (%)","2019.Q1.G.01","PERCENT","Percentage","15+","15 years old and over","G","Global","MALE","Male","","","","","","","",""
"74","Bouvet Island","BVT","3.410732868","-54.43295905","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.2","End abuse, exploitation, trafficking and all forms of violence against and torture of children","16.2.2","Number of victims of human trafficking per 100,000 population, by sex, age and form of exploitation","1","VC_VAW_DIST","Age and sex distribution of detected victims of trafficking in persons (%)","2019.Q1.G.01","PERCENT","Percentage","<15Y","under 15 years old","G","Global","FEMALE","Female","","","","","","","",""
"74","Bouvet Island","BVT","3.410732868","-54.43295905","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.2","End abuse, exploitation, trafficking and all forms of violence against and torture of children","16.2.2","Number of victims of human trafficking per 100,000 population, by sex, age and form of exploitation","1","VC_VAW_DIST","Age and sex distribution of detected victims of trafficking in persons (%)","2019.Q1.G.01","PERCENT","Percentage","<15Y","under 15 years old","G","Global","MALE","Male","","","","","","","",""
"76","Brazil","BRA","-53.08432878","-10.77668561","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.2","End abuse, exploitation, trafficking and all forms of violence against and torture of children","16.2.2","Number of victims of human trafficking per 100,000 population, by sex, age and form of exploitation","1","VC_VAW_DIST","Age and sex distribution of detected victims of trafficking in persons (%)","2019.Q1.G.01","PERCENT","Percentage","15+","15 years old and over","G","Global","FEMALE","Female","","","","","","","",""
"76","Brazil","BRA","-53.08432878","-10.77668561","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.2","End abuse, exploitation, trafficking and all forms of violence against and torture of children","16.2.2","Number of victims of human trafficking per 100,000 population, by sex, age and form of exploitation","1","VC_VAW_DIST","Age and sex distribution of detected victims of trafficking in persons (%)","2019.Q1.G.01","PERCENT","Percentage","15+","15 years old and over","G","Global","MALE","Male","","","","","","","",""
"76","Brazil","BRA","-53.08432878","-10.77668561","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.2","End abuse, exploitation, trafficking and all forms of violence against and torture of children","16.2.2","Number of victims of human trafficking per 100,000 population, by sex, age and form of exploitation","1","VC_VAW_DIST","Age and sex distribution of detected victims of trafficking in persons (%)","2019.Q1.G.01","PERCENT","Percentage","<15Y","under 15 years old","G","Global","MALE","Male","","","","","","","",""
"76","Brazil","BRA","-53.08432878","-10.77668561","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.2","End abuse, exploitation, trafficking and all forms of violence against and torture of children","16.2.2","Number of victims of human trafficking per 100,000 population, by sex, age and form of exploitation","1","VC_VAW_DIST","Age and sex distribution of detected victims of trafficking in persons (%)","2019.Q1.G.01","PERCENT","Percentage","<15Y","under 15 years old","G","Global","FEMALE","Female","","","","","","","",""
"84","Belize","BLZ","-88.70199554","17.19965901","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.2","End abuse, exploitation, trafficking and all forms of violence against and torture of children","16.2.2","Number of victims of human trafficking per 100,000 population, by sex, age and form of exploitation","1","VC_VAW_DIST","Age and sex distribution of detected victims of trafficking in persons (%)","2019.Q1.G.01","PERCENT","Percentage","15+","15 years old and over","G","Global","MALE","Male","","","","","","","",""
"84","Belize","BLZ","-88.70199554","17.19965901","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.2","End abuse, exploitation, trafficking and all forms of violence against and torture of children","16.2.2","Number of victims of human trafficking per 100,000 population, by sex, age and form of exploitation","1","VC_VAW_DIST","Age and sex distribution of detected victims of trafficking in persons (%)","2019.Q1.G.01","PERCENT","Percentage","15+","15 years old and over","G","Global","FEMALE","Female","","","","","","","",""
"84","Belize","BLZ","-88.70199554","17.19965901","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.2","End abuse, exploitation, trafficking and all forms of violence against and torture of children","16.2.2","Number of victims of human trafficking per 100,000 population, by sex, age and form of exploitation","1","VC_VAW_DIST","Age and sex distribution of detected victims of trafficking in persons (%)","2019.Q1.G.01","PERCENT","Percentage","<15Y","under 15 years old","G","Global","FEMALE","Female","","","","","","","",""
"84","Belize","BLZ","-88.70199554","17.19965901","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.2","End abuse, exploitation, trafficking and all forms of violence against and torture of children","16.2.2","Number of victims of human trafficking per 100,000 population, by sex, age and form of exploitation","1","VC_VAW_DIST","Age and sex distribution of detected victims of trafficking in persons (%)","2019.Q1.G.01","PERCENT","Percentage","<15Y","under 15 years old","G","Global","MALE","Male","","","","","","","",""
"86","British Indian Ocean Territory","IOT","72.38715553","-7.299281071","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.2","End abuse, exploitation, trafficking and all forms of violence against and torture of children","16.2.2","Number of victims of human trafficking per 100,000 population, by sex, age and form of exploitation","1","VC_VAW_DIST","Age and sex distribution of detected victims of trafficking in persons (%)","2019.Q1.G.01","PERCENT","Percentage","<15Y","under 15 years old","G","Global","FEMALE","Female","","","","","","","",""
"86","British Indian Ocean Territory","IOT","72.38715553","-7.299281071","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.2","End abuse, exploitation, trafficking and all forms of violence against and torture of children","16.2.2","Number of victims of human trafficking per 100,000 population, by sex, age and form of exploitation","1","VC_VAW_DIST","Age and sex distribution of detected victims of trafficking in persons (%)","2019.Q1.G.01","PERCENT","Percentage","15+","15 years old and over","G","Global","MALE","Male","","","","","","","",""
"86","British Indian Ocean Territory","IOT","72.38715553","-7.299281071","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.2","End abuse, exploitation, trafficking and all forms of violence against and torture of children","16.2.2","Number of victims of human trafficking per 100,000 population, by sex, age and form of exploitation","1","VC_VAW_DIST","Age and sex distribution of detected victims of trafficking in persons (%)","2019.Q1.G.01","PERCENT","Percentage","15+","15 years old and over","G","Global","FEMALE","Female","","","","","","","",""
"86","British Indian Ocean Territory","IOT","72.38715553","-7.299281071","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.2","End abuse, exploitation, trafficking and all forms of violence against and torture of children","16.2.2","Number of victims of human trafficking per 100,000 population, by sex, age and form of exploitation","1","VC_VAW_DIST","Age and sex distribution of detected victims of trafficking in persons (%)","2019.Q1.G.01","PERCENT","Percentage","<15Y","under 15 years old","G","Global","MALE","Male","","","","","","","",""
"90","Solomon Islands","SLB","160.1584117","-9.622391719","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.2","End abuse, exploitation, trafficking and all forms of violence against and torture of children","16.2.2","Number of victims of human trafficking per 100,000 population, by sex, age and form of exploitation","1","VC_VAW_DIST","Age and sex distribution of detected victims of trafficking in persons (%)","2019.Q1.G.01","PERCENT","Percentage","15+","15 years old and over","G","Global","MALE","Male","","","","","","","",""
"90","Solomon Islands","SLB","160.1584117","-9.622391719","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.2","End abuse, exploitation, trafficking and all forms of violence against and torture of children","16.2.2","Number of victims of human trafficking per 100,000 population, by sex, age and form of exploitation","1","VC_VAW_DIST","Age and sex distribution of detected victims of trafficking in persons (%)","2019.Q1.G.01","PERCENT","Percentage","<15Y","under 15 years old","G","Global","MALE","Male","","","","","","","",""
"90","Solomon Islands","SLB","160.1584117","-9.622391719","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.2","End abuse, exploitation, trafficking and all forms of violence against and torture of children","16.2.2","Number of victims of human trafficking per 100,000 population, by sex, age and form of exploitation","1","VC_VAW_DIST","Age and sex distribution of detected victims of trafficking in persons (%)","2019.Q1.G.01","PERCENT","Percentage","<15Y","under 15 years old","G","Global","FEMALE","Female","","","","","","","",""
"90","Solomon Islands","SLB","160.1584117","-9.622391719","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.2","End abuse, exploitation, trafficking and all forms of violence against and torture of children","16.2.2","Number of victims of human trafficking per 100,000 population, by sex, age and form of exploitation","1","VC_VAW_DIST","Age and sex distribution of detected victims of trafficking in persons (%)","2019.Q1.G.01","PERCENT","Percentage","15+","15 years old and over","G","Global","FEMALE","Female","","","","","","","",""
"92","British Virgin Islands","VGB","-64.63294223","18.42256578","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.2","End abuse, exploitation, trafficking and all forms of violence against and torture of children","16.2.2","Number of victims of human trafficking per 100,000 population, by sex, age and form of exploitation","1","VC_VAW_DIST","Age and sex distribution of detected victims of trafficking in persons (%)","2019.Q1.G.01","PERCENT","Percentage","<15Y","under 15 years old","G","Global","MALE","Male","","","","","","","",""
"92","British Virgin Islands","VGB","-64.63294223","18.42256578","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.2","End abuse, exploitation, trafficking and all forms of violence against and torture of children","16.2.2","Number of victims of human trafficking per 100,000 population, by sex, age and form of exploitation","1","VC_VAW_DIST","Age and sex distribution of detected victims of trafficking in persons (%)","2019.Q1.G.01","PERCENT","Percentage","<15Y","under 15 years old","G","Global","FEMALE","Female","","","","","","","",""
"92","British Virgin Islands","VGB","-64.63294223","18.42256578","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.2","End abuse, exploitation, trafficking and all forms of violence against and torture of children","16.2.2","Number of victims of human trafficking per 100,000 population, by sex, age and form of exploitation","1","VC_VAW_DIST","Age and sex distribution of detected victims of trafficking in persons (%)","2019.Q1.G.01","PERCENT","Percentage","15+","15 years old and over","G","Global","MALE","Male","","","","","","","",""
"92","British Virgin Islands","VGB","-64.63294223","18.42256578","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.2","End abuse, exploitation, trafficking and all forms of violence against and torture of children","16.2.2","Number of victims of human trafficking per 100,000 population, by sex, age and form of exploitation","1","VC_VAW_DIST","Age and sex distribution of detected victims of trafficking in persons (%)","2019.Q1.G.01","PERCENT","Percentage","15+","15 years old and over","G","Global","FEMALE","Female","","","","","","","",""
"96","Brunei Darussalam","BRN","114.6288563","4.49736984","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.2","End abuse, exploitation, trafficking and all forms of violence against and torture of children","16.2.2","Number of victims of human trafficking per 100,000 population, by sex, age and form of exploitation","1","VC_VAW_DIST","Age and sex distribution of detected victims of trafficking in persons (%)","2019.Q1.G.01","PERCENT","Percentage","<15Y","under 15 years old","G","Global","MALE","Male","","","","","","","",""
"96","Brunei Darussalam","BRN","114.6288563","4.49736984","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.2","End abuse, exploitation, trafficking and all forms of violence against and torture of children","16.2.2","Number of victims of human trafficking per 100,000 population, by sex, age and form of exploitation","1","VC_VAW_DIST","Age and sex distribution of detected victims of trafficking in persons (%)","2019.Q1.G.01","PERCENT","Percentage","<15Y","under 15 years old","G","Global","FEMALE","Female","","","","","","","",""
"96","Brunei Darussalam","BRN","114.6288563","4.49736984","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.2","End abuse, exploitation, trafficking and all forms of violence against and torture of children","16.2.2","Number of victims of human trafficking per 100,000 population, by sex, age and form of exploitation","1","VC_VAW_DIST","Age and sex distribution of detected victims of trafficking in persons (%)","2019.Q1.G.01","PERCENT","Percentage","15+","15 years old and over","G","Global","FEMALE","Female","","","","","","","",""
"96","Brunei Darussalam","BRN","114.6288563","4.49736984","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.2","End abuse, exploitation, trafficking and all forms of violence against and torture of children","16.2.2","Number of victims of human trafficking per 100,000 population, by sex, age and form of exploitation","1","VC_VAW_DIST","Age and sex distribution of detected victims of trafficking in persons (%)","2019.Q1.G.01","PERCENT","Percentage","15+","15 years old and over","G","Global","MALE","Male","","","","","","","",""
"100","Bulgaria","BGR","25.23763153","42.75731323","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.2","End abuse, exploitation, trafficking and all forms of violence against and torture of children","16.2.2","Number of victims of human trafficking per 100,000 population, by sex, age and form of exploitation","1","VC_VAW_DIST","Age and sex distribution of detected victims of trafficking in persons (%)","2019.Q1.G.01","PERCENT","Percentage","15+","15 years old and over","G","Global","FEMALE","Female","","","96.87",2016.0,"96.87","Country data","GLOTIP Database","Data in reference to one country but derived from different types of sources should not be compared between them; Age group refers to adult females.
"
"100","Bulgaria","BGR","25.23763153","42.75731323","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.2","End abuse, exploitation, trafficking and all forms of violence against and torture of children","16.2.2","Number of victims of human trafficking per 100,000 population, by sex, age and form of exploitation","1","VC_VAW_DIST","Age and sex distribution of detected victims of trafficking in persons (%)","2019.Q1.G.01","PERCENT","Percentage","15+","15 years old and over","G","Global","MALE","Male","","","7.61",2016.0,"7.61","Country data","GLOTIP Database","Data in reference to one country but derived from different types of sources should not be compared between them; Age group refers to adult males.
"
"100","Bulgaria","BGR","25.23763153","42.75731323","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.2","End abuse, exploitation, trafficking and all forms of violence against and torture of children","16.2.2","Number of victims of human trafficking per 100,000 population, by sex, age and form of exploitation","1","VC_VAW_DIST","Age and sex distribution of detected victims of trafficking in persons (%)","2019.Q1.G.01","PERCENT","Percentage","<15Y","under 15 years old","G","Global","FEMALE","Female","","","6.49",2016.0,"6.49","Country data","GLOTIP Database","Data in reference to one country but derived from different types of sources should not be compared between them.
"
"100","Bulgaria","BGR","25.23763153","42.75731323","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.2","End abuse, exploitation, trafficking and all forms of violence against and torture of children","16.2.2","Number of victims of human trafficking per 100,000 population, by sex, age and form of exploitation","1","VC_VAW_DIST","Age and sex distribution of detected victims of trafficking in persons (%)","2019.Q1.G.01","PERCENT","Percentage","<15Y","under 15 years old","G","Global","MALE","Male","","","2.68",2016.0,"2.68","Country data","GLOTIP Database","Data in reference to one country but derived from different types of sources should not be compared between them.
"
"104","Myanmar","MMR","96.51752295","21.19332882","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.2","End abuse, exploitation, trafficking and all forms of violence against and torture of children","16.2.2","Number of victims of human trafficking per 100,000 population, by sex, age and form of exploitation","1","VC_VAW_DIST","Age and sex distribution of detected victims of trafficking in persons (%)","2019.Q1.G.01","PERCENT","Percentage","<15Y","under 15 years old","G","Global","MALE","Male","","","4.89",2016.0,"4.89","Country data","GLOTIP Database","Data in reference to one country but derived from different types of sources should not be compared between them.
"
"104","Myanmar","MMR","96.51752295","21.19332882","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.2","End abuse, exploitation, trafficking and all forms of violence against and torture of children","16.2.2","Number of victims of human trafficking per 100,000 population, by sex, age and form of exploitation","1","VC_VAW_DIST","Age and sex distribution of detected victims of trafficking in persons (%)","2019.Q1.G.01","PERCENT","Percentage","<15Y","under 15 years old","G","Global","FEMALE","Female","","","8.79",2016.0,"8.79","Country data","GLOTIP Database","Data in reference to one country but derived from different types of sources should not be compared between them.
"
"104","Myanmar","MMR","96.51752295","21.19332882","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.2","End abuse, exploitation, trafficking and all forms of violence against and torture of children","16.2.2","Number of victims of human trafficking per 100,000 population, by sex, age and form of exploitation","1","VC_VAW_DIST","Age and sex distribution of detected victims of trafficking in persons (%)","2019.Q1.G.01","PERCENT","Percentage","15+","15 years old and over","G","Global","FEMALE","Female","","","25.73",2016.0,"25.73","Country data","GLOTIP Database","Data in reference to one country but derived from different types of sources should not be compared between them; Age group refers to adult females.
"
"104","Myanmar","MMR","96.51752295","21.19332882","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.2","End abuse, exploitation, trafficking and all forms of violence against and torture of children","16.2.2","Number of victims of human trafficking per 100,000 population, by sex, age and form of exploitation","1","VC_VAW_DIST","Age and sex distribution of detected victims of trafficking in persons (%)","2019.Q1.G.01","PERCENT","Percentage","15+","15 years old and over","G","Global","MALE","Male","","","60.59",2016.0,"60.59","Country data","GLOTIP Database","Data in reference to one country but derived from different types of sources should not be compared between them; Age group refers to adult males.
"
"108","Burundi","BDI","29.89080992","-3.366387428","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.2","End abuse, exploitation, trafficking and all forms of violence against and torture of children","16.2.2","Number of victims of human trafficking per 100,000 population, by sex, age and form of exploitation","1","VC_VAW_DIST","Age and sex distribution of detected victims of trafficking in persons (%)","2019.Q1.G.01","PERCENT","Percentage","<15Y","under 15 years old","G","Global","MALE","Male","","","","","","","",""
"108","Burundi","BDI","29.89080992","-3.366387428","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.2","End abuse, exploitation, trafficking and all forms of violence against and torture of children","16.2.2","Number of victims of human trafficking per 100,000 population, by sex, age and form of exploitation","1","VC_VAW_DIST","Age and sex distribution of detected victims of trafficking in persons (%)","2019.Q1.G.01","PERCENT","Percentage","15+","15 years old and over","G","Global","FEMALE","Female","","","","","","","",""
"108","Burundi","BDI","29.89080992","-3.366387428","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.2","End abuse, exploitation, trafficking and all forms of violence against and torture of children","16.2.2","Number of victims of human trafficking per 100,000 population, by sex, age and form of exploitation","1","VC_VAW_DIST","Age and sex distribution of detected victims of trafficking in persons (%)","2019.Q1.G.01","PERCENT","Percentage","15+","15 years old and over","G","Global","MALE","Male","","","","","","","",""
"108","Burundi","BDI","29.89080992","-3.366387428","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.2","End abuse, exploitation, trafficking and all forms of violence against and torture of children","16.2.2","Number of victims of human trafficking per 100,000 population, by sex, age and form of exploitation","1","VC_VAW_DIST","Age and sex distribution of detected victims of trafficking in persons (%)","2019.Q1.G.01","PERCENT","Percentage","<15Y","under 15 years old","G","Global","FEMALE","Female","","","","","","","",""
