"GeoArea_Code","GeoArea_Desc","GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","Units_Code","Units_Desc","ReportingType_Code","ReportingType_Desc","Value_2016.0","Latest_Year","Latest_Value","Nature_Desc","Source"
"746","Northern Africa (exc. Sudan)","3","Ensure healthy lives and promote well-being for all at all ages","3.9","By 2030, substantially reduce the number of deaths and illnesses from hazardous chemicals and air, water and soil pollution and contamination","3.9.2","Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (exposure to unsafe Water, Sanitation and Hygiene for All (WASH) services)","1","SH_STA_WASH","Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (deaths per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","G","Global","1.8",2016.0,"1.8","Estimated data","Global Health Observatory (GHO), World Health Organisation (WHO)"
"747","Northern Africa and Western Asia","3","Ensure healthy lives and promote well-being for all at all ages","3.9","By 2030, substantially reduce the number of deaths and illnesses from hazardous chemicals and air, water and soil pollution and contamination","3.9.2","Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (exposure to unsafe Water, Sanitation and Hygiene for All (WASH) services)","1","SH_STA_WASH","Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (deaths per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","G","Global","3.2",2016.0,"3.2","Estimated data","Global Health Observatory (GHO), World Health Organisation (WHO)"
"753","Eastern and South-Eastern Asia","3","Ensure healthy lives and promote well-being for all at all ages","3.9","By 2030, substantially reduce the number of deaths and illnesses from hazardous chemicals and air, water and soil pollution and contamination","3.9.2","Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (exposure to unsafe Water, Sanitation and Hygiene for All (WASH) services)","1","SH_STA_WASH","Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (deaths per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","G","Global","2.0",2016.0,"2.0","Estimated data","Global Health Observatory (GHO), World Health Organisation (WHO)"
"827","United Kingdom (England and Wales)","3","Ensure healthy lives and promote well-being for all at all ages","3.9","By 2030, substantially reduce the number of deaths and illnesses from hazardous chemicals and air, water and soil pollution and contamination","3.9.2","Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (exposure to unsafe Water, Sanitation and Hygiene for All (WASH) services)","1","SH_STA_WASH","Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (deaths per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","G","Global","","","","",""
"828","United Kingdom (Northern Ireland)","3","Ensure healthy lives and promote well-being for all at all ages","3.9","By 2030, substantially reduce the number of deaths and illnesses from hazardous chemicals and air, water and soil pollution and contamination","3.9.2","Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (exposure to unsafe Water, Sanitation and Hygiene for All (WASH) services)","1","SH_STA_WASH","Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (deaths per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","G","Global","","","","",""
"829","United Kingdom (Scotland)","3","Ensure healthy lives and promote well-being for all at all ages","3.9","By 2030, substantially reduce the number of deaths and illnesses from hazardous chemicals and air, water and soil pollution and contamination","3.9.2","Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (exposure to unsafe Water, Sanitation and Hygiene for All (WASH) services)","1","SH_STA_WASH","Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (deaths per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","G","Global","","","","",""
"830","Channel Islands","3","Ensure healthy lives and promote well-being for all at all ages","3.9","By 2030, substantially reduce the number of deaths and illnesses from hazardous chemicals and air, water and soil pollution and contamination","3.9.2","Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (exposure to unsafe Water, Sanitation and Hygiene for All (WASH) services)","1","SH_STA_WASH","Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (deaths per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","G","Global","","","","",""
"891","Serbia and Montenegro [former]","3","Ensure healthy lives and promote well-being for all at all ages","3.9","By 2030, substantially reduce the number of deaths and illnesses from hazardous chemicals and air, water and soil pollution and contamination","3.9.2","Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (exposure to unsafe Water, Sanitation and Hygiene for All (WASH) services)","1","SH_STA_WASH","Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (deaths per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","G","Global","","","","",""
"910","High income economies (WB)","3","Ensure healthy lives and promote well-being for all at all ages","3.9","By 2030, substantially reduce the number of deaths and illnesses from hazardous chemicals and air, water and soil pollution and contamination","3.9.2","Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (exposure to unsafe Water, Sanitation and Hygiene for All (WASH) services)","1","SH_STA_WASH","Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (deaths per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","G","Global","","","","",""
"911","Low income economies (WB)","3","Ensure healthy lives and promote well-being for all at all ages","3.9","By 2030, substantially reduce the number of deaths and illnesses from hazardous chemicals and air, water and soil pollution and contamination","3.9.2","Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (exposure to unsafe Water, Sanitation and Hygiene for All (WASH) services)","1","SH_STA_WASH","Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (deaths per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","G","Global","","","","",""
"912","Lower middle economies (WB)","3","Ensure healthy lives and promote well-being for all at all ages","3.9","By 2030, substantially reduce the number of deaths and illnesses from hazardous chemicals and air, water and soil pollution and contamination","3.9.2","Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (exposure to unsafe Water, Sanitation and Hygiene for All (WASH) services)","1","SH_STA_WASH","Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (deaths per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","G","Global","","","","",""
"913","Low and middle income economies (WB)","3","Ensure healthy lives and promote well-being for all at all ages","3.9","By 2030, substantially reduce the number of deaths and illnesses from hazardous chemicals and air, water and soil pollution and contamination","3.9.2","Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (exposure to unsafe Water, Sanitation and Hygiene for All (WASH) services)","1","SH_STA_WASH","Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (deaths per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","G","Global","","","","",""
"914","Upper middle economies (WB)","3","Ensure healthy lives and promote well-being for all at all ages","3.9","By 2030, substantially reduce the number of deaths and illnesses from hazardous chemicals and air, water and soil pollution and contamination","3.9.2","Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (exposure to unsafe Water, Sanitation and Hygiene for All (WASH) services)","1","SH_STA_WASH","Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (deaths per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","G","Global","","","","",""
"917","International Centers (FAO)","3","Ensure healthy lives and promote well-being for all at all ages","3.9","By 2030, substantially reduce the number of deaths and illnesses from hazardous chemicals and air, water and soil pollution and contamination","3.9.2","Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (exposure to unsafe Water, Sanitation and Hygiene for All (WASH) services)","1","SH_STA_WASH","Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (deaths per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","G","Global","","","","",""
"918","European Union (EU) Institutions","3","Ensure healthy lives and promote well-being for all at all ages","3.9","By 2030, substantially reduce the number of deaths and illnesses from hazardous chemicals and air, water and soil pollution and contamination","3.9.2","Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (exposure to unsafe Water, Sanitation and Hygiene for All (WASH) services)","1","SH_STA_WASH","Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (deaths per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","G","Global","","","","",""
"919","Regional Centres (FAO)","3","Ensure healthy lives and promote well-being for all at all ages","3.9","By 2030, substantially reduce the number of deaths and illnesses from hazardous chemicals and air, water and soil pollution and contamination","3.9.2","Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (exposure to unsafe Water, Sanitation and Hygiene for All (WASH) services)","1","SH_STA_WASH","Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (deaths per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","G","Global","","","","",""
"920","Azores Islands","3","Ensure healthy lives and promote well-being for all at all ages","3.9","By 2030, substantially reduce the number of deaths and illnesses from hazardous chemicals and air, water and soil pollution and contamination","3.9.2","Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (exposure to unsafe Water, Sanitation and Hygiene for All (WASH) services)","1","SH_STA_WASH","Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (deaths per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","G","Global","","","","",""
"921","ODA residual","3","Ensure healthy lives and promote well-being for all at all ages","3.9","By 2030, substantially reduce the number of deaths and illnesses from hazardous chemicals and air, water and soil pollution and contamination","3.9.2","Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (exposure to unsafe Water, Sanitation and Hygiene for All (WASH) services)","1","SH_STA_WASH","Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (deaths per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","G","Global","","","","",""
