GoalCode,GoalDesc,TargetCode,TargetDesc,IndicatorCode,IndicatorDesc,IndicatorTier,SeriesCode,SeriesDesc,SeriesRelease,Age_Code,Age_Desc,Sex_Code,Sex_Desc,TypeOfSkill_Code,TypeOfSkill_Desc,ReportingType_Code,ReportingType_Desc,Nature_Code,Nature_Desc,Units_Code,Units_Desc,GeoArea_Code,GeoArea_Desc,Year,TimeDetail,Value,ValueType,Source,Footnotes,ISO3CD,X,Y
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.6,"By 2030, ensure that all youth and a substantial proportion of adults, both men and women, achieve literacy and numeracy",4.6.1,"Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (a) literacy and (b) numeracy skills, by sex",1,SE_ADT_FUNS,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",2019.Q1.G.01,16-65,16 to 65 years old,BOTHSEX,Both sexes,LITE,Literacy,G,Global,C,Country data,PERCENT,Percentage,554,New Zealand,2015.0,,97.42691,Float,Programme for the International Assessment of Adult Competencies (OECD),,NZL,170.4755673,-43.98721568
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.6,"By 2030, ensure that all youth and a substantial proportion of adults, both men and women, achieve literacy and numeracy",4.6.1,"Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (a) literacy and (b) numeracy skills, by sex",1,SE_ADT_FUNS,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",2019.Q1.G.01,16-65,16 to 65 years old,BOTHSEX,Both sexes,NUME,Numeracy,G,Global,C,Country data,PERCENT,Percentage,554,New Zealand,2015.0,,95.12783,Float,Programme for the International Assessment of Adult Competencies (OECD),,NZL,170.4755673,-43.98721568
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.6,"By 2030, ensure that all youth and a substantial proportion of adults, both men and women, achieve literacy and numeracy",4.6.1,"Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (a) literacy and (b) numeracy skills, by sex",1,SE_ADT_FUNS,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",2019.Q1.G.01,16-65,16 to 65 years old,BOTHSEX,Both sexes,NUME,Numeracy,G,Global,C,Country data,PERCENT,Percentage,578,Norway,2012.0,,95.56243,Float,Programme for the International Assessment of Adult Competencies (OECD),,NOR,11.47846389,61.34311134
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.6,"By 2030, ensure that all youth and a substantial proportion of adults, both men and women, achieve literacy and numeracy",4.6.1,"Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (a) literacy and (b) numeracy skills, by sex",1,SE_ADT_FUNS,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",2019.Q1.G.01,16-65,16 to 65 years old,BOTHSEX,Both sexes,LITE,Literacy,G,Global,C,Country data,PERCENT,Percentage,578,Norway,2012.0,,96.94956,Float,Programme for the International Assessment of Adult Competencies (OECD),,NOR,11.47846389,61.34311134
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.6,"By 2030, ensure that all youth and a substantial proportion of adults, both men and women, achieve literacy and numeracy",4.6.1,"Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (a) literacy and (b) numeracy skills, by sex",1,SE_ADT_FUNS,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",2019.Q1.G.01,16-65,16 to 65 years old,BOTHSEX,Both sexes,NUME,Numeracy,G,Global,C,Country data,PERCENT,Percentage,616,Poland,2012.0,,94.08377,Float,Programme for the International Assessment of Adult Competencies (OECD),,POL,19.40660158,52.1226733
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.6,"By 2030, ensure that all youth and a substantial proportion of adults, both men and women, achieve literacy and numeracy",4.6.1,"Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (a) literacy and (b) numeracy skills, by sex",1,SE_ADT_FUNS,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",2019.Q1.G.01,16-65,16 to 65 years old,BOTHSEX,Both sexes,LITE,Literacy,G,Global,C,Country data,PERCENT,Percentage,616,Poland,2012.0,,96.05922,Float,Programme for the International Assessment of Adult Competencies (OECD),,POL,19.40660158,52.1226733
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.6,"By 2030, ensure that all youth and a substantial proportion of adults, both men and women, achieve literacy and numeracy",4.6.1,"Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (a) literacy and (b) numeracy skills, by sex",1,SE_ADT_FUNS,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",2019.Q1.G.01,16-65,16 to 65 years old,BOTHSEX,Both sexes,NUME,Numeracy,G,Global,C,Country data,PERCENT,Percentage,410,Republic of Korea,2012.0,,95.80785,Float,Programme for the International Assessment of Adult Competencies (OECD),,KOR,127.8610254,36.45201023
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.6,"By 2030, ensure that all youth and a substantial proportion of adults, both men and women, achieve literacy and numeracy",4.6.1,"Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (a) literacy and (b) numeracy skills, by sex",1,SE_ADT_FUNS,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",2019.Q1.G.01,16-65,16 to 65 years old,BOTHSEX,Both sexes,LITE,Literacy,G,Global,C,Country data,PERCENT,Percentage,410,Republic of Korea,2012.0,,97.77121,Float,Programme for the International Assessment of Adult Competencies (OECD),,KOR,127.8610254,36.45201023
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.6,"By 2030, ensure that all youth and a substantial proportion of adults, both men and women, achieve literacy and numeracy",4.6.1,"Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (a) literacy and (b) numeracy skills, by sex",1,SE_ADT_FUNS,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",2019.Q1.G.01,16-65,16 to 65 years old,BOTHSEX,Both sexes,NUME,Numeracy,G,Global,C,Country data,PERCENT,Percentage,643,Russian Federation,2012.0,,97.9681,Float,Programme for the International Assessment of Adult Competencies (OECD),,RUS,99.01404926,61.61899849
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.6,"By 2030, ensure that all youth and a substantial proportion of adults, both men and women, achieve literacy and numeracy",4.6.1,"Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (a) literacy and (b) numeracy skills, by sex",1,SE_ADT_FUNS,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",2019.Q1.G.01,16-65,16 to 65 years old,BOTHSEX,Both sexes,LITE,Literacy,G,Global,C,Country data,PERCENT,Percentage,643,Russian Federation,2012.0,,98.43945,Float,Programme for the International Assessment of Adult Competencies (OECD),,RUS,99.01404926,61.61899849
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.6,"By 2030, ensure that all youth and a substantial proportion of adults, both men and women, achieve literacy and numeracy",4.6.1,"Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (a) literacy and (b) numeracy skills, by sex",1,SE_ADT_FUNS,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",2019.Q1.G.01,16-65,16 to 65 years old,BOTHSEX,Both sexes,LITE,Literacy,G,Global,C,Country data,PERCENT,Percentage,702,Singapore,2015.0,,89.78746,Float,Programme for the International Assessment of Adult Competencies (OECD),,SGP,103.8107883,1.361009155
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.6,"By 2030, ensure that all youth and a substantial proportion of adults, both men and women, achieve literacy and numeracy",4.6.1,"Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (a) literacy and (b) numeracy skills, by sex",1,SE_ADT_FUNS,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",2019.Q1.G.01,16-65,16 to 65 years old,BOTHSEX,Both sexes,NUME,Numeracy,G,Global,C,Country data,PERCENT,Percentage,702,Singapore,2015.0,,87.12196,Float,Programme for the International Assessment of Adult Competencies (OECD),,SGP,103.8107883,1.361009155
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.6,"By 2030, ensure that all youth and a substantial proportion of adults, both men and women, achieve literacy and numeracy",4.6.1,"Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (a) literacy and (b) numeracy skills, by sex",1,SE_ADT_FUNS,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",2019.Q1.G.01,16-65,16 to 65 years old,BOTHSEX,Both sexes,LITE,Literacy,G,Global,C,Country data,PERCENT,Percentage,703,Slovakia,2012.0,,98.11005,Float,Programme for the International Assessment of Adult Competencies (OECD),,SVK,19.48495604,48.70741446
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.6,"By 2030, ensure that all youth and a substantial proportion of adults, both men and women, achieve literacy and numeracy",4.6.1,"Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (a) literacy and (b) numeracy skills, by sex",1,SE_ADT_FUNS,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",2019.Q1.G.01,16-65,16 to 65 years old,BOTHSEX,Both sexes,NUME,Numeracy,G,Global,C,Country data,PERCENT,Percentage,703,Slovakia,2012.0,,96.53687,Float,Programme for the International Assessment of Adult Competencies (OECD),,SVK,19.48495604,48.70741446
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.6,"By 2030, ensure that all youth and a substantial proportion of adults, both men and women, achieve literacy and numeracy",4.6.1,"Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (a) literacy and (b) numeracy skills, by sex",1,SE_ADT_FUNS,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",2019.Q1.G.01,16-65,16 to 65 years old,BOTHSEX,Both sexes,NUME,Numeracy,G,Global,C,Country data,PERCENT,Percentage,705,Slovenia,2015.0,,92.48134,Float,Programme for the International Assessment of Adult Competencies (OECD),,SVN,14.82209486,46.11958061
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.6,"By 2030, ensure that all youth and a substantial proportion of adults, both men and women, achieve literacy and numeracy",4.6.1,"Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (a) literacy and (b) numeracy skills, by sex",1,SE_ADT_FUNS,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",2019.Q1.G.01,16-65,16 to 65 years old,BOTHSEX,Both sexes,LITE,Literacy,G,Global,C,Country data,PERCENT,Percentage,705,Slovenia,2015.0,,93.99234,Float,Programme for the International Assessment of Adult Competencies (OECD),,SVN,14.82209486,46.11958061
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.6,"By 2030, ensure that all youth and a substantial proportion of adults, both men and women, achieve literacy and numeracy",4.6.1,"Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (a) literacy and (b) numeracy skills, by sex",1,SE_ADT_FUNS,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",2019.Q1.G.01,16-65,16 to 65 years old,BOTHSEX,Both sexes,LITE,Literacy,G,Global,C,Country data,PERCENT,Percentage,724,Spain,2012.0,,92.73438,Float,Programme for the International Assessment of Adult Competencies (OECD),,ESP,-3.554078296,40.39211472
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.6,"By 2030, ensure that all youth and a substantial proportion of adults, both men and women, achieve literacy and numeracy",4.6.1,"Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (a) literacy and (b) numeracy skills, by sex",1,SE_ADT_FUNS,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",2019.Q1.G.01,16-65,16 to 65 years old,BOTHSEX,Both sexes,NUME,Numeracy,G,Global,C,Country data,PERCENT,Percentage,724,Spain,2012.0,,90.3977,Float,Programme for the International Assessment of Adult Competencies (OECD),,ESP,-3.554078296,40.39211472
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.6,"By 2030, ensure that all youth and a substantial proportion of adults, both men and women, achieve literacy and numeracy",4.6.1,"Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (a) literacy and (b) numeracy skills, by sex",1,SE_ADT_FUNS,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",2019.Q1.G.01,15-65,15 to 65 years old,BOTHSEX,Both sexes,LITE,Literacy,G,Global,C,Country data,PERCENT,Percentage,144,Sri Lanka,2012.0,,86.9937,Float,Skills Measurement Program (World Bank),,LKA,80.70489654,7.614693343
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.6,"By 2030, ensure that all youth and a substantial proportion of adults, both men and women, achieve literacy and numeracy",4.6.1,"Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (a) literacy and (b) numeracy skills, by sex",1,SE_ADT_FUNS,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",2019.Q1.G.01,16-65,16 to 65 years old,BOTHSEX,Both sexes,NUME,Numeracy,G,Global,C,Country data,PERCENT,Percentage,752,Sweden,2012.0,,95.61476,Float,Programme for the International Assessment of Adult Competencies (OECD),,SWE,14.3775338,60.60103109
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.6,"By 2030, ensure that all youth and a substantial proportion of adults, both men and women, achieve literacy and numeracy",4.6.1,"Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (a) literacy and (b) numeracy skills, by sex",1,SE_ADT_FUNS,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",2019.Q1.G.01,16-65,16 to 65 years old,BOTHSEX,Both sexes,LITE,Literacy,G,Global,C,Country data,PERCENT,Percentage,752,Sweden,2012.0,,96.31734,Float,Programme for the International Assessment of Adult Competencies (OECD),,SWE,14.3775338,60.60103109
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.6,"By 2030, ensure that all youth and a substantial proportion of adults, both men and women, achieve literacy and numeracy",4.6.1,"Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (a) literacy and (b) numeracy skills, by sex",1,SE_ADT_FUNS,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",2019.Q1.G.01,16-65,16 to 65 years old,BOTHSEX,Both sexes,NUME,Numeracy,G,Global,C,Country data,PERCENT,Percentage,792,Turkey,2015.0,,79.3557,Float,Programme for the International Assessment of Adult Competencies (OECD),,TUR,35.42890329,38.9899684
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.6,"By 2030, ensure that all youth and a substantial proportion of adults, both men and women, achieve literacy and numeracy",4.6.1,"Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (a) literacy and (b) numeracy skills, by sex",1,SE_ADT_FUNS,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",2019.Q1.G.01,16-65,16 to 65 years old,BOTHSEX,Both sexes,LITE,Literacy,G,Global,C,Country data,PERCENT,Percentage,792,Turkey,2015.0,,87.08275,Float,Programme for the International Assessment of Adult Competencies (OECD),,TUR,35.42890329,38.9899684
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.6,"By 2030, ensure that all youth and a substantial proportion of adults, both men and women, achieve literacy and numeracy",4.6.1,"Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (a) literacy and (b) numeracy skills, by sex",1,SE_ADT_FUNS,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",2019.Q1.G.01,16-65,16 to 65 years old,BOTHSEX,Both sexes,NUME,Numeracy,G,Global,C,Country data,PERCENT,Percentage,840,United States of America,2012.0,,90.49399,Float,Programme for the International Assessment of Adult Competencies (OECD),,USA,-99.13830311,39.5277871
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.6,"By 2030, ensure that all youth and a substantial proportion of adults, both men and women, achieve literacy and numeracy",4.6.1,"Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (a) literacy and (b) numeracy skills, by sex",1,SE_ADT_FUNS,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",2019.Q1.G.01,16-65,16 to 65 years old,BOTHSEX,Both sexes,LITE,Literacy,G,Global,C,Country data,PERCENT,Percentage,840,United States of America,2012.0,,95.90988,Float,Programme for the International Assessment of Adult Competencies (OECD),,USA,-99.13830311,39.5277871
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.6,"By 2030, ensure that all youth and a substantial proportion of adults, both men and women, achieve literacy and numeracy",4.6.1,"Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (a) literacy and (b) numeracy skills, by sex",1,SE_ADT_FUNS,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",2019.Q1.G.01,15-65,15 to 65 years old,BOTHSEX,Both sexes,LITE,Literacy,G,Global,C,Country data,PERCENT,Percentage,704,Viet Nam,2012.0,,95.1204,Float,Skills Measurement Program (World Bank),,VNM,105.802499,10.09643079
