"GeoArea_Code","GeoArea_Desc","GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","Units_Code","Units_Desc","Age_Code","Age_Desc","ReportingType_Code","ReportingType_Desc","Sex_Code","Sex_Desc","Value_2000.0","Value_2005.0","Value_2010.0","Value_2015.0","Value_2018.0","Latest_Year","Latest_Value","Nature_Desc","Source","Footnotes"
"513","Europe and Northern America","3","Ensure healthy lives and promote well-being for all at all ages","3.7","By 2030, ensure universal access to sexual and reproductive health-care services, including for family planning, information and education, and the integration of reproductive health into national strategies and programmes","3.7.1","Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods","1","SH_FPL_MTMM","Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)","2019.Q1.G.01","PERCENT","Percentage","15-49","15 to 49 years old","G","Global","FEMALE","Female","74.5","76.7","77.9","78.7","79.5",2018.0,"79.5","Estimated data","United Nations, Department of Economic and Social Affairs, Population Division. Model-based Estimates and Projections of Family Planning Indicators 2018. New York: United Nations.","The global indicator is intended to represent all women of reproductive age. Given current data limitations, the model-based estimates represent women who are married or in a union."
"514","Developed regions (Europe, Cyprus, Israel, Northern America, Japan, Australia & New Zealand)","3","Ensure healthy lives and promote well-being for all at all ages","3.7","By 2030, ensure universal access to sexual and reproductive health-care services, including for family planning, information and education, and the integration of reproductive health into national strategies and programmes","3.7.1","Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods","1","SH_FPL_MTMM","Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)","2019.Q1.G.01","PERCENT","Percentage","15-49","15 to 49 years old","G","Global","FEMALE","Female","","","","","","","","","",""
"515","Developing regions","3","Ensure healthy lives and promote well-being for all at all ages","3.7","By 2030, ensure universal access to sexual and reproductive health-care services, including for family planning, information and education, and the integration of reproductive health into national strategies and programmes","3.7.1","Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods","1","SH_FPL_MTMM","Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)","2019.Q1.G.01","PERCENT","Percentage","15-49","15 to 49 years old","G","Global","FEMALE","Female","","","","","","","","","",""
"518","Eastern Asia (excluding Japan)","3","Ensure healthy lives and promote well-being for all at all ages","3.7","By 2030, ensure universal access to sexual and reproductive health-care services, including for family planning, information and education, and the integration of reproductive health into national strategies and programmes","3.7.1","Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods","1","SH_FPL_MTMM","Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)","2019.Q1.G.01","PERCENT","Percentage","15-49","15 to 49 years old","G","Global","FEMALE","Female","","","","","","","","","",""
"535","Bonaire, Sint Eustatius and Saba","3","Ensure healthy lives and promote well-being for all at all ages","3.7","By 2030, ensure universal access to sexual and reproductive health-care services, including for family planning, information and education, and the integration of reproductive health into national strategies and programmes","3.7.1","Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods","1","SH_FPL_MTMM","Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)","2019.Q1.G.01","PERCENT","Percentage","15-49","15 to 49 years old","G","Global","FEMALE","Female","","","","","","","","","",""
"543","Oceania (exc. Australia and New Zealand)","3","Ensure healthy lives and promote well-being for all at all ages","3.7","By 2030, ensure universal access to sexual and reproductive health-care services, including for family planning, information and education, and the integration of reproductive health into national strategies and programmes","3.7.1","Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods","1","SH_FPL_MTMM","Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)","2019.Q1.G.01","PERCENT","Percentage","15-49","15 to 49 years old","G","Global","FEMALE","Female","42.6","45.1","47.5","49.7","51.3",2018.0,"51.3","Estimated data","United Nations, Department of Economic and Social Affairs, Population Division. Model-based Estimates and Projections of Family Planning Indicators 2018. New York: United Nations.","The global indicator is intended to represent all women of reproductive age. Given current data limitations, the model-based estimates represent women who are married or in a union."
"722","Small island developing States (SIDS)","3","Ensure healthy lives and promote well-being for all at all ages","3.7","By 2030, ensure universal access to sexual and reproductive health-care services, including for family planning, information and education, and the integration of reproductive health into national strategies and programmes","3.7.1","Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods","1","SH_FPL_MTMM","Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)","2019.Q1.G.01","PERCENT","Percentage","15-49","15 to 49 years old","G","Global","FEMALE","Female","66.6","67.2","68.8","68.7","68.9",2018.0,"68.9","Estimated data","United Nations, Department of Economic and Social Affairs, Population Division. Model-based Estimates and Projections of Family Planning Indicators 2018. New York: United Nations.","The global indicator is intended to represent all women of reproductive age. Given current data limitations, the model-based estimates represent women who are married or in a union."
"738","Sub-Saharan Africa (inc. Sudan)","3","Ensure healthy lives and promote well-being for all at all ages","3.7","By 2030, ensure universal access to sexual and reproductive health-care services, including for family planning, information and education, and the integration of reproductive health into national strategies and programmes","3.7.1","Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods","1","SH_FPL_MTMM","Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)","2019.Q1.G.01","PERCENT","Percentage","15-49","15 to 49 years old","G","Global","FEMALE","Female","","","","","","","","","",""
"746","Northern Africa (exc. Sudan)","3","Ensure healthy lives and promote well-being for all at all ages","3.7","By 2030, ensure universal access to sexual and reproductive health-care services, including for family planning, information and education, and the integration of reproductive health into national strategies and programmes","3.7.1","Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods","1","SH_FPL_MTMM","Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)","2019.Q1.G.01","PERCENT","Percentage","15-49","15 to 49 years old","G","Global","FEMALE","Female","","","","","","","","","",""
"747","Northern Africa and Western Asia","3","Ensure healthy lives and promote well-being for all at all ages","3.7","By 2030, ensure universal access to sexual and reproductive health-care services, including for family planning, information and education, and the integration of reproductive health into national strategies and programmes","3.7.1","Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods","1","SH_FPL_MTMM","Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)","2019.Q1.G.01","PERCENT","Percentage","15-49","15 to 49 years old","G","Global","FEMALE","Female","56.8","60.1","62.2","64.0","65.4",2018.0,"65.4","Estimated data","United Nations, Department of Economic and Social Affairs, Population Division. Model-based Estimates and Projections of Family Planning Indicators 2018. New York: United Nations.","The global indicator is intended to represent all women of reproductive age. Given current data limitations, the model-based estimates represent women who are married or in a union."
"753","Eastern and South-Eastern Asia","3","Ensure healthy lives and promote well-being for all at all ages","3.7","By 2030, ensure universal access to sexual and reproductive health-care services, including for family planning, information and education, and the integration of reproductive health into national strategies and programmes","3.7.1","Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods","1","SH_FPL_MTMM","Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)","2019.Q1.G.01","PERCENT","Percentage","15-49","15 to 49 years old","G","Global","FEMALE","Female","89.0","89.1","89.0","88.7","88.5",2018.0,"88.5","Estimated data","United Nations, Department of Economic and Social Affairs, Population Division. Model-based Estimates and Projections of Family Planning Indicators 2018. New York: United Nations.","The global indicator is intended to represent all women of reproductive age. Given current data limitations, the model-based estimates represent women who are married or in a union."
"827","United Kingdom (England and Wales)","3","Ensure healthy lives and promote well-being for all at all ages","3.7","By 2030, ensure universal access to sexual and reproductive health-care services, including for family planning, information and education, and the integration of reproductive health into national strategies and programmes","3.7.1","Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods","1","SH_FPL_MTMM","Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)","2019.Q1.G.01","PERCENT","Percentage","15-49","15 to 49 years old","G","Global","FEMALE","Female","","","","","","","","","",""
"828","United Kingdom (Northern Ireland)","3","Ensure healthy lives and promote well-being for all at all ages","3.7","By 2030, ensure universal access to sexual and reproductive health-care services, including for family planning, information and education, and the integration of reproductive health into national strategies and programmes","3.7.1","Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods","1","SH_FPL_MTMM","Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)","2019.Q1.G.01","PERCENT","Percentage","15-49","15 to 49 years old","G","Global","FEMALE","Female","","","","","","","","","",""
"829","United Kingdom (Scotland)","3","Ensure healthy lives and promote well-being for all at all ages","3.7","By 2030, ensure universal access to sexual and reproductive health-care services, including for family planning, information and education, and the integration of reproductive health into national strategies and programmes","3.7.1","Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods","1","SH_FPL_MTMM","Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)","2019.Q1.G.01","PERCENT","Percentage","15-49","15 to 49 years old","G","Global","FEMALE","Female","","","","","","","","","",""
"830","Channel Islands","3","Ensure healthy lives and promote well-being for all at all ages","3.7","By 2030, ensure universal access to sexual and reproductive health-care services, including for family planning, information and education, and the integration of reproductive health into national strategies and programmes","3.7.1","Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods","1","SH_FPL_MTMM","Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)","2019.Q1.G.01","PERCENT","Percentage","15-49","15 to 49 years old","G","Global","FEMALE","Female","","","","","","","","","",""
"891","Serbia and Montenegro [former]","3","Ensure healthy lives and promote well-being for all at all ages","3.7","By 2030, ensure universal access to sexual and reproductive health-care services, including for family planning, information and education, and the integration of reproductive health into national strategies and programmes","3.7.1","Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods","1","SH_FPL_MTMM","Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)","2019.Q1.G.01","PERCENT","Percentage","15-49","15 to 49 years old","G","Global","FEMALE","Female","","","","","","","","","",""
"910","High income economies (WB)","3","Ensure healthy lives and promote well-being for all at all ages","3.7","By 2030, ensure universal access to sexual and reproductive health-care services, including for family planning, information and education, and the integration of reproductive health into national strategies and programmes","3.7.1","Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods","1","SH_FPL_MTMM","Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)","2019.Q1.G.01","PERCENT","Percentage","15-49","15 to 49 years old","G","Global","FEMALE","Female","","","","","","","","","",""
"911","Low income economies (WB)","3","Ensure healthy lives and promote well-being for all at all ages","3.7","By 2030, ensure universal access to sexual and reproductive health-care services, including for family planning, information and education, and the integration of reproductive health into national strategies and programmes","3.7.1","Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods","1","SH_FPL_MTMM","Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)","2019.Q1.G.01","PERCENT","Percentage","15-49","15 to 49 years old","G","Global","FEMALE","Female","","","","","","","","","",""
"912","Lower middle economies (WB)","3","Ensure healthy lives and promote well-being for all at all ages","3.7","By 2030, ensure universal access to sexual and reproductive health-care services, including for family planning, information and education, and the integration of reproductive health into national strategies and programmes","3.7.1","Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods","1","SH_FPL_MTMM","Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)","2019.Q1.G.01","PERCENT","Percentage","15-49","15 to 49 years old","G","Global","FEMALE","Female","","","","","","","","","",""
"913","Low and middle income economies (WB)","3","Ensure healthy lives and promote well-being for all at all ages","3.7","By 2030, ensure universal access to sexual and reproductive health-care services, including for family planning, information and education, and the integration of reproductive health into national strategies and programmes","3.7.1","Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods","1","SH_FPL_MTMM","Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)","2019.Q1.G.01","PERCENT","Percentage","15-49","15 to 49 years old","G","Global","FEMALE","Female","","","","","","","","","",""
"914","Upper middle economies (WB)","3","Ensure healthy lives and promote well-being for all at all ages","3.7","By 2030, ensure universal access to sexual and reproductive health-care services, including for family planning, information and education, and the integration of reproductive health into national strategies and programmes","3.7.1","Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods","1","SH_FPL_MTMM","Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)","2019.Q1.G.01","PERCENT","Percentage","15-49","15 to 49 years old","G","Global","FEMALE","Female","","","","","","","","","",""
"917","International Centers (FAO)","3","Ensure healthy lives and promote well-being for all at all ages","3.7","By 2030, ensure universal access to sexual and reproductive health-care services, including for family planning, information and education, and the integration of reproductive health into national strategies and programmes","3.7.1","Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods","1","SH_FPL_MTMM","Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)","2019.Q1.G.01","PERCENT","Percentage","15-49","15 to 49 years old","G","Global","FEMALE","Female","","","","","","","","","",""
"918","European Union (EU) Institutions","3","Ensure healthy lives and promote well-being for all at all ages","3.7","By 2030, ensure universal access to sexual and reproductive health-care services, including for family planning, information and education, and the integration of reproductive health into national strategies and programmes","3.7.1","Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods","1","SH_FPL_MTMM","Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)","2019.Q1.G.01","PERCENT","Percentage","15-49","15 to 49 years old","G","Global","FEMALE","Female","","","","","","","","","",""
"919","Regional Centres (FAO)","3","Ensure healthy lives and promote well-being for all at all ages","3.7","By 2030, ensure universal access to sexual and reproductive health-care services, including for family planning, information and education, and the integration of reproductive health into national strategies and programmes","3.7.1","Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods","1","SH_FPL_MTMM","Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)","2019.Q1.G.01","PERCENT","Percentage","15-49","15 to 49 years old","G","Global","FEMALE","Female","","","","","","","","","",""
"920","Azores Islands","3","Ensure healthy lives and promote well-being for all at all ages","3.7","By 2030, ensure universal access to sexual and reproductive health-care services, including for family planning, information and education, and the integration of reproductive health into national strategies and programmes","3.7.1","Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods","1","SH_FPL_MTMM","Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)","2019.Q1.G.01","PERCENT","Percentage","15-49","15 to 49 years old","G","Global","FEMALE","Female","","","","","","","","","",""
"921","ODA residual","3","Ensure healthy lives and promote well-being for all at all ages","3.7","By 2030, ensure universal access to sexual and reproductive health-care services, including for family planning, information and education, and the integration of reproductive health into national strategies and programmes","3.7.1","Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods","1","SH_FPL_MTMM","Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)","2019.Q1.G.01","PERCENT","Percentage","15-49","15 to 49 years old","G","Global","FEMALE","Female","","","","","","","","","",""
