"GeoArea_Code","GeoArea_Desc","ISO3CD","X","Y","GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","Units_Code","Units_Desc","ReportingType_Code","ReportingType_Desc","Value_2010","Value_2011","Value_2012","Value_2013","Value_2014","Value_2015","Value_2016","Latest_Year","Latest_Value","Nature_Desc","Source","Footnotes"
"204","Benin","BEN","2.339933594","9.65401646","10","Reduce inequality within and among countries","10.1","By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average","10.1.1","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","1","SI_HEI_BTN40","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","-4.79","",2015.0,"-4.79","Global monitoring data","World Bank","Estimated from individual consumption data. Growth rates are for the period of 2011-2015."
"208","Denmark","DNK","9.326571283","56.03829721","10","Reduce inequality within and among countries","10.1","By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average","10.1.1","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","1","SI_HEI_BTN40","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","1.92","","",2014.0,"1.92","Global monitoring data","World Bank","Estimated from individual income data. Growth rates are for the period of 2009-2014."
"212","Dominica","DMA","-61.3493756","15.43391378","10","Reduce inequality within and among countries","10.1","By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average","10.1.1","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","1","SI_HEI_BTN40","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","",""
"214","Dominican Republic","DOM","-70.49847576","18.89832088","10","Reduce inequality within and among countries","10.1","By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average","10.1.1","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","1","SI_HEI_BTN40","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","4.56","",2015.0,"4.56","Global monitoring data","World Bank","Estimated from individual income data. Growth rates are for the period of 2010-2015."
"218","Ecuador","ECU","-78.37005241","-1.447785891","10","Reduce inequality within and among countries","10.1","By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average","10.1.1","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","1","SI_HEI_BTN40","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","4.55","",2015.0,"4.55","Global monitoring data","World Bank","Estimated from individual income data. Growth rates are for the period of 2010-2015."
"222","El Salvador","SLV","-88.86862995","13.73603564","10","Reduce inequality within and among countries","10.1","By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average","10.1.1","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","1","SI_HEI_BTN40","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","5.83","",2015.0,"5.83","Global monitoring data","World Bank","Estimated from individual income data. Growth rates are for the period of 2010-2015."
"226","Equatorial Guinea","GNQ","10.46535826","1.565792376","10","Reduce inequality within and among countries","10.1","By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average","10.1.1","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","1","SI_HEI_BTN40","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","",""
"231","Ethiopia","ETH","39.63505296","8.631223181","10","Reduce inequality within and among countries","10.1","By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average","10.1.1","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","1","SI_HEI_BTN40","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","",""
"232","Eritrea","ERI","38.11074289","16.12894644","10","Reduce inequality within and among countries","10.1","By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average","10.1.1","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","1","SI_HEI_BTN40","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","",""
"233","Estonia","EST","25.84093481","58.68487172","10","Reduce inequality within and among countries","10.1","By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average","10.1.1","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","1","SI_HEI_BTN40","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","2.05","","",2014.0,"2.05","Global monitoring data","World Bank","Estimated from individual income data. Growth rates are for the period of 2009-2014."
"234","Faroe Islands","FRO","-7.122044325","62.21228119","10","Reduce inequality within and among countries","10.1","By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average","10.1.1","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","1","SI_HEI_BTN40","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","",""
"238","Falkland Islands (Malvinas)","FLK","-58.75246778","-51.74562601","10","Reduce inequality within and among countries","10.1","By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average","10.1.1","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","1","SI_HEI_BTN40","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","",""
"239","South Georgia and the South Sandwich Islands","SGS","-36.90662765","-54.20736749","10","Reduce inequality within and among countries","10.1","By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average","10.1.1","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","1","SI_HEI_BTN40","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","",""
"242","Fiji","FJI","177.9660884","-17.83301566","10","Reduce inequality within and among countries","10.1","By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average","10.1.1","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","1","SI_HEI_BTN40","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","0.89","","","",2013.0,"0.89","Global monitoring data","World Bank","Estimated from individual consumption data. Growth rates are for the period of 2008-2013."
"246","Finland","FIN","23.308447","61.91586738","10","Reduce inequality within and among countries","10.1","By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average","10.1.1","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","1","SI_HEI_BTN40","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","0.58","","",2014.0,"0.58","Global monitoring data","World Bank","Estimated from individual income data. Growth rates are for the period of 2009-2014."
"248","Åland Islands","ALA","19.80945969","60.1544901","10","Reduce inequality within and among countries","10.1","By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average","10.1.1","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","1","SI_HEI_BTN40","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","",""
"250","France","FRA","2.457288129","46.62660861","10","Reduce inequality within and among countries","10.1","By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average","10.1.1","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","1","SI_HEI_BTN40","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","0.31","","",2014.0,"0.31","Global monitoring data","World Bank","Estimated from individual income data. Growth rates are for the period of 2009-2014."
"254","French Guiana","GUF","-53.23619089","3.922673437","10","Reduce inequality within and among countries","10.1","By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average","10.1.1","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","1","SI_HEI_BTN40","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","",""
"258","French Polynesia","PYF","-149.4052367","-17.67709294","10","Reduce inequality within and among countries","10.1","By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average","10.1.1","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","1","SI_HEI_BTN40","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","",""
"260","French Southern Territories","ATF","69.64849091","-49.6068576","10","Reduce inequality within and among countries","10.1","By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average","10.1.1","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","1","SI_HEI_BTN40","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","",""
"262","Djibouti","DJI","42.18274707","11.56004161","10","Reduce inequality within and among countries","10.1","By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average","10.1.1","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","1","SI_HEI_BTN40","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","",""
"266","Gabon","GAB","11.78727747","-0.60687619","10","Reduce inequality within and among countries","10.1","By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average","10.1.1","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","1","SI_HEI_BTN40","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","",""
"268","Georgia","GEO","43.3713615","42.04813028","10","Reduce inequality within and among countries","10.1","By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average","10.1.1","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","1","SI_HEI_BTN40","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","6.52",2016.0,"6.52","Global monitoring data","World Bank","Estimated from individual consumption data. Growth rates are for the period of 2011-2016."
"270","Gambia","GMB","-15.39944785","13.45295927","10","Reduce inequality within and among countries","10.1","By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average","10.1.1","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","1","SI_HEI_BTN40","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","",""
"275","State of Palestine","PSE","35.25694122","31.94347933","10","Reduce inequality within and among countries","10.1","By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average","10.1.1","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","1","SI_HEI_BTN40","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","-0.07","","","","","",2011.0,"-0.07","Global monitoring data","World Bank","Estimated from individual consumption data. Growth rates are for the period of 2009-2011."
"276","Germany","DEU","10.3806066","51.08862743","10","Reduce inequality within and among countries","10.1","By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average","10.1.1","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","1","SI_HEI_BTN40","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","0.82","","","","","",2011.0,"0.82","Global monitoring data","World Bank","Estimated from individual income data. Growth rates are for the period of 2007-2011."
"288","Ghana","GHA","-1.205623522","7.964825185","10","Reduce inequality within and among countries","10.1","By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average","10.1.1","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","1","SI_HEI_BTN40","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","",""
"292","Gibraltar","GIB","-5.347561686","36.13895036","10","Reduce inequality within and among countries","10.1","By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average","10.1.1","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","1","SI_HEI_BTN40","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","",""
"296","Kiribati","KIR","-157.5643005","1.768837732","10","Reduce inequality within and among countries","10.1","By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average","10.1.1","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","1","SI_HEI_BTN40","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","",""
"300","Greece","GRC","22.58307827","39.47301873","10","Reduce inequality within and among countries","10.1","By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average","10.1.1","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","1","SI_HEI_BTN40","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","-11.73","","",2014.0,"-11.73","Global monitoring data","World Bank","Estimated from individual income data. Growth rates are for the period of 2009-2014."
"304","Greenland","GRL","-41.39371316","74.75625681","10","Reduce inequality within and among countries","10.1","By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average","10.1.1","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","1","SI_HEI_BTN40","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","",""
"308","Grenada","GRD","-61.68248568","12.11238395","10","Reduce inequality within and among countries","10.1","By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average","10.1.1","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","1","SI_HEI_BTN40","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","",""
"312","Guadeloupe","GLP","-61.64762115","16.14416917","10","Reduce inequality within and among countries","10.1","By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average","10.1.1","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","1","SI_HEI_BTN40","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","",""
"316","Guam","GUM","144.7029305","13.35485404","10","Reduce inequality within and among countries","10.1","By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average","10.1.1","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","1","SI_HEI_BTN40","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","",""
"320","Guatemala","GTM","-91.2312746","15.00273719","10","Reduce inequality within and among countries","10.1","By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average","10.1.1","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","1","SI_HEI_BTN40","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","",""
"324","Guinea","GIN","-11.28173419","11.00210343","10","Reduce inequality within and among countries","10.1","By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average","10.1.1","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","1","SI_HEI_BTN40","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","8.97","","","","",2012.0,"8.97","Global monitoring data","World Bank","Estimated from individual consumption data. Growth rates are for the period of 2007-2012."
"328","Guyana","GUY","-58.97322037","4.788012784","10","Reduce inequality within and among countries","10.1","By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average","10.1.1","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","1","SI_HEI_BTN40","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","",""
"332","Haiti","HTI","-72.33640958","18.40426539","10","Reduce inequality within and among countries","10.1","By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average","10.1.1","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","1","SI_HEI_BTN40","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","",""
"334","Heard Island and McDonald Islands","HMD","73.52633626","-53.09106147","10","Reduce inequality within and among countries","10.1","By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average","10.1.1","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","1","SI_HEI_BTN40","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","",""
"336","Holy See","VAT","12.45315803","41.90343751","10","Reduce inequality within and among countries","10.1","By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average","10.1.1","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","1","SI_HEI_BTN40","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","",""
"340","Honduras","HND","-86.59974381","14.82243161","10","Reduce inequality within and among countries","10.1","By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average","10.1.1","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","1","SI_HEI_BTN40","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","-2.24","",2015.0,"-2.24","Global monitoring data","World Bank","Estimated from individual income data. Growth rates are for the period of 2010-2015."
"344","China, Hong Kong Special Administrative Region","HKG","114.0266445","22.41749934","10","Reduce inequality within and among countries","10.1","By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average","10.1.1","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","1","SI_HEI_BTN40","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","",""
"348","Hungary","HUN","19.41221519","47.1651448","10","Reduce inequality within and among countries","10.1","By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average","10.1.1","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","1","SI_HEI_BTN40","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","-0.37","","",2014.0,"-0.37","Global monitoring data","World Bank","Estimated from individual income data. Growth rates are for the period of 2009-2014."
"352","Iceland","ISL","-19.02116966","64.79134763","10","Reduce inequality within and among countries","10.1","By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average","10.1.1","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","1","SI_HEI_BTN40","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","-1.33","","",2014.0,"-1.33","Global monitoring data","World Bank","Estimated from individual income data. Growth rates are for the period of 2009-2014."
"356","India","IND","79.3608464","22.34642074","10","Reduce inequality within and among countries","10.1","By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average","10.1.1","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","1","SI_HEI_BTN40","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","",""
"360","Indonesia","IDN","113.9174","-0.994582204","10","Reduce inequality within and among countries","10.1","By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average","10.1.1","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","1","SI_HEI_BTN40","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","3.84","","",2014.0,"3.84","Global monitoring data","World Bank","Estimated from individual consumption data. Growth rates are for the period of 2011-2014."
"364","Iran (Islamic Republic of)","IRN","54.19766348","32.74370885","10","Reduce inequality within and among countries","10.1","By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average","10.1.1","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","1","SI_HEI_BTN40","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","1.26","","",2014.0,"1.26","Global monitoring data","World Bank","Estimated from individual consumption data. Growth rates are for the period of 2009-2014."
"368","Iraq","IRQ","43.76606267","33.05013795","10","Reduce inequality within and among countries","10.1","By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average","10.1.1","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","1","SI_HEI_BTN40","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","0.46","","","","",2012.0,"0.46","Global monitoring data","World Bank","Estimated from individual consumption data. Growth rates are for the period of 2006-2012."
"372","Ireland","IRL","-7.121425272","53.25274054","10","Reduce inequality within and among countries","10.1","By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average","10.1.1","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","1","SI_HEI_BTN40","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","0.24","","",2014.0,"0.24","Global monitoring data","World Bank","Estimated from individual income data. Growth rates are for the period of 2009-2014."
"376","Israel","ISR","34.62277992","31.06164552","10","Reduce inequality within and among countries","10.1","By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average","10.1.1","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","1","SI_HEI_BTN40","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","",""
"380","Italy","ITA","12.57022427","42.79917282","10","Reduce inequality within and among countries","10.1","By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average","10.1.1","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","1","SI_HEI_BTN40","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","-2.82","","",2014.0,"-2.82","Global monitoring data","World Bank","Estimated from individual income data. Growth rates are for the period of 2009-2014."
"384","Côte d'Ivoire","CIV","-5.552690016","7.62211586","10","Reduce inequality within and among countries","10.1","By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average","10.1.1","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","1","SI_HEI_BTN40","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","0.75","",2015.0,"0.75","Global monitoring data","World Bank","Estimated from individual consumption data. Growth rates are for the period of 2008-2015."
"388","Jamaica","JAM","-77.31068409","18.15616857","10","Reduce inequality within and among countries","10.1","By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average","10.1.1","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","1","SI_HEI_BTN40","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","",""
"392","Japan","JPN","139.2716103","36.6554539","10","Reduce inequality within and among countries","10.1","By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average","10.1.1","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","1","SI_HEI_BTN40","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","",""
"398","Kazakhstan","KAZ","66.65359159","48.01963494","10","Reduce inequality within and among countries","10.1","By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average","10.1.1","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","1","SI_HEI_BTN40","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","2.25","",2015.0,"2.25","Global monitoring data","World Bank","Estimated from individual consumption data. Growth rates are for the period of 2010-2015."
"400","Jordan","JOR","37.13024774","30.65365973","10","Reduce inequality within and among countries","10.1","By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average","10.1.1","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","1","SI_HEI_BTN40","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","4.46","","","","","","",2010.0,"4.46","Global monitoring data","World Bank","Estimated from individual consumption data. Growth rates are for the period of 2008-2010."
"404","Kenya","KEN","37.86096816","0.534797278","10","Reduce inequality within and among countries","10.1","By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average","10.1.1","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","1","SI_HEI_BTN40","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","",""
