"GeoArea_Code","GeoArea_Desc","ISO3CD","X","Y","GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","Units_Code","Units_Desc","ReportingType_Code","ReportingType_Desc","Value_1990","Value_1991","Value_1992","Value_1993","Value_1994","Value_1995","Value_1996","Value_1997","Value_1998","Value_1999","Value_2000","Value_2001","Value_2002","Value_2003","Value_2004","Value_2005","Value_2006","Value_2007","Value_2008","Value_2009","Value_2010","Value_2011","Value_2012","Value_2013","Value_2014","Value_2015","Value_2016","Latest_Year","Latest_Value","Nature_Desc","Source"
"226","Equatorial Guinea","GNQ","10.46535826","1.565792376","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.3","Mobilize additional financial resources for developing countries from multiple sources","17.3.2","Volume of remittances (in United States dollars) as a proportion of total GDP","1","BX_TRF_PWKR","Volume of remittances (in United States dollars) as a proportion of total GDP (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","0.98","0.67","0.50","0.07","0.07","","","","","","","","","","","","","","","","","","","","",1996.0,"0.07","Data nature not available","World Development Indicators, World Bank"
"231","Ethiopia","ETH","39.63505296","8.631223181","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.3","Mobilize additional financial resources for developing countries from multiple sources","17.3.2","Volume of remittances (in United States dollars) as a proportion of total GDP","1","BX_TRF_PWKR","Volume of remittances (in United States dollars) as a proportion of total GDP (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","0.04","0.07","0.14","0.21","0.36","0.36","0.19","0.11","0.35","0.44","0.64","0.22","0.42","0.54","1.32","1.40","1.13","1.82","1.43","0.81","1.15","1.61","2.16","1.75","3.23","1.69","1.07",2016.0,"1.07","Data nature not available","World Development Indicators, World Bank"
"232","Eritrea","ERI","38.11074289","16.12894644","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.3","Mobilize additional financial resources for developing countries from multiple sources","17.3.2","Volume of remittances (in United States dollars) as a proportion of total GDP","1","BX_TRF_PWKR","Volume of remittances (in United States dollars) as a proportion of total GDP (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","0.36","0.53","0.47","","","","","","","","","","","","","","","","",2000.0,"0.47","Data nature not available","World Development Indicators, World Bank"
"233","Estonia","EST","25.84093481","58.68487172","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.3","Mobilize additional financial resources for developing countries from multiple sources","17.3.2","Volume of remittances (in United States dollars) as a proportion of total GDP","1","BX_TRF_PWKR","Volume of remittances (in United States dollars) as a proportion of total GDP (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","0.03","0.04","0.03","0.05","0.04","0.07","0.18","0.26","0.52","1.38","1.89","2.37","1.85","1.50","1.73","1.83","1.89","2.00","2.26","2.08","2.02","2.05",2016.0,"2.05","Data nature not available","World Development Indicators, World Bank"
"234","Faroe Islands","FRO","-7.122044325","62.21228119","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.3","Mobilize additional financial resources for developing countries from multiple sources","17.3.2","Volume of remittances (in United States dollars) as a proportion of total GDP","1","BX_TRF_PWKR","Volume of remittances (in United States dollars) as a proportion of total GDP (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","4.38","4.45","4.04","3.38","3.13","2.98","2.92","4.64","4.52","4.79","5.66","6.15","6.36","6.42","6.72","6.06","5.64","6.40","",2015.0,"6.40","Data nature not available","World Development Indicators, World Bank"
"238","Falkland Islands (Malvinas)","FLK","-58.75246778","-51.74562601","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.3","Mobilize additional financial resources for developing countries from multiple sources","17.3.2","Volume of remittances (in United States dollars) as a proportion of total GDP","1","BX_TRF_PWKR","Volume of remittances (in United States dollars) as a proportion of total GDP (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"239","South Georgia and the South Sandwich Islands","SGS","-36.90662765","-54.20736749","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.3","Mobilize additional financial resources for developing countries from multiple sources","17.3.2","Volume of remittances (in United States dollars) as a proportion of total GDP","1","BX_TRF_PWKR","Volume of remittances (in United States dollars) as a proportion of total GDP (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"242","Fiji","FJI","177.9660884","-17.83301566","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.3","Mobilize additional financial resources for developing countries from multiple sources","17.3.2","Volume of remittances (in United States dollars) as a proportion of total GDP","1","BX_TRF_PWKR","Volume of remittances (in United States dollars) as a proportion of total GDP (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","1.64","1.39","1.48","1.60","1.62","1.66","1.57","1.65","1.56","1.19","2.57","4.67","5.39","5.34","6.33","6.76","6.59","5.38","4.16","5.97","5.59","4.25","4.80","4.86","4.94","5.72","1.71",2016.0,"1.71","Data nature not available","World Development Indicators, World Bank"
"246","Finland","FIN","23.308447","61.91586738","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.3","Mobilize additional financial resources for developing countries from multiple sources","17.3.2","Volume of remittances (in United States dollars) as a proportion of total GDP","1","BX_TRF_PWKR","Volume of remittances (in United States dollars) as a proportion of total GDP (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","0.04","0.08","0.09","0.09","0.06","0.06","0.11","0.19","0.28","0.33","0.38","0.38","0.34","0.31","0.34","0.34","0.33","0.32","0.34","0.34","0.36","0.28","0.34","0.36","0.33","0.35","0.34",2016.0,"0.34","Data nature not available","World Development Indicators, World Bank"
"248","Åland Islands","ALA","19.80945969","60.1544901","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.3","Mobilize additional financial resources for developing countries from multiple sources","17.3.2","Volume of remittances (in United States dollars) as a proportion of total GDP","1","BX_TRF_PWKR","Volume of remittances (in United States dollars) as a proportion of total GDP (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"250","France","FRA","2.457288129","46.62660861","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.3","Mobilize additional financial resources for developing countries from multiple sources","17.3.2","Volume of remittances (in United States dollars) as a proportion of total GDP","1","BX_TRF_PWKR","Volume of remittances (in United States dollars) as a proportion of total GDP (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","0.32","0.36","0.37","0.38","0.28","0.28","0.27","0.67","0.66","0.63","0.65","0.66","0.71","0.66","0.63","0.64","0.67","0.66","0.69","0.73","0.75","0.80","0.85","0.87","0.89","0.98","0.99",2016.0,"0.99","Data nature not available","World Development Indicators, World Bank"
"254","French Guiana","GUF","-53.23619089","3.922673437","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.3","Mobilize additional financial resources for developing countries from multiple sources","17.3.2","Volume of remittances (in United States dollars) as a proportion of total GDP","1","BX_TRF_PWKR","Volume of remittances (in United States dollars) as a proportion of total GDP (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"258","French Polynesia","PYF","-149.4052367","-17.67709294","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.3","Mobilize additional financial resources for developing countries from multiple sources","17.3.2","Volume of remittances (in United States dollars) as a proportion of total GDP","1","BX_TRF_PWKR","Volume of remittances (in United States dollars) as a proportion of total GDP (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"260","French Southern Territories","ATF","69.64849091","-49.6068576","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.3","Mobilize additional financial resources for developing countries from multiple sources","17.3.2","Volume of remittances (in United States dollars) as a proportion of total GDP","1","BX_TRF_PWKR","Volume of remittances (in United States dollars) as a proportion of total GDP (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"262","Djibouti","DJI","42.18274707","11.56004161","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.3","Mobilize additional financial resources for developing countries from multiple sources","17.3.2","Volume of remittances (in United States dollars) as a proportion of total GDP","1","BX_TRF_PWKR","Volume of remittances (in United States dollars) as a proportion of total GDP (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","2.84","2.74","4.08","2.76","2.39","2.22","2.28","2.32","2.16","2.23","2.09","2.53","3.97","3.71","3.65","3.70","3.38","3.04","3.09","2.89","2.61","2.46","2.45","2.24","3.67","",2015.0,"3.67","Data nature not available","World Development Indicators, World Bank"
"266","Gabon","GAB","11.78727747","-0.60687619","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.3","Mobilize additional financial resources for developing countries from multiple sources","17.3.2","Volume of remittances (in United States dollars) as a proportion of total GDP","1","BX_TRF_PWKR","Volume of remittances (in United States dollars) as a proportion of total GDP (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","0.01","0.03","0.04","0.07","0.09","0.09","0.10","0.12","0.12","0.09","0.12","0.11","0.05","0.09","0.09","0.12","","","","","","","","","","","",2005.0,"0.12","Data nature not available","World Development Indicators, World Bank"
"268","Georgia","GEO","43.3713615","42.04813028","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.3","Mobilize additional financial resources for developing countries from multiple sources","17.3.2","Volume of remittances (in United States dollars) as a proportion of total GDP","1","BX_TRF_PWKR","Volume of remittances (in United States dollars) as a proportion of total GDP (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","8.09","10.32","12.89","6.74","6.79","6.67","6.22","7.00","6.96","8.10","8.68","8.32","10.32","10.17","10.72","11.17","12.05","12.03","10.42","10.58",2016.0,"10.58","Data nature not available","World Development Indicators, World Bank"
"270","Gambia","GMB","-15.39944785","13.45295927","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.3","Mobilize additional financial resources for developing countries from multiple sources","17.3.2","Volume of remittances (in United States dollars) as a proportion of total GDP","1","BX_TRF_PWKR","Volume of remittances (in United States dollars) as a proportion of total GDP (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","11.10","10.50","9.50","9.74","6.97","6.71","8.86","12.16","10.17","11.69","12.22","16.53","14.98","21.50",2016.0,"21.50","Data nature not available","World Development Indicators, World Bank"
"275","State of Palestine","PSE","35.25694122","31.94347933","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.3","Mobilize additional financial resources for developing countries from multiple sources","17.3.2","Volume of remittances (in United States dollars) as a proportion of total GDP","1","BX_TRF_PWKR","Volume of remittances (in United States dollars) as a proportion of total GDP (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","17.73","15.91","16.58","26.02","25.67","20.03","20.12","21.70","7.81","9.21","7.83","9.45","10.87","11.10","10.39","10.40","10.91","15.40","12.01","14.19","14.41","14.61",2016.0,"14.61","Data nature not available","World Development Indicators, World Bank"
"276","Germany","DEU","10.3806066","51.08862743","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.3","Mobilize additional financial resources for developing countries from multiple sources","17.3.2","Volume of remittances (in United States dollars) as a proportion of total GDP","1","BX_TRF_PWKR","Volume of remittances (in United States dollars) as a proportion of total GDP (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","0.28","0.26","0.23","0.21","0.20","0.17","0.17","0.17","0.17","0.17","0.18","0.20","0.22","0.23","0.23","0.24","0.25","0.28","0.29","0.36","0.37","0.41","0.41","0.44","0.45","0.48","0.48",2016.0,"0.48","Data nature not available","World Development Indicators, World Bank"
"288","Ghana","GHA","-1.205623522","7.964825185","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.3","Mobilize additional financial resources for developing countries from multiple sources","17.3.2","Volume of remittances (in United States dollars) as a proportion of total GDP","1","BX_TRF_PWKR","Volume of remittances (in United States dollars) as a proportion of total GDP (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","0.10","0.09","0.11","0.17","0.29","0.27","0.40","0.38","0.39","0.40","0.65","0.86","0.71","0.85","0.93","0.92","0.52","0.47","0.44","0.44","0.42","5.40","5.14","3.90","5.20","13.27","6.98",2016.0,"6.98","Data nature not available","World Development Indicators, World Bank"
"292","Gibraltar","GIB","-5.347561686","36.13895036","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.3","Mobilize additional financial resources for developing countries from multiple sources","17.3.2","Volume of remittances (in United States dollars) as a proportion of total GDP","1","BX_TRF_PWKR","Volume of remittances (in United States dollars) as a proportion of total GDP (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"296","Kiribati","KIR","-157.5643005","1.768837732","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.3","Mobilize additional financial resources for developing countries from multiple sources","17.3.2","Volume of remittances (in United States dollars) as a proportion of total GDP","1","BX_TRF_PWKR","Volume of remittances (in United States dollars) as a proportion of total GDP (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","12.92","12.75","12.62","13.00","12.58","","","","","","","","","","","","11.97","10.66","10.33","10.77","10.21","9.61","9.38","9.19","9.38","9.52","9.63",2016.0,"9.63","Data nature not available","World Development Indicators, World Bank"
"300","Greece","GRC","22.58307827","39.47301873","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.3","Mobilize additional financial resources for developing countries from multiple sources","17.3.2","Volume of remittances (in United States dollars) as a proportion of total GDP","1","BX_TRF_PWKR","Volume of remittances (in United States dollars) as a proportion of total GDP (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","1.86","2.07","2.18","2.44","2.48","2.40","2.11","2.14","1.85","1.60","1.69","1.48","1.08","0.77","0.52","0.49","0.56","0.78","0.76","0.61","0.50","0.41","0.28","0.34","0.31","0.22","0.17",2016.0,"0.17","Data nature not available","World Development Indicators, World Bank"
"304","Greenland","GRL","-41.39371316","74.75625681","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.3","Mobilize additional financial resources for developing countries from multiple sources","17.3.2","Volume of remittances (in United States dollars) as a proportion of total GDP","1","BX_TRF_PWKR","Volume of remittances (in United States dollars) as a proportion of total GDP (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"308","Grenada","GRD","-61.68248568","12.11238395","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.3","Mobilize additional financial resources for developing countries from multiple sources","17.3.2","Volume of remittances (in United States dollars) as a proportion of total GDP","1","BX_TRF_PWKR","Volume of remittances (in United States dollars) as a proportion of total GDP (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","6.46","2.75","2.77","5.93","8.05","5.80","5.71","5.49","4.95","4.80","4.66","4.67","4.58","4.28","8.03","3.86","4.07","3.77","3.49","3.59","3.69","3.72","3.66","3.52","4.48","4.34","0.11",2016.0,"0.11","Data nature not available","World Development Indicators, World Bank"
"312","Guadeloupe","GLP","-61.64762115","16.14416917","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.3","Mobilize additional financial resources for developing countries from multiple sources","17.3.2","Volume of remittances (in United States dollars) as a proportion of total GDP","1","BX_TRF_PWKR","Volume of remittances (in United States dollars) as a proportion of total GDP (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"316","Guam","GUM","144.7029305","13.35485404","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.3","Mobilize additional financial resources for developing countries from multiple sources","17.3.2","Volume of remittances (in United States dollars) as a proportion of total GDP","1","BX_TRF_PWKR","Volume of remittances (in United States dollars) as a proportion of total GDP (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"320","Guatemala","GTM","-91.2312746","15.00273719","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.3","Mobilize additional financial resources for developing countries from multiple sources","17.3.2","Volume of remittances (in United States dollars) as a proportion of total GDP","1","BX_TRF_PWKR","Volume of remittances (in United States dollars) as a proportion of total GDP (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","1.55","1.90","2.21","2.11","2.19","2.44","2.39","2.29","2.35","2.54","3.09","3.39","7.70","9.80","10.96","11.27","12.24","12.42","11.40","10.65","10.24","9.49","9.98","9.99","9.94","10.31","10.87",2016.0,"10.87","Data nature not available","World Development Indicators, World Bank"
"324","Guinea","GIN","-11.28173419","11.00210343","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.3","Mobilize additional financial resources for developing countries from multiple sources","17.3.2","Volume of remittances (in United States dollars) as a proportion of total GDP","1","BX_TRF_PWKR","Volume of remittances (in United States dollars) as a proportion of total GDP (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","0.67","0.45","0.28","0.15","0.01","0.02","0.03","0.04","0.14","0.17","0.04","0.31","0.51","3.22","1.14","1.42","0.70","0.24","0.88","0.77","0.67","0.95","0.90","1.11","1.38","1.49","0.64",2016.0,"0.64","Data nature not available","World Development Indicators, World Bank"
"328","Guyana","GUY","-58.97322037","4.788012784","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.3","Mobilize additional financial resources for developing countries from multiple sources","17.3.2","Volume of remittances (in United States dollars) as a proportion of total GDP","1","BX_TRF_PWKR","Volume of remittances (in United States dollars) as a proportion of total GDP (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","0.28","0.27","0.25","0.27","2.07","2.00","1.95","2.95","3.83","3.20","7.06","13.38","19.47","24.40","14.95","16.00","14.25","12.71","16.18","16.00","16.40","10.98","10.71","9.18","8.38",2016.0,"8.38","Data nature not available","World Development Indicators, World Bank"
"332","Haiti","HTI","-72.33640958","18.40426539","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.3","Mobilize additional financial resources for developing countries from multiple sources","17.3.2","Volume of remittances (in United States dollars) as a proportion of total GDP","1","BX_TRF_PWKR","Volume of remittances (in United States dollars) as a proportion of total GDP (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","8.79","10.16","14.62","17.34","19.46","27.40","26.33","22.88","22.35","20.77","20.92","20.89","22.25","20.64","20.43","21.07","22.53","25.17","29.40",2016.0,"29.40","Data nature not available","World Development Indicators, World Bank"
"334","Heard Island and McDonald Islands","HMD","73.52633626","-53.09106147","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.3","Mobilize additional financial resources for developing countries from multiple sources","17.3.2","Volume of remittances (in United States dollars) as a proportion of total GDP","1","BX_TRF_PWKR","Volume of remittances (in United States dollars) as a proportion of total GDP (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"336","Holy See","VAT","12.45315803","41.90343751","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.3","Mobilize additional financial resources for developing countries from multiple sources","17.3.2","Volume of remittances (in United States dollars) as a proportion of total GDP","1","BX_TRF_PWKR","Volume of remittances (in United States dollars) as a proportion of total GDP (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"340","Honduras","HND","-86.59974381","14.82243161","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.3","Mobilize additional financial resources for developing countries from multiple sources","17.3.2","Volume of remittances (in United States dollars) as a proportion of total GDP","1","BX_TRF_PWKR","Volume of remittances (in United States dollars) as a proportion of total GDP (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","2.06","2.69","3.28","1.83","2.59","3.17","3.90","4.07","4.33","6.11","6.68","8.07","10.31","10.63","13.33","18.66","21.56","21.29","20.46","16.98","16.53","15.87","15.76","16.75","17.06","17.59","17.96",2016.0,"17.96","Data nature not available","World Development Indicators, World Bank"
"344","China, Hong Kong Special Administrative Region","HKG","114.0266445","22.41749934","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.3","Mobilize additional financial resources for developing countries from multiple sources","17.3.2","Volume of remittances (in United States dollars) as a proportion of total GDP","1","BX_TRF_PWKR","Volume of remittances (in United States dollars) as a proportion of total GDP (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","0.09","0.08","0.08","0.09","0.07","0.07","0.14","0.16","0.15","0.15","0.16","0.16","0.15","0.14","0.14","0.13","0.13","0.12","0.12",2016.0,"0.12","Data nature not available","World Development Indicators, World Bank"
"348","Hungary","HUN","19.41221519","47.1651448","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.3","Mobilize additional financial resources for developing countries from multiple sources","17.3.2","Volume of remittances (in United States dollars) as a proportion of total GDP","1","BX_TRF_PWKR","Volume of remittances (in United States dollars) as a proportion of total GDP (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","0.30","0.33","0.41","0.39","0.37","0.47","0.45","0.34","0.29","1.61","1.69","1.80","1.65","1.60","1.34","1.58","1.98","2.76","3.40","3.40","3.63","3.70",2016.0,"3.70","Data nature not available","World Development Indicators, World Bank"
"352","Iceland","ISL","-19.02116966","64.79134763","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.3","Mobilize additional financial resources for developing countries from multiple sources","17.3.2","Volume of remittances (in United States dollars) as a proportion of total GDP","1","BX_TRF_PWKR","Volume of remittances (in United States dollars) as a proportion of total GDP (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","0.95","0.94","0.89","0.92","0.74","0.50","0.44","0.54","0.34","0.35","0.40","0.48","0.70","0.43","0.44","0.39","0.47","0.52","0.68","0.73","1.02","1.03","1.08","1.31","1.24","1.24","1.00",2016.0,"1.00","Data nature not available","World Development Indicators, World Bank"
"356","India","IND","79.3608464","22.34642074","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.3","Mobilize additional financial resources for developing countries from multiple sources","17.3.2","Volume of remittances (in United States dollars) as a proportion of total GDP","1","BX_TRF_PWKR","Volume of remittances (in United States dollars) as a proportion of total GDP (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","0.75","1.23","1.02","1.28","1.81","1.75","2.26","2.52","2.28","2.46","2.79","2.98","3.10","3.50","2.68","2.74","3.08","3.10","4.21","3.72","3.23","3.43","3.77","3.77","3.46","3.30","2.77",2016.0,"2.77","Data nature not available","World Development Indicators, World Bank"
"360","Indonesia","IDN","113.9174","-0.994582204","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.3","Mobilize additional financial resources for developing countries from multiple sources","17.3.2","Volume of remittances (in United States dollars) as a proportion of total GDP","1","BX_TRF_PWKR","Volume of remittances (in United States dollars) as a proportion of total GDP (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","0.15","0.10","0.17","0.21","0.24","0.30","0.33","0.32","0.94","0.74","0.68","0.61","0.60","0.60","0.68","1.78","1.47","1.34","1.25","1.18","0.92","0.78","0.79","0.83","0.96","1.12","0.95",2016.0,"0.95","Data nature not available","World Development Indicators, World Bank"
"364","Iran (Islamic Republic of)","IRN","54.19766348","32.74370885","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.3","Mobilize additional financial resources for developing countries from multiple sources","17.3.2","Volume of remittances (in United States dollars) as a proportion of total GDP","1","BX_TRF_PWKR","Volume of remittances (in United States dollars) as a proportion of total GDP (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","2.35","1.67","1.66","0.55","0.35","0.62","0.45","0.49","0.54","0.66","0.77","0.54","0.46","0.39","0.32","0.27","0.26","0.24","0.23","0.22","0.28","0.31","0.34","0.32",2016.0,"0.32","Data nature not available","World Development Indicators, World Bank"
"368","Iraq","IRQ","43.76606267","33.05013795","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.3","Mobilize additional financial resources for developing countries from multiple sources","17.3.2","Volume of remittances (in United States dollars) as a proportion of total GDP","1","BX_TRF_PWKR","Volume of remittances (in United States dollars) as a proportion of total GDP (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","1.42","0.60","0.00","0.05","0.14","0.13","0.12","0.12","0.31","0.31","0.56","0.58",2016.0,"0.58","Data nature not available","World Development Indicators, World Bank"
"372","Ireland","IRL","-7.121425272","53.25274054","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.3","Mobilize additional financial resources for developing countries from multiple sources","17.3.2","Volume of remittances (in United States dollars) as a proportion of total GDP","1","BX_TRF_PWKR","Volume of remittances (in United States dollars) as a proportion of total GDP (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","0.58","0.56","0.58","0.57","0.57","0.50","0.48","0.38","0.30","0.30","0.25","0.22","0.25","0.21","0.21","0.24","0.23","0.22","0.23","0.24","0.30","0.32","0.31","0.30","0.28","0.21","0.19",2016.0,"0.19","Data nature not available","World Development Indicators, World Bank"
"376","Israel","ISR","34.62277992","31.06164552","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.3","Mobilize additional financial resources for developing countries from multiple sources","17.3.2","Volume of remittances (in United States dollars) as a proportion of total GDP","1","BX_TRF_PWKR","Volume of remittances (in United States dollars) as a proportion of total GDP (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","1.38","1.30","1.54","1.66","1.86","0.18","0.14","0.17","0.12","0.15","0.14","0.15","0.14","0.13","0.22","0.26","0.32","0.32","0.29","0.24","0.24","0.23","0.27","0.26","0.28","0.29","0.30",2016.0,"0.30","Data nature not available","World Development Indicators, World Bank"
"380","Italy","ITA","12.57022427","42.79917282","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.3","Mobilize additional financial resources for developing countries from multiple sources","17.3.2","Volume of remittances (in United States dollars) as a proportion of total GDP","1","BX_TRF_PWKR","Volume of remittances (in United States dollars) as a proportion of total GDP (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","0.43","0.30","0.23","0.25","0.22","0.19","0.19","0.18","0.16","0.15","0.16","0.17","0.18","0.19","0.20","0.22","0.21","0.21","0.31","0.32","0.38","0.38","0.44","0.44","0.47","0.52","0.51",2016.0,"0.51","Data nature not available","World Development Indicators, World Bank"
"384","Côte d'Ivoire","CIV","-5.552690016","7.62211586","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.3","Mobilize additional financial resources for developing countries from multiple sources","17.3.2","Volume of remittances (in United States dollars) as a proportion of total GDP","1","BX_TRF_PWKR","Volume of remittances (in United States dollars) as a proportion of total GDP (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","0.41","0.40","0.44","0.52","1.33","1.37","1.21","1.16","1.13","1.11","1.11","1.04","0.97","0.93","0.96","0.96","0.94","0.91","0.82","1.30","1.50","1.56","1.36","1.23","1.09","1.01","0.94",2016.0,"0.94","Data nature not available","World Development Indicators, World Bank"
