series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Sex	Units	Sex description	Units description	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	132	-23.63544151	15.07791834	CPV	Cabo Verde	3	MALE	PERCENT	Male	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	136	-81.16740559	19.32266656	CYM	Cayman Islands	1	FEMALE	PERCENT	Female	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	136	-81.16740559	19.32266656	CYM	Cayman Islands	2	BOTHSEX	PERCENT	Both	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	136	-81.16740559	19.32266656	CYM	Cayman Islands	3	MALE	PERCENT	Male	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	140	20.93559492	7.003720791	CAF	Central African Republic	1	FEMALE	PERCENT	Female	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	140	20.93559492	7.003720791	CAF	Central African Republic	2	BOTHSEX	PERCENT	Both	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	140	20.93559492	7.003720791	CAF	Central African Republic	3	MALE	PERCENT	Male	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	144	80.70489654	7.614693343	LKA	Sri Lanka	1	FEMALE	PERCENT	Female	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	144	80.70489654	7.614693343	LKA	Sri Lanka	2	BOTHSEX	PERCENT	Both	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	144	80.70489654	7.614693343	LKA	Sri Lanka	3	MALE	PERCENT	Male	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	148	18.66618401	15.36279341	TCD	Chad	1	FEMALE	PERCENT	Female	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	148	18.66618401	15.36279341	TCD	Chad	2	BOTHSEX	PERCENT	Both	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	148	18.66618401	15.36279341	TCD	Chad	3	MALE	PERCENT	Male	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	152	-71.23029019	-35.2652885	CHL	Chile	1	FEMALE	PERCENT	Female	Percentage								43.94	43.98	41.45	40.04	40.92	40.24	40.59		40.4475	2016	40.59	CHL - LFS - National Employment Survey	CA
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	152	-71.23029019	-35.2652885	CHL	Chile	2	BOTHSEX	PERCENT	Both	Percentage								40.7	39.74	37.43	36.63	37.81	37.84	38.27		37.6375	2016	38.27	CHL - LFS - National Employment Survey	CA
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	152	-71.23029019	-35.2652885	CHL	Chile	3	MALE	PERCENT	Male	Percentage								38.43	36.69	34.48	34.11	35.44	36.03	36.52		35.525	2016	36.52	CHL - LFS - National Employment Survey	CA
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	156	104.1403375	32.30955217	CHN	China	1	FEMALE	PERCENT	Female	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	156	104.1403375	32.30955217	CHN	China	2	BOTHSEX	PERCENT	Both	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	156	104.1403375	32.30955217	CHN	China	3	MALE	PERCENT	Male	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	162	105.6426067	-10.4882473	CXR	Christmas Island	1	FEMALE	PERCENT	Female	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	162	105.6426067	-10.4882473	CXR	Christmas Island	2	BOTHSEX	PERCENT	Both	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	162	105.6426067	-10.4882473	CXR	Christmas Island	3	MALE	PERCENT	Male	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	166	96.82633757	-12.18600682	CCK	Cocos (Keeling) Islands	1	FEMALE	PERCENT	Female	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	166	96.82633757	-12.18600682	CCK	Cocos (Keeling) Islands	2	BOTHSEX	PERCENT	Both	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	166	96.82633757	-12.18600682	CCK	Cocos (Keeling) Islands	3	MALE	PERCENT	Male	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	170	-73.07446751	3.888209046	COL	Colombia	1	FEMALE	PERCENT	Female	Percentage								65.24	64.74	64.63	62.45	60.87	60.38	59.12		60.705	2016	59.12	COL - LFS - Integrated Household Survey	CA
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	170	-73.07446751	3.888209046	COL	Colombia	2	BOTHSEX	PERCENT	Both	Percentage								62.41	61.79	61.31	59.46	57.8	57.59	56.7		57.8875	2016	56.7	COL - LFS - Integrated Household Survey	CA
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	170	-73.07446751	3.888209046	COL	Colombia	3	MALE	PERCENT	Male	Percentage								59.97	59.25	58.43	56.85	55.13	55.17	54.6		55.4375	2016	54.6	COL - LFS - Integrated Household Survey	CA
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	174	43.34234565	-11.66121732	COM	Comoros	1	FEMALE	PERCENT	Female	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	174	43.34234565	-11.66121732	COM	Comoros	2	BOTHSEX	PERCENT	Both	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	174	43.34234565	-11.66121732	COM	Comoros	3	MALE	PERCENT	Male	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	175	45.14015057	-12.82217691	MYT	Mayotte	1	FEMALE	PERCENT	Female	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	175	45.14015057	-12.82217691	MYT	Mayotte	2	BOTHSEX	PERCENT	Both	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	175	45.14015057	-12.82217691	MYT	Mayotte	3	MALE	PERCENT	Male	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	178	15.22052612	-0.840544119	COG	Congo	1	FEMALE	PERCENT	Female	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	178	15.22052612	-0.840544119	COG	Congo	2	BOTHSEX	PERCENT	Both	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	178	15.22052612	-0.840544119	COG	Congo	3	MALE	PERCENT	Male	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	180	23.65496507	-2.877154732	COD	Democratic Republic of the Congo	1	FEMALE	PERCENT	Female	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	180	23.65496507	-2.877154732	COD	Democratic Republic of the Congo	2	BOTHSEX	PERCENT	Both	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	180	23.65496507	-2.877154732	COD	Democratic Republic of the Congo	3	MALE	PERCENT	Male	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	184	-159.7711391	-21.22696458	COK	Cook Islands	1	FEMALE	PERCENT	Female	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	184	-159.7711391	-21.22696458	COK	Cook Islands	2	BOTHSEX	PERCENT	Both	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	184	-159.7711391	-21.22696458	COK	Cook Islands	3	MALE	PERCENT	Male	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	188	-84.19712782	9.970998683	CRI	Costa Rica	1	FEMALE	PERCENT	Female	Percentage									38.57	43.45	46.85	46.81	47.39	43.51		46.14	2016	43.51	CRI - LFS - Continuous Employment Survey	CA
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	188	-84.19712782	9.970998683	CRI	Costa Rica	2	BOTHSEX	PERCENT	Both	Percentage									34.35	37.59	41.84	41.5	42.32	40.32		41.495	2016	40.32	CRI - LFS - Continuous Employment Survey	CA
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	188	-84.19712782	9.970998683	CRI	Costa Rica	3	MALE	PERCENT	Male	Percentage									31.64	33.44	38.27	37.79	38.72	38.19		38.2425	2016	38.19	CRI - LFS - Continuous Employment Survey	CA
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	191	17.95874553	45.45172212	HRV	Croatia	1	FEMALE	PERCENT	Female	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	191	17.95874553	45.45172212	HRV	Croatia	2	BOTHSEX	PERCENT	Both	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	191	17.95874553	45.45172212	HRV	Croatia	3	MALE	PERCENT	Male	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	192	-79.54460144	22.10030366	CUB	Cuba	1	FEMALE	PERCENT	Female	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	192	-79.54460144	22.10030366	CUB	Cuba	2	BOTHSEX	PERCENT	Both	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	192	-79.54460144	22.10030366	CUB	Cuba	3	MALE	PERCENT	Male	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	196	33.22285964	35.05659437	CYP	Cyprus	1	FEMALE	PERCENT	Female	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	196	33.22285964	35.05659437	CYP	Cyprus	2	BOTHSEX	PERCENT	Both	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	196	33.22285964	35.05659437	CYP	Cyprus	3	MALE	PERCENT	Male	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	203	15.33151382	49.73913871	CZE	Czechia	1	FEMALE	PERCENT	Female	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	203	15.33151382	49.73913871	CZE	Czechia	2	BOTHSEX	PERCENT	Both	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	203	15.33151382	49.73913871	CZE	Czechia	3	MALE	PERCENT	Male	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	204	2.339933594	9.65401646	BEN	Benin	1	FEMALE	PERCENT	Female	Percentage									97.7								2011	97.7	BEN - HIES - Monitoring survey of the Modular and Integrated Survey of Household Living Conditions	CA
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	204	2.339933594	9.65401646	BEN	Benin	2	BOTHSEX	PERCENT	Both	Percentage									94.54								2011	94.54	BEN - HIES - Monitoring survey of the Modular and Integrated Survey of Household Living Conditions	CA
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	204	2.339933594	9.65401646	BEN	Benin	3	MALE	PERCENT	Male	Percentage									90.16								2011	90.16	BEN - HIES - Monitoring survey of the Modular and Integrated Survey of Household Living Conditions	CA
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	208	9.326571283	56.03829721	DNK	Denmark	1	FEMALE	PERCENT	Female	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	208	9.326571283	56.03829721	DNK	Denmark	2	BOTHSEX	PERCENT	Both	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	208	9.326571283	56.03829721	DNK	Denmark	3	MALE	PERCENT	Male	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	212	-61.3493756	15.43391378	DMA	Dominica	1	FEMALE	PERCENT	Female	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	212	-61.3493756	15.43391378	DMA	Dominica	2	BOTHSEX	PERCENT	Both	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	212	-61.3493756	15.43391378	DMA	Dominica	3	MALE	PERCENT	Male	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	214	-70.49847576	18.89832088	DOM	Dominican Republic	1	FEMALE	PERCENT	Female	Percentage			67.92	63.32	56.34	57.65		53.67	52.54	54.65	55	52.98	52.16	52.93		53.2675	2016	52.93	DOM - LFS - Continuous National Labour Force Survey	CA
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	214	-70.49847576	18.89832088	DOM	Dominican Republic	2	BOTHSEX	PERCENT	Both	Percentage			67.24	62.2	53.86	54.57		50.6	51.61	53.17	52.99	51.73	52.86	53.2		52.695	2016	53.2	DOM - LFS - Continuous National Labour Force Survey	CA
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	214	-70.49847576	18.89832088	DOM	Dominican Republic	3	MALE	PERCENT	Male	Percentage			66.81	61.47	52.25	52.5		48.49	50.94	52.13	51.57	50.86	53.37	53.4		52.3	2016	53.4	DOM - LFS - Continuous National Labour Force Survey	CA
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	218	-78.37005241	-1.447785891	ECU	Ecuador	1	FEMALE	PERCENT	Female	Percentage								58.49	55.35	52.74	51.69	50	51.19	53.87		51.6875	2016	53.87	ECU - LFS - National Survey on Employment, Unemployment and Underemployment	CA
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	218	-78.37005241	-1.447785891	ECU	Ecuador	2	BOTHSEX	PERCENT	Both	Percentage								56.85	52.89	50.3	49.24	47.96	48.3	50.98		49.12	2016	50.98	ECU - LFS - National Survey on Employment, Unemployment and Underemployment	CA
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	218	-78.37005241	-1.447785891	ECU	Ecuador	3	MALE	PERCENT	Male	Percentage								55.62	51.03	48.43	47.41	46.5	46.16	48.76		47.2075	2016	48.76	ECU - LFS - National Survey on Employment, Unemployment and Underemployment	CA
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	222	-88.86862995	13.73603564	SLV	El Salvador	1	FEMALE	PERCENT	Female	Percentage								71.83	71.72	72.25	72.04	70	69.34	71.87		70.8125	2016	71.87	SLV - HS - Multi-purpose household survey	CA
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	222	-88.86862995	13.73603564	SLV	El Salvador	2	BOTHSEX	PERCENT	Both	Percentage								65.83	65.65	66.02	65.2	62.85	62.91	63.15		63.5275	2016	63.15	SLV - HS - Multi-purpose household survey	CA
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	222	-88.86862995	13.73603564	SLV	El Salvador	3	MALE	PERCENT	Male	Percentage								59.74	59.69	59.75	58.22	55.66	56.79	54.55		56.305	2016	54.55	SLV - HS - Multi-purpose household survey	CA
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	226	10.46535826	1.565792376	GNQ	Equatorial Guinea	1	FEMALE	PERCENT	Female	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	226	10.46535826	1.565792376	GNQ	Equatorial Guinea	2	BOTHSEX	PERCENT	Both	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	226	10.46535826	1.565792376	GNQ	Equatorial Guinea	3	MALE	PERCENT	Male	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	231	39.63505296	8.631223181	ETH	Ethiopia	1	FEMALE	PERCENT	Female	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	231	39.63505296	8.631223181	ETH	Ethiopia	2	BOTHSEX	PERCENT	Both	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	231	39.63505296	8.631223181	ETH	Ethiopia	3	MALE	PERCENT	Male	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	232	38.11074289	16.12894644	ERI	Eritrea	1	FEMALE	PERCENT	Female	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	232	38.11074289	16.12894644	ERI	Eritrea	2	BOTHSEX	PERCENT	Both	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	232	38.11074289	16.12894644	ERI	Eritrea	3	MALE	PERCENT	Male	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	233	25.84093481	58.68487172	EST	Estonia	1	FEMALE	PERCENT	Female	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	233	25.84093481	58.68487172	EST	Estonia	2	BOTHSEX	PERCENT	Both	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	233	25.84093481	58.68487172	EST	Estonia	3	MALE	PERCENT	Male	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	234	-7.122044325	62.21228119	FRO	Faroe Islands	1	FEMALE	PERCENT	Female	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	234	-7.122044325	62.21228119	FRO	Faroe Islands	2	BOTHSEX	PERCENT	Both	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	234	-7.122044325	62.21228119	FRO	Faroe Islands	3	MALE	PERCENT	Male	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	238	-58.75246778	-51.74562601	FLK	Falkland Islands (Malvinas)	1	FEMALE	PERCENT	Female	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	238	-58.75246778	-51.74562601	FLK	Falkland Islands (Malvinas)	2	BOTHSEX	PERCENT	Both	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	238	-58.75246778	-51.74562601	FLK	Falkland Islands (Malvinas)	3	MALE	PERCENT	Male	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	239	-36.90662765	-54.20736749	SGS	South Georgia and the South Sandwich Islands	1	FEMALE	PERCENT	Female	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	239	-36.90662765	-54.20736749	SGS	South Georgia and the South Sandwich Islands	2	BOTHSEX	PERCENT	Both	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	239	-36.90662765	-54.20736749	SGS	South Georgia and the South Sandwich Islands	3	MALE	PERCENT	Male	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	242	177.9660884	-17.83301566	FJI	Fiji	1	FEMALE	PERCENT	Female	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	242	177.9660884	-17.83301566	FJI	Fiji	2	BOTHSEX	PERCENT	Both	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	242	177.9660884	-17.83301566	FJI	Fiji	3	MALE	PERCENT	Male	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	246	23.308447	61.91586738	FIN	Finland	1	FEMALE	PERCENT	Female	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	246	23.308447	61.91586738	FIN	Finland	2	BOTHSEX	PERCENT	Both	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	246	23.308447	61.91586738	FIN	Finland	3	MALE	PERCENT	Male	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	248	19.80945969	60.1544901	ALA	Åland Islands	1	FEMALE	PERCENT	Female	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	248	19.80945969	60.1544901	ALA	Åland Islands	2	BOTHSEX	PERCENT	Both	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	248	19.80945969	60.1544901	ALA	Åland Islands	3	MALE	PERCENT	Male	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	250	2.457288129	46.62660861	FRA	France	1	FEMALE	PERCENT	Female	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	250	2.457288129	46.62660861	FRA	France	2	BOTHSEX	PERCENT	Both	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	250	2.457288129	46.62660861	FRA	France	3	MALE	PERCENT	Male	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	254	-53.23619089	3.922673437	GUF	French Guiana	1	FEMALE	PERCENT	Female	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	254	-53.23619089	3.922673437	GUF	French Guiana	2	BOTHSEX	PERCENT	Both	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	254	-53.23619089	3.922673437	GUF	French Guiana	3	MALE	PERCENT	Male	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	258	-149.4052367	-17.67709294	PYF	French Polynesia	1	FEMALE	PERCENT	Female	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	258	-149.4052367	-17.67709294	PYF	French Polynesia	2	BOTHSEX	PERCENT	Both	Percentage																				
