series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Units	Units description	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2018.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars)	600	-60.54854225	-21.70216237	PRY	Paraguay	1	CU_USD	USD	195924	168478.25	805491.18	44725.8	136540	13468837.37	47295.42	102992.86			4539708.55	2013	102992.86	2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)	G
2018.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars)	604	-71.82093277	-13.58939705	PER	Peru	1	CU_USD	USD	26232.62	2223634.47	170658.94	0	56590.09	4370722.34	1937273.65	334646.69	15600000	446052.77	4537739.09	2015	446052.77	2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)	G
2018.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars)	608	120.8601418	14.16591706	PHL	Philippines	1	CU_USD	USD	773000.7	375640.3	138253.68	437898.49	211839.11	289895.06	1907056.91	538010.65	268429	6576861.01	1916050.526	2015	6576861.01	2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)	G
2018.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars)	612	-128.3225873	-24.37538456	PCN	Pitcairn	1	CU_USD	USD															
2018.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars)	616	19.40660158	52.1226733	POL	Poland	1	CU_USD	USD															
2018.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars)	620	-7.961599811	39.68509315	PRT	Portugal	1	CU_USD	USD															
2018.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars)	624	-14.40182514	12.11760394	GNB	Guinea-Bissau	1	CU_USD	USD	277508.31	269220.64	1500068.32	252140	193090.35	1068475.84	744176.91	48970.51	895769.9	88740.98724	569226.829448	2015	88740.98724	2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)	G
2018.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars)	626	125.9451052	-8.797497247	TLS	Timor-Leste	1	CU_USD	USD	172795.76	674851.53	11671677.08	235471	142430.64	726551.38	2352094.16	1712090.67	2083744.53	819371.6	1538770.468	2015	819371.6	2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)	G
2018.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars)	630	-66.47591017	18.22753799	PRI	Puerto Rico	1	CU_USD	USD															
2018.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars)	634	51.19152467	25.28355379	QAT	Qatar	1	CU_USD	USD			10000				3050		5400	3500	3983.33333333333	2015	3500	2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)	G
2018.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars)	638	55.53171398	-21.13183266	REU	Réunion	1	CU_USD	USD															
2018.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars)	642	24.98481009	45.83893563	ROU	Romania	1	CU_USD	USD															
2018.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars)	643	99.01404926	61.61899849	RUS	Russian Federation	1	CU_USD	USD		1e+07				273431					273431	2011	273431	2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)	G
2018.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars)	646	29.92310194	-1.999842114	RWA	Rwanda	1	CU_USD	USD	442848.6	16195009.69	534402.84	29858445.46	12441213.55	18494101.68	7525908.59	1789504	40238039.46	13409	13612192.546	2015	13409	2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)	G
2018.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars)	652	-62.83173536	17.89513362	BLM	Saint Barthélemy	1	CU_USD	USD															
2018.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars)	654	-5.705752501	-15.96503946	SHN	Saint Helena	1	CU_USD	USD															
2018.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars)	659	-62.76628613	17.33994219	KNA	Saint Kitts and Nevis	1	CU_USD	USD															
2018.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars)	660	-63.05651612	18.21525315	AIA	Anguilla	1	CU_USD	USD															
2018.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars)	662	-60.96529553	13.89405601	LCA	Saint Lucia	1	CU_USD	USD	108956.1	5101.42							40126	197085	118605.5	2015	197085	2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)	G
2018.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars)	663	-63.04505461	18.0882685	MAF	Saint Martin (French Part)	1	CU_USD	USD															
2018.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars)	666	-56.33682442	46.85812735	SPM	Saint Pierre and Miquelon	1	CU_USD	USD															
2018.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars)	670	-61.19024321	13.24627968	VCT	Saint Vincent and the Grenadines	1	CU_USD	USD	37730.48					680802.3		15884.24			348343.27	2013	15884.24	2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)	G
2018.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars)	674	12.46329038	43.93841766	SMR	San Marino	1	CU_USD	USD															
2018.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars)	678	6.609772265	0.241554875	STP	Sao Tome and Principe	1	CU_USD	USD	370530.87	180050.09	225296.2	10430	69350.96	70037.8	88312.11	0			52783.3033333333	2013	0	2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)	G
2018.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars)	682	44.54763347	24.12594211	SAU	Saudi Arabia	1	CU_USD	USD					2000	17553		44688			31120.5	2013	44688	2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)	G
2018.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars)	686	-14.46636926	14.35920905	SEN	Senegal	1	CU_USD	USD	343609.02	281028.06	631368.09	177804.28	136680.56	632821.4	1439350.44	5326102.81	2436938.88	1906810.38	2348404.782	2015	1906810.38	2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)	G
2018.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars)	688	20.805876	44.03145697	SRB	Serbia	1	CU_USD	USD	203399.78	1352222.3	7249107.54	2366454	4750395.71	34531770.67	2565568.48	966470.84	1186207.3	10000	7852003.458	2015	10000	2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)	G
2018.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars)	690	55.46561591	-4.678053059	SYC	Seychelles	1	CU_USD	USD				376000		850594.6					850594.6	2011	850594.6	2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)	G
2018.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars)	694	-11.78306584	8.568604164	SLE	Sierra Leone	1	CU_USD	USD	3019221	592088.2	1883727.66	357758.78	204022.64	790949.27	3970788.91	19498910.58	1650028	2071271	5596389.552	2015	2071271	2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)	G
2018.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars)	702	103.8107883	1.361009155	SGP	Singapore	1	CU_USD	USD															
2018.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars)	703	19.48495604	48.70741446	SVK	Slovakia	1	CU_USD	USD															
2018.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars)	704	105.802499	10.09643079	VNM	Viet Nam	1	CU_USD	USD	5598915.36	64435471.77	5737527.19	739829.14	7331401.46	2257220.53	8354374.14	1485296.58	6689305.01	370798.78	3831399.008	2015	370798.78	2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)	G
2018.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars)	705	14.82209486	46.11958061	SVN	Slovenia	1	CU_USD	USD															
2018.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars)	706	46.20367477	4.406485729	SOM	Somalia	1	CU_USD	USD	314620	698448.9	253210	337950	99286.24	4689094.69	1579132.23	8136137.9	854759	3802780	3812380.764	2015	3802780	2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)	G
2018.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars)	710	24.67184355	-29.99957544	ZAF	South Africa	1	CU_USD	USD	108159.4	317431.09	300094.02	99087.78	2618708.92	1508269.05	3076067.11	340264			1641533.38666667	2013	340264	2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)	G
2018.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars)	716	29.86909584	-19.00075492	ZWE	Zimbabwe	1	CU_USD	USD	254494.46	1825118.12	130295.92	1582477	619491.34	3317127.33	25396705.25	2892348.9	522025.9	452675.64	6516176.604	2015	452675.64	2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)	G
2018.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars)	724	-3.554078296	40.39211472	ESP	Spain	1	CU_USD	USD															
2018.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars)	728	30.32618773	7.290839152	SSD	South Sudan	1	CU_USD	USD			1224445			163177.47	22927470.76	19813963.6	15281213.12	203065.92	11677778.174	2015	203065.92	2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)	G
2018.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars)	732	-13.13515523	24.66265342	ESH	Western Sahara	1	CU_USD	USD															
2018.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars)	736	29.95650159	16.02643066	SDN	Sudan	1	CU_USD	USD															
2018.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars)	740	-55.90626394	4.132603197	SUR	Suriname	1	CU_USD	USD					70326.39	5031831.91	25369.87		55409	0	1278152.695	2015	0	2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)	G
2018.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars)	744	13.38071013	78.82894131	SJM	Svalbard and Jan Mayen Islands	1	CU_USD	USD															
2018.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars)	748	31.50149288	-26.56471011	SWZ	Swaziland	1	CU_USD	USD	90039.25	381401.42	241418.16	34284.46	62616.74	2076508.28	838105.75	10893.45			975169.16	2013	10893.45	2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)	G
2018.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars)	752	14.3775338	60.60103109	SWE	Sweden	1	CU_USD	USD															
2018.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars)	756	8.223158	46.96617097	CHE	Switzerland	1	CU_USD	USD															
2018.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars)	760	38.50466565	35.01676176	SYR	Syrian Arab Republic (Syria)	1	CU_USD	USD	390000.84	354844.36	39220	550497.09	439888.99	222884.31	30981.8				126933.055	2012	30981.8	2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)	G
2018.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars)	762	69.294998	38.43069666	TJK	Tajikistan	1	CU_USD	USD	2411705.77	373881.57	309693.99	124817.56	2450228.75	561263.67	4611057.04	48825.96	2529490	4158210	2381769.334	2015	4158210	2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)	G
2018.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars)	764	101.0202951	15.13089239	THA	Thailand	1	CU_USD	USD	510883.2	313855.2	340562.66	51200.29	354555.37	99777	125649.09	125262.1	46956.37	105030.064	100534.9248	2015	105030.064	2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)	G
2018.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars)	768	0.97835765	8.532096072	TGO	Togo	1	CU_USD	USD	265680	2966261.6	2959208.94	43600.94	167497.57	3241775.08	243596.75	387182	3829539.4	4000	1541218.646	2015	4000	2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)	G
2018.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars)	772	-171.8154473	-9.214545558	TKL	Tokelau	1	CU_USD	USD								2355.98			2355.98	2013	2355.98	2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)	G
2018.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars)	776	-175.1959991	-21.19511329	TON	Tonga	1	CU_USD	USD	123480.61	183180.4	29138.21	9078.86	66949.59	1233985.64	101307	71138.98	264895.37	13906.92	337046.782	2015	13906.92	2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)	G
2018.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars)	780	-61.29389504	10.41877263	TTO	Trinidad and Tobago	1	CU_USD	USD	3795.54											2006	3795.54	2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)	G
2018.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars)	784	53.98279159	23.43322219	ARE	United Arab Emirates	1	CU_USD	USD				5000				91626	40774	2250	44883.3333333333	2015	2250	2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)	G
2018.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars)	788	9.572737411	34.11439971	TUN	Tunisia	1	CU_USD	USD	272267.4	225708.08	35470	24780	36998.15	1055046.2	24361.43		113685.7	547082.357	435043.92175	2015	547082.357	2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)	G
2018.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars)	792	35.42890329	38.9899684	TUR	Turkey	1	CU_USD	USD	212618.2	3903039.64	135961.9		4457742.5	131464.44	25706.94	51555.88	7159828.93	28504631.26283	7174637.490566	2015	28504631.26283	2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)	G
2018.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars)	795	58.9787665	40.0912346	TKM	Turkmenistan	1	CU_USD	USD	279722.6	161314.05	416320	33580	1070757.25	258132.46	146931.4		18738	0	105950.465	2015	0	2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)	G
2018.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars)	796	-71.745121	21.80780585	TCA	Turks and Caicos Islands	1	CU_USD	USD															
2018.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars)	798	178.6679611	-7.460048071	TUV	Tuvalu	1	CU_USD	USD		7618.01	9689.5	19501.13	52321.54	959672.41	34053.16	89478.93			361068.166666667	2013	89478.93	2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)	G
2018.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars)	800	32.39100438	1.279557331	UGA	Uganda	1	CU_USD	USD	858267.06	1106085.3	1063432.8	412215.39	10226648.28	3588401.47	543738.64		1047691	1450809	1657660.0275	2015	1450809	2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)	G
2018.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars)	804	31.40270802	49.00735945	UKR	Ukraine	1	CU_USD	USD	148230.3	134097.76	149691	122460	263188.32	1647333.57	673590.28	2049078.41	4526120	2409905.5681	2261205.56562	2015	2409905.5681	2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)	G
2018.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars)	807	21.7007909	41.60048068	MKD	Macedonia, Republic of	1	CU_USD	USD	40070	218336.18	857531.5	3603168.22	188561.41	540104.62	30148.26	714507.4	959896.5	494985.00216	547928.356432	2015	494985.00216	2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)	G
2018.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars)	818	29.77468534	26.57438204	EGY	Egypt	1	CU_USD	USD	283889.38	797873.37	197280	44640	496711.92	929069.57	166164.61	1550655.48	2673441.6	3984660.39244	1860798.330488	2015	3984660.39244	2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)	G
2018.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars)	826	-2.23830539	53.27691757	GBR	United Kingdom	1	CU_USD	USD															
2018.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars)	831	-2.200712402	49.71561166	GGY	Guernsey	1	CU_USD	USD															
2018.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars)	832	-2.136773508	49.22353354	JEY	Jersey	1	CU_USD	USD															
2018.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars)	833	-4.538190305	54.22880901	IMN	Isle of Man	1	CU_USD	USD															
2018.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars)	834	34.80521182	-6.265332606	TZA	Tanzania, United Republic of	1	CU_USD	USD	1486488.8	3351163.42	9281376.2	4083509.32	11602129.2	41493380.1	405844.8	42542700.1	15897203	20618396.27	24191504.854	2015	20618396.27	2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)	G
2018.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars)	840	-99.13830311	39.5277871	USA	United States of America	1	CU_USD	USD															
2018.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars)	850	-64.76960113	17.73297693	VIR	United States Virgin Islands	1	CU_USD	USD															
2018.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars)	854	-1.742843829	12.27491081	BFA	Burkina Faso	1	CU_USD	USD	3899935.1	1091101.86	5469528.4	690706.88	492782.1	15947375.54	12743519.93	2785096.84	3310755	816881	7120725.662	2015	816881	2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)	G
2018.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars)	858	-56.01387025	-32.8002838	URY	Uruguay	1	CU_USD	USD	126527.4	73618.01	56575.94		20010	244401.35	348318.1	193731.06	338982	0	225086.502	2015	0	2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)	G
2018.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars)	860	63.11944558	41.77560518	UZB	Uzbekistan	1	CU_USD	USD	272261.8	226607.83	58980.11	155814.56	1749817.34	15588874.08	249055.89	267603.72	161.21	3000	3221738.98	2015	3000	2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)	G
2018.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars)	862	-66.15642084	7.121324748	VEN	Venezuela (Bolivarian Republic)	1	CU_USD	USD	225136.4	119074.27	98580	19870	33460	331595.62	180543.63		101554.68	935437.53	387282.865	2015	935437.53	2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)	G
2018.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars)	876	-176.2034788	-13.28471201	WLF	Wallis and Futuna Islands	1	CU_USD	USD															
2018.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars)	882	-172.4430749	-13.61541469	WSM	Samoa	1	CU_USD	USD	174911.1	143892.6	5e+05	46943.55	708894.96	857842.72	35239.44	115468.93	616894.3	0	325089.078	2015	0	2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)	G
2018.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars)	887	45.22389143	15.22242099	YEM	Yemen	1	CU_USD	USD	400168.92	1830523.95	269480	1594401	1458892.07	83656.02	15293871.77	29679378.56	2545644	0	9520510.07	2015	0	2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)	G
2018.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars)	894	27.850329	-14.59701056	ZMB	Zambia	1	CU_USD	USD	1280985	824909	471751.58	3774825.35	6616191.14	3509446.5	462580.24	9802506.34	4645591.27	4e+05	3764024.87	2015	4e+05	2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)	G
