"ISO3CD","X","Y","GeoArea_Code","GeoArea_Desc","GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","ReportingType_Code","ReportingType_Desc","Units_Code","Units_Desc","Unitmultiplier_Code","Unitmultiplier_Desc","Footnotes_2005","Footnotes_2006","Footnotes_2007","Footnotes_2008","Footnotes_2009","Footnotes_2010","Footnotes_2011","Footnotes_2012","Footnotes_2013","Footnotes_2014","Footnotes_2015","Footnotes_2016","Nature_Code_2005","Nature_Code_2006","Nature_Code_2007","Nature_Code_2008","Nature_Code_2009","Nature_Code_2010","Nature_Code_2011","Nature_Code_2012","Nature_Code_2013","Nature_Code_2014","Nature_Code_2015","Nature_Code_2016","Source_2005","Source_2006","Source_2007","Source_2008","Source_2009","Source_2010","Source_2011","Source_2012","Source_2013","Source_2014","Source_2015","Source_2016","TimeDetail_2005","TimeDetail_2006","TimeDetail_2007","TimeDetail_2008","TimeDetail_2009","TimeDetail_2010","TimeDetail_2011","TimeDetail_2012","TimeDetail_2013","TimeDetail_2014","TimeDetail_2015","TimeDetail_2016","Value_2005","Value_2006","Value_2007","Value_2008","Value_2009","Value_2010","Value_2011","Value_2012","Value_2013","Value_2014","Value_2015","Value_2016","Latest_Year","Latest_Value"
"MHL","171.0839119","7.110213497","584","Marshall Islands","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.a","Increase Aid for Trade support for developing countries, in particular least developed countries, including through the Enhanced Integrated Framework for Trade-related Technical Assistance to Least Developed Countries","8.a.1","Aid for Trade commitments and disbursements","1","DC_TOF_TRDCML","Total official flows (commitments) for Aid for Trade, by recipient countries (millions of constant 2016 United States dollars)","2019.Q1.G.01","G","Global","CON_USD","Constant USD","UNIT","Units","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","","","","","","","","","","","","","4.85761","1.23102","1.44576","0.82841","18.52676","0.88318","1.12512","15.16298","5.33292","8.77457","7.66673","10.84301",2016.0,"10.84301"
"PLW","134.5733878","7.502307591","585","Palau","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.a","Increase Aid for Trade support for developing countries, in particular least developed countries, including through the Enhanced Integrated Framework for Trade-related Technical Assistance to Least Developed Countries","8.a.1","Aid for Trade commitments and disbursements","1","DC_TOF_TRDCML","Total official flows (commitments) for Aid for Trade, by recipient countries (millions of constant 2016 United States dollars)","2019.Q1.G.01","G","Global","CON_USD","Constant USD","UNIT","Units","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","","","","","","","","","","","","","6.11172","2.16526","13.72742","1.89139","8.24371","1.45094","1.07845","18.66599","1.39418","0.96746","5.92245","15.78523",2016.0,"15.78523"
"PAK","68.80479684","29.36491634","586","Pakistan","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.a","Increase Aid for Trade support for developing countries, in particular least developed countries, including through the Enhanced Integrated Framework for Trade-related Technical Assistance to Least Developed Countries","8.a.1","Aid for Trade commitments and disbursements","1","DC_TOF_TRDCML","Total official flows (commitments) for Aid for Trade, by recipient countries (millions of constant 2016 United States dollars)","2019.Q1.G.01","G","Global","CON_USD","Constant USD","UNIT","Units","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","","","","","","","","","","","","","557.57923","355.96526","637.92043","1046.08884","713.61767","757.71178","767.67046","1367.70136","697.98437","2455.84948","1727.91905","980.39709",2016.0,"980.39709"
"PAN","-81.26616623","8.450965746","591","Panama","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.a","Increase Aid for Trade support for developing countries, in particular least developed countries, including through the Enhanced Integrated Framework for Trade-related Technical Assistance to Least Developed Countries","8.a.1","Aid for Trade commitments and disbursements","1","DC_TOF_TRDCML","Total official flows (commitments) for Aid for Trade, by recipient countries (millions of constant 2016 United States dollars)","2019.Q1.G.01","G","Global","CON_USD","Constant USD","UNIT","Units","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","","","","","","","","","","","","","9.6265","5.88377","23.22168","7.06646","17.8435","11.95166","21.17503","8.46762","7.67462","4.83554","6.55235","277.95403",2016.0,"277.95403"
"PNG","145.8587761","-6.756057077","598","Papua New Guinea","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.a","Increase Aid for Trade support for developing countries, in particular least developed countries, including through the Enhanced Integrated Framework for Trade-related Technical Assistance to Least Developed Countries","8.a.1","Aid for Trade commitments and disbursements","1","DC_TOF_TRDCML","Total official flows (commitments) for Aid for Trade, by recipient countries (millions of constant 2016 United States dollars)","2019.Q1.G.01","G","Global","CON_USD","Constant USD","UNIT","Units","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","","","","","","","","","","","","","115.94688","147.95324","112.44275","119.88176","152.3532","216.00801","192.10964","64.12939","231.39592","282.06025","383.6632","130.50179",2016.0,"130.50179"
"PRY","-60.54854225","-21.70216237","600","Paraguay","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.a","Increase Aid for Trade support for developing countries, in particular least developed countries, including through the Enhanced Integrated Framework for Trade-related Technical Assistance to Least Developed Countries","8.a.1","Aid for Trade commitments and disbursements","1","DC_TOF_TRDCML","Total official flows (commitments) for Aid for Trade, by recipient countries (millions of constant 2016 United States dollars)","2019.Q1.G.01","G","Global","CON_USD","Constant USD","UNIT","Units","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","","","","","","","","","","","","","15.1153","200.88173","20.53254","34.98012","69.33431","165.61864","16.74718","15.61105","78.14671","187.49575","62.4552","136.64397",2016.0,"136.64397"
"PER","-71.82093277","-13.58939705","604","Peru","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.a","Increase Aid for Trade support for developing countries, in particular least developed countries, including through the Enhanced Integrated Framework for Trade-related Technical Assistance to Least Developed Countries","8.a.1","Aid for Trade commitments and disbursements","1","DC_TOF_TRDCML","Total official flows (commitments) for Aid for Trade, by recipient countries (millions of constant 2016 United States dollars)","2019.Q1.G.01","G","Global","CON_USD","Constant USD","UNIT","Units","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","","","","","","","","","","","","","128.27503","167.5409","113.49273","89.82407","190.28352","140.22259","97.28609","191.86783","189.23409","134.66871","100.02127","388.28474",2016.0,"388.28474"
"PHL","120.8601418","14.16591706","608","Philippines","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.a","Increase Aid for Trade support for developing countries, in particular least developed countries, including through the Enhanced Integrated Framework for Trade-related Technical Assistance to Least Developed Countries","8.a.1","Aid for Trade commitments and disbursements","1","DC_TOF_TRDCML","Total official flows (commitments) for Aid for Trade, by recipient countries (millions of constant 2016 United States dollars)","2019.Q1.G.01","G","Global","CON_USD","Constant USD","UNIT","Units","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","","","","","","","","","","","","","315.10713","73.87841","277.80694","295.48663","815.90989","115.71418","785.08854","874.02454","854.8921","176.04047","2921.42481","269.49832",2016.0,"269.49832"
"GNB","-14.40182514","12.11760394","624","Guinea-Bissau","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.a","Increase Aid for Trade support for developing countries, in particular least developed countries, including through the Enhanced Integrated Framework for Trade-related Technical Assistance to Least Developed Countries","8.a.1","Aid for Trade commitments and disbursements","1","DC_TOF_TRDCML","Total official flows (commitments) for Aid for Trade, by recipient countries (millions of constant 2016 United States dollars)","2019.Q1.G.01","G","Global","CON_USD","Constant USD","UNIT","Units","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","","","","","","","","","","","","","23.67045","21.51235","16.65068","4.43707","13.43463","23.4366","11.42513","1.46537","14.35029","18.00402","114.1617","2.5106",2016.0,"2.5106"
"TLS","125.9451052","-8.797497247","626","Timor-Leste","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.a","Increase Aid for Trade support for developing countries, in particular least developed countries, including through the Enhanced Integrated Framework for Trade-related Technical Assistance to Least Developed Countries","8.a.1","Aid for Trade commitments and disbursements","1","DC_TOF_TRDCML","Total official flows (commitments) for Aid for Trade, by recipient countries (millions of constant 2016 United States dollars)","2019.Q1.G.01","G","Global","CON_USD","Constant USD","UNIT","Units","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","","","","","","","","","","","","","30.28518","21.10886","33.48474","39.09472","29.03449","82.45406","47.94172","93.18479","112.95039","42.28523","59.14987","142.44671",2016.0,"142.44671"
