series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Units	Education level	Units description	Education level description	2000	2003	2006	2009	2012	2013	2015	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2018.Q2.G.01	SE_NAP_ACHIRE	Native parity index for achievement in reading, by education level (ratio)	162	105.6426067	-10.4882473	CXR	Christmas Island	2	Ratio	GRAD23	Ratio	grades 2/3												
2018.Q2.G.01	SE_NAP_ACHIRE	Native parity index for achievement in reading, by education level (ratio)	162	105.6426067	-10.4882473	CXR	Christmas Island	3	Ratio	PRIMAR	Ratio	primary												
2018.Q2.G.01	SE_NAP_ACHIRE	Native parity index for achievement in reading, by education level (ratio)	166	96.82633757	-12.18600682	CCK	Cocos (Keeling) Islands	1	Ratio	LOWSEC	Ratio	lower secondary												
2018.Q2.G.01	SE_NAP_ACHIRE	Native parity index for achievement in reading, by education level (ratio)	166	96.82633757	-12.18600682	CCK	Cocos (Keeling) Islands	2	Ratio	GRAD23	Ratio	grades 2/3												
2018.Q2.G.01	SE_NAP_ACHIRE	Native parity index for achievement in reading, by education level (ratio)	166	96.82633757	-12.18600682	CCK	Cocos (Keeling) Islands	3	Ratio	PRIMAR	Ratio	primary												
2018.Q2.G.01	SE_NAP_ACHIRE	Native parity index for achievement in reading, by education level (ratio)	170	-73.07446751	3.888209046	COL	Colombia	1	Ratio	LOWSEC	Ratio	lower secondary			0.16947	0.18941	0.27341		0.50937	0.39139	2015	0.50937	Programme for International Student Assessment (OECD)	C
2018.Q2.G.01	SE_NAP_ACHIRE	Native parity index for achievement in reading, by education level (ratio)	170	-73.07446751	3.888209046	COL	Colombia	2	Ratio	GRAD23	Ratio	grades 2/3												
2018.Q2.G.01	SE_NAP_ACHIRE	Native parity index for achievement in reading, by education level (ratio)	170	-73.07446751	3.888209046	COL	Colombia	3	Ratio	PRIMAR	Ratio	primary												
2018.Q2.G.01	SE_NAP_ACHIRE	Native parity index for achievement in reading, by education level (ratio)	174	43.34234565	-11.66121732	COM	Comoros	1	Ratio	LOWSEC	Ratio	lower secondary												
2018.Q2.G.01	SE_NAP_ACHIRE	Native parity index for achievement in reading, by education level (ratio)	174	43.34234565	-11.66121732	COM	Comoros	2	Ratio	GRAD23	Ratio	grades 2/3												
2018.Q2.G.01	SE_NAP_ACHIRE	Native parity index for achievement in reading, by education level (ratio)	174	43.34234565	-11.66121732	COM	Comoros	3	Ratio	PRIMAR	Ratio	primary												
2018.Q2.G.01	SE_NAP_ACHIRE	Native parity index for achievement in reading, by education level (ratio)	175	45.14015057	-12.82217691	MYT	Mayotte	1	Ratio	LOWSEC	Ratio	lower secondary												
2018.Q2.G.01	SE_NAP_ACHIRE	Native parity index for achievement in reading, by education level (ratio)	175	45.14015057	-12.82217691	MYT	Mayotte	2	Ratio	GRAD23	Ratio	grades 2/3												
2018.Q2.G.01	SE_NAP_ACHIRE	Native parity index for achievement in reading, by education level (ratio)	175	45.14015057	-12.82217691	MYT	Mayotte	3	Ratio	PRIMAR	Ratio	primary												
2018.Q2.G.01	SE_NAP_ACHIRE	Native parity index for achievement in reading, by education level (ratio)	178	15.22052612	-0.840544119	COG	Congo	1	Ratio	LOWSEC	Ratio	lower secondary												
2018.Q2.G.01	SE_NAP_ACHIRE	Native parity index for achievement in reading, by education level (ratio)	178	15.22052612	-0.840544119	COG	Congo	2	Ratio	GRAD23	Ratio	grades 2/3												
2018.Q2.G.01	SE_NAP_ACHIRE	Native parity index for achievement in reading, by education level (ratio)	178	15.22052612	-0.840544119	COG	Congo	3	Ratio	PRIMAR	Ratio	primary												
2018.Q2.G.01	SE_NAP_ACHIRE	Native parity index for achievement in reading, by education level (ratio)	180	23.65496507	-2.877154732	COD	Democratic Republic of the Congo	1	Ratio	LOWSEC	Ratio	lower secondary												
2018.Q2.G.01	SE_NAP_ACHIRE	Native parity index for achievement in reading, by education level (ratio)	180	23.65496507	-2.877154732	COD	Democratic Republic of the Congo	2	Ratio	GRAD23	Ratio	grades 2/3												
2018.Q2.G.01	SE_NAP_ACHIRE	Native parity index for achievement in reading, by education level (ratio)	180	23.65496507	-2.877154732	COD	Democratic Republic of the Congo	3	Ratio	PRIMAR	Ratio	primary												
2018.Q2.G.01	SE_NAP_ACHIRE	Native parity index for achievement in reading, by education level (ratio)	184	-159.7711391	-21.22696458	COK	Cook Islands	1	Ratio	LOWSEC	Ratio	lower secondary												
2018.Q2.G.01	SE_NAP_ACHIRE	Native parity index for achievement in reading, by education level (ratio)	184	-159.7711391	-21.22696458	COK	Cook Islands	2	Ratio	GRAD23	Ratio	grades 2/3												
2018.Q2.G.01	SE_NAP_ACHIRE	Native parity index for achievement in reading, by education level (ratio)	184	-159.7711391	-21.22696458	COK	Cook Islands	3	Ratio	PRIMAR	Ratio	primary												
2018.Q2.G.01	SE_NAP_ACHIRE	Native parity index for achievement in reading, by education level (ratio)	188	-84.19712782	9.970998683	CRI	Costa Rica	1	Ratio	LOWSEC	Ratio	lower secondary				0.86347	0.79073		0.77164	0.781185	2015	0.77164	Programme for International Student Assessment (OECD)	C
2018.Q2.G.01	SE_NAP_ACHIRE	Native parity index for achievement in reading, by education level (ratio)	188	-84.19712782	9.970998683	CRI	Costa Rica	2	Ratio	GRAD23	Ratio	grades 2/3						1.07516		1.07516	2013	1.07516	Latin American Laboratory for Assessment of the Quality of Education (UNESCO Office in Santiago)	C
2018.Q2.G.01	SE_NAP_ACHIRE	Native parity index for achievement in reading, by education level (ratio)	188	-84.19712782	9.970998683	CRI	Costa Rica	3	Ratio	PRIMAR	Ratio	primary						1.02574		1.02574	2013	1.02574	Latin American Laboratory for Assessment of the Quality of Education (UNESCO Office in Santiago)	C
2018.Q2.G.01	SE_NAP_ACHIRE	Native parity index for achievement in reading, by education level (ratio)	191	17.95874553	45.45172212	HRV	Croatia	1	Ratio	LOWSEC	Ratio	lower secondary			0.94811	0.93135	0.93041		0.92096	0.925685	2015	0.92096	Programme for International Student Assessment (OECD)	C
2018.Q2.G.01	SE_NAP_ACHIRE	Native parity index for achievement in reading, by education level (ratio)	191	17.95874553	45.45172212	HRV	Croatia	2	Ratio	GRAD23	Ratio	grades 2/3												
2018.Q2.G.01	SE_NAP_ACHIRE	Native parity index for achievement in reading, by education level (ratio)	191	17.95874553	45.45172212	HRV	Croatia	3	Ratio	PRIMAR	Ratio	primary												
2018.Q2.G.01	SE_NAP_ACHIRE	Native parity index for achievement in reading, by education level (ratio)	192	-79.54460144	22.10030366	CUB	Cuba	1	Ratio	LOWSEC	Ratio	lower secondary												
2018.Q2.G.01	SE_NAP_ACHIRE	Native parity index for achievement in reading, by education level (ratio)	192	-79.54460144	22.10030366	CUB	Cuba	2	Ratio	GRAD23	Ratio	grades 2/3												
2018.Q2.G.01	SE_NAP_ACHIRE	Native parity index for achievement in reading, by education level (ratio)	192	-79.54460144	22.10030366	CUB	Cuba	3	Ratio	PRIMAR	Ratio	primary												
2018.Q2.G.01	SE_NAP_ACHIRE	Native parity index for achievement in reading, by education level (ratio)	196	33.22285964	35.05659437	CYP	Cyprus	1	Ratio	LOWSEC	Ratio	lower secondary												
2018.Q2.G.01	SE_NAP_ACHIRE	Native parity index for achievement in reading, by education level (ratio)	196	33.22285964	35.05659437	CYP	Cyprus	2	Ratio	GRAD23	Ratio	grades 2/3												
2018.Q2.G.01	SE_NAP_ACHIRE	Native parity index for achievement in reading, by education level (ratio)	196	33.22285964	35.05659437	CYP	Cyprus	3	Ratio	PRIMAR	Ratio	primary												
2018.Q2.G.01	SE_NAP_ACHIRE	Native parity index for achievement in reading, by education level (ratio)	203	15.33151382	49.73913871	CZE	Czechia	1	Ratio	LOWSEC	Ratio	lower secondary	1.00933	0.88935	0.68675	0.87469	0.93122		0.91484	0.92303	2015	0.91484	Programme for International Student Assessment (OECD)	C
2018.Q2.G.01	SE_NAP_ACHIRE	Native parity index for achievement in reading, by education level (ratio)	203	15.33151382	49.73913871	CZE	Czechia	2	Ratio	GRAD23	Ratio	grades 2/3												
2018.Q2.G.01	SE_NAP_ACHIRE	Native parity index for achievement in reading, by education level (ratio)	203	15.33151382	49.73913871	CZE	Czechia	3	Ratio	PRIMAR	Ratio	primary												
2018.Q2.G.01	SE_NAP_ACHIRE	Native parity index for achievement in reading, by education level (ratio)	204	2.339933594	9.65401646	BEN	Benin	1	Ratio	LOWSEC	Ratio	lower secondary												
2018.Q2.G.01	SE_NAP_ACHIRE	Native parity index for achievement in reading, by education level (ratio)	204	2.339933594	9.65401646	BEN	Benin	2	Ratio	GRAD23	Ratio	grades 2/3												
2018.Q2.G.01	SE_NAP_ACHIRE	Native parity index for achievement in reading, by education level (ratio)	204	2.339933594	9.65401646	BEN	Benin	3	Ratio	PRIMAR	Ratio	primary												
2018.Q2.G.01	SE_NAP_ACHIRE	Native parity index for achievement in reading, by education level (ratio)	208	9.326571283	56.03829721	DNK	Denmark	1	Ratio	LOWSEC	Ratio	lower secondary	0.82385	0.80056	0.70864	0.74213	0.76567		0.75756	0.761615	2015	0.75756	Programme for International Student Assessment (OECD)	C
2018.Q2.G.01	SE_NAP_ACHIRE	Native parity index for achievement in reading, by education level (ratio)	208	9.326571283	56.03829721	DNK	Denmark	2	Ratio	GRAD23	Ratio	grades 2/3												
2018.Q2.G.01	SE_NAP_ACHIRE	Native parity index for achievement in reading, by education level (ratio)	208	9.326571283	56.03829721	DNK	Denmark	3	Ratio	PRIMAR	Ratio	primary												
2018.Q2.G.01	SE_NAP_ACHIRE	Native parity index for achievement in reading, by education level (ratio)	212	-61.3493756	15.43391378	DMA	Dominica	1	Ratio	LOWSEC	Ratio	lower secondary												
2018.Q2.G.01	SE_NAP_ACHIRE	Native parity index for achievement in reading, by education level (ratio)	212	-61.3493756	15.43391378	DMA	Dominica	2	Ratio	GRAD23	Ratio	grades 2/3												
2018.Q2.G.01	SE_NAP_ACHIRE	Native parity index for achievement in reading, by education level (ratio)	212	-61.3493756	15.43391378	DMA	Dominica	3	Ratio	PRIMAR	Ratio	primary												
2018.Q2.G.01	SE_NAP_ACHIRE	Native parity index for achievement in reading, by education level (ratio)	214	-70.49847576	18.89832088	DOM	Dominican Republic	1	Ratio	LOWSEC	Ratio	lower secondary							0.41822	0.41822	2015	0.41822	Programme for International Student Assessment (OECD)	C
2018.Q2.G.01	SE_NAP_ACHIRE	Native parity index for achievement in reading, by education level (ratio)	214	-70.49847576	18.89832088	DOM	Dominican Republic	2	Ratio	GRAD23	Ratio	grades 2/3						0.77127		0.77127	2013	0.77127	Latin American Laboratory for Assessment of the Quality of Education (UNESCO Office in Santiago)	C
2018.Q2.G.01	SE_NAP_ACHIRE	Native parity index for achievement in reading, by education level (ratio)	214	-70.49847576	18.89832088	DOM	Dominican Republic	3	Ratio	PRIMAR	Ratio	primary						0.69085		0.69085	2013	0.69085	Latin American Laboratory for Assessment of the Quality of Education (UNESCO Office in Santiago)	C
2018.Q2.G.01	SE_NAP_ACHIRE	Native parity index for achievement in reading, by education level (ratio)	218	-78.37005241	-1.447785891	ECU	Ecuador	1	Ratio	LOWSEC	Ratio	lower secondary												
2018.Q2.G.01	SE_NAP_ACHIRE	Native parity index for achievement in reading, by education level (ratio)	218	-78.37005241	-1.447785891	ECU	Ecuador	2	Ratio	GRAD23	Ratio	grades 2/3												
2018.Q2.G.01	SE_NAP_ACHIRE	Native parity index for achievement in reading, by education level (ratio)	218	-78.37005241	-1.447785891	ECU	Ecuador	3	Ratio	PRIMAR	Ratio	primary												
2018.Q2.G.01	SE_NAP_ACHIRE	Native parity index for achievement in reading, by education level (ratio)	222	-88.86862995	13.73603564	SLV	El Salvador	1	Ratio	LOWSEC	Ratio	lower secondary												
2018.Q2.G.01	SE_NAP_ACHIRE	Native parity index for achievement in reading, by education level (ratio)	222	-88.86862995	13.73603564	SLV	El Salvador	2	Ratio	GRAD23	Ratio	grades 2/3												
2018.Q2.G.01	SE_NAP_ACHIRE	Native parity index for achievement in reading, by education level (ratio)	222	-88.86862995	13.73603564	SLV	El Salvador	3	Ratio	PRIMAR	Ratio	primary												
2018.Q2.G.01	SE_NAP_ACHIRE	Native parity index for achievement in reading, by education level (ratio)	226	10.46535826	1.565792376	GNQ	Equatorial Guinea	1	Ratio	LOWSEC	Ratio	lower secondary												
2018.Q2.G.01	SE_NAP_ACHIRE	Native parity index for achievement in reading, by education level (ratio)	226	10.46535826	1.565792376	GNQ	Equatorial Guinea	2	Ratio	GRAD23	Ratio	grades 2/3												
2018.Q2.G.01	SE_NAP_ACHIRE	Native parity index for achievement in reading, by education level (ratio)	226	10.46535826	1.565792376	GNQ	Equatorial Guinea	3	Ratio	PRIMAR	Ratio	primary												
2018.Q2.G.01	SE_NAP_ACHIRE	Native parity index for achievement in reading, by education level (ratio)	231	39.63505296	8.631223181	ETH	Ethiopia	1	Ratio	LOWSEC	Ratio	lower secondary												
2018.Q2.G.01	SE_NAP_ACHIRE	Native parity index for achievement in reading, by education level (ratio)	231	39.63505296	8.631223181	ETH	Ethiopia	2	Ratio	GRAD23	Ratio	grades 2/3												
2018.Q2.G.01	SE_NAP_ACHIRE	Native parity index for achievement in reading, by education level (ratio)	231	39.63505296	8.631223181	ETH	Ethiopia	3	Ratio	PRIMAR	Ratio	primary												
2018.Q2.G.01	SE_NAP_ACHIRE	Native parity index for achievement in reading, by education level (ratio)	232	38.11074289	16.12894644	ERI	Eritrea	1	Ratio	LOWSEC	Ratio	lower secondary												
2018.Q2.G.01	SE_NAP_ACHIRE	Native parity index for achievement in reading, by education level (ratio)	232	38.11074289	16.12894644	ERI	Eritrea	2	Ratio	GRAD23	Ratio	grades 2/3												
2018.Q2.G.01	SE_NAP_ACHIRE	Native parity index for achievement in reading, by education level (ratio)	232	38.11074289	16.12894644	ERI	Eritrea	3	Ratio	PRIMAR	Ratio	primary												
2018.Q2.G.01	SE_NAP_ACHIRE	Native parity index for achievement in reading, by education level (ratio)	233	25.84093481	58.68487172	EST	Estonia	1	Ratio	LOWSEC	Ratio	lower secondary			0.83711	0.8857	0.91259		0.93476	0.923675	2015	0.93476	Programme for International Student Assessment (OECD)	C
2018.Q2.G.01	SE_NAP_ACHIRE	Native parity index for achievement in reading, by education level (ratio)	233	25.84093481	58.68487172	EST	Estonia	2	Ratio	GRAD23	Ratio	grades 2/3												
2018.Q2.G.01	SE_NAP_ACHIRE	Native parity index for achievement in reading, by education level (ratio)	233	25.84093481	58.68487172	EST	Estonia	3	Ratio	PRIMAR	Ratio	primary												
2018.Q2.G.01	SE_NAP_ACHIRE	Native parity index for achievement in reading, by education level (ratio)	234	-7.122044325	62.21228119	FRO	Faroe Islands	1	Ratio	LOWSEC	Ratio	lower secondary												
2018.Q2.G.01	SE_NAP_ACHIRE	Native parity index for achievement in reading, by education level (ratio)	234	-7.122044325	62.21228119	FRO	Faroe Islands	2	Ratio	GRAD23	Ratio	grades 2/3												
2018.Q2.G.01	SE_NAP_ACHIRE	Native parity index for achievement in reading, by education level (ratio)	234	-7.122044325	62.21228119	FRO	Faroe Islands	3	Ratio	PRIMAR	Ratio	primary												
2018.Q2.G.01	SE_NAP_ACHIRE	Native parity index for achievement in reading, by education level (ratio)	238	-58.75246778	-51.74562601	FLK	Falkland Islands (Malvinas)	1	Ratio	LOWSEC	Ratio	lower secondary												
2018.Q2.G.01	SE_NAP_ACHIRE	Native parity index for achievement in reading, by education level (ratio)	238	-58.75246778	-51.74562601	FLK	Falkland Islands (Malvinas)	2	Ratio	GRAD23	Ratio	grades 2/3												
2018.Q2.G.01	SE_NAP_ACHIRE	Native parity index for achievement in reading, by education level (ratio)	238	-58.75246778	-51.74562601	FLK	Falkland Islands (Malvinas)	3	Ratio	PRIMAR	Ratio	primary												
2018.Q2.G.01	SE_NAP_ACHIRE	Native parity index for achievement in reading, by education level (ratio)	239	-36.90662765	-54.20736749	SGS	South Georgia and the South Sandwich Islands	1	Ratio	LOWSEC	Ratio	lower secondary												
2018.Q2.G.01	SE_NAP_ACHIRE	Native parity index for achievement in reading, by education level (ratio)	239	-36.90662765	-54.20736749	SGS	South Georgia and the South Sandwich Islands	2	Ratio	GRAD23	Ratio	grades 2/3												
2018.Q2.G.01	SE_NAP_ACHIRE	Native parity index for achievement in reading, by education level (ratio)	239	-36.90662765	-54.20736749	SGS	South Georgia and the South Sandwich Islands	3	Ratio	PRIMAR	Ratio	primary												
2018.Q2.G.01	SE_NAP_ACHIRE	Native parity index for achievement in reading, by education level (ratio)	242	177.9660884	-17.83301566	FJI	Fiji	1	Ratio	LOWSEC	Ratio	lower secondary												
2018.Q2.G.01	SE_NAP_ACHIRE	Native parity index for achievement in reading, by education level (ratio)	242	177.9660884	-17.83301566	FJI	Fiji	2	Ratio	GRAD23	Ratio	grades 2/3												
2018.Q2.G.01	SE_NAP_ACHIRE	Native parity index for achievement in reading, by education level (ratio)	242	177.9660884	-17.83301566	FJI	Fiji	3	Ratio	PRIMAR	Ratio	primary												
2018.Q2.G.01	SE_NAP_ACHIRE	Native parity index for achievement in reading, by education level (ratio)	246	23.308447	61.91586738	FIN	Finland	1	Ratio	LOWSEC	Ratio	lower secondary	0.91462	0.73153	0.8809	0.76373	0.66759		0.70848	0.688035	2015	0.70848	Programme for International Student Assessment (OECD)	C
2018.Q2.G.01	SE_NAP_ACHIRE	Native parity index for achievement in reading, by education level (ratio)	246	23.308447	61.91586738	FIN	Finland	2	Ratio	GRAD23	Ratio	grades 2/3												
2018.Q2.G.01	SE_NAP_ACHIRE	Native parity index for achievement in reading, by education level (ratio)	246	23.308447	61.91586738	FIN	Finland	3	Ratio	PRIMAR	Ratio	primary												
2018.Q2.G.01	SE_NAP_ACHIRE	Native parity index for achievement in reading, by education level (ratio)	248	19.80945969	60.1544901	ALA	Åland Islands	1	Ratio	LOWSEC	Ratio	lower secondary												
2018.Q2.G.01	SE_NAP_ACHIRE	Native parity index for achievement in reading, by education level (ratio)	248	19.80945969	60.1544901	ALA	Åland Islands	2	Ratio	GRAD23	Ratio	grades 2/3												
2018.Q2.G.01	SE_NAP_ACHIRE	Native parity index for achievement in reading, by education level (ratio)	248	19.80945969	60.1544901	ALA	Åland Islands	3	Ratio	PRIMAR	Ratio	primary												
2018.Q2.G.01	SE_NAP_ACHIRE	Native parity index for achievement in reading, by education level (ratio)	250	2.457288129	46.62660861	FRA	France	1	Ratio	LOWSEC	Ratio	lower secondary	0.89428	0.81196	0.86077	0.75933	0.76744		0.7796	0.77352	2015	0.7796	Programme for International Student Assessment (OECD)	C
2018.Q2.G.01	SE_NAP_ACHIRE	Native parity index for achievement in reading, by education level (ratio)	250	2.457288129	46.62660861	FRA	France	2	Ratio	GRAD23	Ratio	grades 2/3												
2018.Q2.G.01	SE_NAP_ACHIRE	Native parity index for achievement in reading, by education level (ratio)	250	2.457288129	46.62660861	FRA	France	3	Ratio	PRIMAR	Ratio	primary												
2018.Q2.G.01	SE_NAP_ACHIRE	Native parity index for achievement in reading, by education level (ratio)	254	-53.23619089	3.922673437	GUF	French Guiana	1	Ratio	LOWSEC	Ratio	lower secondary												
2018.Q2.G.01	SE_NAP_ACHIRE	Native parity index for achievement in reading, by education level (ratio)	254	-53.23619089	3.922673437	GUF	French Guiana	2	Ratio	GRAD23	Ratio	grades 2/3												
2018.Q2.G.01	SE_NAP_ACHIRE	Native parity index for achievement in reading, by education level (ratio)	254	-53.23619089	3.922673437	GUF	French Guiana	3	Ratio	PRIMAR	Ratio	primary												
2018.Q2.G.01	SE_NAP_ACHIRE	Native parity index for achievement in reading, by education level (ratio)	258	-149.4052367	-17.67709294	PYF	French Polynesia	1	Ratio	LOWSEC	Ratio	lower secondary												
2018.Q2.G.01	SE_NAP_ACHIRE	Native parity index for achievement in reading, by education level (ratio)	258	-149.4052367	-17.67709294	PYF	French Polynesia	2	Ratio	GRAD23	Ratio	grades 2/3												
2018.Q2.G.01	SE_NAP_ACHIRE	Native parity index for achievement in reading, by education level (ratio)	258	-149.4052367	-17.67709294	PYF	French Polynesia	3	Ratio	PRIMAR	Ratio	primary												
2018.Q2.G.01	SE_NAP_ACHIRE	Native parity index for achievement in reading, by education level (ratio)	260	69.64849091	-49.6068576	ATF	French Southern Territories	1	Ratio	LOWSEC	Ratio	lower secondary												
2018.Q2.G.01	SE_NAP_ACHIRE	Native parity index for achievement in reading, by education level (ratio)	260	69.64849091	-49.6068576	ATF	French Southern Territories	2	Ratio	GRAD23	Ratio	grades 2/3												
2018.Q2.G.01	SE_NAP_ACHIRE	Native parity index for achievement in reading, by education level (ratio)	260	69.64849091	-49.6068576	ATF	French Southern Territories	3	Ratio	PRIMAR	Ratio	primary												
2018.Q2.G.01	SE_NAP_ACHIRE	Native parity index for achievement in reading, by education level (ratio)	262	42.18274707	11.56004161	DJI	Djibouti	1	Ratio	LOWSEC	Ratio	lower secondary												
2018.Q2.G.01	SE_NAP_ACHIRE	Native parity index for achievement in reading, by education level (ratio)	262	42.18274707	11.56004161	DJI	Djibouti	2	Ratio	GRAD23	Ratio	grades 2/3												
2018.Q2.G.01	SE_NAP_ACHIRE	Native parity index for achievement in reading, by education level (ratio)	262	42.18274707	11.56004161	DJI	Djibouti	3	Ratio	PRIMAR	Ratio	primary												
2018.Q2.G.01	SE_NAP_ACHIRE	Native parity index for achievement in reading, by education level (ratio)	266	11.78727747	-0.60687619	GAB	Gabon	1	Ratio	LOWSEC	Ratio	lower secondary												
2018.Q2.G.01	SE_NAP_ACHIRE	Native parity index for achievement in reading, by education level (ratio)	266	11.78727747	-0.60687619	GAB	Gabon	2	Ratio	GRAD23	Ratio	grades 2/3												
2018.Q2.G.01	SE_NAP_ACHIRE	Native parity index for achievement in reading, by education level (ratio)	266	11.78727747	-0.60687619	GAB	Gabon	3	Ratio	PRIMAR	Ratio	primary												
2018.Q2.G.01	SE_NAP_ACHIRE	Native parity index for achievement in reading, by education level (ratio)	268	43.3713615	42.04813028	GEO	Georgia	1	Ratio	LOWSEC	Ratio	lower secondary				1.18428			0.91156	0.91156	2015	0.91156	Programme for International Student Assessment (OECD)	C
2018.Q2.G.01	SE_NAP_ACHIRE	Native parity index for achievement in reading, by education level (ratio)	268	43.3713615	42.04813028	GEO	Georgia	2	Ratio	GRAD23	Ratio	grades 2/3												
2018.Q2.G.01	SE_NAP_ACHIRE	Native parity index for achievement in reading, by education level (ratio)	268	43.3713615	42.04813028	GEO	Georgia	3	Ratio	PRIMAR	Ratio	primary												
2018.Q2.G.01	SE_NAP_ACHIRE	Native parity index for achievement in reading, by education level (ratio)	270	-15.39944785	13.45295927	GMB	Gambia	1	Ratio	LOWSEC	Ratio	lower secondary												
2018.Q2.G.01	SE_NAP_ACHIRE	Native parity index for achievement in reading, by education level (ratio)	270	-15.39944785	13.45295927	GMB	Gambia	2	Ratio	GRAD23	Ratio	grades 2/3												
2018.Q2.G.01	SE_NAP_ACHIRE	Native parity index for achievement in reading, by education level (ratio)	270	-15.39944785	13.45295927	GMB	Gambia	3	Ratio	PRIMAR	Ratio	primary												
2018.Q2.G.01	SE_NAP_ACHIRE	Native parity index for achievement in reading, by education level (ratio)	275	35.25694122	31.94347933	PSE	State of Palestine	1	Ratio	LOWSEC	Ratio	lower secondary												
2018.Q2.G.01	SE_NAP_ACHIRE	Native parity index for achievement in reading, by education level (ratio)	275	35.25694122	31.94347933	PSE	State of Palestine	2	Ratio	GRAD23	Ratio	grades 2/3												
2018.Q2.G.01	SE_NAP_ACHIRE	Native parity index for achievement in reading, by education level (ratio)	275	35.25694122	31.94347933	PSE	State of Palestine	3	Ratio	PRIMAR	Ratio	primary												
2018.Q2.G.01	SE_NAP_ACHIRE	Native parity index for achievement in reading, by education level (ratio)	276	10.3806066	51.08862743	DEU	Germany	1	Ratio	LOWSEC	Ratio	lower secondary	0.72967	0.66103	0.72895	0.79792	0.8634		0.80838	0.83589	2015	0.80838	Programme for International Student Assessment (OECD)	C
2018.Q2.G.01	SE_NAP_ACHIRE	Native parity index for achievement in reading, by education level (ratio)	276	10.3806066	51.08862743	DEU	Germany	2	Ratio	GRAD23	Ratio	grades 2/3												
2018.Q2.G.01	SE_NAP_ACHIRE	Native parity index for achievement in reading, by education level (ratio)	276	10.3806066	51.08862743	DEU	Germany	3	Ratio	PRIMAR	Ratio	primary												
2018.Q2.G.01	SE_NAP_ACHIRE	Native parity index for achievement in reading, by education level (ratio)	288	-1.205623522	7.964825185	GHA	Ghana	1	Ratio	LOWSEC	Ratio	lower secondary												
2018.Q2.G.01	SE_NAP_ACHIRE	Native parity index for achievement in reading, by education level (ratio)	288	-1.205623522	7.964825185	GHA	Ghana	2	Ratio	GRAD23	Ratio	grades 2/3												
2018.Q2.G.01	SE_NAP_ACHIRE	Native parity index for achievement in reading, by education level (ratio)	288	-1.205623522	7.964825185	GHA	Ghana	3	Ratio	PRIMAR	Ratio	primary												
2018.Q2.G.01	SE_NAP_ACHIRE	Native parity index for achievement in reading, by education level (ratio)	292	-5.347561686	36.13895036	GIB	Gibraltar	1	Ratio	LOWSEC	Ratio	lower secondary												
2018.Q2.G.01	SE_NAP_ACHIRE	Native parity index for achievement in reading, by education level (ratio)	292	-5.347561686	36.13895036	GIB	Gibraltar	2	Ratio	GRAD23	Ratio	grades 2/3												
2018.Q2.G.01	SE_NAP_ACHIRE	Native parity index for achievement in reading, by education level (ratio)	292	-5.347561686	36.13895036	GIB	Gibraltar	3	Ratio	PRIMAR	Ratio	primary												
2018.Q2.G.01	SE_NAP_ACHIRE	Native parity index for achievement in reading, by education level (ratio)	296	-157.5643005	1.768837732	KIR	Kiribati	1	Ratio	LOWSEC	Ratio	lower secondary												
2018.Q2.G.01	SE_NAP_ACHIRE	Native parity index for achievement in reading, by education level (ratio)	296	-157.5643005	1.768837732	KIR	Kiribati	2	Ratio	GRAD23	Ratio	grades 2/3												
2018.Q2.G.01	SE_NAP_ACHIRE	Native parity index for achievement in reading, by education level (ratio)	296	-157.5643005	1.768837732	KIR	Kiribati	3	Ratio	PRIMAR	Ratio	primary												
2018.Q2.G.01	SE_NAP_ACHIRE	Native parity index for achievement in reading, by education level (ratio)	300	22.58307827	39.47301873	GRC	Greece	1	Ratio	LOWSEC	Ratio	lower secondary	0.87392	0.79898	0.81998	0.75165	0.77907		0.755	0.767035	2015	0.755	Programme for International Student Assessment (OECD)	C
2018.Q2.G.01	SE_NAP_ACHIRE	Native parity index for achievement in reading, by education level (ratio)	300	22.58307827	39.47301873	GRC	Greece	2	Ratio	GRAD23	Ratio	grades 2/3												
2018.Q2.G.01	SE_NAP_ACHIRE	Native parity index for achievement in reading, by education level (ratio)	300	22.58307827	39.47301873	GRC	Greece	3	Ratio	PRIMAR	Ratio	primary												
2018.Q2.G.01	SE_NAP_ACHIRE	Native parity index for achievement in reading, by education level (ratio)	304	-41.39371316	74.75625681	GRL	Greenland	1	Ratio	LOWSEC	Ratio	lower secondary												
2018.Q2.G.01	SE_NAP_ACHIRE	Native parity index for achievement in reading, by education level (ratio)	304	-41.39371316	74.75625681	GRL	Greenland	2	Ratio	GRAD23	Ratio	grades 2/3												
2018.Q2.G.01	SE_NAP_ACHIRE	Native parity index for achievement in reading, by education level (ratio)	304	-41.39371316	74.75625681	GRL	Greenland	3	Ratio	PRIMAR	Ratio	primary												
2018.Q2.G.01	SE_NAP_ACHIRE	Native parity index for achievement in reading, by education level (ratio)	308	-61.68248568	12.11238395	GRD	Grenada	1	Ratio	LOWSEC	Ratio	lower secondary												
2018.Q2.G.01	SE_NAP_ACHIRE	Native parity index for achievement in reading, by education level (ratio)	308	-61.68248568	12.11238395	GRD	Grenada	2	Ratio	GRAD23	Ratio	grades 2/3												
2018.Q2.G.01	SE_NAP_ACHIRE	Native parity index for achievement in reading, by education level (ratio)	308	-61.68248568	12.11238395	GRD	Grenada	3	Ratio	PRIMAR	Ratio	primary												
