series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Age	Sex	Units	Age description	Sex description	Units description	2011	2014	2017	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2018.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider (% of adults aged 15 years and older)	203	15.33151382	49.73913871	CZE	Czechia	1	15+	MALE	PERCENT	15 years old and over	Male	Percentage	80.8	85.16	83.58	84.37	2017	83.58	Global Financial Inclusion Database, World Bank.	G
2018.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider (% of adults aged 15 years and older)	203	15.33151382	49.73913871	CZE	Czechia	2	15+	FEMALE	PERCENT	15 years old and over	Female	Percentage	80.51	79.37	78.58	78.975	2017	78.58	Global Financial Inclusion Database, World Bank.	G
2018.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider (% of adults aged 15 years and older)	203	15.33151382	49.73913871	CZE	Czechia	3	15+	BOTHSEX	PERCENT	15 years old and over	Both	Percentage	80.65	82.18	80.99	81.585	2017	80.99	Global Financial Inclusion Database, World Bank.	G
2018.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider (% of adults aged 15 years and older)	204	2.339933594	9.65401646	BEN	Benin	1	15+	MALE	PERCENT	15 years old and over	Male	Percentage	11.15	19.76	48.62	34.19	2017	48.62	Global Financial Inclusion Database, World Bank.	G
2018.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider (% of adults aged 15 years and older)	204	2.339933594	9.65401646	BEN	Benin	2	15+	FEMALE	PERCENT	15 years old and over	Female	Percentage	9.81	13.6	28.59	21.095	2017	28.59	Global Financial Inclusion Database, World Bank.	G
2018.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider (% of adults aged 15 years and older)	204	2.339933594	9.65401646	BEN	Benin	3	15+	BOTHSEX	PERCENT	15 years old and over	Both	Percentage	10.46	16.62	38.49	27.555	2017	38.49	Global Financial Inclusion Database, World Bank.	G
2018.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider (% of adults aged 15 years and older)	208	9.326571283	56.03829721	DNK	Denmark	1	15+	MALE	PERCENT	15 years old and over	Male	Percentage	100	100	99.83	99.915	2017	99.83	Global Financial Inclusion Database, World Bank.	G
2018.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider (% of adults aged 15 years and older)	208	9.326571283	56.03829721	DNK	Denmark	2	15+	FEMALE	PERCENT	15 years old and over	Female	Percentage	99.5	100	100	100	2017	100	Global Financial Inclusion Database, World Bank.	G
2018.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider (% of adults aged 15 years and older)	208	9.326571283	56.03829721	DNK	Denmark	3	15+	BOTHSEX	PERCENT	15 years old and over	Both	Percentage	99.74	100	99.92	99.96	2017	99.92	Global Financial Inclusion Database, World Bank.	G
2018.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider (% of adults aged 15 years and older)	212	-61.3493756	15.43391378	DMA	Dominica	1	15+	MALE	PERCENT	15 years old and over	Male	Percentage								
2018.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider (% of adults aged 15 years and older)	212	-61.3493756	15.43391378	DMA	Dominica	2	15+	FEMALE	PERCENT	15 years old and over	Female	Percentage								
2018.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider (% of adults aged 15 years and older)	212	-61.3493756	15.43391378	DMA	Dominica	3	15+	BOTHSEX	PERCENT	15 years old and over	Both	Percentage								
2018.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider (% of adults aged 15 years and older)	214	-70.49847576	18.89832088	DOM	Dominican Republic	1	15+	MALE	PERCENT	15 years old and over	Male	Percentage	39.18	52.19	58.36	55.275	2017	58.36	Global Financial Inclusion Database, World Bank.	G
2018.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider (% of adults aged 15 years and older)	214	-70.49847576	18.89832088	DOM	Dominican Republic	2	15+	FEMALE	PERCENT	15 years old and over	Female	Percentage	37.38	55.95	54.14	55.045	2017	54.14	Global Financial Inclusion Database, World Bank.	G
2018.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider (% of adults aged 15 years and older)	214	-70.49847576	18.89832088	DOM	Dominican Republic	3	15+	BOTHSEX	PERCENT	15 years old and over	Both	Percentage	38.2	54.09	56.24	55.165	2017	56.24	Global Financial Inclusion Database, World Bank.	G
2018.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider (% of adults aged 15 years and older)	218	-78.37005241	-1.447785891	ECU	Ecuador	1	15+	MALE	PERCENT	15 years old and over	Male	Percentage	40.46	51.87	60.24	56.055	2017	60.24	Global Financial Inclusion Database, World Bank.	G
2018.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider (% of adults aged 15 years and older)	218	-78.37005241	-1.447785891	ECU	Ecuador	2	15+	FEMALE	PERCENT	15 years old and over	Female	Percentage	33.16	40.82	42.61	41.715	2017	42.61	Global Financial Inclusion Database, World Bank.	G
2018.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider (% of adults aged 15 years and older)	218	-78.37005241	-1.447785891	ECU	Ecuador	3	15+	BOTHSEX	PERCENT	15 years old and over	Both	Percentage	36.74	46.21	51.25	48.73	2017	51.25	Global Financial Inclusion Database, World Bank.	G
2018.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider (% of adults aged 15 years and older)	222	-88.86862995	13.73603564	SLV	El Salvador	1	15+	MALE	PERCENT	15 years old and over	Male	Percentage	17.62	41.87	37.58	39.725	2017	37.58	Global Financial Inclusion Database, World Bank.	G
2018.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider (% of adults aged 15 years and older)	222	-88.86862995	13.73603564	SLV	El Salvador	2	15+	FEMALE	PERCENT	15 years old and over	Female	Percentage	10.13	31.91	24.38	28.145	2017	24.38	Global Financial Inclusion Database, World Bank.	G
2018.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider (% of adults aged 15 years and older)	222	-88.86862995	13.73603564	SLV	El Salvador	3	15+	BOTHSEX	PERCENT	15 years old and over	Both	Percentage	13.76	36.72	30.35	33.535	2017	30.35	Global Financial Inclusion Database, World Bank.	G
2018.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider (% of adults aged 15 years and older)	226	10.46535826	1.565792376	GNQ	Equatorial Guinea	1	15+	MALE	PERCENT	15 years old and over	Male	Percentage								
2018.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider (% of adults aged 15 years and older)	226	10.46535826	1.565792376	GNQ	Equatorial Guinea	2	15+	FEMALE	PERCENT	15 years old and over	Female	Percentage								
2018.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider (% of adults aged 15 years and older)	226	10.46535826	1.565792376	GNQ	Equatorial Guinea	3	15+	BOTHSEX	PERCENT	15 years old and over	Both	Percentage								
2018.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider (% of adults aged 15 years and older)	231	39.63505296	8.631223181	ETH	Ethiopia	1	15+	MALE	PERCENT	15 years old and over	Male	Percentage		22.62	40.94	31.78	2017	40.94	Global Financial Inclusion Database, World Bank.	G
2018.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider (% of adults aged 15 years and older)	231	39.63505296	8.631223181	ETH	Ethiopia	2	15+	FEMALE	PERCENT	15 years old and over	Female	Percentage		21	29.08	25.04	2017	29.08	Global Financial Inclusion Database, World Bank.	G
2018.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider (% of adults aged 15 years and older)	231	39.63505296	8.631223181	ETH	Ethiopia	3	15+	BOTHSEX	PERCENT	15 years old and over	Both	Percentage		21.79	34.83	28.31	2017	34.83	Global Financial Inclusion Database, World Bank.	G
2018.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider (% of adults aged 15 years and older)	232	38.11074289	16.12894644	ERI	Eritrea	1	15+	MALE	PERCENT	15 years old and over	Male	Percentage								
2018.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider (% of adults aged 15 years and older)	232	38.11074289	16.12894644	ERI	Eritrea	2	15+	FEMALE	PERCENT	15 years old and over	Female	Percentage								
2018.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider (% of adults aged 15 years and older)	232	38.11074289	16.12894644	ERI	Eritrea	3	15+	BOTHSEX	PERCENT	15 years old and over	Both	Percentage								
2018.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider (% of adults aged 15 years and older)	233	25.84093481	58.68487172	EST	Estonia	1	15+	MALE	PERCENT	15 years old and over	Male	Percentage	96.29	97.92	97.55	97.735	2017	97.55	Global Financial Inclusion Database, World Bank.	G
2018.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider (% of adults aged 15 years and older)	233	25.84093481	58.68487172	EST	Estonia	2	15+	FEMALE	PERCENT	15 years old and over	Female	Percentage	97.26	97.47	98.38	97.925	2017	98.38	Global Financial Inclusion Database, World Bank.	G
2018.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider (% of adults aged 15 years and older)	233	25.84093481	58.68487172	EST	Estonia	3	15+	BOTHSEX	PERCENT	15 years old and over	Both	Percentage	96.82	97.67	97.99	97.83	2017	97.99	Global Financial Inclusion Database, World Bank.	G
2018.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider (% of adults aged 15 years and older)	234	-7.122044325	62.21228119	FRO	Faroe Islands	1	15+	MALE	PERCENT	15 years old and over	Male	Percentage								
2018.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider (% of adults aged 15 years and older)	234	-7.122044325	62.21228119	FRO	Faroe Islands	2	15+	FEMALE	PERCENT	15 years old and over	Female	Percentage								
2018.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider (% of adults aged 15 years and older)	234	-7.122044325	62.21228119	FRO	Faroe Islands	3	15+	BOTHSEX	PERCENT	15 years old and over	Both	Percentage								
2018.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider (% of adults aged 15 years and older)	238	-58.75246778	-51.74562601	FLK	Falkland Islands (Malvinas)	1	15+	MALE	PERCENT	15 years old and over	Male	Percentage								
2018.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider (% of adults aged 15 years and older)	238	-58.75246778	-51.74562601	FLK	Falkland Islands (Malvinas)	2	15+	FEMALE	PERCENT	15 years old and over	Female	Percentage								
2018.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider (% of adults aged 15 years and older)	238	-58.75246778	-51.74562601	FLK	Falkland Islands (Malvinas)	3	15+	BOTHSEX	PERCENT	15 years old and over	Both	Percentage								
2018.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider (% of adults aged 15 years and older)	239	-36.90662765	-54.20736749	SGS	South Georgia and the South Sandwich Islands	1	15+	MALE	PERCENT	15 years old and over	Male	Percentage								
2018.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider (% of adults aged 15 years and older)	239	-36.90662765	-54.20736749	SGS	South Georgia and the South Sandwich Islands	2	15+	FEMALE	PERCENT	15 years old and over	Female	Percentage								
2018.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider (% of adults aged 15 years and older)	239	-36.90662765	-54.20736749	SGS	South Georgia and the South Sandwich Islands	3	15+	BOTHSEX	PERCENT	15 years old and over	Both	Percentage								
2018.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider (% of adults aged 15 years and older)	242	177.9660884	-17.83301566	FJI	Fiji	1	15+	MALE	PERCENT	15 years old and over	Male	Percentage								
2018.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider (% of adults aged 15 years and older)	242	177.9660884	-17.83301566	FJI	Fiji	2	15+	FEMALE	PERCENT	15 years old and over	Female	Percentage								
2018.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider (% of adults aged 15 years and older)	242	177.9660884	-17.83301566	FJI	Fiji	3	15+	BOTHSEX	PERCENT	15 years old and over	Both	Percentage								
2018.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider (% of adults aged 15 years and older)	246	23.308447	61.91586738	FIN	Finland	1	15+	MALE	PERCENT	15 years old and over	Male	Percentage	99.46	100	100	100	2017	100	Global Financial Inclusion Database, World Bank.	G
2018.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider (% of adults aged 15 years and older)	246	23.308447	61.91586738	FIN	Finland	2	15+	FEMALE	PERCENT	15 years old and over	Female	Percentage	99.82	100	99.59	99.795	2017	99.59	Global Financial Inclusion Database, World Bank.	G
2018.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider (% of adults aged 15 years and older)	246	23.308447	61.91586738	FIN	Finland	3	15+	BOTHSEX	PERCENT	15 years old and over	Both	Percentage	99.65	100	99.79	99.895	2017	99.79	Global Financial Inclusion Database, World Bank.	G
2018.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider (% of adults aged 15 years and older)	248	19.80945969	60.1544901	ALA	Åland Islands	1	15+	MALE	PERCENT	15 years old and over	Male	Percentage								
2018.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider (% of adults aged 15 years and older)	248	19.80945969	60.1544901	ALA	Åland Islands	2	15+	FEMALE	PERCENT	15 years old and over	Female	Percentage								
2018.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider (% of adults aged 15 years and older)	248	19.80945969	60.1544901	ALA	Åland Islands	3	15+	BOTHSEX	PERCENT	15 years old and over	Both	Percentage								
2018.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider (% of adults aged 15 years and older)	250	2.457288129	46.62660861	FRA	France	1	15+	MALE	PERCENT	15 years old and over	Male	Percentage	97.49	97.79	96.98	97.385	2017	96.98	Global Financial Inclusion Database, World Bank.	G
2018.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider (% of adults aged 15 years and older)	250	2.457288129	46.62660861	FRA	France	2	15+	FEMALE	PERCENT	15 years old and over	Female	Percentage	96.57	95.47	91.29	93.38	2017	91.29	Global Financial Inclusion Database, World Bank.	G
2018.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider (% of adults aged 15 years and older)	250	2.457288129	46.62660861	FRA	France	3	15+	BOTHSEX	PERCENT	15 years old and over	Both	Percentage	96.98	96.58	94	95.29	2017	94	Global Financial Inclusion Database, World Bank.	G
2018.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider (% of adults aged 15 years and older)	254	-53.23619089	3.922673437	GUF	French Guiana	1	15+	MALE	PERCENT	15 years old and over	Male	Percentage								
2018.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider (% of adults aged 15 years and older)	254	-53.23619089	3.922673437	GUF	French Guiana	2	15+	FEMALE	PERCENT	15 years old and over	Female	Percentage								
2018.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider (% of adults aged 15 years and older)	254	-53.23619089	3.922673437	GUF	French Guiana	3	15+	BOTHSEX	PERCENT	15 years old and over	Both	Percentage								
2018.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider (% of adults aged 15 years and older)	258	-149.4052367	-17.67709294	PYF	French Polynesia	1	15+	MALE	PERCENT	15 years old and over	Male	Percentage								
2018.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider (% of adults aged 15 years and older)	258	-149.4052367	-17.67709294	PYF	French Polynesia	2	15+	FEMALE	PERCENT	15 years old and over	Female	Percentage								
2018.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider (% of adults aged 15 years and older)	258	-149.4052367	-17.67709294	PYF	French Polynesia	3	15+	BOTHSEX	PERCENT	15 years old and over	Both	Percentage								
2018.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider (% of adults aged 15 years and older)	260	69.64849091	-49.6068576	ATF	French Southern Territories	1	15+	MALE	PERCENT	15 years old and over	Male	Percentage								
2018.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider (% of adults aged 15 years and older)	260	69.64849091	-49.6068576	ATF	French Southern Territories	2	15+	FEMALE	PERCENT	15 years old and over	Female	Percentage								
2018.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider (% of adults aged 15 years and older)	260	69.64849091	-49.6068576	ATF	French Southern Territories	3	15+	BOTHSEX	PERCENT	15 years old and over	Both	Percentage								
2018.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider (% of adults aged 15 years and older)	262	42.18274707	11.56004161	DJI	Djibouti	1	15+	MALE	PERCENT	15 years old and over	Male	Percentage	16.63				2011	16.63	Global Financial Inclusion Database, World Bank.	G
2018.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider (% of adults aged 15 years and older)	262	42.18274707	11.56004161	DJI	Djibouti	2	15+	FEMALE	PERCENT	15 years old and over	Female	Percentage	8.76				2011	8.76	Global Financial Inclusion Database, World Bank.	G
2018.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider (% of adults aged 15 years and older)	262	42.18274707	11.56004161	DJI	Djibouti	3	15+	BOTHSEX	PERCENT	15 years old and over	Both	Percentage	12.27				2011	12.27	Global Financial Inclusion Database, World Bank.	G
2018.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider (% of adults aged 15 years and older)	266	11.78727747	-0.60687619	GAB	Gabon	1	15+	MALE	PERCENT	15 years old and over	Male	Percentage	20.76	35.42	63.8	49.61	2017	63.8	Global Financial Inclusion Database, World Bank.	G
2018.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider (% of adults aged 15 years and older)	266	11.78727747	-0.60687619	GAB	Gabon	2	15+	FEMALE	PERCENT	15 years old and over	Female	Percentage	17.17	30.74	53.7	42.22	2017	53.7	Global Financial Inclusion Database, World Bank.	G
2018.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider (% of adults aged 15 years and older)	266	11.78727747	-0.60687619	GAB	Gabon	3	15+	BOTHSEX	PERCENT	15 years old and over	Both	Percentage	18.95	33.01	58.6	45.805	2017	58.6	Global Financial Inclusion Database, World Bank.	G
2018.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider (% of adults aged 15 years and older)	268	43.3713615	42.04813028	GEO	Georgia	1	15+	MALE	PERCENT	15 years old and over	Male	Percentage	30.65	39.55	58.49	49.02	2017	58.49	Global Financial Inclusion Database, World Bank.	G
2018.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider (% of adults aged 15 years and older)	268	43.3713615	42.04813028	GEO	Georgia	2	15+	FEMALE	PERCENT	15 years old and over	Female	Percentage	34.92	39.76	63.61	51.685	2017	63.61	Global Financial Inclusion Database, World Bank.	G
2018.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider (% of adults aged 15 years and older)	268	43.3713615	42.04813028	GEO	Georgia	3	15+	BOTHSEX	PERCENT	15 years old and over	Both	Percentage	32.98	39.67	61.23	50.45	2017	61.23	Global Financial Inclusion Database, World Bank.	G
2018.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider (% of adults aged 15 years and older)	270	-15.39944785	13.45295927	GMB	Gambia	1	15+	MALE	PERCENT	15 years old and over	Male	Percentage								
2018.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider (% of adults aged 15 years and older)	270	-15.39944785	13.45295927	GMB	Gambia	2	15+	FEMALE	PERCENT	15 years old and over	Female	Percentage								
2018.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider (% of adults aged 15 years and older)	270	-15.39944785	13.45295927	GMB	Gambia	3	15+	BOTHSEX	PERCENT	15 years old and over	Both	Percentage								
2018.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider (% of adults aged 15 years and older)	275	35.25694122	31.94347933	PSE	State of Palestine	1	15+	MALE	PERCENT	15 years old and over	Male	Percentage	28.67	27.34	34.44	30.89	2017	34.44	Global Financial Inclusion Database, World Bank.	G
2018.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider (% of adults aged 15 years and older)	275	35.25694122	31.94347933	PSE	State of Palestine	2	15+	FEMALE	PERCENT	15 years old and over	Female	Percentage	10.19	21.21	15.91	18.56	2017	15.91	Global Financial Inclusion Database, World Bank.	G
2018.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider (% of adults aged 15 years and older)	275	35.25694122	31.94347933	PSE	State of Palestine	3	15+	BOTHSEX	PERCENT	15 years old and over	Both	Percentage	19.43	24.24	25.02	24.63	2017	25.02	Global Financial Inclusion Database, World Bank.	G
2018.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider (% of adults aged 15 years and older)	276	10.3806066	51.08862743	DEU	Germany	1	15+	MALE	PERCENT	15 years old and over	Male	Percentage	97.54	98.05	99.08	98.565	2017	99.08	Global Financial Inclusion Database, World Bank.	G
2018.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider (% of adults aged 15 years and older)	276	10.3806066	51.08862743	DEU	Germany	2	15+	FEMALE	PERCENT	15 years old and over	Female	Percentage	98.7	99.44	99.2	99.32	2017	99.2	Global Financial Inclusion Database, World Bank.	G
2018.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider (% of adults aged 15 years and older)	276	10.3806066	51.08862743	DEU	Germany	3	15+	BOTHSEX	PERCENT	15 years old and over	Both	Percentage	98.13	98.76	99.14	98.95	2017	99.14	Global Financial Inclusion Database, World Bank.	G
2018.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider (% of adults aged 15 years and older)	288	-1.205623522	7.964825185	GHA	Ghana	1	15+	MALE	PERCENT	15 years old and over	Male	Percentage	31.85	41.67	61.79	51.73	2017	61.79	Global Financial Inclusion Database, World Bank.	G
2018.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider (% of adults aged 15 years and older)	288	-1.205623522	7.964825185	GHA	Ghana	2	15+	FEMALE	PERCENT	15 years old and over	Female	Percentage	27.09	39.38	53.72	46.55	2017	53.72	Global Financial Inclusion Database, World Bank.	G
2018.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider (% of adults aged 15 years and older)	288	-1.205623522	7.964825185	GHA	Ghana	3	15+	BOTHSEX	PERCENT	15 years old and over	Both	Percentage	29.43	40.51	57.72	49.115	2017	57.72	Global Financial Inclusion Database, World Bank.	G
2018.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider (% of adults aged 15 years and older)	292	-5.347561686	36.13895036	GIB	Gibraltar	1	15+	MALE	PERCENT	15 years old and over	Male	Percentage								
2018.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider (% of adults aged 15 years and older)	292	-5.347561686	36.13895036	GIB	Gibraltar	2	15+	FEMALE	PERCENT	15 years old and over	Female	Percentage								
2018.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider (% of adults aged 15 years and older)	292	-5.347561686	36.13895036	GIB	Gibraltar	3	15+	BOTHSEX	PERCENT	15 years old and over	Both	Percentage								
2018.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider (% of adults aged 15 years and older)	296	-157.5643005	1.768837732	KIR	Kiribati	1	15+	MALE	PERCENT	15 years old and over	Male	Percentage								
2018.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider (% of adults aged 15 years and older)	296	-157.5643005	1.768837732	KIR	Kiribati	2	15+	FEMALE	PERCENT	15 years old and over	Female	Percentage								
2018.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider (% of adults aged 15 years and older)	296	-157.5643005	1.768837732	KIR	Kiribati	3	15+	BOTHSEX	PERCENT	15 years old and over	Both	Percentage								
2018.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider (% of adults aged 15 years and older)	300	22.58307827	39.47301873	GRC	Greece	1	15+	MALE	PERCENT	15 years old and over	Male	Percentage	80.34	88.48	86.45	87.465	2017	86.45	Global Financial Inclusion Database, World Bank.	G
