"ISO3CD","X","Y","GeoArea_Code","GeoArea_Desc","GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","EducationLevel_Code","EducationLevel_Desc","ReportingType_Code","ReportingType_Desc","Units_Code","Units_Desc","Footnotes_2000","Footnotes_2001","Footnotes_2002","Footnotes_2003","Footnotes_2004","Footnotes_2005","Footnotes_2006","Footnotes_2007","Footnotes_2008","Footnotes_2009","Footnotes_2010","Footnotes_2011","Footnotes_2012","Footnotes_2013","Footnotes_2014","Footnotes_2015","Footnotes_2016","Footnotes_2017","Nature_Code_2000","Nature_Code_2001","Nature_Code_2002","Nature_Code_2003","Nature_Code_2004","Nature_Code_2005","Nature_Code_2006","Nature_Code_2007","Nature_Code_2008","Nature_Code_2009","Nature_Code_2010","Nature_Code_2011","Nature_Code_2012","Nature_Code_2013","Nature_Code_2014","Nature_Code_2015","Nature_Code_2016","Nature_Code_2017","Source_2000","Source_2001","Source_2002","Source_2003","Source_2004","Source_2005","Source_2006","Source_2007","Source_2008","Source_2009","Source_2010","Source_2011","Source_2012","Source_2013","Source_2014","Source_2015","Source_2016","Source_2017","TimeDetail_2000","TimeDetail_2001","TimeDetail_2002","TimeDetail_2003","TimeDetail_2004","TimeDetail_2005","TimeDetail_2006","TimeDetail_2007","TimeDetail_2008","TimeDetail_2009","TimeDetail_2010","TimeDetail_2011","TimeDetail_2012","TimeDetail_2013","TimeDetail_2014","TimeDetail_2015","TimeDetail_2016","TimeDetail_2017","Value_2000","Value_2001","Value_2002","Value_2003","Value_2004","Value_2005","Value_2006","Value_2007","Value_2008","Value_2009","Value_2010","Value_2011","Value_2012","Value_2013","Value_2014","Value_2015","Value_2016","Value_2017","Latest_Year","Latest_Value"
"COM","43.34234565","-11.66121732","174","Comoros","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_GPI_TRATEA","Gender parity index of trained teachers, by education level (ratio)","2019.Q1.G.01","PRIMAR","Primary","G","Global","Ratio","Ratio","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","C","","","","","","","","","","","","","","","","","","UNESCO Institute for Statistics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.05635","","","","",2013.0,"1.05635"
"COM","43.34234565","-11.66121732","174","Comoros","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_GPI_TRATEA","Gender parity index of trained teachers, by education level (ratio)","2019.Q1.G.01","SECOND","Secondary","G","Global","Ratio","Ratio","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUB","-79.54460144","22.10030366","192","Cuba","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_GPI_TRATEA","Gender parity index of trained teachers, by education level (ratio)","2019.Q1.G.01","PREPRI","Pre-primary","G","Global","Ratio","Ratio","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUB","-79.54460144","22.10030366","192","Cuba","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_GPI_TRATEA","Gender parity index of trained teachers, by education level (ratio)","2019.Q1.G.01","PRIMAR","Primary","G","Global","Ratio","Ratio","","","","","","","","","","","","","","","","","","","C","C","","C","C","C","C","C","C","C","C","C","C","C","C","C","","","UNESCO Institute for Statistics","UNESCO Institute for Statistics","","UNESCO Institute for Statistics","UNESCO Institute for Statistics","UNESCO Institute for Statistics","UNESCO Institute for Statistics","UNESCO Institute for Statistics","UNESCO Institute for Statistics","UNESCO Institute for Statistics","UNESCO Institute for Statistics","UNESCO Institute for Statistics","UNESCO Institute for Statistics","UNESCO Institute for Statistics","UNESCO Institute for Statistics","UNESCO Institute for Statistics","","","","","","","","","","","","","","","","","","","","","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","","",2015.0,"1"
"CUB","-79.54460144","22.10030366","192","Cuba","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_GPI_TRATEA","Gender parity index of trained teachers, by education level (ratio)","2019.Q1.G.01","SECOND","Secondary","G","Global","Ratio","Ratio","","","","","","","","","","","","","","","","","","","C","C","C","C","C","C","C","C","C","C","C","C","C","","C","C","","","UNESCO Institute for Statistics","UNESCO Institute for Statistics","UNESCO Institute for Statistics","UNESCO Institute for Statistics","UNESCO Institute for Statistics","UNESCO Institute for Statistics","UNESCO Institute for Statistics","UNESCO Institute for Statistics","UNESCO Institute for Statistics","UNESCO Institute for Statistics","UNESCO Institute for Statistics","UNESCO Institute for Statistics","UNESCO Institute for Statistics","","UNESCO Institute for Statistics","UNESCO Institute for Statistics","","","","","","","","","","","","","","","","","","","","","0.99651","1.00397","1.01018","0.98879","0.98525","1","1","1","1","1","1","1","1","","1","1","","",2015.0,"1"
"DMA","-61.3493756","15.43391378","212","Dominica","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_GPI_TRATEA","Gender parity index of trained teachers, by education level (ratio)","2019.Q1.G.01","PREPRI","Pre-primary","G","Global","Ratio","Ratio","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DMA","-61.3493756","15.43391378","212","Dominica","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_GPI_TRATEA","Gender parity index of trained teachers, by education level (ratio)","2019.Q1.G.01","PRIMAR","Primary","G","Global","Ratio","Ratio","","","","","","","","","","","","","","","","","","","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","","UNESCO Institute for Statistics","UNESCO Institute for Statistics","UNESCO Institute for Statistics","UNESCO Institute for Statistics","UNESCO Institute for Statistics","UNESCO Institute for Statistics","UNESCO Institute for Statistics","UNESCO Institute for Statistics","UNESCO Institute for Statistics","UNESCO Institute for Statistics","UNESCO Institute for Statistics","UNESCO Institute for Statistics","UNESCO Institute for Statistics","UNESCO Institute for Statistics","UNESCO Institute for Statistics","UNESCO Institute for Statistics","UNESCO Institute for Statistics","","","","","","","","","","","","","","","","","","","","1.28828","1.29281","1.40458","1.40933","1.61207","1.39475","1.52752","1.5271","1.51423","1.64598","1.65367","1.62794","1.30887","1.17037","1.18767","1.2466","1.09291","",2016.0,"1.09291"
"DMA","-61.3493756","15.43391378","212","Dominica","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_GPI_TRATEA","Gender parity index of trained teachers, by education level (ratio)","2019.Q1.G.01","SECOND","Secondary","G","Global","Ratio","Ratio","","","","","","","","","","","","","","","","","","","C","C","C","C","C","C","C","C","C","C","C","C","","C","C","C","C","","UNESCO Institute for Statistics","UNESCO Institute for Statistics","UNESCO Institute for Statistics","UNESCO Institute for Statistics","UNESCO Institute for Statistics","UNESCO Institute for Statistics","UNESCO Institute for Statistics","UNESCO Institute for Statistics","UNESCO Institute for Statistics","UNESCO Institute for Statistics","UNESCO Institute for Statistics","UNESCO Institute for Statistics","","UNESCO Institute for Statistics","UNESCO Institute for Statistics","UNESCO Institute for Statistics","UNESCO Institute for Statistics","","","","","","","","","","","","","","","","","","","","1.01414","1.19608","1.00339","1.69015","1.17586","1.29154","1.25599","1.00079","0.94231","0.90481","1.06419","1.09708","","1.50953","1.13595","1.17267","1.25082","",2016.0,"1.25082"
"FJI","177.9660884","-17.83301566","242","Fiji","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_GPI_TRATEA","Gender parity index of trained teachers, by education level (ratio)","2019.Q1.G.01","PREPRI","Pre-primary","G","Global","Ratio","Ratio","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FJI","177.9660884","-17.83301566","242","Fiji","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_GPI_TRATEA","Gender parity index of trained teachers, by education level (ratio)","2019.Q1.G.01","PRIMAR","Primary","G","Global","Ratio","Ratio","","","","","","","","","","","","","","","","","","","","","","","","","","","C","","","C","C","","","","","","","","","","","","","","UNESCO Institute for Statistics","","","UNESCO Institute for Statistics","UNESCO Institute for Statistics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.99899","","","1","1","","","","","",2012.0,"1"
"FJI","177.9660884","-17.83301566","242","Fiji","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_GPI_TRATEA","Gender parity index of trained teachers, by education level (ratio)","2019.Q1.G.01","SECOND","Secondary","G","Global","Ratio","Ratio","","","","","","","","","","","","","","","","","","","","","","","","","","C","","","","C","C","","","","","","","","","","","","","UNESCO Institute for Statistics","","","","UNESCO Institute for Statistics","UNESCO Institute for Statistics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.00002","","","","1","1","","","","","",2012.0,"1"
"GAB","11.78727747","-0.60687619","266","Gabon","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_GPI_TRATEA","Gender parity index of trained teachers, by education level (ratio)","2019.Q1.G.01","PREPRI","Pre-primary","G","Global","Ratio","Ratio","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GAB","11.78727747","-0.60687619","266","Gabon","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_GPI_TRATEA","Gender parity index of trained teachers, by education level (ratio)","2019.Q1.G.01","PRIMAR","Primary","G","Global","Ratio","Ratio","","","","","","","","","","","","","","","","","","","","C","","C","","","","","","","","","","","","","","","","UNESCO Institute for Statistics","","UNESCO Institute for Statistics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.98717","","1","","","","","","","","","","","","","","",2003.0,"1"
"GAB","11.78727747","-0.60687619","266","Gabon","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_GPI_TRATEA","Gender parity index of trained teachers, by education level (ratio)","2019.Q1.G.01","SECOND","Secondary","G","Global","Ratio","Ratio","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GEO","43.3713615","42.04813028","268","Georgia","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_GPI_TRATEA","Gender parity index of trained teachers, by education level (ratio)","2019.Q1.G.01","PREPRI","Pre-primary","G","Global","Ratio","Ratio","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GEO","43.3713615","42.04813028","268","Georgia","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_GPI_TRATEA","Gender parity index of trained teachers, by education level (ratio)","2019.Q1.G.01","PRIMAR","Primary","G","Global","Ratio","Ratio","","","","","","","","","","","","","","","","","","","C","","","","","","","","C","C","","","","","","","","","UNESCO Institute for Statistics","","","","","","","","UNESCO Institute for Statistics","UNESCO Institute for Statistics","","","","","","","","","","","","","","","","","","","","","","","","","","","0.99759","","","","","","","","1.00139","1.03382","","","","","","","","",2009.0,"1.03382"
"GEO","43.3713615","42.04813028","268","Georgia","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_GPI_TRATEA","Gender parity index of trained teachers, by education level (ratio)","2019.Q1.G.01","SECOND","Secondary","G","Global","Ratio","Ratio","","","","","","","","","","","","","","","","","","","C","","","","","","","","","C","","","","","","","","","UNESCO Institute for Statistics","","","","","","","","","UNESCO Institute for Statistics","","","","","","","","","","","","","","","","","","","","","","","","","","","1.88912","","","","","","","","","1.02999","","","","","","","","",2009.0,"1.02999"
"ATG","-61.7999755","17.07761471","28","Antigua and Barbuda","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_GPI_TRATEA","Gender parity index of trained teachers, by education level (ratio)","2019.Q1.G.01","PREPRI","Pre-primary","G","Global","Ratio","Ratio","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ATG","-61.7999755","17.07761471","28","Antigua and Barbuda","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_GPI_TRATEA","Gender parity index of trained teachers, by education level (ratio)","2019.Q1.G.01","PRIMAR","Primary","G","Global","Ratio","Ratio","","","","","","","","","","","","","","","","","","","C","","","","","","","C","C","C","C","C","C","","C","C","","","UNESCO Institute for Statistics","","","","","","","UNESCO Institute for Statistics","UNESCO Institute for Statistics","UNESCO Institute for Statistics","UNESCO Institute for Statistics","UNESCO Institute for Statistics","UNESCO Institute for Statistics","","UNESCO Institute for Statistics","UNESCO Institute for Statistics","","","","","","","","","","","","","","","","","","","","","0.74328","","","","","","","0.94727","1.01261","0.86232","0.95567","1.20699","1.5188","","0.85403","1.17863","","",2015.0,"1.17863"
"ATG","-61.7999755","17.07761471","28","Antigua and Barbuda","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_GPI_TRATEA","Gender parity index of trained teachers, by education level (ratio)","2019.Q1.G.01","SECOND","Secondary","G","Global","Ratio","Ratio","","","","","","","","","","","","","","","","","","","E","","","","","","","","","C","C","C","","","C","C","","","UNESCO Institute for Statistics","","","","","","","","","UNESCO Institute for Statistics","UNESCO Institute for Statistics","UNESCO Institute for Statistics","","","UNESCO Institute for Statistics","UNESCO Institute for Statistics","","","","","","","","","","","","","","","","","","","","","0.69147","","","","","","","","","0.95136","1.03673","0.79302","","","0.88296","1.01233","","",2015.0,"1.01233"
"KIR","-157.5643005","1.768837732","296","Kiribati","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_GPI_TRATEA","Gender parity index of trained teachers, by education level (ratio)","2019.Q1.G.01","PREPRI","Pre-primary","G","Global","Ratio","Ratio","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KIR","-157.5643005","1.768837732","296","Kiribati","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_GPI_TRATEA","Gender parity index of trained teachers, by education level (ratio)","2019.Q1.G.01","PRIMAR","Primary","G","Global","Ratio","Ratio","","","","","","","","","","","","","","","","","","","","","","","","C","C","C","C","","","","","","","","C","","","","","","","UNESCO Institute for Statistics","UNESCO Institute for Statistics","UNESCO Institute for Statistics","UNESCO Institute for Statistics","","","","","","","","UNESCO Institute for Statistics","","","","","","","","","","","","","","","","","","","","","","","","","1.04992","1.0191","1.00218","1.03291","","","","","","","","1.04303","",2016.0,"1.04303"
"KIR","-157.5643005","1.768837732","296","Kiribati","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_GPI_TRATEA","Gender parity index of trained teachers, by education level (ratio)","2019.Q1.G.01","SECOND","Secondary","G","Global","Ratio","Ratio","","","","","","","","","","","","","","","","","","","","","","","","C","C","C","C","","","","","","","","","","","","","","","UNESCO Institute for Statistics","UNESCO Institute for Statistics","UNESCO Institute for Statistics","UNESCO Institute for Statistics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.05476","0.99197","1.07034","1.08406","","","","","","","","","",2008.0,"1.08406"
"GRD","-61.68248568","12.11238395","308","Grenada","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_GPI_TRATEA","Gender parity index of trained teachers, by education level (ratio)","2019.Q1.G.01","PREPRI","Pre-primary","G","Global","Ratio","Ratio","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GRD","-61.68248568","12.11238395","308","Grenada","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_GPI_TRATEA","Gender parity index of trained teachers, by education level (ratio)","2019.Q1.G.01","PRIMAR","Primary","G","Global","Ratio","Ratio","","","","","","","","","","","","","","","","","","","C","C","","C","","C","","C","C","C","","","","C","C","C","C","","UNESCO Institute for Statistics","UNESCO Institute for Statistics","","UNESCO Institute for Statistics","","UNESCO Institute for Statistics","","UNESCO Institute for Statistics","UNESCO Institute for Statistics","UNESCO Institute for Statistics","","","","UNESCO Institute for Statistics","UNESCO Institute for Statistics","UNESCO Institute for Statistics","UNESCO Institute for Statistics","","","","","","","","","","","","","","","","","","","","1.15918","1.10585","","1.02939","","1.04512","","0.99926","1.04568","0.94667","","","","1.18182","0.86468","1.09465","1.09883","",2016.0,"1.09883"
"GRD","-61.68248568","12.11238395","308","Grenada","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_GPI_TRATEA","Gender parity index of trained teachers, by education level (ratio)","2019.Q1.G.01","SECOND","Secondary","G","Global","Ratio","Ratio","","","","","","","","","","","","","","","","","","","","","","E","","","","","C","","C","","","C","C","C","C","","","","","UNESCO Institute for Statistics","","","","","UNESCO Institute for Statistics","","UNESCO Institute for Statistics","","","UNESCO Institute for Statistics","UNESCO Institute for Statistics","UNESCO Institute for Statistics","UNESCO Institute for Statistics","","","","","","","","","","","","","","","","","","","","","","","0.83193","","","","","0.7193","","0.23073","","","1.21766","1.00351","1.21895","1.19288","",2016.0,"1.19288"
"HKG","114.0266445","22.41749934","344","China, Hong Kong Special Administrative Region","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_GPI_TRATEA","Gender parity index of trained teachers, by education level (ratio)","2019.Q1.G.01","PREPRI","Pre-primary","G","Global","Ratio","Ratio","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
