series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Age	Bounds	Units	Age description	Bounds description	Units description	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	204	2.339933594	9.65401646	BEN	Benin	1	<5Y	MP	PER_POP_U5	under 5 years old	P	% of children aged 0-59 months		3					11.4								1.7				1.7	2014	1.7	Enquête par grappes a indicateurs multiples (MICS) 2014, Résultats clés. Cotonou, Benin: INSAE, 2015.	CA
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	204	2.339933594	9.65401646	BEN	Benin	2	<5Y	LB	PER_POP_U5	under 5 years old	Lower bound	% of children aged 0-59 months																							
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	204	2.339933594	9.65401646	BEN	Benin	3	<5Y	UB	PER_POP_U5	under 5 years old	Upper bound	% of children aged 0-59 months																							
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	208	9.326571283	56.03829721	DNK	Denmark	1	<5Y	MP	PER_POP_U5	under 5 years old	P	% of children aged 0-59 months																							
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	208	9.326571283	56.03829721	DNK	Denmark	2	<5Y	LB	PER_POP_U5	under 5 years old	Lower bound	% of children aged 0-59 months																							
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	208	9.326571283	56.03829721	DNK	Denmark	3	<5Y	UB	PER_POP_U5	under 5 years old	Upper bound	% of children aged 0-59 months																							
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	212	-61.3493756	15.43391378	DMA	Dominica	1	<5Y	MP	PER_POP_U5	under 5 years old	P	% of children aged 0-59 months																							
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	212	-61.3493756	15.43391378	DMA	Dominica	2	<5Y	LB	PER_POP_U5	under 5 years old	Lower bound	% of children aged 0-59 months																							
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	212	-61.3493756	15.43391378	DMA	Dominica	3	<5Y	UB	PER_POP_U5	under 5 years old	Upper bound	% of children aged 0-59 months																							
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	214	-70.49847576	18.89832088	DOM	Dominican Republic	1	<5Y	MP	PER_POP_U5	under 5 years old	P	% of children aged 0-59 months	6.9		8.6				7.4	8.3						7.6					7.6	2013	7.6	Encuesta demográfica y de salud 2013. Demographic and Health Surveys. Santo Domingo, República Dominicana: CESDEM y ICF International, 2014 (and additional analysis).	CA
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	214	-70.49847576	18.89832088	DOM	Dominican Republic	2	<5Y	LB	PER_POP_U5	under 5 years old	Lower bound	% of children aged 0-59 months																							
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	214	-70.49847576	18.89832088	DOM	Dominican Republic	3	<5Y	UB	PER_POP_U5	under 5 years old	Upper bound	% of children aged 0-59 months																							
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	218	-78.37005241	-1.447785891	ECU	Ecuador	1	<5Y	MP	PER_POP_U5	under 5 years old	P	% of children aged 0-59 months					5.1		5.2						7.5		8				8	2014	8	Tabulados Encuesta de Condiciones de Vida 2014 - Sexta Ronda  (and additional analysis)	CA
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	218	-78.37005241	-1.447785891	ECU	Ecuador	2	<5Y	LB	PER_POP_U5	under 5 years old	Lower bound	% of children aged 0-59 months																							
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	218	-78.37005241	-1.447785891	ECU	Ecuador	3	<5Y	UB	PER_POP_U5	under 5 years old	Upper bound	% of children aged 0-59 months																							
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	222	-88.86862995	13.73603564	SLV	El Salvador	1	<5Y	MP	PER_POP_U5	under 5 years old	P	% of children aged 0-59 months				5.8					5.7						6.4				6.4	2014	6.4	Encuesta nacional de salud 2014 - Encuesta de indicadores multiples por conglomerados 2014, Resultados principales. San Salvador, El Salvador: Ministerio de Salud e Instituto Nacional de Salud.	CA
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	222	-88.86862995	13.73603564	SLV	El Salvador	2	<5Y	LB	PER_POP_U5	under 5 years old	Lower bound	% of children aged 0-59 months																							
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	222	-88.86862995	13.73603564	SLV	El Salvador	3	<5Y	UB	PER_POP_U5	under 5 years old	Upper bound	% of children aged 0-59 months																							
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	226	10.46535826	1.565792376	GNQ	Equatorial Guinea	1	<5Y	MP	PER_POP_U5	under 5 years old	P	% of children aged 0-59 months	14				8.3							9.7								2011	9.7	Encuesta demográfica y de salud en Guinea Ecuatorial (EDSGE-I). Demographic and Health Surveys. Guinea Ecuatorial y Calverton, Maryland, USA: MSBS, MEPIP e ICF, 2012.	CA
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	226	10.46535826	1.565792376	GNQ	Equatorial Guinea	2	<5Y	LB	PER_POP_U5	under 5 years old	Lower bound	% of children aged 0-59 months																							
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	226	10.46535826	1.565792376	GNQ	Equatorial Guinea	3	<5Y	UB	PER_POP_U5	under 5 years old	Upper bound	% of children aged 0-59 months																							
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	231	39.63505296	8.631223181	ETH	Ethiopia	1	<5Y	MP	PER_POP_U5	under 5 years old	P	% of children aged 0-59 months	2					5.1						1.8			2.6		2.8		2.7	2016	2.8	Ethiopia Demographic and Health Survey 2016: Key Indicators Report. Addis Ababa, Ethiopia, and Rockville, Maryland, USA. CSA and ICF	CA
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	231	39.63505296	8.631223181	ETH	Ethiopia	2	<5Y	LB	PER_POP_U5	under 5 years old	Lower bound	% of children aged 0-59 months																							
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	231	39.63505296	8.631223181	ETH	Ethiopia	3	<5Y	UB	PER_POP_U5	under 5 years old	Upper bound	% of children aged 0-59 months																							
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	232	38.11074289	16.12894644	ERI	Eritrea	1	<5Y	MP	PER_POP_U5	under 5 years old	P	% of children aged 0-59 months			1.6								1.9									2010	1.9	Eritrea population and health survey 2010. Asmara, Eritrea: National Statistics Office and Fafo Institute for Applied International Studies, 2013.	CA
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	232	38.11074289	16.12894644	ERI	Eritrea	2	<5Y	LB	PER_POP_U5	under 5 years old	Lower bound	% of children aged 0-59 months																							
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	232	38.11074289	16.12894644	ERI	Eritrea	3	<5Y	UB	PER_POP_U5	under 5 years old	Upper bound	% of children aged 0-59 months																							
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	233	25.84093481	58.68487172	EST	Estonia	1	<5Y	MP	PER_POP_U5	under 5 years old	P	% of children aged 0-59 months																							
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	233	25.84093481	58.68487172	EST	Estonia	2	<5Y	LB	PER_POP_U5	under 5 years old	Lower bound	% of children aged 0-59 months																							
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	233	25.84093481	58.68487172	EST	Estonia	3	<5Y	UB	PER_POP_U5	under 5 years old	Upper bound	% of children aged 0-59 months																							
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	234	-7.122044325	62.21228119	FRO	Faroe Islands	1	<5Y	MP	PER_POP_U5	under 5 years old	P	% of children aged 0-59 months																							
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	234	-7.122044325	62.21228119	FRO	Faroe Islands	2	<5Y	LB	PER_POP_U5	under 5 years old	Lower bound	% of children aged 0-59 months																							
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	234	-7.122044325	62.21228119	FRO	Faroe Islands	3	<5Y	UB	PER_POP_U5	under 5 years old	Upper bound	% of children aged 0-59 months																							
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	238	-58.75246778	-51.74562601	FLK	Falkland Islands (Malvinas)	1	<5Y	MP	PER_POP_U5	under 5 years old	P	% of children aged 0-59 months																							
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	238	-58.75246778	-51.74562601	FLK	Falkland Islands (Malvinas)	2	<5Y	LB	PER_POP_U5	under 5 years old	Lower bound	% of children aged 0-59 months																							
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	238	-58.75246778	-51.74562601	FLK	Falkland Islands (Malvinas)	3	<5Y	UB	PER_POP_U5	under 5 years old	Upper bound	% of children aged 0-59 months																							
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	239	-36.90662765	-54.20736749	SGS	South Georgia and the South Sandwich Islands	1	<5Y	MP	PER_POP_U5	under 5 years old	P	% of children aged 0-59 months																							
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	239	-36.90662765	-54.20736749	SGS	South Georgia and the South Sandwich Islands	2	<5Y	LB	PER_POP_U5	under 5 years old	Lower bound	% of children aged 0-59 months																							
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	239	-36.90662765	-54.20736749	SGS	South Georgia and the South Sandwich Islands	3	<5Y	UB	PER_POP_U5	under 5 years old	Upper bound	% of children aged 0-59 months																							
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	242	177.9660884	-17.83301566	FJI	Fiji	1	<5Y	MP	PER_POP_U5	under 5 years old	P	% of children aged 0-59 months					5.1															2004	5.1	2004 Fiji national nutrition survey: Main report. Suva, Fiji, 2007 (and additional analysis).	CA
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	242	177.9660884	-17.83301566	FJI	Fiji	2	<5Y	LB	PER_POP_U5	under 5 years old	Lower bound	% of children aged 0-59 months																							
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	242	177.9660884	-17.83301566	FJI	Fiji	3	<5Y	UB	PER_POP_U5	under 5 years old	Upper bound	% of children aged 0-59 months																							
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	246	23.308447	61.91586738	FIN	Finland	1	<5Y	MP	PER_POP_U5	under 5 years old	P	% of children aged 0-59 months																							
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	246	23.308447	61.91586738	FIN	Finland	2	<5Y	LB	PER_POP_U5	under 5 years old	Lower bound	% of children aged 0-59 months																							
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	246	23.308447	61.91586738	FIN	Finland	3	<5Y	UB	PER_POP_U5	under 5 years old	Upper bound	% of children aged 0-59 months																							
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	248	19.80945969	60.1544901	ALA	Åland Islands	1	<5Y	MP	PER_POP_U5	under 5 years old	P	% of children aged 0-59 months																							
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	248	19.80945969	60.1544901	ALA	Åland Islands	2	<5Y	LB	PER_POP_U5	under 5 years old	Lower bound	% of children aged 0-59 months																							
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	248	19.80945969	60.1544901	ALA	Åland Islands	3	<5Y	UB	PER_POP_U5	under 5 years old	Upper bound	% of children aged 0-59 months																							
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	250	2.457288129	46.62660861	FRA	France	1	<5Y	MP	PER_POP_U5	under 5 years old	P	% of children aged 0-59 months																							
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	250	2.457288129	46.62660861	FRA	France	2	<5Y	LB	PER_POP_U5	under 5 years old	Lower bound	% of children aged 0-59 months																							
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	250	2.457288129	46.62660861	FRA	France	3	<5Y	UB	PER_POP_U5	under 5 years old	Upper bound	% of children aged 0-59 months																							
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	254	-53.23619089	3.922673437	GUF	French Guiana	1	<5Y	MP	PER_POP_U5	under 5 years old	P	% of children aged 0-59 months																							
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	254	-53.23619089	3.922673437	GUF	French Guiana	2	<5Y	LB	PER_POP_U5	under 5 years old	Lower bound	% of children aged 0-59 months																							
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	254	-53.23619089	3.922673437	GUF	French Guiana	3	<5Y	UB	PER_POP_U5	under 5 years old	Upper bound	% of children aged 0-59 months																							
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	258	-149.4052367	-17.67709294	PYF	French Polynesia	1	<5Y	MP	PER_POP_U5	under 5 years old	P	% of children aged 0-59 months																							
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	258	-149.4052367	-17.67709294	PYF	French Polynesia	2	<5Y	LB	PER_POP_U5	under 5 years old	Lower bound	% of children aged 0-59 months																							
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	258	-149.4052367	-17.67709294	PYF	French Polynesia	3	<5Y	UB	PER_POP_U5	under 5 years old	Upper bound	% of children aged 0-59 months																							
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	260	69.64849091	-49.6068576	ATF	French Southern Territories	1	<5Y	MP	PER_POP_U5	under 5 years old	P	% of children aged 0-59 months																							
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	260	69.64849091	-49.6068576	ATF	French Southern Territories	2	<5Y	LB	PER_POP_U5	under 5 years old	Lower bound	% of children aged 0-59 months																							
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	260	69.64849091	-49.6068576	ATF	French Southern Territories	3	<5Y	UB	PER_POP_U5	under 5 years old	Upper bound	% of children aged 0-59 months																							
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	262	42.18274707	11.56004161	DJI	Djibouti	1	<5Y	MP	PER_POP_U5	under 5 years old	P	% of children aged 0-59 months			8.4				13.4						8.1							2012	8.1	Enquête djiboutienne à indicateurs multiples (EDIM): Rapport preliminaire. Djibouti: Ministère de la Santé et PAPFAM, 2013 (and additional analysis).	CA
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	262	42.18274707	11.56004161	DJI	Djibouti	2	<5Y	LB	PER_POP_U5	under 5 years old	Lower bound	% of children aged 0-59 months																							
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	262	42.18274707	11.56004161	DJI	Djibouti	3	<5Y	UB	PER_POP_U5	under 5 years old	Upper bound	% of children aged 0-59 months																							
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	266	11.78727747	-0.60687619	GAB	Gabon	1	<5Y	MP	PER_POP_U5	under 5 years old	P	% of children aged 0-59 months	5.6												7.7							2012	7.7	Enquête démographique et de santé du Gabon 2012. Demographic and Health Surveys. Calverton, Maryland, et Libreville, Gabon : DGS et ICF International, 2013 (and additional analysis).	CA
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	266	11.78727747	-0.60687619	GAB	Gabon	2	<5Y	LB	PER_POP_U5	under 5 years old	Lower bound	% of children aged 0-59 months																							
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	266	11.78727747	-0.60687619	GAB	Gabon	3	<5Y	UB	PER_POP_U5	under 5 years old	Upper bound	% of children aged 0-59 months																							
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	268	43.3713615	42.04813028	GEO	Georgia	1	<5Y	MP	PER_POP_U5	under 5 years old	P	% of children aged 0-59 months						21				19.9										2009	19.9	Report of the Georgia national nutrition survey (GNNS) 2009. Tbilisi, Georgia: NCDC&PH and UNICEF, 2010.	CA
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	268	43.3713615	42.04813028	GEO	Georgia	2	<5Y	LB	PER_POP_U5	under 5 years old	Lower bound	% of children aged 0-59 months																							
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	268	43.3713615	42.04813028	GEO	Georgia	3	<5Y	UB	PER_POP_U5	under 5 years old	Upper bound	% of children aged 0-59 months																							
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	270	-15.39944785	13.45295927	GMB	Gambia	1	<5Y	MP	PER_POP_U5	under 5 years old	P	% of children aged 0-59 months	3						2.7				1.9		1.1	3.2					3.2	2013	3.2	The Gambia Demographic and Health Survey 2013. Banjul, The Gambia, and Rockville, Maryland, USA: GBOS and ICF International, 2014.	CA
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	270	-15.39944785	13.45295927	GMB	Gambia	2	<5Y	LB	PER_POP_U5	under 5 years old	Lower bound	% of children aged 0-59 months																							
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	270	-15.39944785	13.45295927	GMB	Gambia	3	<5Y	UB	PER_POP_U5	under 5 years old	Upper bound	% of children aged 0-59 months																							
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	275	35.25694122	31.94347933	PSE	State of Palestine	1	<5Y	MP	PER_POP_U5	under 5 years old	P	% of children aged 0-59 months								11.4			5.3				8.2				8.2	2014	8.2	Palestinian multiple indicator cluster survey 2014: Key findings report (MICS). Ramallah, Palestine, 2014.	CA
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	275	35.25694122	31.94347933	PSE	State of Palestine	2	<5Y	LB	PER_POP_U5	under 5 years old	Lower bound	% of children aged 0-59 months																							
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	275	35.25694122	31.94347933	PSE	State of Palestine	3	<5Y	UB	PER_POP_U5	under 5 years old	Upper bound	% of children aged 0-59 months																							
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	276	10.3806066	51.08862743	DEU	Germany	1	<5Y	MP	PER_POP_U5	under 5 years old	P	% of children aged 0-59 months						3.5														2005	3.5	Die Verbreitung von Übergewicht und Adipositas bei Kindern und Jugendlichen in Deutschland. Ergebnisse des bundesweiten Kinder- und Jugendgesundheitssurveys (KiGGS). Bundesgesundheitsblatt - Gesundheitsforschung - Gesundheitsschutz 50, 736-743.	CA
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	276	10.3806066	51.08862743	DEU	Germany	2	<5Y	LB	PER_POP_U5	under 5 years old	Lower bound	% of children aged 0-59 months																							
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	276	10.3806066	51.08862743	DEU	Germany	3	<5Y	UB	PER_POP_U5	under 5 years old	Upper bound	% of children aged 0-59 months																							
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	288	-1.205623522	7.964825185	GHA	Ghana	1	<5Y	MP	PER_POP_U5	under 5 years old	P	% of children aged 0-59 months				4.5			2.6		5.9			2.6			2.6				2.6	2014	2.6	2014 Ghana demographic and health survey (2014 GDHS): Key indicators. Demographic and Health Surveys. Accra, Ghana: GSS, NPHRL, GHS, 2015 (pending reanalysis).	CA
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	288	-1.205623522	7.964825185	GHA	Ghana	2	<5Y	LB	PER_POP_U5	under 5 years old	Lower bound	% of children aged 0-59 months																							
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	288	-1.205623522	7.964825185	GHA	Ghana	3	<5Y	UB	PER_POP_U5	under 5 years old	Upper bound	% of children aged 0-59 months																							
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	292	-5.347561686	36.13895036	GIB	Gibraltar	1	<5Y	MP	PER_POP_U5	under 5 years old	P	% of children aged 0-59 months																							
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	292	-5.347561686	36.13895036	GIB	Gibraltar	2	<5Y	LB	PER_POP_U5	under 5 years old	Lower bound	% of children aged 0-59 months																							
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	292	-5.347561686	36.13895036	GIB	Gibraltar	3	<5Y	UB	PER_POP_U5	under 5 years old	Upper bound	% of children aged 0-59 months																							
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	296	-157.5643005	1.768837732	KIR	Kiribati	1	<5Y	MP	PER_POP_U5	under 5 years old	P	% of children aged 0-59 months																							
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	296	-157.5643005	1.768837732	KIR	Kiribati	2	<5Y	LB	PER_POP_U5	under 5 years old	Lower bound	% of children aged 0-59 months																							
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	296	-157.5643005	1.768837732	KIR	Kiribati	3	<5Y	UB	PER_POP_U5	under 5 years old	Upper bound	% of children aged 0-59 months																							
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	300	22.58307827	39.47301873	GRC	Greece	1	<5Y	MP	PER_POP_U5	under 5 years old	P	% of children aged 0-59 months																							
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	300	22.58307827	39.47301873	GRC	Greece	2	<5Y	LB	PER_POP_U5	under 5 years old	Lower bound	% of children aged 0-59 months																							
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	300	22.58307827	39.47301873	GRC	Greece	3	<5Y	UB	PER_POP_U5	under 5 years old	Upper bound	% of children aged 0-59 months																							
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	304	-41.39371316	74.75625681	GRL	Greenland	1	<5Y	MP	PER_POP_U5	under 5 years old	P	% of children aged 0-59 months																							
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	304	-41.39371316	74.75625681	GRL	Greenland	2	<5Y	LB	PER_POP_U5	under 5 years old	Lower bound	% of children aged 0-59 months																							
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	304	-41.39371316	74.75625681	GRL	Greenland	3	<5Y	UB	PER_POP_U5	under 5 years old	Upper bound	% of children aged 0-59 months																							
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	308	-61.68248568	12.11238395	GRD	Grenada	1	<5Y	MP	PER_POP_U5	under 5 years old	P	% of children aged 0-59 months																							
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	308	-61.68248568	12.11238395	GRD	Grenada	2	<5Y	LB	PER_POP_U5	under 5 years old	Lower bound	% of children aged 0-59 months																							
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	308	-61.68248568	12.11238395	GRD	Grenada	3	<5Y	UB	PER_POP_U5	under 5 years old	Upper bound	% of children aged 0-59 months																							
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	312	-61.64762115	16.14416917	GLP	Guadeloupe	1	<5Y	MP	PER_POP_U5	under 5 years old	P	% of children aged 0-59 months																							
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	312	-61.64762115	16.14416917	GLP	Guadeloupe	2	<5Y	LB	PER_POP_U5	under 5 years old	Lower bound	% of children aged 0-59 months																							
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	312	-61.64762115	16.14416917	GLP	Guadeloupe	3	<5Y	UB	PER_POP_U5	under 5 years old	Upper bound	% of children aged 0-59 months																							
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	316	144.7029305	13.35485404	GUM	Guam	1	<5Y	MP	PER_POP_U5	under 5 years old	P	% of children aged 0-59 months																							
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	316	144.7029305	13.35485404	GUM	Guam	2	<5Y	LB	PER_POP_U5	under 5 years old	Lower bound	% of children aged 0-59 months																							
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	316	144.7029305	13.35485404	GUM	Guam	3	<5Y	UB	PER_POP_U5	under 5 years old	Upper bound	% of children aged 0-59 months																							
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	320	-91.2312746	15.00273719	GTM	Guatemala	1	<5Y	MP	PER_POP_U5	under 5 years old	P	% of children aged 0-59 months	8.5		5.6							4.9						4.7			4.7	2015	4.7	 Encuesta Nacional de Salud Materno Infantil 2014-2015. Ciudad de Guatemala, Guatemala, 2015.	CA
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	320	-91.2312746	15.00273719	GTM	Guatemala	2	<5Y	LB	PER_POP_U5	under 5 years old	Lower bound	% of children aged 0-59 months																							
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	320	-91.2312746	15.00273719	GTM	Guatemala	3	<5Y	UB	PER_POP_U5	under 5 years old	Upper bound	% of children aged 0-59 months																							
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	324	-11.28173419	11.00210343	GIN	Guinea	1	<5Y	MP	PER_POP_U5	under 5 years old	P	% of children aged 0-59 months						5.1						3.1	3.8				4		4	2016	4	Enquête par grappes à indicateurs multiples (MICS, 2016), Rapport final, Conakry, Guinée. 2017  (and additional analysis)	CA
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	324	-11.28173419	11.00210343	GIN	Guinea	2	<5Y	LB	PER_POP_U5	under 5 years old	Lower bound	% of children aged 0-59 months																							
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	324	-11.28173419	11.00210343	GIN	Guinea	3	<5Y	UB	PER_POP_U5	under 5 years old	Upper bound	% of children aged 0-59 months																							
