series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Units	Type of speed	Units description	Type of speed description	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	446	113.5665388	22.1237259	MAC	China, Macao Special Administrative Region	4	NUMBER	2MT10MBPS	Number	between 2 mbps and 10 mbps									78414	84475	84649	89009	93000	85702	83393	78757		85213	2015	78757	Bureau of Telecommunications Regulation	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	450	46.6982339	-19.38514785	MDG	Madagascar	1	NUMBER	ANYS	Number	any speed							1361	2354	3488	4576	5391	6852	31077	37988	24835	23694	26385	28795.8	2016	26385	Autorité de Régulation des Technologies de Communication	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	450	46.6982339	-19.38514785	MDG	Madagascar	2	NUMBER	10MBPS	Number	10 mbps and over																221	48	134.5	2016	48	Autorité de Régulation des Technologies de Communication	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	450	46.6982339	-19.38514785	MDG	Madagascar	3	NUMBER	256KT2MBPS	Number	between 256 kbps and 2 mbps																11503	15997	13750	2016	15997	Autorité de Régulation des Technologies de Communication	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	450	46.6982339	-19.38514785	MDG	Madagascar	4	NUMBER	2MT10MBPS	Number	between 2 mbps and 10 mbps																10955	965	5960	2016	965	Autorité de Régulation des Technologies de Communication	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	454	33.4884625	-13.40819859	MWI	Malawi	1	NUMBER	ANYS	Number	any speed				69	138	404		934	986	1034	1085	1730	1238	8777	8561	5855	8692	6624.6	2016	8692	Malawi Communications Regulatory Authority	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	454	33.4884625	-13.40819859	MWI	Malawi	2	NUMBER	10MBPS	Number	10 mbps and over												8		66	21	30	51	42	2016	51	Malawi Communications Regulatory Authority	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	454	33.4884625	-13.40819859	MWI	Malawi	3	NUMBER	256KT2MBPS	Number	between 256 kbps and 2 mbps															183	213	6591	2329	2016	6591	Malawi Communications Regulatory Authority	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	454	33.4884625	-13.40819859	MWI	Malawi	4	NUMBER	2MT10MBPS	Number	between 2 mbps and 10 mbps												79		350	379	493	2050	818	2016	2050	Malawi Communications Regulatory Authority	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	458	116.8346314	5.452415309	MYS	Malaysia	1	NUMBER	ANYS	Number	any speed		4000	19302	110402	252500	483100	751000	1035200	1329300	1553600	2097800	2506700	2920900	2938800	3061000	3063820	2718800	2940664	2016	2718800	Malaysian Communications and Multimedia Commission	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	458	116.8346314	5.452415309	MYS	Malaysia	2	NUMBER	10MBPS	Number	10 mbps and over											4200	29487	60577	78905	96970	219200	965400	284210.4	2016	965400	Malaysian Communications and Multimedia Commission	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	458	116.8346314	5.452415309	MYS	Malaysia	3	NUMBER	256KT2MBPS	Number	between 256 kbps and 2 mbps								976000	1274000	1610000		1557313	1358030	1247188	1003114	935800	738300	1056486.4	2016	738300	Malaysian Communications and Multimedia Commission	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	458	116.8346314	5.452415309	MYS	Malaysia	4	NUMBER	2MT10MBPS	Number	between 2 mbps and 10 mbps								7000	14600	32600	114300	338649	670678	889388	1138678	1903900	1015000	1123528.8	2016	1015000	Malaysian Communications and Multimedia Commission	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	462	73.09672546	-0.614385021	MDV	Maldives	1	NUMBER	ANYS	Number	any speed			190	503	717	3260	6274	10405	15359	15380	15553	17638	18059	20351	19842	23175	29309	22147.2	2016	29309	Communications Authority of Maldives	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	462	73.09672546	-0.614385021	MDV	Maldives	2	NUMBER	10MBPS	Number	10 mbps and over																						
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	462	73.09672546	-0.614385021	MDV	Maldives	3	NUMBER	256KT2MBPS	Number	between 256 kbps and 2 mbps																						
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	462	73.09672546	-0.614385021	MDV	Maldives	4	NUMBER	2MT10MBPS	Number	between 2 mbps and 10 mbps																						
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	466	-3.522016039	17.35311254	MLI	Mali	1	NUMBER	ANYS	Number	any speed							3085	3200	5272	8244	8019	8482	4320	2909	2990	3499	21444	7032.4	2016	21444	Autorité Malienne de Régulation des Télécommunications/TIC et Postes (AMRTP)	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	466	-3.522016039	17.35311254	MLI	Mali	2	NUMBER	10MBPS	Number	10 mbps and over																						
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	466	-3.522016039	17.35311254	MLI	Mali	3	NUMBER	256KT2MBPS	Number	between 256 kbps and 2 mbps																						
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	466	-3.522016039	17.35311254	MLI	Mali	4	NUMBER	2MT10MBPS	Number	between 2 mbps and 10 mbps																						
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	470	14.44617519	35.89194275	MLT	Malta	1	NUMBER	ANYS	Number	any speed	1656	9157	17679	22736	37642	51409	52948	83982	98209	113656	125889	128678	135758	143010	151557	163205	171263	152958.6	2016	171263	Malta Communications Authority	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	470	14.44617519	35.89194275	MLT	Malta	2	NUMBER	10MBPS	Number	10 mbps and over									9636	10788	14252	31839	105472	124060	141864	160474	170024	140378.8	2016	170024	Malta Communications Authority	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	470	14.44617519	35.89194275	MLT	Malta	3	NUMBER	256KT2MBPS	Number	between 256 kbps and 2 mbps								8000	2649	1438	689	349	262	1			0	87.6666666666667	2016	0	Malta Communications Authority	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	470	14.44617519	35.89194275	MLT	Malta	4	NUMBER	2MT10MBPS	Number	between 2 mbps and 10 mbps								75033	83042	96387	106288	96246	30003	18922	9679	2731	1239	12514.8	2016	1239	Malta Communications Authority	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	474	-60.91544135	14.56086108	MTQ	Martinique	1	NUMBER	ANYS	Number	any speed				6000				6000	6000	6000	6000								2010	6000	ITU estimate.	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	474	-60.91544135	14.56086108	MTQ	Martinique	2	NUMBER	10MBPS	Number	10 mbps and over																						
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	474	-60.91544135	14.56086108	MTQ	Martinique	3	NUMBER	256KT2MBPS	Number	between 256 kbps and 2 mbps																						
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	474	-60.91544135	14.56086108	MTQ	Martinique	4	NUMBER	2MT10MBPS	Number	between 2 mbps and 10 mbps																						
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	478	-10.33187259	20.26089546	MRT	Mauritania	1	NUMBER	ANYS	Number	any speed						164	973	4000	5876	6775	5809	6120	6697	7532	8000	9638	10641	8501.6	2016	10641	Autorité de Régulation	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	478	-10.33187259	20.26089546	MRT	Mauritania	2	NUMBER	10MBPS	Number	10 mbps and over																						
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	478	-10.33187259	20.26089546	MRT	Mauritania	3	NUMBER	256KT2MBPS	Number	between 256 kbps and 2 mbps																						
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	478	-10.33187259	20.26089546	MRT	Mauritania	4	NUMBER	2MT10MBPS	Number	between 2 mbps and 10 mbps																						
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	480	57.568022	-20.28581998	MUS	Mauritius	1	NUMBER	ANYS	Number	any speed			285	1184	2564	5398	27895	35132	52511	72875	93922	118235	140800	162400	182000	197400	212600	179040	2016	212600	Information and Communication Technologies Authority of Mauritius	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	480	57.568022	-20.28581998	MUS	Mauritius	2	NUMBER	10MBPS	Number	10 mbps and over															18300	69300	143000	76866.6666666667	2016	143000	Information and Communication Technologies Authority of Mauritius	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	480	57.568022	-20.28581998	MUS	Mauritius	3	NUMBER	256KT2MBPS	Number	between 256 kbps and 2 mbps					2556	3146	11245	22367	40434	26500	92700	115400	134900		153400	125100	67800	120300	2016	67800	Information and Communication Technologies Authority of Mauritius	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	480	57.568022	-20.28581998	MUS	Mauritius	4	NUMBER	2MT10MBPS	Number	between 2 mbps and 10 mbps											300	1400	3460		7800	6700	3700	5415	2016	3700	Information and Communication Technologies Authority of Mauritius	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	484	-102.5148166	23.93378032	MEX	Mexico	1	NUMBER	ANYS	Number	any speed	15000	50000	231486	428371	1057282	1922352	3020000	4504422	7532633	9641168	10582865	11566069	13077276	12295322	12669163	14579234	16045914	13733381.8	2016	16045914	Instituto Federal de Telecomunicaciones de México	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	484	-102.5148166	23.93378032	MEX	Mexico	2	NUMBER	10MBPS	Number	10 mbps and over															1444816	10605100	12661153	8237023	2016	12661153	Instituto Federal de Telecomunicaciones de México	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	484	-102.5148166	23.93378032	MEX	Mexico	3	NUMBER	256KT2MBPS	Number	between 256 kbps and 2 mbps															516830	229729	648330	464963	2016	648330	Instituto Federal de Telecomunicaciones de México	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	484	-102.5148166	23.93378032	MEX	Mexico	4	NUMBER	2MT10MBPS	Number	between 2 mbps and 10 mbps															10081218	3120030	2731291	5310846.33333333	2016	2731291	Instituto Federal de Telecomunicaciones de México	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	492	7.424214814	43.73532918	MCO	Monaco	1	NUMBER	ANYS	Number	any speed	800	2658	4904	6535	7606	9500	11000	12300	13000	13400	13800	15920	16258	16896	17800	18354	18614	17584.4	2016	18614	Direction des Communications Electroniques	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	492	7.424214814	43.73532918	MCO	Monaco	2	NUMBER	10MBPS	Number	10 mbps and over											13799	15920	16258			17876	18345	17493	2016	18345	Direction des Communications Electroniques	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	492	7.424214814	43.73532918	MCO	Monaco	3	NUMBER	256KT2MBPS	Number	between 256 kbps and 2 mbps																191	126	158.5	2016	126	Direction des Communications Electroniques	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	492	7.424214814	43.73532918	MCO	Monaco	4	NUMBER	2MT10MBPS	Number	between 2 mbps and 10 mbps																287	143	215	2016	143	Direction des Communications Electroniques	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	496	103.0728057	46.83892054	MNG	Mongolia	1	NUMBER	ANYS	Number	any speed		49	90	500	900	1800	3500	7395	32504	40077	76754	94052	110165	139729	197247	208047	226147	176267	2016	226147	Communications Regulatory Commission of Mongolia 	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	496	103.0728057	46.83892054	MNG	Mongolia	2	NUMBER	10MBPS	Number	10 mbps and over											24	26				1640	1845	1742.5	2016	1845	Communications Regulatory Commission of Mongolia 	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	496	103.0728057	46.83892054	MNG	Mongolia	3	NUMBER	256KT2MBPS	Number	between 256 kbps and 2 mbps											62673	75975	89277			49387	54692	64452	2016	54692	Communications Regulatory Commission of Mongolia 	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	496	103.0728057	46.83892054	MNG	Mongolia	4	NUMBER	2MT10MBPS	Number	between 2 mbps and 10 mbps											1728	2050	2336			157020	169610	109655.333333333	2016	169610	Communications Regulatory Commission of Mongolia 	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	498	28.4650624	47.20236795	MDA	Republic of Moldova	1	NUMBER	ANYS	Number	any speed		239	418	597	2429	10395	21792	52806	115227	187665	270756	356324	418519	469367	509195	534393	557403	497775.4	2016	557403	National Regulatory Agency for Electronic Communications and Information Technology	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	498	28.4650624	47.20236795	MDA	Republic of Moldova	2	NUMBER	10MBPS	Number	10 mbps and over													179085	227457	303327	446245	489095	329041.8	2016	489095	National Regulatory Agency for Electronic Communications and Information Technology	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	498	28.4650624	47.20236795	MDA	Republic of Moldova	3	NUMBER	256KT2MBPS	Number	between 256 kbps and 2 mbps													55239	56783	40839	23393	23267	39904.2	2016	23267	National Regulatory Agency for Electronic Communications and Information Technology	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	498	28.4650624	47.20236795	MDA	Republic of Moldova	4	NUMBER	2MT10MBPS	Number	between 2 mbps and 10 mbps													182853	182832	163322	52550	31903	122692	2016	31903	National Regulatory Agency for Electronic Communications and Information Technology	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	499	19.25214024	42.78717043	MNE	Montenegro	1	NUMBER	ANYS	Number	any speed						7665		17852	39749	59329	64665	64712	87768	95721	103863	112394	114848	102918.8	2016	114848	Agency for Electronic Communications and Postal Services	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	499	19.25214024	42.78717043	MNE	Montenegro	2	NUMBER	10MBPS	Number	10 mbps and over															9503	11600	35391	18831.3333333333	2016	35391	Agency for Electronic Communications and Postal Services	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	499	19.25214024	42.78717043	MNE	Montenegro	3	NUMBER	256KT2MBPS	Number	between 256 kbps and 2 mbps															35885	32380	19491	29252	2016	19491	Agency for Electronic Communications and Postal Services	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	499	19.25214024	42.78717043	MNE	Montenegro	4	NUMBER	2MT10MBPS	Number	between 2 mbps and 10 mbps															58475	68414	59966	62285	2016	59966	Agency for Electronic Communications and Postal Services	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	500	-62.19261223	16.73558313	MSR	Montserrat	1	NUMBER	ANYS	Number	any speed							44	50	10	20	50	300	600	1200	2700	6000		2625	2015	6000	ITU estimate.	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	500	-62.19261223	16.73558313	MSR	Montserrat	2	NUMBER	10MBPS	Number	10 mbps and over																						
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	500	-62.19261223	16.73558313	MSR	Montserrat	3	NUMBER	256KT2MBPS	Number	between 256 kbps and 2 mbps																						
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	500	-62.19261223	16.73558313	MSR	Montserrat	4	NUMBER	2MT10MBPS	Number	between 2 mbps and 10 mbps																						
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	504	-6.281942841	31.8440131	MAR	Morocco	1	NUMBER	ANYS	Number	any speed			2000	2712	64660	249138	391857	477360	493228	479503	504499	595207	689541	843940	993451	1147533	1255428	985978.6	2016	1255428	Agence Nationale de Réglementation des Télécommunications	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	504	-6.281942841	31.8440131	MAR	Morocco	2	NUMBER	10MBPS	Number	10 mbps and over								1569	2425	3055	3955	5855	103518	100716	102635	104328	119078	106055	2016	119078	Agence Nationale de Réglementation des Télécommunications	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	504	-6.281942841	31.8440131	MAR	Morocco	3	NUMBER	256KT2MBPS	Number	between 256 kbps and 2 mbps								380864	390273	306499	202045	3906	2957	2113	874	5141	6822	3581.4	2016	6822	Agence Nationale de Réglementation des Télécommunications	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	504	-6.281942841	31.8440131	MAR	Morocco	4	NUMBER	2MT10MBPS	Number	between 2 mbps and 10 mbps								37195	68159	152832	287945	578188	574035	732199	878713	1026956	1129528	868286.2	2016	1129528	Agence Nationale de Réglementation des Télécommunications	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	508	38.18479941	-14.27963886	MOZ	Mozambique	1	NUMBER	ANYS	Number	any speed							2201	6367	11135	13748	17323	28374	29438	28852	36985	42570	46599	36888.8	2016	46599	Instituto Nacional das Comunicaçoes de Moçambique	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	508	38.18479941	-14.27963886	MOZ	Mozambique	2	NUMBER	10MBPS	Number	10 mbps and over																						
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	508	38.18479941	-14.27963886	MOZ	Mozambique	3	NUMBER	256KT2MBPS	Number	between 256 kbps and 2 mbps																9306	8652	8979	2016	8652	Instituto Nacional das Comunicaçoes de Moçambique	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	508	38.18479941	-14.27963886	MOZ	Mozambique	4	NUMBER	2MT10MBPS	Number	between 2 mbps and 10 mbps																11364	12246	11805	2016	12246	Instituto Nacional das Comunicaçoes de Moçambique	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	512	57.87743482	21.98805614	OMN	Oman	1	NUMBER	ANYS	Number	any speed			97	136	668	13240	20065	20177	32447	41131	58556	78217	113324	154290	177063	233234	284647	192511.6	2016	284647	Telecommunication Regulatory Authority	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	512	57.87743482	21.98805614	OMN	Oman	2	NUMBER	10MBPS	Number	10 mbps and over								6	8	5	1651	1751	2819	249	5172	6750	21266	7251.2	2016	21266	Telecommunication Regulatory Authority	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	512	57.87743482	21.98805614	OMN	Oman	3	NUMBER	256KT2MBPS	Number	between 256 kbps and 2 mbps								115	148	180	42146	42364	54511	70767	20009	18074	8200	34312.2	2016	8200	Telecommunication Regulatory Authority	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	512	57.87743482	21.98805614	OMN	Oman	4	NUMBER	2MT10MBPS	Number	between 2 mbps and 10 mbps								35	52	77	7572	7968	13524	20283	152676	208369	255181	130006.6	2016	255181	Telecommunication Regulatory Authority	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	516	17.21907885	-22.13817068	NAM	Namibia	1	NUMBER	ANYS	Number	any speed						134	198	256	320	477	9435	17610	24053	35740	41212	70408	64343	47151.2	2016	64343	Communications Regulatory Authority of Namibia 	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	516	17.21907885	-22.13817068	NAM	Namibia	2	NUMBER	10MBPS	Number	10 mbps and over													38	57	84	224	416	163.8	2016	416	Communications Regulatory Authority of Namibia 	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	516	17.21907885	-22.13817068	NAM	Namibia	3	NUMBER	256KT2MBPS	Number	between 256 kbps and 2 mbps											9422	17198	22057	29776	36041	39660	44259	34358.6	2016	44259	Communications Regulatory Authority of Namibia 	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	516	17.21907885	-22.13817068	NAM	Namibia	4	NUMBER	2MT10MBPS	Number	between 2 mbps and 10 mbps										223	280	416	1955	4014	5087	6307	8706	5213.8	2016	8706	Communications Regulatory Authority of Namibia 	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	520	166.92313	-0.528742623	NRU	Nauru	1	NUMBER	ANYS	Number	any speed											950								2010	950	Ministry for Transport and Telecommunications	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	520	166.92313	-0.528742623	NRU	Nauru	2	NUMBER	10MBPS	Number	10 mbps and over																						
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	520	166.92313	-0.528742623	NRU	Nauru	3	NUMBER	256KT2MBPS	Number	between 256 kbps and 2 mbps																						
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	520	166.92313	-0.528742623	NRU	Nauru	4	NUMBER	2MT10MBPS	Number	between 2 mbps and 10 mbps																						
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	524	83.94678863	28.25866332	NPL	Nepal	1	NUMBER	ANYS	Number	any speed							963	10957	12000	17078	60177	94656	230618	311457	250602	302705	224184	263913.2	2016	224184	ITU Research.	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	524	83.94678863	28.25866332	NPL	Nepal	2	NUMBER	10MBPS	Number	10 mbps and over																						
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	524	83.94678863	28.25866332	NPL	Nepal	3	NUMBER	256KT2MBPS	Number	between 256 kbps and 2 mbps																						
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	524	83.94678863	28.25866332	NPL	Nepal	4	NUMBER	2MT10MBPS	Number	between 2 mbps and 10 mbps																						
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	528	5.331480568	51.86728884	NLD	Netherlands	1	NUMBER	ANYS	Number	any speed	260000	466200	1170966	1988000	3206000	4100000	5192200	5507000	5805000	6129000	6329000	6498007	6654000	6792000	6851000	7029097	7183000	6901819.4	2016	7183000	Authority for Consumers and Markets	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	528	5.331480568	51.86728884	NLD	Netherlands	2	NUMBER	10MBPS	Number	10 mbps and over											3392000	3672245	3930000		5710000	6018868	7045940	5676202	2016	7045940	Authority for Consumers and Markets	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	528	5.331480568	51.86728884	NLD	Netherlands	3	NUMBER	256KT2MBPS	Number	between 256 kbps and 2 mbps											516000	200654	124000		34000	23217	14580	48949.25	2016	14580	Authority for Consumers and Markets	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	528	5.331480568	51.86728884	NLD	Netherlands	4	NUMBER	2MT10MBPS	Number	between 2 mbps and 10 mbps											2100000	2193140	2061000		1107000	987012	122980	1069498	2016	122980	Authority for Consumers and Markets	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	530	-68.30676179	12.22720635	ANT	Netherlands Antilles	1	NUMBER	ANYS	Number	any speed																						
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	530	-68.30676179	12.22720635	ANT	Netherlands Antilles	2	NUMBER	10MBPS	Number	10 mbps and over																						
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	530	-68.30676179	12.22720635	ANT	Netherlands Antilles	3	NUMBER	256KT2MBPS	Number	between 256 kbps and 2 mbps																						
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	530	-68.30676179	12.22720635	ANT	Netherlands Antilles	4	NUMBER	2MT10MBPS	Number	between 2 mbps and 10 mbps																						
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	531	-68.95033464	12.15058042	CUW	Curaçao	1	NUMBER	ANYS	Number	any speed												31800	35582	37000	38663	40000		37811.25	2015	40000	Bureau Telecommunicatie & Post Curacao	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	531	-68.95033464	12.15058042	CUW	Curaçao	2	NUMBER	10MBPS	Number	10 mbps and over													17917		21522	22000		20479.6666666667	2015	22000	Bureau Telecommunicatie & Post Curacao	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	531	-68.95033464	12.15058042	CUW	Curaçao	3	NUMBER	256KT2MBPS	Number	between 256 kbps and 2 mbps													705		2			353.5	2014	2	Bureau Telecommunicatie & Post Curacao	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	531	-68.95033464	12.15058042	CUW	Curaçao	4	NUMBER	2MT10MBPS	Number	between 2 mbps and 10 mbps													15407		17139	18000		16848.6666666667	2015	18000	Bureau Telecommunicatie & Post Curacao	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	533	-69.97050586	12.50878756	ABW	Aruba	1	NUMBER	ANYS	Number	any speed				1399	6963	12274	13953	15996	18396	18800	19217			19200	19200	19000		19133.3333333333	2015	19000	ITU estimate.	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	533	-69.97050586	12.50878756	ABW	Aruba	2	NUMBER	10MBPS	Number	10 mbps and over																						
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	533	-69.97050586	12.50878756	ABW	Aruba	3	NUMBER	256KT2MBPS	Number	between 256 kbps and 2 mbps																						
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	533	-69.97050586	12.50878756	ABW	Aruba	4	NUMBER	2MT10MBPS	Number	between 2 mbps and 10 mbps																						
