"GeoArea_Code","GeoArea_Desc","ISO3CD","X","Y","GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","Units_Code","Units_Desc","ReportingType_Code","ReportingType_Desc","Sex_Code","Sex_Desc","Value_2000","Value_2001","Value_2002","Value_2003","Value_2004","Value_2005","Value_2006","Value_2007","Value_2008","Value_2009","Value_2010","Value_2011","Value_2012","Value_2013","Value_2014","Value_2015","Value_2016","Latest_Year","Latest_Value","Nature_Desc","Source","Footnotes"
"204","Benin","BEN","2.339933594","9.65401646","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.2","Proportion of women in managerial positions","1","IC_GEN_MGTL","Proportion of women in managerial positions (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","","","","","","","","","","","","","","","","","","","","","",""
"208","Denmark","DNK","9.326571283","56.03829721","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.2","Proportion of women in managerial positions","1","IC_GEN_MGTL","Proportion of women in managerial positions (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","24.19","20.97","21.37","25.77","23.76","24.19","24.5","28.3","23.92","24.85","22.69","27.83","28.45","27.17","26.3","26.87","27.95",2016.0,"27.95","Country data","ILOSTAT - LFS - EU Labour Force Survey","[2005,2011]: Break in series: Methodology revised | Repository: Eurostat special tabulation | Data reference period: Annual or annual average // [2000-2004,2006-2010,2012-2016]: Repository: Eurostat special tabulation | Data reference period: Annual or annual average"
"212","Dominica","DMA","-61.3493756","15.43391378","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.2","Proportion of women in managerial positions","1","IC_GEN_MGTL","Proportion of women in managerial positions (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","","48.41","","","","","","","","","","","","","","","",2001.0,"48.41","Country data","ILOSTAT - PC - Population Census","Data reference period: May"
"214","Dominican Republic","DOM","-70.49847576","18.89832088","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.2","Proportion of women in managerial positions","1","IC_GEN_MGTL","Proportion of women in managerial positions (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","30.59","30.91","30.56","31.01","32.81","32.43","37.36","30.61","34.62","31.09","34.12","45.3","38.59","37.02","34.89","43.3","39.15",2016.0,"39.15","Country data","ILOSTAT - LFS - National Labour Force Survey","[2000-2004,2009,2016]: Data reference period: Annual or annual average | Age coverage - minimum age: 10 years old // [2005-2008,2010-2015]: Repository: ILO-STATISTICS - Micro data processing"
"218","Ecuador","ECU","-78.37005241","-1.447785891","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.2","Proportion of women in managerial positions","1","IC_GEN_MGTL","Proportion of women in managerial positions (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","29.3","25.28","25.02","","33.5","34.62","27.72","","","32.17","32.52","40.06","38.47","35.38","34.61","32.91","35.37",2016.0,"35.37","Country data","ILOSTAT - LFS - National Survey on Employment, Unemployment and Underemployment","[2010,2014]: Break in series: Methodology revised | Repository: ILO-STATISTICS - Micro data processing // [2009]: Data reference period: December | Age coverage - minimum age: 10 years old // [2001]: Data reference period: July | Geographical coverage: Urban areas only | Age coverage - minimum age: 10 years old // [2000,2002,2004-2006]: Data reference period: November | Geographical coverage: Urban areas only | Age coverage - minimum age: 10 years old // [2011-2013,2015-2016]: Repository: ILO-STATISTICS - Micro data processing"
"222","El Salvador","SLV","-88.86862995","13.73603564","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.2","Proportion of women in managerial positions","1","IC_GEN_MGTL","Proportion of women in managerial positions (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","26.09","25.35","25.72","32.1","32.99","27.35","28.83","24.66","38.07","37.88","28.95","35.8","37.11","43.54","38.19","40.91","35.26",2016.0,"35.26","Country data","[2008-2016]: ILOSTAT - HS - Multi-purpose household survey // [2000-2007]: ILOSTAT - LFS - Labour force survey","[2008-2009]: Data reference period: Annual or annual average | Age coverage - minimum age: 16 years old // [2000-2007]: Data reference period: December | Age coverage - minimum age: 10 years old // [2010-2016]: Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"226","Equatorial Guinea","GNQ","10.46535826","1.565792376","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.2","Proportion of women in managerial positions","1","IC_GEN_MGTL","Proportion of women in managerial positions (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","","","","","","","","","","","","","","","","","","","","","",""
"231","Ethiopia","ETH","39.63505296","8.631223181","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.2","Proportion of women in managerial positions","1","IC_GEN_MGTL","Proportion of women in managerial positions (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","","","","","23.21","20.09","15.67","","","20.85","20.26","19.86","22.11","26.52","","","",2013.0,"26.52","Country data","[2005,2013]: ILOSTAT - LFS - National Labor Force Survey // [2004,2006,2009-2012]: ILOSTAT - LFS - Urban employment-unemployment survey","[2005]: Break in series: Methodology revised | Data reference period: March | Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 10 years old // [2004,2006]: Data reference period: April | Geographical coverage: Urban areas only | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - minimum age: 10 years old // [2009-2012]: Data reference period: May | Geographical coverage: Urban areas only | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - minimum age: 10 years old // [2013]: Data reference period: Second quarter | Geographical coverage: Total national, excluding some areas | Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 10 years old"
"232","Eritrea","ERI","38.11074289","16.12894644","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.2","Proportion of women in managerial positions","1","IC_GEN_MGTL","Proportion of women in managerial positions (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","","","","","","","","","","","","","","","","","","","","","",""
"233","Estonia","EST","25.84093481","58.68487172","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.2","Proportion of women in managerial positions","1","IC_GEN_MGTL","Proportion of women in managerial positions (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","40.38","36.9","37.93","31.23","35.18","37.22","33.01","33.52","35.94","35.32","36.08","35.36","31.79","33.39","32.6","30.72","36.24",2016.0,"36.24","Country data","ILOSTAT - LFS - EU Labour Force Survey","[2001,2005,2009,2011]: Break in series: Methodology revised | Repository: Eurostat special tabulation | Data reference period: Annual or annual average // [2000,2002-2004,2006-2008,2010,2012-2016]: Repository: Eurostat special tabulation | Data reference period: Annual or annual average"
"234","Faroe Islands","FRO","-7.122044325","62.21228119","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.2","Proportion of women in managerial positions","1","IC_GEN_MGTL","Proportion of women in managerial positions (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","","","","","","","","","","","","","","","","","","","","","",""
"238","Falkland Islands (Malvinas)","FLK","-58.75246778","-51.74562601","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.2","Proportion of women in managerial positions","1","IC_GEN_MGTL","Proportion of women in managerial positions (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","","","","","","","","","","","","","","","","","","","","","",""
"239","South Georgia and the South Sandwich Islands","SGS","-36.90662765","-54.20736749","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.2","Proportion of women in managerial positions","1","IC_GEN_MGTL","Proportion of women in managerial positions (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","","","","","","","","","","","","","","","","","","","","","",""
"242","Fiji","FJI","177.9660884","-17.83301566","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.2","Proportion of women in managerial positions","1","IC_GEN_MGTL","Proportion of women in managerial positions (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","","","","","27.16","31.72","","23.77","","","","31.5","","","30.42","","38.89",2016.0,"38.89","Country data","ILOSTAT - LFS - Employment, Unemployment Survey","[2014]: Data reference period: Annual or annual average // [2005,2011,2016]: Repository: ILO-STATISTICS - Micro data processing // [2007]: Repository: NSO | Reference group coverage: Employees // [2004]: Repository: NSO | Reference group coverage: Total employment"
"246","Finland","FIN","23.308447","61.91586738","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.2","Proportion of women in managerial positions","1","IC_GEN_MGTL","Proportion of women in managerial positions (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","26.64","27.92","28.36","28.62","28.17","29.85","29.59","28.6","29.52","29.68","30.45","31.99","29.74","29.64","33.68","33.32","34.14",2016.0,"34.14","Country data","ILOSTAT - LFS - EU Labour Force Survey","[2000,2005,2008,2011]: Break in series: Methodology revised | Repository: Eurostat special tabulation | Data reference period: Annual or annual average // [2001-2004,2006-2007,2009-2010,2012-2016]: Repository: Eurostat special tabulation | Data reference period: Annual or annual average"
"248","Åland Islands","ALA","19.80945969","60.1544901","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.2","Proportion of women in managerial positions","1","IC_GEN_MGTL","Proportion of women in managerial positions (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","","","","","","","","","","","","","","","","","","","","","",""
"250","France","FRA","2.457288129","46.62660861","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.2","Proportion of women in managerial positions","1","IC_GEN_MGTL","Proportion of women in managerial positions (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","34.97","35.51","36.43","35.41","35.89","37.59","37.89","37.84","38.51","38.09","38.49","39.33","39.32","36","32.72","31.66","32.91",2016.0,"32.91","Country data","ILOSTAT - LFS - EU Labour Force Survey","[2003,2005,2011,2013-2014]: Break in series: Methodology revised | Repository: Eurostat special tabulation | Data reference period: Annual or annual average // [2000-2002,2004,2006-2010,2012,2015-2016]: Repository: Eurostat special tabulation | Data reference period: Annual or annual average"
"254","French Guiana","GUF","-53.23619089","3.922673437","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.2","Proportion of women in managerial positions","1","IC_GEN_MGTL","Proportion of women in managerial positions (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","","","","","","","","","","","","","","","","","","","","","",""
"258","French Polynesia","PYF","-149.4052367","-17.67709294","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.2","Proportion of women in managerial positions","1","IC_GEN_MGTL","Proportion of women in managerial positions (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","","","","","","","","","","","","","","","","","","","","","",""
"260","French Southern Territories","ATF","69.64849091","-49.6068576","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.2","Proportion of women in managerial positions","1","IC_GEN_MGTL","Proportion of women in managerial positions (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","","","","","","","","","","","","","","","","","","","","","",""
"262","Djibouti","DJI","42.18274707","11.56004161","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.2","Proportion of women in managerial positions","1","IC_GEN_MGTL","Proportion of women in managerial positions (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","","","","","","","","","","","","","","","","","","","","","",""
"266","Gabon","GAB","11.78727747","-0.60687619","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.2","Proportion of women in managerial positions","1","IC_GEN_MGTL","Proportion of women in managerial positions (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","","","","","","","","","","","","","","","","","","","","","",""
"268","Georgia","GEO","43.3713615","42.04813028","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.2","Proportion of women in managerial positions","1","IC_GEN_MGTL","Proportion of women in managerial positions (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","18.98","23.44","27.51","28.35","25.55","26.26","32.51","33.99","","","","","","","","","",2007.0,"33.99","Country data","ILOSTAT - LFS - Integrated Household Survey","Data reference period: Annual or annual average | Population coverage: Excluding armed forces and/or conscripts"
"270","Gambia","GMB","-15.39944785","13.45295927","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.2","Proportion of women in managerial positions","1","IC_GEN_MGTL","Proportion of women in managerial positions (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","","","","","","","","","","","","","33.83","","","","",2012.0,"33.83","Country data","ILOSTAT - LFS - Labour force survey","Break in series: Methodology revised | Repository: ILO-STATISTICS - Micro data processing | Data reference period: Annual or annual average"
"275","State of Palestine","PSE","35.25694122","31.94347933","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.2","Proportion of women in managerial positions","1","IC_GEN_MGTL","Proportion of women in managerial positions (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","12.82","11.12","9.82","12.23","10.87","12.31","12.11","10.42","9.88","","","11.5","14.45","14.97","","15.4","",2015.0,"15.4","Country data","ILOSTAT - LFS - Palestinian labour force survey","[2001]: Break in series: Other or unspecified type of break | Data reference period: Annual or annual average // [2002-2008,2011-2013]: Data reference period: Annual or annual average // [2000,2015]: Data reference period: Annual or annual average | Age coverage - minimum age: 10 years old"
"276","Germany","DEU","10.3806066","51.08862743","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.2","Proportion of women in managerial positions","1","IC_GEN_MGTL","Proportion of women in managerial positions (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","27.13","26.92","27.29","28.04","27.71","28.17","28.51","28.73","29.19","29.66","29.93","30.32","28.63","28.9","29","29.29","29.29",2016.0,"29.29","Country data","ILOSTAT - LFS - EU Labour Force Survey","[2005,2010-2012]: Break in series: Methodology revised | Repository: Eurostat special tabulation | Data reference period: Annual or annual average // [2000-2004,2006-2009,2013-2016]: Repository: Eurostat special tabulation | Data reference period: Annual or annual average"
"288","Ghana","GHA","-1.205623522","7.964825185","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.2","Proportion of women in managerial positions","1","IC_GEN_MGTL","Proportion of women in managerial positions (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","","","","","","","","","","","50.06","","","40.77","","","",2013.0,"40.77","Country data","[2013]: ILOSTAT - HS - Living Standards Survey // [2010]: ILOSTAT - PC - Population census","[2010]: Data reference period: September | Population coverage: Excluding institutional population // [2013]: Repository: ILO-STATISTICS - Micro data processing"
"292","Gibraltar","GIB","-5.347561686","36.13895036","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.2","Proportion of women in managerial positions","1","IC_GEN_MGTL","Proportion of women in managerial positions (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","","","","","","","","","","","","","","","","","","","","","",""
"296","Kiribati","KIR","-157.5643005","1.768837732","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.2","Proportion of women in managerial positions","1","IC_GEN_MGTL","Proportion of women in managerial positions (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","","","","","","27.29","","","","","36.45","","","","","","",2010.0,"36.45","Country data","ILOSTAT - PC - Population Census","Data reference period: November"
"300","Greece","GRC","22.58307827","39.47301873","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.2","Proportion of women in managerial positions","1","IC_GEN_MGTL","Proportion of women in managerial positions (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","25.13","24.57","24.93","26.11","25.95","26.63","26.85","28.15","28.53","30.09","30.19","23.62","25.97","28.75","28.32","25.72","25.5",2016.0,"25.5","Country data","ILOSTAT - LFS - EU Labour Force Survey","[2001,2004-2005,2009,2011]: Break in series: Methodology revised | Repository: Eurostat special tabulation | Data reference period: Annual or annual average // [2000,2002-2003,2006-2008,2010,2012-2016]: Repository: Eurostat special tabulation | Data reference period: Annual or annual average"
"304","Greenland","GRL","-41.39371316","74.75625681","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.2","Proportion of women in managerial positions","1","IC_GEN_MGTL","Proportion of women in managerial positions (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","","","","","","","","","","","","","","","","","","","","","",""
"308","Grenada","GRD","-61.68248568","12.11238395","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.2","Proportion of women in managerial positions","1","IC_GEN_MGTL","Proportion of women in managerial positions (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","","","","","","","","","","","","","","","","","","","","","",""
"312","Guadeloupe","GLP","-61.64762115","16.14416917","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.2","Proportion of women in managerial positions","1","IC_GEN_MGTL","Proportion of women in managerial positions (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","","","","","","","","","","","","","","","","","","","","","",""
"316","Guam","GUM","144.7029305","13.35485404","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.2","Proportion of women in managerial positions","1","IC_GEN_MGTL","Proportion of women in managerial positions (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","","","","","","","","","","","","","","","","","","","","","",""
"320","Guatemala","GTM","-91.2312746","15.00273719","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.2","Proportion of women in managerial positions","1","IC_GEN_MGTL","Proportion of women in managerial positions (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","","","","30.67","26.52","","","","","","57.54","58.23","44.85","34.98","34.54","31.83","44.64",2016.0,"44.64","Country data","ILOSTAT - LFS - Monthly Employment and Income Survey","[2010,2013-2014]: Break in series: Methodology revised | Repository: ILO-STATISTICS - Micro data processing // [2003-2004,2011-2012,2015-2016]: Repository: ILO-STATISTICS - Micro data processing"
"324","Guinea","GIN","-11.28173419","11.00210343","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.2","Proportion of women in managerial positions","1","IC_GEN_MGTL","Proportion of women in managerial positions (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","","","","","","","","","","","","","","","","","","","","","",""
"328","Guyana","GUY","-58.97322037","4.788012784","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.2","Proportion of women in managerial positions","1","IC_GEN_MGTL","Proportion of women in managerial positions (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","","","25.44","","","","","","","","","","","","","","",2002.0,"25.44","Country data","ILOSTAT - PC - Population census","Data reference period: Annual or annual average"
"332","Haiti","HTI","-72.33640958","18.40426539","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.2","Proportion of women in managerial positions","1","IC_GEN_MGTL","Proportion of women in managerial positions (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","","","","23.95","","","","","","","","","","","","","",2003.0,"23.95","Country data","ILOSTAT - PC - Population Census","Repository: NSO | Age coverage - minimum age: 10 years old"
"334","Heard Island and McDonald Islands","HMD","73.52633626","-53.09106147","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.2","Proportion of women in managerial positions","1","IC_GEN_MGTL","Proportion of women in managerial positions (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","","","","","","","","","","","","","","","","","","","","","",""
"336","Holy See","VAT","12.45315803","41.90343751","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.2","Proportion of women in managerial positions","1","IC_GEN_MGTL","Proportion of women in managerial positions (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","","","","","","","","","","","","","","","","","","","","","",""
"340","Honduras","HND","-86.59974381","14.82243161","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.2","Proportion of women in managerial positions","1","IC_GEN_MGTL","Proportion of women in managerial positions (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","","","","","","","","","","","","","59.49","61.3","59.93","49.14","46.97",2016.0,"46.97","Country data","ILOSTAT - HS - Continous Multi-Purpose Household Survey","[2012]: Break in series: Methodology revised | Repository: ILO-STATISTICS - Micro data processing // [2013-2016]: Repository: ILO-STATISTICS - Micro data processing"
"344","China, Hong Kong Special Administrative Region","HKG","114.0266445","22.41749934","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.2","Proportion of women in managerial positions","1","IC_GEN_MGTL","Proportion of women in managerial positions (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","","","","","","","","","","","","","","","","","","","","","",""
"348","Hungary","HUN","19.41221519","47.1651448","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.2","Proportion of women in managerial positions","1","IC_GEN_MGTL","Proportion of women in managerial positions (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","33.53","35.36","35.74","34.16","33.66","34.76","36.63","35.36","36.5","36.18","36.48","40.43","38.93","40.81","39.82","40.53","39.36",2016.0,"39.36","Country data","ILOSTAT - LFS - EU Labour Force Survey","[2001,2005,2011]: Break in series: Methodology revised | Repository: Eurostat special tabulation | Data reference period: Annual or annual average // [2000,2002-2004,2006-2010,2012-2016]: Repository: Eurostat special tabulation | Data reference period: Annual or annual average"
"352","Iceland","ISL","-19.02116966","64.79134763","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.2","Proportion of women in managerial positions","1","IC_GEN_MGTL","Proportion of women in managerial positions (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","29.01","28.89","29.38","37.01","33.6","27.38","29.35","29.69","32.9","33.61","34.3","39.78","39.9","37.56","37.16","38.24","34.15",2016.0,"34.15","Country data","ILOSTAT - LFS - EU Labour Force Survey","[2003,2005,2011]: Break in series: Methodology revised | Repository: Eurostat special tabulation | Data reference period: Annual or annual average // [2000-2002,2004,2006-2010,2012-2016]: Repository: Eurostat special tabulation | Data reference period: Annual or annual average"
"356","India","IND","79.3608464","22.34642074","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.2","Proportion of women in managerial positions","1","IC_GEN_MGTL","Proportion of women in managerial positions (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","13.95","","","","","15.22","","","","","12.23","","12.89","","","","",2012.0,"12.89","Country data","ILOSTAT - HS - National Sample Survey","[2005]: Data reference period: Annual or annual average | Geographical coverage: Total national, excluding some areas // [2010,2012]: Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year // [2000]: Repository: NSO | Data reference period: Annual or annual average | Geographical coverage: Total national, excluding some areas"
"360","Indonesia","IDN","113.9174","-0.994582204","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.2","Proportion of women in managerial positions","1","IC_GEN_MGTL","Proportion of women in managerial positions (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","32.86","","47.96","","","","","19.71","21.34","19.2","20.88","","19.29","21.6","","22.38","",2015.0,"22.38","Country data","ILOSTAT - LFS - National Labour Force Survey","[2008]: Break in series: Methodology revised | Repository: ILO-STATISTICS - Micro data processing // [2009-2010,2012-2013,2015]: Repository: ILO-STATISTICS - Micro data processing // [2000,2002,2007]: Repository: ILO-STATISTICS - Micro data processing | Data reference period: August"
"364","Iran (Islamic Republic of)","IRN","54.19766348","32.74370885","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.2","Proportion of women in managerial positions","1","IC_GEN_MGTL","Proportion of women in managerial positions (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","","","","","","16.17","14.61","13.31","13.28","11.8","14.61","","","","18.21","16.43","17.29",2016.0,"17.29","Country data","ILOSTAT - LFS - Labour Force Survey","[2005-2008]: Data reference period: Annual or annual average | Age coverage - minimum age: 10 years old // [2009-2010,2014-2016]: Data reference period: Annual or annual average | Population coverage: Excluding institutional population | Age coverage - minimum age: 10 years old"
"368","Iraq","IRQ","43.76606267","33.05013795","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.2","Proportion of women in managerial positions","1","IC_GEN_MGTL","Proportion of women in managerial positions (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","","","","","","","","","","","","","","","","","","","","","",""
