series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Age	Sex	Units	Age description	Sex description	Units description	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2018.Q2.G.01	SL_TLF_UEM	Unemployment rate, by sex and age (%)	196	33.22285964	35.05659437	CYP	Cyprus	4	15-24	BOTHSEX	PERCENT	15 to 24 years old	Both	Percentage	10.18	8.19	7.75	8.9	11.01	13.91	9.98	10.16	9.04	13.81	16.6	22.38	27.75	38.91	35.95	32.77	29.06		34.1725	2016	29.06	ILOSTAT - LFS - EU Labour Force Survey	C
2018.Q2.G.01	SL_TLF_UEM	Unemployment rate, by sex and age (%)	196	33.22285964	35.05659437	CYP	Cyprus	5	25+	BOTHSEX	PERCENT	25 years old and over	Both	Percentage	4.28	3.44	2.78	3.58	4.02	4.26	3.91	3.23	3.07	4.41	5.11	6.36	10.13	13.5	13.94	13.17	11.45		13.015	2016	11.45	ILOSTAT - LFS - EU Labour Force Survey	C
2018.Q2.G.01	SL_TLF_UEM	Unemployment rate, by sex and age (%)	196	33.22285964	35.05659437	CYP	Cyprus	6	15-24	FEMALE	PERCENT	15 to 24 years old	Female	Percentage	13.29	10.2	7.55	8.81	12.38	14.68	11.12	9.39	9.38	14	17.22	21.5	26.66	36.76	34.6	31.1	31.81		33.5675	2016	31.81	ILOSTAT - LFS - EU Labour Force Survey	C
2018.Q2.G.01	SL_TLF_UEM	Unemployment rate, by sex and age (%)	196	33.22285964	35.05659437	CYP	Cyprus	7	25+	FEMALE	PERCENT	25 years old and over	Female	Percentage	6.31	5.01	3.7	4	5.45	5.37	4.67	3.97	3.58	4.42	5.06	6.11	9.37	12.78	12.77	13	11.36		12.4775	2016	11.36	ILOSTAT - LFS - EU Labour Force Survey	C
2018.Q2.G.01	SL_TLF_UEM	Unemployment rate, by sex and age (%)	196	33.22285964	35.05659437	CYP	Cyprus	8	15-24	MALE	PERCENT	15 to 24 years old	Male	Percentage	6.65	5.97	7.96	8.99	9.68	13.18	8.93	10.96	8.68	13.62	15.93	23.25	28.78	41.11	37.42	34.72	25.78		34.7575	2016	25.78	ILOSTAT - LFS - EU Labour Force Survey	C
2018.Q2.G.01	SL_TLF_UEM	Unemployment rate, by sex and age (%)	196	33.22285964	35.05659437	CYP	Cyprus	9	25+	MALE	PERCENT	25 years old and over	Male	Percentage	2.85	2.27	2.07	3.25	2.91	3.41	3.31	2.65	2.67	4.41	5.15	6.57	10.8	14.14	15.02	13.34	11.54		13.51	2016	11.54	ILOSTAT - LFS - EU Labour Force Survey	C
2018.Q2.G.01	SL_TLF_UEM	Unemployment rate, by sex and age (%)	203	15.33151382	49.73913871	CZE	Czechia	1	15+	MALE	PERCENT	15 years old and over	Male	Percentage	7.33	6.69	5.79	5.85	7.06	6.45	5.81	4.22	3.46	5.85	6.38	5.8	6.02	5.9	5.1	4.23	3.38		4.6525	2016	3.38	ILOSTAT - LFS - EU Labour Force Survey	C
2018.Q2.G.01	SL_TLF_UEM	Unemployment rate, by sex and age (%)	203	15.33151382	49.73913871	CZE	Czechia	2	15+	FEMALE	PERCENT	15 years old and over	Female	Percentage	10.53	9.61	8.55	9.64	9.65	9.79	8.85	6.74	5.61	7.73	8.46	7.89	8.21	8.29	7.39	6.07	4.67		6.605	2016	4.67	ILOSTAT - LFS - EU Labour Force Survey	C
2018.Q2.G.01	SL_TLF_UEM	Unemployment rate, by sex and age (%)	203	15.33151382	49.73913871	CZE	Czechia	3	15+	BOTHSEX	PERCENT	15 years old and over	Both	Percentage	8.76	7.99	7.02	7.54	8.21	7.93	7.15	5.32	4.39	6.66	7.28	6.71	6.98	6.95	6.11	5.05	3.95		5.515	2016	3.95	ILOSTAT - LFS - EU Labour Force Survey	C
2018.Q2.G.01	SL_TLF_UEM	Unemployment rate, by sex and age (%)	203	15.33151382	49.73913871	CZE	Czechia	4	15-24	BOTHSEX	PERCENT	15 to 24 years old	Both	Percentage	16.99	16.31	15.38	16.76	19.85	19.22	17.49	10.75	9.87	16.64	18.34	18.07	19.51	18.97	15.86	12.6	10.51		14.485	2016	10.51	ILOSTAT - LFS - EU Labour Force Survey	C
2018.Q2.G.01	SL_TLF_UEM	Unemployment rate, by sex and age (%)	203	15.33151382	49.73913871	CZE	Czechia	5	25+	BOTHSEX	PERCENT	25 years old and over	Both	Percentage	7.53	6.87	6.01	6.54	7.01	6.82	6.16	4.83	3.92	5.79	6.37	5.85	6.02	6.07	5.41	4.52	3.52		4.88	2016	3.52	ILOSTAT - LFS - EU Labour Force Survey	C
2018.Q2.G.01	SL_TLF_UEM	Unemployment rate, by sex and age (%)	203	15.33151382	49.73913871	CZE	Czechia	6	15-24	FEMALE	PERCENT	15 to 24 years old	Female	Percentage	16.45	16.17	14.98	17.45	17.92	19.05	18.67	10.97	9.93	16.7	18.48	17.96	19	19.45	17.1	14.43	11.4		15.595	2016	11.4	ILOSTAT - LFS - EU Labour Force Survey	C
2018.Q2.G.01	SL_TLF_UEM	Unemployment rate, by sex and age (%)	203	15.33151382	49.73913871	CZE	Czechia	7	25+	FEMALE	PERCENT	25 years old and over	Female	Percentage	9.61	8.69	7.77	8.76	8.8	8.94	7.95	6.38	5.26	7.02	7.7	7.21	7.45	7.54	6.77	5.53	4.27		6.0275	2016	4.27	ILOSTAT - LFS - EU Labour Force Survey	C
2018.Q2.G.01	SL_TLF_UEM	Unemployment rate, by sex and age (%)	203	15.33151382	49.73913871	CZE	Czechia	8	15-24	MALE	PERCENT	15 to 24 years old	Male	Percentage	17.45	16.43	15.7	16.18	21.42	19.34	16.62	10.59	9.83	16.61	18.24	18.15	19.86	18.65	15.04	11.32	9.91		13.73	2016	9.91	ILOSTAT - LFS - EU Labour Force Survey	C
2018.Q2.G.01	SL_TLF_UEM	Unemployment rate, by sex and age (%)	203	15.33151382	49.73913871	CZE	Czechia	9	25+	MALE	PERCENT	25 years old and over	Male	Percentage	5.86	5.41	4.6	4.76	5.59	5.13	4.75	3.62	2.88	4.85	5.34	4.78	4.9	4.9	4.32	3.71	2.91		3.96	2016	2.91	ILOSTAT - LFS - EU Labour Force Survey	C
2018.Q2.G.01	SL_TLF_UEM	Unemployment rate, by sex and age (%)	204	2.339933594	9.65401646	BEN	Benin	1	15+	MALE	PERCENT	15 years old and over	Male	Percentage			0.93								0.93	2.42								2011	2.42	ILOSTAT - HIES - Monitoring survey of the Modular and Integrated Survey of Household Living Conditions	C
2018.Q2.G.01	SL_TLF_UEM	Unemployment rate, by sex and age (%)	204	2.339933594	9.65401646	BEN	Benin	2	15+	FEMALE	PERCENT	15 years old and over	Female	Percentage			0.43								1.14	2.86								2011	2.86	ILOSTAT - HIES - Monitoring survey of the Modular and Integrated Survey of Household Living Conditions	C
2018.Q2.G.01	SL_TLF_UEM	Unemployment rate, by sex and age (%)	204	2.339933594	9.65401646	BEN	Benin	3	15+	BOTHSEX	PERCENT	15 years old and over	Both	Percentage			0.69								1.04	2.65								2011	2.65	ILOSTAT - HIES - Monitoring survey of the Modular and Integrated Survey of Household Living Conditions	C
2018.Q2.G.01	SL_TLF_UEM	Unemployment rate, by sex and age (%)	204	2.339933594	9.65401646	BEN	Benin	4	15-24	BOTHSEX	PERCENT	15 to 24 years old	Both	Percentage			0.82								2.38	5.63								2011	5.63	ILOSTAT - HIES - Monitoring survey of the Modular and Integrated Survey of Household Living Conditions	C
2018.Q2.G.01	SL_TLF_UEM	Unemployment rate, by sex and age (%)	204	2.339933594	9.65401646	BEN	Benin	5	25+	BOTHSEX	PERCENT	25 years old and over	Both	Percentage			0.63								0.79	1.96								2011	1.96	ILOSTAT - HIES - Monitoring survey of the Modular and Integrated Survey of Household Living Conditions	C
2018.Q2.G.01	SL_TLF_UEM	Unemployment rate, by sex and age (%)	204	2.339933594	9.65401646	BEN	Benin	6	15-24	FEMALE	PERCENT	15 to 24 years old	Female	Percentage			0.61								3.11	5.95								2011	5.95	ILOSTAT - HIES - Monitoring survey of the Modular and Integrated Survey of Household Living Conditions	C
2018.Q2.G.01	SL_TLF_UEM	Unemployment rate, by sex and age (%)	204	2.339933594	9.65401646	BEN	Benin	7	25+	FEMALE	PERCENT	25 years old and over	Female	Percentage			0.35								0.76	2.06								2011	2.06	ILOSTAT - HIES - Monitoring survey of the Modular and Integrated Survey of Household Living Conditions	C
2018.Q2.G.01	SL_TLF_UEM	Unemployment rate, by sex and age (%)	204	2.339933594	9.65401646	BEN	Benin	8	15-24	MALE	PERCENT	15 to 24 years old	Male	Percentage			1.07								1.53	5.21								2011	5.21	ILOSTAT - HIES - Monitoring survey of the Modular and Integrated Survey of Household Living Conditions	C
2018.Q2.G.01	SL_TLF_UEM	Unemployment rate, by sex and age (%)	204	2.339933594	9.65401646	BEN	Benin	9	25+	MALE	PERCENT	25 years old and over	Male	Percentage			0.88								0.83	1.86								2011	1.86	ILOSTAT - HIES - Monitoring survey of the Modular and Integrated Survey of Household Living Conditions	C
2018.Q2.G.01	SL_TLF_UEM	Unemployment rate, by sex and age (%)	208	9.326571283	56.03829721	DNK	Denmark	1	15+	MALE	PERCENT	15 years old and over	Male	Percentage	4.04	3.62	4.24	5.09	5	4.44	3.33	3.45	3.17	6.63	8.36	7.67	7.51	6.75	6.38	5.92	5.77		6.205	2016	5.77	ILOSTAT - LFS - EU Labour Force Survey	C
2018.Q2.G.01	SL_TLF_UEM	Unemployment rate, by sex and age (%)	208	9.326571283	56.03829721	DNK	Denmark	2	15+	FEMALE	PERCENT	15 years old and over	Female	Percentage	4.97	4.78	4.32	5.75	5.44	5.28	4.53	4.2	3.73	5.31	6.46	7.47	7.55	7.27	6.82	6.44	6.64		6.7925	2016	6.64	ILOSTAT - LFS - EU Labour Force Survey	C
2018.Q2.G.01	SL_TLF_UEM	Unemployment rate, by sex and age (%)	208	9.326571283	56.03829721	DNK	Denmark	3	15+	BOTHSEX	PERCENT	15 years old and over	Both	Percentage	4.48	4.16	4.27	5.4	5.2	4.83	3.9	3.8	3.43	6.01	7.46	7.57	7.53	7	6.59	6.17	6.18		6.485	2016	6.18	ILOSTAT - LFS - EU Labour Force Survey	C
2018.Q2.G.01	SL_TLF_UEM	Unemployment rate, by sex and age (%)	208	9.326571283	56.03829721	DNK	Denmark	4	15-24	BOTHSEX	PERCENT	15 to 24 years old	Both	Percentage	6.72	8.25	7.07	9.83	7.79	8.61	7.68	7.52	8.03	11.83	13.97	14.24	14.14	13.05	12.62	10.84	12		12.1275	2016	12	ILOSTAT - LFS - EU Labour Force Survey	C
2018.Q2.G.01	SL_TLF_UEM	Unemployment rate, by sex and age (%)	208	9.326571283	56.03829721	DNK	Denmark	5	25+	BOTHSEX	PERCENT	25 years old and over	Both	Percentage	4.06	3.5	3.83	4.71	4.8	4.21	3.25	3.15	2.59	4.91	6.26	6.32	6.32	5.92	5.51	5.32	5.08		5.4575	2016	5.08	ILOSTAT - LFS - EU Labour Force Survey	C
2018.Q2.G.01	SL_TLF_UEM	Unemployment rate, by sex and age (%)	208	9.326571283	56.03829721	DNK	Denmark	6	15-24	FEMALE	PERCENT	15 to 24 years old	Female	Percentage	6.95	9.27	5.21	8.97	7.06	8.58	7.47	7.4	8.69	10.29	11.76	12.72	13.49	11.81	11.46	10.05	10.9		11.055	2016	10.9	ILOSTAT - LFS - EU Labour Force Survey	C
2018.Q2.G.01	SL_TLF_UEM	Unemployment rate, by sex and age (%)	208	9.326571283	56.03829721	DNK	Denmark	7	25+	FEMALE	PERCENT	25 years old and over	Female	Percentage	4.59	4.03	4.17	5.23	5.18	4.73	4.01	3.63	2.79	4.35	5.45	6.44	6.42	6.42	5.95	5.75	5.78		5.975	2016	5.78	ILOSTAT - LFS - EU Labour Force Survey	C
2018.Q2.G.01	SL_TLF_UEM	Unemployment rate, by sex and age (%)	208	9.326571283	56.03829721	DNK	Denmark	8	15-24	MALE	PERCENT	15 to 24 years old	Male	Percentage	6.51	7.32	8.83	10.62	8.47	8.65	7.89	7.64	7.4	13.27	16.09	15.69	14.76	14.27	13.74	11.61	13.09		13.1775	2016	13.09	ILOSTAT - LFS - EU Labour Force Survey	C
2018.Q2.G.01	SL_TLF_UEM	Unemployment rate, by sex and age (%)	208	9.326571283	56.03829721	DNK	Denmark	9	25+	MALE	PERCENT	25 years old and over	Male	Percentage	3.61	3.04	3.53	4.27	4.48	3.77	2.58	2.73	2.42	5.41	6.99	6.22	6.23	5.46	5.12	4.95	4.46		4.9975	2016	4.46	ILOSTAT - LFS - EU Labour Force Survey	C
2018.Q2.G.01	SL_TLF_UEM	Unemployment rate, by sex and age (%)	212	-61.3493756	15.43391378	DMA	Dominica	1	15+	MALE	PERCENT	15 years old and over	Male	Percentage		11.92																		2001	11.92	ILOSTAT - PC - Population Census	C
2018.Q2.G.01	SL_TLF_UEM	Unemployment rate, by sex and age (%)	212	-61.3493756	15.43391378	DMA	Dominica	2	15+	FEMALE	PERCENT	15 years old and over	Female	Percentage		9.45																		2001	9.45	ILOSTAT - PC - Population Census	C
2018.Q2.G.01	SL_TLF_UEM	Unemployment rate, by sex and age (%)	212	-61.3493756	15.43391378	DMA	Dominica	3	15+	BOTHSEX	PERCENT	15 years old and over	Both	Percentage		10.96																		2001	10.96	ILOSTAT - PC - Population Census	C
2018.Q2.G.01	SL_TLF_UEM	Unemployment rate, by sex and age (%)	212	-61.3493756	15.43391378	DMA	Dominica	4	15-24	BOTHSEX	PERCENT	15 to 24 years old	Both	Percentage		25.84																		2001	25.84	ILOSTAT - PC - Population Census	C
2018.Q2.G.01	SL_TLF_UEM	Unemployment rate, by sex and age (%)	212	-61.3493756	15.43391378	DMA	Dominica	5	25+	BOTHSEX	PERCENT	25 years old and over	Both	Percentage		7.94																		2001	7.94	ILOSTAT - PC - Population Census	C
2018.Q2.G.01	SL_TLF_UEM	Unemployment rate, by sex and age (%)	212	-61.3493756	15.43391378	DMA	Dominica	6	15-24	FEMALE	PERCENT	15 to 24 years old	Female	Percentage		25.58																		2001	25.58	ILOSTAT - PC - Population Census	C
2018.Q2.G.01	SL_TLF_UEM	Unemployment rate, by sex and age (%)	212	-61.3493756	15.43391378	DMA	Dominica	7	25+	FEMALE	PERCENT	25 years old and over	Female	Percentage		6.06																		2001	6.06	ILOSTAT - PC - Population Census	C
2018.Q2.G.01	SL_TLF_UEM	Unemployment rate, by sex and age (%)	212	-61.3493756	15.43391378	DMA	Dominica	8	15-24	MALE	PERCENT	15 to 24 years old	Male	Percentage		26.01																		2001	26.01	ILOSTAT - PC - Population Census	C
2018.Q2.G.01	SL_TLF_UEM	Unemployment rate, by sex and age (%)	212	-61.3493756	15.43391378	DMA	Dominica	9	25+	MALE	PERCENT	25 years old and over	Male	Percentage		9.12																		2001	9.12	ILOSTAT - PC - Population Census	C
2018.Q2.G.01	SL_TLF_UEM	Unemployment rate, by sex and age (%)	214	-70.49847576	18.89832088	DOM	Dominican Republic	1	15+	MALE	PERCENT	15 years old and over	Male	Percentage																							
2018.Q2.G.01	SL_TLF_UEM	Unemployment rate, by sex and age (%)	214	-70.49847576	18.89832088	DOM	Dominican Republic	2	15+	FEMALE	PERCENT	15 years old and over	Female	Percentage																							
2018.Q2.G.01	SL_TLF_UEM	Unemployment rate, by sex and age (%)	214	-70.49847576	18.89832088	DOM	Dominican Republic	3	15+	BOTHSEX	PERCENT	15 years old and over	Both	Percentage																							
2018.Q2.G.01	SL_TLF_UEM	Unemployment rate, by sex and age (%)	214	-70.49847576	18.89832088	DOM	Dominican Republic	4	15-24	BOTHSEX	PERCENT	15 to 24 years old	Both	Percentage																							
2018.Q2.G.01	SL_TLF_UEM	Unemployment rate, by sex and age (%)	214	-70.49847576	18.89832088	DOM	Dominican Republic	5	25+	BOTHSEX	PERCENT	25 years old and over	Both	Percentage																							
2018.Q2.G.01	SL_TLF_UEM	Unemployment rate, by sex and age (%)	214	-70.49847576	18.89832088	DOM	Dominican Republic	6	15-24	FEMALE	PERCENT	15 to 24 years old	Female	Percentage																							
2018.Q2.G.01	SL_TLF_UEM	Unemployment rate, by sex and age (%)	214	-70.49847576	18.89832088	DOM	Dominican Republic	7	25+	FEMALE	PERCENT	25 years old and over	Female	Percentage																							
2018.Q2.G.01	SL_TLF_UEM	Unemployment rate, by sex and age (%)	214	-70.49847576	18.89832088	DOM	Dominican Republic	8	15-24	MALE	PERCENT	15 to 24 years old	Male	Percentage																							
2018.Q2.G.01	SL_TLF_UEM	Unemployment rate, by sex and age (%)	214	-70.49847576	18.89832088	DOM	Dominican Republic	9	25+	MALE	PERCENT	25 years old and over	Male	Percentage																							
2018.Q2.G.01	SL_TLF_UEM	Unemployment rate, by sex and age (%)	218	-78.37005241	-1.447785891	ECU	Ecuador	1	15+	MALE	PERCENT	15 years old and over	Male	Percentage	6.24	6.67	5.79	8.95	6.5	5.59	5.34	4.95	5.64	5.17	3.5	2.9	2.9	2.7	3.1	3	3.7		3.125	2016	3.7	ILOSTAT - LFS - National Survey on Employment, Unemployment and Underemployment	C
2018.Q2.G.01	SL_TLF_UEM	Unemployment rate, by sex and age (%)	218	-78.37005241	-1.447785891	ECU	Ecuador	2	15+	FEMALE	PERCENT	15 years old and over	Female	Percentage	13.05	16.16	13.88	15	11.37	10.76	10.99	7.6	9.56	8.39	5	4.3	3.8	3.7	4.1	4.5	5.8		4.525	2016	5.8	ILOSTAT - LFS - National Survey on Employment, Unemployment and Underemployment	C
2018.Q2.G.01	SL_TLF_UEM	Unemployment rate, by sex and age (%)	218	-78.37005241	-1.447785891	ECU	Ecuador	3	15+	BOTHSEX	PERCENT	15 years old and over	Both	Percentage	8.98	10.71	9.07	11.44	8.55	7.74	7.69	6.07	7.31	6.47	4.1	3.5	3.2	3.1	3.5	3.6	4.6		3.7	2016	4.6	ILOSTAT - LFS - National Survey on Employment, Unemployment and Underemployment	C
2018.Q2.G.01	SL_TLF_UEM	Unemployment rate, by sex and age (%)	218	-78.37005241	-1.447785891	ECU	Ecuador	4	15-24	BOTHSEX	PERCENT	15 to 24 years old	Both	Percentage		20.08	17.39	21.61	18.29	15.53	16.34			14.14	9.4	9.1	8.8	8.5	9.1	8.8	10.4		9.2	2016	10.4	ILOSTAT - LFS - National Survey on Employment, Unemployment and Underemployment	C
2018.Q2.G.01	SL_TLF_UEM	Unemployment rate, by sex and age (%)	218	-78.37005241	-1.447785891	ECU	Ecuador	5	25+	BOTHSEX	PERCENT	25 years old and over	Both	Percentage		7.59	6.74	8.44	6.03	5.7	5.37			4.43	2.9	2.3	2.1	2	2.4	2.6	3.4		2.6	2016	3.4	ILOSTAT - LFS - National Survey on Employment, Unemployment and Underemployment	C
2018.Q2.G.01	SL_TLF_UEM	Unemployment rate, by sex and age (%)	218	-78.37005241	-1.447785891	ECU	Ecuador	6	15-24	FEMALE	PERCENT	15 to 24 years old	Female	Percentage		26.68	25.52	24.87	23.33	20.63	22.93			18.14	12.6	12.2	11.3	11.4	12.1	11.6	14.1		12.3	2016	14.1	ILOSTAT - LFS - National Survey on Employment, Unemployment and Underemployment	C
2018.Q2.G.01	SL_TLF_UEM	Unemployment rate, by sex and age (%)	218	-78.37005241	-1.447785891	ECU	Ecuador	7	25+	FEMALE	PERCENT	25 years old and over	Female	Percentage		12.52	10.68	12.07	8.34	8.34	8.04			5.96	3.4	2.8	2.5	2.3	2.8	3.2	4.3		3.15	2016	4.3	ILOSTAT - LFS - National Survey on Employment, Unemployment and Underemployment	C
2018.Q2.G.01	SL_TLF_UEM	Unemployment rate, by sex and age (%)	218	-78.37005241	-1.447785891	ECU	Ecuador	8	15-24	MALE	PERCENT	15 to 24 years old	Male	Percentage		14.93	12	19.31	14.75	12.22	12.15			11.65	7.6	7.5	7.5	6.9	7.5	7.2	8		7.4	2016	8	ILOSTAT - LFS - National Survey on Employment, Unemployment and Underemployment	C
2018.Q2.G.01	SL_TLF_UEM	Unemployment rate, by sex and age (%)	218	-78.37005241	-1.447785891	ECU	Ecuador	9	25+	MALE	PERCENT	25 years old and over	Male	Percentage		4	4.02	5.9	4.33	3.77	3.4			3.36	2.5	1.9	1.8	1.8	2.1	2.1	2.8		2.2	2016	2.8	ILOSTAT - LFS - National Survey on Employment, Unemployment and Underemployment	C
2018.Q2.G.01	SL_TLF_UEM	Unemployment rate, by sex and age (%)	222	-88.86862995	13.73603564	SLV	El Salvador	1	15+	MALE	PERCENT	15 years old and over	Male	Percentage	9.05	8.11	7.44	8.32	7.78	8.87	8.45	8.3	7.46	9.03	5.42	4.93	4.23	3.96	4.91	4.37	4.83		4.5175	2016	4.83	ILOSTAT - HS - Multi-purpose household survey	C
2018.Q2.G.01	SL_TLF_UEM	Unemployment rate, by sex and age (%)	222	-88.86862995	13.73603564	SLV	El Salvador	2	15+	FEMALE	PERCENT	15 years old and over	Female	Percentage	3.74	5.22	3.22	3.2	3.42	4.8	3.9	3.73	3.63	4.93	4.16	3.41	3.3	3.33	3.14	3.47	3.85		3.4475	2016	3.85	ILOSTAT - HS - Multi-purpose household survey	C
2018.Q2.G.01	SL_TLF_UEM	Unemployment rate, by sex and age (%)	222	-88.86862995	13.73603564	SLV	El Salvador	3	15+	BOTHSEX	PERCENT	15 years old and over	Both	Percentage	6.96	6.96	5.73	6.26	6.05	7.22	6.57	6.41	5.88	7.33	4.89	4.3	3.85	3.69	4.16	4	4.42		4.0675	2016	4.42	ILOSTAT - HS - Multi-purpose household survey	C
2018.Q2.G.01	SL_TLF_UEM	Unemployment rate, by sex and age (%)	222	-88.86862995	13.73603564	SLV	El Salvador	4	15-24	BOTHSEX	PERCENT	15 to 24 years old	Both	Percentage								11.44		13.97	10.27	8.64	8.62	8.7	9.94	8.92	9.8		9.34	2016	9.8	ILOSTAT - HS - Multi-purpose household survey	C
2018.Q2.G.01	SL_TLF_UEM	Unemployment rate, by sex and age (%)	222	-88.86862995	13.73603564	SLV	El Salvador	5	25+	BOTHSEX	PERCENT	25 years old and over	Both	Percentage								5.01		5.53	3.47	3.13	2.59	2.39	2.71	2.79	3.1		2.7475	2016	3.1	ILOSTAT - HS - Multi-purpose household survey	C
2018.Q2.G.01	SL_TLF_UEM	Unemployment rate, by sex and age (%)	222	-88.86862995	13.73603564	SLV	El Salvador	6	15-24	FEMALE	PERCENT	15 to 24 years old	Female	Percentage								8.29		13.01	12.06	9.49	9.34	10.46	9.27	10.11	10.06		9.975	2016	10.06	ILOSTAT - HS - Multi-purpose household survey	C
2018.Q2.G.01	SL_TLF_UEM	Unemployment rate, by sex and age (%)	222	-88.86862995	13.73603564	SLV	El Salvador	7	25+	FEMALE	PERCENT	25 years old and over	Female	Percentage								2.76		3.15	2.45	2.12	2.02	1.86	1.88	2.15	2.58		2.1175	2016	2.58	ILOSTAT - HS - Multi-purpose household survey	C
2018.Q2.G.01	SL_TLF_UEM	Unemployment rate, by sex and age (%)	222	-88.86862995	13.73603564	SLV	El Salvador	8	15-24	MALE	PERCENT	15 to 24 years old	Male	Percentage								13.03		14.49	9.28	8.21	8.23	7.75	10.3	8.3	9.65		9	2016	9.65	ILOSTAT - HS - Multi-purpose household survey	C
2018.Q2.G.01	SL_TLF_UEM	Unemployment rate, by sex and age (%)	222	-88.86862995	13.73603564	SLV	El Salvador	9	25+	MALE	PERCENT	25 years old and over	Male	Percentage								6.75		7.33	4.25	3.89	3.02	2.82	3.35	3.26	3.5		3.2325	2016	3.5	ILOSTAT - HS - Multi-purpose household survey	C
2018.Q2.G.01	SL_TLF_UEM	Unemployment rate, by sex and age (%)	226	10.46535826	1.565792376	GNQ	Equatorial Guinea	1	15+	MALE	PERCENT	15 years old and over	Male	Percentage																							
2018.Q2.G.01	SL_TLF_UEM	Unemployment rate, by sex and age (%)	226	10.46535826	1.565792376	GNQ	Equatorial Guinea	2	15+	FEMALE	PERCENT	15 years old and over	Female	Percentage																							
2018.Q2.G.01	SL_TLF_UEM	Unemployment rate, by sex and age (%)	226	10.46535826	1.565792376	GNQ	Equatorial Guinea	3	15+	BOTHSEX	PERCENT	15 years old and over	Both	Percentage																							
2018.Q2.G.01	SL_TLF_UEM	Unemployment rate, by sex and age (%)	226	10.46535826	1.565792376	GNQ	Equatorial Guinea	4	15-24	BOTHSEX	PERCENT	15 to 24 years old	Both	Percentage																							
2018.Q2.G.01	SL_TLF_UEM	Unemployment rate, by sex and age (%)	226	10.46535826	1.565792376	GNQ	Equatorial Guinea	5	25+	BOTHSEX	PERCENT	25 years old and over	Both	Percentage																							
2018.Q2.G.01	SL_TLF_UEM	Unemployment rate, by sex and age (%)	226	10.46535826	1.565792376	GNQ	Equatorial Guinea	6	15-24	FEMALE	PERCENT	15 to 24 years old	Female	Percentage																							
2018.Q2.G.01	SL_TLF_UEM	Unemployment rate, by sex and age (%)	226	10.46535826	1.565792376	GNQ	Equatorial Guinea	7	25+	FEMALE	PERCENT	25 years old and over	Female	Percentage																							
2018.Q2.G.01	SL_TLF_UEM	Unemployment rate, by sex and age (%)	226	10.46535826	1.565792376	GNQ	Equatorial Guinea	8	15-24	MALE	PERCENT	15 to 24 years old	Male	Percentage																							
2018.Q2.G.01	SL_TLF_UEM	Unemployment rate, by sex and age (%)	226	10.46535826	1.565792376	GNQ	Equatorial Guinea	9	25+	MALE	PERCENT	25 years old and over	Male	Percentage																							
2018.Q2.G.01	SL_TLF_UEM	Unemployment rate, by sex and age (%)	231	39.63505296	8.631223181	ETH	Ethiopia	1	15+	MALE	PERCENT	15 years old and over	Male	Percentage										12.09	11.16									2010	11.16	ILOSTAT - LFS - Urban employment-unemployment survey	C
2018.Q2.G.01	SL_TLF_UEM	Unemployment rate, by sex and age (%)	231	39.63505296	8.631223181	ETH	Ethiopia	2	15+	FEMALE	PERCENT	15 years old and over	Female	Percentage										29.92	28.37									2010	28.37	ILOSTAT - LFS - Urban employment-unemployment survey	C
2018.Q2.G.01	SL_TLF_UEM	Unemployment rate, by sex and age (%)	231	39.63505296	8.631223181	ETH	Ethiopia	3	15+	BOTHSEX	PERCENT	15 years old and over	Both	Percentage										20.49	19.12									2010	19.12	ILOSTAT - LFS - Urban employment-unemployment survey	C
2018.Q2.G.01	SL_TLF_UEM	Unemployment rate, by sex and age (%)	231	39.63505296	8.631223181	ETH	Ethiopia	4	15-24	BOTHSEX	PERCENT	15 to 24 years old	Both	Percentage										29	27.14									2010	27.14	ILOSTAT - LFS - Urban employment-unemployment survey	C
2018.Q2.G.01	SL_TLF_UEM	Unemployment rate, by sex and age (%)	231	39.63505296	8.631223181	ETH	Ethiopia	5	25+	BOTHSEX	PERCENT	25 years old and over	Both	Percentage										17.03	16.03									2010	16.03	ILOSTAT - LFS - Urban employment-unemployment survey	C
2018.Q2.G.01	SL_TLF_UEM	Unemployment rate, by sex and age (%)	231	39.63505296	8.631223181	ETH	Ethiopia	6	15-24	FEMALE	PERCENT	15 to 24 years old	Female	Percentage										35.54	32.7									2010	32.7	ILOSTAT - LFS - Urban employment-unemployment survey	C
2018.Q2.G.01	SL_TLF_UEM	Unemployment rate, by sex and age (%)	231	39.63505296	8.631223181	ETH	Ethiopia	7	25+	FEMALE	PERCENT	25 years old and over	Female	Percentage										27.1	26.3									2010	26.3	ILOSTAT - LFS - Urban employment-unemployment survey	C
2018.Q2.G.01	SL_TLF_UEM	Unemployment rate, by sex and age (%)	231	39.63505296	8.631223181	ETH	Ethiopia	8	15-24	MALE	PERCENT	15 to 24 years old	Male	Percentage										21.15	20.16									2010	20.16	ILOSTAT - LFS - Urban employment-unemployment survey	C
2018.Q2.G.01	SL_TLF_UEM	Unemployment rate, by sex and age (%)	231	39.63505296	8.631223181	ETH	Ethiopia	9	25+	MALE	PERCENT	25 years old and over	Male	Percentage										9.1	8.37									2010	8.37	ILOSTAT - LFS - Urban employment-unemployment survey	C
