"ISO3CD","X","Y","GeoArea_Code","GeoArea_Desc","GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","Sex_Code","Sex_Desc","ReportingType_Code","ReportingType_Desc","Units_Code","Units_Desc","Footnotes_2007","Footnotes_2011","Footnotes_2012","Footnotes_2015","Footnotes_2016","Nature_Code_2007","Nature_Code_2011","Nature_Code_2012","Nature_Code_2015","Nature_Code_2016","Source_2007","Source_2011","Source_2012","Source_2015","Source_2016","TimeDetail_2007","TimeDetail_2011","TimeDetail_2012","TimeDetail_2015","TimeDetail_2016","Value_2007","Value_2011","Value_2012","Value_2015","Value_2016","Latest_Year","Latest_Value"
"SRB","20.805876","44.03145697","688","Serbia","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.3","By 2030, ensure equal access for all women and men to affordable and quality technical, vocational and tertiary education, including university","4.3.1","Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months, by sex","1","SE_ADT_EDUCTRN","Participation rate in formal and non-formal education and training, by sex (%)","2019.Q1.G.01","BOTHSEX","Both sexes","G","Global","PERCENT","Percentage","","","","","","","C","","","","","Adult Education Survey (Eurostat)","","","","","","","","","","16.5","","","",2011.0,"16.5"
"SRB","20.805876","44.03145697","688","Serbia","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.3","By 2030, ensure equal access for all women and men to affordable and quality technical, vocational and tertiary education, including university","4.3.1","Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months, by sex","1","SE_ADT_EDUCTRN","Participation rate in formal and non-formal education and training, by sex (%)","2019.Q1.G.01","FEMALE","Female","G","Global","PERCENT","Percentage","","","","","","","C","","","","","Adult Education Survey (Eurostat)","","","","","","","","","","16.1","","","",2011.0,"16.1"
"SRB","20.805876","44.03145697","688","Serbia","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.3","By 2030, ensure equal access for all women and men to affordable and quality technical, vocational and tertiary education, including university","4.3.1","Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months, by sex","1","SE_ADT_EDUCTRN","Participation rate in formal and non-formal education and training, by sex (%)","2019.Q1.G.01","MALE","Male","G","Global","PERCENT","Percentage","","","","","","","C","","","","","Adult Education Survey (Eurostat)","","","","","","","","","","16.8","","","",2011.0,"16.8"
"SGP","103.8107883","1.361009155","702","Singapore","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.3","By 2030, ensure equal access for all women and men to affordable and quality technical, vocational and tertiary education, including university","4.3.1","Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months, by sex","1","SE_ADT_EDUCTRN","Participation rate in formal and non-formal education and training, by sex (%)","2019.Q1.G.01","BOTHSEX","Both sexes","G","Global","PERCENT","Percentage","","","","","","","","","C","","","","","Programme for the International Assessment of Adult Competencies (OECD)","","","","","","","","","","56.6159","",2015.0,"56.6159"
"SGP","103.8107883","1.361009155","702","Singapore","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.3","By 2030, ensure equal access for all women and men to affordable and quality technical, vocational and tertiary education, including university","4.3.1","Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months, by sex","1","SE_ADT_EDUCTRN","Participation rate in formal and non-formal education and training, by sex (%)","2019.Q1.G.01","FEMALE","Female","G","Global","PERCENT","Percentage","","","","","","","","","C","","","","","Programme for the International Assessment of Adult Competencies (OECD)","","","","","","","","","","52.92454","",2015.0,"52.92454"
"SGP","103.8107883","1.361009155","702","Singapore","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.3","By 2030, ensure equal access for all women and men to affordable and quality technical, vocational and tertiary education, including university","4.3.1","Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months, by sex","1","SE_ADT_EDUCTRN","Participation rate in formal and non-formal education and training, by sex (%)","2019.Q1.G.01","MALE","Male","G","Global","PERCENT","Percentage","","","","","","","","","C","","","","","Programme for the International Assessment of Adult Competencies (OECD)","","","","","","","","","","60.38041","",2015.0,"60.38041"
"SVK","19.48495604","48.70741446","703","Slovakia","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.3","By 2030, ensure equal access for all women and men to affordable and quality technical, vocational and tertiary education, including university","4.3.1","Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months, by sex","1","SE_ADT_EDUCTRN","Participation rate in formal and non-formal education and training, by sex (%)","2019.Q1.G.01","BOTHSEX","Both sexes","G","Global","PERCENT","Percentage","","","","","","C","C","","","C","Adult Education Survey (Eurostat)","Adult Education Survey (Eurostat)","","","Adult Education Survey (Eurostat)","","","","","","44","41.6","","","46.1",2016.0,"46.1"
"SVK","19.48495604","48.70741446","703","Slovakia","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.3","By 2030, ensure equal access for all women and men to affordable and quality technical, vocational and tertiary education, including university","4.3.1","Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months, by sex","1","SE_ADT_EDUCTRN","Participation rate in formal and non-formal education and training, by sex (%)","2019.Q1.G.01","FEMALE","Female","G","Global","PERCENT","Percentage","","","","","","C","C","","","C","Adult Education Survey (Eurostat)","Adult Education Survey (Eurostat)","","","Adult Education Survey (Eurostat)","","","","","","42.8","41.9","","","45.3",2016.0,"45.3"
"SVK","19.48495604","48.70741446","703","Slovakia","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.3","By 2030, ensure equal access for all women and men to affordable and quality technical, vocational and tertiary education, including university","4.3.1","Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months, by sex","1","SE_ADT_EDUCTRN","Participation rate in formal and non-formal education and training, by sex (%)","2019.Q1.G.01","MALE","Male","G","Global","PERCENT","Percentage","","","","","","C","C","","","C","Adult Education Survey (Eurostat)","Adult Education Survey (Eurostat)","","","Adult Education Survey (Eurostat)","","","","","","45.3","41.4","","","46.8",2016.0,"46.8"
"SVN","14.82209486","46.11958061","705","Slovenia","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.3","By 2030, ensure equal access for all women and men to affordable and quality technical, vocational and tertiary education, including university","4.3.1","Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months, by sex","1","SE_ADT_EDUCTRN","Participation rate in formal and non-formal education and training, by sex (%)","2019.Q1.G.01","BOTHSEX","Both sexes","G","Global","PERCENT","Percentage","","","","","","C","C","","","C","Adult Education Survey (Eurostat)","Adult Education Survey (Eurostat)","","","Adult Education Survey (Eurostat)","","","","","","40.6","36.2","","","46.1",2016.0,"46.1"
"SVN","14.82209486","46.11958061","705","Slovenia","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.3","By 2030, ensure equal access for all women and men to affordable and quality technical, vocational and tertiary education, including university","4.3.1","Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months, by sex","1","SE_ADT_EDUCTRN","Participation rate in formal and non-formal education and training, by sex (%)","2019.Q1.G.01","FEMALE","Female","G","Global","PERCENT","Percentage","","","","","","C","C","","","C","Adult Education Survey (Eurostat)","Adult Education Survey (Eurostat)","","","Adult Education Survey (Eurostat)","","","","","","43.1","37.9","","","48.3",2016.0,"48.3"
"SVN","14.82209486","46.11958061","705","Slovenia","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.3","By 2030, ensure equal access for all women and men to affordable and quality technical, vocational and tertiary education, including university","4.3.1","Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months, by sex","1","SE_ADT_EDUCTRN","Participation rate in formal and non-formal education and training, by sex (%)","2019.Q1.G.01","MALE","Male","G","Global","PERCENT","Percentage","","","","","","C","C","","","C","Adult Education Survey (Eurostat)","Adult Education Survey (Eurostat)","","","Adult Education Survey (Eurostat)","","","","","","38.1","34.5","","","44.1",2016.0,"44.1"
"ESP","-3.554078296","40.39211472","724","Spain","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.3","By 2030, ensure equal access for all women and men to affordable and quality technical, vocational and tertiary education, including university","4.3.1","Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months, by sex","1","SE_ADT_EDUCTRN","Participation rate in formal and non-formal education and training, by sex (%)","2019.Q1.G.01","BOTHSEX","Both sexes","G","Global","PERCENT","Percentage","","","","","","C","C","","","","Adult Education Survey (Eurostat)","Adult Education Survey (Eurostat)","","","","","","","","","30.9","37.7","","","",2011.0,"37.7"
"ESP","-3.554078296","40.39211472","724","Spain","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.3","By 2030, ensure equal access for all women and men to affordable and quality technical, vocational and tertiary education, including university","4.3.1","Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months, by sex","1","SE_ADT_EDUCTRN","Participation rate in formal and non-formal education and training, by sex (%)","2019.Q1.G.01","FEMALE","Female","G","Global","PERCENT","Percentage","","","","","","C","C","","","","Adult Education Survey (Eurostat)","Adult Education Survey (Eurostat)","","","","","","","","","31","36.6","","","",2011.0,"36.6"
"ESP","-3.554078296","40.39211472","724","Spain","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.3","By 2030, ensure equal access for all women and men to affordable and quality technical, vocational and tertiary education, including university","4.3.1","Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months, by sex","1","SE_ADT_EDUCTRN","Participation rate in formal and non-formal education and training, by sex (%)","2019.Q1.G.01","MALE","Male","G","Global","PERCENT","Percentage","","","","","","C","C","","","","Adult Education Survey (Eurostat)","Adult Education Survey (Eurostat)","","","","","","","","","30.8","38.8","","","",2011.0,"38.8"
"SWE","14.3775338","60.60103109","752","Sweden","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.3","By 2030, ensure equal access for all women and men to affordable and quality technical, vocational and tertiary education, including university","4.3.1","Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months, by sex","1","SE_ADT_EDUCTRN","Participation rate in formal and non-formal education and training, by sex (%)","2019.Q1.G.01","BOTHSEX","Both sexes","G","Global","PERCENT","Percentage","","","","","","C","C","","","C","Adult Education Survey (Eurostat)","Adult Education Survey (Eurostat)","","","Adult Education Survey (Eurostat)","","","","","","73.4","71.8","","","63.8",2016.0,"63.8"
"SWE","14.3775338","60.60103109","752","Sweden","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.3","By 2030, ensure equal access for all women and men to affordable and quality technical, vocational and tertiary education, including university","4.3.1","Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months, by sex","1","SE_ADT_EDUCTRN","Participation rate in formal and non-formal education and training, by sex (%)","2019.Q1.G.01","FEMALE","Female","G","Global","PERCENT","Percentage","","","","","","C","C","","","C","Adult Education Survey (Eurostat)","Adult Education Survey (Eurostat)","","","Adult Education Survey (Eurostat)","","","","","","76.1","74.4","","","68.2",2016.0,"68.2"
"SWE","14.3775338","60.60103109","752","Sweden","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.3","By 2030, ensure equal access for all women and men to affordable and quality technical, vocational and tertiary education, including university","4.3.1","Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months, by sex","1","SE_ADT_EDUCTRN","Participation rate in formal and non-formal education and training, by sex (%)","2019.Q1.G.01","MALE","Male","G","Global","PERCENT","Percentage","","","","","","C","C","","","C","Adult Education Survey (Eurostat)","Adult Education Survey (Eurostat)","","","Adult Education Survey (Eurostat)","","","","","","70.8","69.2","","","59.5",2016.0,"59.5"
"CHE","8.223158","46.96617097","756","Switzerland","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.3","By 2030, ensure equal access for all women and men to affordable and quality technical, vocational and tertiary education, including university","4.3.1","Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months, by sex","1","SE_ADT_EDUCTRN","Participation rate in formal and non-formal education and training, by sex (%)","2019.Q1.G.01","BOTHSEX","Both sexes","G","Global","PERCENT","Percentage","","","","","","C","C","","","","Adult Education Survey (Eurostat)","Adult Education Survey (Eurostat)","","","","","","","","","48.7","65.5","","","",2011.0,"65.5"
"CHE","8.223158","46.96617097","756","Switzerland","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.3","By 2030, ensure equal access for all women and men to affordable and quality technical, vocational and tertiary education, including university","4.3.1","Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months, by sex","1","SE_ADT_EDUCTRN","Participation rate in formal and non-formal education and training, by sex (%)","2019.Q1.G.01","FEMALE","Female","G","Global","PERCENT","Percentage","","","","","","C","C","","","","Adult Education Survey (Eurostat)","Adult Education Survey (Eurostat)","","","","","","","","","46.7","66","","","",2011.0,"66"
"CHE","8.223158","46.96617097","756","Switzerland","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.3","By 2030, ensure equal access for all women and men to affordable and quality technical, vocational and tertiary education, including university","4.3.1","Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months, by sex","1","SE_ADT_EDUCTRN","Participation rate in formal and non-formal education and training, by sex (%)","2019.Q1.G.01","MALE","Male","G","Global","PERCENT","Percentage","","","","","","C","C","","","","Adult Education Survey (Eurostat)","Adult Education Survey (Eurostat)","","","","","","","","","51.2","65","","","",2011.0,"65"
"TUR","35.42890329","38.9899684","792","Turkey","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.3","By 2030, ensure equal access for all women and men to affordable and quality technical, vocational and tertiary education, including university","4.3.1","Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months, by sex","1","SE_ADT_EDUCTRN","Participation rate in formal and non-formal education and training, by sex (%)","2019.Q1.G.01","BOTHSEX","Both sexes","G","Global","PERCENT","Percentage","","","","","","C","C","","","","Adult Education Survey (Eurostat)","Adult Education Survey (Eurostat)","","","","","","","","","14.1","17.8","","","",2011.0,"17.8"
"TUR","35.42890329","38.9899684","792","Turkey","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.3","By 2030, ensure equal access for all women and men to affordable and quality technical, vocational and tertiary education, including university","4.3.1","Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months, by sex","1","SE_ADT_EDUCTRN","Participation rate in formal and non-formal education and training, by sex (%)","2019.Q1.G.01","FEMALE","Female","G","Global","PERCENT","Percentage","","","","","","C","C","","","","Adult Education Survey (Eurostat)","Adult Education Survey (Eurostat)","","","","","","","","","10.5","15.1","","","",2011.0,"15.1"
"TUR","35.42890329","38.9899684","792","Turkey","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.3","By 2030, ensure equal access for all women and men to affordable and quality technical, vocational and tertiary education, including university","4.3.1","Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months, by sex","1","SE_ADT_EDUCTRN","Participation rate in formal and non-formal education and training, by sex (%)","2019.Q1.G.01","MALE","Male","G","Global","PERCENT","Percentage","","","","","","C","C","","","","Adult Education Survey (Eurostat)","Adult Education Survey (Eurostat)","","","","","","","","","17.7","20.6","","","",2011.0,"20.6"
"MKD","21.7007909","41.60048068","807","The former Yugoslav Republic of Macedonia","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.3","By 2030, ensure equal access for all women and men to affordable and quality technical, vocational and tertiary education, including university","4.3.1","Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months, by sex","1","SE_ADT_EDUCTRN","Participation rate in formal and non-formal education and training, by sex (%)","2019.Q1.G.01","BOTHSEX","Both sexes","G","Global","PERCENT","Percentage","","","","","","","","","","C","","","","","Adult Education Survey (Eurostat)","","","","","","","","","","12.7",2016.0,"12.7"
"MKD","21.7007909","41.60048068","807","The former Yugoslav Republic of Macedonia","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.3","By 2030, ensure equal access for all women and men to affordable and quality technical, vocational and tertiary education, including university","4.3.1","Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months, by sex","1","SE_ADT_EDUCTRN","Participation rate in formal and non-formal education and training, by sex (%)","2019.Q1.G.01","FEMALE","Female","G","Global","PERCENT","Percentage","","","","","","","","","","C","","","","","Adult Education Survey (Eurostat)","","","","","","","","","","11.9",2016.0,"11.9"
"MKD","21.7007909","41.60048068","807","The former Yugoslav Republic of Macedonia","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.3","By 2030, ensure equal access for all women and men to affordable and quality technical, vocational and tertiary education, including university","4.3.1","Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months, by sex","1","SE_ADT_EDUCTRN","Participation rate in formal and non-formal education and training, by sex (%)","2019.Q1.G.01","MALE","Male","G","Global","PERCENT","Percentage","","","","","","","","","","C","","","","","Adult Education Survey (Eurostat)","","","","","","","","","","13.5",2016.0,"13.5"
"GBR","-2.23830539","53.27691757","826","United Kingdom of Great Britain and Northern Ireland","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.3","By 2030, ensure equal access for all women and men to affordable and quality technical, vocational and tertiary education, including university","4.3.1","Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months, by sex","1","SE_ADT_EDUCTRN","Participation rate in formal and non-formal education and training, by sex (%)","2019.Q1.G.01","BOTHSEX","Both sexes","G","Global","PERCENT","Percentage","","","","","","C","C","","","","Adult Education Survey (Eurostat)","Adult Education Survey (Eurostat)","","","","","","","","","49.3","35.8","","","",2011.0,"35.8"
"GBR","-2.23830539","53.27691757","826","United Kingdom of Great Britain and Northern Ireland","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.3","By 2030, ensure equal access for all women and men to affordable and quality technical, vocational and tertiary education, including university","4.3.1","Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months, by sex","1","SE_ADT_EDUCTRN","Participation rate in formal and non-formal education and training, by sex (%)","2019.Q1.G.01","FEMALE","Female","G","Global","PERCENT","Percentage","","","","","","C","C","","","","Adult Education Survey (Eurostat)","Adult Education Survey (Eurostat)","","","","","","","","","51.3","37.9","","","",2011.0,"37.9"
"GBR","-2.23830539","53.27691757","826","United Kingdom of Great Britain and Northern Ireland","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.3","By 2030, ensure equal access for all women and men to affordable and quality technical, vocational and tertiary education, including university","4.3.1","Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months, by sex","1","SE_ADT_EDUCTRN","Participation rate in formal and non-formal education and training, by sex (%)","2019.Q1.G.01","MALE","Male","G","Global","PERCENT","Percentage","","","","","","C","C","","","","Adult Education Survey (Eurostat)","Adult Education Survey (Eurostat)","","","","","","","","","47.2","33.6","","","",2011.0,"33.6"
"USA","-99.13830311","39.5277871","840","United States of America","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.3","By 2030, ensure equal access for all women and men to affordable and quality technical, vocational and tertiary education, including university","4.3.1","Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months, by sex","1","SE_ADT_EDUCTRN","Participation rate in formal and non-formal education and training, by sex (%)","2019.Q1.G.01","BOTHSEX","Both sexes","G","Global","PERCENT","Percentage","","","","","","","","C","","","","","Programme for the International Assessment of Adult Competencies (OECD)","","","","","","","","","","59.13664","","",2012.0,"59.13664"
"USA","-99.13830311","39.5277871","840","United States of America","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.3","By 2030, ensure equal access for all women and men to affordable and quality technical, vocational and tertiary education, including university","4.3.1","Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months, by sex","1","SE_ADT_EDUCTRN","Participation rate in formal and non-formal education and training, by sex (%)","2019.Q1.G.01","FEMALE","Female","G","Global","PERCENT","Percentage","","","","","","","","C","","","","","Programme for the International Assessment of Adult Competencies (OECD)","","","","","","","","","","59.1972","","",2012.0,"59.1972"
"USA","-99.13830311","39.5277871","840","United States of America","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.3","By 2030, ensure equal access for all women and men to affordable and quality technical, vocational and tertiary education, including university","4.3.1","Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months, by sex","1","SE_ADT_EDUCTRN","Participation rate in formal and non-formal education and training, by sex (%)","2019.Q1.G.01","MALE","Male","G","Global","PERCENT","Percentage","","","","","","","","C","","","","","Programme for the International Assessment of Adult Competencies (OECD)","","","","","","","","","","59.07031","","",2012.0,"59.07031"
"AFG","66.02688198","33.83160199","4","Afghanistan","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.3","By 2030, ensure equal access for all women and men to affordable and quality technical, vocational and tertiary education, including university","4.3.1","Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months, by sex","1","SE_ADT_EDUCTRN","Participation rate in formal and non-formal education and training, by sex (%)","2019.Q1.G.01","BOTHSEX","Both sexes","G","Global","PERCENT","Percentage","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AFG","66.02688198","33.83160199","4","Afghanistan","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.3","By 2030, ensure equal access for all women and men to affordable and quality technical, vocational and tertiary education, including university","4.3.1","Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months, by sex","1","SE_ADT_EDUCTRN","Participation rate in formal and non-formal education and training, by sex (%)","2019.Q1.G.01","FEMALE","Female","G","Global","PERCENT","Percentage","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AFG","66.02688198","33.83160199","4","Afghanistan","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.3","By 2030, ensure equal access for all women and men to affordable and quality technical, vocational and tertiary education, including university","4.3.1","Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months, by sex","1","SE_ADT_EDUCTRN","Participation rate in formal and non-formal education and training, by sex (%)","2019.Q1.G.01","MALE","Male","G","Global","PERCENT","Percentage","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ALB","20.06660928","41.13897007","8","Albania","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.3","By 2030, ensure equal access for all women and men to affordable and quality technical, vocational and tertiary education, including university","4.3.1","Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months, by sex","1","SE_ADT_EDUCTRN","Participation rate in formal and non-formal education and training, by sex (%)","2019.Q1.G.01","BOTHSEX","Both sexes","G","Global","PERCENT","Percentage","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ALB","20.06660928","41.13897007","8","Albania","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.3","By 2030, ensure equal access for all women and men to affordable and quality technical, vocational and tertiary education, including university","4.3.1","Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months, by sex","1","SE_ADT_EDUCTRN","Participation rate in formal and non-formal education and training, by sex (%)","2019.Q1.G.01","FEMALE","Female","G","Global","PERCENT","Percentage","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ALB","20.06660928","41.13897007","8","Albania","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.3","By 2030, ensure equal access for all women and men to affordable and quality technical, vocational and tertiary education, including university","4.3.1","Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months, by sex","1","SE_ADT_EDUCTRN","Participation rate in formal and non-formal education and training, by sex (%)","2019.Q1.G.01","MALE","Male","G","Global","PERCENT","Percentage","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ATA","21.47585697","-80.40897662","10","Antarctica","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.3","By 2030, ensure equal access for all women and men to affordable and quality technical, vocational and tertiary education, including university","4.3.1","Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months, by sex","1","SE_ADT_EDUCTRN","Participation rate in formal and non-formal education and training, by sex (%)","2019.Q1.G.01","BOTHSEX","Both sexes","G","Global","PERCENT","Percentage","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ATA","21.47585697","-80.40897662","10","Antarctica","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.3","By 2030, ensure equal access for all women and men to affordable and quality technical, vocational and tertiary education, including university","4.3.1","Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months, by sex","1","SE_ADT_EDUCTRN","Participation rate in formal and non-formal education and training, by sex (%)","2019.Q1.G.01","FEMALE","Female","G","Global","PERCENT","Percentage","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ATA","21.47585697","-80.40897662","10","Antarctica","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.3","By 2030, ensure equal access for all women and men to affordable and quality technical, vocational and tertiary education, including university","4.3.1","Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months, by sex","1","SE_ADT_EDUCTRN","Participation rate in formal and non-formal education and training, by sex (%)","2019.Q1.G.01","MALE","Male","G","Global","PERCENT","Percentage","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DZA","2.678164227","28.15940032","12","Algeria","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.3","By 2030, ensure equal access for all women and men to affordable and quality technical, vocational and tertiary education, including university","4.3.1","Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months, by sex","1","SE_ADT_EDUCTRN","Participation rate in formal and non-formal education and training, by sex (%)","2019.Q1.G.01","BOTHSEX","Both sexes","G","Global","PERCENT","Percentage","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DZA","2.678164227","28.15940032","12","Algeria","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.3","By 2030, ensure equal access for all women and men to affordable and quality technical, vocational and tertiary education, including university","4.3.1","Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months, by sex","1","SE_ADT_EDUCTRN","Participation rate in formal and non-formal education and training, by sex (%)","2019.Q1.G.01","FEMALE","Female","G","Global","PERCENT","Percentage","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DZA","2.678164227","28.15940032","12","Algeria","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.3","By 2030, ensure equal access for all women and men to affordable and quality technical, vocational and tertiary education, including university","4.3.1","Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months, by sex","1","SE_ADT_EDUCTRN","Participation rate in formal and non-formal education and training, by sex (%)","2019.Q1.G.01","MALE","Male","G","Global","PERCENT","Percentage","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ASM","-170.7187269","-14.30587306","16","American Samoa","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.3","By 2030, ensure equal access for all women and men to affordable and quality technical, vocational and tertiary education, including university","4.3.1","Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months, by sex","1","SE_ADT_EDUCTRN","Participation rate in formal and non-formal education and training, by sex (%)","2019.Q1.G.01","BOTHSEX","Both sexes","G","Global","PERCENT","Percentage","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ASM","-170.7187269","-14.30587306","16","American Samoa","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.3","By 2030, ensure equal access for all women and men to affordable and quality technical, vocational and tertiary education, including university","4.3.1","Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months, by sex","1","SE_ADT_EDUCTRN","Participation rate in formal and non-formal education and training, by sex (%)","2019.Q1.G.01","FEMALE","Female","G","Global","PERCENT","Percentage","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ASM","-170.7187269","-14.30587306","16","American Samoa","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.3","By 2030, ensure equal access for all women and men to affordable and quality technical, vocational and tertiary education, including university","4.3.1","Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months, by sex","1","SE_ADT_EDUCTRN","Participation rate in formal and non-formal education and training, by sex (%)","2019.Q1.G.01","MALE","Male","G","Global","PERCENT","Percentage","","","","","","","","","","","","","","","","","","","","","","","","","","",""
