"GeoArea_Code","GeoArea_Desc","ISO3CD","X","Y","GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","Units_Code","Units_Desc","ReportingType_Code","ReportingType_Desc","Sex_Code","Sex_Desc","Value_2000","Value_2001","Value_2002","Value_2003","Value_2004","Value_2005","Value_2006","Value_2007","Value_2008","Value_2009","Value_2010","Value_2011","Value_2012","Value_2013","Value_2014","Value_2015","Value_2016","Value_2017","Latest_Year","Latest_Value","Nature_Desc","Source"
"188","Costa Rica","CRI","-84.19712782","9.970998683","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.2","By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre-primary education so that they are ready for primary education","4.2.2","Participation rate in organized learning (one year before the official primary entry age), by sex","1","SE_PRE_PARTN","Participation rate in organized learning (one year before the official primary entry age), by sex (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","MALE","Male","","","","","","","","","","","","92.93549","91.26451","92.6222","93.19322","93.6752","89.84754","",2016.0,"89.84754","Country data","UNESCO Institute for Statistics"
"188","Costa Rica","CRI","-84.19712782","9.970998683","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.2","By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre-primary education so that they are ready for primary education","4.2.2","Participation rate in organized learning (one year before the official primary entry age), by sex","1","SE_PRE_PARTN","Participation rate in organized learning (one year before the official primary entry age), by sex (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","","","","","","","","","","","","94.12842","92.55353","92.63395","93.64366","93.12438","88.54886","",2016.0,"88.54886","Country data","UNESCO Institute for Statistics"
"191","Croatia","HRV","17.95874553","45.45172212","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.2","By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre-primary education so that they are ready for primary education","4.2.2","Participation rate in organized learning (one year before the official primary entry age), by sex","1","SE_PRE_PARTN","Participation rate in organized learning (one year before the official primary entry age), by sex (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","MALE","Male","","97.71814","100","","","82.93546","82.84465","83.32448","83.8371","84.80333","88.53755","94.04871","98.4394","96.36563","95.50717","98.87349","97.69143","",2016.0,"97.69143","Country data","UNESCO Institute for Statistics"
"191","Croatia","HRV","17.95874553","45.45172212","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.2","By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre-primary education so that they are ready for primary education","4.2.2","Participation rate in organized learning (one year before the official primary entry age), by sex","1","SE_PRE_PARTN","Participation rate in organized learning (one year before the official primary entry age), by sex (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","BOTHSEX","Both sexes","","98.60029","99.51174","","","83.52487","83.13593","82.87615","83.05518","84.16962","89.70378","93.85048","98.45347","95.29988","94.90754","96.68444","95.38033","",2016.0,"95.38033","Country data","UNESCO Institute for Statistics"
"191","Croatia","HRV","17.95874553","45.45172212","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.2","By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre-primary education so that they are ready for primary education","4.2.2","Participation rate in organized learning (one year before the official primary entry age), by sex","1","SE_PRE_PARTN","Participation rate in organized learning (one year before the official primary entry age), by sex (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","","99.52857","98.99794","","","84.1467","83.44343","82.40245","82.22871","83.49969","90.93668","93.64088","98.46834","94.17305","94.27345","94.36933","92.93602","",2016.0,"92.93602","Country data","UNESCO Institute for Statistics"
"192","Cuba","CUB","-79.54460144","22.10030366","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.2","By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre-primary education so that they are ready for primary education","4.2.2","Participation rate in organized learning (one year before the official primary entry age), by sex","1","SE_PRE_PARTN","Participation rate in organized learning (one year before the official primary entry age), by sex (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","MALE","Male","92.67185","95.10755","92.76022","100","100","98.75804","97.79121","97.75433","100","100","98.86216","95.54711","89.16807","90.54208","98.77076","99.64061","","",2015.0,"99.64061","Country data","UNESCO Institute for Statistics"
"192","Cuba","CUB","-79.54460144","22.10030366","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.2","By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre-primary education so that they are ready for primary education","4.2.2","Participation rate in organized learning (one year before the official primary entry age), by sex","1","SE_PRE_PARTN","Participation rate in organized learning (one year before the official primary entry age), by sex (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","BOTHSEX","Both sexes","93.0193","94.57374","91.95607","99.40986","99.75543","98.97685","96.89152","97.19697","99.87357","99.63077","98.30135","94.99792","88.91068","90.182","99.30579","99.81521","","",2015.0,"99.81521","Country data","UNESCO Institute for Statistics"
"192","Cuba","CUB","-79.54460144","22.10030366","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.2","By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre-primary education so that they are ready for primary education","4.2.2","Participation rate in organized learning (one year before the official primary entry age), by sex","1","SE_PRE_PARTN","Participation rate in organized learning (one year before the official primary entry age), by sex (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","93.38595","94.0101","91.10691","98.78767","99.49825","99.20633","95.94949","96.61182","99.74041","99.24077","97.7084","94.4188","88.6391","89.80159","99.87169","100","","",2015.0,"100","Country data","UNESCO Institute for Statistics"
"196","Cyprus","CYP","33.22285964","35.05659437","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.2","By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre-primary education so that they are ready for primary education","4.2.2","Participation rate in organized learning (one year before the official primary entry age), by sex","1","SE_PRE_PARTN","Participation rate in organized learning (one year before the official primary entry age), by sex (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","BOTHSEX","Both sexes","73.2214","82.04187","77.74566","77.81516","79.88808","87.96545","98.71345","95.12657","99.88645","98.2287","97.87161","97.26354","95.23101","97.18753","92.30849","94.59184","","",2015.0,"94.59184","Country data","UNESCO Institute for Statistics"
"196","Cyprus","CYP","33.22285964","35.05659437","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.2","By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre-primary education so that they are ready for primary education","4.2.2","Participation rate in organized learning (one year before the official primary entry age), by sex","1","SE_PRE_PARTN","Participation rate in organized learning (one year before the official primary entry age), by sex (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","73.87755","82.00785","76.82553","77.71659","80.99342","86.53396","97.33914","94.04705","100","97.8476","98.09214","97.00139","93.96494","97.4278","92.09016","94.40748","","",2015.0,"94.40748","Country data","UNESCO Institute for Statistics"
"196","Cyprus","CYP","33.22285964","35.05659437","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.2","By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre-primary education so that they are ready for primary education","4.2.2","Participation rate in organized learning (one year before the official primary entry age), by sex","1","SE_PRE_PARTN","Participation rate in organized learning (one year before the official primary entry age), by sex (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","MALE","Male","72.59589","82.07331","78.62002","77.91232","78.85228","89.38795","100","96.17537","99.7823","98.59056","97.66043","97.51387","96.39364","96.96462","92.51673","94.76954","","",2015.0,"94.76954","Country data","UNESCO Institute for Statistics"
"203","Czechia","CZE","15.33151382","49.73913871","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.2","By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre-primary education so that they are ready for primary education","4.2.2","Participation rate in organized learning (one year before the official primary entry age), by sex","1","SE_PRE_PARTN","Participation rate in organized learning (one year before the official primary entry age), by sex (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","","","","","","","","","","","","","","","","","","","","","",""
"203","Czechia","CZE","15.33151382","49.73913871","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.2","By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre-primary education so that they are ready for primary education","4.2.2","Participation rate in organized learning (one year before the official primary entry age), by sex","1","SE_PRE_PARTN","Participation rate in organized learning (one year before the official primary entry age), by sex (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","BOTHSEX","Both sexes","","","","","","","","","","","","","","","","","","","","","",""
"203","Czechia","CZE","15.33151382","49.73913871","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.2","By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre-primary education so that they are ready for primary education","4.2.2","Participation rate in organized learning (one year before the official primary entry age), by sex","1","SE_PRE_PARTN","Participation rate in organized learning (one year before the official primary entry age), by sex (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","MALE","Male","","","","","","","","","","","","","","","","","","","","","",""
"204","Benin","BEN","2.339933594","9.65401646","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.2","By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre-primary education so that they are ready for primary education","4.2.2","Participation rate in organized learning (one year before the official primary entry age), by sex","1","SE_PRE_PARTN","Participation rate in organized learning (one year before the official primary entry age), by sex (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","MALE","Male","","","","","","","","","","","","68.58335","62.36723","","","","","",2012.0,"62.36723","Country data","UNESCO Institute for Statistics"
"204","Benin","BEN","2.339933594","9.65401646","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.2","By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre-primary education so that they are ready for primary education","4.2.2","Participation rate in organized learning (one year before the official primary entry age), by sex","1","SE_PRE_PARTN","Participation rate in organized learning (one year before the official primary entry age), by sex (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","BOTHSEX","Both sexes","","","","","","","","","","","","68.16106","61.59222","","","","","",2012.0,"61.59222","Country data","UNESCO Institute for Statistics"
"204","Benin","BEN","2.339933594","9.65401646","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.2","By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre-primary education so that they are ready for primary education","4.2.2","Participation rate in organized learning (one year before the official primary entry age), by sex","1","SE_PRE_PARTN","Participation rate in organized learning (one year before the official primary entry age), by sex (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","","","","","","","","","","","","67.72659","60.79488","","","","","",2012.0,"60.79488","Country data","UNESCO Institute for Statistics"
"208","Denmark","DNK","9.326571283","56.03829721","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.2","By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre-primary education so that they are ready for primary education","4.2.2","Participation rate in organized learning (one year before the official primary entry age), by sex","1","SE_PRE_PARTN","Participation rate in organized learning (one year before the official primary entry age), by sex (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","BOTHSEX","Both sexes","97.0303","99.52218","96.69855","","99.23361","95.44106","95.11749","96.06978","94.22148","93.52674","99.10042","99.43202","99.73248","99.20225","97.56027","96.08209","97.75075","",2016.0,"97.75075","Country data","UNESCO Institute for Statistics"
"208","Denmark","DNK","9.326571283","56.03829721","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.2","By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre-primary education so that they are ready for primary education","4.2.2","Participation rate in organized learning (one year before the official primary entry age), by sex","1","SE_PRE_PARTN","Participation rate in organized learning (one year before the official primary entry age), by sex (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","100","99.64125","96.38802","","100","100","100","100","99.79899","98.46599","98.96234","99.80139","99.45273","99.32422","100","97.79667","98.39659","",2016.0,"98.39659","Country data","UNESCO Institute for Statistics"
"208","Denmark","DNK","9.326571283","56.03829721","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.2","By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre-primary education so that they are ready for primary education","4.2.2","Participation rate in organized learning (one year before the official primary entry age), by sex","1","SE_PRE_PARTN","Participation rate in organized learning (one year before the official primary entry age), by sex (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","MALE","Male","94.20971","99.40888","96.99418","","98.50503","91.11039","90.47732","92.32924","88.90004","88.80157","99.23282","99.07771","100","99.0862","95.25282","94.46846","97.1442","",2016.0,"97.1442","Country data","UNESCO Institute for Statistics"
"212","Dominica","DMA","-61.3493756","15.43391378","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.2","By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre-primary education so that they are ready for primary education","4.2.2","Participation rate in organized learning (one year before the official primary entry age), by sex","1","SE_PRE_PARTN","Participation rate in organized learning (one year before the official primary entry age), by sex (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","BOTHSEX","Both sexes","","96.16003","","","","","","","","","88.1768","","","","","70.76923","","",2015.0,"70.76923","Country data","UNESCO Institute for Statistics"
"212","Dominica","DMA","-61.3493756","15.43391378","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.2","By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre-primary education so that they are ready for primary education","4.2.2","Participation rate in organized learning (one year before the official primary entry age), by sex","1","SE_PRE_PARTN","Participation rate in organized learning (one year before the official primary entry age), by sex (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","","100","","","","","","","","","98.18594","","","","","70.47817","","",2015.0,"70.47817","Country data","UNESCO Institute for Statistics"
"212","Dominica","DMA","-61.3493756","15.43391378","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.2","By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre-primary education so that they are ready for primary education","4.2.2","Participation rate in organized learning (one year before the official primary entry age), by sex","1","SE_PRE_PARTN","Participation rate in organized learning (one year before the official primary entry age), by sex (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","MALE","Male","","92.55909","","","","","","","","","78.66379","","","","","71.05263","","",2015.0,"71.05263","Country data","UNESCO Institute for Statistics"
"214","Dominican Republic","DOM","-70.49847576","18.89832088","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.2","By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre-primary education so that they are ready for primary education","4.2.2","Participation rate in organized learning (one year before the official primary entry age), by sex","1","SE_PRE_PARTN","Participation rate in organized learning (one year before the official primary entry age), by sex (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","BOTHSEX","Both sexes","64.58093","","60.22545","62.26541","64.35613","68.99463","67.77052","67.59856","68.38003","74.88078","71.81571","70.24863","66.52387","71.44989","73.50311","78.14513","77.12111","",2016.0,"77.12111","Country data","UNESCO Institute for Statistics"
"214","Dominican Republic","DOM","-70.49847576","18.89832088","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.2","By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre-primary education so that they are ready for primary education","4.2.2","Participation rate in organized learning (one year before the official primary entry age), by sex","1","SE_PRE_PARTN","Participation rate in organized learning (one year before the official primary entry age), by sex (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","65.80799","","59.77162","62.73535","63.52161","69.68093","68.86394","68.49009","68.92042","71.27488","71.4217","70.96316","67.58807","72.37506","74.66584","79.46442","78.30908","",2016.0,"78.30908","[2000,2002,2004-2016]: Country data // [2003]: Estimated data","UNESCO Institute for Statistics"
"214","Dominican Republic","DOM","-70.49847576","18.89832088","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.2","By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre-primary education so that they are ready for primary education","4.2.2","Participation rate in organized learning (one year before the official primary entry age), by sex","1","SE_PRE_PARTN","Participation rate in organized learning (one year before the official primary entry age), by sex (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","MALE","Male","63.3992","","60.66219","61.81284","65.16054","68.3327","66.71619","66.73885","67.85911","78.35462","72.19504","69.56101","65.49984","70.55981","72.38478","76.87674","75.97957","",2016.0,"75.97957","[2000,2002,2004-2016]: Country data // [2003]: Estimated data","UNESCO Institute for Statistics"
"218","Ecuador","ECU","-78.37005241","-1.447785891","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.2","By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre-primary education so that they are ready for primary education","4.2.2","Participation rate in organized learning (one year before the official primary entry age), by sex","1","SE_PRE_PARTN","Participation rate in organized learning (one year before the official primary entry age), by sex (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","70.02268","73.93728","76.04499","76.67199","","79.51442","88.67764","97.70268","","","90.45697","90.64906","97.23008","96.49817","100","100","100","100",2017.0,"100","Country data","UNESCO Institute for Statistics"
"218","Ecuador","ECU","-78.37005241","-1.447785891","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.2","By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre-primary education so that they are ready for primary education","4.2.2","Participation rate in organized learning (one year before the official primary entry age), by sex","1","SE_PRE_PARTN","Participation rate in organized learning (one year before the official primary entry age), by sex (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","MALE","Male","67.87552","71.47329","73.38827","74.52758","","77.94876","87.0574","96.05074","","","87.54323","88.88151","93.4493","92.28709","96.97073","97.53621","96.40793","95.65725",2017.0,"95.65725","Country data","UNESCO Institute for Statistics"
"218","Ecuador","ECU","-78.37005241","-1.447785891","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.2","By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre-primary education so that they are ready for primary education","4.2.2","Participation rate in organized learning (one year before the official primary entry age), by sex","1","SE_PRE_PARTN","Participation rate in organized learning (one year before the official primary entry age), by sex (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","BOTHSEX","Both sexes","68.92927","72.68242","74.6918","75.57961","","78.71666","87.85193","96.86054","","","88.96995","89.74673","95.29925","94.34675","98.45179","98.74043","98.16328","97.77908",2017.0,"97.77908","Country data","UNESCO Institute for Statistics"
"222","El Salvador","SLV","-88.86862995","13.73603564","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.2","By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre-primary education so that they are ready for primary education","4.2.2","Participation rate in organized learning (one year before the official primary entry age), by sex","1","SE_PRE_PARTN","Participation rate in organized learning (one year before the official primary entry age), by sex (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","MALE","Male","64.39778","70.87533","73.28389","76.71455","","80.38028","80.82025","77.29499","79.05522","79.1666","83.48182","83.47292","80.61788","81.51881","85.51736","82.59688","81.48839","",2016.0,"81.48839","[2001,2003,2005-2016]: Country data // [2000,2002]: Estimated data","UNESCO Institute for Statistics"
"222","El Salvador","SLV","-88.86862995","13.73603564","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.2","By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre-primary education so that they are ready for primary education","4.2.2","Participation rate in organized learning (one year before the official primary entry age), by sex","1","SE_PRE_PARTN","Participation rate in organized learning (one year before the official primary entry age), by sex (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","70.30413","73.94441","77.73618","80.62377","","82.33207","84.14223","79.8522","81.11742","79.40004","84.52409","85.24119","82.06897","82.68436","87.91186","84.79792","82.95127","",2016.0,"82.95127","[2001,2003,2005-2016]: Country data // [2000,2002]: Estimated data","UNESCO Institute for Statistics"
"222","El Salvador","SLV","-88.86862995","13.73603564","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.2","By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre-primary education so that they are ready for primary education","4.2.2","Participation rate in organized learning (one year before the official primary entry age), by sex","1","SE_PRE_PARTN","Participation rate in organized learning (one year before the official primary entry age), by sex (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","BOTHSEX","Both sexes","67.28678","72.37654","75.462","78.62726","","81.33536","82.44592","78.54643","80.06436","79.28083","83.99188","84.33853","81.32807","82.08893","86.68795","83.67263","82.20347","",2016.0,"82.20347","[2001-2003,2005-2016]: Country data // [2000]: Estimated data","UNESCO Institute for Statistics"
"226","Equatorial Guinea","GNQ","10.46535826","1.565792376","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.2","By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre-primary education so that they are ready for primary education","4.2.2","Participation rate in organized learning (one year before the official primary entry age), by sex","1","SE_PRE_PARTN","Participation rate in organized learning (one year before the official primary entry age), by sex (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","MALE","Male","43.33956","","","","","","","","","","","52.26426","","","","42.99973","","",2015.0,"42.99973","Country data","UNESCO Institute for Statistics"
"226","Equatorial Guinea","GNQ","10.46535826","1.565792376","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.2","By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre-primary education so that they are ready for primary education","4.2.2","Participation rate in organized learning (one year before the official primary entry age), by sex","1","SE_PRE_PARTN","Participation rate in organized learning (one year before the official primary entry age), by sex (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","46.41863","","","","","","","","","","","55.4208","","","","44.77643","","",2015.0,"44.77643","Country data","UNESCO Institute for Statistics"
"226","Equatorial Guinea","GNQ","10.46535826","1.565792376","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.2","By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre-primary education so that they are ready for primary education","4.2.2","Participation rate in organized learning (one year before the official primary entry age), by sex","1","SE_PRE_PARTN","Participation rate in organized learning (one year before the official primary entry age), by sex (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","BOTHSEX","Both sexes","44.86721","","","6.16316","","","","","","","","53.82205","","","","43.87584","","",2015.0,"43.87584","Country data","UNESCO Institute for Statistics"
"231","Ethiopia","ETH","39.63505296","8.631223181","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.2","By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre-primary education so that they are ready for primary education","4.2.2","Participation rate in organized learning (one year before the official primary entry age), by sex","1","SE_PRE_PARTN","Participation rate in organized learning (one year before the official primary entry age), by sex (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","","","","","","","","6.46409","6.13855","6.80474","5.04133","6.11831","26.40854","","33.7439","36.68914","","",2015.0,"36.68914","[2007-2010,2014-2015]: Country data // [2011-2012]: Estimated data","UNESCO Institute for Statistics"
"231","Ethiopia","ETH","39.63505296","8.631223181","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.2","By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre-primary education so that they are ready for primary education","4.2.2","Participation rate in organized learning (one year before the official primary entry age), by sex","1","SE_PRE_PARTN","Participation rate in organized learning (one year before the official primary entry age), by sex (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","BOTHSEX","Both sexes","","","","","","","","6.69643","6.30612","7.11415","5.21653","6.31362","25.08217","","35.16138","38.00165","","",2015.0,"38.00165","[2007-2010,2014-2015]: Country data // [2011-2012]: Estimated data","UNESCO Institute for Statistics"
"231","Ethiopia","ETH","39.63505296","8.631223181","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.2","By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre-primary education so that they are ready for primary education","4.2.2","Participation rate in organized learning (one year before the official primary entry age), by sex","1","SE_PRE_PARTN","Participation rate in organized learning (one year before the official primary entry age), by sex (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","MALE","Male","","","","","","","","6.92344","6.46988","7.41673","5.38798","6.50486","23.78377","","36.54695","39.28355","","",2015.0,"39.28355","[2007-2010,2014-2015]: Country data // [2011-2012]: Estimated data","UNESCO Institute for Statistics"
"232","Eritrea","ERI","38.11074289","16.12894644","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.2","By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre-primary education so that they are ready for primary education","4.2.2","Participation rate in organized learning (one year before the official primary entry age), by sex","1","SE_PRE_PARTN","Participation rate in organized learning (one year before the official primary entry age), by sex (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","10.79592","12.75481","14.75286","14.57539","18.52847","28.3522","27.11037","24.4756","21.91216","24.58146","25.62712","27.64401","29.40516","16.97752","15.68373","15.9583","","",2015.0,"15.9583","[2000-2008,2010-2015]: Country data // [2009]: Estimated data","UNESCO Institute for Statistics"
"232","Eritrea","ERI","38.11074289","16.12894644","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.2","By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre-primary education so that they are ready for primary education","4.2.2","Participation rate in organized learning (one year before the official primary entry age), by sex","1","SE_PRE_PARTN","Participation rate in organized learning (one year before the official primary entry age), by sex (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","MALE","Male","11.38967","13.88308","16.02284","15.09897","18.93179","28.64904","26.04872","25.26874","23.64073","25.43555","26.56247","29.56887","30.65756","17.23392","15.807","16.4223","","",2015.0,"16.4223","[2000-2008,2010-2015]: Country data // [2009]: Estimated data","UNESCO Institute for Statistics"
"232","Eritrea","ERI","38.11074289","16.12894644","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.2","By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre-primary education so that they are ready for primary education","4.2.2","Participation rate in organized learning (one year before the official primary entry age), by sex","1","SE_PRE_PARTN","Participation rate in organized learning (one year before the official primary entry age), by sex (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","BOTHSEX","Both sexes","11.09479","13.32287","15.39319","14.83995","18.73274","28.50288","26.57062","24.87927","22.79237","25.01644","26.10351","28.62463","30.04346","17.10833","15.74664","16.19516","","",2015.0,"16.19516","[2000-2008,2010-2015]: Country data // [2009]: Estimated data","UNESCO Institute for Statistics"
"233","Estonia","EST","25.84093481","58.68487172","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.2","By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre-primary education so that they are ready for primary education","4.2.2","Participation rate in organized learning (one year before the official primary entry age), by sex","1","SE_PRE_PARTN","Participation rate in organized learning (one year before the official primary entry age), by sex (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","","","","","","","","","","","93.58587","91.37141","90.40975","91.61254","94.30285","93.22461","","",2015.0,"93.22461","Country data","UNESCO Institute for Statistics"
"233","Estonia","EST","25.84093481","58.68487172","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.2","By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre-primary education so that they are ready for primary education","4.2.2","Participation rate in organized learning (one year before the official primary entry age), by sex","1","SE_PRE_PARTN","Participation rate in organized learning (one year before the official primary entry age), by sex (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","BOTHSEX","Both sexes","","","","","","","","","","","91.43921","91.64312","92.05374","91.51856","93.83598","93.03476","","",2015.0,"93.03476","Country data","UNESCO Institute for Statistics"
