"GeoArea_Code","GeoArea_Desc","ISO3CD","X","Y","GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","Units_Code","Units_Desc","ReportingType_Code","ReportingType_Desc","Value_2011","Value_2015","Value_2017","Latest_Year","Latest_Value","Nature_Desc","Source"
"232","Eritrea","ERI","38.11074289","16.12894644","10","Reduce inequality within and among countries","10.c","By 2030, reduce to less than 3 per cent the transaction costs of migrant remittances and eliminate remittance corridors with costs higher than 5 per cent","10.c.1","Remittance costs as a proportion of the amount remitted","1","SI_RMT_COST","Remittance costs as a proportion of the amount remitted (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","12.11","9.09","11.47",2017.0,"11.47","Data nature not available","World Development Indicators database, World Bank"
"233","Estonia","EST","25.84093481","58.68487172","10","Reduce inequality within and among countries","10.c","By 2030, reduce to less than 3 per cent the transaction costs of migrant remittances and eliminate remittance corridors with costs higher than 5 per cent","10.c.1","Remittance costs as a proportion of the amount remitted","1","SI_RMT_COST","Remittance costs as a proportion of the amount remitted (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","4.62","5.83","6.38",2017.0,"6.38","Data nature not available","World Development Indicators database, World Bank"
"234","Faroe Islands","FRO","-7.122044325","62.21228119","10","Reduce inequality within and among countries","10.c","By 2030, reduce to less than 3 per cent the transaction costs of migrant remittances and eliminate remittance corridors with costs higher than 5 per cent","10.c.1","Remittance costs as a proportion of the amount remitted","1","SI_RMT_COST","Remittance costs as a proportion of the amount remitted (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","",""
"238","Falkland Islands (Malvinas)","FLK","-58.75246778","-51.74562601","10","Reduce inequality within and among countries","10.c","By 2030, reduce to less than 3 per cent the transaction costs of migrant remittances and eliminate remittance corridors with costs higher than 5 per cent","10.c.1","Remittance costs as a proportion of the amount remitted","1","SI_RMT_COST","Remittance costs as a proportion of the amount remitted (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","",""
"239","South Georgia and the South Sandwich Islands","SGS","-36.90662765","-54.20736749","10","Reduce inequality within and among countries","10.c","By 2030, reduce to less than 3 per cent the transaction costs of migrant remittances and eliminate remittance corridors with costs higher than 5 per cent","10.c.1","Remittance costs as a proportion of the amount remitted","1","SI_RMT_COST","Remittance costs as a proportion of the amount remitted (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","",""
"242","Fiji","FJI","177.9660884","-17.83301566","10","Reduce inequality within and among countries","10.c","By 2030, reduce to less than 3 per cent the transaction costs of migrant remittances and eliminate remittance corridors with costs higher than 5 per cent","10.c.1","Remittance costs as a proportion of the amount remitted","1","SI_RMT_COST","Remittance costs as a proportion of the amount remitted (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","13.37","9.65","8.91",2017.0,"8.91","Data nature not available","World Development Indicators database, World Bank"
"246","Finland","FIN","23.308447","61.91586738","10","Reduce inequality within and among countries","10.c","By 2030, reduce to less than 3 per cent the transaction costs of migrant remittances and eliminate remittance corridors with costs higher than 5 per cent","10.c.1","Remittance costs as a proportion of the amount remitted","1","SI_RMT_COST","Remittance costs as a proportion of the amount remitted (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","",""
"248","Åland Islands","ALA","19.80945969","60.1544901","10","Reduce inequality within and among countries","10.c","By 2030, reduce to less than 3 per cent the transaction costs of migrant remittances and eliminate remittance corridors with costs higher than 5 per cent","10.c.1","Remittance costs as a proportion of the amount remitted","1","SI_RMT_COST","Remittance costs as a proportion of the amount remitted (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","",""
"250","France","FRA","2.457288129","46.62660861","10","Reduce inequality within and among countries","10.c","By 2030, reduce to less than 3 per cent the transaction costs of migrant remittances and eliminate remittance corridors with costs higher than 5 per cent","10.c.1","Remittance costs as a proportion of the amount remitted","1","SI_RMT_COST","Remittance costs as a proportion of the amount remitted (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","",""
"254","French Guiana","GUF","-53.23619089","3.922673437","10","Reduce inequality within and among countries","10.c","By 2030, reduce to less than 3 per cent the transaction costs of migrant remittances and eliminate remittance corridors with costs higher than 5 per cent","10.c.1","Remittance costs as a proportion of the amount remitted","1","SI_RMT_COST","Remittance costs as a proportion of the amount remitted (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","",""
"258","French Polynesia","PYF","-149.4052367","-17.67709294","10","Reduce inequality within and among countries","10.c","By 2030, reduce to less than 3 per cent the transaction costs of migrant remittances and eliminate remittance corridors with costs higher than 5 per cent","10.c.1","Remittance costs as a proportion of the amount remitted","1","SI_RMT_COST","Remittance costs as a proportion of the amount remitted (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","",""
"260","French Southern Territories","ATF","69.64849091","-49.6068576","10","Reduce inequality within and among countries","10.c","By 2030, reduce to less than 3 per cent the transaction costs of migrant remittances and eliminate remittance corridors with costs higher than 5 per cent","10.c.1","Remittance costs as a proportion of the amount remitted","1","SI_RMT_COST","Remittance costs as a proportion of the amount remitted (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","",""
"262","Djibouti","DJI","42.18274707","11.56004161","10","Reduce inequality within and among countries","10.c","By 2030, reduce to less than 3 per cent the transaction costs of migrant remittances and eliminate remittance corridors with costs higher than 5 per cent","10.c.1","Remittance costs as a proportion of the amount remitted","1","SI_RMT_COST","Remittance costs as a proportion of the amount remitted (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","",""
"266","Gabon","GAB","11.78727747","-0.60687619","10","Reduce inequality within and among countries","10.c","By 2030, reduce to less than 3 per cent the transaction costs of migrant remittances and eliminate remittance corridors with costs higher than 5 per cent","10.c.1","Remittance costs as a proportion of the amount remitted","1","SI_RMT_COST","Remittance costs as a proportion of the amount remitted (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","",""
"268","Georgia","GEO","43.3713615","42.04813028","10","Reduce inequality within and among countries","10.c","By 2030, reduce to less than 3 per cent the transaction costs of migrant remittances and eliminate remittance corridors with costs higher than 5 per cent","10.c.1","Remittance costs as a proportion of the amount remitted","1","SI_RMT_COST","Remittance costs as a proportion of the amount remitted (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","2.63","1.17","1.34",2017.0,"1.34","Data nature not available","World Development Indicators database, World Bank"
"270","Gambia","GMB","-15.39944785","13.45295927","10","Reduce inequality within and among countries","10.c","By 2030, reduce to less than 3 per cent the transaction costs of migrant remittances and eliminate remittance corridors with costs higher than 5 per cent","10.c.1","Remittance costs as a proportion of the amount remitted","1","SI_RMT_COST","Remittance costs as a proportion of the amount remitted (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","9.41","10.03","9.72",2017.0,"9.72","Data nature not available","World Development Indicators database, World Bank"
"275","State of Palestine","PSE","35.25694122","31.94347933","10","Reduce inequality within and among countries","10.c","By 2030, reduce to less than 3 per cent the transaction costs of migrant remittances and eliminate remittance corridors with costs higher than 5 per cent","10.c.1","Remittance costs as a proportion of the amount remitted","1","SI_RMT_COST","Remittance costs as a proportion of the amount remitted (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","7.29",2017.0,"7.29","Data nature not available","World Development Indicators database, World Bank"
"276","Germany","DEU","10.3806066","51.08862743","10","Reduce inequality within and among countries","10.c","By 2030, reduce to less than 3 per cent the transaction costs of migrant remittances and eliminate remittance corridors with costs higher than 5 per cent","10.c.1","Remittance costs as a proportion of the amount remitted","1","SI_RMT_COST","Remittance costs as a proportion of the amount remitted (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","",""
"288","Ghana","GHA","-1.205623522","7.964825185","10","Reduce inequality within and among countries","10.c","By 2030, reduce to less than 3 per cent the transaction costs of migrant remittances and eliminate remittance corridors with costs higher than 5 per cent","10.c.1","Remittance costs as a proportion of the amount remitted","1","SI_RMT_COST","Remittance costs as a proportion of the amount remitted (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","11.60","9.43","7.19",2017.0,"7.19","Data nature not available","World Development Indicators database, World Bank"
"292","Gibraltar","GIB","-5.347561686","36.13895036","10","Reduce inequality within and among countries","10.c","By 2030, reduce to less than 3 per cent the transaction costs of migrant remittances and eliminate remittance corridors with costs higher than 5 per cent","10.c.1","Remittance costs as a proportion of the amount remitted","1","SI_RMT_COST","Remittance costs as a proportion of the amount remitted (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","",""
"296","Kiribati","KIR","-157.5643005","1.768837732","10","Reduce inequality within and among countries","10.c","By 2030, reduce to less than 3 per cent the transaction costs of migrant remittances and eliminate remittance corridors with costs higher than 5 per cent","10.c.1","Remittance costs as a proportion of the amount remitted","1","SI_RMT_COST","Remittance costs as a proportion of the amount remitted (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","",""
"300","Greece","GRC","22.58307827","39.47301873","10","Reduce inequality within and among countries","10.c","By 2030, reduce to less than 3 per cent the transaction costs of migrant remittances and eliminate remittance corridors with costs higher than 5 per cent","10.c.1","Remittance costs as a proportion of the amount remitted","1","SI_RMT_COST","Remittance costs as a proportion of the amount remitted (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","",""
"304","Greenland","GRL","-41.39371316","74.75625681","10","Reduce inequality within and among countries","10.c","By 2030, reduce to less than 3 per cent the transaction costs of migrant remittances and eliminate remittance corridors with costs higher than 5 per cent","10.c.1","Remittance costs as a proportion of the amount remitted","1","SI_RMT_COST","Remittance costs as a proportion of the amount remitted (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","",""
"308","Grenada","GRD","-61.68248568","12.11238395","10","Reduce inequality within and among countries","10.c","By 2030, reduce to less than 3 per cent the transaction costs of migrant remittances and eliminate remittance corridors with costs higher than 5 per cent","10.c.1","Remittance costs as a proportion of the amount remitted","1","SI_RMT_COST","Remittance costs as a proportion of the amount remitted (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","",""
"312","Guadeloupe","GLP","-61.64762115","16.14416917","10","Reduce inequality within and among countries","10.c","By 2030, reduce to less than 3 per cent the transaction costs of migrant remittances and eliminate remittance corridors with costs higher than 5 per cent","10.c.1","Remittance costs as a proportion of the amount remitted","1","SI_RMT_COST","Remittance costs as a proportion of the amount remitted (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","",""
"316","Guam","GUM","144.7029305","13.35485404","10","Reduce inequality within and among countries","10.c","By 2030, reduce to less than 3 per cent the transaction costs of migrant remittances and eliminate remittance corridors with costs higher than 5 per cent","10.c.1","Remittance costs as a proportion of the amount remitted","1","SI_RMT_COST","Remittance costs as a proportion of the amount remitted (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","",""
"320","Guatemala","GTM","-91.2312746","15.00273719","10","Reduce inequality within and among countries","10.c","By 2030, reduce to less than 3 per cent the transaction costs of migrant remittances and eliminate remittance corridors with costs higher than 5 per cent","10.c.1","Remittance costs as a proportion of the amount remitted","1","SI_RMT_COST","Remittance costs as a proportion of the amount remitted (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","5.52","4.70","4.99",2017.0,"4.99","Data nature not available","World Development Indicators database, World Bank"
"324","Guinea","GIN","-11.28173419","11.00210343","10","Reduce inequality within and among countries","10.c","By 2030, reduce to less than 3 per cent the transaction costs of migrant remittances and eliminate remittance corridors with costs higher than 5 per cent","10.c.1","Remittance costs as a proportion of the amount remitted","1","SI_RMT_COST","Remittance costs as a proportion of the amount remitted (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","",""
"328","Guyana","GUY","-58.97322037","4.788012784","10","Reduce inequality within and among countries","10.c","By 2030, reduce to less than 3 per cent the transaction costs of migrant remittances and eliminate remittance corridors with costs higher than 5 per cent","10.c.1","Remittance costs as a proportion of the amount remitted","1","SI_RMT_COST","Remittance costs as a proportion of the amount remitted (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","7.28","8.66","8.47",2017.0,"8.47","Data nature not available","World Development Indicators database, World Bank"
"332","Haiti","HTI","-72.33640958","18.40426539","10","Reduce inequality within and among countries","10.c","By 2030, reduce to less than 3 per cent the transaction costs of migrant remittances and eliminate remittance corridors with costs higher than 5 per cent","10.c.1","Remittance costs as a proportion of the amount remitted","1","SI_RMT_COST","Remittance costs as a proportion of the amount remitted (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","10.83","9.41","8.09",2017.0,"8.09","Data nature not available","World Development Indicators database, World Bank"
"334","Heard Island and McDonald Islands","HMD","73.52633626","-53.09106147","10","Reduce inequality within and among countries","10.c","By 2030, reduce to less than 3 per cent the transaction costs of migrant remittances and eliminate remittance corridors with costs higher than 5 per cent","10.c.1","Remittance costs as a proportion of the amount remitted","1","SI_RMT_COST","Remittance costs as a proportion of the amount remitted (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","",""
"336","Holy See","VAT","12.45315803","41.90343751","10","Reduce inequality within and among countries","10.c","By 2030, reduce to less than 3 per cent the transaction costs of migrant remittances and eliminate remittance corridors with costs higher than 5 per cent","10.c.1","Remittance costs as a proportion of the amount remitted","1","SI_RMT_COST","Remittance costs as a proportion of the amount remitted (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","",""
"340","Honduras","HND","-86.59974381","14.82243161","10","Reduce inequality within and among countries","10.c","By 2030, reduce to less than 3 per cent the transaction costs of migrant remittances and eliminate remittance corridors with costs higher than 5 per cent","10.c.1","Remittance costs as a proportion of the amount remitted","1","SI_RMT_COST","Remittance costs as a proportion of the amount remitted (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","5.14","4.25","4.19",2017.0,"4.19","Data nature not available","World Development Indicators database, World Bank"
"344","China, Hong Kong Special Administrative Region","HKG","114.0266445","22.41749934","10","Reduce inequality within and among countries","10.c","By 2030, reduce to less than 3 per cent the transaction costs of migrant remittances and eliminate remittance corridors with costs higher than 5 per cent","10.c.1","Remittance costs as a proportion of the amount remitted","1","SI_RMT_COST","Remittance costs as a proportion of the amount remitted (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","",""
"348","Hungary","HUN","19.41221519","47.1651448","10","Reduce inequality within and among countries","10.c","By 2030, reduce to less than 3 per cent the transaction costs of migrant remittances and eliminate remittance corridors with costs higher than 5 per cent","10.c.1","Remittance costs as a proportion of the amount remitted","1","SI_RMT_COST","Remittance costs as a proportion of the amount remitted (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","6.06","8.08",2017.0,"8.08","Data nature not available","World Development Indicators database, World Bank"
"352","Iceland","ISL","-19.02116966","64.79134763","10","Reduce inequality within and among countries","10.c","By 2030, reduce to less than 3 per cent the transaction costs of migrant remittances and eliminate remittance corridors with costs higher than 5 per cent","10.c.1","Remittance costs as a proportion of the amount remitted","1","SI_RMT_COST","Remittance costs as a proportion of the amount remitted (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","",""
"356","India","IND","79.3608464","22.34642074","10","Reduce inequality within and among countries","10.c","By 2030, reduce to less than 3 per cent the transaction costs of migrant remittances and eliminate remittance corridors with costs higher than 5 per cent","10.c.1","Remittance costs as a proportion of the amount remitted","1","SI_RMT_COST","Remittance costs as a proportion of the amount remitted (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","6.96","6.50","5.98",2017.0,"5.98","Data nature not available","World Development Indicators database, World Bank"
"360","Indonesia","IDN","113.9174","-0.994582204","10","Reduce inequality within and among countries","10.c","By 2030, reduce to less than 3 per cent the transaction costs of migrant remittances and eliminate remittance corridors with costs higher than 5 per cent","10.c.1","Remittance costs as a proportion of the amount remitted","1","SI_RMT_COST","Remittance costs as a proportion of the amount remitted (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","5.94","6.90","7.13",2017.0,"7.13","Data nature not available","World Development Indicators database, World Bank"
"364","Iran (Islamic Republic of)","IRN","54.19766348","32.74370885","10","Reduce inequality within and among countries","10.c","By 2030, reduce to less than 3 per cent the transaction costs of migrant remittances and eliminate remittance corridors with costs higher than 5 per cent","10.c.1","Remittance costs as a proportion of the amount remitted","1","SI_RMT_COST","Remittance costs as a proportion of the amount remitted (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","",""
"368","Iraq","IRQ","43.76606267","33.05013795","10","Reduce inequality within and among countries","10.c","By 2030, reduce to less than 3 per cent the transaction costs of migrant remittances and eliminate remittance corridors with costs higher than 5 per cent","10.c.1","Remittance costs as a proportion of the amount remitted","1","SI_RMT_COST","Remittance costs as a proportion of the amount remitted (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","",""
"372","Ireland","IRL","-7.121425272","53.25274054","10","Reduce inequality within and among countries","10.c","By 2030, reduce to less than 3 per cent the transaction costs of migrant remittances and eliminate remittance corridors with costs higher than 5 per cent","10.c.1","Remittance costs as a proportion of the amount remitted","1","SI_RMT_COST","Remittance costs as a proportion of the amount remitted (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","",""
"376","Israel","ISR","34.62277992","31.06164552","10","Reduce inequality within and among countries","10.c","By 2030, reduce to less than 3 per cent the transaction costs of migrant remittances and eliminate remittance corridors with costs higher than 5 per cent","10.c.1","Remittance costs as a proportion of the amount remitted","1","SI_RMT_COST","Remittance costs as a proportion of the amount remitted (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","",""
"380","Italy","ITA","12.57022427","42.79917282","10","Reduce inequality within and among countries","10.c","By 2030, reduce to less than 3 per cent the transaction costs of migrant remittances and eliminate remittance corridors with costs higher than 5 per cent","10.c.1","Remittance costs as a proportion of the amount remitted","1","SI_RMT_COST","Remittance costs as a proportion of the amount remitted (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","",""
"384","Côte d'Ivoire","CIV","-5.552690016","7.62211586","10","Reduce inequality within and among countries","10.c","By 2030, reduce to less than 3 per cent the transaction costs of migrant remittances and eliminate remittance corridors with costs higher than 5 per cent","10.c.1","Remittance costs as a proportion of the amount remitted","1","SI_RMT_COST","Remittance costs as a proportion of the amount remitted (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","12.03","6.05","5.52",2017.0,"5.52","Data nature not available","World Development Indicators database, World Bank"
"388","Jamaica","JAM","-77.31068409","18.15616857","10","Reduce inequality within and among countries","10.c","By 2030, reduce to less than 3 per cent the transaction costs of migrant remittances and eliminate remittance corridors with costs higher than 5 per cent","10.c.1","Remittance costs as a proportion of the amount remitted","1","SI_RMT_COST","Remittance costs as a proportion of the amount remitted (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","8.94","8.53","8.89",2017.0,"8.89","Data nature not available","World Development Indicators database, World Bank"
"392","Japan","JPN","139.2716103","36.6554539","10","Reduce inequality within and among countries","10.c","By 2030, reduce to less than 3 per cent the transaction costs of migrant remittances and eliminate remittance corridors with costs higher than 5 per cent","10.c.1","Remittance costs as a proportion of the amount remitted","1","SI_RMT_COST","Remittance costs as a proportion of the amount remitted (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","",""
"398","Kazakhstan","KAZ","66.65359159","48.01963494","10","Reduce inequality within and among countries","10.c","By 2030, reduce to less than 3 per cent the transaction costs of migrant remittances and eliminate remittance corridors with costs higher than 5 per cent","10.c.1","Remittance costs as a proportion of the amount remitted","1","SI_RMT_COST","Remittance costs as a proportion of the amount remitted (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","2.28","1.43","1.34",2017.0,"1.34","Data nature not available","World Development Indicators database, World Bank"
"400","Jordan","JOR","37.13024774","30.65365973","10","Reduce inequality within and among countries","10.c","By 2030, reduce to less than 3 per cent the transaction costs of migrant remittances and eliminate remittance corridors with costs higher than 5 per cent","10.c.1","Remittance costs as a proportion of the amount remitted","1","SI_RMT_COST","Remittance costs as a proportion of the amount remitted (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","5.31","5.78","5.70",2017.0,"5.70","Data nature not available","World Development Indicators database, World Bank"
"404","Kenya","KEN","37.86096816","0.534797278","10","Reduce inequality within and among countries","10.c","By 2030, reduce to less than 3 per cent the transaction costs of migrant remittances and eliminate remittance corridors with costs higher than 5 per cent","10.c.1","Remittance costs as a proportion of the amount remitted","1","SI_RMT_COST","Remittance costs as a proportion of the amount remitted (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","13.10","8.83","7.93",2017.0,"7.93","Data nature not available","World Development Indicators database, World Bank"
"408","Democratic People's Republic of Korea","PRK","127.1803633","40.1462645","10","Reduce inequality within and among countries","10.c","By 2030, reduce to less than 3 per cent the transaction costs of migrant remittances and eliminate remittance corridors with costs higher than 5 per cent","10.c.1","Remittance costs as a proportion of the amount remitted","1","SI_RMT_COST","Remittance costs as a proportion of the amount remitted (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","",""
"410","Republic of Korea","KOR","127.8610254","36.45201023","10","Reduce inequality within and among countries","10.c","By 2030, reduce to less than 3 per cent the transaction costs of migrant remittances and eliminate remittance corridors with costs higher than 5 per cent","10.c.1","Remittance costs as a proportion of the amount remitted","1","SI_RMT_COST","Remittance costs as a proportion of the amount remitted (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","",""
"414","Kuwait","KWT","47.49305029","29.53949468","10","Reduce inequality within and among countries","10.c","By 2030, reduce to less than 3 per cent the transaction costs of migrant remittances and eliminate remittance corridors with costs higher than 5 per cent","10.c.1","Remittance costs as a proportion of the amount remitted","1","SI_RMT_COST","Remittance costs as a proportion of the amount remitted (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","",""
"417","Kyrgyzstan","KGZ","74.52324839","41.46204516","10","Reduce inequality within and among countries","10.c","By 2030, reduce to less than 3 per cent the transaction costs of migrant remittances and eliminate remittance corridors with costs higher than 5 per cent","10.c.1","Remittance costs as a proportion of the amount remitted","1","SI_RMT_COST","Remittance costs as a proportion of the amount remitted (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","2.22","1.25","4.01",2017.0,"4.01","Data nature not available","World Development Indicators database, World Bank"
"418","Lao People's Democratic Republic","LAO","101.9901968","20.27482773","10","Reduce inequality within and among countries","10.c","By 2030, reduce to less than 3 per cent the transaction costs of migrant remittances and eliminate remittance corridors with costs higher than 5 per cent","10.c.1","Remittance costs as a proportion of the amount remitted","1","SI_RMT_COST","Remittance costs as a proportion of the amount remitted (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","16.32",2017.0,"16.32","Data nature not available","World Development Indicators database, World Bank"
"422","Lebanon","LBN","35.89391711","33.92152458","10","Reduce inequality within and among countries","10.c","By 2030, reduce to less than 3 per cent the transaction costs of migrant remittances and eliminate remittance corridors with costs higher than 5 per cent","10.c.1","Remittance costs as a proportion of the amount remitted","1","SI_RMT_COST","Remittance costs as a proportion of the amount remitted (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","13.57","13.13","11.66",2017.0,"11.66","Data nature not available","World Development Indicators database, World Bank"
"426","Lesotho","LSO","28.25362195","-29.58041814","10","Reduce inequality within and among countries","10.c","By 2030, reduce to less than 3 per cent the transaction costs of migrant remittances and eliminate remittance corridors with costs higher than 5 per cent","10.c.1","Remittance costs as a proportion of the amount remitted","1","SI_RMT_COST","Remittance costs as a proportion of the amount remitted (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","14.29","13.83","15.87",2017.0,"15.87","Data nature not available","World Development Indicators database, World Bank"
"428","Latvia","LVA","26.42461876","56.64196636","10","Reduce inequality within and among countries","10.c","By 2030, reduce to less than 3 per cent the transaction costs of migrant remittances and eliminate remittance corridors with costs higher than 5 per cent","10.c.1","Remittance costs as a proportion of the amount remitted","1","SI_RMT_COST","Remittance costs as a proportion of the amount remitted (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","4.25","4.78","5.11",2017.0,"5.11","Data nature not available","World Development Indicators database, World Bank"
"430","Liberia","LBR","-9.311879038","6.448381009","10","Reduce inequality within and among countries","10.c","By 2030, reduce to less than 3 per cent the transaction costs of migrant remittances and eliminate remittance corridors with costs higher than 5 per cent","10.c.1","Remittance costs as a proportion of the amount remitted","1","SI_RMT_COST","Remittance costs as a proportion of the amount remitted (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","5.04","5.53",2017.0,"5.53","Data nature not available","World Development Indicators database, World Bank"
"434","Libya","LBY","18.0295985","27.04042819","10","Reduce inequality within and among countries","10.c","By 2030, reduce to less than 3 per cent the transaction costs of migrant remittances and eliminate remittance corridors with costs higher than 5 per cent","10.c.1","Remittance costs as a proportion of the amount remitted","1","SI_RMT_COST","Remittance costs as a proportion of the amount remitted (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","",""
"438","Liechtenstein","LIE","9.552985019","47.14167005","10","Reduce inequality within and among countries","10.c","By 2030, reduce to less than 3 per cent the transaction costs of migrant remittances and eliminate remittance corridors with costs higher than 5 per cent","10.c.1","Remittance costs as a proportion of the amount remitted","1","SI_RMT_COST","Remittance costs as a proportion of the amount remitted (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","",""
"440","Lithuania","LTU","23.90517807","55.33680309","10","Reduce inequality within and among countries","10.c","By 2030, reduce to less than 3 per cent the transaction costs of migrant remittances and eliminate remittance corridors with costs higher than 5 per cent","10.c.1","Remittance costs as a proportion of the amount remitted","1","SI_RMT_COST","Remittance costs as a proportion of the amount remitted (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","7.80","8.19","7.07",2017.0,"7.07","Data nature not available","World Development Indicators database, World Bank"
"442","Luxembourg","LUX","6.092656563","49.77679538","10","Reduce inequality within and among countries","10.c","By 2030, reduce to less than 3 per cent the transaction costs of migrant remittances and eliminate remittance corridors with costs higher than 5 per cent","10.c.1","Remittance costs as a proportion of the amount remitted","1","SI_RMT_COST","Remittance costs as a proportion of the amount remitted (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","",""
"446","China, Macao Special Administrative Region","MAC","113.5665388","22.1237259","10","Reduce inequality within and among countries","10.c","By 2030, reduce to less than 3 per cent the transaction costs of migrant remittances and eliminate remittance corridors with costs higher than 5 per cent","10.c.1","Remittance costs as a proportion of the amount remitted","1","SI_RMT_COST","Remittance costs as a proportion of the amount remitted (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","",""
"450","Madagascar","MDG","46.6982339","-19.38514785","10","Reduce inequality within and among countries","10.c","By 2030, reduce to less than 3 per cent the transaction costs of migrant remittances and eliminate remittance corridors with costs higher than 5 per cent","10.c.1","Remittance costs as a proportion of the amount remitted","1","SI_RMT_COST","Remittance costs as a proportion of the amount remitted (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","7.92",2017.0,"7.92","Data nature not available","World Development Indicators database, World Bank"
"454","Malawi","MWI","33.4884625","-13.40819859","10","Reduce inequality within and among countries","10.c","By 2030, reduce to less than 3 per cent the transaction costs of migrant remittances and eliminate remittance corridors with costs higher than 5 per cent","10.c.1","Remittance costs as a proportion of the amount remitted","1","SI_RMT_COST","Remittance costs as a proportion of the amount remitted (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","16.19","9.14","16.95",2017.0,"16.95","Data nature not available","World Development Indicators database, World Bank"
"458","Malaysia","MYS","116.8346314","5.452415309","10","Reduce inequality within and among countries","10.c","By 2030, reduce to less than 3 per cent the transaction costs of migrant remittances and eliminate remittance corridors with costs higher than 5 per cent","10.c.1","Remittance costs as a proportion of the amount remitted","1","SI_RMT_COST","Remittance costs as a proportion of the amount remitted (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","7.15","5.73","8.06",2017.0,"8.06","Data nature not available","World Development Indicators database, World Bank"
