"GeoArea_Code","GeoArea_Desc","ISO3CD","X","Y","GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","Units_Code","Units_Desc","Age_Code","Age_Desc","ReportingType_Code","ReportingType_Desc","Sex_Code","Sex_Desc","Value_2000","Value_2001","Value_2002","Value_2003","Value_2004","Value_2005","Value_2006","Value_2007","Value_2008","Value_2009","Value_2010","Value_2011","Value_2012","Value_2013","Value_2014","Value_2015","Value_2016","Value_2017","Latest_Year","Latest_Value","Nature_Desc","Source","Footnotes"
"231","Ethiopia","ETH","39.63505296","8.631223181","3","Ensure healthy lives and promote well-being for all at all ages","3.7","By 2030, ensure universal access to sexual and reproductive health-care services, including for family planning, information and education, and the integration of reproductive health into national strategies and programmes","3.7.1","Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods","1","SH_FPL_MTMM","Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)","2019.Q1.G.01","PERCENT","Percentage","15-49","15 to 49 years old","G","Global","FEMALE","Female","14.1","","","","","27.4","","","","","","49.7","","","57.5","57.6","60.3","59.4",2017.0,"59.4","Country data","[2000]: Ethiopia 2000 Demographic and Health Survey // [2005]: Ethiopia 2005 Demographic and Health Survey // [2011]: Ethiopia 2011 Demographic and Health Survey // [2014]: Ethiopia 2014 PMA2020 Round 2 // [2015]: Ethiopia 2015 PMA2020 Round 3 // [2016]: Ethiopia 2016 Demographic and Health Survey (DHS) // [2017]: Ethiopia 2017 PMA2020 Round 5","Figures by method do not add up to the total."
"232","Eritrea","ERI","38.11074289","16.12894644","3","Ensure healthy lives and promote well-being for all at all ages","3.7","By 2030, ensure universal access to sexual and reproductive health-care services, including for family planning, information and education, and the integration of reproductive health into national strategies and programmes","3.7.1","Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods","1","SH_FPL_MTMM","Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)","2019.Q1.G.01","PERCENT","Percentage","15-49","15 to 49 years old","G","Global","FEMALE","Female","","","19.7","","","","","","","","19.6","","","","","","","",2010.0,"19.6","Country data","[2002]: Eritrea 2002 Demographic and Health Survey // [2010]: Eritrea 2010 Population and Health Survey",""
"233","Estonia","EST","25.84093481","58.68487172","3","Ensure healthy lives and promote well-being for all at all ages","3.7","By 2030, ensure universal access to sexual and reproductive health-care services, including for family planning, information and education, and the integration of reproductive health into national strategies and programmes","3.7.1","Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods","1","SH_FPL_MTMM","Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)","2019.Q1.G.01","PERCENT","Percentage","15-49","15 to 49 years old","G","Global","FEMALE","Female","","","","","","","","","","","","","","","","","","","","","","",""
"234","Faroe Islands","FRO","-7.122044325","62.21228119","3","Ensure healthy lives and promote well-being for all at all ages","3.7","By 2030, ensure universal access to sexual and reproductive health-care services, including for family planning, information and education, and the integration of reproductive health into national strategies and programmes","3.7.1","Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods","1","SH_FPL_MTMM","Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)","2019.Q1.G.01","PERCENT","Percentage","15-49","15 to 49 years old","G","Global","FEMALE","Female","","","","","","","","","","","","","","","","","","","","","","",""
"238","Falkland Islands (Malvinas)","FLK","-58.75246778","-51.74562601","3","Ensure healthy lives and promote well-being for all at all ages","3.7","By 2030, ensure universal access to sexual and reproductive health-care services, including for family planning, information and education, and the integration of reproductive health into national strategies and programmes","3.7.1","Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods","1","SH_FPL_MTMM","Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)","2019.Q1.G.01","PERCENT","Percentage","15-49","15 to 49 years old","G","Global","FEMALE","Female","","","","","","","","","","","","","","","","","","","","","","",""
"239","South Georgia and the South Sandwich Islands","SGS","-36.90662765","-54.20736749","3","Ensure healthy lives and promote well-being for all at all ages","3.7","By 2030, ensure universal access to sexual and reproductive health-care services, including for family planning, information and education, and the integration of reproductive health into national strategies and programmes","3.7.1","Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods","1","SH_FPL_MTMM","Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)","2019.Q1.G.01","PERCENT","Percentage","15-49","15 to 49 years old","G","Global","FEMALE","Female","","","","","","","","","","","","","","","","","","","","","","",""
"242","Fiji","FJI","177.9660884","-17.83301566","3","Ensure healthy lives and promote well-being for all at all ages","3.7","By 2030, ensure universal access to sexual and reproductive health-care services, including for family planning, information and education, and the integration of reproductive health into national strategies and programmes","3.7.1","Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods","1","SH_FPL_MTMM","Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)","2019.Q1.G.01","PERCENT","Percentage","15-49","15 to 49 years old","G","Global","FEMALE","Female","","","","","","","","","","","","","","","","","","","","","","",""
"246","Finland","FIN","23.308447","61.91586738","3","Ensure healthy lives and promote well-being for all at all ages","3.7","By 2030, ensure universal access to sexual and reproductive health-care services, including for family planning, information and education, and the integration of reproductive health into national strategies and programmes","3.7.1","Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods","1","SH_FPL_MTMM","Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)","2019.Q1.G.01","PERCENT","Percentage","15-49","15 to 49 years old","G","Global","FEMALE","Female","","","","","","","","","","","","","","","","","","","","","","",""
"248","Åland Islands","ALA","19.80945969","60.1544901","3","Ensure healthy lives and promote well-being for all at all ages","3.7","By 2030, ensure universal access to sexual and reproductive health-care services, including for family planning, information and education, and the integration of reproductive health into national strategies and programmes","3.7.1","Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods","1","SH_FPL_MTMM","Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)","2019.Q1.G.01","PERCENT","Percentage","15-49","15 to 49 years old","G","Global","FEMALE","Female","","","","","","","","","","","","","","","","","","","","","","",""
"250","France","FRA","2.457288129","46.62660861","3","Ensure healthy lives and promote well-being for all at all ages","3.7","By 2030, ensure universal access to sexual and reproductive health-care services, including for family planning, information and education, and the integration of reproductive health into national strategies and programmes","3.7.1","Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods","1","SH_FPL_MTMM","Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)","2019.Q1.G.01","PERCENT","Percentage","15-49","15 to 49 years old","G","Global","FEMALE","Female","","","","","","95.5","","","","","","","","","","","","",2005.0,"95.5","Country data","France 2005 Enquête du Baromètre Santé","Data pertain to unmet need for limiting only. Including some cases of sterilization for non-contraceptive reasons."
"254","French Guiana","GUF","-53.23619089","3.922673437","3","Ensure healthy lives and promote well-being for all at all ages","3.7","By 2030, ensure universal access to sexual and reproductive health-care services, including for family planning, information and education, and the integration of reproductive health into national strategies and programmes","3.7.1","Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods","1","SH_FPL_MTMM","Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)","2019.Q1.G.01","PERCENT","Percentage","15-49","15 to 49 years old","G","Global","FEMALE","Female","","","","","","","","","","","","","","","","","","","","","","",""
"258","French Polynesia","PYF","-149.4052367","-17.67709294","3","Ensure healthy lives and promote well-being for all at all ages","3.7","By 2030, ensure universal access to sexual and reproductive health-care services, including for family planning, information and education, and the integration of reproductive health into national strategies and programmes","3.7.1","Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods","1","SH_FPL_MTMM","Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)","2019.Q1.G.01","PERCENT","Percentage","15-49","15 to 49 years old","G","Global","FEMALE","Female","","","","","","","","","","","","","","","","","","","","","","",""
"260","French Southern Territories","ATF","69.64849091","-49.6068576","3","Ensure healthy lives and promote well-being for all at all ages","3.7","By 2030, ensure universal access to sexual and reproductive health-care services, including for family planning, information and education, and the integration of reproductive health into national strategies and programmes","3.7.1","Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods","1","SH_FPL_MTMM","Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)","2019.Q1.G.01","PERCENT","Percentage","15-49","15 to 49 years old","G","Global","FEMALE","Female","","","","","","","","","","","","","","","","","","","","","","",""
"262","Djibouti","DJI","42.18274707","11.56004161","3","Ensure healthy lives and promote well-being for all at all ages","3.7","By 2030, ensure universal access to sexual and reproductive health-care services, including for family planning, information and education, and the integration of reproductive health into national strategies and programmes","3.7.1","Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods","1","SH_FPL_MTMM","Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)","2019.Q1.G.01","PERCENT","Percentage","15-49","15 to 49 years old","G","Global","FEMALE","Female","","","","","","","","","","","","","","","","","","","","","","",""
"266","Gabon","GAB","11.78727747","-0.60687619","3","Ensure healthy lives and promote well-being for all at all ages","3.7","By 2030, ensure universal access to sexual and reproductive health-care services, including for family planning, information and education, and the integration of reproductive health into national strategies and programmes","3.7.1","Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods","1","SH_FPL_MTMM","Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)","2019.Q1.G.01","PERCENT","Percentage","15-49","15 to 49 years old","G","Global","FEMALE","Female","22.1","","","","","","","","","","","","33.7","","","","","",2012.0,"33.7","Country data","[2000]: Gabon 2000 Demographic and Health Survey // [2012]: Gabon 2012 Demographic and Health Survey",""
"268","Georgia","GEO","43.3713615","42.04813028","3","Ensure healthy lives and promote well-being for all at all ages","3.7","By 2030, ensure universal access to sexual and reproductive health-care services, including for family planning, information and education, and the integration of reproductive health into national strategies and programmes","3.7.1","Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods","1","SH_FPL_MTMM","Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)","2019.Q1.G.01","PERCENT","Percentage","15-49","15 to 49 years old","G","Global","FEMALE","Female","30.8","","","","","41.8","","","","","52.8","","","","","","","",2010.0,"52.8","Country data","[2000]: Georgia 1999 Reproductive Health Survey // [2005]: Georgia 2005 Reproductive Health Survey // [2010]: Georgia 2010 Reproductive Health Survey","Data pertain to a non-standard age or marital status group. Data pertain to a non-standard definition of unmet need for family planning."
"270","Gambia","GMB","-15.39944785","13.45295927","3","Ensure healthy lives and promote well-being for all at all ages","3.7","By 2030, ensure universal access to sexual and reproductive health-care services, including for family planning, information and education, and the integration of reproductive health into national strategies and programmes","3.7.1","Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods","1","SH_FPL_MTMM","Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)","2019.Q1.G.01","PERCENT","Percentage","15-49","15 to 49 years old","G","Global","FEMALE","Female","","","","","","","","","","","34.2","","","23.9","","","","",2013.0,"23.9","Country data","[2010]: Gambia 2010 Multiple Indicator Cluster Survey // [2013]: Gambia 2013 Demographic and Health Survey","Infecundity measured, in part, with question on current use of contraception instead of ever use of contraception."
"275","State of Palestine","PSE","35.25694122","31.94347933","3","Ensure healthy lives and promote well-being for all at all ages","3.7","By 2030, ensure universal access to sexual and reproductive health-care services, including for family planning, information and education, and the integration of reproductive health into national strategies and programmes","3.7.1","Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods","1","SH_FPL_MTMM","Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)","2019.Q1.G.01","PERCENT","Percentage","15-49","15 to 49 years old","G","Global","FEMALE","Female","","","","","","","","","","","64.9","","","","64.8","","","",2014.0,"64.8","Country data","[2010]: State of Palestine 2010 Family Health Survey // [2014]: State of Palestine 2014 MICS","[2014]: Figures by method do not add up to the total. Infecundity measured, in part, with question on current use of contraception instead of ever use of contraception. // [2010]: Infecundity measured, in part, with question on current use of contraception instead of ever use of contraception."
"276","Germany","DEU","10.3806066","51.08862743","3","Ensure healthy lives and promote well-being for all at all ages","3.7","By 2030, ensure universal access to sexual and reproductive health-care services, including for family planning, information and education, and the integration of reproductive health into national strategies and programmes","3.7.1","Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods","1","SH_FPL_MTMM","Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)","2019.Q1.G.01","PERCENT","Percentage","15-49","15 to 49 years old","G","Global","FEMALE","Female","","","","","","","","","","","","","","","","","","","","","","",""
"288","Ghana","GHA","-1.205623522","7.964825185","3","Ensure healthy lives and promote well-being for all at all ages","3.7","By 2030, ensure universal access to sexual and reproductive health-care services, including for family planning, information and education, and the integration of reproductive health into national strategies and programmes","3.7.1","Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods","1","SH_FPL_MTMM","Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)","2019.Q1.G.01","PERCENT","Percentage","15-49","15 to 49 years old","G","Global","FEMALE","Female","","","","31.3","","","","","28.0","","","40.8","","31.9","41.6","44.5","40.6","46.2",2017.0,"46.2","Country data","[2003]: Ghana 2003 Demographic and Health Survey // [2008]: Ghana 2008 Demographic and Health Survey // [2011]: Ghana 2011 Multiple Indicator Cluster Survey // [2013]: Ghana 2013 PMA2020 Round 1 // [2014]: Ghana 2014 Demographic and Health Survey // [2015]: Ghana 2015 PMA2020 Round 4 // [2016]: Ghana 2016 PMA2020 Round 5 // [2017]: Ghana 2017 PMA2020 Round 6","[2008,2014]: Figures by method do not add up to the total. // [2011]: Figures by method do not add up to the total. Infecundity measured, in part, with question on current use of contraception instead of ever use of contraception."
"292","Gibraltar","GIB","-5.347561686","36.13895036","3","Ensure healthy lives and promote well-being for all at all ages","3.7","By 2030, ensure universal access to sexual and reproductive health-care services, including for family planning, information and education, and the integration of reproductive health into national strategies and programmes","3.7.1","Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods","1","SH_FPL_MTMM","Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)","2019.Q1.G.01","PERCENT","Percentage","15-49","15 to 49 years old","G","Global","FEMALE","Female","","","","","","","","","","","","","","","","","","","","","","",""
"296","Kiribati","KIR","-157.5643005","1.768837732","3","Ensure healthy lives and promote well-being for all at all ages","3.7","By 2030, ensure universal access to sexual and reproductive health-care services, including for family planning, information and education, and the integration of reproductive health into national strategies and programmes","3.7.1","Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods","1","SH_FPL_MTMM","Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)","2019.Q1.G.01","PERCENT","Percentage","15-49","15 to 49 years old","G","Global","FEMALE","Female","","","","","","","","","","35.8","","","","","","","","",2009.0,"35.8","Country data","Kiribati 2009 Demographic and Health Survey ",""
"300","Greece","GRC","22.58307827","39.47301873","3","Ensure healthy lives and promote well-being for all at all ages","3.7","By 2030, ensure universal access to sexual and reproductive health-care services, including for family planning, information and education, and the integration of reproductive health into national strategies and programmes","3.7.1","Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods","1","SH_FPL_MTMM","Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)","2019.Q1.G.01","PERCENT","Percentage","15-49","15 to 49 years old","G","Global","FEMALE","Female","","","","","","","","","","","","","","","","","","","","","","",""
"304","Greenland","GRL","-41.39371316","74.75625681","3","Ensure healthy lives and promote well-being for all at all ages","3.7","By 2030, ensure universal access to sexual and reproductive health-care services, including for family planning, information and education, and the integration of reproductive health into national strategies and programmes","3.7.1","Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods","1","SH_FPL_MTMM","Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)","2019.Q1.G.01","PERCENT","Percentage","15-49","15 to 49 years old","G","Global","FEMALE","Female","","","","","","","","","","","","","","","","","","","","","","",""
"308","Grenada","GRD","-61.68248568","12.11238395","3","Ensure healthy lives and promote well-being for all at all ages","3.7","By 2030, ensure universal access to sexual and reproductive health-care services, including for family planning, information and education, and the integration of reproductive health into national strategies and programmes","3.7.1","Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods","1","SH_FPL_MTMM","Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)","2019.Q1.G.01","PERCENT","Percentage","15-49","15 to 49 years old","G","Global","FEMALE","Female","","","","","","","","","","","","","","","","","","","","","","",""
"312","Guadeloupe","GLP","-61.64762115","16.14416917","3","Ensure healthy lives and promote well-being for all at all ages","3.7","By 2030, ensure universal access to sexual and reproductive health-care services, including for family planning, information and education, and the integration of reproductive health into national strategies and programmes","3.7.1","Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods","1","SH_FPL_MTMM","Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)","2019.Q1.G.01","PERCENT","Percentage","15-49","15 to 49 years old","G","Global","FEMALE","Female","","","","","","","","","","","","","","","","","","","","","","",""
"316","Guam","GUM","144.7029305","13.35485404","3","Ensure healthy lives and promote well-being for all at all ages","3.7","By 2030, ensure universal access to sexual and reproductive health-care services, including for family planning, information and education, and the integration of reproductive health into national strategies and programmes","3.7.1","Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods","1","SH_FPL_MTMM","Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)","2019.Q1.G.01","PERCENT","Percentage","15-49","15 to 49 years old","G","Global","FEMALE","Female","","","","","","","","","","","","","","","","","","","","","","",""
"320","Guatemala","GTM","-91.2312746","15.00273719","3","Ensure healthy lives and promote well-being for all at all ages","3.7","By 2030, ensure universal access to sexual and reproductive health-care services, including for family planning, information and education, and the integration of reproductive health into national strategies and programmes","3.7.1","Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods","1","SH_FPL_MTMM","Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)","2019.Q1.G.01","PERCENT","Percentage","15-49","15 to 49 years old","G","Global","FEMALE","Female","","","48.7","","","","","","","58.7","","","","","","65.6","","",2015.0,"65.6","Country data","[2002]: Guatemala 2002 Encuesta Nacional de Salud Materno Infantil // [2009]: Guatemala 2008-2009 Encuesta Nacional de Salud Materno Infantil // [2015]: Guatemala 2014-2015 Encuesta Nacional de Salud Materno Infantil","Figures by method do not add up to the total."
"324","Guinea","GIN","-11.28173419","11.00210343","3","Ensure healthy lives and promote well-being for all at all ages","3.7","By 2030, ensure universal access to sexual and reproductive health-care services, including for family planning, information and education, and the integration of reproductive health into national strategies and programmes","3.7.1","Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods","1","SH_FPL_MTMM","Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)","2019.Q1.G.01","PERCENT","Percentage","15-49","15 to 49 years old","G","Global","FEMALE","Female","","","","","","18.4","","","","","","","15.7","","","","21.5","",2016.0,"21.5","Country data","[2005]: Guinea 2005 Demographic and Health Survey // [2012]: Guinea 2012 Demographic and Health Survey // [2016]: Guinea 2016 Multiple Indicator Cluster Survey",""
"328","Guyana","GUY","-58.97322037","4.788012784","3","Ensure healthy lives and promote well-being for all at all ages","3.7","By 2030, ensure universal access to sexual and reproductive health-care services, including for family planning, information and education, and the integration of reproductive health into national strategies and programmes","3.7.1","Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods","1","SH_FPL_MTMM","Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)","2019.Q1.G.01","PERCENT","Percentage","15-49","15 to 49 years old","G","Global","FEMALE","Female","","","","","","","","","","56.3","","","","","52.5","","","",2014.0,"52.5","Country data","[2009]: Guyana 2009 Demographic and Health Survey // [2014]: Guyana 2014 Multiple Indicator Cluster Survey",""
"332","Haiti","HTI","-72.33640958","18.40426539","3","Ensure healthy lives and promote well-being for all at all ages","3.7","By 2030, ensure universal access to sexual and reproductive health-care services, including for family planning, information and education, and the integration of reproductive health into national strategies and programmes","3.7.1","Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods","1","SH_FPL_MTMM","Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)","2019.Q1.G.01","PERCENT","Percentage","15-49","15 to 49 years old","G","Global","FEMALE","Female","33.8","","","","","","35.8","","","","","","44.8","","","","","44.0",2017.0,"44.0","Country data","[2000]: Haiti 2000 Demographic and Health Survey // [2006]: Haiti 2005-2006 Demographic and Health Survey // [2012]: Haiti 2012 Demographic and Health Survey // [2017]: Haiti 2016 Demographic and Health Survey (DHS)",""
"334","Heard Island and McDonald Islands","HMD","73.52633626","-53.09106147","3","Ensure healthy lives and promote well-being for all at all ages","3.7","By 2030, ensure universal access to sexual and reproductive health-care services, including for family planning, information and education, and the integration of reproductive health into national strategies and programmes","3.7.1","Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods","1","SH_FPL_MTMM","Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)","2019.Q1.G.01","PERCENT","Percentage","15-49","15 to 49 years old","G","Global","FEMALE","Female","","","","","","","","","","","","","","","","","","","","","","",""
"336","Holy See","VAT","12.45315803","41.90343751","3","Ensure healthy lives and promote well-being for all at all ages","3.7","By 2030, ensure universal access to sexual and reproductive health-care services, including for family planning, information and education, and the integration of reproductive health into national strategies and programmes","3.7.1","Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods","1","SH_FPL_MTMM","Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)","2019.Q1.G.01","PERCENT","Percentage","15-49","15 to 49 years old","G","Global","FEMALE","Female","","","","","","","","","","","","","","","","","","","","","","",""
"340","Honduras","HND","-86.59974381","14.82243161","3","Ensure healthy lives and promote well-being for all at all ages","3.7","By 2030, ensure universal access to sexual and reproductive health-care services, including for family planning, information and education, and the integration of reproductive health into national strategies and programmes","3.7.1","Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods","1","SH_FPL_MTMM","Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)","2019.Q1.G.01","PERCENT","Percentage","15-49","15 to 49 years old","G","Global","FEMALE","Female","","69.9","","","","","68.7","","","","","","76.0","","","","","",2012.0,"76.0","Country data","[2001]: Honduras 2001 Encuesta Nacional de Epidemiología y Salud Familiar // [2006]: Honduras 2005-2006 Demographic and Health Survey // [2012]: Honduras 2011-2012 Demographic and Health Survey","Data pertain to a non-standard definition of unmet need for family planning."
"344","China, Hong Kong Special Administrative Region","HKG","114.0266445","22.41749934","3","Ensure healthy lives and promote well-being for all at all ages","3.7","By 2030, ensure universal access to sexual and reproductive health-care services, including for family planning, information and education, and the integration of reproductive health into national strategies and programmes","3.7.1","Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods","1","SH_FPL_MTMM","Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)","2019.Q1.G.01","PERCENT","Percentage","15-49","15 to 49 years old","G","Global","FEMALE","Female","","","","","","","","","","","","","","","","","","","","","","",""
"348","Hungary","HUN","19.41221519","47.1651448","3","Ensure healthy lives and promote well-being for all at all ages","3.7","By 2030, ensure universal access to sexual and reproductive health-care services, including for family planning, information and education, and the integration of reproductive health into national strategies and programmes","3.7.1","Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods","1","SH_FPL_MTMM","Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)","2019.Q1.G.01","PERCENT","Percentage","15-49","15 to 49 years old","G","Global","FEMALE","Female","","","","","","","","","","","","","","","","","","","","","","",""
"352","Iceland","ISL","-19.02116966","64.79134763","3","Ensure healthy lives and promote well-being for all at all ages","3.7","By 2030, ensure universal access to sexual and reproductive health-care services, including for family planning, information and education, and the integration of reproductive health into national strategies and programmes","3.7.1","Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods","1","SH_FPL_MTMM","Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)","2019.Q1.G.01","PERCENT","Percentage","15-49","15 to 49 years old","G","Global","FEMALE","Female","","","","","","","","","","","","","","","","","","","","","","",""
"356","India","IND","79.3608464","22.34642074","3","Ensure healthy lives and promote well-being for all at all ages","3.7","By 2030, ensure universal access to sexual and reproductive health-care services, including for family planning, information and education, and the integration of reproductive health into national strategies and programmes","3.7.1","Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods","1","SH_FPL_MTMM","Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)","2019.Q1.G.01","PERCENT","Percentage","15-49","15 to 49 years old","G","Global","FEMALE","Female","","","","","61.7","","69.1","","63.9","","","","","","","","72.0","",2016.0,"72.0","[2004]: Country adjusted data // [2006,2008,2016]: Country data","[2004]: India 2002-2004 District Level Household Survey // [2006]: India 2005-2006 Demographic and Health Survey // [2008]: India 2007-2008 District Level Household Survey // [2016]: India 2015-2016 Demographic and Health Survey","[2004]: Adjusted. Data pertain to a non-standard age or marital status group. Data pertain to a non-standard definition of unmet need for family planning. // [2006,2008]: Figures by method do not add up to the total."
