"ISO3CD","X","Y","GeoArea_Code","GeoArea_Desc","GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","ReportingType_Code","ReportingType_Desc","Units_Code","Units_Desc","Unitmultiplier_Code","Unitmultiplier_Desc","Footnotes_2010","Footnotes_2011","Footnotes_2012","Footnotes_2013","Footnotes_2014","Footnotes_2015","Footnotes_2016","Nature_Code_2010","Nature_Code_2011","Nature_Code_2012","Nature_Code_2013","Nature_Code_2014","Nature_Code_2015","Nature_Code_2016","Source_2010","Source_2011","Source_2012","Source_2013","Source_2014","Source_2015","Source_2016","TimeDetail_2010","TimeDetail_2011","TimeDetail_2012","TimeDetail_2013","TimeDetail_2014","TimeDetail_2015","TimeDetail_2016","Value_2010","Value_2011","Value_2012","Value_2013","Value_2014","Value_2015","Value_2016","Latest_Year","Latest_Value"
"","","","1","World","3","Ensure healthy lives and promote well-being for all at all ages","3.b","Support the research and development of vaccines and medicines for the communicable and non-communicable diseases that primarily affect developing countries, provide access to affordable essential medicines and vaccines, in accordance with the Doha Declaration on the TRIPS Agreement and Public Health, which affirms the right of developing countries to use to the full the provisions in the Agreement on Trade-Related Aspects of Intellectual Property Rights regarding flexibilities to protect public health, and, in particular, provide access to medicines for all","3.b.2","Total net official development assistance to medical research and basic health sectors","1","DC_TOF_HLTHNT","Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries (millions of constant 2016 United States dollars)","2019.Q1.G.01","G","Global","CON_USD","Constant USD","UNIT","Units","","","","","","","","NA","NA","NA","NA","NA","NA","NA","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","","","","","","","","6509.65","6144.75","6966.75","8428.99","7654.76","8979.35","8995.57",2016.0,"8995.57"
"SYC","55.46561591","-4.678053059","690","Seychelles","3","Ensure healthy lives and promote well-being for all at all ages","3.b","Support the research and development of vaccines and medicines for the communicable and non-communicable diseases that primarily affect developing countries, provide access to affordable essential medicines and vaccines, in accordance with the Doha Declaration on the TRIPS Agreement and Public Health, which affirms the right of developing countries to use to the full the provisions in the Agreement on Trade-Related Aspects of Intellectual Property Rights regarding flexibilities to protect public health, and, in particular, provide access to medicines for all","3.b.2","Total net official development assistance to medical research and basic health sectors","1","DC_TOF_HLTHNT","Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries (millions of constant 2016 United States dollars)","2019.Q1.G.01","G","Global","CON_USD","Constant USD","UNIT","Units","","Net Disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Net Disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Net Disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Net Disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Net Disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Net Disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million","","NA","NA","NA","NA","NA","NA","","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","","","","","","","","","0.09719","0.18394","0.24114","0.15166","0.15153","2.99389",2016.0,"2.99389"
"SLE","-11.78306584","8.568604164","694","Sierra Leone","3","Ensure healthy lives and promote well-being for all at all ages","3.b","Support the research and development of vaccines and medicines for the communicable and non-communicable diseases that primarily affect developing countries, provide access to affordable essential medicines and vaccines, in accordance with the Doha Declaration on the TRIPS Agreement and Public Health, which affirms the right of developing countries to use to the full the provisions in the Agreement on Trade-Related Aspects of Intellectual Property Rights regarding flexibilities to protect public health, and, in particular, provide access to medicines for all","3.b.2","Total net official development assistance to medical research and basic health sectors","1","DC_TOF_HLTHNT","Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries (millions of constant 2016 United States dollars)","2019.Q1.G.01","G","Global","CON_USD","Constant USD","UNIT","Units","Net Disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Net Disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Net Disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Net Disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Net Disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Net Disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Net Disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million","NA","NA","NA","NA","NA","NA","NA","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","","","","","","","","32.11542","24.51798","22.97452","29.08633","99.24511","140.56167","82.82477",2016.0,"82.82477"
"BIH","17.78584332","44.16845548","70","Bosnia and Herzegovina","3","Ensure healthy lives and promote well-being for all at all ages","3.b","Support the research and development of vaccines and medicines for the communicable and non-communicable diseases that primarily affect developing countries, provide access to affordable essential medicines and vaccines, in accordance with the Doha Declaration on the TRIPS Agreement and Public Health, which affirms the right of developing countries to use to the full the provisions in the Agreement on Trade-Related Aspects of Intellectual Property Rights regarding flexibilities to protect public health, and, in particular, provide access to medicines for all","3.b.2","Total net official development assistance to medical research and basic health sectors","1","DC_TOF_HLTHNT","Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries (millions of constant 2016 United States dollars)","2019.Q1.G.01","G","Global","CON_USD","Constant USD","UNIT","Units","Net Disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Net Disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Net Disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Net Disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Net Disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Net Disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Net Disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million","NA","NA","NA","NA","NA","NA","NA","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","","","","","","","","7.30817","5.71005","6.30322","5.01985","9.81743","4.11464","33.25302",2016.0,"33.25302"
"VNM","105.802499","10.09643079","704","Viet Nam","3","Ensure healthy lives and promote well-being for all at all ages","3.b","Support the research and development of vaccines and medicines for the communicable and non-communicable diseases that primarily affect developing countries, provide access to affordable essential medicines and vaccines, in accordance with the Doha Declaration on the TRIPS Agreement and Public Health, which affirms the right of developing countries to use to the full the provisions in the Agreement on Trade-Related Aspects of Intellectual Property Rights regarding flexibilities to protect public health, and, in particular, provide access to medicines for all","3.b.2","Total net official development assistance to medical research and basic health sectors","1","DC_TOF_HLTHNT","Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries (millions of constant 2016 United States dollars)","2019.Q1.G.01","G","Global","CON_USD","Constant USD","UNIT","Units","Net Disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Net Disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Net Disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Net Disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Net Disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Net Disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Net Disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million","NA","NA","NA","NA","NA","NA","NA","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","","","","","","","","102.86917","87.48406","125.05397","119.20496","84.49937","68.72166","71.01815",2016.0,"71.01815"
"SOM","46.20367477","4.406485729","706","Somalia","3","Ensure healthy lives and promote well-being for all at all ages","3.b","Support the research and development of vaccines and medicines for the communicable and non-communicable diseases that primarily affect developing countries, provide access to affordable essential medicines and vaccines, in accordance with the Doha Declaration on the TRIPS Agreement and Public Health, which affirms the right of developing countries to use to the full the provisions in the Agreement on Trade-Related Aspects of Intellectual Property Rights regarding flexibilities to protect public health, and, in particular, provide access to medicines for all","3.b.2","Total net official development assistance to medical research and basic health sectors","1","DC_TOF_HLTHNT","Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries (millions of constant 2016 United States dollars)","2019.Q1.G.01","G","Global","CON_USD","Constant USD","UNIT","Units","Net Disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Net Disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Net Disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Net Disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Net Disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Net Disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Net Disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million","NA","NA","NA","NA","NA","NA","NA","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","","","","","","","","24.69406","25.68573","51.00789","53.79818","61.96727","54.98116","50.37829",2016.0,"50.37829"
"ZAF","24.67184355","-29.99957544","710","South Africa","3","Ensure healthy lives and promote well-being for all at all ages","3.b","Support the research and development of vaccines and medicines for the communicable and non-communicable diseases that primarily affect developing countries, provide access to affordable essential medicines and vaccines, in accordance with the Doha Declaration on the TRIPS Agreement and Public Health, which affirms the right of developing countries to use to the full the provisions in the Agreement on Trade-Related Aspects of Intellectual Property Rights regarding flexibilities to protect public health, and, in particular, provide access to medicines for all","3.b.2","Total net official development assistance to medical research and basic health sectors","1","DC_TOF_HLTHNT","Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries (millions of constant 2016 United States dollars)","2019.Q1.G.01","G","Global","CON_USD","Constant USD","UNIT","Units","Net Disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Net Disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Net Disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Net Disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Net Disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Net Disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Net Disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million","NA","NA","NA","NA","NA","NA","NA","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","","","","","","","","15.79519","64.8745","48.62439","77.25595","30.01249","87.38816","84.24629",2016.0,"84.24629"
"ZWE","29.86909584","-19.00075492","716","Zimbabwe","3","Ensure healthy lives and promote well-being for all at all ages","3.b","Support the research and development of vaccines and medicines for the communicable and non-communicable diseases that primarily affect developing countries, provide access to affordable essential medicines and vaccines, in accordance with the Doha Declaration on the TRIPS Agreement and Public Health, which affirms the right of developing countries to use to the full the provisions in the Agreement on Trade-Related Aspects of Intellectual Property Rights regarding flexibilities to protect public health, and, in particular, provide access to medicines for all","3.b.2","Total net official development assistance to medical research and basic health sectors","1","DC_TOF_HLTHNT","Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries (millions of constant 2016 United States dollars)","2019.Q1.G.01","G","Global","CON_USD","Constant USD","UNIT","Units","Net Disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Net Disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Net Disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Net Disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Net Disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Net Disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Net Disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million","NA","NA","NA","NA","NA","NA","NA","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","","","","","","","","84.71644","55.80225","110.87503","82.0838","61.52774","117.82106","78.71576",2016.0,"78.71576"
"BWA","23.81380223","-22.18810073","72","Botswana","3","Ensure healthy lives and promote well-being for all at all ages","3.b","Support the research and development of vaccines and medicines for the communicable and non-communicable diseases that primarily affect developing countries, provide access to affordable essential medicines and vaccines, in accordance with the Doha Declaration on the TRIPS Agreement and Public Health, which affirms the right of developing countries to use to the full the provisions in the Agreement on Trade-Related Aspects of Intellectual Property Rights regarding flexibilities to protect public health, and, in particular, provide access to medicines for all","3.b.2","Total net official development assistance to medical research and basic health sectors","1","DC_TOF_HLTHNT","Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries (millions of constant 2016 United States dollars)","2019.Q1.G.01","G","Global","CON_USD","Constant USD","UNIT","Units","Net Disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Net Disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Net Disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Net Disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Net Disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Net Disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Net Disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million","NA","NA","NA","NA","NA","NA","NA","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","","","","","","","","4.5618","3.93441","2.68008","3.28892","3.83988","3.28612","5.31571",2016.0,"5.31571"
"","","","722","Small island developing States (SIDS)","3","Ensure healthy lives and promote well-being for all at all ages","3.b","Support the research and development of vaccines and medicines for the communicable and non-communicable diseases that primarily affect developing countries, provide access to affordable essential medicines and vaccines, in accordance with the Doha Declaration on the TRIPS Agreement and Public Health, which affirms the right of developing countries to use to the full the provisions in the Agreement on Trade-Related Aspects of Intellectual Property Rights regarding flexibilities to protect public health, and, in particular, provide access to medicines for all","3.b.2","Total net official development assistance to medical research and basic health sectors","1","DC_TOF_HLTHNT","Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries (millions of constant 2016 United States dollars)","2019.Q1.G.01","G","Global","CON_USD","Constant USD","UNIT","Units","Net Disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Net Disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Net Disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Net Disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Net Disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Net Disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Net Disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million","NA","NA","NA","NA","NA","NA","NA","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","","","","","","","","126.59","177.25","179.39","212.66","131.54","224.01","206.28",2016.0,"206.28"
"SSD","30.32618773","7.290839152","728","South Sudan","3","Ensure healthy lives and promote well-being for all at all ages","3.b","Support the research and development of vaccines and medicines for the communicable and non-communicable diseases that primarily affect developing countries, provide access to affordable essential medicines and vaccines, in accordance with the Doha Declaration on the TRIPS Agreement and Public Health, which affirms the right of developing countries to use to the full the provisions in the Agreement on Trade-Related Aspects of Intellectual Property Rights regarding flexibilities to protect public health, and, in particular, provide access to medicines for all","3.b.2","Total net official development assistance to medical research and basic health sectors","1","DC_TOF_HLTHNT","Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries (millions of constant 2016 United States dollars)","2019.Q1.G.01","G","Global","CON_USD","Constant USD","UNIT","Units","","Net Disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Net Disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Net Disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Net Disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Net Disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Net Disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million","","NA","NA","NA","NA","NA","NA","","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","","","","","","","","","43.56074","98.15053","81.21825","91.40398","115.77976","61.20307",2016.0,"61.20307"
"","","","729","Sudan","3","Ensure healthy lives and promote well-being for all at all ages","3.b","Support the research and development of vaccines and medicines for the communicable and non-communicable diseases that primarily affect developing countries, provide access to affordable essential medicines and vaccines, in accordance with the Doha Declaration on the TRIPS Agreement and Public Health, which affirms the right of developing countries to use to the full the provisions in the Agreement on Trade-Related Aspects of Intellectual Property Rights regarding flexibilities to protect public health, and, in particular, provide access to medicines for all","3.b.2","Total net official development assistance to medical research and basic health sectors","1","DC_TOF_HLTHNT","Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries (millions of constant 2016 United States dollars)","2019.Q1.G.01","G","Global","CON_USD","Constant USD","UNIT","Units","Net Disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Net Disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Net Disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Net Disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Net Disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Net Disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Net Disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million","NA","NA","NA","NA","NA","NA","NA","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","","","","","","","","116.34082","81.51499","111.01713","114.61795","84.74224","108.84075","131.51775",2016.0,"131.51775"
"SUR","-55.90626394","4.132603197","740","Suriname","3","Ensure healthy lives and promote well-being for all at all ages","3.b","Support the research and development of vaccines and medicines for the communicable and non-communicable diseases that primarily affect developing countries, provide access to affordable essential medicines and vaccines, in accordance with the Doha Declaration on the TRIPS Agreement and Public Health, which affirms the right of developing countries to use to the full the provisions in the Agreement on Trade-Related Aspects of Intellectual Property Rights regarding flexibilities to protect public health, and, in particular, provide access to medicines for all","3.b.2","Total net official development assistance to medical research and basic health sectors","1","DC_TOF_HLTHNT","Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries (millions of constant 2016 United States dollars)","2019.Q1.G.01","G","Global","CON_USD","Constant USD","UNIT","Units","Net Disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Net Disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Net Disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Net Disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Net Disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Net Disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Net Disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million","NA","NA","NA","NA","NA","NA","NA","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","","","","","","","","5.30622","1.5502","1.20811","1.23677","0.67845","1.76748","0.52519",2016.0,"0.52519"
"SWZ","31.50149288","-26.56471011","748","Eswatini","3","Ensure healthy lives and promote well-being for all at all ages","3.b","Support the research and development of vaccines and medicines for the communicable and non-communicable diseases that primarily affect developing countries, provide access to affordable essential medicines and vaccines, in accordance with the Doha Declaration on the TRIPS Agreement and Public Health, which affirms the right of developing countries to use to the full the provisions in the Agreement on Trade-Related Aspects of Intellectual Property Rights regarding flexibilities to protect public health, and, in particular, provide access to medicines for all","3.b.2","Total net official development assistance to medical research and basic health sectors","1","DC_TOF_HLTHNT","Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries (millions of constant 2016 United States dollars)","2019.Q1.G.01","G","Global","CON_USD","Constant USD","UNIT","Units","Net Disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Net Disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Net Disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Net Disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Net Disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Net Disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Net Disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million","NA","NA","NA","NA","NA","NA","NA","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","","","","","","","","4.00084","12.14431","4.78475","6.97422","2.98171","5.7111","17.74863",2016.0,"17.74863"
