ISO3CD,X,Y,GeoArea_Code,GeoArea_Desc,GoalCode,GoalDesc,TargetCode,TargetDesc,IndicatorCode,IndicatorDesc,IndicatorTier,SeriesCode,SeriesDesc,SeriesRelease,Age_Code,Age_Desc,Sex_Code,Sex_Desc,ReportingType_Code,ReportingType_Desc,Units_Code,Units_Desc,Footnotes_2002,Footnotes_2003,Footnotes_2004,Footnotes_2005,Footnotes_2006,Footnotes_2007,Footnotes_2009,Footnotes_2010,Footnotes_2011,Footnotes_2012,Footnotes_2013,Footnotes_2014,Footnotes_2015,Footnotes_2016,Footnotes_2017,Nature_Code_2002,Nature_Code_2003,Nature_Code_2004,Nature_Code_2005,Nature_Code_2006,Nature_Code_2007,Nature_Code_2009,Nature_Code_2010,Nature_Code_2011,Nature_Code_2012,Nature_Code_2013,Nature_Code_2014,Nature_Code_2015,Nature_Code_2016,Nature_Code_2017,Source_2002,Source_2003,Source_2004,Source_2005,Source_2006,Source_2007,Source_2009,Source_2010,Source_2011,Source_2012,Source_2013,Source_2014,Source_2015,Source_2016,Source_2017,TimeDetail_2002,TimeDetail_2003,TimeDetail_2004,TimeDetail_2005,TimeDetail_2006,TimeDetail_2007,TimeDetail_2009,TimeDetail_2010,TimeDetail_2011,TimeDetail_2012,TimeDetail_2013,TimeDetail_2014,TimeDetail_2015,TimeDetail_2016,TimeDetail_2017,Value_2002,Value_2003,Value_2004,Value_2005,Value_2006,Value_2007,Value_2009,Value_2010,Value_2011,Value_2012,Value_2013,Value_2014,Value_2015,Value_2016,Value_2017,Latest_Year,Latest_Value
GHA,-1.205623522,7.964825185,288,Ghana,5,Achieve gender equality and empower all women and girls,5.3,"Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation",5.3.1,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,1,SP_DYN_MRBF15,Proportion of women aged 20-24 years who were married or in a union before age 15 (%),2019.Q1.G.01,20-24,20 to 24 years old,FEMALE,Female,G,Global,PER_MARW_20T24Y,% of married women aged 20-24 years,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,DHS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.9,,,,2014.0,4.9
KIR,-157.5643005,1.768837732,296,Kiribati,5,Achieve gender equality and empower all women and girls,5.3,"Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation",5.3.1,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,1,SP_DYN_MRBF15,Proportion of women aged 20-24 years who were married or in a union before age 15 (%),2019.Q1.G.01,20-24,20 to 24 years old,FEMALE,Female,G,Global,PER_MARW_20T24Y,% of married women aged 20-24 years,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,DHS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8,,,,,,,,,2009.0,2.8
AZE,50.01064725,40.39229544,31,Azerbaijan,5,Achieve gender equality and empower all women and girls,5.3,"Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation",5.3.1,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,1,SP_DYN_MRBF15,Proportion of women aged 20-24 years who were married or in a union before age 15 (%),2019.Q1.G.01,20-24,20 to 24 years old,FEMALE,Female,G,Global,PER_MARW_20T24Y,% of married women aged 20-24 years,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,DHS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9,,,,,,,2011.0,1.9
GTM,-91.2312746,15.00273719,320,Guatemala,5,Achieve gender equality and empower all women and girls,5.3,"Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation",5.3.1,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,1,SP_DYN_MRBF15,Proportion of women aged 20-24 years who were married or in a union before age 15 (%),2019.Q1.G.01,20-24,20 to 24 years old,FEMALE,Female,G,Global,PER_MARW_20T24Y,% of married women aged 20-24 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,DHS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.2,,,2015.0,6.2
GIN,-11.28173419,11.00210343,324,Guinea,5,Achieve gender equality and empower all women and girls,5.3,"Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation",5.3.1,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,1,SP_DYN_MRBF15,Proportion of women aged 20-24 years who were married or in a union before age 15 (%),2019.Q1.G.01,20-24,20 to 24 years old,FEMALE,Female,G,Global,PER_MARW_20T24Y,% of married women aged 20-24 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,MICS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.2,,2016.0,19.2
GUY,-58.97322037,4.788012784,328,Guyana,5,Achieve gender equality and empower all women and girls,5.3,"Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation",5.3.1,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,1,SP_DYN_MRBF15,Proportion of women aged 20-24 years who were married or in a union before age 15 (%),2019.Q1.G.01,20-24,20 to 24 years old,FEMALE,Female,G,Global,PER_MARW_20T24Y,% of married women aged 20-24 years,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,MICS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6,,,,2014.0,3.6
HTI,-72.33640958,18.40426539,332,Haiti,5,Achieve gender equality and empower all women and girls,5.3,"Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation",5.3.1,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,1,SP_DYN_MRBF15,Proportion of women aged 20-24 years who were married or in a union before age 15 (%),2019.Q1.G.01,20-24,20 to 24 years old,FEMALE,Female,G,Global,PER_MARW_20T24Y,% of married women aged 20-24 years,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,DHS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8,,,,,,2012.0,2.8
,,,34,Southern Asia,5,Achieve gender equality and empower all women and girls,5.3,"Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation",5.3.1,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,1,SP_DYN_MRBF15,Proportion of women aged 20-24 years who were married or in a union before age 15 (%),2019.Q1.G.01,20-24,20 to 24 years old,FEMALE,Female,G,Global,PER_MARW_20T24Y,% of married women aged 20-24 years,Based on 7 countries covering 99 per cent of the regional population of women aged 20-24 years,,,,,Based on 7 countries covering 99 per cent of the regional population of women aged 20-24 years,,,,Based on 7 countries covering 99 per cent of the regional population of women aged 20-24 years,,,,,Based on 7 countries covering 99 per cent of the regional population of women aged 20-24 years,E,,,,,E,,,,E,,,,,E,"DHS, MICS and other national surveys",,,,,"DHS, MICS and other national surveys",,,,"DHS, MICS and other national surveys",,,,,"DHS, MICS and other national surveys",,,,,,,,,,,,,,,,18.9,,,,,16.6,,,,12.7,,,,,7.6,2017.0,7.6
HND,-86.59974381,14.82243161,340,Honduras,5,Achieve gender equality and empower all women and girls,5.3,"Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation",5.3.1,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,1,SP_DYN_MRBF15,Proportion of women aged 20-24 years who were married or in a union before age 15 (%),2019.Q1.G.01,20-24,20 to 24 years old,FEMALE,Female,G,Global,PER_MARW_20T24Y,% of married women aged 20-24 years,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,DHS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.6,,,,,,2012.0,7.6
,,,35,South-Eastern Asia,5,Achieve gender equality and empower all women and girls,5.3,"Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation",5.3.1,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,1,SP_DYN_MRBF15,Proportion of women aged 20-24 years who were married or in a union before age 15 (%),2019.Q1.G.01,20-24,20 to 24 years old,FEMALE,Female,G,Global,PER_MARW_20T24Y,% of married women aged 20-24 years,Based on 8 countries covering 94 per cent of the regional population of women aged 20-24 years,,,,,Based on 8 countries covering 94 per cent of the regional population of women aged 20-24 years,,,,Based on 8 countries covering 94 per cent of the regional population of women aged 20-24 years,,,,,Based on 8 countries covering 94 per cent of the regional population of women aged 20-24 years,E,,,,,E,,,,E,,,,,E,"DHS, MICS and other national surveys",,,,,"DHS, MICS and other national surveys",,,,"DHS, MICS and other national surveys",,,,,"DHS, MICS and other national surveys",,,,,,,,,,,,,,,,2.8,,,,,2.6,,,,2.2,,,,,1.8,2017.0,1.8
IND,79.3608464,22.34642074,356,India,5,Achieve gender equality and empower all women and girls,5.3,"Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation",5.3.1,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,1,SP_DYN_MRBF15,Proportion of women aged 20-24 years who were married or in a union before age 15 (%),2019.Q1.G.01,20-24,20 to 24 years old,FEMALE,Female,G,Global,PER_MARW_20T24Y,% of married women aged 20-24 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,NFHS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.6,,2016.0,6.6
IDN,113.9174,-0.994582204,360,Indonesia,5,Achieve gender equality and empower all women and girls,5.3,"Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation",5.3.1,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,1,SP_DYN_MRBF15,Proportion of women aged 20-24 years who were married or in a union before age 15 (%),2019.Q1.G.01,20-24,20 to 24 years old,FEMALE,Female,G,Global,PER_MARW_20T24Y,% of married women aged 20-24 years,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,SUSENAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,,,,,2013.0,1.1
IRN,54.19766348,32.74370885,364,Iran (Islamic Republic of),5,Achieve gender equality and empower all women and girls,5.3,"Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation",5.3.1,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,1,SP_DYN_MRBF15,Proportion of women aged 20-24 years who were married or in a union before age 15 (%),2019.Q1.G.01,20-24,20 to 24 years old,FEMALE,Female,G,Global,PER_MARW_20T24Y,% of married women aged 20-24 years,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,MIDHS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7,,,,,,,,2010.0,2.7
IRQ,43.76606267,33.05013795,368,Iraq,5,Achieve gender equality and empower all women and girls,5.3,"Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation",5.3.1,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,1,SP_DYN_MRBF15,Proportion of women aged 20-24 years who were married or in a union before age 15 (%),2019.Q1.G.01,20-24,20 to 24 years old,FEMALE,Female,G,Global,PER_MARW_20T24Y,% of married women aged 20-24 years,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,MICS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6,,,,,,,2011.0,4.6
CIV,-5.552690016,7.62211586,384,Côte d'Ivoire,5,Achieve gender equality and empower all women and girls,5.3,"Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation",5.3.1,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,1,SP_DYN_MRBF15,Proportion of women aged 20-24 years who were married or in a union before age 15 (%),2019.Q1.G.01,20-24,20 to 24 years old,FEMALE,Female,G,Global,PER_MARW_20T24Y,% of married women aged 20-24 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,MICS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,2016.0,7.0
JAM,-77.31068409,18.15616857,388,Jamaica,5,Achieve gender equality and empower all women and girls,5.3,"Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation",5.3.1,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,1,SP_DYN_MRBF15,Proportion of women aged 20-24 years who were married or in a union before age 15 (%),2019.Q1.G.01,20-24,20 to 24 years old,FEMALE,Female,G,Global,PER_MARW_20T24Y,% of married women aged 20-24 years,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,MICS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4,,,,,,,2011.0,1.4
KAZ,66.65359159,48.01963494,398,Kazakhstan,5,Achieve gender equality and empower all women and girls,5.3,"Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation",5.3.1,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,1,SP_DYN_MRBF15,Proportion of women aged 20-24 years who were married or in a union before age 15 (%),2019.Q1.G.01,20-24,20 to 24 years old,FEMALE,Female,G,Global,PER_MARW_20T24Y,% of married women aged 20-24 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,MICS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,2015.0,0.2
AFG,66.02688198,33.83160199,4,Afghanistan,5,Achieve gender equality and empower all women and girls,5.3,"Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation",5.3.1,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,1,SP_DYN_MRBF15,Proportion of women aged 20-24 years who were married or in a union before age 15 (%),2019.Q1.G.01,20-24,20 to 24 years old,FEMALE,Female,G,Global,PER_MARW_20T24Y,% of married women aged 20-24 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,DHS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8,,,2015.0,8.8
JOR,37.13024774,30.65365973,400,Jordan,5,Achieve gender equality and empower all women and girls,5.3,"Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation",5.3.1,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,1,SP_DYN_MRBF15,Proportion of women aged 20-24 years who were married or in a union before age 15 (%),2019.Q1.G.01,20-24,20 to 24 years old,FEMALE,Female,G,Global,PER_MARW_20T24Y,% of married women aged 20-24 years,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,DHS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,2012.0,0.3
KEN,37.86096816,0.534797278,404,Kenya,5,Achieve gender equality and empower all women and girls,5.3,"Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation",5.3.1,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,1,SP_DYN_MRBF15,Proportion of women aged 20-24 years who were married or in a union before age 15 (%),2019.Q1.G.01,20-24,20 to 24 years old,FEMALE,Female,G,Global,PER_MARW_20T24Y,% of married women aged 20-24 years,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,DHS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4,,,,2014.0,4.4
KGZ,74.52324839,41.46204516,417,Kyrgyzstan,5,Achieve gender equality and empower all women and girls,5.3,"Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation",5.3.1,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,1,SP_DYN_MRBF15,Proportion of women aged 20-24 years who were married or in a union before age 15 (%),2019.Q1.G.01,20-24,20 to 24 years old,FEMALE,Female,G,Global,PER_MARW_20T24Y,% of married women aged 20-24 years,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,MICS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,,,2014.0,0.9
LAO,101.9901968,20.27482773,418,Lao People's Democratic Republic,5,Achieve gender equality and empower all women and girls,5.3,"Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation",5.3.1,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,1,SP_DYN_MRBF15,Proportion of women aged 20-24 years who were married or in a union before age 15 (%),2019.Q1.G.01,20-24,20 to 24 years old,FEMALE,Female,G,Global,PER_MARW_20T24Y,% of married women aged 20-24 years,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,MICS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9,,,,,,2012.0,8.9
,,,419,Latin America and the Caribbean,5,Achieve gender equality and empower all women and girls,5.3,"Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation",5.3.1,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,1,SP_DYN_MRBF15,Proportion of women aged 20-24 years who were married or in a union before age 15 (%),2019.Q1.G.01,20-24,20 to 24 years old,FEMALE,Female,G,Global,PER_MARW_20T24Y,% of married women aged 20-24 years,Based on 22 countries covering 52 per cent of the regional population of women aged 20-24 years,,,,,Based on 22 countries covering 52 per cent of the regional population of women aged 20-24 years,,,,Based on 22 countries covering 52 per cent of the regional population of women aged 20-24 years,,,,,Based on 22 countries covering 52 per cent of the regional population of women aged 20-24 years,E,,,,,E,,,,E,,,,,E,"DHS, MICS and other national surveys",,,,,"DHS, MICS and other national surveys",,,,"DHS, MICS and other national surveys",,,,,"DHS, MICS and other national surveys",,,,,,,,,,,,,,,,5.5,,,,,5.2,,,,5.2,,,,,4.6,2017.0,4.6
LBN,35.89391711,33.92152458,422,Lebanon,5,Achieve gender equality and empower all women and girls,5.3,"Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation",5.3.1,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,1,SP_DYN_MRBF15,Proportion of women aged 20-24 years who were married or in a union before age 15 (%),2019.Q1.G.01,20-24,20 to 24 years old,FEMALE,Female,G,Global,PER_MARW_20T24Y,% of married women aged 20-24 years,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,MICS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,,,,,,,,,2009.0,1.2
LSO,28.25362195,-29.58041814,426,Lesotho,5,Achieve gender equality and empower all women and girls,5.3,"Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation",5.3.1,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,1,SP_DYN_MRBF15,Proportion of women aged 20-24 years who were married or in a union before age 15 (%),2019.Q1.G.01,20-24,20 to 24 years old,FEMALE,Female,G,Global,PER_MARW_20T24Y,% of married women aged 20-24 years,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,DHS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,2014.0,1.0
LBR,-9.311879038,6.448381009,430,Liberia,5,Achieve gender equality and empower all women and girls,5.3,"Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation",5.3.1,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,1,SP_DYN_MRBF15,Proportion of women aged 20-24 years who were married or in a union before age 15 (%),2019.Q1.G.01,20-24,20 to 24 years old,FEMALE,Female,G,Global,PER_MARW_20T24Y,% of married women aged 20-24 years,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,DHS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8,,,,,2013.0,8.8
,,,432,Landlocked developing countries (LLDCs),5,Achieve gender equality and empower all women and girls,5.3,"Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation",5.3.1,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,1,SP_DYN_MRBF15,Proportion of women aged 20-24 years who were married or in a union before age 15 (%),2019.Q1.G.01,20-24,20 to 24 years old,FEMALE,Female,G,Global,PER_MARW_20T24Y,% of married women aged 20-24 years,Based on 30 countries covering 93 per cent of the regional population of women aged 20-24 years,,,,,Based on 30 countries covering 93 per cent of the regional population of women aged 20-24 years,,,,Based on 30 countries covering 93 per cent of the regional population of women aged 20-24 years,,,,,Based on 30 countries covering 93 per cent of the regional population of women aged 20-24 years,E,,,,,E,,,,E,,,,,E,"DHS, MICS and other national surveys",,,,,"DHS, MICS and other national surveys",,,,"DHS, MICS and other national surveys",,,,,"DHS, MICS and other national surveys",,,,,,,,,,,,,,,,13.5,,,,,14.1,,,,12.4,,,,,10.2,2017.0,10.2
MDG,46.6982339,-19.38514785,450,Madagascar,5,Achieve gender equality and empower all women and girls,5.3,"Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation",5.3.1,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,1,SP_DYN_MRBF15,Proportion of women aged 20-24 years who were married or in a union before age 15 (%),2019.Q1.G.01,20-24,20 to 24 years old,FEMALE,Female,G,Global,PER_MARW_20T24Y,% of married women aged 20-24 years,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,ENSOMD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.4,,,,,2013.0,12.4
MWI,33.4884625,-13.40819859,454,Malawi,5,Achieve gender equality and empower all women and girls,5.3,"Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation",5.3.1,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,1,SP_DYN_MRBF15,Proportion of women aged 20-24 years who were married or in a union before age 15 (%),2019.Q1.G.01,20-24,20 to 24 years old,FEMALE,Female,G,Global,PER_MARW_20T24Y,% of married women aged 20-24 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,DHS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,2015.0,9.0
MDV,73.09672546,-0.614385021,462,Maldives,5,Achieve gender equality and empower all women and girls,5.3,"Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation",5.3.1,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,1,SP_DYN_MRBF15,Proportion of women aged 20-24 years who were married or in a union before age 15 (%),2019.Q1.G.01,20-24,20 to 24 years old,FEMALE,Female,G,Global,PER_MARW_20T24Y,% of married women aged 20-24 years,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,DHS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,2009.0,0.3
MLI,-3.522016039,17.35311254,466,Mali,5,Achieve gender equality and empower all women and girls,5.3,"Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation",5.3.1,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,1,SP_DYN_MRBF15,Proportion of women aged 20-24 years who were married or in a union before age 15 (%),2019.Q1.G.01,20-24,20 to 24 years old,FEMALE,Female,G,Global,PER_MARW_20T24Y,% of married women aged 20-24 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,MICS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.5,,,2015.0,16.5
MRT,-10.33187259,20.26089546,478,Mauritania,5,Achieve gender equality and empower all women and girls,5.3,"Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation",5.3.1,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,1,SP_DYN_MRBF15,Proportion of women aged 20-24 years who were married or in a union before age 15 (%),2019.Q1.G.01,20-24,20 to 24 years old,FEMALE,Female,G,Global,PER_MARW_20T24Y,% of married women aged 20-24 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,MICS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.8,,,2015.0,17.8
MEX,-102.5148166,23.93378032,484,Mexico,5,Achieve gender equality and empower all women and girls,5.3,"Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation",5.3.1,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,1,SP_DYN_MRBF15,Proportion of women aged 20-24 years who were married or in a union before age 15 (%),2019.Q1.G.01,20-24,20 to 24 years old,FEMALE,Female,G,Global,PER_MARW_20T24Y,% of married women aged 20-24 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,MICS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8,,,2015.0,3.8
MNG,103.0728057,46.83892054,496,Mongolia,5,Achieve gender equality and empower all women and girls,5.3,"Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation",5.3.1,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,1,SP_DYN_MRBF15,Proportion of women aged 20-24 years who were married or in a union before age 15 (%),2019.Q1.G.01,20-24,20 to 24 years old,FEMALE,Female,G,Global,PER_MARW_20T24Y,% of married women aged 20-24 years,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,MICS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,2013.0,0.1
MDA,28.4650624,47.20236795,498,Republic of Moldova,5,Achieve gender equality and empower all women and girls,5.3,"Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation",5.3.1,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,1,SP_DYN_MRBF15,Proportion of women aged 20-24 years who were married or in a union before age 15 (%),2019.Q1.G.01,20-24,20 to 24 years old,FEMALE,Female,G,Global,PER_MARW_20T24Y,% of married women aged 20-24 years,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,MICS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,,,,,,2012.0,0.4
MNE,19.25214024,42.78717043,499,Montenegro,5,Achieve gender equality and empower all women and girls,5.3,"Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation",5.3.1,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,1,SP_DYN_MRBF15,Proportion of women aged 20-24 years who were married or in a union before age 15 (%),2019.Q1.G.01,20-24,20 to 24 years old,FEMALE,Female,G,Global,PER_MARW_20T24Y,% of married women aged 20-24 years,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,MICS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,,,,,2013.0,0.6
BGD,89.17660788,22.86961622,50,Bangladesh,5,Achieve gender equality and empower all women and girls,5.3,"Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation",5.3.1,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,1,SP_DYN_MRBF15,Proportion of women aged 20-24 years who were married or in a union before age 15 (%),2019.Q1.G.01,20-24,20 to 24 years old,FEMALE,Female,G,Global,PER_MARW_20T24Y,% of married women aged 20-24 years,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,DHS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.4,,,,2014.0,22.4
MAR,-6.281942841,31.8440131,504,Morocco,5,Achieve gender equality and empower all women and girls,5.3,"Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation",5.3.1,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,1,SP_DYN_MRBF15,Proportion of women aged 20-24 years who were married or in a union before age 15 (%),2019.Q1.G.01,20-24,20 to 24 years old,FEMALE,Female,G,Global,PER_MARW_20T24Y,% of married women aged 20-24 years,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,DHS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,,,,,,,,,,,,,2004.0,2.5
MOZ,38.18479941,-14.27963886,508,Mozambique,5,Achieve gender equality and empower all women and girls,5.3,"Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation",5.3.1,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,1,SP_DYN_MRBF15,Proportion of women aged 20-24 years who were married or in a union before age 15 (%),2019.Q1.G.01,20-24,20 to 24 years old,FEMALE,Female,G,Global,PER_MARW_20T24Y,% of married women aged 20-24 years,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,DHS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.3,,,,,,,2011.0,14.3
