series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Units	Type of occupation	Units description	Type of occupation description	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2018.Q2.G.01	SH_MED_HEAWOR	Health worker density, by type of occupation (per 1,000 population)	184	-159.7711391	-21.22696458	COK	Cook Islands	1	PER_1000_POP	PHYS	Per 1,000 population	physicians		0.778			1.049					1.191									2009	1.191	Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.	C
2018.Q2.G.01	SH_MED_HEAWOR	Health worker density, by type of occupation (per 1,000 population)	184	-159.7711391	-21.22696458	COK	Cook Islands	2	PER_1000_POP	PHAR	Per 1,000 population	pharmaceutical personnel		0.111			0.105					0.397									2009	0.397	Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.	C
2018.Q2.G.01	SH_MED_HEAWOR	Health worker density, by type of occupation (per 1,000 population)	184	-159.7711391	-21.22696458	COK	Cook Islands	3	PER_1000_POP	NURS	Per 1,000 population	nursing and midwifery personnel		2.889			4.195					5.757									2009	5.757	Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.	C
2018.Q2.G.01	SH_MED_HEAWOR	Health worker density, by type of occupation (per 1,000 population)	184	-159.7711391	-21.22696458	COK	Cook Islands	4	PER_1000_POP	DENT	Per 1,000 population	dentistry personnel		0.556			0.524					0.943									2009	0.943	Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.	C
2018.Q2.G.01	SH_MED_HEAWOR	Health worker density, by type of occupation (per 1,000 population)	188	-84.19712782	9.970998683	CRI	Costa Rica	1	PER_1000_POP	PHYS	Per 1,000 population	physicians	1.326													1.15				1.15	2013	1.15	Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.	C
2018.Q2.G.01	SH_MED_HEAWOR	Health worker density, by type of occupation (per 1,000 population)	188	-84.19712782	9.970998683	CRI	Costa Rica	2	PER_1000_POP	PHAR	Per 1,000 population	pharmaceutical personnel	0.535											0.821		0.189				0.189	2013	0.189	Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.	C
2018.Q2.G.01	SH_MED_HEAWOR	Health worker density, by type of occupation (per 1,000 population)	188	-84.19712782	9.970998683	CRI	Costa Rica	3	PER_1000_POP	NURS	Per 1,000 population	nursing and midwifery personnel	0.931													0.796				0.796	2013	0.796	Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.	C
2018.Q2.G.01	SH_MED_HEAWOR	Health worker density, by type of occupation (per 1,000 population)	188	-84.19712782	9.970998683	CRI	Costa Rica	4	PER_1000_POP	DENT	Per 1,000 population	dentistry personnel	0.485													0.127				0.127	2013	0.127	Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.	C
2018.Q2.G.01	SH_MED_HEAWOR	Health worker density, by type of occupation (per 1,000 population)	191	17.95874553	45.45172212	HRV	Croatia	1	PER_1000_POP	PHYS	Per 1,000 population	physicians											2.851	2.903	2.979	3.021	3.126			3.042	2014	3.126	Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.	C
2018.Q2.G.01	SH_MED_HEAWOR	Health worker density, by type of occupation (per 1,000 population)	191	17.95874553	45.45172212	HRV	Croatia	2	PER_1000_POP	PHAR	Per 1,000 population	pharmaceutical personnel											0.66	0.691	0.701	0.698	0.711	0.66		0.6925	2015	0.66	Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.	C
2018.Q2.G.01	SH_MED_HEAWOR	Health worker density, by type of occupation (per 1,000 population)	191	17.95874553	45.45172212	HRV	Croatia	3	PER_1000_POP	NURS	Per 1,000 population	nursing and midwifery personnel											6.152	6.294	6.409	6.937	6.512			6.61933333333333	2014	6.512	Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.	C
2018.Q2.G.01	SH_MED_HEAWOR	Health worker density, by type of occupation (per 1,000 population)	191	17.95874553	45.45172212	HRV	Croatia	4	PER_1000_POP	DENT	Per 1,000 population	dentistry personnel											0.732	0.735	0.752	0.755	0.782	0.852		0.78525	2015	0.852	Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.	C
2018.Q2.G.01	SH_MED_HEAWOR	Health worker density, by type of occupation (per 1,000 population)	192	-79.54460144	22.10030366	CUB	Cuba	1	PER_1000_POP	PHYS	Per 1,000 population	physicians	5.937	5.948	5.997	6.065	6.202	6.269	6.34	6.418	6.603	6.628	6.766	6.943	7.235	7.366	7.519			7.37333333333333	2014	7.519	Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.	C
2018.Q2.G.01	SH_MED_HEAWOR	Health worker density, by type of occupation (per 1,000 population)	192	-79.54460144	22.10030366	CUB	Cuba	2	PER_1000_POP	PHAR	Per 1,000 population	pharmaceutical personnel								0.625			0.412		0.331	0.258	0.269			0.286	2014	0.269	Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.	C
2018.Q2.G.01	SH_MED_HEAWOR	Health worker density, by type of occupation (per 1,000 population)	192	-79.54460144	22.10030366	CUB	Cuba	3	PER_1000_POP	NURS	Per 1,000 population	nursing and midwifery personnel			7.5					8.667			9.11		8.123	7.777	7.976			7.95866666666667	2014	7.976	Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.	C
2018.Q2.G.01	SH_MED_HEAWOR	Health worker density, by type of occupation (per 1,000 population)	192	-79.54460144	22.10030366	CUB	Cuba	4	PER_1000_POP	DENT	Per 1,000 population	dentistry personnel	0.892	0.886	0.89	0.907	0.93	0.937	0.954	0.965	0.995	1.024	1.074	1.13	1.694	1.734	1.848			1.75866666666667	2014	1.848	Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.	C
2018.Q2.G.01	SH_MED_HEAWOR	Health worker density, by type of occupation (per 1,000 population)	196	33.22285964	35.05659437	CYP	Cyprus	1	PER_1000_POP	PHYS	Per 1,000 population	physicians								2.016	2.059	2.121	2.174	2.265	2.308	2.412	2.496			2.40533333333333	2014	2.496	Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.	C
2018.Q2.G.01	SH_MED_HEAWOR	Health worker density, by type of occupation (per 1,000 population)	196	33.22285964	35.05659437	CYP	Cyprus	2	PER_1000_POP	PHAR	Per 1,000 population	pharmaceutical personnel			0.147						0.195		0.164	0.17	0.173	0.164	0.163			0.166666666666667	2014	0.163	Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.	C
2018.Q2.G.01	SH_MED_HEAWOR	Health worker density, by type of occupation (per 1,000 population)	196	33.22285964	35.05659437	CYP	Cyprus	3	PER_1000_POP	NURS	Per 1,000 population	nursing and midwifery personnel			3.055					3.398	3.445	3.49				4.085	4.117			4.101	2014	4.117	Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.	C
2018.Q2.G.01	SH_MED_HEAWOR	Health worker density, by type of occupation (per 1,000 population)	196	33.22285964	35.05659437	CYP	Cyprus	4	PER_1000_POP	DENT	Per 1,000 population	dentistry personnel								0.68	0.735	0.694	0.699	0.701	0.723	0.726	0.727			0.725333333333333	2014	0.727	Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.	C
2018.Q2.G.01	SH_MED_HEAWOR	Health worker density, by type of occupation (per 1,000 population)	203	15.33151382	49.73913871	CZE	Czechia	1	PER_1000_POP	PHYS	Per 1,000 population	physicians											3.585	3.624	3.663	3.677				3.67	2013	3.677	Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.	C
2018.Q2.G.01	SH_MED_HEAWOR	Health worker density, by type of occupation (per 1,000 population)	203	15.33151382	49.73913871	CZE	Czechia	2	PER_1000_POP	PHAR	Per 1,000 population	pharmaceutical personnel											0.577	0.591	0.6	0.605	0.638	0.661		0.626	2015	0.661	Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.	C
2018.Q2.G.01	SH_MED_HEAWOR	Health worker density, by type of occupation (per 1,000 population)	203	15.33151382	49.73913871	CZE	Czechia	3	PER_1000_POP	NURS	Per 1,000 population	nursing and midwifery personnel											8.493	8.431	8.455	8.385	8.326	8.417		8.39575	2015	8.417	Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.	C
2018.Q2.G.01	SH_MED_HEAWOR	Health worker density, by type of occupation (per 1,000 population)	203	15.33151382	49.73913871	CZE	Czechia	4	PER_1000_POP	DENT	Per 1,000 population	dentistry personnel											0.691	0.705	0.708	0.704	0.75	0.803		0.74125	2015	0.803	Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.	C
2018.Q2.G.01	SH_MED_HEAWOR	Health worker density, by type of occupation (per 1,000 population)	204	2.339933594	9.65401646	BEN	Benin	1	PER_1000_POP	PHYS	Per 1,000 population	physicians					0.039				0.06				0.159	0.146			0.153	0.152666666666667	2016	0.153	Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.	C
2018.Q2.G.01	SH_MED_HEAWOR	Health worker density, by type of occupation (per 1,000 population)	204	2.339933594	9.65401646	BEN	Benin	2	PER_1000_POP	PHAR	Per 1,000 population	pharmaceutical personnel					0.001				0.002								0.001	0.001	2016	0.001	Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.	C
2018.Q2.G.01	SH_MED_HEAWOR	Health worker density, by type of occupation (per 1,000 population)	204	2.339933594	9.65401646	BEN	Benin	3	PER_1000_POP	NURS	Per 1,000 population	nursing and midwifery personnel					0.731				0.794				0.659	0.604			0.598	0.620333333333333	2016	0.598	Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.	C
2018.Q2.G.01	SH_MED_HEAWOR	Health worker density, by type of occupation (per 1,000 population)	204	2.339933594	9.65401646	BEN	Benin	4	PER_1000_POP	DENT	Per 1,000 population	dentistry personnel					0.002				0.004								0.001	0.001	2016	0.001	Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.	C
2018.Q2.G.01	SH_MED_HEAWOR	Health worker density, by type of occupation (per 1,000 population)	208	9.326571283	56.03829721	DNK	Denmark	1	PER_1000_POP	PHYS	Per 1,000 population	physicians		3.66		3.001	3.045	3.202			3.395	3.403	3.582	3.622	3.652	3.648	3.655			3.65166666666667	2014	3.655	Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.	C
2018.Q2.G.01	SH_MED_HEAWOR	Health worker density, by type of occupation (per 1,000 population)	208	9.326571283	56.03829721	DNK	Denmark	2	PER_1000_POP	PHAR	Per 1,000 population	pharmaceutical personnel											0.473	0.482	0.497	0.505	0.507			0.503	2014	0.507	Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.	C
2018.Q2.G.01	SH_MED_HEAWOR	Health worker density, by type of occupation (per 1,000 population)	208	9.326571283	56.03829721	DNK	Denmark	3	PER_1000_POP	NURS	Per 1,000 population	nursing and midwifery personnel		17.199		14.867	14.513	14.991			15.475	15.992	16.111	16.288	16.589	16.81	17.014			16.8043333333333	2014	17.014	Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.	C
2018.Q2.G.01	SH_MED_HEAWOR	Health worker density, by type of occupation (per 1,000 population)	208	9.326571283	56.03829721	DNK	Denmark	4	PER_1000_POP	DENT	Per 1,000 population	dentistry personnel		0.903		0.85	0.855	0.855			0.84	0.803	0.808	0.79	0.782	0.764	0.752			0.766	2014	0.752	Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.	C
2018.Q2.G.01	SH_MED_HEAWOR	Health worker density, by type of occupation (per 1,000 population)	212	-61.3493756	15.43391378	DMA	Dominica	1	PER_1000_POP	PHYS	Per 1,000 population	physicians		1.78																	2001	1.78	Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.	C
2018.Q2.G.01	SH_MED_HEAWOR	Health worker density, by type of occupation (per 1,000 population)	212	-61.3493756	15.43391378	DMA	Dominica	2	PER_1000_POP	PHAR	Per 1,000 population	pharmaceutical personnel		0.258																	2001	0.258	Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.	C
2018.Q2.G.01	SH_MED_HEAWOR	Health worker density, by type of occupation (per 1,000 population)	212	-61.3493756	15.43391378	DMA	Dominica	3	PER_1000_POP	NURS	Per 1,000 population	nursing and midwifery personnel		6.288																	2001	6.288	Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.	C
2018.Q2.G.01	SH_MED_HEAWOR	Health worker density, by type of occupation (per 1,000 population)	212	-61.3493756	15.43391378	DMA	Dominica	4	PER_1000_POP	DENT	Per 1,000 population	dentistry personnel		0.301																	2001	0.301	Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.	C
2018.Q2.G.01	SH_MED_HEAWOR	Health worker density, by type of occupation (per 1,000 population)	214	-70.49847576	18.89832088	DOM	Dominican Republic	1	PER_1000_POP	PHYS	Per 1,000 population	physicians	1.83								1.078			1.494							2011	1.494	Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.	C
2018.Q2.G.01	SH_MED_HEAWOR	Health worker density, by type of occupation (per 1,000 population)	214	-70.49847576	18.89832088	DOM	Dominican Republic	2	PER_1000_POP	PHAR	Per 1,000 population	pharmaceutical personnel	0.389																		2000	0.389	Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.	C
2018.Q2.G.01	SH_MED_HEAWOR	Health worker density, by type of occupation (per 1,000 population)	214	-70.49847576	18.89832088	DOM	Dominican Republic	3	PER_1000_POP	NURS	Per 1,000 population	nursing and midwifery personnel	1.793									1.299		1.334							2011	1.334	Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.	C
2018.Q2.G.01	SH_MED_HEAWOR	Health worker density, by type of occupation (per 1,000 population)	214	-70.49847576	18.89832088	DOM	Dominican Republic	4	PER_1000_POP	DENT	Per 1,000 population	dentistry personnel	0.818								0.125	0.183		0.19							2011	0.19	Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.	C
2018.Q2.G.01	SH_MED_HEAWOR	Health worker density, by type of occupation (per 1,000 population)	218	-78.37005241	-1.447785891	ECU	Ecuador	1	PER_1000_POP	PHYS	Per 1,000 population	physicians	1.452	1.551	1.575	1.506						1.607		1.665							2011	1.665	Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.	C
2018.Q2.G.01	SH_MED_HEAWOR	Health worker density, by type of occupation (per 1,000 population)	218	-78.37005241	-1.447785891	ECU	Ecuador	2	PER_1000_POP	PHAR	Per 1,000 population	pharmaceutical personnel	0.039	0.038	0.038	0.037						0.045		0.053							2011	0.053	Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.	C
2018.Q2.G.01	SH_MED_HEAWOR	Health worker density, by type of occupation (per 1,000 population)	218	-78.37005241	-1.447785891	ECU	Ecuador	3	PER_1000_POP	NURS	Per 1,000 population	nursing and midwifery personnel	1.63	1.591	1.636	1.533						1.89		2.084							2011	2.084	Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.	C
2018.Q2.G.01	SH_MED_HEAWOR	Health worker density, by type of occupation (per 1,000 population)	218	-78.37005241	-1.447785891	ECU	Ecuador	4	PER_1000_POP	DENT	Per 1,000 population	dentistry personnel	0.163	0.165	0.171	0.167						0.229		0.276							2011	0.276	Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.	C
2018.Q2.G.01	SH_MED_HEAWOR	Health worker density, by type of occupation (per 1,000 population)	222	-88.86862995	13.73603564	SLV	El Salvador	1	PER_1000_POP	PHYS	Per 1,000 population	physicians			1.351			1.741			1.922										2008	1.922	Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.	C
2018.Q2.G.01	SH_MED_HEAWOR	Health worker density, by type of occupation (per 1,000 population)	222	-88.86862995	13.73603564	SLV	El Salvador	2	PER_1000_POP	PHAR	Per 1,000 population	pharmaceutical personnel						0.383			0.386										2008	0.386	Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.	C
2018.Q2.G.01	SH_MED_HEAWOR	Health worker density, by type of occupation (per 1,000 population)	222	-88.86862995	13.73603564	SLV	El Salvador	3	PER_1000_POP	NURS	Per 1,000 population	nursing and midwifery personnel			0.869			0.35			0.488										2008	0.488	Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.	C
2018.Q2.G.01	SH_MED_HEAWOR	Health worker density, by type of occupation (per 1,000 population)	222	-88.86862995	13.73603564	SLV	El Salvador	4	PER_1000_POP	DENT	Per 1,000 population	dentistry personnel			0.59			0.715			0.778										2008	0.778	Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.	C
2018.Q2.G.01	SH_MED_HEAWOR	Health worker density, by type of occupation (per 1,000 population)	226	10.46535826	1.565792376	GNQ	Equatorial Guinea	1	PER_1000_POP	PHYS	Per 1,000 population	physicians					0.252														2004	0.252	Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.	C
2018.Q2.G.01	SH_MED_HEAWOR	Health worker density, by type of occupation (per 1,000 population)	226	10.46535826	1.565792376	GNQ	Equatorial Guinea	2	PER_1000_POP	PHAR	Per 1,000 population	pharmaceutical personnel					0.2														2004	0.2	Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.	C
2018.Q2.G.01	SH_MED_HEAWOR	Health worker density, by type of occupation (per 1,000 population)	226	10.46535826	1.565792376	GNQ	Equatorial Guinea	3	PER_1000_POP	NURS	Per 1,000 population	nursing and midwifery personnel					0.447														2004	0.447	Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.	C
2018.Q2.G.01	SH_MED_HEAWOR	Health worker density, by type of occupation (per 1,000 population)	226	10.46535826	1.565792376	GNQ	Equatorial Guinea	4	PER_1000_POP	DENT	Per 1,000 population	dentistry personnel					0.025														2004	0.025	Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.	C
2018.Q2.G.01	SH_MED_HEAWOR	Health worker density, by type of occupation (per 1,000 population)	231	39.63505296	8.631223181	ETH	Ethiopia	1	PER_1000_POP	PHYS	Per 1,000 population	physicians				0.027	0.027	0.032	0.027	0.022	0.025	0.025									2009	0.025	Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.	C
2018.Q2.G.01	SH_MED_HEAWOR	Health worker density, by type of occupation (per 1,000 population)	231	39.63505296	8.631223181	ETH	Ethiopia	2	PER_1000_POP	PHAR	Per 1,000 population	pharmaceutical personnel				0.011	0.018	0.021	0.025	0.015	0.041	0.031									2009	0.031	Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.	C
2018.Q2.G.01	SH_MED_HEAWOR	Health worker density, by type of occupation (per 1,000 population)	231	39.63505296	8.631223181	ETH	Ethiopia	3	PER_1000_POP	NURS	Per 1,000 population	nursing and midwifery personnel				0.215	0.209	0.246	0.227	0.224	0.202	0.252									2009	0.252	Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.	C
2018.Q2.G.01	SH_MED_HEAWOR	Health worker density, by type of occupation (per 1,000 population)	231	39.63505296	8.631223181	ETH	Ethiopia	4	PER_1000_POP	DENT	Per 1,000 population	dentistry personnel				0.001															2003	0.001	Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.	C
2018.Q2.G.01	SH_MED_HEAWOR	Health worker density, by type of occupation (per 1,000 population)	232	38.11074289	16.12894644	ERI	Eritrea	1	PER_1000_POP	PHYS	Per 1,000 population	physicians					0.053														2004	0.053	Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.	C
2018.Q2.G.01	SH_MED_HEAWOR	Health worker density, by type of occupation (per 1,000 population)	232	38.11074289	16.12894644	ERI	Eritrea	2	PER_1000_POP	PHAR	Per 1,000 population	pharmaceutical personnel					0.026														2004	0.026	Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.	C
2018.Q2.G.01	SH_MED_HEAWOR	Health worker density, by type of occupation (per 1,000 population)	232	38.11074289	16.12894644	ERI	Eritrea	3	PER_1000_POP	NURS	Per 1,000 population	nursing and midwifery personnel					0.616														2004	0.616	Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.	C
2018.Q2.G.01	SH_MED_HEAWOR	Health worker density, by type of occupation (per 1,000 population)	232	38.11074289	16.12894644	ERI	Eritrea	4	PER_1000_POP	DENT	Per 1,000 population	dentistry personnel					0.004														2004	0.004	Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.	C
2018.Q2.G.01	SH_MED_HEAWOR	Health worker density, by type of occupation (per 1,000 population)	233	25.84093481	58.68487172	EST	Estonia	1	PER_1000_POP	PHYS	Per 1,000 population	physicians	4.373										3.242	3.292	3.28	3.277	3.316	3.43		3.32575	2015	3.43	Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.	C
2018.Q2.G.01	SH_MED_HEAWOR	Health worker density, by type of occupation (per 1,000 population)	233	25.84093481	58.68487172	EST	Estonia	2	PER_1000_POP	PHAR	Per 1,000 population	pharmaceutical personnel	0.415										0.632	0.626	0.64	0.668	0.675	0.722		0.67625	2015	0.722	Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.	C
2018.Q2.G.01	SH_MED_HEAWOR	Health worker density, by type of occupation (per 1,000 population)	233	25.84093481	58.68487172	EST	Estonia	3	PER_1000_POP	NURS	Per 1,000 population	nursing and midwifery personnel	8.639										6.399	6.524	6.454	5.87	5.971	6.367		6.1655	2015	6.367	Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.	C
2018.Q2.G.01	SH_MED_HEAWOR	Health worker density, by type of occupation (per 1,000 population)	233	25.84093481	58.68487172	EST	Estonia	4	PER_1000_POP	DENT	Per 1,000 population	dentistry personnel	1.249										0.899	0.888	0.903	0.895	0.923	0.944		0.91625	2015	0.944	Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.	C
2018.Q2.G.01	SH_MED_HEAWOR	Health worker density, by type of occupation (per 1,000 population)	234	-7.122044325	62.21228119	FRO	Faroe Islands	1	PER_1000_POP	PHYS	Per 1,000 population	physicians																						
2018.Q2.G.01	SH_MED_HEAWOR	Health worker density, by type of occupation (per 1,000 population)	234	-7.122044325	62.21228119	FRO	Faroe Islands	2	PER_1000_POP	PHAR	Per 1,000 population	pharmaceutical personnel																						
2018.Q2.G.01	SH_MED_HEAWOR	Health worker density, by type of occupation (per 1,000 population)	234	-7.122044325	62.21228119	FRO	Faroe Islands	3	PER_1000_POP	NURS	Per 1,000 population	nursing and midwifery personnel																						
