ISO3CD,X,Y,GeoArea_Code,GeoArea_Desc,GoalCode,GoalDesc,TargetCode,TargetDesc,IndicatorCode,IndicatorDesc,IndicatorTier,SeriesCode,SeriesDesc,SeriesRelease,Sex_Code,Sex_Desc,ReportingType_Code,ReportingType_Desc,Units_Code,Units_Desc,Footnotes_2000,Footnotes_2001,Footnotes_2002,Footnotes_2003,Footnotes_2004,Footnotes_2005,Footnotes_2006,Footnotes_2007,Footnotes_2008,Footnotes_2009,Footnotes_2010,Footnotes_2011,Footnotes_2012,Footnotes_2013,Footnotes_2014,Footnotes_2015,Footnotes_2016,Nature_Code_2000,Nature_Code_2001,Nature_Code_2002,Nature_Code_2003,Nature_Code_2004,Nature_Code_2005,Nature_Code_2006,Nature_Code_2007,Nature_Code_2008,Nature_Code_2009,Nature_Code_2010,Nature_Code_2011,Nature_Code_2012,Nature_Code_2013,Nature_Code_2014,Nature_Code_2015,Nature_Code_2016,Source_2000,Source_2001,Source_2002,Source_2003,Source_2004,Source_2005,Source_2006,Source_2007,Source_2008,Source_2009,Source_2010,Source_2011,Source_2012,Source_2013,Source_2014,Source_2015,Source_2016,TimeDetail_2000,TimeDetail_2001,TimeDetail_2002,TimeDetail_2003,TimeDetail_2004,TimeDetail_2005,TimeDetail_2006,TimeDetail_2007,TimeDetail_2008,TimeDetail_2009,TimeDetail_2010,TimeDetail_2011,TimeDetail_2012,TimeDetail_2013,TimeDetail_2014,TimeDetail_2015,TimeDetail_2016,Value_2000,Value_2001,Value_2002,Value_2003,Value_2004,Value_2005,Value_2006,Value_2007,Value_2008,Value_2009,Value_2010,Value_2011,Value_2012,Value_2013,Value_2014,Value_2015,Value_2016,Latest_Year,Latest_Value
CHE,8.223158,46.96617097,756,Switzerland,5,Achieve gender equality and empower all women and girls,5.5,"Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",5.5.2,Proportion of women in managerial positions,1,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),2019.Q1.G.01,FEMALE,Female,G,Global,PERCENT,Percentage,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,,,,,,,,,,,Break in series: Methodology revised | Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,C,,,,,,,,,,,C,C,C,C,C,C,ILOSTAT - LFS - EU Labour Force Survey,,,,,,,,,,,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,,,,,,,,,,,,,,,,,,16.07,,,,,,,,,,,31.65,31.82,31.82,31.89,33.68,34.03,2016.0,34.03
BRA,-53.08432878,-10.77668561,76,Brazil,5,Achieve gender equality and empower all women and girls,5.5,"Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",5.5.2,Proportion of women in managerial positions,1,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),2019.Q1.G.01,FEMALE,Female,G,Global,PERCENT,Percentage,,,,,,,,,,,,,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,,,,,,,,,,,,,C,C,C,C,C,,,,,,,,,,,,,ILOSTAT - LFS - Quarterly Labour Force Survey,ILOSTAT - LFS - Quarterly Labour Force Survey,ILOSTAT - LFS - Quarterly Labour Force Survey,ILOSTAT - LFS - Quarterly Labour Force Survey,ILOSTAT - LFS - Quarterly Labour Force Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.44,36.95,37.37,37.97,38.23,2016.0,38.23
THA,101.0202951,15.13089239,764,Thailand,5,Achieve gender equality and empower all women and girls,5.5,"Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",5.5.2,Proportion of women in managerial positions,1,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),2019.Q1.G.01,FEMALE,Female,G,Global,PERCENT,Percentage,,,,,,,,,,,,Data reference period: Annual or annual average,Data reference period: Annual or annual average,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Data reference period: Third quarter | Population coverage: Excluding both institutional population and armed forces and/or conscripts,,,,,,,,,,,,C,C,C,C,C,C,,,,,,,,,,,,ILOSTAT - LFS - Labour force survey,ILOSTAT - LFS - Labour force survey,ILOSTAT - LFS - Labour force survey,ILOSTAT - LFS - Labour force survey,ILOSTAT - LFS - Labour force survey,ILOSTAT - LFS - Labour force survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.12,25.59,27.1,29.37,29.83,29.02,2016.0,29.02
TUR,35.42890329,38.9899684,792,Turkey,5,Achieve gender equality and empower all women and girls,5.5,"Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",5.5.2,Proportion of women in managerial positions,1,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),2019.Q1.G.01,FEMALE,Female,G,Global,PERCENT,Percentage,,,,,,,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Break in series: Methodology revised | Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,,,,,,,C,C,C,C,C,C,C,C,C,C,C,,,,,,,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,,,,,,,,,,,,,,,,,,,,,,,,17.26,18,19.38,20.08,18.76,13,14.34,16.57,15.54,14.43,16.7,2016.0,16.7
ALB,20.06660928,41.13897007,8,Albania,5,Achieve gender equality and empower all women and girls,5.5,"Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",5.5.2,Proportion of women in managerial positions,1,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),2019.Q1.G.01,FEMALE,Female,G,Global,PERCENT,Percentage,,,,,,,,,,Data reference period: Noncalendar year | Population coverage: Excluding both institutional population and armed forces and/or conscripts,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,ILOSTAT - LFS - Labour Force Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.47,,,,,,,,2009.0,22.47
UGA,32.39100438,1.279557331,800,Uganda,5,Achieve gender equality and empower all women and girls,5.5,"Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",5.5.2,Proportion of women in managerial positions,1,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),2019.Q1.G.01,FEMALE,Female,G,Global,PERCENT,Percentage,,,,,,,,,,,,,Repository: ILO-STATISTICS - Micro data processing,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,ILOSTAT - LFS - National Labour Force and Child Activities Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.47,,,,,2012.0,31.47
UKR,31.40270802,49.00735945,804,Ukraine,5,Achieve gender equality and empower all women and girls,5.5,"Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",5.5.2,Proportion of women in managerial positions,1,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),2019.Q1.G.01,FEMALE,Female,G,Global,PERCENT,Percentage,,,,,,,,,,"Data reference period: Annual or annual average | Geographical coverage: Total national, excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - maximum age: 70 years old","Data reference period: Annual or annual average | Geographical coverage: Total national, excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - maximum age: 70 years old",,,"Data reference period: Annual or annual average | Geographical coverage: Total national, excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - maximum age: 70 years old","Data reference period: Annual or annual average | Geographical coverage: Total national, excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - maximum age: 70 years old","Data reference period: Annual or annual average | Geographical coverage: Total national, excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - maximum age: 70 years old",,,,,,,,,,,C,C,,,C,C,C,,,,,,,,,,,ILOSTAT - LFS - Sample survey of the population (households) on economic activity,ILOSTAT - LFS - Sample survey of the population (households) on economic activity,,,ILOSTAT - LFS - Sample survey of the population (households) on economic activity,ILOSTAT - LFS - Sample survey of the population (households) on economic activity,ILOSTAT - LFS - Sample survey of the population (households) on economic activity,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.72,42.49,,,39.66,39.03,41.37,,2015.0,41.37
MKD,21.7007909,41.60048068,807,The former Yugoslav Republic of Macedonia,5,Achieve gender equality and empower all women and girls,5.5,"Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",5.5.2,Proportion of women in managerial positions,1,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),2019.Q1.G.01,FEMALE,Female,G,Global,PERCENT,Percentage,,,,,,,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Break in series: Methodology revised | Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,,,,,,,C,C,C,C,C,C,C,C,C,C,C,,,,,,,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,,,,,,,,,,,,,,,,,,,,,,,,23.56,30.82,30.23,36.89,30.69,26.29,23.28,24.67,25.95,23,27.27,2016.0,27.27
GBR,-2.23830539,53.27691757,826,United Kingdom of Great Britain and Northern Ireland,5,Achieve gender equality and empower all women and girls,5.5,"Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",5.5.2,Proportion of women in managerial positions,1,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),2019.Q1.G.01,FEMALE,Female,G,Global,PERCENT,Percentage,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Break in series: Methodology revised | Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Break in series: Methodology revised | Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,,,,,,,,,,,,,,,,,,34.69,29.62,31.39,31.47,32.46,33.61,34.26,34.35,34.75,35.38,35.98,32.12,32.39,32.31,32.87,32.42,33.81,2016.0,33.81
BLZ,-88.70199554,17.19965901,84,Belize,5,Achieve gender equality and empower all women and girls,5.5,"Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",5.5.2,Proportion of women in managerial positions,1,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),2019.Q1.G.01,FEMALE,Female,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,Data reference period: April | Age coverage - minimum age: 14 years old,Data reference period: April | Age coverage - minimum age: 14 years old,,,,,,,,,,,,,,,,C,C,,,,,,,,,,,,,,,,ILOSTAT - LFS - Labour force survey,ILOSTAT - LFS - Labour force survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.61,36.36,2016.0,36.36
URY,-56.01387025,-32.8002838,858,Uruguay,5,Achieve gender equality and empower all women and girls,5.5,"Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",5.5.2,Proportion of women in managerial positions,1,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),2019.Q1.G.01,FEMALE,Female,G,Global,PERCENT,Percentage,,,,,,,,,,,,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,,,,,,,,,,,,C,C,C,C,C,C,,,,,,,,,,,,ILOSTAT - LFS - Continous Household Survey,ILOSTAT - LFS - Continous Household Survey,ILOSTAT - LFS - Continous Household Survey,ILOSTAT - LFS - Continous Household Survey,ILOSTAT - LFS - Continous Household Survey,ILOSTAT - LFS - Continous Household Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.24,36.47,34.18,31.8,34.01,33.67,2016.0,33.67
WSM,-172.4430749,-13.61541469,882,Samoa,5,Achieve gender equality and empower all women and girls,5.5,"Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",5.5.2,Proportion of women in managerial positions,1,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),2019.Q1.G.01,FEMALE,Female,G,Global,PERCENT,Percentage,,,,,,,,,,,,,Break in series: Methodology revised | Repository: ILO-STATISTICS - Micro data processing,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,ILOSTAT - LFS - Labour force survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.63,,,,,2012.0,41.63
BRN,114.6288563,4.49736984,96,Brunei Darussalam,5,Achieve gender equality and empower all women and girls,5.5,"Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",5.5.2,Proportion of women in managerial positions,1,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),2019.Q1.G.01,FEMALE,Female,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,Break in series: Methodology revised | Repository: ILO-STATISTICS - Micro data processing | Data reference period: Annual or annual average,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,ILOSTAT - LFS - Labour force survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.51,,,2014.0,32.51
AFG,66.02688198,33.83160199,4,Afghanistan,5,Achieve gender equality and empower all women and girls,5.5,"Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",5.5.2,Proportion of women in managerial positions,1,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),2019.Q1.G.01,FEMALE,Female,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATA,21.47585697,-80.40897662,10,Antarctica,5,Achieve gender equality and empower all women and girls,5.5,"Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",5.5.2,Proportion of women in managerial positions,1,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),2019.Q1.G.01,FEMALE,Female,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASM,-170.7187269,-14.30587306,16,American Samoa,5,Achieve gender equality and empower all women and girls,5.5,"Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",5.5.2,Proportion of women in managerial positions,1,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),2019.Q1.G.01,FEMALE,Female,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AND,1.576257417,42.54548611,20,Andorra,5,Achieve gender equality and empower all women and girls,5.5,"Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",5.5.2,Proportion of women in managerial positions,1,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),2019.Q1.G.01,FEMALE,Female,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGO,17.57817062,-12.33724746,24,Angola,5,Achieve gender equality and empower all women and girls,5.5,"Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",5.5.2,Proportion of women in managerial positions,1,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),2019.Q1.G.01,FEMALE,Female,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,-61.7999755,17.07761471,28,Antigua and Barbuda,5,Achieve gender equality and empower all women and girls,5.5,"Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",5.5.2,Proportion of women in managerial positions,1,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),2019.Q1.G.01,FEMALE,Female,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AZE,50.01064725,40.39229544,31,Azerbaijan,5,Achieve gender equality and empower all women and girls,5.5,"Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",5.5.2,Proportion of women in managerial positions,1,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),2019.Q1.G.01,FEMALE,Female,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BHS,-78.05111663,24.69546597,44,Bahamas,5,Achieve gender equality and empower all women and girls,5.5,"Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",5.5.2,Proportion of women in managerial positions,1,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),2019.Q1.G.01,FEMALE,Female,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BHR,50.5490754,26.04407747,48,Bahrain,5,Achieve gender equality and empower all women and girls,5.5,"Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",5.5.2,Proportion of women in managerial positions,1,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),2019.Q1.G.01,FEMALE,Female,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BGD,89.17660788,22.86961622,50,Bangladesh,5,Achieve gender equality and empower all women and girls,5.5,"Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",5.5.2,Proportion of women in managerial positions,1,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),2019.Q1.G.01,FEMALE,Female,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARM,44.93839317,40.29499741,51,Armenia,5,Achieve gender equality and empower all women and girls,5.5,"Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",5.5.2,Proportion of women in managerial positions,1,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),2019.Q1.G.01,FEMALE,Female,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRB,-59.5346489,13.13648273,52,Barbados,5,Achieve gender equality and empower all women and girls,5.5,"Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",5.5.2,Proportion of women in managerial positions,1,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),2019.Q1.G.01,FEMALE,Female,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMU,-64.78155012,32.27881922,60,Bermuda,5,Achieve gender equality and empower all women and girls,5.5,"Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",5.5.2,Proportion of women in managerial positions,1,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),2019.Q1.G.01,FEMALE,Female,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BTN,90.45098484,27.39598568,64,Bhutan,5,Achieve gender equality and empower all women and girls,5.5,"Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",5.5.2,Proportion of women in managerial positions,1,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),2019.Q1.G.01,FEMALE,Female,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOL,-64.66224284,-16.71273412,68,Bolivia (Plurinational State of),5,Achieve gender equality and empower all women and girls,5.5,"Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",5.5.2,Proportion of women in managerial positions,1,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),2019.Q1.G.01,FEMALE,Female,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BWA,23.81380223,-22.18810073,72,Botswana,5,Achieve gender equality and empower all women and girls,5.5,"Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",5.5.2,Proportion of women in managerial positions,1,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),2019.Q1.G.01,FEMALE,Female,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BVT,3.410732868,-54.43295905,74,Bouvet Island,5,Achieve gender equality and empower all women and girls,5.5,"Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",5.5.2,Proportion of women in managerial positions,1,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),2019.Q1.G.01,FEMALE,Female,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IOT,72.38715553,-7.299281071,86,British Indian Ocean Territory,5,Achieve gender equality and empower all women and girls,5.5,"Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",5.5.2,Proportion of women in managerial positions,1,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),2019.Q1.G.01,FEMALE,Female,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLB,160.1584117,-9.622391719,90,Solomon Islands,5,Achieve gender equality and empower all women and girls,5.5,"Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",5.5.2,Proportion of women in managerial positions,1,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),2019.Q1.G.01,FEMALE,Female,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VGB,-64.63294223,18.42256578,92,British Virgin Islands,5,Achieve gender equality and empower all women and girls,5.5,"Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",5.5.2,Proportion of women in managerial positions,1,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),2019.Q1.G.01,FEMALE,Female,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
