"GeoArea_Code","GeoArea_Desc","ISO3CD","X","Y","GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","Units_Code","Units_Desc","Freq_Code","Freq_Desc","ReportingType_Code","ReportingType_Desc","Value_2017","Latest_Year","Latest_Value","Nature_Desc","Source"
"208","Denmark","DNK","9.326571283","56.03829721","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.15","Respect each country's policy space and leadership to establish and implement policies for poverty eradication and sustainable development","17.15.1","Extent of use of country-owned results frameworks and planning tools by providers of development cooperation","1","SG_PLN_PRVRICTRY","Proportion of results indicators drawn from country-led results frameworks - data by provider (%)","2019.Q1.G.01","PERCENT","Percentage","ANNUAL","Global","G","Global","58.148148",2017.0,"58.148148","Data nature not available","Organisation for Economic Co-operation and Development (OECD) and United Nations Development Programme (UNDP)."
"212","Dominica","DMA","-61.3493756","15.43391378","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.15","Respect each country's policy space and leadership to establish and implement policies for poverty eradication and sustainable development","17.15.1","Extent of use of country-owned results frameworks and planning tools by providers of development cooperation","1","SG_PLN_PRVRICTRY","Proportion of results indicators drawn from country-led results frameworks - data by provider (%)","2019.Q1.G.01","PERCENT","Percentage","ANNUAL","Global","G","Global","","","","",""
"214","Dominican Republic","DOM","-70.49847576","18.89832088","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.15","Respect each country's policy space and leadership to establish and implement policies for poverty eradication and sustainable development","17.15.1","Extent of use of country-owned results frameworks and planning tools by providers of development cooperation","1","SG_PLN_PRVRICTRY","Proportion of results indicators drawn from country-led results frameworks - data by provider (%)","2019.Q1.G.01","PERCENT","Percentage","ANNUAL","Global","G","Global","","","","",""
"218","Ecuador","ECU","-78.37005241","-1.447785891","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.15","Respect each country's policy space and leadership to establish and implement policies for poverty eradication and sustainable development","17.15.1","Extent of use of country-owned results frameworks and planning tools by providers of development cooperation","1","SG_PLN_PRVRICTRY","Proportion of results indicators drawn from country-led results frameworks - data by provider (%)","2019.Q1.G.01","PERCENT","Percentage","ANNUAL","Global","G","Global","","","","",""
"222","El Salvador","SLV","-88.86862995","13.73603564","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.15","Respect each country's policy space and leadership to establish and implement policies for poverty eradication and sustainable development","17.15.1","Extent of use of country-owned results frameworks and planning tools by providers of development cooperation","1","SG_PLN_PRVRICTRY","Proportion of results indicators drawn from country-led results frameworks - data by provider (%)","2019.Q1.G.01","PERCENT","Percentage","ANNUAL","Global","G","Global","","","","",""
"226","Equatorial Guinea","GNQ","10.46535826","1.565792376","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.15","Respect each country's policy space and leadership to establish and implement policies for poverty eradication and sustainable development","17.15.1","Extent of use of country-owned results frameworks and planning tools by providers of development cooperation","1","SG_PLN_PRVRICTRY","Proportion of results indicators drawn from country-led results frameworks - data by provider (%)","2019.Q1.G.01","PERCENT","Percentage","ANNUAL","Global","G","Global","","","","",""
"231","Ethiopia","ETH","39.63505296","8.631223181","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.15","Respect each country's policy space and leadership to establish and implement policies for poverty eradication and sustainable development","17.15.1","Extent of use of country-owned results frameworks and planning tools by providers of development cooperation","1","SG_PLN_PRVRICTRY","Proportion of results indicators drawn from country-led results frameworks - data by provider (%)","2019.Q1.G.01","PERCENT","Percentage","ANNUAL","Global","G","Global","","","","",""
"232","Eritrea","ERI","38.11074289","16.12894644","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.15","Respect each country's policy space and leadership to establish and implement policies for poverty eradication and sustainable development","17.15.1","Extent of use of country-owned results frameworks and planning tools by providers of development cooperation","1","SG_PLN_PRVRICTRY","Proportion of results indicators drawn from country-led results frameworks - data by provider (%)","2019.Q1.G.01","PERCENT","Percentage","ANNUAL","Global","G","Global","","","","",""
"233","Estonia","EST","25.84093481","58.68487172","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.15","Respect each country's policy space and leadership to establish and implement policies for poverty eradication and sustainable development","17.15.1","Extent of use of country-owned results frameworks and planning tools by providers of development cooperation","1","SG_PLN_PRVRICTRY","Proportion of results indicators drawn from country-led results frameworks - data by provider (%)","2019.Q1.G.01","PERCENT","Percentage","ANNUAL","Global","G","Global","","","","",""
"234","Faroe Islands","FRO","-7.122044325","62.21228119","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.15","Respect each country's policy space and leadership to establish and implement policies for poverty eradication and sustainable development","17.15.1","Extent of use of country-owned results frameworks and planning tools by providers of development cooperation","1","SG_PLN_PRVRICTRY","Proportion of results indicators drawn from country-led results frameworks - data by provider (%)","2019.Q1.G.01","PERCENT","Percentage","ANNUAL","Global","G","Global","","","","",""
"238","Falkland Islands (Malvinas)","FLK","-58.75246778","-51.74562601","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.15","Respect each country's policy space and leadership to establish and implement policies for poverty eradication and sustainable development","17.15.1","Extent of use of country-owned results frameworks and planning tools by providers of development cooperation","1","SG_PLN_PRVRICTRY","Proportion of results indicators drawn from country-led results frameworks - data by provider (%)","2019.Q1.G.01","PERCENT","Percentage","ANNUAL","Global","G","Global","","","","",""
"239","South Georgia and the South Sandwich Islands","SGS","-36.90662765","-54.20736749","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.15","Respect each country's policy space and leadership to establish and implement policies for poverty eradication and sustainable development","17.15.1","Extent of use of country-owned results frameworks and planning tools by providers of development cooperation","1","SG_PLN_PRVRICTRY","Proportion of results indicators drawn from country-led results frameworks - data by provider (%)","2019.Q1.G.01","PERCENT","Percentage","ANNUAL","Global","G","Global","","","","",""
"242","Fiji","FJI","177.9660884","-17.83301566","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.15","Respect each country's policy space and leadership to establish and implement policies for poverty eradication and sustainable development","17.15.1","Extent of use of country-owned results frameworks and planning tools by providers of development cooperation","1","SG_PLN_PRVRICTRY","Proportion of results indicators drawn from country-led results frameworks - data by provider (%)","2019.Q1.G.01","PERCENT","Percentage","ANNUAL","Global","G","Global","","","","",""
"246","Finland","FIN","23.308447","61.91586738","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.15","Respect each country's policy space and leadership to establish and implement policies for poverty eradication and sustainable development","17.15.1","Extent of use of country-owned results frameworks and planning tools by providers of development cooperation","1","SG_PLN_PRVRICTRY","Proportion of results indicators drawn from country-led results frameworks - data by provider (%)","2019.Q1.G.01","PERCENT","Percentage","ANNUAL","Global","G","Global","74.597403",2017.0,"74.597403","Data nature not available","Organisation for Economic Co-operation and Development (OECD) and United Nations Development Programme (UNDP)."
"248","Åland Islands","ALA","19.80945969","60.1544901","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.15","Respect each country's policy space and leadership to establish and implement policies for poverty eradication and sustainable development","17.15.1","Extent of use of country-owned results frameworks and planning tools by providers of development cooperation","1","SG_PLN_PRVRICTRY","Proportion of results indicators drawn from country-led results frameworks - data by provider (%)","2019.Q1.G.01","PERCENT","Percentage","ANNUAL","Global","G","Global","","","","",""
"250","France","FRA","2.457288129","46.62660861","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.15","Respect each country's policy space and leadership to establish and implement policies for poverty eradication and sustainable development","17.15.1","Extent of use of country-owned results frameworks and planning tools by providers of development cooperation","1","SG_PLN_PRVRICTRY","Proportion of results indicators drawn from country-led results frameworks - data by provider (%)","2019.Q1.G.01","PERCENT","Percentage","ANNUAL","Global","G","Global","53.792614",2017.0,"53.792614","Data nature not available","Organisation for Economic Co-operation and Development (OECD) and United Nations Development Programme (UNDP)."
"254","French Guiana","GUF","-53.23619089","3.922673437","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.15","Respect each country's policy space and leadership to establish and implement policies for poverty eradication and sustainable development","17.15.1","Extent of use of country-owned results frameworks and planning tools by providers of development cooperation","1","SG_PLN_PRVRICTRY","Proportion of results indicators drawn from country-led results frameworks - data by provider (%)","2019.Q1.G.01","PERCENT","Percentage","ANNUAL","Global","G","Global","","","","",""
"258","French Polynesia","PYF","-149.4052367","-17.67709294","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.15","Respect each country's policy space and leadership to establish and implement policies for poverty eradication and sustainable development","17.15.1","Extent of use of country-owned results frameworks and planning tools by providers of development cooperation","1","SG_PLN_PRVRICTRY","Proportion of results indicators drawn from country-led results frameworks - data by provider (%)","2019.Q1.G.01","PERCENT","Percentage","ANNUAL","Global","G","Global","","","","",""
"260","French Southern Territories","ATF","69.64849091","-49.6068576","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.15","Respect each country's policy space and leadership to establish and implement policies for poverty eradication and sustainable development","17.15.1","Extent of use of country-owned results frameworks and planning tools by providers of development cooperation","1","SG_PLN_PRVRICTRY","Proportion of results indicators drawn from country-led results frameworks - data by provider (%)","2019.Q1.G.01","PERCENT","Percentage","ANNUAL","Global","G","Global","","","","",""
"262","Djibouti","DJI","42.18274707","11.56004161","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.15","Respect each country's policy space and leadership to establish and implement policies for poverty eradication and sustainable development","17.15.1","Extent of use of country-owned results frameworks and planning tools by providers of development cooperation","1","SG_PLN_PRVRICTRY","Proportion of results indicators drawn from country-led results frameworks - data by provider (%)","2019.Q1.G.01","PERCENT","Percentage","ANNUAL","Global","G","Global","","","","",""
"266","Gabon","GAB","11.78727747","-0.60687619","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.15","Respect each country's policy space and leadership to establish and implement policies for poverty eradication and sustainable development","17.15.1","Extent of use of country-owned results frameworks and planning tools by providers of development cooperation","1","SG_PLN_PRVRICTRY","Proportion of results indicators drawn from country-led results frameworks - data by provider (%)","2019.Q1.G.01","PERCENT","Percentage","ANNUAL","Global","G","Global","","","","",""
"268","Georgia","GEO","43.3713615","42.04813028","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.15","Respect each country's policy space and leadership to establish and implement policies for poverty eradication and sustainable development","17.15.1","Extent of use of country-owned results frameworks and planning tools by providers of development cooperation","1","SG_PLN_PRVRICTRY","Proportion of results indicators drawn from country-led results frameworks - data by provider (%)","2019.Q1.G.01","PERCENT","Percentage","ANNUAL","Global","G","Global","","","","",""
"270","Gambia","GMB","-15.39944785","13.45295927","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.15","Respect each country's policy space and leadership to establish and implement policies for poverty eradication and sustainable development","17.15.1","Extent of use of country-owned results frameworks and planning tools by providers of development cooperation","1","SG_PLN_PRVRICTRY","Proportion of results indicators drawn from country-led results frameworks - data by provider (%)","2019.Q1.G.01","PERCENT","Percentage","ANNUAL","Global","G","Global","","","","",""
"275","State of Palestine","PSE","35.25694122","31.94347933","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.15","Respect each country's policy space and leadership to establish and implement policies for poverty eradication and sustainable development","17.15.1","Extent of use of country-owned results frameworks and planning tools by providers of development cooperation","1","SG_PLN_PRVRICTRY","Proportion of results indicators drawn from country-led results frameworks - data by provider (%)","2019.Q1.G.01","PERCENT","Percentage","ANNUAL","Global","G","Global","","","","",""
"276","Germany","DEU","10.3806066","51.08862743","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.15","Respect each country's policy space and leadership to establish and implement policies for poverty eradication and sustainable development","17.15.1","Extent of use of country-owned results frameworks and planning tools by providers of development cooperation","1","SG_PLN_PRVRICTRY","Proportion of results indicators drawn from country-led results frameworks - data by provider (%)","2019.Q1.G.01","PERCENT","Percentage","ANNUAL","Global","G","Global","54.718456",2017.0,"54.718456","Data nature not available","Organisation for Economic Co-operation and Development (OECD) and United Nations Development Programme (UNDP)."
"288","Ghana","GHA","-1.205623522","7.964825185","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.15","Respect each country's policy space and leadership to establish and implement policies for poverty eradication and sustainable development","17.15.1","Extent of use of country-owned results frameworks and planning tools by providers of development cooperation","1","SG_PLN_PRVRICTRY","Proportion of results indicators drawn from country-led results frameworks - data by provider (%)","2019.Q1.G.01","PERCENT","Percentage","ANNUAL","Global","G","Global","","","","",""
"292","Gibraltar","GIB","-5.347561686","36.13895036","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.15","Respect each country's policy space and leadership to establish and implement policies for poverty eradication and sustainable development","17.15.1","Extent of use of country-owned results frameworks and planning tools by providers of development cooperation","1","SG_PLN_PRVRICTRY","Proportion of results indicators drawn from country-led results frameworks - data by provider (%)","2019.Q1.G.01","PERCENT","Percentage","ANNUAL","Global","G","Global","","","","",""
"296","Kiribati","KIR","-157.5643005","1.768837732","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.15","Respect each country's policy space and leadership to establish and implement policies for poverty eradication and sustainable development","17.15.1","Extent of use of country-owned results frameworks and planning tools by providers of development cooperation","1","SG_PLN_PRVRICTRY","Proportion of results indicators drawn from country-led results frameworks - data by provider (%)","2019.Q1.G.01","PERCENT","Percentage","ANNUAL","Global","G","Global","","","","",""
"300","Greece","GRC","22.58307827","39.47301873","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.15","Respect each country's policy space and leadership to establish and implement policies for poverty eradication and sustainable development","17.15.1","Extent of use of country-owned results frameworks and planning tools by providers of development cooperation","1","SG_PLN_PRVRICTRY","Proportion of results indicators drawn from country-led results frameworks - data by provider (%)","2019.Q1.G.01","PERCENT","Percentage","ANNUAL","Global","G","Global","","","","",""
"304","Greenland","GRL","-41.39371316","74.75625681","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.15","Respect each country's policy space and leadership to establish and implement policies for poverty eradication and sustainable development","17.15.1","Extent of use of country-owned results frameworks and planning tools by providers of development cooperation","1","SG_PLN_PRVRICTRY","Proportion of results indicators drawn from country-led results frameworks - data by provider (%)","2019.Q1.G.01","PERCENT","Percentage","ANNUAL","Global","G","Global","","","","",""
"308","Grenada","GRD","-61.68248568","12.11238395","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.15","Respect each country's policy space and leadership to establish and implement policies for poverty eradication and sustainable development","17.15.1","Extent of use of country-owned results frameworks and planning tools by providers of development cooperation","1","SG_PLN_PRVRICTRY","Proportion of results indicators drawn from country-led results frameworks - data by provider (%)","2019.Q1.G.01","PERCENT","Percentage","ANNUAL","Global","G","Global","","","","",""
"312","Guadeloupe","GLP","-61.64762115","16.14416917","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.15","Respect each country's policy space and leadership to establish and implement policies for poverty eradication and sustainable development","17.15.1","Extent of use of country-owned results frameworks and planning tools by providers of development cooperation","1","SG_PLN_PRVRICTRY","Proportion of results indicators drawn from country-led results frameworks - data by provider (%)","2019.Q1.G.01","PERCENT","Percentage","ANNUAL","Global","G","Global","","","","",""
"316","Guam","GUM","144.7029305","13.35485404","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.15","Respect each country's policy space and leadership to establish and implement policies for poverty eradication and sustainable development","17.15.1","Extent of use of country-owned results frameworks and planning tools by providers of development cooperation","1","SG_PLN_PRVRICTRY","Proportion of results indicators drawn from country-led results frameworks - data by provider (%)","2019.Q1.G.01","PERCENT","Percentage","ANNUAL","Global","G","Global","","","","",""
"320","Guatemala","GTM","-91.2312746","15.00273719","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.15","Respect each country's policy space and leadership to establish and implement policies for poverty eradication and sustainable development","17.15.1","Extent of use of country-owned results frameworks and planning tools by providers of development cooperation","1","SG_PLN_PRVRICTRY","Proportion of results indicators drawn from country-led results frameworks - data by provider (%)","2019.Q1.G.01","PERCENT","Percentage","ANNUAL","Global","G","Global","","","","",""
"324","Guinea","GIN","-11.28173419","11.00210343","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.15","Respect each country's policy space and leadership to establish and implement policies for poverty eradication and sustainable development","17.15.1","Extent of use of country-owned results frameworks and planning tools by providers of development cooperation","1","SG_PLN_PRVRICTRY","Proportion of results indicators drawn from country-led results frameworks - data by provider (%)","2019.Q1.G.01","PERCENT","Percentage","ANNUAL","Global","G","Global","","","","",""
"328","Guyana","GUY","-58.97322037","4.788012784","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.15","Respect each country's policy space and leadership to establish and implement policies for poverty eradication and sustainable development","17.15.1","Extent of use of country-owned results frameworks and planning tools by providers of development cooperation","1","SG_PLN_PRVRICTRY","Proportion of results indicators drawn from country-led results frameworks - data by provider (%)","2019.Q1.G.01","PERCENT","Percentage","ANNUAL","Global","G","Global","","","","",""
"332","Haiti","HTI","-72.33640958","18.40426539","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.15","Respect each country's policy space and leadership to establish and implement policies for poverty eradication and sustainable development","17.15.1","Extent of use of country-owned results frameworks and planning tools by providers of development cooperation","1","SG_PLN_PRVRICTRY","Proportion of results indicators drawn from country-led results frameworks - data by provider (%)","2019.Q1.G.01","PERCENT","Percentage","ANNUAL","Global","G","Global","","","","",""
"334","Heard Island and McDonald Islands","HMD","73.52633626","-53.09106147","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.15","Respect each country's policy space and leadership to establish and implement policies for poverty eradication and sustainable development","17.15.1","Extent of use of country-owned results frameworks and planning tools by providers of development cooperation","1","SG_PLN_PRVRICTRY","Proportion of results indicators drawn from country-led results frameworks - data by provider (%)","2019.Q1.G.01","PERCENT","Percentage","ANNUAL","Global","G","Global","","","","",""
"336","Holy See","VAT","12.45315803","41.90343751","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.15","Respect each country's policy space and leadership to establish and implement policies for poverty eradication and sustainable development","17.15.1","Extent of use of country-owned results frameworks and planning tools by providers of development cooperation","1","SG_PLN_PRVRICTRY","Proportion of results indicators drawn from country-led results frameworks - data by provider (%)","2019.Q1.G.01","PERCENT","Percentage","ANNUAL","Global","G","Global","","","","",""
"340","Honduras","HND","-86.59974381","14.82243161","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.15","Respect each country's policy space and leadership to establish and implement policies for poverty eradication and sustainable development","17.15.1","Extent of use of country-owned results frameworks and planning tools by providers of development cooperation","1","SG_PLN_PRVRICTRY","Proportion of results indicators drawn from country-led results frameworks - data by provider (%)","2019.Q1.G.01","PERCENT","Percentage","ANNUAL","Global","G","Global","","","","",""
"344","China, Hong Kong Special Administrative Region","HKG","114.0266445","22.41749934","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.15","Respect each country's policy space and leadership to establish and implement policies for poverty eradication and sustainable development","17.15.1","Extent of use of country-owned results frameworks and planning tools by providers of development cooperation","1","SG_PLN_PRVRICTRY","Proportion of results indicators drawn from country-led results frameworks - data by provider (%)","2019.Q1.G.01","PERCENT","Percentage","ANNUAL","Global","G","Global","","","","",""
"348","Hungary","HUN","19.41221519","47.1651448","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.15","Respect each country's policy space and leadership to establish and implement policies for poverty eradication and sustainable development","17.15.1","Extent of use of country-owned results frameworks and planning tools by providers of development cooperation","1","SG_PLN_PRVRICTRY","Proportion of results indicators drawn from country-led results frameworks - data by provider (%)","2019.Q1.G.01","PERCENT","Percentage","ANNUAL","Global","G","Global","","","","",""
"352","Iceland","ISL","-19.02116966","64.79134763","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.15","Respect each country's policy space and leadership to establish and implement policies for poverty eradication and sustainable development","17.15.1","Extent of use of country-owned results frameworks and planning tools by providers of development cooperation","1","SG_PLN_PRVRICTRY","Proportion of results indicators drawn from country-led results frameworks - data by provider (%)","2019.Q1.G.01","PERCENT","Percentage","ANNUAL","Global","G","Global","100",2017.0,"100","Data nature not available","Organisation for Economic Co-operation and Development (OECD) and United Nations Development Programme (UNDP)."
"356","India","IND","79.3608464","22.34642074","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.15","Respect each country's policy space and leadership to establish and implement policies for poverty eradication and sustainable development","17.15.1","Extent of use of country-owned results frameworks and planning tools by providers of development cooperation","1","SG_PLN_PRVRICTRY","Proportion of results indicators drawn from country-led results frameworks - data by provider (%)","2019.Q1.G.01","PERCENT","Percentage","ANNUAL","Global","G","Global","","","","",""
"360","Indonesia","IDN","113.9174","-0.994582204","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.15","Respect each country's policy space and leadership to establish and implement policies for poverty eradication and sustainable development","17.15.1","Extent of use of country-owned results frameworks and planning tools by providers of development cooperation","1","SG_PLN_PRVRICTRY","Proportion of results indicators drawn from country-led results frameworks - data by provider (%)","2019.Q1.G.01","PERCENT","Percentage","ANNUAL","Global","G","Global","","","","",""
"364","Iran (Islamic Republic of)","IRN","54.19766348","32.74370885","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.15","Respect each country's policy space and leadership to establish and implement policies for poverty eradication and sustainable development","17.15.1","Extent of use of country-owned results frameworks and planning tools by providers of development cooperation","1","SG_PLN_PRVRICTRY","Proportion of results indicators drawn from country-led results frameworks - data by provider (%)","2019.Q1.G.01","PERCENT","Percentage","ANNUAL","Global","G","Global","","","","",""
"368","Iraq","IRQ","43.76606267","33.05013795","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.15","Respect each country's policy space and leadership to establish and implement policies for poverty eradication and sustainable development","17.15.1","Extent of use of country-owned results frameworks and planning tools by providers of development cooperation","1","SG_PLN_PRVRICTRY","Proportion of results indicators drawn from country-led results frameworks - data by provider (%)","2019.Q1.G.01","PERCENT","Percentage","ANNUAL","Global","G","Global","","","","",""
"372","Ireland","IRL","-7.121425272","53.25274054","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.15","Respect each country's policy space and leadership to establish and implement policies for poverty eradication and sustainable development","17.15.1","Extent of use of country-owned results frameworks and planning tools by providers of development cooperation","1","SG_PLN_PRVRICTRY","Proportion of results indicators drawn from country-led results frameworks - data by provider (%)","2019.Q1.G.01","PERCENT","Percentage","ANNUAL","Global","G","Global","65.230224",2017.0,"65.230224","Data nature not available","Organisation for Economic Co-operation and Development (OECD) and United Nations Development Programme (UNDP)."
"376","Israel","ISR","34.62277992","31.06164552","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.15","Respect each country's policy space and leadership to establish and implement policies for poverty eradication and sustainable development","17.15.1","Extent of use of country-owned results frameworks and planning tools by providers of development cooperation","1","SG_PLN_PRVRICTRY","Proportion of results indicators drawn from country-led results frameworks - data by provider (%)","2019.Q1.G.01","PERCENT","Percentage","ANNUAL","Global","G","Global","","","","",""
"380","Italy","ITA","12.57022427","42.79917282","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.15","Respect each country's policy space and leadership to establish and implement policies for poverty eradication and sustainable development","17.15.1","Extent of use of country-owned results frameworks and planning tools by providers of development cooperation","1","SG_PLN_PRVRICTRY","Proportion of results indicators drawn from country-led results frameworks - data by provider (%)","2019.Q1.G.01","PERCENT","Percentage","ANNUAL","Global","G","Global","54.752861",2017.0,"54.752861","Data nature not available","Organisation for Economic Co-operation and Development (OECD) and United Nations Development Programme (UNDP)."
"384","Côte d'Ivoire","CIV","-5.552690016","7.62211586","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.15","Respect each country's policy space and leadership to establish and implement policies for poverty eradication and sustainable development","17.15.1","Extent of use of country-owned results frameworks and planning tools by providers of development cooperation","1","SG_PLN_PRVRICTRY","Proportion of results indicators drawn from country-led results frameworks - data by provider (%)","2019.Q1.G.01","PERCENT","Percentage","ANNUAL","Global","G","Global","","","","",""
"388","Jamaica","JAM","-77.31068409","18.15616857","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.15","Respect each country's policy space and leadership to establish and implement policies for poverty eradication and sustainable development","17.15.1","Extent of use of country-owned results frameworks and planning tools by providers of development cooperation","1","SG_PLN_PRVRICTRY","Proportion of results indicators drawn from country-led results frameworks - data by provider (%)","2019.Q1.G.01","PERCENT","Percentage","ANNUAL","Global","G","Global","","","","",""
"392","Japan","JPN","139.2716103","36.6554539","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.15","Respect each country's policy space and leadership to establish and implement policies for poverty eradication and sustainable development","17.15.1","Extent of use of country-owned results frameworks and planning tools by providers of development cooperation","1","SG_PLN_PRVRICTRY","Proportion of results indicators drawn from country-led results frameworks - data by provider (%)","2019.Q1.G.01","PERCENT","Percentage","ANNUAL","Global","G","Global","70.416867",2017.0,"70.416867","Data nature not available","Organisation for Economic Co-operation and Development (OECD) and United Nations Development Programme (UNDP)."
"398","Kazakhstan","KAZ","66.65359159","48.01963494","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.15","Respect each country's policy space and leadership to establish and implement policies for poverty eradication and sustainable development","17.15.1","Extent of use of country-owned results frameworks and planning tools by providers of development cooperation","1","SG_PLN_PRVRICTRY","Proportion of results indicators drawn from country-led results frameworks - data by provider (%)","2019.Q1.G.01","PERCENT","Percentage","ANNUAL","Global","G","Global","","","","",""
"400","Jordan","JOR","37.13024774","30.65365973","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.15","Respect each country's policy space and leadership to establish and implement policies for poverty eradication and sustainable development","17.15.1","Extent of use of country-owned results frameworks and planning tools by providers of development cooperation","1","SG_PLN_PRVRICTRY","Proportion of results indicators drawn from country-led results frameworks - data by provider (%)","2019.Q1.G.01","PERCENT","Percentage","ANNUAL","Global","G","Global","","","","",""
"404","Kenya","KEN","37.86096816","0.534797278","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.15","Respect each country's policy space and leadership to establish and implement policies for poverty eradication and sustainable development","17.15.1","Extent of use of country-owned results frameworks and planning tools by providers of development cooperation","1","SG_PLN_PRVRICTRY","Proportion of results indicators drawn from country-led results frameworks - data by provider (%)","2019.Q1.G.01","PERCENT","Percentage","ANNUAL","Global","G","Global","","","","",""
"408","Democratic People's Republic of Korea","PRK","127.1803633","40.1462645","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.15","Respect each country's policy space and leadership to establish and implement policies for poverty eradication and sustainable development","17.15.1","Extent of use of country-owned results frameworks and planning tools by providers of development cooperation","1","SG_PLN_PRVRICTRY","Proportion of results indicators drawn from country-led results frameworks - data by provider (%)","2019.Q1.G.01","PERCENT","Percentage","ANNUAL","Global","G","Global","","","","",""
"410","Republic of Korea","KOR","127.8610254","36.45201023","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.15","Respect each country's policy space and leadership to establish and implement policies for poverty eradication and sustainable development","17.15.1","Extent of use of country-owned results frameworks and planning tools by providers of development cooperation","1","SG_PLN_PRVRICTRY","Proportion of results indicators drawn from country-led results frameworks - data by provider (%)","2019.Q1.G.01","PERCENT","Percentage","ANNUAL","Global","G","Global","61.060606",2017.0,"61.060606","Data nature not available","Organisation for Economic Co-operation and Development (OECD) and United Nations Development Programme (UNDP)."
