"GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","TypeOfOccupation_Code","TypeOfOccupation_Desc","ReportingType_Code","ReportingType_Desc","Nature_Code","Nature_Desc","Units_Code","Units_Desc","GeoArea_Code","GeoArea_Desc","Year","TimeDetail","Value","ValueType","Source","Footnotes","ISO3CD","X","Y"
"3","Ensure healthy lives and promote well-being for all at all ages","3.c","Substantially increase health financing and the recruitment, development, training and retention of the health workforce in developing countries, especially in least developed countries and small island developing States","3.c.1","Health worker density and distribution","1","SH_MED_HEAWOR","Health worker density, by type of occupation (per 1,000 population)","2019.Q1.G.01","PHAR","Pharmaceutical personnel","G","Global","C","Country data","PER_1000_POP","Per 1,000 population","24","Angola",2004.0,"","0.053","Float","Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.","","AGO","17.57817062","-12.33724746"
"3","Ensure healthy lives and promote well-being for all at all ages","3.c","Substantially increase health financing and the recruitment, development, training and retention of the health workforce in developing countries, especially in least developed countries and small island developing States","3.c.1","Health worker density and distribution","1","SH_MED_HEAWOR","Health worker density, by type of occupation (per 1,000 population)","2019.Q1.G.01","PHYS","Physicians","G","Global","C","Country data","PER_1000_POP","Per 1,000 population","24","Angola",2004.0,"","0.067","Float","Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.","","AGO","17.57817062","-12.33724746"
"3","Ensure healthy lives and promote well-being for all at all ages","3.c","Substantially increase health financing and the recruitment, development, training and retention of the health workforce in developing countries, especially in least developed countries and small island developing States","3.c.1","Health worker density and distribution","1","SH_MED_HEAWOR","Health worker density, by type of occupation (per 1,000 population)","2019.Q1.G.01","DENT","Dentistry personnel","G","Global","C","Country data","PER_1000_POP","Per 1,000 population","24","Angola",2004.0,"","0.013","Float","Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.","","AGO","17.57817062","-12.33724746"
"3","Ensure healthy lives and promote well-being for all at all ages","3.c","Substantially increase health financing and the recruitment, development, training and retention of the health workforce in developing countries, especially in least developed countries and small island developing States","3.c.1","Health worker density and distribution","1","SH_MED_HEAWOR","Health worker density, by type of occupation (per 1,000 population)","2019.Q1.G.01","NURS","Nursing and midwifery personnel","G","Global","C","Country data","PER_1000_POP","Per 1,000 population","24","Angola",2004.0,"","1.069","Float","Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.","","AGO","17.57817062","-12.33724746"
"3","Ensure healthy lives and promote well-being for all at all ages","3.c","Substantially increase health financing and the recruitment, development, training and retention of the health workforce in developing countries, especially in least developed countries and small island developing States","3.c.1","Health worker density and distribution","1","SH_MED_HEAWOR","Health worker density, by type of occupation (per 1,000 population)","2019.Q1.G.01","PHYS","Physicians","G","Global","C","Country data","PER_1000_POP","Per 1,000 population","24","Angola",2009.0,"","0.144","Float","Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.","","AGO","17.57817062","-12.33724746"
"3","Ensure healthy lives and promote well-being for all at all ages","3.c","Substantially increase health financing and the recruitment, development, training and retention of the health workforce in developing countries, especially in least developed countries and small island developing States","3.c.1","Health worker density and distribution","1","SH_MED_HEAWOR","Health worker density, by type of occupation (per 1,000 population)","2019.Q1.G.01","NURS","Nursing and midwifery personnel","G","Global","C","Country data","PER_1000_POP","Per 1,000 population","24","Angola",2009.0,"","1.442","Float","Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.","","AGO","17.57817062","-12.33724746"
"3","Ensure healthy lives and promote well-being for all at all ages","3.c","Substantially increase health financing and the recruitment, development, training and retention of the health workforce in developing countries, especially in least developed countries and small island developing States","3.c.1","Health worker density and distribution","1","SH_MED_HEAWOR","Health worker density, by type of occupation (per 1,000 population)","2019.Q1.G.01","DENT","Dentistry personnel","G","Global","C","Country data","PER_1000_POP","Per 1,000 population","32","Argentina",2001.0,"","0.959","Float","Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.","","ARG","-65.14563274","-35.19446255"
"3","Ensure healthy lives and promote well-being for all at all ages","3.c","Substantially increase health financing and the recruitment, development, training and retention of the health workforce in developing countries, especially in least developed countries and small island developing States","3.c.1","Health worker density and distribution","1","SH_MED_HEAWOR","Health worker density, by type of occupation (per 1,000 population)","2019.Q1.G.01","PHYS","Physicians","G","Global","C","Country data","PER_1000_POP","Per 1,000 population","32","Argentina",2001.0,"","3.231","Float","Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.","","ARG","-65.14563274","-35.19446255"
"3","Ensure healthy lives and promote well-being for all at all ages","3.c","Substantially increase health financing and the recruitment, development, training and retention of the health workforce in developing countries, especially in least developed countries and small island developing States","3.c.1","Health worker density and distribution","1","SH_MED_HEAWOR","Health worker density, by type of occupation (per 1,000 population)","2019.Q1.G.01","NURS","Nursing and midwifery personnel","G","Global","C","Country data","PER_1000_POP","Per 1,000 population","32","Argentina",2001.0,"","0.443","Float","Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.","","ARG","-65.14563274","-35.19446255"
"3","Ensure healthy lives and promote well-being for all at all ages","3.c","Substantially increase health financing and the recruitment, development, training and retention of the health workforce in developing countries, especially in least developed countries and small island developing States","3.c.1","Health worker density and distribution","1","SH_MED_HEAWOR","Health worker density, by type of occupation (per 1,000 population)","2019.Q1.G.01","PHAR","Pharmaceutical personnel","G","Global","C","Country data","PER_1000_POP","Per 1,000 population","32","Argentina",2001.0,"","0.565","Float","Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.","","ARG","-65.14563274","-35.19446255"
"3","Ensure healthy lives and promote well-being for all at all ages","3.c","Substantially increase health financing and the recruitment, development, training and retention of the health workforce in developing countries, especially in least developed countries and small island developing States","3.c.1","Health worker density and distribution","1","SH_MED_HEAWOR","Health worker density, by type of occupation (per 1,000 population)","2019.Q1.G.01","PHAR","Pharmaceutical personnel","G","Global","C","Country data","PER_1000_POP","Per 1,000 population","32","Argentina",2004.0,"","0.504","Float","Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.","","ARG","-65.14563274","-35.19446255"
"3","Ensure healthy lives and promote well-being for all at all ages","3.c","Substantially increase health financing and the recruitment, development, training and retention of the health workforce in developing countries, especially in least developed countries and small island developing States","3.c.1","Health worker density and distribution","1","SH_MED_HEAWOR","Health worker density, by type of occupation (per 1,000 population)","2019.Q1.G.01","PHYS","Physicians","G","Global","C","Country data","PER_1000_POP","Per 1,000 population","32","Argentina",2004.0,"","3.166","Float","Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.","","ARG","-65.14563274","-35.19446255"
"3","Ensure healthy lives and promote well-being for all at all ages","3.c","Substantially increase health financing and the recruitment, development, training and retention of the health workforce in developing countries, especially in least developed countries and small island developing States","3.c.1","Health worker density and distribution","1","SH_MED_HEAWOR","Health worker density, by type of occupation (per 1,000 population)","2019.Q1.G.01","NURS","Nursing and midwifery personnel","G","Global","C","Country data","PER_1000_POP","Per 1,000 population","32","Argentina",2004.0,"","0.482","Float","Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.","","ARG","-65.14563274","-35.19446255"
"3","Ensure healthy lives and promote well-being for all at all ages","3.c","Substantially increase health financing and the recruitment, development, training and retention of the health workforce in developing countries, especially in least developed countries and small island developing States","3.c.1","Health worker density and distribution","1","SH_MED_HEAWOR","Health worker density, by type of occupation (per 1,000 population)","2019.Q1.G.01","DENT","Dentistry personnel","G","Global","C","Country data","PER_1000_POP","Per 1,000 population","32","Argentina",2004.0,"","0.919","Float","Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.","","ARG","-65.14563274","-35.19446255"
"3","Ensure healthy lives and promote well-being for all at all ages","3.c","Substantially increase health financing and the recruitment, development, training and retention of the health workforce in developing countries, especially in least developed countries and small island developing States","3.c.1","Health worker density and distribution","1","SH_MED_HEAWOR","Health worker density, by type of occupation (per 1,000 population)","2019.Q1.G.01","PHYS","Physicians","G","Global","C","Country data","PER_1000_POP","Per 1,000 population","32","Argentina",2013.0,"","3.907","Float","Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.","","ARG","-65.14563274","-35.19446255"
"3","Ensure healthy lives and promote well-being for all at all ages","3.c","Substantially increase health financing and the recruitment, development, training and retention of the health workforce in developing countries, especially in least developed countries and small island developing States","3.c.1","Health worker density and distribution","1","SH_MED_HEAWOR","Health worker density, by type of occupation (per 1,000 population)","2019.Q1.G.01","NURS","Nursing and midwifery personnel","G","Global","C","Country data","PER_1000_POP","Per 1,000 population","32","Argentina",2013.0,"","4.212","Float","Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.","","ARG","-65.14563274","-35.19446255"
"3","Ensure healthy lives and promote well-being for all at all ages","3.c","Substantially increase health financing and the recruitment, development, training and retention of the health workforce in developing countries, especially in least developed countries and small island developing States","3.c.1","Health worker density and distribution","1","SH_MED_HEAWOR","Health worker density, by type of occupation (per 1,000 population)","2019.Q1.G.01","PHAR","Pharmaceutical personnel","G","Global","C","Country data","PER_1000_POP","Per 1,000 population","51","Armenia",2010.0,"","0.042","Float","Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.","","ARM","44.93839317","40.29499741"
"3","Ensure healthy lives and promote well-being for all at all ages","3.c","Substantially increase health financing and the recruitment, development, training and retention of the health workforce in developing countries, especially in least developed countries and small island developing States","3.c.1","Health worker density and distribution","1","SH_MED_HEAWOR","Health worker density, by type of occupation (per 1,000 population)","2019.Q1.G.01","NURS","Nursing and midwifery personnel","G","Global","C","Country data","PER_1000_POP","Per 1,000 population","51","Armenia",2010.0,"","5.529","Float","Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.","","ARM","44.93839317","40.29499741"
"3","Ensure healthy lives and promote well-being for all at all ages","3.c","Substantially increase health financing and the recruitment, development, training and retention of the health workforce in developing countries, especially in least developed countries and small island developing States","3.c.1","Health worker density and distribution","1","SH_MED_HEAWOR","Health worker density, by type of occupation (per 1,000 population)","2019.Q1.G.01","PHYS","Physicians","G","Global","C","Country data","PER_1000_POP","Per 1,000 population","51","Armenia",2010.0,"","2.759","Float","Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.","","ARM","44.93839317","40.29499741"
"3","Ensure healthy lives and promote well-being for all at all ages","3.c","Substantially increase health financing and the recruitment, development, training and retention of the health workforce in developing countries, especially in least developed countries and small island developing States","3.c.1","Health worker density and distribution","1","SH_MED_HEAWOR","Health worker density, by type of occupation (per 1,000 population)","2019.Q1.G.01","DENT","Dentistry personnel","G","Global","C","Country data","PER_1000_POP","Per 1,000 population","51","Armenia",2010.0,"","0.424","Float","Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.","","ARM","44.93839317","40.29499741"
"3","Ensure healthy lives and promote well-being for all at all ages","3.c","Substantially increase health financing and the recruitment, development, training and retention of the health workforce in developing countries, especially in least developed countries and small island developing States","3.c.1","Health worker density and distribution","1","SH_MED_HEAWOR","Health worker density, by type of occupation (per 1,000 population)","2019.Q1.G.01","PHYS","Physicians","G","Global","C","Country data","PER_1000_POP","Per 1,000 population","51","Armenia",2011.0,"","2.779","Float","Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.","","ARM","44.93839317","40.29499741"
"3","Ensure healthy lives and promote well-being for all at all ages","3.c","Substantially increase health financing and the recruitment, development, training and retention of the health workforce in developing countries, especially in least developed countries and small island developing States","3.c.1","Health worker density and distribution","1","SH_MED_HEAWOR","Health worker density, by type of occupation (per 1,000 population)","2019.Q1.G.01","DENT","Dentistry personnel","G","Global","C","Country data","PER_1000_POP","Per 1,000 population","51","Armenia",2011.0,"","0.437","Float","Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.","","ARM","44.93839317","40.29499741"
"3","Ensure healthy lives and promote well-being for all at all ages","3.c","Substantially increase health financing and the recruitment, development, training and retention of the health workforce in developing countries, especially in least developed countries and small island developing States","3.c.1","Health worker density and distribution","1","SH_MED_HEAWOR","Health worker density, by type of occupation (per 1,000 population)","2019.Q1.G.01","NURS","Nursing and midwifery personnel","G","Global","C","Country data","PER_1000_POP","Per 1,000 population","51","Armenia",2011.0,"","5.579","Float","Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.","","ARM","44.93839317","40.29499741"
"3","Ensure healthy lives and promote well-being for all at all ages","3.c","Substantially increase health financing and the recruitment, development, training and retention of the health workforce in developing countries, especially in least developed countries and small island developing States","3.c.1","Health worker density and distribution","1","SH_MED_HEAWOR","Health worker density, by type of occupation (per 1,000 population)","2019.Q1.G.01","PHAR","Pharmaceutical personnel","G","Global","C","Country data","PER_1000_POP","Per 1,000 population","51","Armenia",2011.0,"","0.041","Float","Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.","","ARM","44.93839317","40.29499741"
"3","Ensure healthy lives and promote well-being for all at all ages","3.c","Substantially increase health financing and the recruitment, development, training and retention of the health workforce in developing countries, especially in least developed countries and small island developing States","3.c.1","Health worker density and distribution","1","SH_MED_HEAWOR","Health worker density, by type of occupation (per 1,000 population)","2019.Q1.G.01","PHAR","Pharmaceutical personnel","G","Global","C","Country data","PER_1000_POP","Per 1,000 population","51","Armenia",2012.0,"","0.042","Float","Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.","","ARM","44.93839317","40.29499741"
"3","Ensure healthy lives and promote well-being for all at all ages","3.c","Substantially increase health financing and the recruitment, development, training and retention of the health workforce in developing countries, especially in least developed countries and small island developing States","3.c.1","Health worker density and distribution","1","SH_MED_HEAWOR","Health worker density, by type of occupation (per 1,000 population)","2019.Q1.G.01","NURS","Nursing and midwifery personnel","G","Global","C","Country data","PER_1000_POP","Per 1,000 population","51","Armenia",2012.0,"","5.557","Float","Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.","","ARM","44.93839317","40.29499741"
"3","Ensure healthy lives and promote well-being for all at all ages","3.c","Substantially increase health financing and the recruitment, development, training and retention of the health workforce in developing countries, especially in least developed countries and small island developing States","3.c.1","Health worker density and distribution","1","SH_MED_HEAWOR","Health worker density, by type of occupation (per 1,000 population)","2019.Q1.G.01","PHYS","Physicians","G","Global","C","Country data","PER_1000_POP","Per 1,000 population","51","Armenia",2012.0,"","2.805","Float","Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.","","ARM","44.93839317","40.29499741"
"3","Ensure healthy lives and promote well-being for all at all ages","3.c","Substantially increase health financing and the recruitment, development, training and retention of the health workforce in developing countries, especially in least developed countries and small island developing States","3.c.1","Health worker density and distribution","1","SH_MED_HEAWOR","Health worker density, by type of occupation (per 1,000 population)","2019.Q1.G.01","DENT","Dentistry personnel","G","Global","C","Country data","PER_1000_POP","Per 1,000 population","51","Armenia",2012.0,"","0.433","Float","Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.","","ARM","44.93839317","40.29499741"
"3","Ensure healthy lives and promote well-being for all at all ages","3.c","Substantially increase health financing and the recruitment, development, training and retention of the health workforce in developing countries, especially in least developed countries and small island developing States","3.c.1","Health worker density and distribution","1","SH_MED_HEAWOR","Health worker density, by type of occupation (per 1,000 population)","2019.Q1.G.01","DENT","Dentistry personnel","G","Global","C","Country data","PER_1000_POP","Per 1,000 population","51","Armenia",2013.0,"","0.406","Float","Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.","","ARM","44.93839317","40.29499741"
"3","Ensure healthy lives and promote well-being for all at all ages","3.c","Substantially increase health financing and the recruitment, development, training and retention of the health workforce in developing countries, especially in least developed countries and small island developing States","3.c.1","Health worker density and distribution","1","SH_MED_HEAWOR","Health worker density, by type of occupation (per 1,000 population)","2019.Q1.G.01","PHYS","Physicians","G","Global","C","Country data","PER_1000_POP","Per 1,000 population","51","Armenia",2013.0,"","2.811","Float","Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.","","ARM","44.93839317","40.29499741"
"3","Ensure healthy lives and promote well-being for all at all ages","3.c","Substantially increase health financing and the recruitment, development, training and retention of the health workforce in developing countries, especially in least developed countries and small island developing States","3.c.1","Health worker density and distribution","1","SH_MED_HEAWOR","Health worker density, by type of occupation (per 1,000 population)","2019.Q1.G.01","NURS","Nursing and midwifery personnel","G","Global","C","Country data","PER_1000_POP","Per 1,000 population","51","Armenia",2013.0,"","5.465","Float","Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.","","ARM","44.93839317","40.29499741"
"3","Ensure healthy lives and promote well-being for all at all ages","3.c","Substantially increase health financing and the recruitment, development, training and retention of the health workforce in developing countries, especially in least developed countries and small island developing States","3.c.1","Health worker density and distribution","1","SH_MED_HEAWOR","Health worker density, by type of occupation (per 1,000 population)","2019.Q1.G.01","PHAR","Pharmaceutical personnel","G","Global","C","Country data","PER_1000_POP","Per 1,000 population","51","Armenia",2013.0,"","0.049","Float","Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.","","ARM","44.93839317","40.29499741"
"3","Ensure healthy lives and promote well-being for all at all ages","3.c","Substantially increase health financing and the recruitment, development, training and retention of the health workforce in developing countries, especially in least developed countries and small island developing States","3.c.1","Health worker density and distribution","1","SH_MED_HEAWOR","Health worker density, by type of occupation (per 1,000 population)","2019.Q1.G.01","PHAR","Pharmaceutical personnel","G","Global","C","Country data","PER_1000_POP","Per 1,000 population","51","Armenia",2014.0,"","0.05","Float","Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.","","ARM","44.93839317","40.29499741"
"3","Ensure healthy lives and promote well-being for all at all ages","3.c","Substantially increase health financing and the recruitment, development, training and retention of the health workforce in developing countries, especially in least developed countries and small island developing States","3.c.1","Health worker density and distribution","1","SH_MED_HEAWOR","Health worker density, by type of occupation (per 1,000 population)","2019.Q1.G.01","NURS","Nursing and midwifery personnel","G","Global","C","Country data","PER_1000_POP","Per 1,000 population","51","Armenia",2014.0,"","5.423","Float","Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.","","ARM","44.93839317","40.29499741"
"3","Ensure healthy lives and promote well-being for all at all ages","3.c","Substantially increase health financing and the recruitment, development, training and retention of the health workforce in developing countries, especially in least developed countries and small island developing States","3.c.1","Health worker density and distribution","1","SH_MED_HEAWOR","Health worker density, by type of occupation (per 1,000 population)","2019.Q1.G.01","PHYS","Physicians","G","Global","C","Country data","PER_1000_POP","Per 1,000 population","51","Armenia",2014.0,"","2.803","Float","Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.","","ARM","44.93839317","40.29499741"
"3","Ensure healthy lives and promote well-being for all at all ages","3.c","Substantially increase health financing and the recruitment, development, training and retention of the health workforce in developing countries, especially in least developed countries and small island developing States","3.c.1","Health worker density and distribution","1","SH_MED_HEAWOR","Health worker density, by type of occupation (per 1,000 population)","2019.Q1.G.01","DENT","Dentistry personnel","G","Global","C","Country data","PER_1000_POP","Per 1,000 population","51","Armenia",2014.0,"","0.379","Float","Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.","","ARM","44.93839317","40.29499741"
"3","Ensure healthy lives and promote well-being for all at all ages","3.c","Substantially increase health financing and the recruitment, development, training and retention of the health workforce in developing countries, especially in least developed countries and small island developing States","3.c.1","Health worker density and distribution","1","SH_MED_HEAWOR","Health worker density, by type of occupation (per 1,000 population)","2019.Q1.G.01","DENT","Dentistry personnel","G","Global","C","Country data","PER_1000_POP","Per 1,000 population","36","Australia",2001.0,"","1.103","Float","Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.","","AUS","134.3499412","-25.57717202"
"3","Ensure healthy lives and promote well-being for all at all ages","3.c","Substantially increase health financing and the recruitment, development, training and retention of the health workforce in developing countries, especially in least developed countries and small island developing States","3.c.1","Health worker density and distribution","1","SH_MED_HEAWOR","Health worker density, by type of occupation (per 1,000 population)","2019.Q1.G.01","PHYS","Physicians","G","Global","C","Country data","PER_1000_POP","Per 1,000 population","36","Australia",2001.0,"","2.479","Float","Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.","","AUS","134.3499412","-25.57717202"
"3","Ensure healthy lives and promote well-being for all at all ages","3.c","Substantially increase health financing and the recruitment, development, training and retention of the health workforce in developing countries, especially in least developed countries and small island developing States","3.c.1","Health worker density and distribution","1","SH_MED_HEAWOR","Health worker density, by type of occupation (per 1,000 population)","2019.Q1.G.01","NURS","Nursing and midwifery personnel","G","Global","C","Country data","PER_1000_POP","Per 1,000 population","36","Australia",2001.0,"","9.728","Float","Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.","","AUS","134.3499412","-25.57717202"
"3","Ensure healthy lives and promote well-being for all at all ages","3.c","Substantially increase health financing and the recruitment, development, training and retention of the health workforce in developing countries, especially in least developed countries and small island developing States","3.c.1","Health worker density and distribution","1","SH_MED_HEAWOR","Health worker density, by type of occupation (per 1,000 population)","2019.Q1.G.01","PHAR","Pharmaceutical personnel","G","Global","C","Country data","PER_1000_POP","Per 1,000 population","36","Australia",2001.0,"","0.723","Float","Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.","","AUS","134.3499412","-25.57717202"
"3","Ensure healthy lives and promote well-being for all at all ages","3.c","Substantially increase health financing and the recruitment, development, training and retention of the health workforce in developing countries, especially in least developed countries and small island developing States","3.c.1","Health worker density and distribution","1","SH_MED_HEAWOR","Health worker density, by type of occupation (per 1,000 population)","2019.Q1.G.01","PHAR","Pharmaceutical personnel","G","Global","C","Country data","PER_1000_POP","Per 1,000 population","36","Australia",2006.0,"","0.744","Float","Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.","","AUS","134.3499412","-25.57717202"
"3","Ensure healthy lives and promote well-being for all at all ages","3.c","Substantially increase health financing and the recruitment, development, training and retention of the health workforce in developing countries, especially in least developed countries and small island developing States","3.c.1","Health worker density and distribution","1","SH_MED_HEAWOR","Health worker density, by type of occupation (per 1,000 population)","2019.Q1.G.01","NURS","Nursing and midwifery personnel","G","Global","C","Country data","PER_1000_POP","Per 1,000 population","36","Australia",2006.0,"","10.78","Float","Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.","","AUS","134.3499412","-25.57717202"
"3","Ensure healthy lives and promote well-being for all at all ages","3.c","Substantially increase health financing and the recruitment, development, training and retention of the health workforce in developing countries, especially in least developed countries and small island developing States","3.c.1","Health worker density and distribution","1","SH_MED_HEAWOR","Health worker density, by type of occupation (per 1,000 population)","2019.Q1.G.01","PHYS","Physicians","G","Global","C","Country data","PER_1000_POP","Per 1,000 population","36","Australia",2006.0,"","2.672","Float","Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.","","AUS","134.3499412","-25.57717202"
"3","Ensure healthy lives and promote well-being for all at all ages","3.c","Substantially increase health financing and the recruitment, development, training and retention of the health workforce in developing countries, especially in least developed countries and small island developing States","3.c.1","Health worker density and distribution","1","SH_MED_HEAWOR","Health worker density, by type of occupation (per 1,000 population)","2019.Q1.G.01","DENT","Dentistry personnel","G","Global","C","Country data","PER_1000_POP","Per 1,000 population","36","Australia",2006.0,"","1.438","Float","Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.","","AUS","134.3499412","-25.57717202"
"3","Ensure healthy lives and promote well-being for all at all ages","3.c","Substantially increase health financing and the recruitment, development, training and retention of the health workforce in developing countries, especially in least developed countries and small island developing States","3.c.1","Health worker density and distribution","1","SH_MED_HEAWOR","Health worker density, by type of occupation (per 1,000 population)","2019.Q1.G.01","DENT","Dentistry personnel","G","Global","C","Country data","PER_1000_POP","Per 1,000 population","36","Australia",2009.0,"","0.666","Float","Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.","","AUS","134.3499412","-25.57717202"
