"GeoArea_Code","GeoArea_Desc","GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","Units_Code","Units_Desc","ReportingType_Code","ReportingType_Desc","Sex_Code","Sex_Desc","Value_2000.0","Value_2001.0","Value_2002.0","Value_2003.0","Value_2004.0","Value_2005.0","Value_2006.0","Value_2007.0","Value_2008.0","Value_2009.0","Value_2010.0","Value_2011.0","Value_2012.0","Value_2013.0","Value_2014.0","Value_2015.0","Value_2016.0","Value_2017.0","Value_2018.0","Latest_Year","Latest_Value","Nature_Desc","Source","Footnotes"
"738","Sub-Saharan Africa (inc. Sudan)","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.1","Proportion of seats held by women in (a) national parliaments and (b) local governments","1","SG_GEN_PARLN","Number of seats held by women in national parliaments (number)","2019.Q1.G.01","NUMBER","Number","G","Global","FEMALE","Female","724","779","823","912","995","1069","1276","1318","1368","1377","1476","1585","1759","1802","1975","1951","2072","2190","2188",2018.0,"2188","Country data","Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.","Annual data as of 1 Feb of given year."
"746","Northern Africa (exc. Sudan)","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.1","Proportion of seats held by women in (a) national parliaments and (b) local governments","1","SG_GEN_PARLN","Number of seats held by women in national parliaments (number)","2019.Q1.G.01","NUMBER","Number","G","Global","FEMALE","Female","35","36","36","80","80","102","138","138","143","143","159","159","192","304","307","311","400","414","387",2018.0,"387","Country data","Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.","Annual data as of 1 Feb of given year."
"747","Northern Africa and Western Asia","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.1","Proportion of seats held by women in (a) national parliaments and (b) local governments","1","SG_GEN_PARLN","Number of seats held by women in national parliaments (number)","2019.Q1.G.01","NUMBER","Number","G","Global","FEMALE","Female","191","197","201","248","239","272","415","436","471","459","484","540","575","734","737","743","887","911","893",2018.0,"893","Country data","Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.","Annual data as of 1 Feb of given year."
"753","Eastern and South-Eastern Asia","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.1","Proportion of seats held by women in (a) national parliaments and (b) local governments","1","SG_GEN_PARLN","Number of seats held by women in national parliaments (number)","2019.Q1.G.01","NUMBER","Number","G","Global","FEMALE","Female","1083","1131","1148","1194","1016","1188","1213","1193","1255","1275","1310","1330","1345","1364","1441","1380","1393","1445","1453",2018.0,"1453","Country data","Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.","Annual data as of 1 Feb of given year."
"827","United Kingdom (England and Wales)","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.1","Proportion of seats held by women in (a) national parliaments and (b) local governments","1","SG_GEN_PARLN","Number of seats held by women in national parliaments (number)","2019.Q1.G.01","NUMBER","Number","G","Global","FEMALE","Female","","","","","","","","","","","","","","","","","","","","","","","",""
"828","United Kingdom (Northern Ireland)","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.1","Proportion of seats held by women in (a) national parliaments and (b) local governments","1","SG_GEN_PARLN","Number of seats held by women in national parliaments (number)","2019.Q1.G.01","NUMBER","Number","G","Global","FEMALE","Female","","","","","","","","","","","","","","","","","","","","","","","",""
"829","United Kingdom (Scotland)","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.1","Proportion of seats held by women in (a) national parliaments and (b) local governments","1","SG_GEN_PARLN","Number of seats held by women in national parliaments (number)","2019.Q1.G.01","NUMBER","Number","G","Global","FEMALE","Female","","","","","","","","","","","","","","","","","","","","","","","",""
"830","Channel Islands","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.1","Proportion of seats held by women in (a) national parliaments and (b) local governments","1","SG_GEN_PARLN","Number of seats held by women in national parliaments (number)","2019.Q1.G.01","NUMBER","Number","G","Global","FEMALE","Female","","","","","","","","","","","","","","","","","","","","","","","",""
"891","Serbia and Montenegro [former]","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.1","Proportion of seats held by women in (a) national parliaments and (b) local governments","1","SG_GEN_PARLN","Number of seats held by women in national parliaments (number)","2019.Q1.G.01","NUMBER","Number","G","Global","FEMALE","Female","7","","10","10","10","10","10","","","","","","","","","","","","",2006.0,"10","Country data","Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.","Annual data as of 1 Feb of given year."
"910","High income economies (WB)","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.1","Proportion of seats held by women in (a) national parliaments and (b) local governments","1","SG_GEN_PARLN","Number of seats held by women in national parliaments (number)","2019.Q1.G.01","NUMBER","Number","G","Global","FEMALE","Female","","","","","","","","","","","","","","","","","","","","","","","",""
"911","Low income economies (WB)","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.1","Proportion of seats held by women in (a) national parliaments and (b) local governments","1","SG_GEN_PARLN","Number of seats held by women in national parliaments (number)","2019.Q1.G.01","NUMBER","Number","G","Global","FEMALE","Female","","","","","","","","","","","","","","","","","","","","","","","",""
"912","Lower middle economies (WB)","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.1","Proportion of seats held by women in (a) national parliaments and (b) local governments","1","SG_GEN_PARLN","Number of seats held by women in national parliaments (number)","2019.Q1.G.01","NUMBER","Number","G","Global","FEMALE","Female","","","","","","","","","","","","","","","","","","","","","","","",""
"913","Low and middle income economies (WB)","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.1","Proportion of seats held by women in (a) national parliaments and (b) local governments","1","SG_GEN_PARLN","Number of seats held by women in national parliaments (number)","2019.Q1.G.01","NUMBER","Number","G","Global","FEMALE","Female","","","","","","","","","","","","","","","","","","","","","","","",""
"914","Upper middle economies (WB)","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.1","Proportion of seats held by women in (a) national parliaments and (b) local governments","1","SG_GEN_PARLN","Number of seats held by women in national parliaments (number)","2019.Q1.G.01","NUMBER","Number","G","Global","FEMALE","Female","","","","","","","","","","","","","","","","","","","","","","","",""
"917","International Centers (FAO)","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.1","Proportion of seats held by women in (a) national parliaments and (b) local governments","1","SG_GEN_PARLN","Number of seats held by women in national parliaments (number)","2019.Q1.G.01","NUMBER","Number","G","Global","FEMALE","Female","","","","","","","","","","","","","","","","","","","","","","","",""
"918","European Union (EU) Institutions","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.1","Proportion of seats held by women in (a) national parliaments and (b) local governments","1","SG_GEN_PARLN","Number of seats held by women in national parliaments (number)","2019.Q1.G.01","NUMBER","Number","G","Global","FEMALE","Female","","","","","","","","","","","","","","","","","","","","","","","",""
"919","Regional Centres (FAO)","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.1","Proportion of seats held by women in (a) national parliaments and (b) local governments","1","SG_GEN_PARLN","Number of seats held by women in national parliaments (number)","2019.Q1.G.01","NUMBER","Number","G","Global","FEMALE","Female","","","","","","","","","","","","","","","","","","","","","","","",""
"920","Azores Islands","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.1","Proportion of seats held by women in (a) national parliaments and (b) local governments","1","SG_GEN_PARLN","Number of seats held by women in national parliaments (number)","2019.Q1.G.01","NUMBER","Number","G","Global","FEMALE","Female","","","","","","","","","","","","","","","","","","","","","","","",""
"921","ODA residual","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.1","Proportion of seats held by women in (a) national parliaments and (b) local governments","1","SG_GEN_PARLN","Number of seats held by women in national parliaments (number)","2019.Q1.G.01","NUMBER","Number","G","Global","FEMALE","Female","","","","","","","","","","","","","","","","","","","","","","","",""
