ISO3CD,X,Y,GeoArea_Code,GeoArea_Desc,GoalCode,GoalDesc,TargetCode,TargetDesc,IndicatorCode,IndicatorDesc,IndicatorTier,SeriesCode,SeriesDesc,SeriesRelease,ReportingType_Code,ReportingType_Desc,Units_Code,Units_Desc,Footnotes_1990,Footnotes_1991,Footnotes_1992,Footnotes_1993,Footnotes_1994,Footnotes_1995,Footnotes_1996,Footnotes_1997,Footnotes_1998,Footnotes_1999,Footnotes_2000,Footnotes_2001,Footnotes_2002,Footnotes_2003,Footnotes_2004,Footnotes_2005,Footnotes_2006,Footnotes_2007,Footnotes_2008,Footnotes_2009,Footnotes_2010,Footnotes_2011,Footnotes_2012,Footnotes_2013,Footnotes_2014,Footnotes_2015,Footnotes_2016,Nature_Code_1990,Nature_Code_1991,Nature_Code_1992,Nature_Code_1993,Nature_Code_1994,Nature_Code_1995,Nature_Code_1996,Nature_Code_1997,Nature_Code_1998,Nature_Code_1999,Nature_Code_2000,Nature_Code_2001,Nature_Code_2002,Nature_Code_2003,Nature_Code_2004,Nature_Code_2005,Nature_Code_2006,Nature_Code_2007,Nature_Code_2008,Nature_Code_2009,Nature_Code_2010,Nature_Code_2011,Nature_Code_2012,Nature_Code_2013,Nature_Code_2014,Nature_Code_2015,Nature_Code_2016,Source_1990,Source_1991,Source_1992,Source_1993,Source_1994,Source_1995,Source_1996,Source_1997,Source_1998,Source_1999,Source_2000,Source_2001,Source_2002,Source_2003,Source_2004,Source_2005,Source_2006,Source_2007,Source_2008,Source_2009,Source_2010,Source_2011,Source_2012,Source_2013,Source_2014,Source_2015,Source_2016,TimeDetail_1990,TimeDetail_1991,TimeDetail_1992,TimeDetail_1993,TimeDetail_1994,TimeDetail_1995,TimeDetail_1996,TimeDetail_1997,TimeDetail_1998,TimeDetail_1999,TimeDetail_2000,TimeDetail_2001,TimeDetail_2002,TimeDetail_2003,TimeDetail_2004,TimeDetail_2005,TimeDetail_2006,TimeDetail_2007,TimeDetail_2008,TimeDetail_2009,TimeDetail_2010,TimeDetail_2011,TimeDetail_2012,TimeDetail_2013,TimeDetail_2014,TimeDetail_2015,TimeDetail_2016,Value_1990,Value_1991,Value_1992,Value_1993,Value_1994,Value_1995,Value_1996,Value_1997,Value_1998,Value_1999,Value_2000,Value_2001,Value_2002,Value_2003,Value_2004,Value_2005,Value_2006,Value_2007,Value_2008,Value_2009,Value_2010,Value_2011,Value_2012,Value_2013,Value_2014,Value_2015,Value_2016,Latest_Year,Latest_Value
,,,5,South America,17,Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,17.3,Mobilize additional financial resources for developing countries from multiple sources,17.3.2,Volume of remittances (in United States dollars) as a proportion of total GDP,1,BX_TRF_PWKR,Volume of remittances (in United States dollars) as a proportion of total GDP (%),2019.Q1.G.01,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank",,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16,0.24,0.35,0.28,0.39,0.38,0.30,0.27,0.26,0.43,0.41,0.50,0.73,0.83,0.77,0.69,0.69,0.63,0.55,0.49,0.41,0.36,0.34,0.34,0.33,0.46,0.49,2016.0,0.49
BGD,89.17660788,22.86961622,50,Bangladesh,17,Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,17.3,Mobilize additional financial resources for developing countries from multiple sources,17.3.2,Volume of remittances (in United States dollars) as a proportion of total GDP,1,BX_TRF_PWKR,Volume of remittances (in United States dollars) as a proportion of total GDP (%),2019.Q1.G.01,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank",,,,,,,,,,,,,,,,,,,,,,,,,,,,2.46,2.49,2.88,3.04,3.41,3.17,2.90,3.16,3.21,3.52,3.69,3.90,5.22,5.31,5.50,6.69,7.56,8.24,9.76,10.27,9.41,9.38,10.59,9.25,8.67,7.84,6.11,2016.0,6.11
MAR,-6.281942841,31.8440131,504,Morocco,17,Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,17.3,Mobilize additional financial resources for developing countries from multiple sources,17.3.2,Volume of remittances (in United States dollars) as a proportion of total GDP,1,BX_TRF_PWKR,Volume of remittances (in United States dollars) as a proportion of total GDP (%),2019.Q1.G.01,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank",,,,,,,,,,,,,,,,,,,,,,,,,,,,6.65,6.16,6.44,6.19,5.13,5.05,5.02,4.84,4.81,4.66,5.56,8.26,6.81,6.94,7.08,7.36,7.94,8.52,7.45,6.75,6.89,7.16,6.62,6.44,7.08,6.82,6.84,2016.0,6.84
MOZ,38.18479941,-14.27963886,508,Mozambique,17,Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,17.3,Mobilize additional financial resources for developing countries from multiple sources,17.3.2,Volume of remittances (in United States dollars) as a proportion of total GDP,1,BX_TRF_PWKR,Volume of remittances (in United States dollars) as a proportion of total GDP (%),2019.Q1.G.01,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank",,,,,,,,,,,,,,,,,,,,,,,,,,,,2.80,1.70,2.53,2.49,2.23,2.34,1.73,1.50,0.95,0.72,0.73,0.88,1.04,1.24,0.84,0.76,0.96,1.06,1.01,1.02,1.14,0.99,1.20,0.95,0.92,0.97,0.85,2016.0,0.85
ARM,44.93839317,40.29499741,51,Armenia,17,Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,17.3,Mobilize additional financial resources for developing countries from multiple sources,17.3.2,Volume of remittances (in United States dollars) as a proportion of total GDP,1,BX_TRF_PWKR,Volume of remittances (in United States dollars) as a proportion of total GDP (%),2019.Q1.G.01,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,"World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.86,9.63,13.97,8.80,9.90,9.53,9.88,11.10,11.96,22.02,18.68,18.31,17.86,16.33,16.65,18.03,17.73,18.03,19.71,17.90,14.13,13.08,2016.0,13.08
OMN,57.87743482,21.98805614,512,Oman,17,Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,17.3,Mobilize additional financial resources for developing countries from multiple sources,17.3.2,Volume of remittances (in United States dollars) as a proportion of total GDP,1,BX_TRF_PWKR,Volume of remittances (in United States dollars) as a proportion of total GDP (%),2019.Q1.G.01,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank",,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33,0.34,0.31,0.31,0.30,0.28,0.26,0.25,0.28,0.25,0.20,0.20,0.19,0.18,0.16,0.13,0.10,0.09,0.06,0.08,0.07,0.06,0.05,0.05,0.05,0.06,0.06,2016.0,0.06
,,,513,Europe and Northern America,17,Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,17.3,Mobilize additional financial resources for developing countries from multiple sources,17.3.2,Volume of remittances (in United States dollars) as a proportion of total GDP,1,BX_TRF_PWKR,Volume of remittances (in United States dollars) as a proportion of total GDP (%),2019.Q1.G.01,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank",,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24,0.23,0.23,0.23,0.24,0.20,0.20,0.22,0.23,0.22,0.21,0.22,0.23,0.25,0.27,0.28,0.29,0.33,0.35,0.36,0.35,0.36,0.35,0.38,0.37,0.36,0.36,2016.0,0.36
,,,514,"Developed regions (Europe, Cyprus, Israel, Northern America, Japan, Australia & New Zealand)",17,Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,17.3,Mobilize additional financial resources for developing countries from multiple sources,17.3.2,Volume of remittances (in United States dollars) as a proportion of total GDP,1,BX_TRF_PWKR,Volume of remittances (in United States dollars) as a proportion of total GDP (%),2019.Q1.G.01,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank",,,,,,,,,,,,,,,,,,,,,,,,,,,,0.26,0.21,0.20,0.19,0.20,0.17,0.17,0.18,0.19,0.18,0.18,0.19,0.20,0.21,0.23,0.24,0.26,0.29,0.31,0.31,0.30,0.31,0.31,0.33,0.34,0.33,0.32,2016.0,0.32
,,,515,Developing regions,17,Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,17.3,Mobilize additional financial resources for developing countries from multiple sources,17.3.2,Volume of remittances (in United States dollars) as a proportion of total GDP,1,BX_TRF_PWKR,Volume of remittances (in United States dollars) as a proportion of total GDP (%),2019.Q1.G.01,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank",,,,,,,,,,,,,,,,,,,,,,,,,,,,1.04,1.02,1.16,1.12,1.10,1.09,1.04,1.20,1.17,1.22,1.21,1.32,1.53,1.70,1.64,1.62,1.62,1.57,1.56,1.51,1.37,1.30,1.33,1.30,1.33,1.45,1.37,2016.0,1.37
NAM,17.21907885,-22.13817068,516,Namibia,17,Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,17.3,Mobilize additional financial resources for developing countries from multiple sources,17.3.2,Volume of remittances (in United States dollars) as a proportion of total GDP,1,BX_TRF_PWKR,Volume of remittances (in United States dollars) as a proportion of total GDP (%),2019.Q1.G.01,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank",,,,,,,,,,,,,,,,,,,,,,,,,,,,0.48,0.46,0.46,0.45,0.41,0.40,0.34,0.32,0.29,0.26,0.23,0.24,0.22,0.24,0.22,0.24,0.21,0.18,0.16,0.87,0.61,0.64,0.61,0.51,0.63,0.41,0.61,2016.0,0.61
,,,518,Eastern Asia (excluding Japan),17,Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,17.3,Mobilize additional financial resources for developing countries from multiple sources,17.3.2,Volume of remittances (in United States dollars) as a proportion of total GDP,1,BX_TRF_PWKR,Volume of remittances (in United States dollars) as a proportion of total GDP (%),2019.Q1.G.01,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank",,,,,,,,,,,,,,,,,,,,,,,,,,,,0.41,0.43,0.46,0.42,0.39,0.28,0.34,0.56,0.35,0.29,0.28,0.29,0.34,0.43,0.45,0.27,0.24,0.25,0.29,0.25,0.27,0.26,0.24,0.22,0.30,0.40,0.33,2016.0,0.33
BRB,-59.5346489,13.13648273,52,Barbados,17,Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,17.3,Mobilize additional financial resources for developing countries from multiple sources,17.3.2,Volume of remittances (in United States dollars) as a proportion of total GDP,1,BX_TRF_PWKR,Volume of remittances (in United States dollars) as a proportion of total GDP (%),2019.Q1.G.01,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank",,,,,,,,,,,,,,,,,,,,,,,,,,,,1.87,2.25,2.79,2.71,2.66,2.69,2.82,3.02,3.02,3.28,3.63,4.17,3.95,3.98,3.71,2.42,2.06,3.07,2.20,2.58,1.83,3.16,2.60,2.35,2.35,2.36,2.39,2016.0,2.39
NPL,83.94678863,28.25866332,524,Nepal,17,Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,17.3,Mobilize additional financial resources for developing countries from multiple sources,17.3.2,Volume of remittances (in United States dollars) as a proportion of total GDP,1,BX_TRF_PWKR,Volume of remittances (in United States dollars) as a proportion of total GDP (%),2019.Q1.G.01,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,"World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.50,1.23,1.29,0.98,1.01,1.39,1.66,2.03,2.45,11.21,12.18,11.31,14.91,16.07,16.79,21.74,23.21,21.65,22.30,25.43,29.00,29.44,31.43,31.29,2016.0,31.29
NLD,5.331480568,51.86728884,528,Netherlands,17,Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,17.3,Mobilize additional financial resources for developing countries from multiple sources,17.3.2,Volume of remittances (in United States dollars) as a proportion of total GDP,1,BX_TRF_PWKR,Volume of remittances (in United States dollars) as a proportion of total GDP (%),2019.Q1.G.01,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank",,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23,0.21,0.22,0.26,0.26,0.15,0.16,0.16,0.15,0.11,0.10,0.11,0.10,0.20,0.20,0.19,0.21,0.19,0.18,0.20,0.21,0.20,0.20,0.19,0.17,0.17,0.17,2016.0,0.17
,,,53,Australia and New Zealand,17,Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,17.3,Mobilize additional financial resources for developing countries from multiple sources,17.3.2,Volume of remittances (in United States dollars) as a proportion of total GDP,1,BX_TRF_PWKR,Volume of remittances (in United States dollars) as a proportion of total GDP (%),2019.Q1.G.01,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank",,,,,,,,,,,,,,,,,,,,,,,,,,,,0.88,0.85,0.69,0.54,0.64,0.48,0.54,0.31,0.17,0.18,0.16,0.16,0.15,0.17,0.16,0.16,0.16,0.17,0.16,0.16,0.17,0.19,0.17,0.16,0.16,0.17,0.18,2016.0,0.18
ABW,-69.97050586,12.50878756,533,Aruba,17,Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,17.3,Mobilize additional financial resources for developing countries from multiple sources,17.3.2,Volume of remittances (in United States dollars) as a proportion of total GDP,1,BX_TRF_PWKR,Volume of remittances (in United States dollars) as a proportion of total GDP (%),2019.Q1.G.01,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,"World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank","World Development Indicators, World Bank",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.29,0.10,0.12,0.12,0.10,0.04,0.06,0.07,0.07,0.01,0.07,0.04,0.04,0.20,0.24,0.36,0.20,0.21,,,,,,2011.0,0.21
