"ISO3CD","X","Y","GeoArea_Code","GeoArea_Desc","GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","ReportingType_Code","ReportingType_Desc","Units_Code","Units_Desc","Footnotes_2000","Footnotes_2001","Footnotes_2002","Footnotes_2003","Footnotes_2004","Footnotes_2005","Footnotes_2006","Footnotes_2007","Footnotes_2008","Footnotes_2009","Footnotes_2010","Footnotes_2011","Footnotes_2012","Footnotes_2013","Footnotes_2014","Footnotes_2015","Footnotes_2016","Footnotes_2017","Nature_Code_2000","Nature_Code_2001","Nature_Code_2002","Nature_Code_2003","Nature_Code_2004","Nature_Code_2005","Nature_Code_2006","Nature_Code_2007","Nature_Code_2008","Nature_Code_2009","Nature_Code_2010","Nature_Code_2011","Nature_Code_2012","Nature_Code_2013","Nature_Code_2014","Nature_Code_2015","Nature_Code_2016","Nature_Code_2017","Source_2000","Source_2001","Source_2002","Source_2003","Source_2004","Source_2005","Source_2006","Source_2007","Source_2008","Source_2009","Source_2010","Source_2011","Source_2012","Source_2013","Source_2014","Source_2015","Source_2016","Source_2017","TimeDetail_2000","TimeDetail_2001","TimeDetail_2002","TimeDetail_2003","TimeDetail_2004","TimeDetail_2005","TimeDetail_2006","TimeDetail_2007","TimeDetail_2008","TimeDetail_2009","TimeDetail_2010","TimeDetail_2011","TimeDetail_2012","TimeDetail_2013","TimeDetail_2014","TimeDetail_2015","TimeDetail_2016","TimeDetail_2017","Value_2000","Value_2001","Value_2002","Value_2003","Value_2004","Value_2005","Value_2006","Value_2007","Value_2008","Value_2009","Value_2010","Value_2011","Value_2012","Value_2013","Value_2014","Value_2015","Value_2016","Value_2017","Latest_Year","Latest_Value"
"JAM","-77.31068409","18.15616857","388","Jamaica","1","End poverty in all its forms everywhere","1.a","Ensure significant mobilization of resources from a variety of sources, including through enhanced development cooperation, in order to provide adequate and predictable means for developing countries, in particular least developed countries, to implement programmes and policies to end poverty in all its dimensions","1.a.2","Proportion of total government spending on essential services (education, health and social protection)","2","SD_XPD_ESED","Proportion of total government spending on essential services, education (%)","2019.Q1.G.01","G","Global","PERCENT","Percentage","","","","","","","","","","","","","","","","","","","C","C","C","C","C","C","","C","C","C","C","C","C","C","C","C","C","","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","","","","","","","","","","","","","","","","","","","","16.7966","19.99115","18.36393","13.36234","11.73302","14.26937","","17.17305","19.11938","17.55284","16.10294","18.58193","18.80926","20.57386","21.79749","20.05148","19.14512","",2016.0,"19.14512"
"JPN","139.2716103","36.6554539","392","Japan","1","End poverty in all its forms everywhere","1.a","Ensure significant mobilization of resources from a variety of sources, including through enhanced development cooperation, in order to provide adequate and predictable means for developing countries, in particular least developed countries, to implement programmes and policies to end poverty in all its dimensions","1.a.2","Proportion of total government spending on essential services (education, health and social protection)","2","SD_XPD_ESED","Proportion of total government spending on essential services, education (%)","2019.Q1.G.01","G","Global","PERCENT","Percentage","","","","","","","","","","","","","","","","","","","C","C","C","C","C","C","C","C","C","","C","C","C","C","C","","","","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","","","","","","","","","","","","","","","","","","","","","","9.81037","9.53431","9.7546","9.86088","9.86692","10.25185","10.05612","10.10972","9.98563","","9.3668","9.59612","9.50278","9.48117","9.23848","","","",2014.0,"9.23848"
"KAZ","66.65359159","48.01963494","398","Kazakhstan","1","End poverty in all its forms everywhere","1.a","Ensure significant mobilization of resources from a variety of sources, including through enhanced development cooperation, in order to provide adequate and predictable means for developing countries, in particular least developed countries, to implement programmes and policies to end poverty in all its dimensions","1.a.2","Proportion of total government spending on essential services (education, health and social protection)","2","SD_XPD_ESED","Proportion of total government spending on essential services, education (%)","2019.Q1.G.01","G","Global","PERCENT","Percentage","","","","","","","","","","","","","","","","","","","","","C","","C","C","C","C","C","C","","","","","","C","C","","","","UNESCO Institute of Statistics (UIS).","","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","","","","","","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","","","","","","","","","","","","","","","","","","","","","","14.75948","","10.60979","10.2278","13.26734","11.94462","13.64711","13.0409","","","","","","12.19487","13.86935","",2016.0,"13.86935"
"AFG","66.02688198","33.83160199","4","Afghanistan","1","End poverty in all its forms everywhere","1.a","Ensure significant mobilization of resources from a variety of sources, including through enhanced development cooperation, in order to provide adequate and predictable means for developing countries, in particular least developed countries, to implement programmes and policies to end poverty in all its dimensions","1.a.2","Proportion of total government spending on essential services (education, health and social protection)","2","SD_XPD_ESED","Proportion of total government spending on essential services, education (%)","2019.Q1.G.01","G","Global","PERCENT","Percentage","","","","","","","","","","","","","","","","","","","","","","","","","","","","","C","C","C","C","C","C","","","","","","","","","","","","","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.06756","16.04843","10.3568","14.1028","14.46593","12.509","","",2015.0,"12.509"
"AUT","14.14172472","47.58704857","40","Austria","1","End poverty in all its forms everywhere","1.a","Ensure significant mobilization of resources from a variety of sources, including through enhanced development cooperation, in order to provide adequate and predictable means for developing countries, in particular least developed countries, to implement programmes and policies to end poverty in all its dimensions","1.a.2","Proportion of total government spending on essential services (education, health and social protection)","2","SD_XPD_ESED","Proportion of total government spending on essential services, education (%)","2019.Q1.G.01","G","Global","PERCENT","Percentage","","","","","","","","","","","","","","","","","","","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","","","","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","","","","","","","","","","","","","","","","","","","","","","11.03322","10.85632","10.53233","10.73962","9.87333","10.26185","10.37458","10.45229","10.55515","10.58393","10.78913","10.98849","10.70236","10.87255","10.41331","","","",2014.0,"10.41331"
"JOR","37.13024774","30.65365973","400","Jordan","1","End poverty in all its forms everywhere","1.a","Ensure significant mobilization of resources from a variety of sources, including through enhanced development cooperation, in order to provide adequate and predictable means for developing countries, in particular least developed countries, to implement programmes and policies to end poverty in all its dimensions","1.a.2","Proportion of total government spending on essential services (education, health and social protection)","2","SD_XPD_ESED","Proportion of total government spending on essential services, education (%)","2019.Q1.G.01","G","Global","PERCENT","Percentage","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","C","","","","","","","","","","","","","","","","","","UNESCO Institute of Statistics (UIS).","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.45211","",2016.0,"13.45211"
"KEN","37.86096816","0.534797278","404","Kenya","1","End poverty in all its forms everywhere","1.a","Ensure significant mobilization of resources from a variety of sources, including through enhanced development cooperation, in order to provide adequate and predictable means for developing countries, in particular least developed countries, to implement programmes and policies to end poverty in all its dimensions","1.a.2","Proportion of total government spending on essential services (education, health and social protection)","2","SD_XPD_ESED","Proportion of total government spending on essential services, education (%)","2019.Q1.G.01","G","Global","PERCENT","Percentage","","","","","","","","","","","","","","","","","","","C","C","E","C","C","C","C","","","","C","C","C","C","C","C","","","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","","","","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","","","","","","","","","","","","","","","","","","","","","23.39701","22.39571","25.62821","24.98009","26.66815","27.46934","25.0814","","","","20.55599","19.25283","19.9239","19.13569","17.08103","16.66466","","",2015.0,"16.66466"
"KWT","47.49305029","29.53949468","414","Kuwait","1","End poverty in all its forms everywhere","1.a","Ensure significant mobilization of resources from a variety of sources, including through enhanced development cooperation, in order to provide adequate and predictable means for developing countries, in particular least developed countries, to implement programmes and policies to end poverty in all its dimensions","1.a.2","Proportion of total government spending on essential services (education, health and social protection)","2","SD_XPD_ESED","Proportion of total government spending on essential services, education (%)","2019.Q1.G.01","G","Global","PERCENT","Percentage","","","","","","","","","","","","","","","","","","","","E","C","","C","C","E","","","","","","","","","","","","","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.01418","15.25836","","14.95361","13.85411","13.37001","","","","","","","","","","","",2006.0,"13.37001"
"KGZ","74.52324839","41.46204516","417","Kyrgyzstan","1","End poverty in all its forms everywhere","1.a","Ensure significant mobilization of resources from a variety of sources, including through enhanced development cooperation, in order to provide adequate and predictable means for developing countries, in particular least developed countries, to implement programmes and policies to end poverty in all its dimensions","1.a.2","Proportion of total government spending on essential services (education, health and social protection)","2","SD_XPD_ESED","Proportion of total government spending on essential services, education (%)","2019.Q1.G.01","G","Global","PERCENT","Percentage","","","","","","","","","","","","","","","","","","","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","","","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","","","","","","","","","","","","","","","","","","","","","11.6113","13.72139","15.14647","15.93953","16.24381","16.46192","18.43475","20.32407","20.17552","18.1331","15.68476","18.17253","18.19501","17.77379","16.11212","16.27362","","",2015.0,"16.27362"
"LAO","101.9901968","20.27482773","418","Lao People's Democratic Republic","1","End poverty in all its forms everywhere","1.a","Ensure significant mobilization of resources from a variety of sources, including through enhanced development cooperation, in order to provide adequate and predictable means for developing countries, in particular least developed countries, to implement programmes and policies to end poverty in all its dimensions","1.a.2","Proportion of total government spending on essential services (education, health and social protection)","2","SD_XPD_ESED","Proportion of total government spending on essential services, education (%)","2019.Q1.G.01","G","Global","PERCENT","Percentage","","","","","","","","","","","","","","","","","","","C","C","C","","C","C","C","C","C","C","C","C","C","C","C","","","","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","","","","","","","","","","","","","","","","","","","","","","7.26613","9.11738","16.20455","","16.24383","13.73158","17.48047","17.35745","13.96301","8.17408","7.27595","8.01467","8.58465","12.80755","12.18988","","","",2014.0,"12.18988"
"LBN","35.89391711","33.92152458","422","Lebanon","1","End poverty in all its forms everywhere","1.a","Ensure significant mobilization of resources from a variety of sources, including through enhanced development cooperation, in order to provide adequate and predictable means for developing countries, in particular least developed countries, to implement programmes and policies to end poverty in all its dimensions","1.a.2","Proportion of total government spending on essential services (education, health and social protection)","2","SD_XPD_ESED","Proportion of total government spending on essential services, education (%)","2019.Q1.G.01","G","Global","PERCENT","Percentage","","","","","","","","","","","","","","","","","","","","C","C","","C","C","C","C","C","C","C","C","C","C","","","","","","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","","","","","","","","","","","","","","","","","","","","","","","","7.42125","7.0563","","7.93123","8.42131","7.69319","7.34104","5.86977","5.503","5.53429","5.73381","7.10916","8.57552","","","","",2013.0,"8.57552"
"LSO","28.25362195","-29.58041814","426","Lesotho","1","End poverty in all its forms everywhere","1.a","Ensure significant mobilization of resources from a variety of sources, including through enhanced development cooperation, in order to provide adequate and predictable means for developing countries, in particular least developed countries, to implement programmes and policies to end poverty in all its dimensions","1.a.2","Proportion of total government spending on essential services (education, health and social protection)","2","SD_XPD_ESED","Proportion of total government spending on essential services, education (%)","2019.Q1.G.01","G","Global","PERCENT","Percentage","","","","","","","","","","","","","","","","","","","C","C","C","C","C","C","C","","C","","","","","","","","","","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","","UNESCO Institute of Statistics (UIS).","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.20038","23.84892","24.36376","32.10573","27.6499","32.40492","28.23381","","24.69755","","","","","","","","","",2008.0,"24.69755"
"LVA","26.42461876","56.64196636","428","Latvia","1","End poverty in all its forms everywhere","1.a","Ensure significant mobilization of resources from a variety of sources, including through enhanced development cooperation, in order to provide adequate and predictable means for developing countries, in particular least developed countries, to implement programmes and policies to end poverty in all its dimensions","1.a.2","Proportion of total government spending on essential services (education, health and social protection)","2","SD_XPD_ESED","Proportion of total government spending on essential services, education (%)","2019.Q1.G.01","G","Global","PERCENT","Percentage","","","","","","","","","","","","","","","","","","","C","C","C","C","C","","C","C","C","C","C","C","C","C","C","","","","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","","","","","","","","","","","","","","","","","","","","","","14.60148","15.87752","16.37018","15.37676","14.50181","","13.91163","14.06705","14.7631","13.02514","11.80903","12.71531","17.73655","18.74402","13.97237","","","",2014.0,"13.97237"
"LBR","-9.311879038","6.448381009","430","Liberia","1","End poverty in all its forms everywhere","1.a","Ensure significant mobilization of resources from a variety of sources, including through enhanced development cooperation, in order to provide adequate and predictable means for developing countries, in particular least developed countries, to implement programmes and policies to end poverty in all its dimensions","1.a.2","Proportion of total government spending on essential services (education, health and social protection)","2","SD_XPD_ESED","Proportion of total government spending on essential services, education (%)","2019.Q1.G.01","G","Global","PERCENT","Percentage","","","","","","","","","","","","","","","","","","","","","","","","","","","C","","","","C","","","","","","","","","","","","","","UNESCO Institute of Statistics (UIS).","","","","UNESCO Institute of Statistics (UIS).","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.27842","","","","8.10176","","","","","",2012.0,"8.10176"
"BHS","-78.05111663","24.69546597","44","Bahamas","1","End poverty in all its forms everywhere","1.a","Ensure significant mobilization of resources from a variety of sources, including through enhanced development cooperation, in order to provide adequate and predictable means for developing countries, in particular least developed countries, to implement programmes and policies to end poverty in all its dimensions","1.a.2","Proportion of total government spending on essential services (education, health and social protection)","2","SD_XPD_ESED","Proportion of total government spending on essential services, education (%)","2019.Q1.G.01","G","Global","PERCENT","Percentage","","","","","","","","","","","","","","","","","","","E","","","","","","","","","","","","","","","","","","UNESCO Institute of Statistics (UIS).","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.92281","","","","","","","","","","","","","","","","","",2000.0,"18.92281"
"LTU","23.90517807","55.33680309","440","Lithuania","1","End poverty in all its forms everywhere","1.a","Ensure significant mobilization of resources from a variety of sources, including through enhanced development cooperation, in order to provide adequate and predictable means for developing countries, in particular least developed countries, to implement programmes and policies to end poverty in all its dimensions","1.a.2","Proportion of total government spending on essential services (education, health and social protection)","2","SD_XPD_ESED","Proportion of total government spending on essential services, education (%)","2019.Q1.G.01","G","Global","PERCENT","Percentage","","","","","","","","","","","","","","","","","","","","C","C","C","C","C","C","C","C","C","C","C","C","C","C","","","","","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","","","","","","","","","","","","","","","","","","","","","","","16.67028","17.4651","15.93098","15.57213","14.57956","14.28965","13.32594","13.05296","12.77761","12.85882","12.33635","13.53597","13.28802","13.19014","","","",2014.0,"13.19014"
"LUX","6.092656563","49.77679538","442","Luxembourg","1","End poverty in all its forms everywhere","1.a","Ensure significant mobilization of resources from a variety of sources, including through enhanced development cooperation, in order to provide adequate and predictable means for developing countries, in particular least developed countries, to implement programmes and policies to end poverty in all its dimensions","1.a.2","Proportion of total government spending on essential services (education, health and social protection)","2","SD_XPD_ESED","Proportion of total government spending on essential services, education (%)","2019.Q1.G.01","G","Global","PERCENT","Percentage","","","","","","","","","","","","","","","","","","","","C","","","","","","","","","","","C","","C","","","","","UNESCO Institute of Statistics (UIS).","","","","","","","","","","","UNESCO Institute of Statistics (UIS).","","UNESCO Institute of Statistics (UIS).","","","","","","","","","","","","","","","","","","","","","","","9.30211","","","","","","","","","","","9.28219","","9.56605","","","",2014.0,"9.56605"
"MAC","113.5665388","22.1237259","446","China, Macao Special Administrative Region","1","End poverty in all its forms everywhere","1.a","Ensure significant mobilization of resources from a variety of sources, including through enhanced development cooperation, in order to provide adequate and predictable means for developing countries, in particular least developed countries, to implement programmes and policies to end poverty in all its dimensions","1.a.2","Proportion of total government spending on essential services (education, health and social protection)","2","SD_XPD_ESED","Proportion of total government spending on essential services, education (%)","2019.Q1.G.01","G","Global","PERCENT","Percentage","","","","","","","","","","","","","","","","","","","","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","","","","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","","","","","","","","","","","","","","","","","","","","","","9.82853","12.48313","11.70368","10.77219","10.47489","9.54662","12.9701","12.167","12.31347","15.4131","17.33551","21.24387","16.42891","13.39207","13.3741","","",2015.0,"13.3741"
"MDG","46.6982339","-19.38514785","450","Madagascar","1","End poverty in all its forms everywhere","1.a","Ensure significant mobilization of resources from a variety of sources, including through enhanced development cooperation, in order to provide adequate and predictable means for developing countries, in particular least developed countries, to implement programmes and policies to end poverty in all its dimensions","1.a.2","Proportion of total government spending on essential services (education, health and social protection)","2","SD_XPD_ESED","Proportion of total government spending on essential services, education (%)","2019.Q1.G.01","G","Global","PERCENT","Percentage","","","","","","","","","","","","","","","","","","","C","C","C","C","C","C","C","C","C","C","","C","C","C","","","","","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","","","","","","","","","","","","","","","","","","","","","","","15.89051","17.68247","17.93676","15.76314","12.96077","18.03304","15.32419","18.04455","16.25814","22.58583","","19.7797","20.3258","13.98938","","","","",2013.0,"13.98938"
"MWI","33.4884625","-13.40819859","454","Malawi","1","End poverty in all its forms everywhere","1.a","Ensure significant mobilization of resources from a variety of sources, including through enhanced development cooperation, in order to provide adequate and predictable means for developing countries, in particular least developed countries, to implement programmes and policies to end poverty in all its dimensions","1.a.2","Proportion of total government spending on essential services (education, health and social protection)","2","SD_XPD_ESED","Proportion of total government spending on essential services, education (%)","2019.Q1.G.01","G","Global","PERCENT","Percentage","","","","","","","","","","","","","","","","","","","","","","C","","","","","","","C","C","","C","C","C","C","","","","","UNESCO Institute of Statistics (UIS).","","","","","","","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","","","","","","","","","","","","","","","","","","","","","","","16.55257","","","","","","","12.51796","15.09788","","20.4242","16.33403","21.55158","17.16185","",2016.0,"17.16185"
"MYS","116.8346314","5.452415309","458","Malaysia","1","End poverty in all its forms everywhere","1.a","Ensure significant mobilization of resources from a variety of sources, including through enhanced development cooperation, in order to provide adequate and predictable means for developing countries, in particular least developed countries, to implement programmes and policies to end poverty in all its dimensions","1.a.2","Proportion of total government spending on essential services (education, health and social protection)","2","SD_XPD_ESED","Proportion of total government spending on essential services, education (%)","2019.Q1.G.01","G","Global","PERCENT","Percentage","","","","","","","","","","","","","","","","","","","C","C","C","C","C","","C","C","C","C","C","C","C","C","C","C","C","","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","","","","","","","","","","","","","","","","","","","","21.39068","24.34852","25.9036","24.54244","21.01292","","16.74557","16.12466","14.03864","18.46463","18.40623","20.97702","19.92866","19.45431","19.80056","19.84806","20.63971","",2016.0,"20.63971"
"MDV","73.09672546","-0.614385021","462","Maldives","1","End poverty in all its forms everywhere","1.a","Ensure significant mobilization of resources from a variety of sources, including through enhanced development cooperation, in order to provide adequate and predictable means for developing countries, in particular least developed countries, to implement programmes and policies to end poverty in all its dimensions","1.a.2","Proportion of total government spending on essential services (education, health and social protection)","2","SD_XPD_ESED","Proportion of total government spending on essential services, education (%)","2019.Q1.G.01","G","Global","PERCENT","Percentage","","","","","","","","","","","","","","","","","","","","","E","C","E","C","C","C","C","C","C","C","C","C","C","C","C","","","","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","","","","","","","","","","","","","","","","","","","","","","21.2399","20.3462","19.47924","13.01498","13.34758","12.74641","12.61971","15.63228","12.46061","11.7121","12.67912","12.84295","10.17602","12.67215","11.09282","",2016.0,"11.09282"
"MLI","-3.522016039","17.35311254","466","Mali","1","End poverty in all its forms everywhere","1.a","Ensure significant mobilization of resources from a variety of sources, including through enhanced development cooperation, in order to provide adequate and predictable means for developing countries, in particular least developed countries, to implement programmes and policies to end poverty in all its dimensions","1.a.2","Proportion of total government spending on essential services (education, health and social protection)","2","SD_XPD_ESED","Proportion of total government spending on essential services, education (%)","2019.Q1.G.01","G","Global","PERCENT","Percentage","","","","","","","","","","","","","","","","","","","C","C","C","C","C","C","","","C","C","C","C","C","C","C","C","","","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","","","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","UNESCO Institute of Statistics (UIS).","","","","","","","","","","","","","","","","","","","","","15.32381","14.49319","14.52521","18.28376","17.73635","16.2803","","","18.03169","16.95941","16.50391","18.25834","22.40338","16.62345","18.22426","18.15549","","",2015.0,"18.15549"
