"GeoArea_Code","GeoArea_Desc","ISO3CD","X","Y","GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","Units_Code","Units_Desc","Age_Code","Age_Desc","ReportingType_Code","ReportingType_Desc","Sex_Code","Sex_Desc","Value_2015","Latest_Year","Latest_Value","Nature_Desc","Source"
"72","Botswana","BWA","23.81380223","-22.18810073","3","Ensure healthy lives and promote well-being for all at all ages","3.a","Strengthen the implementation of the World Health Organization Framework Convention on Tobacco Control in all countries, as appropriate","3.a.1","Age-standardized prevalence of current tobacco use among persons aged 15 years and older","1","SH_PRV_SMOK","Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex (%)","2019.Q1.G.01","PERCENT","Percentage","15+","15 years old and over","G","Global","FEMALE","Female","5.8",2015.0,"5.8","Estimated data","World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control"
"72","Botswana","BWA","23.81380223","-22.18810073","3","Ensure healthy lives and promote well-being for all at all ages","3.a","Strengthen the implementation of the World Health Organization Framework Convention on Tobacco Control in all countries, as appropriate","3.a.1","Age-standardized prevalence of current tobacco use among persons aged 15 years and older","1","SH_PRV_SMOK","Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex (%)","2019.Q1.G.01","PERCENT","Percentage","15+","15 years old and over","G","Global","MALE","Male","33.8",2015.0,"33.8","Estimated data","World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control"
"74","Bouvet Island","BVT","3.410732868","-54.43295905","3","Ensure healthy lives and promote well-being for all at all ages","3.a","Strengthen the implementation of the World Health Organization Framework Convention on Tobacco Control in all countries, as appropriate","3.a.1","Age-standardized prevalence of current tobacco use among persons aged 15 years and older","1","SH_PRV_SMOK","Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex (%)","2019.Q1.G.01","PERCENT","Percentage","15+","15 years old and over","G","Global","MALE","Male","","","","",""
"74","Bouvet Island","BVT","3.410732868","-54.43295905","3","Ensure healthy lives and promote well-being for all at all ages","3.a","Strengthen the implementation of the World Health Organization Framework Convention on Tobacco Control in all countries, as appropriate","3.a.1","Age-standardized prevalence of current tobacco use among persons aged 15 years and older","1","SH_PRV_SMOK","Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex (%)","2019.Q1.G.01","PERCENT","Percentage","15+","15 years old and over","G","Global","FEMALE","Female","","","","",""
"74","Bouvet Island","BVT","3.410732868","-54.43295905","3","Ensure healthy lives and promote well-being for all at all ages","3.a","Strengthen the implementation of the World Health Organization Framework Convention on Tobacco Control in all countries, as appropriate","3.a.1","Age-standardized prevalence of current tobacco use among persons aged 15 years and older","1","SH_PRV_SMOK","Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex (%)","2019.Q1.G.01","PERCENT","Percentage","15+","15 years old and over","G","Global","BOTHSEX","Both sexes","","","","",""
"76","Brazil","BRA","-53.08432878","-10.77668561","3","Ensure healthy lives and promote well-being for all at all ages","3.a","Strengthen the implementation of the World Health Organization Framework Convention on Tobacco Control in all countries, as appropriate","3.a.1","Age-standardized prevalence of current tobacco use among persons aged 15 years and older","1","SH_PRV_SMOK","Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex (%)","2019.Q1.G.01","PERCENT","Percentage","15+","15 years old and over","G","Global","MALE","Male","18.4",2015.0,"18.4","Estimated data","World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control"
"76","Brazil","BRA","-53.08432878","-10.77668561","3","Ensure healthy lives and promote well-being for all at all ages","3.a","Strengthen the implementation of the World Health Organization Framework Convention on Tobacco Control in all countries, as appropriate","3.a.1","Age-standardized prevalence of current tobacco use among persons aged 15 years and older","1","SH_PRV_SMOK","Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex (%)","2019.Q1.G.01","PERCENT","Percentage","15+","15 years old and over","G","Global","FEMALE","Female","10.5",2015.0,"10.5","Estimated data","World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control"
"76","Brazil","BRA","-53.08432878","-10.77668561","3","Ensure healthy lives and promote well-being for all at all ages","3.a","Strengthen the implementation of the World Health Organization Framework Convention on Tobacco Control in all countries, as appropriate","3.a.1","Age-standardized prevalence of current tobacco use among persons aged 15 years and older","1","SH_PRV_SMOK","Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex (%)","2019.Q1.G.01","PERCENT","Percentage","15+","15 years old and over","G","Global","BOTHSEX","Both sexes","14.3",2015.0,"14.3","Estimated data","World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control"
"84","Belize","BLZ","-88.70199554","17.19965901","3","Ensure healthy lives and promote well-being for all at all ages","3.a","Strengthen the implementation of the World Health Organization Framework Convention on Tobacco Control in all countries, as appropriate","3.a.1","Age-standardized prevalence of current tobacco use among persons aged 15 years and older","1","SH_PRV_SMOK","Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex (%)","2019.Q1.G.01","PERCENT","Percentage","15+","15 years old and over","G","Global","FEMALE","Female","","","","",""
"84","Belize","BLZ","-88.70199554","17.19965901","3","Ensure healthy lives and promote well-being for all at all ages","3.a","Strengthen the implementation of the World Health Organization Framework Convention on Tobacco Control in all countries, as appropriate","3.a.1","Age-standardized prevalence of current tobacco use among persons aged 15 years and older","1","SH_PRV_SMOK","Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex (%)","2019.Q1.G.01","PERCENT","Percentage","15+","15 years old and over","G","Global","BOTHSEX","Both sexes","","","","",""
"84","Belize","BLZ","-88.70199554","17.19965901","3","Ensure healthy lives and promote well-being for all at all ages","3.a","Strengthen the implementation of the World Health Organization Framework Convention on Tobacco Control in all countries, as appropriate","3.a.1","Age-standardized prevalence of current tobacco use among persons aged 15 years and older","1","SH_PRV_SMOK","Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex (%)","2019.Q1.G.01","PERCENT","Percentage","15+","15 years old and over","G","Global","MALE","Male","","","","",""
"86","British Indian Ocean Territory","IOT","72.38715553","-7.299281071","3","Ensure healthy lives and promote well-being for all at all ages","3.a","Strengthen the implementation of the World Health Organization Framework Convention on Tobacco Control in all countries, as appropriate","3.a.1","Age-standardized prevalence of current tobacco use among persons aged 15 years and older","1","SH_PRV_SMOK","Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex (%)","2019.Q1.G.01","PERCENT","Percentage","15+","15 years old and over","G","Global","BOTHSEX","Both sexes","","","","",""
"86","British Indian Ocean Territory","IOT","72.38715553","-7.299281071","3","Ensure healthy lives and promote well-being for all at all ages","3.a","Strengthen the implementation of the World Health Organization Framework Convention on Tobacco Control in all countries, as appropriate","3.a.1","Age-standardized prevalence of current tobacco use among persons aged 15 years and older","1","SH_PRV_SMOK","Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex (%)","2019.Q1.G.01","PERCENT","Percentage","15+","15 years old and over","G","Global","FEMALE","Female","","","","",""
"86","British Indian Ocean Territory","IOT","72.38715553","-7.299281071","3","Ensure healthy lives and promote well-being for all at all ages","3.a","Strengthen the implementation of the World Health Organization Framework Convention on Tobacco Control in all countries, as appropriate","3.a.1","Age-standardized prevalence of current tobacco use among persons aged 15 years and older","1","SH_PRV_SMOK","Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex (%)","2019.Q1.G.01","PERCENT","Percentage","15+","15 years old and over","G","Global","MALE","Male","","","","",""
"90","Solomon Islands","SLB","160.1584117","-9.622391719","3","Ensure healthy lives and promote well-being for all at all ages","3.a","Strengthen the implementation of the World Health Organization Framework Convention on Tobacco Control in all countries, as appropriate","3.a.1","Age-standardized prevalence of current tobacco use among persons aged 15 years and older","1","SH_PRV_SMOK","Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex (%)","2019.Q1.G.01","PERCENT","Percentage","15+","15 years old and over","G","Global","BOTHSEX","Both sexes","","","","",""
"90","Solomon Islands","SLB","160.1584117","-9.622391719","3","Ensure healthy lives and promote well-being for all at all ages","3.a","Strengthen the implementation of the World Health Organization Framework Convention on Tobacco Control in all countries, as appropriate","3.a.1","Age-standardized prevalence of current tobacco use among persons aged 15 years and older","1","SH_PRV_SMOK","Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex (%)","2019.Q1.G.01","PERCENT","Percentage","15+","15 years old and over","G","Global","FEMALE","Female","","","","",""
"90","Solomon Islands","SLB","160.1584117","-9.622391719","3","Ensure healthy lives and promote well-being for all at all ages","3.a","Strengthen the implementation of the World Health Organization Framework Convention on Tobacco Control in all countries, as appropriate","3.a.1","Age-standardized prevalence of current tobacco use among persons aged 15 years and older","1","SH_PRV_SMOK","Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex (%)","2019.Q1.G.01","PERCENT","Percentage","15+","15 years old and over","G","Global","MALE","Male","","","","",""
"92","British Virgin Islands","VGB","-64.63294223","18.42256578","3","Ensure healthy lives and promote well-being for all at all ages","3.a","Strengthen the implementation of the World Health Organization Framework Convention on Tobacco Control in all countries, as appropriate","3.a.1","Age-standardized prevalence of current tobacco use among persons aged 15 years and older","1","SH_PRV_SMOK","Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex (%)","2019.Q1.G.01","PERCENT","Percentage","15+","15 years old and over","G","Global","FEMALE","Female","","","","",""
"92","British Virgin Islands","VGB","-64.63294223","18.42256578","3","Ensure healthy lives and promote well-being for all at all ages","3.a","Strengthen the implementation of the World Health Organization Framework Convention on Tobacco Control in all countries, as appropriate","3.a.1","Age-standardized prevalence of current tobacco use among persons aged 15 years and older","1","SH_PRV_SMOK","Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex (%)","2019.Q1.G.01","PERCENT","Percentage","15+","15 years old and over","G","Global","MALE","Male","","","","",""
"92","British Virgin Islands","VGB","-64.63294223","18.42256578","3","Ensure healthy lives and promote well-being for all at all ages","3.a","Strengthen the implementation of the World Health Organization Framework Convention on Tobacco Control in all countries, as appropriate","3.a.1","Age-standardized prevalence of current tobacco use among persons aged 15 years and older","1","SH_PRV_SMOK","Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex (%)","2019.Q1.G.01","PERCENT","Percentage","15+","15 years old and over","G","Global","BOTHSEX","Both sexes","","","","",""
"96","Brunei Darussalam","BRN","114.6288563","4.49736984","3","Ensure healthy lives and promote well-being for all at all ages","3.a","Strengthen the implementation of the World Health Organization Framework Convention on Tobacco Control in all countries, as appropriate","3.a.1","Age-standardized prevalence of current tobacco use among persons aged 15 years and older","1","SH_PRV_SMOK","Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex (%)","2019.Q1.G.01","PERCENT","Percentage","15+","15 years old and over","G","Global","BOTHSEX","Both sexes","16.9",2015.0,"16.9","Estimated data","World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control"
"96","Brunei Darussalam","BRN","114.6288563","4.49736984","3","Ensure healthy lives and promote well-being for all at all ages","3.a","Strengthen the implementation of the World Health Organization Framework Convention on Tobacco Control in all countries, as appropriate","3.a.1","Age-standardized prevalence of current tobacco use among persons aged 15 years and older","1","SH_PRV_SMOK","Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex (%)","2019.Q1.G.01","PERCENT","Percentage","15+","15 years old and over","G","Global","FEMALE","Female","2.1",2015.0,"2.1","Estimated data","World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control"
"96","Brunei Darussalam","BRN","114.6288563","4.49736984","3","Ensure healthy lives and promote well-being for all at all ages","3.a","Strengthen the implementation of the World Health Organization Framework Convention on Tobacco Control in all countries, as appropriate","3.a.1","Age-standardized prevalence of current tobacco use among persons aged 15 years and older","1","SH_PRV_SMOK","Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex (%)","2019.Q1.G.01","PERCENT","Percentage","15+","15 years old and over","G","Global","MALE","Male","30.9",2015.0,"30.9","Estimated data","World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control"
"100","Bulgaria","BGR","25.23763153","42.75731323","3","Ensure healthy lives and promote well-being for all at all ages","3.a","Strengthen the implementation of the World Health Organization Framework Convention on Tobacco Control in all countries, as appropriate","3.a.1","Age-standardized prevalence of current tobacco use among persons aged 15 years and older","1","SH_PRV_SMOK","Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex (%)","2019.Q1.G.01","PERCENT","Percentage","15+","15 years old and over","G","Global","MALE","Male","45.4",2015.0,"45.4","Estimated data","World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control"
"100","Bulgaria","BGR","25.23763153","42.75731323","3","Ensure healthy lives and promote well-being for all at all ages","3.a","Strengthen the implementation of the World Health Organization Framework Convention on Tobacco Control in all countries, as appropriate","3.a.1","Age-standardized prevalence of current tobacco use among persons aged 15 years and older","1","SH_PRV_SMOK","Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex (%)","2019.Q1.G.01","PERCENT","Percentage","15+","15 years old and over","G","Global","FEMALE","Female","30.6",2015.0,"30.6","Estimated data","World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control"
"100","Bulgaria","BGR","25.23763153","42.75731323","3","Ensure healthy lives and promote well-being for all at all ages","3.a","Strengthen the implementation of the World Health Organization Framework Convention on Tobacco Control in all countries, as appropriate","3.a.1","Age-standardized prevalence of current tobacco use among persons aged 15 years and older","1","SH_PRV_SMOK","Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex (%)","2019.Q1.G.01","PERCENT","Percentage","15+","15 years old and over","G","Global","BOTHSEX","Both sexes","37.7",2015.0,"37.7","Estimated data","World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control"
"104","Myanmar","MMR","96.51752295","21.19332882","3","Ensure healthy lives and promote well-being for all at all ages","3.a","Strengthen the implementation of the World Health Organization Framework Convention on Tobacco Control in all countries, as appropriate","3.a.1","Age-standardized prevalence of current tobacco use among persons aged 15 years and older","1","SH_PRV_SMOK","Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex (%)","2019.Q1.G.01","PERCENT","Percentage","15+","15 years old and over","G","Global","FEMALE","Female","6.6",2015.0,"6.6","Estimated data","World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control"
"104","Myanmar","MMR","96.51752295","21.19332882","3","Ensure healthy lives and promote well-being for all at all ages","3.a","Strengthen the implementation of the World Health Organization Framework Convention on Tobacco Control in all countries, as appropriate","3.a.1","Age-standardized prevalence of current tobacco use among persons aged 15 years and older","1","SH_PRV_SMOK","Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex (%)","2019.Q1.G.01","PERCENT","Percentage","15+","15 years old and over","G","Global","BOTHSEX","Both sexes","20.8",2015.0,"20.8","Estimated data","World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control"
"104","Myanmar","MMR","96.51752295","21.19332882","3","Ensure healthy lives and promote well-being for all at all ages","3.a","Strengthen the implementation of the World Health Organization Framework Convention on Tobacco Control in all countries, as appropriate","3.a.1","Age-standardized prevalence of current tobacco use among persons aged 15 years and older","1","SH_PRV_SMOK","Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex (%)","2019.Q1.G.01","PERCENT","Percentage","15+","15 years old and over","G","Global","MALE","Male","36.1",2015.0,"36.1","Estimated data","World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control"
"108","Burundi","BDI","29.89080992","-3.366387428","3","Ensure healthy lives and promote well-being for all at all ages","3.a","Strengthen the implementation of the World Health Organization Framework Convention on Tobacco Control in all countries, as appropriate","3.a.1","Age-standardized prevalence of current tobacco use among persons aged 15 years and older","1","SH_PRV_SMOK","Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex (%)","2019.Q1.G.01","PERCENT","Percentage","15+","15 years old and over","G","Global","BOTHSEX","Both sexes","","","","",""
"108","Burundi","BDI","29.89080992","-3.366387428","3","Ensure healthy lives and promote well-being for all at all ages","3.a","Strengthen the implementation of the World Health Organization Framework Convention on Tobacco Control in all countries, as appropriate","3.a.1","Age-standardized prevalence of current tobacco use among persons aged 15 years and older","1","SH_PRV_SMOK","Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex (%)","2019.Q1.G.01","PERCENT","Percentage","15+","15 years old and over","G","Global","FEMALE","Female","","","","",""
"108","Burundi","BDI","29.89080992","-3.366387428","3","Ensure healthy lives and promote well-being for all at all ages","3.a","Strengthen the implementation of the World Health Organization Framework Convention on Tobacco Control in all countries, as appropriate","3.a.1","Age-standardized prevalence of current tobacco use among persons aged 15 years and older","1","SH_PRV_SMOK","Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex (%)","2019.Q1.G.01","PERCENT","Percentage","15+","15 years old and over","G","Global","MALE","Male","","","","",""
"112","Belarus","BLR","28.04940161","53.54193075","3","Ensure healthy lives and promote well-being for all at all ages","3.a","Strengthen the implementation of the World Health Organization Framework Convention on Tobacco Control in all countries, as appropriate","3.a.1","Age-standardized prevalence of current tobacco use among persons aged 15 years and older","1","SH_PRV_SMOK","Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex (%)","2019.Q1.G.01","PERCENT","Percentage","15+","15 years old and over","G","Global","BOTHSEX","Both sexes","27.2",2015.0,"27.2","Estimated data","World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control"
"112","Belarus","BLR","28.04940161","53.54193075","3","Ensure healthy lives and promote well-being for all at all ages","3.a","Strengthen the implementation of the World Health Organization Framework Convention on Tobacco Control in all countries, as appropriate","3.a.1","Age-standardized prevalence of current tobacco use among persons aged 15 years and older","1","SH_PRV_SMOK","Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex (%)","2019.Q1.G.01","PERCENT","Percentage","15+","15 years old and over","G","Global","FEMALE","Female","10.6",2015.0,"10.6","Estimated data","World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control"
"112","Belarus","BLR","28.04940161","53.54193075","3","Ensure healthy lives and promote well-being for all at all ages","3.a","Strengthen the implementation of the World Health Organization Framework Convention on Tobacco Control in all countries, as appropriate","3.a.1","Age-standardized prevalence of current tobacco use among persons aged 15 years and older","1","SH_PRV_SMOK","Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex (%)","2019.Q1.G.01","PERCENT","Percentage","15+","15 years old and over","G","Global","MALE","Male","47.0",2015.0,"47.0","Estimated data","World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control"
"116","Cambodia","KHM","104.922836","12.71163737","3","Ensure healthy lives and promote well-being for all at all ages","3.a","Strengthen the implementation of the World Health Organization Framework Convention on Tobacco Control in all countries, as appropriate","3.a.1","Age-standardized prevalence of current tobacco use among persons aged 15 years and older","1","SH_PRV_SMOK","Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex (%)","2019.Q1.G.01","PERCENT","Percentage","15+","15 years old and over","G","Global","BOTHSEX","Both sexes","17.7",2015.0,"17.7","Estimated data","World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control"
"116","Cambodia","KHM","104.922836","12.71163737","3","Ensure healthy lives and promote well-being for all at all ages","3.a","Strengthen the implementation of the World Health Organization Framework Convention on Tobacco Control in all countries, as appropriate","3.a.1","Age-standardized prevalence of current tobacco use among persons aged 15 years and older","1","SH_PRV_SMOK","Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex (%)","2019.Q1.G.01","PERCENT","Percentage","15+","15 years old and over","G","Global","FEMALE","Female","2.1",2015.0,"2.1","Estimated data","World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control"
"116","Cambodia","KHM","104.922836","12.71163737","3","Ensure healthy lives and promote well-being for all at all ages","3.a","Strengthen the implementation of the World Health Organization Framework Convention on Tobacco Control in all countries, as appropriate","3.a.1","Age-standardized prevalence of current tobacco use among persons aged 15 years and older","1","SH_PRV_SMOK","Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex (%)","2019.Q1.G.01","PERCENT","Percentage","15+","15 years old and over","G","Global","MALE","Male","34.7",2015.0,"34.7","Estimated data","World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control"
"120","Cameroon","CMR","12.7419827","5.692387031","3","Ensure healthy lives and promote well-being for all at all ages","3.a","Strengthen the implementation of the World Health Organization Framework Convention on Tobacco Control in all countries, as appropriate","3.a.1","Age-standardized prevalence of current tobacco use among persons aged 15 years and older","1","SH_PRV_SMOK","Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex (%)","2019.Q1.G.01","PERCENT","Percentage","15+","15 years old and over","G","Global","BOTHSEX","Both sexes","","","","",""
"120","Cameroon","CMR","12.7419827","5.692387031","3","Ensure healthy lives and promote well-being for all at all ages","3.a","Strengthen the implementation of the World Health Organization Framework Convention on Tobacco Control in all countries, as appropriate","3.a.1","Age-standardized prevalence of current tobacco use among persons aged 15 years and older","1","SH_PRV_SMOK","Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex (%)","2019.Q1.G.01","PERCENT","Percentage","15+","15 years old and over","G","Global","FEMALE","Female","","","","",""
"120","Cameroon","CMR","12.7419827","5.692387031","3","Ensure healthy lives and promote well-being for all at all ages","3.a","Strengthen the implementation of the World Health Organization Framework Convention on Tobacco Control in all countries, as appropriate","3.a.1","Age-standardized prevalence of current tobacco use among persons aged 15 years and older","1","SH_PRV_SMOK","Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex (%)","2019.Q1.G.01","PERCENT","Percentage","15+","15 years old and over","G","Global","MALE","Male","","","","",""
"124","Canada","CAN","-101.6575058","57.72360191","3","Ensure healthy lives and promote well-being for all at all ages","3.a","Strengthen the implementation of the World Health Organization Framework Convention on Tobacco Control in all countries, as appropriate","3.a.1","Age-standardized prevalence of current tobacco use among persons aged 15 years and older","1","SH_PRV_SMOK","Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex (%)","2019.Q1.G.01","PERCENT","Percentage","15+","15 years old and over","G","Global","FEMALE","Female","12.7",2015.0,"12.7","Estimated data","World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control"
"124","Canada","CAN","-101.6575058","57.72360191","3","Ensure healthy lives and promote well-being for all at all ages","3.a","Strengthen the implementation of the World Health Organization Framework Convention on Tobacco Control in all countries, as appropriate","3.a.1","Age-standardized prevalence of current tobacco use among persons aged 15 years and older","1","SH_PRV_SMOK","Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex (%)","2019.Q1.G.01","PERCENT","Percentage","15+","15 years old and over","G","Global","MALE","Male","17.3",2015.0,"17.3","Estimated data","World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control"
"124","Canada","CAN","-101.6575058","57.72360191","3","Ensure healthy lives and promote well-being for all at all ages","3.a","Strengthen the implementation of the World Health Organization Framework Convention on Tobacco Control in all countries, as appropriate","3.a.1","Age-standardized prevalence of current tobacco use among persons aged 15 years and older","1","SH_PRV_SMOK","Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex (%)","2019.Q1.G.01","PERCENT","Percentage","15+","15 years old and over","G","Global","BOTHSEX","Both sexes","15.0",2015.0,"15.0","Estimated data","World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control"
"132","Cabo Verde","CPV","-23.63544151","15.07791834","3","Ensure healthy lives and promote well-being for all at all ages","3.a","Strengthen the implementation of the World Health Organization Framework Convention on Tobacco Control in all countries, as appropriate","3.a.1","Age-standardized prevalence of current tobacco use among persons aged 15 years and older","1","SH_PRV_SMOK","Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex (%)","2019.Q1.G.01","PERCENT","Percentage","15+","15 years old and over","G","Global","FEMALE","Female","2.3",2015.0,"2.3","Estimated data","World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control"
"132","Cabo Verde","CPV","-23.63544151","15.07791834","3","Ensure healthy lives and promote well-being for all at all ages","3.a","Strengthen the implementation of the World Health Organization Framework Convention on Tobacco Control in all countries, as appropriate","3.a.1","Age-standardized prevalence of current tobacco use among persons aged 15 years and older","1","SH_PRV_SMOK","Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex (%)","2019.Q1.G.01","PERCENT","Percentage","15+","15 years old and over","G","Global","MALE","Male","16.7",2015.0,"16.7","Estimated data","World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control"
"132","Cabo Verde","CPV","-23.63544151","15.07791834","3","Ensure healthy lives and promote well-being for all at all ages","3.a","Strengthen the implementation of the World Health Organization Framework Convention on Tobacco Control in all countries, as appropriate","3.a.1","Age-standardized prevalence of current tobacco use among persons aged 15 years and older","1","SH_PRV_SMOK","Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex (%)","2019.Q1.G.01","PERCENT","Percentage","15+","15 years old and over","G","Global","BOTHSEX","Both sexes","9.3",2015.0,"9.3","Estimated data","World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control"
"136","Cayman Islands","CYM","-81.16740559","19.32266656","3","Ensure healthy lives and promote well-being for all at all ages","3.a","Strengthen the implementation of the World Health Organization Framework Convention on Tobacco Control in all countries, as appropriate","3.a.1","Age-standardized prevalence of current tobacco use among persons aged 15 years and older","1","SH_PRV_SMOK","Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex (%)","2019.Q1.G.01","PERCENT","Percentage","15+","15 years old and over","G","Global","FEMALE","Female","","","","",""
"136","Cayman Islands","CYM","-81.16740559","19.32266656","3","Ensure healthy lives and promote well-being for all at all ages","3.a","Strengthen the implementation of the World Health Organization Framework Convention on Tobacco Control in all countries, as appropriate","3.a.1","Age-standardized prevalence of current tobacco use among persons aged 15 years and older","1","SH_PRV_SMOK","Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex (%)","2019.Q1.G.01","PERCENT","Percentage","15+","15 years old and over","G","Global","MALE","Male","","","","",""
"136","Cayman Islands","CYM","-81.16740559","19.32266656","3","Ensure healthy lives and promote well-being for all at all ages","3.a","Strengthen the implementation of the World Health Organization Framework Convention on Tobacco Control in all countries, as appropriate","3.a.1","Age-standardized prevalence of current tobacco use among persons aged 15 years and older","1","SH_PRV_SMOK","Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex (%)","2019.Q1.G.01","PERCENT","Percentage","15+","15 years old and over","G","Global","BOTHSEX","Both sexes","","","","",""
