series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Type of product	Units	Type of product description	Units description	years	value	valueType	time_detail	source	Nature
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	470	14.44617519	35.89194275	MLT	Malta	5	MIL	INDEX	millet	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	388	-77.31068409	18.15616857	JAM	Jamaica	5	MIL	INDEX	millet	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	642	24.98481009	45.83893563	ROU	Romania	5	MIL	INDEX	millet	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	400	37.13024774	30.65365973	JOR	Jordan	5	MIL	INDEX	millet	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	218	-78.37005241	-1.447785891	ECU	Ecuador	5	MIL	INDEX	millet	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	474	-60.91544135	14.56086108	MTQ	Martinique	5	MIL	INDEX	millet	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	392	139.2716103	36.6554539	JPN	Japan	5	MIL	INDEX	millet	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	643	99.01404926	61.61899849	RUS	Russian Federation	5	MIL	INDEX	millet	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	404	37.86096816	0.534797278	KEN	Kenya	5	MIL	INDEX	millet	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	222	-88.86862995	13.73603564	SLV	El Salvador	5	MIL	INDEX	millet	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	478	-10.33187259	20.26089546	MRT	Mauritania	5	MIL	INDEX	millet	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	232	38.11074289	16.12894644	ERI	Eritrea	5	MIL	INDEX	millet	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	646	29.92310194	-1.999842114	RWA	Rwanda	5	MIL	INDEX	millet	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	408	127.1803633	40.1462645	PRK	Democratic People's Republic of Korea	5	MIL	INDEX	millet	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	226	10.46535826	1.565792376	GNQ	Equatorial Guinea	5	MIL	INDEX	millet	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	480	57.568022	-20.28581998	MUS	Mauritius	5	MIL	INDEX	millet	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	233	25.84093481	58.68487172	EST	Estonia	5	MIL	INDEX	millet	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	652	-62.83173536	17.89513362	BLM	Saint Barthélemy	5	MIL	INDEX	millet	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	410	127.8610254	36.45201023	KOR	Republic of Korea	5	MIL	INDEX	millet	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	231	39.63505296	8.631223181	ETH	Ethiopia	5	MIL	INDEX	millet	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	484	-102.5148166	23.93378032	MEX	Mexico	5	MIL	INDEX	millet	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	234	-7.122044325	62.21228119	FRO	Faroe Islands	5	MIL	INDEX	millet	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	654	-5.705752501	-15.96503946	SHN	Saint Helena	5	MIL	INDEX	millet	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	414	47.49305029	29.53949468	KWT	Kuwait	5	MIL	INDEX	millet	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	662	-60.96529553	13.89405601	LCA	Saint Lucia	5	MIL	INDEX	millet	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	492	7.424214814	43.73532918	MCO	Monaco	5	MIL	INDEX	millet	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	238	-58.75246778	-51.74562601	FLK	Falkland Islands (Malvinas)	5	MIL	INDEX	millet	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	659	-62.76628613	17.33994219	KNA	Saint Kitts and Nevis	5	MIL	INDEX	millet	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	417	74.52324839	41.46204516	KGZ	Kyrgyzstan	5	MIL	INDEX	millet	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	663	-63.04505461	18.0882685	MAF	Saint Martin (French Part)	5	MIL	INDEX	millet	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	496	103.0728057	46.83892054	MNG	Mongolia	5	MIL	INDEX	millet	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	239	-36.90662765	-54.20736749	SGS	South Georgia and the South Sandwich Islands	5	MIL	INDEX	millet	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	660	-63.05651612	18.21525315	AIA	Anguilla	5	MIL	INDEX	millet	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	418	101.9901968	20.27482773	LAO	Lao People's Democratic Republic	5	MIL	INDEX	millet	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	666	-56.33682442	46.85812735	SPM	Saint Pierre and Miquelon	5	MIL	INDEX	millet	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	498	28.4650624	47.20236795	MDA	Republic of Moldova	5	MIL	INDEX	millet	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	242	177.9660884	-17.83301566	FJI	Fiji	5	MIL	INDEX	millet	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	504	-6.281942841	31.8440131	MAR	Morocco	5	MIL	INDEX	millet	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	422	35.89391711	33.92152458	LBN	Lebanon	5	MIL	INDEX	millet	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	670	-61.19024321	13.24627968	VCT	Saint Vincent and the Grenadines	5	MIL	INDEX	millet	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	499	19.25214024	42.78717043	MNE	Montenegro	5	MIL	INDEX	millet	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	246	23.308447	61.91586738	FIN	Finland	5	MIL	INDEX	millet	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	508	38.18479941	-14.27963886	MOZ	Mozambique	5	MIL	INDEX	millet	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	426	28.25362195	-29.58041814	LSO	Lesotho	5	MIL	INDEX	millet	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	674	12.46329038	43.93841766	SMR	San Marino	5	MIL	INDEX	millet	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	500	-62.19261223	16.73558313	MSR	Montserrat	5	MIL	INDEX	millet	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	248	19.80945969	60.1544901	ALA	Åland Islands	5	MIL	INDEX	millet	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	512	57.87743482	21.98805614	OMN	Oman	5	MIL	INDEX	millet	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	428	26.42461876	56.64196636	LVA	Latvia	5	MIL	INDEX	millet	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	678	6.609772265	0.241554875	STP	Sao Tome and Principe	5	MIL	INDEX	millet	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	4	66.02688198	33.83160199	AFG	Afghanistan	5	MIL	INDEX	millet	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	250	2.457288129	46.62660861	FRA	France	5	MIL	INDEX	millet	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	516	17.21907885	-22.13817068	NAM	Namibia	5	MIL	INDEX	millet	Index	2016	1.98	Float		FAO/GIEWS/FPMA-Tool	G
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	430	-9.311879038	6.448381009	LBR	Liberia	5	MIL	INDEX	millet	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	682	44.54763347	24.12594211	SAU	Saudi Arabia	5	MIL	INDEX	millet	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	8	20.06660928	41.13897007	ALB	Albania	5	MIL	INDEX	millet	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	254	-53.23619089	3.922673437	GUF	French Guiana	5	MIL	INDEX	millet	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	520	166.92313	-0.528742623	NRU	Nauru	5	MIL	INDEX	millet	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	434	18.0295985	27.04042819	LBY	Libya	5	MIL	INDEX	millet	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	686	-14.46636926	14.35920905	SEN	Senegal	5	MIL	INDEX	millet	Index	2016	-0.3	Float		FAO/GIEWS/FPMA-Tool	G
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	10	21.47585697	-80.40897662	ATA	Antarctica	5	MIL	INDEX	millet	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	258	-149.4052367	-17.67709294	PYF	French Polynesia	5	MIL	INDEX	millet	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	524	83.94678863	28.25866332	NPL	Nepal	5	MIL	INDEX	millet	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	438	9.552985019	47.14167005	LIE	Liechtenstein	5	MIL	INDEX	millet	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	688	20.805876	44.03145697	SRB	Serbia	5	MIL	INDEX	millet	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	12	2.678164227	28.15940032	DZA	Algeria	5	MIL	INDEX	millet	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	260	69.64849091	-49.6068576	ATF	French Southern Territories	5	MIL	INDEX	millet	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	528	5.331480568	51.86728884	NLD	Netherlands	5	MIL	INDEX	millet	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	440	23.90517807	55.33680309	LTU	Lithuania	5	MIL	INDEX	millet	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	690	55.46561591	-4.678053059	SYC	Seychelles	5	MIL	INDEX	millet	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	16	-170.7187269	-14.30587306	ASM	American Samoa	5	MIL	INDEX	millet	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	262	42.18274707	11.56004161	DJI	Djibouti	5	MIL	INDEX	millet	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	530	-68.30676179	12.22720635	ANT	Netherlands Antilles	5	MIL	INDEX	millet	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	784	53.98279159	23.43322219	ARE	United Arab Emirates	5	MIL	INDEX	millet	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	694	-11.78306584	8.568604164	SLE	Sierra Leone	5	MIL	INDEX	millet	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	20	1.576257417	42.54548611	AND	Andorra	5	MIL	INDEX	millet	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	266	11.78727747	-0.60687619	GAB	Gabon	5	MIL	INDEX	millet	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	531	-68.95033464	12.15058042	CUW	Curaçao	5	MIL	INDEX	millet	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	788	9.572737411	34.11439971	TUN	Tunisia	5	MIL	INDEX	millet	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	702	103.8107883	1.361009155	SGP	Singapore	5	MIL	INDEX	millet	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	24	17.57817062	-12.33724746	AGO	Angola	5	MIL	INDEX	millet	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	268	43.3713615	42.04813028	GEO	Georgia	5	MIL	INDEX	millet	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	533	-69.97050586	12.50878756	ABW	Aruba	5	MIL	INDEX	millet	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	792	35.42890329	38.9899684	TUR	Turkey	5	MIL	INDEX	millet	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	703	19.48495604	48.70741446	SVK	Slovakia	5	MIL	INDEX	millet	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	28	-61.7999755	17.07761471	ATG	Antigua and Barbuda	5	MIL	INDEX	millet	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	270	-15.39944785	13.45295927	GMB	Gambia	5	MIL	INDEX	millet	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	534	-63.06198692	18.03926508	SXM	Sint Maarten (Dutch part)	5	MIL	INDEX	millet	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	795	58.9787665	40.0912346	TKM	Turkmenistan	5	MIL	INDEX	millet	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	704	105.802499	10.09643079	VNM	Viet Nam	5	MIL	INDEX	millet	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	31	50.01064725	40.39229544	AZE	Azerbaijan	5	MIL	INDEX	millet	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	275	35.25694122	31.94347933	PSE	State of Palestine	5	MIL	INDEX	millet	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	540	165.5067368	-21.41742531	NCL	New Caledonia	5	MIL	INDEX	millet	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	796	-71.745121	21.80780585	TCA	Turks and Caicos Islands	5	MIL	INDEX	millet	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	705	14.82209486	46.11958061	SVN	Slovenia	5	MIL	INDEX	millet	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	32	-65.14563274	-35.19446255	ARG	Argentina	5	MIL	INDEX	millet	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	276	10.3806066	51.08862743	DEU	Germany	5	MIL	INDEX	millet	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	548	167.0679779	-15.34445547	VUT	Vanuatu	5	MIL	INDEX	millet	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	798	178.6679611	-7.460048071	TUV	Tuvalu	5	MIL	INDEX	millet	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	706	46.20367477	4.406485729	SOM	Somalia	5	MIL	INDEX	millet	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	36	134.3499412	-25.57717202	AUS	Australia	5	MIL	INDEX	millet	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	288	-1.205623522	7.964825185	GHA	Ghana	5	MIL	INDEX	millet	Index	2016	-0.67	Float		FAO/GIEWS/FPMA-Tool	G
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	554	170.4755673	-43.98721568	NZL	New Zealand	5	MIL	INDEX	millet	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	800	32.39100438	1.279557331	UGA	Uganda	5	MIL	INDEX	millet	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	710	24.67184355	-29.99957544	ZAF	South Africa	5	MIL	INDEX	millet	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	40	14.14172472	47.58704857	AUT	Austria	5	MIL	INDEX	millet	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	292	-5.347561686	36.13895036	GIB	Gibraltar	5	MIL	INDEX	millet	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	558	-85.03060315	12.84210839	NIC	Nicaragua	5	MIL	INDEX	millet	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	804	31.40270802	49.00735945	UKR	Ukraine	5	MIL	INDEX	millet	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	716	29.86909584	-19.00075492	ZWE	Zimbabwe	5	MIL	INDEX	millet	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	44	-78.05111663	24.69546597	BHS	Bahamas	5	MIL	INDEX	millet	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	296	-157.5643005	1.768837732	KIR	Kiribati	5	MIL	INDEX	millet	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	562	9.400167877	17.42143036	NER	Niger	5	MIL	INDEX	millet	Index	2016	0.62	Float		FAO/GIEWS/FPMA-Tool	G
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	807	21.7007909	41.60048068	MKD	Macedonia, Republic of	5	MIL	INDEX	millet	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	724	-3.554078296	40.39211472	ESP	Spain	5	MIL	INDEX	millet	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	48	50.5490754	26.04407747	BHR	Bahrain	5	MIL	INDEX	millet	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	300	22.58307827	39.47301873	GRC	Greece	5	MIL	INDEX	millet	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	566	8.097363256	9.585789025	NGA	Nigeria	5	MIL	INDEX	millet	Index	2016	2.19	Float		FAO/GIEWS/FPMA-Tool	G
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	818	29.77468534	26.57438204	EGY	Egypt	5	MIL	INDEX	millet	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	728	30.32618773	7.290839152	SSD	South Sudan	5	MIL	INDEX	millet	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	50	89.17660788	22.86961622	BGD	Bangladesh	5	MIL	INDEX	millet	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	304	-41.39371316	74.75625681	GRL	Greenland	5	MIL	INDEX	millet	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	570	-169.8601693	-19.05000475	NIU	Niue	5	MIL	INDEX	millet	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	826	-2.23830539	53.27691757	GBR	United Kingdom	5	MIL	INDEX	millet	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	732	-13.13515523	24.66265342	ESH	Western Sahara	5	MIL	INDEX	millet	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	51	44.93839317	40.29499741	ARM	Armenia	5	MIL	INDEX	millet	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	308	-61.68248568	12.11238395	GRD	Grenada	5	MIL	INDEX	millet	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	574	167.9515548	-29.03230018	NFK	Norfolk Island	5	MIL	INDEX	millet	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	831	-2.200712402	49.71561166	GGY	Guernsey	5	MIL	INDEX	millet	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	736	29.95650159	16.02643066	SDN	Sudan	5	MIL	INDEX	millet	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	52	-59.5346489	13.13648273	BRB	Barbados	5	MIL	INDEX	millet	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	312	-61.64762115	16.14416917	GLP	Guadeloupe	5	MIL	INDEX	millet	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	578	11.47846389	61.34311134	NOR	Norway	5	MIL	INDEX	millet	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	832	-2.136773508	49.22353354	JEY	Jersey	5	MIL	INDEX	millet	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	740	-55.90626394	4.132603197	SUR	Suriname	5	MIL	INDEX	millet	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	56	4.660976456	50.64104975	BEL	Belgium	5	MIL	INDEX	millet	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	316	144.7029305	13.35485404	GUM	Guam	5	MIL	INDEX	millet	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	580	145.7582114	15.19099517	MNP	Northern Mariana Islands	5	MIL	INDEX	millet	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	833	-4.538190305	54.22880901	IMN	Isle of Man	5	MIL	INDEX	millet	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	744	13.38071013	78.82894131	SJM	Svalbard and Jan Mayen Islands	5	MIL	INDEX	millet	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	60	-64.78155012	32.27881922	BMU	Bermuda	5	MIL	INDEX	millet	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	320	-91.2312746	15.00273719	GTM	Guatemala	5	MIL	INDEX	millet	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	581	-162.4343752	5.874443968	UMI	US Minor Outlying Islands	5	MIL	INDEX	millet	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	834	34.80521182	-6.265332606	TZA	Tanzania, United Republic of	5	MIL	INDEX	millet	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	748	31.50149288	-26.56471011	SWZ	Swaziland	5	MIL	INDEX	millet	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	64	90.45098484	27.39598568	BTN	Bhutan	5	MIL	INDEX	millet	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	324	-11.28173419	11.00210343	GIN	Guinea	5	MIL	INDEX	millet	Index	2016					
