series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Sex	Units	Sex description	Units description	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2018.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions (%)	376	34.62277992	31.06164552	ISR	Israel	1	FEMALE	PERCENT	Female	Percentage	27.18	27.14	26.88	29.57	28.67	27.59	30.12	29.73	32.12	31.17	34.75	35.45	31.79	32.65	32.84	32.23	34.12	32.726	2016	34.12	ILOSTAT - LFS - Labour Force Survey	C
2018.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions (%)	380	12.57022427	42.79917282	ITA	Italy	1	FEMALE	PERCENT	Female	Percentage	14.32	18.75	20.18	20.84	33.3	32.5	33.01	33.7	33.39	33.78	32.85	25.08	26.03	27.01	26.58	26.57	27.67	26.772	2016	27.67	ILOSTAT - LFS - EU Labour Force Survey	C
2018.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions (%)	384	-5.552690016	7.62211586	CIV	Côte d'Ivoire	1	FEMALE	PERCENT	Female	Percentage																						
2018.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions (%)	388	-77.31068409	18.15616857	JAM	Jamaica	1	FEMALE	PERCENT	Female	Percentage																						
2018.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions (%)	392	139.2716103	36.6554539	JPN	Japan	1	FEMALE	PERCENT	Female	Percentage										10.71	10.56	11.39	11.11	11.19	11.27	12.5	13.01	11.816	2016	13.01	ILOSTAT - LFS - Labour force survey	C
2018.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions (%)	398	66.65359159	48.01963494	KAZ	Kazakhstan	1	FEMALE	PERCENT	Female	Percentage		32.99	33.77	34.2	37.97	35.64	35.84	36.79	38.36	38.77	37.17	38.46	39.75	38.32		37.06		38.3766666666667	2015	37.06	ILOSTAT - LFS - Sample Survey of Employment	C
2018.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions (%)	400	37.13024774	30.65365973	JOR	Jordan	1	FEMALE	PERCENT	Female	Percentage					5.14														2004	5.14	ILOSTAT - PC - Population Census	C
2018.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions (%)	404	37.86096816	0.534797278	KEN	Kenya	1	FEMALE	PERCENT	Female	Percentage																						
2018.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions (%)	408	127.1803633	40.1462645	PRK	Democratic People's Republic of Korea	1	FEMALE	PERCENT	Female	Percentage																						
2018.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions (%)	410	127.8610254	36.45201023	KOR	Republic of Korea	1	FEMALE	PERCENT	Female	Percentage	4.95	5.92	5.61	5.86	6.94	7.84	8.23	8.81	9.59	8.55	9.4	10.14	11.05		11.17	10.49		10.9033333333333	2015	10.49	ILOSTAT - LFS - Economically Active Population Survey	C
2018.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions (%)	414	47.49305029	29.53949468	KWT	Kuwait	1	FEMALE	PERCENT	Female	Percentage						13.86													2005	13.86	ILOSTAT - PC - Population Census	C
2018.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions (%)	417	74.52324839	41.46204516	KGZ	Kyrgyzstan	1	FEMALE	PERCENT	Female	Percentage			27.74	25.75	25.15	30.05	35.16			30.61	32.39	29.09	32.26	27.54	33.44	35.65	34.94	32.766	2016	34.94	ILOSTAT - LFS - Employment and Unemployment Survey	C
2018.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions (%)	418	101.9901968	20.27482773	LAO	Lao People's Democratic Republic	1	FEMALE	PERCENT	Female	Percentage											31.75								2010	31.75	ILOSTAT - LFS - Labour Force Survey	C
2018.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions (%)	422	35.89391711	33.92152458	LBN	Lebanon	1	FEMALE	PERCENT	Female	Percentage					11.16			8.44											2007	8.44	ILOSTAT - HS - Living Conditions Survey	C
2018.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions (%)	426	28.25362195	-29.58041814	LSO	Lesotho	1	FEMALE	PERCENT	Female	Percentage							36.94		36.08										2008	36.08	ILOSTAT - LFS - Lesotho Integrated Labour Force Survey	C
2018.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions (%)	428	26.42461876	56.64196636	LVA	Latvia	1	FEMALE	PERCENT	Female	Percentage	37.14	38.44	40.31	39.27	43.57	43.31	40.21	42.47	42.54	44.28	42.07	45.54	45.81	43.79	44.1	44.32	47.25	45.054	2016	47.25	ILOSTAT - LFS - EU Labour Force Survey	C
2018.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions (%)	430	-9.311879038	6.448381009	LBR	Liberia	1	FEMALE	PERCENT	Female	Percentage											20.04								2010	20.04	ILOSTAT - LFS - Liberia Labour Force Survey	C
2018.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions (%)	434	18.0295985	27.04042819	LBY	Libya	1	FEMALE	PERCENT	Female	Percentage																						
2018.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions (%)	438	9.552985019	47.14167005	LIE	Liechtenstein	1	FEMALE	PERCENT	Female	Percentage																						
2018.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions (%)	440	23.90517807	55.33680309	LTU	Lithuania	1	FEMALE	PERCENT	Female	Percentage	42.68	46.38	47.02	40.81	45.37	43.17	40.49	38.12	40.18	39.24	41.08	39.11	38.9	39.58	38.55	39.61	39.42	39.212	2016	39.42	ILOSTAT - LFS - EU Labour Force Survey	C
2018.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions (%)	442	6.092656563	49.77679538	LUX	Luxembourg	1	FEMALE	PERCENT	Female	Percentage	26.91	30.15	22.08	28.82	26.7	23.77	26.76	21.17	27.52	19.09	24.69	24.02	18	14.86	22.53	18.2	17.74	18.266	2016	17.74	ILOSTAT - LFS - EU Labour Force Survey	C
2018.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions (%)	446	113.5665388	22.1237259	MAC	China, Macao Special Administrative Region	1	FEMALE	PERCENT	Female	Percentage																						
2018.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions (%)	450	46.6982339	-19.38514785	MDG	Madagascar	1	FEMALE	PERCENT	Female	Percentage						22.1					36.58		25.08			31.77		28.425	2015	31.77	ILOSTAT - LFS - Labour force survey	C
2018.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions (%)	454	33.4884625	-13.40819859	MWI	Malawi	1	FEMALE	PERCENT	Female	Percentage														15.62				15.62	2013	15.62	ILOSTAT - LFS - Labour Force Survey	C
2018.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions (%)	458	116.8346314	5.452415309	MYS	Malaysia	1	FEMALE	PERCENT	Female	Percentage		21.8	23.11	23.2	24.64	25.47	23.36	23.01	24.23	23.13	24.88	22.65	21.55	22.07	22.25	22.53	20.41	21.762	2016	20.41	ILOSTAT - LFS - Labour Force Survey	C
2018.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions (%)	462	73.09672546	-0.614385021	MDV	Maldives	1	FEMALE	PERCENT	Female	Percentage	15.39						14.26				13.36				18.46			18.46	2014	18.46	ILOSTAT - PC - Population and Housing Census	C
2018.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions (%)	466	-3.522016039	17.35311254	MLI	Mali	1	FEMALE	PERCENT	Female	Percentage															0		17.75	8.875	2016	17.75	ILOSTAT - LFS - Continous Household Employment Survey	C
2018.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions (%)	470	14.44617519	35.89194275	MLT	Malta	1	FEMALE	PERCENT	Female	Percentage	17.6	15.33	17.65	19.08	13.07	18.04	18.3	17.97	17.05	21.34	22.65	24.22	26.22	28.06	25.66	27.13	28.65	27.144	2016	28.65	ILOSTAT - LFS - EU Labour Force Survey	C
2018.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions (%)	474	-60.91544135	14.56086108	MTQ	Martinique	1	FEMALE	PERCENT	Female	Percentage																						
2018.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions (%)	478	-10.33187259	20.26089546	MRT	Mauritania	1	FEMALE	PERCENT	Female	Percentage																						
2018.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions (%)	480	57.568022	-20.28581998	MUS	Mauritius	1	FEMALE	PERCENT	Female	Percentage	22.03				20.38	24.64	15.28	20.27	23.13		26.51	22.34	23.43			28.91	30.67	27.67	2016	30.67	ILOSTAT - LFS - Continuous Multi-Purpose Household Survey	C
2018.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions (%)	484	-102.5148166	23.93378032	MEX	Mexico	1	FEMALE	PERCENT	Female	Percentage	23.6	25.22	23.65	23.73	24.62									34.95	35.36	35.98	36.01	35.575	2016	36.01	ILOSTAT - LFS - National Occupation and Employment Survey	C
2018.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions (%)	492	7.424214814	43.73532918	MCO	Monaco	1	FEMALE	PERCENT	Female	Percentage																						
2018.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions (%)	496	103.0728057	46.83892054	MNG	Mongolia	1	FEMALE	PERCENT	Female	Percentage	30.21								42.45	38.71	37.62	38.78	41.89	41.3	38.04	40.57	40.79	40.518	2016	40.79	ILOSTAT - LFS - Labour force survey	C
2018.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions (%)	498	28.4650624	47.20236795	MDA	Republic of Moldova	1	FEMALE	PERCENT	Female	Percentage	33.2	37.41	40.23	39.5	39	38.85	38.94	40.19	37.97	38.65	36.43	39.37	44.11	39.17	42.86	46.36	46.79	43.858	2016	46.79	ILOSTAT - LFS - Labour force survey	C
2018.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions (%)	499	19.25214024	42.78717043	MNE	Montenegro	1	FEMALE	PERCENT	Female	Percentage				26.53		19.67		31.39	23.36	24.5	30.19	30.77	27.27			21.97		24.62	2015	21.97	ILOSTAT - LFS - Labour force survey	C
2018.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions (%)	500	-62.19261223	16.73558313	MSR	Montserrat	1	FEMALE	PERCENT	Female	Percentage																						
2018.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions (%)	504	-6.281942841	31.8440131	MAR	Morocco	1	FEMALE	PERCENT	Female	Percentage					10.76	12.4	11.89	12.1	12.79										2008	12.79	ILOSTAT - LFS - National Employment Survey	C
2018.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions (%)	508	38.18479941	-14.27963886	MOZ	Mozambique	1	FEMALE	PERCENT	Female	Percentage																						
2018.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions (%)	512	57.87743482	21.98805614	OMN	Oman	1	FEMALE	PERCENT	Female	Percentage	9.32																		2000	9.32	ILOSTAT - LFS - Labour force survey	C
2018.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions (%)	516	17.21907885	-22.13817068	NAM	Namibia	1	FEMALE	PERCENT	Female	Percentage	30.19				35.98						36.56	36.6	29.7	42.6	43.97		39.9	39.0425	2016	39.9	ILOSTAT - LFS - Labour force survey	C
2018.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions (%)	520	166.92313	-0.528742623	NRU	Nauru	1	FEMALE	PERCENT	Female	Percentage																						
2018.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions (%)	524	83.94678863	28.25866332	NPL	Nepal	1	FEMALE	PERCENT	Female	Percentage		13.84							18.81										2008	18.81	ILOSTAT - LFS - Nepal Labour Force Survey	C
2018.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions (%)	528	5.331480568	51.86728884	NLD	Netherlands	1	FEMALE	PERCENT	Female	Percentage	25.33	26.18	25.35	25.67	25.4	25.53	26.66	27.99	28.08	28.48	28.6	29.27	28.78	24.58	25.46	26.03	25.41	26.052	2016	25.41	ILOSTAT - LFS - EU Labour Force Survey	C
2018.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions (%)	530	-68.30676179	12.22720635	ANT	Netherlands Antilles	1	FEMALE	PERCENT	Female	Percentage																						
2018.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions (%)	531	-68.95033464	12.15058042	CUW	Curaçao	1	FEMALE	PERCENT	Female	Percentage																						
2018.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions (%)	533	-69.97050586	12.50878756	ABW	Aruba	1	FEMALE	PERCENT	Female	Percentage																						
2018.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions (%)	534	-63.06198692	18.03926508	SXM	Sint Maarten (Dutch part)	1	FEMALE	PERCENT	Female	Percentage																						
2018.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions (%)	540	165.5067368	-21.41742531	NCL	New Caledonia	1	FEMALE	PERCENT	Female	Percentage																						
2018.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions (%)	548	167.0679779	-15.34445547	VUT	Vanuatu	1	FEMALE	PERCENT	Female	Percentage										28.54									2009	28.54	ILOSTAT - PC - National Population and Housing Census	C
2018.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions (%)	554	170.4755673	-43.98721568	NZL	New Zealand	1	FEMALE	PERCENT	Female	Percentage	38.18	38.57	38.62	36.44	36.3	36.5	39.88	39.97	39.95										2008	39.95	ILOSTAT - LFS - Household Labour Force Survey	C
2018.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions (%)	558	-85.03060315	12.84210839	NIC	Nicaragua	1	FEMALE	PERCENT	Female	Percentage				40.18	38.53	40.34	40.99								35.21			35.21	2014	35.21	ILOSTAT - HIES - National Household Survey on Measuring Living Conditions	C
2018.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions (%)	562	9.400167877	17.42143036	NER	Niger	1	FEMALE	PERCENT	Female	Percentage																						
2018.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions (%)	566	8.097363256	9.585789025	NGA	Nigeria	1	FEMALE	PERCENT	Female	Percentage														30.28				30.28	2013	30.28	ILOSTAT - HS - General Household Survey	C
2018.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions (%)	570	-169.8601693	-19.05000475	NIU	Niue	1	FEMALE	PERCENT	Female	Percentage																						
2018.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions (%)	574	167.9515548	-29.03230018	NFK	Norfolk Island	1	FEMALE	PERCENT	Female	Percentage																						
2018.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions (%)	578	11.47846389	61.34311134	NOR	Norway	1	FEMALE	PERCENT	Female	Percentage	24.99	25.24	27.53	28.43	29.19	30.41	33.15	31.59	31.54	34.05	34.38	31.44	32.2	32.89	35.53	36.03	37.87	34.904	2016	37.87	ILOSTAT - LFS - EU Labour Force Survey	C
2018.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions (%)	580	145.7582114	15.19099517	MNP	Northern Mariana Islands	1	FEMALE	PERCENT	Female	Percentage																						
2018.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions (%)	581	-162.4343752	5.874443968	UMI	US Minor Outlying Islands	1	FEMALE	PERCENT	Female	Percentage																						
2018.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions (%)	583	158.225216	6.880670092	FSM	Micronesia, Federated States of	1	FEMALE	PERCENT	Female	Percentage																						
2018.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions (%)	584	171.0839119	7.110213497	MHL	Marshall Islands	1	FEMALE	PERCENT	Female	Percentage																						
2018.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions (%)	585	134.5733878	7.502307591	PLW	Palau	1	FEMALE	PERCENT	Female	Percentage	26.78																		2000	26.78	ILOSTAT - PC - Population census	C
2018.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions (%)	586	68.80479684	29.36491634	PAK	Pakistan	1	FEMALE	PERCENT	Female	Percentage		2.94	2.36	2.37	2.1	2.1	3.36	3.46	2.97		3.33	3.3		3.02	4.15	2.87	2.87	3.2275	2016	2.87	ILOSTAT - LFS - Labour Force Survey	C
2018.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions (%)	591	-81.26616623	8.450965746	PAN	Panama	1	FEMALE	PERCENT	Female	Percentage		40.39	37.61	39.53	39.64	42.66	45.05	43.55	48.08	46.01	47.9	45.95	47.38		42.56		42.49	44.1433333333333	2016	42.49	ILOSTAT - LFS - Labour Market Survey	C
2018.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions (%)	598	145.8587761	-6.756057077	PNG	Papua New Guinea	1	FEMALE	PERCENT	Female	Percentage											18.12								2010	18.12	ILOSTAT - HIES - Household Income and Expenditure Survey	C
2018.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions (%)	600	-60.54854225	-21.70216237	PRY	Paraguay	1	FEMALE	PERCENT	Female	Percentage								34.62	34.06	35.5	32.04	33.98	32.34	38.56	33.82	38.71	36.55	35.996	2016	36.55	ILOSTAT - HS - Continous Household Survey	C
2018.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions (%)	604	-71.82093277	-13.58939705	PER	Peru	1	FEMALE	PERCENT	Female	Percentage	28.07	27.04	21.23	18.09	25.59	25.69	27.84	28.47	20.34	35.76	28.95	38.06	30.4	32.06	25.46	33.8	33.31	31.006	2016	33.31	ILOSTAT - HS - National Household Survey	C
2018.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions (%)	608	120.8601418	14.16591706	PHL	Philippines	1	FEMALE	PERCENT	Female	Percentage		58.96	57.79	57.5	57.27	57.37	57.89	57.62	54.82	53.38	52.73	52.14	47.56	47.12	47.01	46.56	48.95	47.44	2016	48.95	ILOSTAT - LFS - Labor Force Survey	C
2018.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions (%)	612	-128.3225873	-24.37538456	PCN	Pitcairn	1	FEMALE	PERCENT	Female	Percentage																						
2018.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions (%)	616	19.40660158	52.1226733	POL	Poland	1	FEMALE	PERCENT	Female	Percentage	32.54	29.79	31.08	33.3	32.75	32.8	35.35	36.22	36.13	35.48	35.64	37.98	37.82	37.76	38.81	40.17	41.17	39.146	2016	41.17	ILOSTAT - LFS - EU Labour Force Survey	C
2018.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions (%)	620	-7.961599811	39.68509315	PRT	Portugal	1	FEMALE	PERCENT	Female	Percentage	31.11	30.77	29.5	32.2	33.46	34.06	33.03	31.83	31.45	31.78	32.28	33.36	35.16	33.75	35.13	32.63	35.85	34.504	2016	35.85	ILOSTAT - LFS - EU Labour Force Survey	C
2018.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions (%)	624	-14.40182514	12.11760394	GNB	Guinea-Bissau	1	FEMALE	PERCENT	Female	Percentage																						
2018.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions (%)	626	125.9451052	-8.797497247	TLS	Timor-Leste	1	FEMALE	PERCENT	Female	Percentage											10.1			32.91				32.91	2013	32.91	ILOSTAT - LFS - Labour Force Survey	C
2018.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions (%)	630	-66.47591017	18.22753799	PRI	Puerto Rico	1	FEMALE	PERCENT	Female	Percentage																						
2018.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions (%)	634	51.19152467	25.28355379	QAT	Qatar	1	FEMALE	PERCENT	Female	Percentage		4.71			8.09		7.28	6.83		4.36				12.22		14.74	14.91	13.9566666666667	2016	14.91	ILOSTAT - LFS - Labor force sample survey	C
2018.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions (%)	638	55.53171398	-21.13183266	REU	Réunion	1	FEMALE	PERCENT	Female	Percentage																						
2018.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions (%)	642	24.98481009	45.83893563	ROU	Romania	1	FEMALE	PERCENT	Female	Percentage	26.8	28.46	33.25	33.22	28.88	29.18	30.18	28.21	29.53	31.26	31.05	30.84	31.06	31.25	31.67	31.48	33.61	31.814	2016	33.61	ILOSTAT - LFS - EU Labour Force Survey	C
2018.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions (%)	643	99.01404926	61.61899849	RUS	Russian Federation	1	FEMALE	PERCENT	Female	Percentage	35.62	36.64	37.45	38.69	38.07	39.01	38.85	38.68	37.08	37.41	38.6	39.52	39.09	38.38	38.06	38.69	42.03	39.25	2016	42.03	ILOSTAT - LFS - Population survey on employment problems	C
2018.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions (%)	646	29.92310194	-1.999842114	RWA	Rwanda	1	FEMALE	PERCENT	Female	Percentage													33.95		14.09			24.02	2014	14.09	ILOSTAT - HIES - Integrated Household Survey on Living Conditions	C
2018.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions (%)	652	-62.83173536	17.89513362	BLM	Saint Barthélemy	1	FEMALE	PERCENT	Female	Percentage																						
2018.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions (%)	654	-5.705752501	-15.96503946	SHN	Saint Helena	1	FEMALE	PERCENT	Female	Percentage																						
2018.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions (%)	659	-62.76628613	17.33994219	KNA	Saint Kitts and Nevis	1	FEMALE	PERCENT	Female	Percentage																						
2018.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions (%)	660	-63.05651612	18.21525315	AIA	Anguilla	1	FEMALE	PERCENT	Female	Percentage																						
2018.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions (%)	662	-60.96529553	13.89405601	LCA	Saint Lucia	1	FEMALE	PERCENT	Female	Percentage	55.42		54.98	59.41	52.3	50.35	46.13												2006	46.13	ILOSTAT - LFS - Labour force survey	C
2018.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions (%)	663	-63.04505461	18.0882685	MAF	Saint Martin (French Part)	1	FEMALE	PERCENT	Female	Percentage																						
2018.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions (%)	666	-56.33682442	46.85812735	SPM	Saint Pierre and Miquelon	1	FEMALE	PERCENT	Female	Percentage																						
2018.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions (%)	670	-61.19024321	13.24627968	VCT	Saint Vincent and the Grenadines	1	FEMALE	PERCENT	Female	Percentage																						
2018.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions (%)	674	12.46329038	43.93841766	SMR	San Marino	1	FEMALE	PERCENT	Female	Percentage																						
2018.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions (%)	678	6.609772265	0.241554875	STP	Sao Tome and Principe	1	FEMALE	PERCENT	Female	Percentage				25.75	25.48	32.14	31.37						24.35					24.35	2012	24.35	ILOSTAT - PC - Population Census	C
2018.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions (%)	682	44.54763347	24.12594211	SAU	Saudi Arabia	1	FEMALE	PERCENT	Female	Percentage							8.95	9.22	7.12	5.38				6.8	5.7	5.82		6.10666666666667	2015	5.82	ILOSTAT - LFS - Labour force survey	C
2018.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions (%)	686	-14.46636926	14.35920905	SEN	Senegal	1	FEMALE	PERCENT	Female	Percentage																23.16		23.16	2015	23.16	ILOSTAT - LFS - National Employment Survey	C
2018.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions (%)	688	20.805876	44.03145697	SRB	Serbia	1	FEMALE	PERCENT	Female	Percentage					25.87	24.78	24.9	35.39	36.22	35	33.3	32.8	29.07	31.46	29.82	29.23	29.37	29.79	2016	29.37	ILOSTAT - LFS - Labour force survey	C
2018.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions (%)	690	55.46561591	-4.678053059	SYC	Seychelles	1	FEMALE	PERCENT	Female	Percentage												40.8				48.02		48.02	2015	48.02	ILOSTAT - LFS - Labour force survey	C
2018.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions (%)	694	-11.78306584	8.568604164	SLE	Sierra Leone	1	FEMALE	PERCENT	Female	Percentage															37.85			37.85	2014	37.85	ILOSTAT - LFS - Labour force survey	C
2018.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions (%)	702	103.8107883	1.361009155	SGP	Singapore	1	FEMALE	PERCENT	Female	Percentage	24.95	25.12	26.14	26.1	27.65		30.98	30.43	31.36	31.28	34.31	33.89	33.78	33.7	33.86	34.03		33.8425	2015	34.03	ILOSTAT - LFS - Comprehensive Labour Force Survey	C
2018.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions (%)	703	19.48495604	48.70741446	SVK	Slovakia	1	FEMALE	PERCENT	Female	Percentage	31.2	31.21	31.2	33.31	32.94	30.76	27.88	30.94	29.67	32.24	34.58	30.85	33.11	32.72	30.04	31.29	35.03	32.438	2016	35.03	ILOSTAT - LFS - EU Labour Force Survey	C
2018.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions (%)	704	105.802499	10.09643079	VNM	Viet Nam	1	FEMALE	PERCENT	Female	Percentage	16.77	19.05	19.26	19.85	22.18					22.98				24.38	22.92	25.84	26.13	24.8175	2016	26.13	ILOSTAT - LFS - Labour force survey	C
2018.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions (%)	705	14.82209486	46.11958061	SVN	Slovenia	1	FEMALE	PERCENT	Female	Percentage	29.59	31.6	29.12	33.24	33.41	34.19	33.1	31.85	34.83	35.54	34.8	38.39	38.96	37.03	37.55	37.36	40.84	38.348	2016	40.84	ILOSTAT - LFS - EU Labour Force Survey	C
2018.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions (%)	706	46.20367477	4.406485729	SOM	Somalia	1	FEMALE	PERCENT	Female	Percentage																						
2018.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions (%)	710	24.67184355	-29.99957544	ZAF	South Africa	1	FEMALE	PERCENT	Female	Percentage				25.68	26.74	29.27	30.84	31.66	29.62	29.95	29.61	30.96	31.1	30.02	31.1	30.77	31.55	30.908	2016	31.55	ILOSTAT - LFS - Quarterly Labour Force Survey	C
2018.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions (%)	716	29.86909584	-19.00075492	ZWE	Zimbabwe	1	FEMALE	PERCENT	Female	Percentage												20.59			28.87			28.87	2014	28.87	ILOSTAT - LFS - Labour Force Survey	C
2018.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions (%)	724	-3.554078296	40.39211472	ESP	Spain	1	FEMALE	PERCENT	Female	Percentage	31.53	32.31	31.57	29.9	31.58	32.04	31.89	32.31	32.46	33.22	34.33	29.95	30.21	30.76	30.88	31.38	31.2	30.886	2016	31.2	ILOSTAT - LFS - EU Labour Force Survey	C
2018.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions (%)	728	30.32618773	7.290839152	SSD	South Sudan	1	FEMALE	PERCENT	Female	Percentage																						
2018.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions (%)	732	-13.13515523	24.66265342	ESH	Western Sahara	1	FEMALE	PERCENT	Female	Percentage																						
2018.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions (%)	736	29.95650159	16.02643066	SDN	Sudan	1	FEMALE	PERCENT	Female	Percentage																						
2018.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions (%)	740	-55.90626394	4.132603197	SUR	Suriname	1	FEMALE	PERCENT	Female	Percentage														35.81		37.27		36.54	2015	37.27	ILOSTAT - LFS - Continuous Household Sample Survey	C
