"GeoArea_Code","GeoArea_Desc","ISO3CD","X","Y","GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","Units_Code","Units_Desc","ReportingType_Code","ReportingType_Desc","Value_2000","Value_2001","Value_2002","Value_2003","Value_2004","Value_2005","Value_2006","Value_2007","Value_2008","Value_2009","Value_2010","Value_2011","Value_2012","Value_2013","Value_2014","Value_2015","Value_2016","Latest_Year","Latest_Value","Nature_Desc","Source"
"231","Ethiopia","ETH","39.63505296","8.631223181","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.1","Sustain per capita economic growth in accordance with national circumstances and, in particular, at least 7 per cent gross domestic product growth per annum in the least developed countries","8.1.1","Annual growth rate of real GDP per capita","1","NY_GDP_PCAP","Annual growth rate of real GDP per capita (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","3.04825","5.21026","-1.3725","-4.92308","10.40825","8.75419","7.84985","8.49789","7.87929","5.96011","9.61633","10.20967","5.8302","7.73454","7.45632","7.61613","4.90415",2016.0,"4.90415","Country adjusted data","United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)"
"232","Eritrea","ERI","38.11074289","16.12894644","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.1","Sustain per capita economic growth in accordance with national circumstances and, in particular, at least 7 per cent gross domestic product growth per annum in the least developed countries","8.1.1","Annual growth rate of real GDP per capita","1","NY_GDP_PCAP","Annual growth rate of real GDP per capita (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","-2.48668","-14.96918","5.2197","-0.401","-5.69188","-1.36979","-3.34696","-0.69005","-11.47336","2.00403","0.32046","6.64131","4.9953","1.05621","2.88442","2.59291","1.41444",2016.0,"1.41444","Country adjusted data","United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)"
"233","Estonia","EST","25.84093481","58.68487172","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.1","Sustain per capita economic growth in accordance with national circumstances and, in particular, at least 7 per cent gross domestic product growth per annum in the least developed countries","8.1.1","Annual growth rate of real GDP per capita","1","NY_GDP_PCAP","Annual growth rate of real GDP per capita (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","10.93769","6.89278","6.7666","8.18471","7.02314","10.21711","10.79092","8.16706","-5.11165","-14.47659","2.54526","7.89317","4.58398","2.19691","3.14056","1.90889","2.28711",2016.0,"2.28711","Country adjusted data","United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)"
"234","Faroe Islands","FRO","-7.122044325","62.21228119","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.1","Sustain per capita economic growth in accordance with national circumstances and, in particular, at least 7 per cent gross domestic product growth per annum in the least developed countries","8.1.1","Annual growth rate of real GDP per capita","1","NY_GDP_PCAP","Annual growth rate of real GDP per capita (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","",""
"238","Falkland Islands (Malvinas)","FLK","-58.75246778","-51.74562601","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.1","Sustain per capita economic growth in accordance with national circumstances and, in particular, at least 7 per cent gross domestic product growth per annum in the least developed countries","8.1.1","Annual growth rate of real GDP per capita","1","NY_GDP_PCAP","Annual growth rate of real GDP per capita (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","",""
"239","South Georgia and the South Sandwich Islands","SGS","-36.90662765","-54.20736749","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.1","Sustain per capita economic growth in accordance with national circumstances and, in particular, at least 7 per cent gross domestic product growth per annum in the least developed countries","8.1.1","Annual growth rate of real GDP per capita","1","NY_GDP_PCAP","Annual growth rate of real GDP per capita (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","",""
"242","Fiji","FJI","177.9660884","-17.83301566","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.1","Sustain per capita economic growth in accordance with national circumstances and, in particular, at least 7 per cent gross domestic product growth per annum in the least developed countries","8.1.1","Annual growth rate of real GDP per capita","1","NY_GDP_PCAP","Annual growth rate of real GDP per capita (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","-2.27304","1.62481","3.01364","0.88411","5.07791","0.27567","1.16387","-1.77857","-0.02133","-2.39842","2.04384","1.85479","0.6556","4.00572","4.87736","3.10609","-0.35836",2016.0,"-0.35836","Country adjusted data","United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)"
"246","Finland","FIN","23.308447","61.91586738","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.1","Sustain per capita economic growth in accordance with national circumstances and, in particular, at least 7 per cent gross domestic product growth per annum in the least developed countries","8.1.1","Annual growth rate of real GDP per capita","1","NY_GDP_PCAP","Annual growth rate of real GDP per capita (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","5.38994","2.33373","1.42884","1.72608","3.62706","2.45275","3.68762","4.77891","0.30627","-8.65954","2.54826","2.12431","-1.85847","-1.1895","-1.05217","-0.4144","1.5352",2016.0,"1.5352","Country adjusted data","United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)"
"248","Åland Islands","ALA","19.80945969","60.1544901","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.1","Sustain per capita economic growth in accordance with national circumstances and, in particular, at least 7 per cent gross domestic product growth per annum in the least developed countries","8.1.1","Annual growth rate of real GDP per capita","1","NY_GDP_PCAP","Annual growth rate of real GDP per capita (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","",""
"250","France","FRA","2.457288129","46.62660861","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.1","Sustain per capita economic growth in accordance with national circumstances and, in particular, at least 7 per cent gross domestic product growth per annum in the least developed countries","8.1.1","Annual growth rate of real GDP per capita","1","NY_GDP_PCAP","Annual growth rate of real GDP per capita (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","3.32822","1.40282","0.5574","0.24654","2.18923","1.00649","1.75721","1.73616","-0.41144","-3.50785","1.40445","1.55648","-0.29544","0.12363","0.50917","0.63587","0.76088",2016.0,"0.76088","Country adjusted data","United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)"
"254","French Guiana","GUF","-53.23619089","3.922673437","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.1","Sustain per capita economic growth in accordance with national circumstances and, in particular, at least 7 per cent gross domestic product growth per annum in the least developed countries","8.1.1","Annual growth rate of real GDP per capita","1","NY_GDP_PCAP","Annual growth rate of real GDP per capita (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","",""
"258","French Polynesia","PYF","-149.4052367","-17.67709294","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.1","Sustain per capita economic growth in accordance with national circumstances and, in particular, at least 7 per cent gross domestic product growth per annum in the least developed countries","8.1.1","Annual growth rate of real GDP per capita","1","NY_GDP_PCAP","Annual growth rate of real GDP per capita (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","3.20236","-0.28136","0.56627","1.99414","0.87021","0.1671","-0.26318","0.62708","-0.97563","-5.09756","-3.28121","-3.68963","-1.60576","-0.27107","0.54475","0.6925","0.87257",2016.0,"0.87257","Country adjusted data","United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)"
"260","French Southern Territories","ATF","69.64849091","-49.6068576","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.1","Sustain per capita economic growth in accordance with national circumstances and, in particular, at least 7 per cent gross domestic product growth per annum in the least developed countries","8.1.1","Annual growth rate of real GDP per capita","1","NY_GDP_PCAP","Annual growth rate of real GDP per capita (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","",""
"262","Djibouti","DJI","42.18274707","11.56004161","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.1","Sustain per capita economic growth in accordance with national circumstances and, in particular, at least 7 per cent gross domestic product growth per annum in the least developed countries","8.1.1","Annual growth rate of real GDP per capita","1","NY_GDP_PCAP","Annual growth rate of real GDP per capita (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","-1.17083","-0.10582","0.74247","1.51395","1.37806","1.52324","10.86641","3.2884","3.66684","3.25519","1.76038","2.71504","2.98654","3.18464","4.20158","4.74876","4.61706",2016.0,"4.61706","Country adjusted data","United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)"
"266","Gabon","GAB","11.78727747","-0.60687619","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.1","Sustain per capita economic growth in accordance with national circumstances and, in particular, at least 7 per cent gross domestic product growth per annum in the least developed countries","8.1.1","Annual growth rate of real GDP per capita","1","NY_GDP_PCAP","Annual growth rate of real GDP per capita (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","-3.74858","-0.17135","-4.23461","-0.11022","-1.86981","-1.70994","-5.92077","3.16561","-6.42156","-3.65684","3.31929","3.50974","1.72075","2.08707","1.72849","1.07799","0.59666",2016.0,"0.59666","Country adjusted data","United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)"
"268","Georgia","GEO","43.3713615","42.04813028","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.1","Sustain per capita economic growth in accordance with national circumstances and, in particular, at least 7 per cent gross domestic product growth per annum in the least developed countries","8.1.1","Annual growth rate of real GDP per capita","1","NY_GDP_PCAP","Annual growth rate of real GDP per capita (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","2.94061","5.92474","6.55214","12.16886","6.86374","10.73084","10.5957","13.81892","3.59834","-2.46313","7.65639","8.77428","7.99532","4.9662","6.02731","3.94296","3.42768",2016.0,"3.42768","Country adjusted data","United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)"
"270","Gambia","GMB","-15.39944785","13.45295927","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.1","Sustain per capita economic growth in accordance with national circumstances and, in particular, at least 7 per cent gross domestic product growth per annum in the least developed countries","8.1.1","Annual growth rate of real GDP per capita","1","NY_GDP_PCAP","Annual growth rate of real GDP per capita (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","2.99639","2.56606","-2.67248","-0.9336","5.74399","-4.07167","-2.05135","0.39277","2.44286","3.1395","3.21387","-7.29855","2.58663","1.5593","-2.20349","1.18529","-0.88231",2016.0,"-0.88231","Country adjusted data","United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)"
"275","State of Palestine","PSE","35.25694122","31.94347933","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.1","Sustain per capita economic growth in accordance with national circumstances and, in particular, at least 7 per cent gross domestic product growth per annum in the least developed countries","8.1.1","Annual growth rate of real GDP per capita","1","NY_GDP_PCAP","Annual growth rate of real GDP per capita (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","-11.50499","-11.66071","-14.3098","11.96969","8.35156","8.56402","-6.08535","3.96258","3.31341","5.76136","5.20591","9.39955","3.41157","-0.55376","-2.88293","0.64589","1.33774",2016.0,"1.33774","Country adjusted data","United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)"
"276","Germany","DEU","10.3806066","51.08862743","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.1","Sustain per capita economic growth in accordance with national circumstances and, in particular, at least 7 per cent gross domestic product growth per annum in the least developed countries","8.1.1","Annual growth rate of real GDP per capita","1","NY_GDP_PCAP","Annual growth rate of real GDP per capita (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","2.95428","1.63549","-0.09315","-0.80062","1.13386","0.76149","3.86661","3.50921","1.34833","-5.42613","4.17106","3.6098","0.32805","0.24362","1.64885","1.47159","1.68616",2016.0,"1.68616","Country adjusted data","United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)"
"288","Ghana","GHA","-1.205623522","7.964825185","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.1","Sustain per capita economic growth in accordance with national circumstances and, in particular, at least 7 per cent gross domestic product growth per annum in the least developed countries","8.1.1","Annual growth rate of real GDP per capita","1","NY_GDP_PCAP","Annual growth rate of real GDP per capita (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","1.6682","1.94009","2.14853","2.53647","2.64342","3.45744","1.85024","1.64859","6.34699","2.18974","5.22443","11.27725","6.69592","4.81573","1.60895","1.50205","1.18051",2016.0,"1.18051","Country adjusted data","United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)"
"292","Gibraltar","GIB","-5.347561686","36.13895036","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.1","Sustain per capita economic growth in accordance with national circumstances and, in particular, at least 7 per cent gross domestic product growth per annum in the least developed countries","8.1.1","Annual growth rate of real GDP per capita","1","NY_GDP_PCAP","Annual growth rate of real GDP per capita (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","",""
"296","Kiribati","KIR","-157.5643005","1.768837732","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.1","Sustain per capita economic growth in accordance with national circumstances and, in particular, at least 7 per cent gross domestic product growth per annum in the least developed countries","8.1.1","Annual growth rate of real GDP per capita","1","NY_GDP_PCAP","Annual growth rate of real GDP per capita (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","10.12768","-6.37048","-1.41177","2.36164","-3.47321","2.92481","-3.60143","0.02573","-3.56844","-1.02715","-3.58166","-1.32259","3.15376","3.16323","-1.35377","5.67775","2.39608",2016.0,"2.39608","Country adjusted data","United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)"
"300","Greece","GRC","22.58307827","39.47301873","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.1","Sustain per capita economic growth in accordance with national circumstances and, in particular, at least 7 per cent gross domestic product growth per annum in the least developed countries","8.1.1","Annual growth rate of real GDP per capita","1","NY_GDP_PCAP","Annual growth rate of real GDP per capita (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","3.43615","3.73798","3.62268","5.54266","4.81024","0.32561","5.3024","2.89147","-0.67336","-4.50295","-5.49661","-8.94794","-6.93756","-2.75464","1.24572","0.1262","0.05971",2016.0,"0.05971","Country adjusted data","United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)"
"304","Greenland","GRL","-41.39371316","74.75625681","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.1","Sustain per capita economic growth in accordance with national circumstances and, in particular, at least 7 per cent gross domestic product growth per annum in the least developed countries","8.1.1","Annual growth rate of real GDP per capita","1","NY_GDP_PCAP","Annual growth rate of real GDP per capita (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","6.85565","0.99576","-1.30584","-0.7134","6.44623","2.58136","7.06957","0.67573","3.7566","1.69365","2.8743","1.64602","1.66654","-2.86578","-0.75946","1.66405","0.11544",2016.0,"0.11544","Country adjusted data","United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)"
"308","Grenada","GRD","-61.68248568","12.11238395","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.1","Sustain per capita economic growth in accordance with national circumstances and, in particular, at least 7 per cent gross domestic product growth per annum in the least developed countries","8.1.1","Annual growth rate of real GDP per capita","1","NY_GDP_PCAP","Annual growth rate of real GDP per capita (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","4.70547","-2.24489","3.17946","9.17303","-0.91915","12.94793","-4.27877","5.788","0.61492","-6.98269","-0.82875","0.38521","-1.65898","2.04752","6.90156","5.77361","1.39661",2016.0,"1.39661","Country adjusted data","United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)"
"312","Guadeloupe","GLP","-61.64762115","16.14416917","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.1","Sustain per capita economic growth in accordance with national circumstances and, in particular, at least 7 per cent gross domestic product growth per annum in the least developed countries","8.1.1","Annual growth rate of real GDP per capita","1","NY_GDP_PCAP","Annual growth rate of real GDP per capita (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","",""
"316","Guam","GUM","144.7029305","13.35485404","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.1","Sustain per capita economic growth in accordance with national circumstances and, in particular, at least 7 per cent gross domestic product growth per annum in the least developed countries","8.1.1","Annual growth rate of real GDP per capita","1","NY_GDP_PCAP","Annual growth rate of real GDP per capita (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","",""
"320","Guatemala","GTM","-91.2312746","15.00273719","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.1","Sustain per capita economic growth in accordance with national circumstances and, in particular, at least 7 per cent gross domestic product growth per annum in the least developed countries","8.1.1","Annual growth rate of real GDP per capita","1","NY_GDP_PCAP","Annual growth rate of real GDP per capita (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","1.26478","-0.02134","1.45133","0.1388","0.76252","0.90173","3.01229","3.95085","1.02409","-1.64962","0.66022","1.94277","0.79775","1.53564","2.03263","2.03276","1.01539",2016.0,"1.01539","Country adjusted data","United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)"
"324","Guinea","GIN","-11.28173419","11.00210343","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.1","Sustain per capita economic growth in accordance with national circumstances and, in particular, at least 7 per cent gross domestic product growth per annum in the least developed countries","8.1.1","Annual growth rate of real GDP per capita","1","NY_GDP_PCAP","Annual growth rate of real GDP per capita (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","1.07706","1.82054","3.28644","-0.67514","0.35558","0.9834","-1.10992","4.24642","1.85248","-3.70674","1.92007","3.30721","3.60139","1.64895","1.33308","1.99459","4.00874",2016.0,"4.00874","Country adjusted data","United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)"
"328","Guyana","GUY","-58.97322037","4.788012784","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.1","Sustain per capita economic growth in accordance with national circumstances and, in particular, at least 7 per cent gross domestic product growth per annum in the least developed countries","8.1.1","Annual growth rate of real GDP per capita","1","NY_GDP_PCAP","Annual growth rate of real GDP per capita (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","-1.1179","2.39109","1.10194","-1.0017","3.3221","-1.86474","5.31834","7.4394","1.96729","3.69754","4.01831","4.83882","4.71851","4.32645","3.17527","2.36818","2.71597",2016.0,"2.71597","Country adjusted data","United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)"
"332","Haiti","HTI","-72.33640958","18.40426539","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.1","Sustain per capita economic growth in accordance with national circumstances and, in particular, at least 7 per cent gross domestic product growth per annum in the least developed countries","8.1.1","Annual growth rate of real GDP per capita","1","NY_GDP_PCAP","Annual growth rate of real GDP per capita (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","-0.83888","-2.67488","-1.85891","-1.22318","-5.028","0.21483","0.66583","1.74903","-0.69536","1.5365","-6.88464","4.01098","1.44363","2.80954","1.44203","-0.0984","0.16554",2016.0,"0.16554","Country adjusted data","United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)"
"334","Heard Island and McDonald Islands","HMD","73.52633626","-53.09106147","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.1","Sustain per capita economic growth in accordance with national circumstances and, in particular, at least 7 per cent gross domestic product growth per annum in the least developed countries","8.1.1","Annual growth rate of real GDP per capita","1","NY_GDP_PCAP","Annual growth rate of real GDP per capita (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","",""
"336","Holy See","VAT","12.45315803","41.90343751","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.1","Sustain per capita economic growth in accordance with national circumstances and, in particular, at least 7 per cent gross domestic product growth per annum in the least developed countries","8.1.1","Annual growth rate of real GDP per capita","1","NY_GDP_PCAP","Annual growth rate of real GDP per capita (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","",""
"340","Honduras","HND","-86.59974381","14.82243161","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.1","Sustain per capita economic growth in accordance with national circumstances and, in particular, at least 7 per cent gross domestic product growth per annum in the least developed countries","8.1.1","Annual growth rate of real GDP per capita","1","NY_GDP_PCAP","Annual growth rate of real GDP per capita (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","3.04034","0.13266","1.18312","2.0108","3.72015","3.61592","4.19358","3.89364","2.05121","-4.40318","1.7089","1.88592","2.24281","0.98525","1.28651","1.88715","1.88091",2016.0,"1.88091","Country adjusted data","United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)"
"344","China, Hong Kong Special Administrative Region","HKG","114.0266445","22.41749934","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.1","Sustain per capita economic growth in accordance with national circumstances and, in particular, at least 7 per cent gross domestic product growth per annum in the least developed countries","8.1.1","Annual growth rate of real GDP per capita","1","NY_GDP_PCAP","Annual growth rate of real GDP per capita (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","6.30492","-0.31654","1.09743","2.70564","8.38009","6.99242","6.52381","5.87796","1.51097","-3.05898","6.13015","4.21251","1.11947","2.49327","2.10543","1.67163","1.24716",2016.0,"1.24716","Country adjusted data","United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)"
"348","Hungary","HUN","19.41221519","47.1651448","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.1","Sustain per capita economic growth in accordance with national circumstances and, in particular, at least 7 per cent gross domestic product growth per annum in the least developed countries","8.1.1","Annual growth rate of real GDP per capita","1","NY_GDP_PCAP","Annual growth rate of real GDP per capita (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","4.50391","4.11601","4.79686","4.11399","5.28391","4.68437","4.16686","0.75549","1.18546","-6.29743","0.9978","1.9663","-1.35956","2.38655","4.52897","3.67786","2.53433",2016.0,"2.53433","Country adjusted data","United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)"
"352","Iceland","ISL","-19.02116966","64.79134763","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.1","Sustain per capita economic growth in accordance with national circumstances and, in particular, at least 7 per cent gross domestic product growth per annum in the least developed countries","8.1.1","Annual growth rate of real GDP per capita","1","NY_GDP_PCAP","Annual growth rate of real GDP per capita (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","3.72305","2.92646","-0.53681","1.507","6.9293","5.30437","3.33532","7.38951","-0.33675","-8.47542","-4.83699","1.01273","0.56208","3.93167","1.4814","3.53416","6.48034",2016.0,"6.48034","Country adjusted data","United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)"
"356","India","IND","79.3608464","22.34642074","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.1","Sustain per capita economic growth in accordance with national circumstances and, in particular, at least 7 per cent gross domestic product growth per annum in the least developed countries","8.1.1","Annual growth rate of real GDP per capita","1","NY_GDP_PCAP","Annual growth rate of real GDP per capita (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","2.20165","3.40741","2.02153","6.5888","6.55496","7.56717","7.58463","8.15357","2.37525","6.95004","8.76318","5.24853","4.13472","5.09669","6.2342","6.75634","5.88425",2016.0,"5.88425","Country adjusted data","United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)"
"360","Indonesia","IDN","113.9174","-0.994582204","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.1","Sustain per capita economic growth in accordance with national circumstances and, in particular, at least 7 per cent gross domestic product growth per annum in the least developed countries","8.1.1","Annual growth rate of real GDP per capita","1","NY_GDP_PCAP","Annual growth rate of real GDP per capita (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","3.46806","2.21034","3.05741","3.33743","3.58917","4.24826","4.06629","4.90681","4.59061","3.23819","4.82944","4.79425","4.67712","4.23837","3.73124","3.64494","3.82778",2016.0,"3.82778","Country adjusted data","United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)"
"364","Iran (Islamic Republic of)","IRN","54.19766348","32.74370885","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.1","Sustain per capita economic growth in accordance with national circumstances and, in particular, at least 7 per cent gross domestic product growth per annum in the least developed countries","8.1.1","Annual growth rate of real GDP per capita","1","NY_GDP_PCAP","Annual growth rate of real GDP per capita (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","2.40401","0.54306","6.58795","7.09905","2.16319","2.01066","3.81154","6.94972","-0.86998","-0.14682","4.54945","1.38926","-8.60915","-1.45952","3.30179","-2.50115","12.10101",2016.0,"12.10101","Country adjusted data","United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)"
"368","Iraq","IRQ","43.76606267","33.05013795","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.1","Sustain per capita economic growth in accordance with national circumstances and, in particular, at least 7 per cent gross domestic product growth per annum in the least developed countries","8.1.1","Annual growth rate of real GDP per capita","1","NY_GDP_PCAP","Annual growth rate of real GDP per capita (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","-1.55092","-0.58956","-9.46722","-34.89815","50.12295","1.72641","7.41602","-1.09528","3.96854","3.03679","2.56062","6.8641","9.0104","21.89437","-3.01681","0.79508","7.75136",2016.0,"7.75136","Country adjusted data","United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)"
"372","Ireland","IRL","-7.121425272","53.25274054","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.1","Sustain per capita economic growth in accordance with national circumstances and, in particular, at least 7 per cent gross domestic product growth per annum in the least developed countries","8.1.1","Annual growth rate of real GDP per capita","1","NY_GDP_PCAP","Annual growth rate of real GDP per capita (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","8.0489","4.16574","4.5181","1.25401","4.63475","3.88702","3.30515","2.94333","-5.89411","-6.26521","0.50653","2.19755","-0.29511","1.55524","8.22714","25.1897","4.56362",2016.0,"4.56362","Country adjusted data","United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)"
"376","Israel","ISR","34.62277992","31.06164552","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.1","Sustain per capita economic growth in accordance with national circumstances and, in particular, at least 7 per cent gross domestic product growth per annum in the least developed countries","8.1.1","Annual growth rate of real GDP per capita","1","NY_GDP_PCAP","Annual growth rate of real GDP per capita (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","6.60517","-1.7982","-1.92582","-0.63614","3.07062","1.9875","3.33777","3.61299","0.42009","-0.92288","3.23496","3.23082","0.46613","2.57835","1.91143","1.06001","2.3461",2016.0,"2.3461","Country adjusted data","United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)"
