"GeoArea_Code","GeoArea_Desc","GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","Units_Code","Units_Desc","Age_Code","Age_Desc","Bounds_Code","Bounds_Desc","ReportingType_Code","ReportingType_Desc","Unitmultiplier_Code","Unitmultiplier_Desc","Value_2000.0","Value_2005.0","Value_2010.0","Value_2015.0","Value_2017.0","Latest_Year","Latest_Value","Nature_Desc","Source","Footnotes"
"34","Southern Asia","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.1","Prevalence of stunting (height for age <-2 standard deviation from the median of the World Health Organization (WHO) Child Growth Standards) among children under 5 years of age","1","SH_STA_STUNTN","Children moderately or severely stunted (millions)","2019.Q1.G.01","NUM_U5_M","Millions of children aged 0-59 months","<5Y","under 5 years old","UB","Upper bound","G","Global","UNIT","Units","97.5","89.8","82.2","72.2","68.7",2017.0,"68.7","Modeled data","Source: Joint Child Malnutrition Estimates (2018 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",""
"34","Southern Asia","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.1","Prevalence of stunting (height for age <-2 standard deviation from the median of the World Health Organization (WHO) Child Growth Standards) among children under 5 years of age","1","SH_STA_STUNTN","Children moderately or severely stunted (millions)","2019.Q1.G.01","NUM_U5_M","Millions of children aged 0-59 months","<5Y","under 5 years old","LB","Lower bound","G","Global","UNIT","Units","81.5","73.0","64.1","53.4","49.5",2017.0,"49.5","Modeled data","Source: Joint Child Malnutrition Estimates (2018 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",""
"34","Southern Asia","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.1","Prevalence of stunting (height for age <-2 standard deviation from the median of the World Health Organization (WHO) Child Growth Standards) among children under 5 years of age","1","SH_STA_STUNTN","Children moderately or severely stunted (millions)","2019.Q1.G.01","NUM_U5_M","Millions of children aged 0-59 months","<5Y","under 5 years old","MP","Mid-point","G","Global","UNIT","Units","89.5","81.3","73.0","62.4","58.7",2017.0,"58.7","Modeled data","Source: Joint Child Malnutrition Estimates (2018 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",""
"35","South-Eastern Asia","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.1","Prevalence of stunting (height for age <-2 standard deviation from the median of the World Health Organization (WHO) Child Growth Standards) among children under 5 years of age","1","SH_STA_STUNTN","Children moderately or severely stunted (millions)","2019.Q1.G.01","NUM_U5_M","Millions of children aged 0-59 months","<5Y","under 5 years old","LB","Lower bound","G","Global","UNIT","Units","17.8","16.2","14.2","12.2","11.4",2017.0,"11.4","Modeled data","Source: Joint Child Malnutrition Estimates (2018 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",""
"35","South-Eastern Asia","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.1","Prevalence of stunting (height for age <-2 standard deviation from the median of the World Health Organization (WHO) Child Growth Standards) among children under 5 years of age","1","SH_STA_STUNTN","Children moderately or severely stunted (millions)","2019.Q1.G.01","NUM_U5_M","Millions of children aged 0-59 months","<5Y","under 5 years old","UB","Upper bound","G","Global","UNIT","Units","24.3","22.3","20.6","19.6","19.1",2017.0,"19.1","Modeled data","Source: Joint Child Malnutrition Estimates (2018 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",""
"35","South-Eastern Asia","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.1","Prevalence of stunting (height for age <-2 standard deviation from the median of the World Health Organization (WHO) Child Growth Standards) among children under 5 years of age","1","SH_STA_STUNTN","Children moderately or severely stunted (millions)","2019.Q1.G.01","NUM_U5_M","Millions of children aged 0-59 months","<5Y","under 5 years old","MP","Mid-point","G","Global","UNIT","Units","21.0","19.2","17.2","15.6","14.9",2017.0,"14.9","Modeled data","Source: Joint Child Malnutrition Estimates (2018 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",""
"39","Southern Europe","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.1","Prevalence of stunting (height for age <-2 standard deviation from the median of the World Health Organization (WHO) Child Growth Standards) among children under 5 years of age","1","SH_STA_STUNTN","Children moderately or severely stunted (millions)","2019.Q1.G.01","NUM_U5_M","Millions of children aged 0-59 months","<5Y","under 5 years old","MP","Mid-point","G","Global","UNIT","Units","","","","","","","","","",""
"39","Southern Europe","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.1","Prevalence of stunting (height for age <-2 standard deviation from the median of the World Health Organization (WHO) Child Growth Standards) among children under 5 years of age","1","SH_STA_STUNTN","Children moderately or severely stunted (millions)","2019.Q1.G.01","NUM_U5_M","Millions of children aged 0-59 months","<5Y","under 5 years old","UB","Upper bound","G","Global","UNIT","Units","","","","","","","","","",""
"39","Southern Europe","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.1","Prevalence of stunting (height for age <-2 standard deviation from the median of the World Health Organization (WHO) Child Growth Standards) among children under 5 years of age","1","SH_STA_STUNTN","Children moderately or severely stunted (millions)","2019.Q1.G.01","NUM_U5_M","Millions of children aged 0-59 months","<5Y","under 5 years old","LB","Lower bound","G","Global","UNIT","Units","","","","","","","","","",""
"53","Australia and New Zealand","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.1","Prevalence of stunting (height for age <-2 standard deviation from the median of the World Health Organization (WHO) Child Growth Standards) among children under 5 years of age","1","SH_STA_STUNTN","Children moderately or severely stunted (millions)","2019.Q1.G.01","NUM_U5_M","Millions of children aged 0-59 months","<5Y","under 5 years old","LB","Lower bound","G","Global","UNIT","Units","","","","","","","","","",""
"53","Australia and New Zealand","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.1","Prevalence of stunting (height for age <-2 standard deviation from the median of the World Health Organization (WHO) Child Growth Standards) among children under 5 years of age","1","SH_STA_STUNTN","Children moderately or severely stunted (millions)","2019.Q1.G.01","NUM_U5_M","Millions of children aged 0-59 months","<5Y","under 5 years old","UB","Upper bound","G","Global","UNIT","Units","","","","","","","","","",""
"53","Australia and New Zealand","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.1","Prevalence of stunting (height for age <-2 standard deviation from the median of the World Health Organization (WHO) Child Growth Standards) among children under 5 years of age","1","SH_STA_STUNTN","Children moderately or severely stunted (millions)","2019.Q1.G.01","NUM_U5_M","Millions of children aged 0-59 months","<5Y","under 5 years old","MP","Mid-point","G","Global","UNIT","Units","","","","","","","","","",""
"54","Melanesia","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.1","Prevalence of stunting (height for age <-2 standard deviation from the median of the World Health Organization (WHO) Child Growth Standards) among children under 5 years of age","1","SH_STA_STUNTN","Children moderately or severely stunted (millions)","2019.Q1.G.01","NUM_U5_M","Millions of children aged 0-59 months","<5Y","under 5 years old","MP","Mid-point","G","Global","UNIT","Units","","","","","","","","","",""
"54","Melanesia","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.1","Prevalence of stunting (height for age <-2 standard deviation from the median of the World Health Organization (WHO) Child Growth Standards) among children under 5 years of age","1","SH_STA_STUNTN","Children moderately or severely stunted (millions)","2019.Q1.G.01","NUM_U5_M","Millions of children aged 0-59 months","<5Y","under 5 years old","LB","Lower bound","G","Global","UNIT","Units","","","","","","","","","",""
"54","Melanesia","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.1","Prevalence of stunting (height for age <-2 standard deviation from the median of the World Health Organization (WHO) Child Growth Standards) among children under 5 years of age","1","SH_STA_STUNTN","Children moderately or severely stunted (millions)","2019.Q1.G.01","NUM_U5_M","Millions of children aged 0-59 months","<5Y","under 5 years old","UB","Upper bound","G","Global","UNIT","Units","","","","","","","","","",""
"57","Micronesia","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.1","Prevalence of stunting (height for age <-2 standard deviation from the median of the World Health Organization (WHO) Child Growth Standards) among children under 5 years of age","1","SH_STA_STUNTN","Children moderately or severely stunted (millions)","2019.Q1.G.01","NUM_U5_M","Millions of children aged 0-59 months","<5Y","under 5 years old","LB","Lower bound","G","Global","UNIT","Units","","","","","","","","","",""
"57","Micronesia","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.1","Prevalence of stunting (height for age <-2 standard deviation from the median of the World Health Organization (WHO) Child Growth Standards) among children under 5 years of age","1","SH_STA_STUNTN","Children moderately or severely stunted (millions)","2019.Q1.G.01","NUM_U5_M","Millions of children aged 0-59 months","<5Y","under 5 years old","MP","Mid-point","G","Global","UNIT","Units","","","","","","","","","",""
"57","Micronesia","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.1","Prevalence of stunting (height for age <-2 standard deviation from the median of the World Health Organization (WHO) Child Growth Standards) among children under 5 years of age","1","SH_STA_STUNTN","Children moderately or severely stunted (millions)","2019.Q1.G.01","NUM_U5_M","Millions of children aged 0-59 months","<5Y","under 5 years old","UB","Upper bound","G","Global","UNIT","Units","","","","","","","","","",""
"61","Polynesia","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.1","Prevalence of stunting (height for age <-2 standard deviation from the median of the World Health Organization (WHO) Child Growth Standards) among children under 5 years of age","1","SH_STA_STUNTN","Children moderately or severely stunted (millions)","2019.Q1.G.01","NUM_U5_M","Millions of children aged 0-59 months","<5Y","under 5 years old","UB","Upper bound","G","Global","UNIT","Units","","","","","","","","","",""
"61","Polynesia","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.1","Prevalence of stunting (height for age <-2 standard deviation from the median of the World Health Organization (WHO) Child Growth Standards) among children under 5 years of age","1","SH_STA_STUNTN","Children moderately or severely stunted (millions)","2019.Q1.G.01","NUM_U5_M","Millions of children aged 0-59 months","<5Y","under 5 years old","MP","Mid-point","G","Global","UNIT","Units","","","","","","","","","",""
"61","Polynesia","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.1","Prevalence of stunting (height for age <-2 standard deviation from the median of the World Health Organization (WHO) Child Growth Standards) among children under 5 years of age","1","SH_STA_STUNTN","Children moderately or severely stunted (millions)","2019.Q1.G.01","NUM_U5_M","Millions of children aged 0-59 months","<5Y","under 5 years old","LB","Lower bound","G","Global","UNIT","Units","","","","","","","","","",""
"62","Central and Southern Asia","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.1","Prevalence of stunting (height for age <-2 standard deviation from the median of the World Health Organization (WHO) Child Growth Standards) among children under 5 years of age","1","SH_STA_STUNTN","Children moderately or severely stunted (millions)","2019.Q1.G.01","NUM_U5_M","Millions of children aged 0-59 months","<5Y","under 5 years old","LB","Lower bound","G","Global","UNIT","Units","83.2","74.1","65.1","54.1","50.1",2017.0,"50.1","Modeled data","Source: Joint Child Malnutrition Estimates (2018 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",""
"62","Central and Southern Asia","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.1","Prevalence of stunting (height for age <-2 standard deviation from the median of the World Health Organization (WHO) Child Growth Standards) among children under 5 years of age","1","SH_STA_STUNTN","Children moderately or severely stunted (millions)","2019.Q1.G.01","NUM_U5_M","Millions of children aged 0-59 months","<5Y","under 5 years old","MP","Mid-point","G","Global","UNIT","Units","91.2","82.5","74.1","63.5","59.6",2017.0,"59.6","Modeled data","Source: Joint Child Malnutrition Estimates (2018 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",""
"62","Central and Southern Asia","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.1","Prevalence of stunting (height for age <-2 standard deviation from the median of the World Health Organization (WHO) Child Growth Standards) among children under 5 years of age","1","SH_STA_STUNTN","Children moderately or severely stunted (millions)","2019.Q1.G.01","NUM_U5_M","Millions of children aged 0-59 months","<5Y","under 5 years old","UB","Upper bound","G","Global","UNIT","Units","99.1","90.9","83.2","72.9","69.2",2017.0,"69.2","Modeled data","Source: Joint Child Malnutrition Estimates (2018 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",""
"97","European Union","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.1","Prevalence of stunting (height for age <-2 standard deviation from the median of the World Health Organization (WHO) Child Growth Standards) among children under 5 years of age","1","SH_STA_STUNTN","Children moderately or severely stunted (millions)","2019.Q1.G.01","NUM_U5_M","Millions of children aged 0-59 months","<5Y","under 5 years old","MP","Mid-point","G","Global","UNIT","Units","","","","","","","","","",""
"97","European Union","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.1","Prevalence of stunting (height for age <-2 standard deviation from the median of the World Health Organization (WHO) Child Growth Standards) among children under 5 years of age","1","SH_STA_STUNTN","Children moderately or severely stunted (millions)","2019.Q1.G.01","NUM_U5_M","Millions of children aged 0-59 months","<5Y","under 5 years old","UB","Upper bound","G","Global","UNIT","Units","","","","","","","","","",""
"97","European Union","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.1","Prevalence of stunting (height for age <-2 standard deviation from the median of the World Health Organization (WHO) Child Growth Standards) among children under 5 years of age","1","SH_STA_STUNTN","Children moderately or severely stunted (millions)","2019.Q1.G.01","NUM_U5_M","Millions of children aged 0-59 months","<5Y","under 5 years old","LB","Lower bound","G","Global","UNIT","Units","","","","","","","","","",""
"127","Southern Asia (excluding India)","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.1","Prevalence of stunting (height for age <-2 standard deviation from the median of the World Health Organization (WHO) Child Growth Standards) among children under 5 years of age","1","SH_STA_STUNTN","Children moderately or severely stunted (millions)","2019.Q1.G.01","NUM_U5_M","Millions of children aged 0-59 months","<5Y","under 5 years old","LB","Lower bound","G","Global","UNIT","Units","","","","","","","","","",""
"127","Southern Asia (excluding India)","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.1","Prevalence of stunting (height for age <-2 standard deviation from the median of the World Health Organization (WHO) Child Growth Standards) among children under 5 years of age","1","SH_STA_STUNTN","Children moderately or severely stunted (millions)","2019.Q1.G.01","NUM_U5_M","Millions of children aged 0-59 months","<5Y","under 5 years old","MP","Mid-point","G","Global","UNIT","Units","","","","","","","","","",""
"127","Southern Asia (excluding India)","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.1","Prevalence of stunting (height for age <-2 standard deviation from the median of the World Health Organization (WHO) Child Growth Standards) among children under 5 years of age","1","SH_STA_STUNTN","Children moderately or severely stunted (millions)","2019.Q1.G.01","NUM_U5_M","Millions of children aged 0-59 months","<5Y","under 5 years old","UB","Upper bound","G","Global","UNIT","Units","","","","","","","","","",""
"135","Caucasus and Central Asia","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.1","Prevalence of stunting (height for age <-2 standard deviation from the median of the World Health Organization (WHO) Child Growth Standards) among children under 5 years of age","1","SH_STA_STUNTN","Children moderately or severely stunted (millions)","2019.Q1.G.01","NUM_U5_M","Millions of children aged 0-59 months","<5Y","under 5 years old","LB","Lower bound","G","Global","UNIT","Units","","","","","","","","","",""
"135","Caucasus and Central Asia","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.1","Prevalence of stunting (height for age <-2 standard deviation from the median of the World Health Organization (WHO) Child Growth Standards) among children under 5 years of age","1","SH_STA_STUNTN","Children moderately or severely stunted (millions)","2019.Q1.G.01","NUM_U5_M","Millions of children aged 0-59 months","<5Y","under 5 years old","MP","Mid-point","G","Global","UNIT","Units","","","","","","","","","",""
"135","Caucasus and Central Asia","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.1","Prevalence of stunting (height for age <-2 standard deviation from the median of the World Health Organization (WHO) Child Growth Standards) among children under 5 years of age","1","SH_STA_STUNTN","Children moderately or severely stunted (millions)","2019.Q1.G.01","NUM_U5_M","Millions of children aged 0-59 months","<5Y","under 5 years old","UB","Upper bound","G","Global","UNIT","Units","","","","","","","","","",""
"142","Asia","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.1","Prevalence of stunting (height for age <-2 standard deviation from the median of the World Health Organization (WHO) Child Growth Standards) among children under 5 years of age","1","SH_STA_STUNTN","Children moderately or severely stunted (millions)","2019.Q1.G.01","NUM_U5_M","Millions of children aged 0-59 months","<5Y","under 5 years old","LB","Lower bound","G","Global","UNIT","Units","","","","","","","","","",""
"142","Asia","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.1","Prevalence of stunting (height for age <-2 standard deviation from the median of the World Health Organization (WHO) Child Growth Standards) among children under 5 years of age","1","SH_STA_STUNTN","Children moderately or severely stunted (millions)","2019.Q1.G.01","NUM_U5_M","Millions of children aged 0-59 months","<5Y","under 5 years old","UB","Upper bound","G","Global","UNIT","Units","","","","","","","","","",""
"142","Asia","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.1","Prevalence of stunting (height for age <-2 standard deviation from the median of the World Health Organization (WHO) Child Growth Standards) among children under 5 years of age","1","SH_STA_STUNTN","Children moderately or severely stunted (millions)","2019.Q1.G.01","NUM_U5_M","Millions of children aged 0-59 months","<5Y","under 5 years old","MP","Mid-point","G","Global","UNIT","Units","","","","","","","","","",""
"143","Central Asia","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.1","Prevalence of stunting (height for age <-2 standard deviation from the median of the World Health Organization (WHO) Child Growth Standards) among children under 5 years of age","1","SH_STA_STUNTN","Children moderately or severely stunted (millions)","2019.Q1.G.01","NUM_U5_M","Millions of children aged 0-59 months","<5Y","under 5 years old","UB","Upper bound","G","Global","UNIT","Units","2.1","1.6","1.4","1.3","1.2",2017.0,"1.2","Modeled data","Source: Joint Child Malnutrition Estimates (2018 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.","Consecutive low population coverage; interpret with caution"
"143","Central Asia","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.1","Prevalence of stunting (height for age <-2 standard deviation from the median of the World Health Organization (WHO) Child Growth Standards) among children under 5 years of age","1","SH_STA_STUNTN","Children moderately or severely stunted (millions)","2019.Q1.G.01","NUM_U5_M","Millions of children aged 0-59 months","<5Y","under 5 years old","MP","Mid-point","G","Global","UNIT","Units","1.6","1.3","1.2","1.0","0.9",2017.0,"0.9","Modeled data","Source: Joint Child Malnutrition Estimates (2018 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.","Consecutive low population coverage; interpret with caution"
"143","Central Asia","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.1","Prevalence of stunting (height for age <-2 standard deviation from the median of the World Health Organization (WHO) Child Growth Standards) among children under 5 years of age","1","SH_STA_STUNTN","Children moderately or severely stunted (millions)","2019.Q1.G.01","NUM_U5_M","Millions of children aged 0-59 months","<5Y","under 5 years old","LB","Lower bound","G","Global","UNIT","Units","1.3","1.0","0.9","0.8","0.7",2017.0,"0.7","Modeled data","Source: Joint Child Malnutrition Estimates (2018 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.","Consecutive low population coverage; interpret with caution"
"145","Western Asia","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.1","Prevalence of stunting (height for age <-2 standard deviation from the median of the World Health Organization (WHO) Child Growth Standards) among children under 5 years of age","1","SH_STA_STUNTN","Children moderately or severely stunted (millions)","2019.Q1.G.01","NUM_U5_M","Millions of children aged 0-59 months","<5Y","under 5 years old","LB","Lower bound","G","Global","UNIT","Units","3.7","3.1","2.7","2.4","2.2",2017.0,"2.2","Modeled data","Source: Joint Child Malnutrition Estimates (2018 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",""
"145","Western Asia","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.1","Prevalence of stunting (height for age <-2 standard deviation from the median of the World Health Organization (WHO) Child Growth Standards) among children under 5 years of age","1","SH_STA_STUNTN","Children moderately or severely stunted (millions)","2019.Q1.G.01","NUM_U5_M","Millions of children aged 0-59 months","<5Y","under 5 years old","UB","Upper bound","G","Global","UNIT","Units","7.5","7.3","7.5","7.7","7.6",2017.0,"7.6","Modeled data","Source: Joint Child Malnutrition Estimates (2018 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",""
