series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Units	IHR Capacity	Units description	IHR Capacity description	2010	2011	2012	2013	2014	2015	2016	2017	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	242	177.9660884	-17.83301566	FJI	Fiji	10	PERCENT	IHR05	Percentage	Preparedness	12		40	100	100				100	2014	100	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	242	177.9660884	-17.83301566	FJI	Fiji	11	PERCENT	IHR09	Percentage	Points of entry	67		46	94	97				95.5	2014	97	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	242	177.9660884	-17.83301566	FJI	Fiji	12	PERCENT	IHR02	Percentage	 Coordination and National Focal Point communications	56		36	100	100				100	2014	100	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	242	177.9660884	-17.83301566	FJI	Fiji	13	PERCENT	IHR03	Percentage	Surveillance	32		50	85	95				90	2014	95	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	246	23.308447	61.91586738	FIN	Finland	1	PERCENT	IHR11	Percentage	Food safety	100	100	100	87	87	100			91.3333333333333	2015	100	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	246	23.308447	61.91586738	FIN	Finland	2	PERCENT	IHR07	Percentage	Human resources	83	75	80	80	80	80			80	2015	80	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	246	23.308447	61.91586738	FIN	Finland	3	PERCENT	IHR08	Percentage	Laboratory	63	50	96	91	91	96			92.6666666666667	2015	96	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	246	23.308447	61.91586738	FIN	Finland	4	PERCENT	IHR10	Percentage	 Zoonotic events	92	100	100	100	100	100			100	2015	100	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	246	23.308447	61.91586738	FIN	Finland	5	PERCENT	IHR12	Percentage	Chemical events	57	58	100	77	77	92			82	2015	92	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	246	23.308447	61.91586738	FIN	Finland	6	PERCENT	IHR04	Percentage	Response	78	86	100	94	94	100			96	2015	100	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	246	23.308447	61.91586738	FIN	Finland	7	PERCENT	IHR01	Percentage	National legislation, policy and financing	100	100	100	100	100	100			100	2015	100	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	246	23.308447	61.91586738	FIN	Finland	8	PERCENT	IHR06	Percentage	Risk communication	100	100	100	100	100	100			100	2015	100	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	246	23.308447	61.91586738	FIN	Finland	9	PERCENT	IHR13	Percentage	Radionuclear emergencies	100	100	100	92	92	100			94.6666666666667	2015	100	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	246	23.308447	61.91586738	FIN	Finland	10	PERCENT	IHR05	Percentage	Preparedness	73	65	80	63	63	90			72	2015	90	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	246	23.308447	61.91586738	FIN	Finland	11	PERCENT	IHR09	Percentage	Points of entry	80	85	97	91	91	97			93	2015	97	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	246	23.308447	61.91586738	FIN	Finland	12	PERCENT	IHR02	Percentage	 Coordination and National Focal Point communications	90	100	100	73	73	90			78.6666666666667	2015	90	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	246	23.308447	61.91586738	FIN	Finland	13	PERCENT	IHR03	Percentage	Surveillance	65	95	100	95	95	100			96.6666666666667	2015	100	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	248	19.80945969	60.1544901	ALA	Åland Islands	1	PERCENT	IHR11	Percentage	Food safety													
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	248	19.80945969	60.1544901	ALA	Åland Islands	2	PERCENT	IHR07	Percentage	Human resources													
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	248	19.80945969	60.1544901	ALA	Åland Islands	3	PERCENT	IHR08	Percentage	Laboratory													
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	248	19.80945969	60.1544901	ALA	Åland Islands	4	PERCENT	IHR10	Percentage	 Zoonotic events													
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	248	19.80945969	60.1544901	ALA	Åland Islands	5	PERCENT	IHR12	Percentage	Chemical events													
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	248	19.80945969	60.1544901	ALA	Åland Islands	6	PERCENT	IHR04	Percentage	Response													
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	248	19.80945969	60.1544901	ALA	Åland Islands	7	PERCENT	IHR01	Percentage	National legislation, policy and financing													
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	248	19.80945969	60.1544901	ALA	Åland Islands	8	PERCENT	IHR06	Percentage	Risk communication													
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	248	19.80945969	60.1544901	ALA	Åland Islands	9	PERCENT	IHR13	Percentage	Radionuclear emergencies													
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	248	19.80945969	60.1544901	ALA	Åland Islands	10	PERCENT	IHR05	Percentage	Preparedness													
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	248	19.80945969	60.1544901	ALA	Åland Islands	11	PERCENT	IHR09	Percentage	Points of entry													
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	248	19.80945969	60.1544901	ALA	Åland Islands	12	PERCENT	IHR02	Percentage	 Coordination and National Focal Point communications													
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	248	19.80945969	60.1544901	ALA	Åland Islands	13	PERCENT	IHR03	Percentage	Surveillance													
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	250	2.457288129	46.62660861	FRA	France	1	PERCENT	IHR11	Percentage	Food safety	86	83	93	100	100	100	100	100	100	2017	100	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	250	2.457288129	46.62660861	FRA	France	2	PERCENT	IHR07	Percentage	Human resources	50	50	60	60	60	60	60	60	60	2017	60	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	250	2.457288129	46.62660861	FRA	France	3	PERCENT	IHR08	Percentage	Laboratory	85	100	96	100	100	100	100	100	100	2017	100	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	250	2.457288129	46.62660861	FRA	France	4	PERCENT	IHR10	Percentage	 Zoonotic events	38	67	78	100	100	100	100	100	100	2017	100	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	250	2.457288129	46.62660861	FRA	France	5	PERCENT	IHR12	Percentage	Chemical events	71	92	92	85	92	100	100	100	95.4	2017	100	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	250	2.457288129	46.62660861	FRA	France	6	PERCENT	IHR04	Percentage	Response	56	100	94	100	100	100	100	100	100	2017	100	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	250	2.457288129	46.62660861	FRA	France	7	PERCENT	IHR01	Percentage	National legislation, policy and financing	100	100	100	100	100	100	100	100	100	2017	100	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	250	2.457288129	46.62660861	FRA	France	8	PERCENT	IHR06	Percentage	Risk communication	50	71	86	86	86	100	100	100	94.4	2017	100	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	250	2.457288129	46.62660861	FRA	France	9	PERCENT	IHR13	Percentage	Radionuclear emergencies	80	92	100	100	100	100	100	100	100	2017	100	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	250	2.457288129	46.62660861	FRA	France	10	PERCENT	IHR05	Percentage	Preparedness	60	87	80	80	80	80	80	80	80	2017	80	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	250	2.457288129	46.62660861	FRA	France	11	PERCENT	IHR09	Percentage	Points of entry	22	30	22	21	21	27	27	27	24.6	2017	27	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	250	2.457288129	46.62660861	FRA	France	12	PERCENT	IHR02	Percentage	 Coordination and National Focal Point communications	56	53	63	80	80	90	100	100	90	2017	100	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	250	2.457288129	46.62660861	FRA	France	13	PERCENT	IHR03	Percentage	Surveillance	67	95	95	95	95	95	95	95	95	2017	95	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	254	-53.23619089	3.922673437	GUF	French Guiana	1	PERCENT	IHR11	Percentage	Food safety													
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	254	-53.23619089	3.922673437	GUF	French Guiana	2	PERCENT	IHR07	Percentage	Human resources													
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	254	-53.23619089	3.922673437	GUF	French Guiana	3	PERCENT	IHR08	Percentage	Laboratory													
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	254	-53.23619089	3.922673437	GUF	French Guiana	4	PERCENT	IHR10	Percentage	 Zoonotic events													
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	254	-53.23619089	3.922673437	GUF	French Guiana	5	PERCENT	IHR12	Percentage	Chemical events													
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	254	-53.23619089	3.922673437	GUF	French Guiana	6	PERCENT	IHR04	Percentage	Response													
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	254	-53.23619089	3.922673437	GUF	French Guiana	7	PERCENT	IHR01	Percentage	National legislation, policy and financing													
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	254	-53.23619089	3.922673437	GUF	French Guiana	8	PERCENT	IHR06	Percentage	Risk communication													
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	254	-53.23619089	3.922673437	GUF	French Guiana	9	PERCENT	IHR13	Percentage	Radionuclear emergencies													
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	254	-53.23619089	3.922673437	GUF	French Guiana	10	PERCENT	IHR05	Percentage	Preparedness													
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	254	-53.23619089	3.922673437	GUF	French Guiana	11	PERCENT	IHR09	Percentage	Points of entry													
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	254	-53.23619089	3.922673437	GUF	French Guiana	12	PERCENT	IHR02	Percentage	 Coordination and National Focal Point communications													
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	254	-53.23619089	3.922673437	GUF	French Guiana	13	PERCENT	IHR03	Percentage	Surveillance													
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	258	-149.4052367	-17.67709294	PYF	French Polynesia	1	PERCENT	IHR11	Percentage	Food safety													
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	258	-149.4052367	-17.67709294	PYF	French Polynesia	2	PERCENT	IHR07	Percentage	Human resources													
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	258	-149.4052367	-17.67709294	PYF	French Polynesia	3	PERCENT	IHR08	Percentage	Laboratory													
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	258	-149.4052367	-17.67709294	PYF	French Polynesia	4	PERCENT	IHR10	Percentage	 Zoonotic events													
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	258	-149.4052367	-17.67709294	PYF	French Polynesia	5	PERCENT	IHR12	Percentage	Chemical events													
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	258	-149.4052367	-17.67709294	PYF	French Polynesia	6	PERCENT	IHR04	Percentage	Response													
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	258	-149.4052367	-17.67709294	PYF	French Polynesia	7	PERCENT	IHR01	Percentage	National legislation, policy and financing													
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	258	-149.4052367	-17.67709294	PYF	French Polynesia	8	PERCENT	IHR06	Percentage	Risk communication													
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	258	-149.4052367	-17.67709294	PYF	French Polynesia	9	PERCENT	IHR13	Percentage	Radionuclear emergencies													
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	258	-149.4052367	-17.67709294	PYF	French Polynesia	10	PERCENT	IHR05	Percentage	Preparedness													
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	258	-149.4052367	-17.67709294	PYF	French Polynesia	11	PERCENT	IHR09	Percentage	Points of entry													
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	258	-149.4052367	-17.67709294	PYF	French Polynesia	12	PERCENT	IHR02	Percentage	 Coordination and National Focal Point communications													
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	258	-149.4052367	-17.67709294	PYF	French Polynesia	13	PERCENT	IHR03	Percentage	Surveillance													
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	260	69.64849091	-49.6068576	ATF	French Southern Territories	1	PERCENT	IHR11	Percentage	Food safety													
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	260	69.64849091	-49.6068576	ATF	French Southern Territories	2	PERCENT	IHR07	Percentage	Human resources													
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	260	69.64849091	-49.6068576	ATF	French Southern Territories	3	PERCENT	IHR08	Percentage	Laboratory													
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	260	69.64849091	-49.6068576	ATF	French Southern Territories	4	PERCENT	IHR10	Percentage	 Zoonotic events													
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	260	69.64849091	-49.6068576	ATF	French Southern Territories	5	PERCENT	IHR12	Percentage	Chemical events													
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	260	69.64849091	-49.6068576	ATF	French Southern Territories	6	PERCENT	IHR04	Percentage	Response													
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	260	69.64849091	-49.6068576	ATF	French Southern Territories	7	PERCENT	IHR01	Percentage	National legislation, policy and financing													
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	260	69.64849091	-49.6068576	ATF	French Southern Territories	8	PERCENT	IHR06	Percentage	Risk communication													
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	260	69.64849091	-49.6068576	ATF	French Southern Territories	9	PERCENT	IHR13	Percentage	Radionuclear emergencies													
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	260	69.64849091	-49.6068576	ATF	French Southern Territories	10	PERCENT	IHR05	Percentage	Preparedness													
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	260	69.64849091	-49.6068576	ATF	French Southern Territories	11	PERCENT	IHR09	Percentage	Points of entry													
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	260	69.64849091	-49.6068576	ATF	French Southern Territories	12	PERCENT	IHR02	Percentage	 Coordination and National Focal Point communications													
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	260	69.64849091	-49.6068576	ATF	French Southern Territories	13	PERCENT	IHR03	Percentage	Surveillance													
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	262	42.18274707	11.56004161	DJI	Djibouti	1	PERCENT	IHR11	Percentage	Food safety			67	60	80			47	62.3333333333333	2017	47	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	262	42.18274707	11.56004161	DJI	Djibouti	2	PERCENT	IHR07	Percentage	Human resources			60	40	0			0	13.3333333333333	2017	0	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	262	42.18274707	11.56004161	DJI	Djibouti	3	PERCENT	IHR08	Percentage	Laboratory			29	41	12			59	37.3333333333333	2017	59	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	262	42.18274707	11.56004161	DJI	Djibouti	4	PERCENT	IHR10	Percentage	 Zoonotic events			56	67	56			44	55.6666666666667	2017	44	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	262	42.18274707	11.56004161	DJI	Djibouti	5	PERCENT	IHR12	Percentage	Chemical events			8	23	8			15	15.3333333333333	2017	15	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	262	42.18274707	11.56004161	DJI	Djibouti	6	PERCENT	IHR04	Percentage	Response			52	82	76			58	72	2017	58	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	262	42.18274707	11.56004161	DJI	Djibouti	7	PERCENT	IHR01	Percentage	National legislation, policy and financing			50	50	100			25	58.3333333333333	2017	25	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	262	42.18274707	11.56004161	DJI	Djibouti	8	PERCENT	IHR06	Percentage	Risk communication			57	57	43			43	47.6666666666667	2017	43	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	262	42.18274707	11.56004161	DJI	Djibouti	9	PERCENT	IHR13	Percentage	Radionuclear emergencies			0	0	0			8	2.66666666666667	2017	8	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	262	42.18274707	11.56004161	DJI	Djibouti	10	PERCENT	IHR05	Percentage	Preparedness			0	35	26			0	20.3333333333333	2017	0	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	262	42.18274707	11.56004161	DJI	Djibouti	11	PERCENT	IHR09	Percentage	Points of entry			50	18	18			9	15	2017	9	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	262	42.18274707	11.56004161	DJI	Djibouti	12	PERCENT	IHR02	Percentage	 Coordination and National Focal Point communications			36	36	90			53	59.6666666666667	2017	53	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	262	42.18274707	11.56004161	DJI	Djibouti	13	PERCENT	IHR03	Percentage	Surveillance			45	55	85			70	70	2017	70	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	266	11.78727747	-0.60687619	GAB	Gabon	1	PERCENT	IHR11	Percentage	Food safety		75					93	93	93	2017	93	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	266	11.78727747	-0.60687619	GAB	Gabon	2	PERCENT	IHR07	Percentage	Human resources		0					20	20	20	2017	20	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	266	11.78727747	-0.60687619	GAB	Gabon	3	PERCENT	IHR08	Percentage	Laboratory		70					52	52	52	2017	52	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	266	11.78727747	-0.60687619	GAB	Gabon	4	PERCENT	IHR10	Percentage	 Zoonotic events		89					67	67	67	2017	67	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	266	11.78727747	-0.60687619	GAB	Gabon	5	PERCENT	IHR12	Percentage	Chemical events		58					38	38	38	2017	38	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	266	11.78727747	-0.60687619	GAB	Gabon	6	PERCENT	IHR04	Percentage	Response		78					58	58	58	2017	58	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	266	11.78727747	-0.60687619	GAB	Gabon	7	PERCENT	IHR01	Percentage	National legislation, policy and financing		25					75	75	75	2017	75	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	266	11.78727747	-0.60687619	GAB	Gabon	8	PERCENT	IHR06	Percentage	Risk communication		43					43	43	43	2017	43	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	266	11.78727747	-0.60687619	GAB	Gabon	9	PERCENT	IHR13	Percentage	Radionuclear emergencies		58					31	31	31	2017	31	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	266	11.78727747	-0.60687619	GAB	Gabon	10	PERCENT	IHR05	Percentage	Preparedness		0					25	25	25	2017	25	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	266	11.78727747	-0.60687619	GAB	Gabon	11	PERCENT	IHR09	Percentage	Points of entry		57					12	12	12	2017	12	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	266	11.78727747	-0.60687619	GAB	Gabon	12	PERCENT	IHR02	Percentage	 Coordination and National Focal Point communications		33					63	63	63	2017	63	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	266	11.78727747	-0.60687619	GAB	Gabon	13	PERCENT	IHR03	Percentage	Surveillance		35					95	95	95	2017	95	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	268	43.3713615	42.04813028	GEO	Georgia	1	PERCENT	IHR11	Percentage	Food safety	86	67	67	67	100	87	60	93	81.4	2017	93	Global Health Observatory (GHO), World Health Organisation (WHO)	
