series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Age	Sex	Units	Age description	Sex description	Units description	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2018.Q2.G.01	SP_DYN_ADKL	Adolescent birth rate (per 1,000 women aged 15-19 years)	266	11.78727747	-0.60687619	GAB	Gabon	1	15-19	FEMALE	PER_1000_POP	15 to 19 years old	Female	Per 1,000 population					117					115	114			91							2013	91	Gabon 2013 Census	C
2018.Q2.G.01	SP_DYN_ADKL	Adolescent birth rate (per 1,000 women aged 15-19 years)	268	43.3713615	42.04813028	GEO	Georgia	1	15-19	FEMALE	PER_1000_POP	15 to 19 years old	Female	Per 1,000 population	39.9	32.5	32.8	33.2	48	38.5	36.7	36.3	43.8	52	48.5	42.8	39.9	40.8	51.5	48.6	43.6			47.9	2016	43.6	Registration National Statistics	C
2018.Q2.G.01	SP_DYN_ADKL	Adolescent birth rate (per 1,000 women aged 15-19 years)	270	-15.39944785	13.45295927	GMB	Gambia	1	15-19	FEMALE	PER_1000_POP	15 to 19 years old	Female	Per 1,000 population	103.9	151.8				60.24184				117.42468		88									2011	88	Gambia 2013 Demographic and Health Survey	C
2018.Q2.G.01	SP_DYN_ADKL	Adolescent birth rate (per 1,000 women aged 15-19 years)	275	35.25694122	31.94347933	PSE	State of Palestine	1	15-19	FEMALE	PER_1000_POP	15 to 19 years old	Female	Per 1,000 population				69.4		49	59.8			41	38.4				48					48	2014	48	State of Palestine 2014 MICS	C
2018.Q2.G.01	SP_DYN_ADKL	Adolescent birth rate (per 1,000 women aged 15-19 years)	276	10.3806066	51.08862743	DEU	Germany	1	15-19	FEMALE	PER_1000_POP	15 to 19 years old	Female	Per 1,000 population	12.94	12.94	12.31	11.57	10.89	10.57	10.1	9.91	9.75	9.08	8.94	8.33	8.04	7.76	7.79	7.84				7.815	2015	7.84	Registration National Statistics (Eurostat)	C
2018.Q2.G.01	SP_DYN_ADKL	Adolescent birth rate (per 1,000 women aged 15-19 years)	288	-1.205623522	7.964825185	GHA	Ghana	1	15-19	FEMALE	PER_1000_POP	15 to 19 years old	Female	Per 1,000 population	56.1		74		60.1262		84.1084	66			67.7		64	76							2013	76	Ghana 2014 Demographic and Health Survey	C
2018.Q2.G.01	SP_DYN_ADKL	Adolescent birth rate (per 1,000 women aged 15-19 years)	292	-5.347561686	36.13895036	GIB	Gibraltar	1	15-19	FEMALE	PER_1000_POP	15 to 19 years old	Female	Per 1,000 population																								
2018.Q2.G.01	SP_DYN_ADKL	Adolescent birth rate (per 1,000 women aged 15-19 years)	296	-157.5643005	1.768837732	KIR	Kiribati	1	15-19	FEMALE	PER_1000_POP	15 to 19 years old	Female	Per 1,000 population	42					39					49										2010	49	Kiribati 2010 Census	C
2018.Q2.G.01	SP_DYN_ADKL	Adolescent birth rate (per 1,000 women aged 15-19 years)	300	22.58307827	39.47301873	GRC	Greece	1	15-19	FEMALE	PER_1000_POP	15 to 19 years old	Female	Per 1,000 population	8.85	11.13	10.72	10.8	10.61	9.83	10.56	10.33	11.3	11.1	10.81	9.57	8.53	8.12	8.09	8.35				8.22	2015	8.35	Registration National Statistics (Eurostat)	C
2018.Q2.G.01	SP_DYN_ADKL	Adolescent birth rate (per 1,000 women aged 15-19 years)	304	-41.39371316	74.75625681	GRL	Greenland	1	15-19	FEMALE	PER_1000_POP	15 to 19 years old	Female	Per 1,000 population	78.43137	77.84279	66.73408	63.64749	58.33333	65.53722	55.00982	53.9966	53.29289	63.21839	51.73557	41.21377	40	40.40404	41.10946	37.89043	42.17185	38.99269		40.0411075	2017	38.99269	Registration National Statistics	C
2018.Q2.G.01	SP_DYN_ADKL	Adolescent birth rate (per 1,000 women aged 15-19 years)	308	-61.68248568	12.11238395	GRD	Grenada	1	15-19	FEMALE	PER_1000_POP	15 to 19 years old	Female	Per 1,000 population	53.09128																				2000	53.09128	Registration UNSD & WPP2017	CA
2018.Q2.G.01	SP_DYN_ADKL	Adolescent birth rate (per 1,000 women aged 15-19 years)	312	-61.64762115	16.14416917	GLP	Guadeloupe	1	15-19	FEMALE	PER_1000_POP	15 to 19 years old	Female	Per 1,000 population	34.26851	33.60161	28.24195	29.67502	20.5																2004	20.5	Registration National Statistics	C
2018.Q2.G.01	SP_DYN_ADKL	Adolescent birth rate (per 1,000 women aged 15-19 years)	316	144.7029305	13.35485404	GUM	Guam	1	15-19	FEMALE	PER_1000_POP	15 to 19 years old	Female	Per 1,000 population	77.4	68.1	66.4	66.9	65.9	63.1	63.4	65.6	61.1	57.1	60.1	62.1	54.7	54.1	48.4	38.3	38			41.5666666666667	2016	38	Registration National Statistics	C
2018.Q2.G.01	SP_DYN_ADKL	Adolescent birth rate (per 1,000 women aged 15-19 years)	320	-91.2312746	15.00273719	GTM	Guatemala	1	15-19	FEMALE	PER_1000_POP	15 to 19 years old	Female	Per 1,000 population	120	114		99.8	96.10719		98	98			84.96258	89.40617		92							2013	92	Guatemala 2014-2015 Encuesta Nacional de Salud Materno Infantil	C
2018.Q2.G.01	SP_DYN_ADKL	Adolescent birth rate (per 1,000 women aged 15-19 years)	324	-11.28173419	11.00210343	GIN	Guinea	1	15-19	FEMALE	PER_1000_POP	15 to 19 years old	Female	Per 1,000 population			153	154							154	146									2011	146	Guinea 2012 Demographic and Health Survey	C
2018.Q2.G.01	SP_DYN_ADKL	Adolescent birth rate (per 1,000 women aged 15-19 years)	328	-58.97322037	4.788012784	GUY	Guyana	1	15-19	FEMALE	PER_1000_POP	15 to 19 years old	Female	Per 1,000 population	81.6		84.1	90			97	101						74							2013	74	Guyana 2014 Multiple Indicator Cluster Survey	C
2018.Q2.G.01	SP_DYN_ADKL	Adolescent birth rate (per 1,000 women aged 15-19 years)	332	-72.33640958	18.40426539	HTI	Haiti	1	15-19	FEMALE	PER_1000_POP	15 to 19 years old	Female	Per 1,000 population				69	68					65	66	49				55				55	2015	55	Haiti 2016 Demographic and Health Survey (DHS)	C
2018.Q2.G.01	SP_DYN_ADKL	Adolescent birth rate (per 1,000 women aged 15-19 years)	334	73.52633626	-53.09106147	HMD	Heard Island and McDonald Islands	1	15-19	FEMALE	PER_1000_POP	15 to 19 years old	Female	Per 1,000 population																								
2018.Q2.G.01	SP_DYN_ADKL	Adolescent birth rate (per 1,000 women aged 15-19 years)	336	12.45315803	41.90343751	VAT	Holy See	1	15-19	FEMALE	PER_1000_POP	15 to 19 years old	Female	Per 1,000 population																								
2018.Q2.G.01	SP_DYN_ADKL	Adolescent birth rate (per 1,000 women aged 15-19 years)	340	-86.59974381	14.82243161	HND	Honduras	1	15-19	FEMALE	PER_1000_POP	15 to 19 years old	Female	Per 1,000 population				108	102					99	101			103							2013	103	Honduras 2013 Census	C
2018.Q2.G.01	SP_DYN_ADKL	Adolescent birth rate (per 1,000 women aged 15-19 years)	344	114.0266445	22.41749934	HKG	China, Hong Kong Special Administrative Region	1	15-19	FEMALE	PER_1000_POP	15 to 19 years old	Female	Per 1,000 population	5	4	4	4	4	3	3	3	3	3	3	3	3	3	3	2.9				2.95	2015	2.9	Registration National Statistics	C
2018.Q2.G.01	SP_DYN_ADKL	Adolescent birth rate (per 1,000 women aged 15-19 years)	348	19.41221519	47.1651448	HUN	Hungary	1	15-19	FEMALE	PER_1000_POP	15 to 19 years old	Female	Per 1,000 population	23.3	21.82	21.35	20.56	20.72	19.96	19.74	19.39	20.05	19.48	17.92	17.95	19.22	21.07	23.06	22.77				22.915	2015	22.77	Registration National Statistics (Eurostat)	C
2018.Q2.G.01	SP_DYN_ADKL	Adolescent birth rate (per 1,000 women aged 15-19 years)	352	-19.02116966	64.79134763	ISL	Iceland	1	15-19	FEMALE	PER_1000_POP	15 to 19 years old	Female	Per 1,000 population	22.87	19.61	18.48	16.13	12.48	14.19	13.64	14.11	14.48	14.6	13	10.96	11.42	7.1	7.64	8.03				7.835	2015	8.03	Registration National Statistics (Eurostat)	C
2018.Q2.G.01	SP_DYN_ADKL	Adolescent birth rate (per 1,000 women aged 15-19 years)	356	79.3608464	22.34642074	IND	India	1	15-19	FEMALE	PER_1000_POP	15 to 19 years old	Female	Per 1,000 population	79.12122	48.9	47	46.1	51.6	45.9	45.93601	41.1	41.6	38.5	37.2	30.7	31.5	28.13318							2013	28.13318	India Sample Registration System	C
2018.Q2.G.01	SP_DYN_ADKL	Adolescent birth rate (per 1,000 women aged 15-19 years)	360	113.9174	-0.994582204	IDN	Indonesia	1	15-19	FEMALE	PER_1000_POP	15 to 19 years old	Female	Per 1,000 population	54	51				52	51			47	48										2010	48	Indonesia 2012 Demographic and Health Survey (Special)	C
2018.Q2.G.01	SP_DYN_ADKL	Adolescent birth rate (per 1,000 women aged 15-19 years)	364	54.19766348	32.74370885	IRN	Iran (Islamic Republic of)	1	15-19	FEMALE	PER_1000_POP	15 to 19 years old	Female	Per 1,000 population	34.7	38.1	35.8	34.8	32.7	32.6	31.3				31.8254	33.4883	35.78994	37.51913	37.85423					37.85423	2014	37.85423	Registration UNSD & WPP2017	CA
2018.Q2.G.01	SP_DYN_ADKL	Adolescent birth rate (per 1,000 women aged 15-19 years)	368	43.76606267	33.05013795	IRQ	Iraq	1	15-19	FEMALE	PER_1000_POP	15 to 19 years old	Female	Per 1,000 population	46.8	49.6			68					82											2009	82	Iraq 2011 Multiple Indicator Cluster Survey	C
2018.Q2.G.01	SP_DYN_ADKL	Adolescent birth rate (per 1,000 women aged 15-19 years)	372	-7.121425272	53.25274054	IRL	Ireland	1	15-19	FEMALE	PER_1000_POP	15 to 19 years old	Female	Per 1,000 population	19.58	19.9	19.49	19.11	17.28	16.76	16.22	17.27	16.53	15.69	14.6	12.39	12.01	9.2	9.01	8.65				8.83	2015	8.65	Registration National Statistics (Eurostat)	C
2018.Q2.G.01	SP_DYN_ADKL	Adolescent birth rate (per 1,000 women aged 15-19 years)	376	34.62277992	31.06164552	ISR	Israel	1	15-19	FEMALE	PER_1000_POP	15 to 19 years old	Female	Per 1,000 population	17.2	16.54877	15.89652	15.51789	15.33589	14.7	14.11919	13.85896	13.7409	13.39129	12.97918	12.542	11.6	10.4	10.2					10.2	2014	10.2	Registration National Statistics	C
2018.Q2.G.01	SP_DYN_ADKL	Adolescent birth rate (per 1,000 women aged 15-19 years)	380	12.57022427	42.79917282	ITA	Italy	1	15-19	FEMALE	PER_1000_POP	15 to 19 years old	Female	Per 1,000 population	7.15	6.89	7	6.85	7.19	6.96	6.71975	6.78	7.18	6.92	6.67	6.45	6.38	5.808	5.64	5.13				5.385	2015	5.13	Registration National Statistics (Eurostat)	C
2018.Q2.G.01	SP_DYN_ADKL	Adolescent birth rate (per 1,000 women aged 15-19 years)	384	-5.552690016	7.62211586	CIV	Côte d'Ivoire	1	15-19	FEMALE	PER_1000_POP	15 to 19 years old	Female	Per 1,000 population				132	130	111.1				125	129										2010	129	Côte d'Ivoire 2011-2012 Demographic and Health Survey	C
2018.Q2.G.01	SP_DYN_ADKL	Adolescent birth rate (per 1,000 women aged 15-19 years)	388	-77.31068409	18.15616857	JAM	Jamaica	1	15-19	FEMALE	PER_1000_POP	15 to 19 years old	Female	Per 1,000 population	75.50956	74.08918	79	63.50283	62.40303		60.45277	72			70	45.72178									2011	45.72178	Jamaica 2011 Census	C
2018.Q2.G.01	SP_DYN_ADKL	Adolescent birth rate (per 1,000 women aged 15-19 years)	392	139.2716103	36.6554539	JPN	Japan	1	15-19	FEMALE	PER_1000_POP	15 to 19 years old	Female	Per 1,000 population	5.4	5.76904	6.02818	5.6521	5.50039	5.2	4.94919	4.83132	5.00496	4.8318	4.527	4.49327	4.4	4.4	4.5	4.1				4.3	2015	4.1	Registration National Statistics	C
2018.Q2.G.01	SP_DYN_ADKL	Adolescent birth rate (per 1,000 women aged 15-19 years)	398	66.65359159	48.01963494	KAZ	Kazakhstan	1	15-19	FEMALE	PER_1000_POP	15 to 19 years old	Female	Per 1,000 population	33	30	27	27	27	26	27	29	31	28.84	28.3	29.46	31.35	36.35	35	31				33	2015	31	Registration National Statistics	C
2018.Q2.G.01	SP_DYN_ADKL	Adolescent birth rate (per 1,000 women aged 15-19 years)	400	37.13024774	30.65365973	JOR	Jordan	1	15-19	FEMALE	PER_1000_POP	15 to 19 years old	Female	Per 1,000 population	30	28				30	28	32	32		27	26									2011	26	Jordan 2012 Demographic and Health Survey	C
2018.Q2.G.01	SP_DYN_ADKL	Adolescent birth rate (per 1,000 women aged 15-19 years)	404	37.86096816	0.534797278	KEN	Kenya	1	15-19	FEMALE	PER_1000_POP	15 to 19 years old	Female	Per 1,000 population	116		114				106	103						96	96					96	2014	96	Kenya 2015 Malaria Indicators Survey	C
2018.Q2.G.01	SP_DYN_ADKL	Adolescent birth rate (per 1,000 women aged 15-19 years)	408	127.1803633	40.1462645	PRK	Democratic People's Republic of Korea	1	15-19	FEMALE	PER_1000_POP	15 to 19 years old	Female	Per 1,000 population									0.7												2008	0.7	Democratic People's Republic of Korea 2008 Census	C
2018.Q2.G.01	SP_DYN_ADKL	Adolescent birth rate (per 1,000 women aged 15-19 years)	410	127.8610254	36.45201023	KOR	Republic of Korea	1	15-19	FEMALE	PER_1000_POP	15 to 19 years old	Female	Per 1,000 population	2.5	2.2	2.6	2.5	2.3	2.1	2.2	2.2	1.7	1.7	1.8	1.8	1.8	1.7	1.6	1.4	1.3			1.43333333333333	2016	1.3	Registration National Statistics	C
2018.Q2.G.01	SP_DYN_ADKL	Adolescent birth rate (per 1,000 women aged 15-19 years)	414	47.49305029	29.53949468	KWT	Kuwait	1	15-19	FEMALE	PER_1000_POP	15 to 19 years old	Female	Per 1,000 population	16.85488		16.39338	17.18247	17.00225	16.75113	15.96856	14.1791	12.98612	12.23964	11.51229	9.67158	8.3794	7.2	6.62043	6.1				6.360215	2015	6.1	Registration National Statistics	C
2018.Q2.G.01	SP_DYN_ADKL	Adolescent birth rate (per 1,000 women aged 15-19 years)	417	74.52324839	41.46204516	KGZ	Kyrgyzstan	1	15-19	FEMALE	PER_1000_POP	15 to 19 years old	Female	Per 1,000 population	34.7	31.5	30.9	28.5	27	25.07	27.34	28.23	28.71	31.21	34.14	41.41	42.05	41.93	43.34	39.65	38.13			40.3733333333333	2016	38.13	Registration National Statistics	C
2018.Q2.G.01	SP_DYN_ADKL	Adolescent birth rate (per 1,000 women aged 15-19 years)	418	101.9901968	20.27482773	LAO	Lao People's Democratic Republic	1	15-19	FEMALE	PER_1000_POP	15 to 19 years old	Female	Per 1,000 population	96				76	58.8044				96.5	94				75.6					75.6	2014	75.6	Lao People's Democratic Republic 2015 Census	C
2018.Q2.G.01	SP_DYN_ADKL	Adolescent birth rate (per 1,000 women aged 15-19 years)	422	35.89391711	33.92152458	LBN	Lebanon	1	15-19	FEMALE	PER_1000_POP	15 to 19 years old	Female	Per 1,000 population		18	17																		2002	17	Lebanon 2004 Family Health Survey	C
2018.Q2.G.01	SP_DYN_ADKL	Adolescent birth rate (per 1,000 women aged 15-19 years)	426	28.25362195	-29.58041814	LSO	Lesotho	1	15-19	FEMALE	PER_1000_POP	15 to 19 years old	Female	Per 1,000 population	94.4		89	92				92	96		80			94							2013	94	Lesotho 2014 Demographic and Health Survey	C
2018.Q2.G.01	SP_DYN_ADKL	Adolescent birth rate (per 1,000 women aged 15-19 years)	428	26.42461876	56.64196636	LVA	Latvia	1	15-19	FEMALE	PER_1000_POP	15 to 19 years old	Female	Per 1,000 population	18.3	17.3	16.1	16.8	16.3	16.4	18.4	18.6	17.9	18.8	13.6	14.6	15.3	15.3	15.4	18.1				16.75	2015	18.1	Registration National Statistics	C
2018.Q2.G.01	SP_DYN_ADKL	Adolescent birth rate (per 1,000 women aged 15-19 years)	430	-9.311879038	6.448381009	LBR	Liberia	1	15-19	FEMALE	PER_1000_POP	15 to 19 years old	Female	Per 1,000 population					137	141		177			151	149									2011	149	Liberia 2013 Demographic and Health Survey	C
2018.Q2.G.01	SP_DYN_ADKL	Adolescent birth rate (per 1,000 women aged 15-19 years)	434	18.0295985	27.04042819	LBY	Libya	1	15-19	FEMALE	PER_1000_POP	15 to 19 years old	Female	Per 1,000 population	5.7		3.95064			5.1				5.73154				10.86							2013	10.86	Libya 2014 National Family Health Survey	C
2018.Q2.G.01	SP_DYN_ADKL	Adolescent birth rate (per 1,000 women aged 15-19 years)	438	9.552985019	47.14167005	LIE	Liechtenstein	1	15-19	FEMALE	PER_1000_POP	15 to 19 years old	Female	Per 1,000 population	6.07288	8.97308	3.94867	8.867	3.93314	6.87	3.86609	1.91755	3.80952	2.83286	0.93633	1.85185			4.48833	3.61991				4.05412	2015	3.61991	Registration UNSD & WPP2017	CA
2018.Q2.G.01	SP_DYN_ADKL	Adolescent birth rate (per 1,000 women aged 15-19 years)	440	23.90517807	55.33680309	LTU	Lithuania	1	15-19	FEMALE	PER_1000_POP	15 to 19 years old	Female	Per 1,000 population	24.7	21.15	20.87	21.03	20.02	19.67	20.43	19.41	19.25	16.14	13.24	14.05	14.52	13.67513	13.57	14.06				13.815	2015	14.06	Registration National Statistics (Eurostat)	C
2018.Q2.G.01	SP_DYN_ADKL	Adolescent birth rate (per 1,000 women aged 15-19 years)	442	6.092656563	49.77679538	LUX	Luxembourg	1	15-19	FEMALE	PER_1000_POP	15 to 19 years old	Female	Per 1,000 population	12.16	12.38	12.43	11.06	10.95	12	10.38	10.23	8.68	7.05	7.5	7.22	6.51	5.22	5.68	5.63				5.655	2015	5.63	Registration National Statistics (Eurostat)	C
2018.Q2.G.01	SP_DYN_ADKL	Adolescent birth rate (per 1,000 women aged 15-19 years)	446	113.5665388	22.1237259	MAC	China, Macao Special Administrative Region	1	15-19	FEMALE	PER_1000_POP	15 to 19 years old	Female	Per 1,000 population	5.37949		4.17879	4.3712	3.8283	3.223	3.49934	3.30396	3.16038	3.23232	2.87958	2.8531									2011	2.8531	Registration UNSD	C
2018.Q2.G.01	SP_DYN_ADKL	Adolescent birth rate (per 1,000 women aged 15-19 years)	450	46.6982339	-19.38514785	MDG	Madagascar	1	15-19	FEMALE	PER_1000_POP	15 to 19 years old	Female	Per 1,000 population	148.9	149	150				147	148		168		145			152					152	2014	152	Madagascar 2016 Malaria Indicators Survey (MIS)	C
2018.Q2.G.01	SP_DYN_ADKL	Adolescent birth rate (per 1,000 women aged 15-19 years)	454	33.4884625	-13.40819859	MWI	Malawi	1	15-19	FEMALE	PER_1000_POP	15 to 19 years old	Female	Per 1,000 population			160	162	189		177		157	152	155		143		136					136	2014	136	Malawi 2015-2016 Demographic and Health Survey	C
2018.Q2.G.01	SP_DYN_ADKL	Adolescent birth rate (per 1,000 women aged 15-19 years)	458	116.8346314	5.452415309	MYS	Malaysia	1	15-19	FEMALE	PER_1000_POP	15 to 19 years old	Female	Per 1,000 population	12	15.44517	13.30626	12.81906	12.80208	12.40209	11.64624	11.13538	13.21273	14.04276		13.88892	13.00185	12.84646	12.72337	11.53355				12.12846	2015	11.53355	Registration UNSD & WPP2017	CA
2018.Q2.G.01	SP_DYN_ADKL	Adolescent birth rate (per 1,000 women aged 15-19 years)	462	73.09672546	-0.614385021	MDV	Maldives	1	15-19	FEMALE	PER_1000_POP	15 to 19 years old	Female	Per 1,000 population	28.87761	27.43277	19.52799	14.22236			14.34763	10	14.67591	18.12637	15.78834	15.45931	14.09679	12.40484	12.91843					12.91843	2014	12.91843	Registration UNSD & WPP2017	CA
2018.Q2.G.01	SP_DYN_ADKL	Adolescent birth rate (per 1,000 women aged 15-19 years)	466	-3.522016039	17.35311254	MLI	Mali	1	15-19	FEMALE	PER_1000_POP	15 to 19 years old	Female	Per 1,000 population					190	188			111.9		178	172			174					174	2014	174	Mali 2015 Malaria Indicators Survey	C
2018.Q2.G.01	SP_DYN_ADKL	Adolescent birth rate (per 1,000 women aged 15-19 years)	470	14.44617519	35.89194275	MLT	Malta	1	15-19	FEMALE	PER_1000_POP	15 to 19 years old	Female	Per 1,000 population	24.03	23.25	16.6	15.87	22.87	21.8	16.42	16.4	18.65	20.04	18.87	17.15	16.7	13.13	12.88	11.31				12.095	2015	11.31	Registration National Statistics (Eurostat)	C
2018.Q2.G.01	SP_DYN_ADKL	Adolescent birth rate (per 1,000 women aged 15-19 years)	474	-60.91544135	14.56086108	MTQ	Martinique	1	15-19	FEMALE	PER_1000_POP	15 to 19 years old	Female	Per 1,000 population	32.31763	33.65504	30.52437	27.86747	20.9	18.98343	20.01895	20.04733													2007	20.04733	Registration UNSD & WPP2017	CA
2018.Q2.G.01	SP_DYN_ADKL	Adolescent birth rate (per 1,000 women aged 15-19 years)	478	-10.33187259	20.26089546	MRT	Mauritania	1	15-19	FEMALE	PER_1000_POP	15 to 19 years old	Female	Per 1,000 population	61.1	88								95.1	90.7	71									2011	71	Mauritania 2011 Multiple Indicator Cluster Survey	C
2018.Q2.G.01	SP_DYN_ADKL	Adolescent birth rate (per 1,000 women aged 15-19 years)	480	57.568022	-20.28581998	MUS	Mauritius	1	15-19	FEMALE	PER_1000_POP	15 to 19 years old	Female	Per 1,000 population	38.24406	34.42295	35.46034	35.89848	37.74146	32.29	34.46253	35.90733	34.52032	32.9204	31.02268	30.19545	29.58156	26.40805	24.47153	23.82715	24.09885			24.13251	2016	24.09885	Registration UNSD & WPP2017	CA
2018.Q2.G.01	SP_DYN_ADKL	Adolescent birth rate (per 1,000 women aged 15-19 years)	484	-102.5148166	23.93378032	MEX	Mexico	1	15-19	FEMALE	PER_1000_POP	15 to 19 years old	Female	Per 1,000 population	89.73093	89.70107	87.37218	83.7135	64.82			69.53		54.08			77.04		62.65					62.65	2014	62.65	Mexico 2015 Intercensal Survey	C
2018.Q2.G.01	SP_DYN_ADKL	Adolescent birth rate (per 1,000 women aged 15-19 years)	492	7.424214814	43.73532918	MCO	Monaco	1	15-19	FEMALE	PER_1000_POP	15 to 19 years old	Female	Per 1,000 population																								
2018.Q2.G.01	SP_DYN_ADKL	Adolescent birth rate (per 1,000 women aged 15-19 years)	496	103.0728057	46.83892054	MNG	Mongolia	1	15-19	FEMALE	PER_1000_POP	15 to 19 years old	Female	Per 1,000 population	27.3	28.9	21	18.6	18.3	14.7	19.3	18.7	20	19.5	18.9	20.2	32.9	28.8	26.7					26.7	2014	26.7	Registration National Statistics	C
2018.Q2.G.01	SP_DYN_ADKL	Adolescent birth rate (per 1,000 women aged 15-19 years)	498	28.4650624	47.20236795	MDA	Republic of Moldova	1	15-19	FEMALE	PER_1000_POP	15 to 19 years old	Female	Per 1,000 population	36.34	33.57	30.21	29.17	34	29	28.71	26	26	27.02	35	25.71	25.1	25.4	26.73					26.73	2014	26.73	Registration National Statistics	C
2018.Q2.G.01	SP_DYN_ADKL	Adolescent birth rate (per 1,000 women aged 15-19 years)	499	19.25214024	42.78717043	MNE	Montenegro	1	15-19	FEMALE	PER_1000_POP	15 to 19 years old	Female	Per 1,000 population	22.9109	17.9	19.2	17.8	16.6	16	16.25	17.56	20.21	22.78	16.78	14.26	13.31	11.97	11.16	11.11656				11.13828	2015	11.11656	Registration UNSD & WPP2017	CA
2018.Q2.G.01	SP_DYN_ADKL	Adolescent birth rate (per 1,000 women aged 15-19 years)	500	-62.19261223	16.73558313	MSR	Montserrat	1	15-19	FEMALE	PER_1000_POP	15 to 19 years old	Female	Per 1,000 population	66.7	32	8.8	45.5	53.6																2004	53.6	Registration National Statistics	C
2018.Q2.G.01	SP_DYN_ADKL	Adolescent birth rate (per 1,000 women aged 15-19 years)	504	-6.281942841	31.8440131	MAR	Morocco	1	15-19	FEMALE	PER_1000_POP	15 to 19 years old	Female	Per 1,000 population			32		19.1	18			32												2008	32	Morocco 2011 Enquête Nationale sur la Population et la Santé Familiale	C
2018.Q2.G.01	SP_DYN_ADKL	Adolescent birth rate (per 1,000 women aged 15-19 years)	508	38.18479941	-14.27963886	MOZ	Mozambique	1	15-19	FEMALE	PER_1000_POP	15 to 19 years old	Female	Per 1,000 population		185	179					193		166	167										2010	167	Mozambique 2011 Demographic and Health Survey	C
2018.Q2.G.01	SP_DYN_ADKL	Adolescent birth rate (per 1,000 women aged 15-19 years)	512	57.87743482	21.98805614	OMN	Oman	1	15-19	FEMALE	PER_1000_POP	15 to 19 years old	Female	Per 1,000 population	27.35294	21.06993		10.9			7.4	7.6	8.1	13.6	12.4	12	11.9	14.9	14.1	14.524	13.526			14.05	2016	13.526	Registration National Statistics	C
2018.Q2.G.01	SP_DYN_ADKL	Adolescent birth rate (per 1,000 women aged 15-19 years)	516	17.21907885	-22.13817068	NAM	Namibia	1	15-19	FEMALE	PER_1000_POP	15 to 19 years old	Female	Per 1,000 population		76.14			74	78						67.81231	82								2012	82	Namibia 2013 Demographic and Health Survey	C
2018.Q2.G.01	SP_DYN_ADKL	Adolescent birth rate (per 1,000 women aged 15-19 years)	520	166.92313	-0.528742623	NRU	Nauru	1	15-19	FEMALE	PER_1000_POP	15 to 19 years old	Female	Per 1,000 population	71	147.7832	112.782				69			78.74016	78.74016	103.6269			81	94				87.5	2015	94	Registration National Statistics	C
2018.Q2.G.01	SP_DYN_ADKL	Adolescent birth rate (per 1,000 women aged 15-19 years)	524	83.94678863	28.25866332	NPL	Nepal	1	15-19	FEMALE	PER_1000_POP	15 to 19 years old	Female	Per 1,000 population	71			106	98				87	81	90			71		88				88	2015	88	Nepal 2016 Demographic and Health Survey (DHS)	C
2018.Q2.G.01	SP_DYN_ADKL	Adolescent birth rate (per 1,000 women aged 15-19 years)	528	5.331480568	51.86728884	NLD	Netherlands	1	15-19	FEMALE	PER_1000_POP	15 to 19 years old	Female	Per 1,000 population	5.47214	5.76967	5.6128	5.24011	4.55571	4.19354	3.80178	3.75868	5.18	5.32	5.13	4.83	4.53	3.91	3.68	3.19				3.435	2015	3.19	Registration National Statistics (Eurostat)	C
2018.Q2.G.01	SP_DYN_ADKL	Adolescent birth rate (per 1,000 women aged 15-19 years)	530	-68.30676179	12.22720635	ANT	Netherlands Antilles	1	15-19	FEMALE	PER_1000_POP	15 to 19 years old	Female	Per 1,000 population																								
2018.Q2.G.01	SP_DYN_ADKL	Adolescent birth rate (per 1,000 women aged 15-19 years)	531	-68.95033464	12.15058042	CUW	Curaçao	1	15-19	FEMALE	PER_1000_POP	15 to 19 years old	Female	Per 1,000 population		46.7										34.9									2011	34.9	Curaçao 2011 Census	C
2018.Q2.G.01	SP_DYN_ADKL	Adolescent birth rate (per 1,000 women aged 15-19 years)	533	-69.97050586	12.50878756	ABW	Aruba	1	15-19	FEMALE	PER_1000_POP	15 to 19 years old	Female	Per 1,000 population	52.70007	41.22424	35.61726	34.58382	36.16173	41.7	43.4	42.2	39.9	42.9	42.6	42.6	38.6	36.4	35.4					35.4	2014	35.4	Registration National Statistics	C
2018.Q2.G.01	SP_DYN_ADKL	Adolescent birth rate (per 1,000 women aged 15-19 years)	534	-63.06198692	18.03926508	SXM	Sint Maarten (Dutch part)	1	15-19	FEMALE	PER_1000_POP	15 to 19 years old	Female	Per 1,000 population																								
2018.Q2.G.01	SP_DYN_ADKL	Adolescent birth rate (per 1,000 women aged 15-19 years)	540	165.5067368	-21.41742531	NCL	New Caledonia	1	15-19	FEMALE	PER_1000_POP	15 to 19 years old	Female	Per 1,000 population	30	27	24	19	16	21	20	20			22.55136		22.4								2012	22.4	Registration National Statistics	C
2018.Q2.G.01	SP_DYN_ADKL	Adolescent birth rate (per 1,000 women aged 15-19 years)	548	167.0679779	-15.34445547	VUT	Vanuatu	1	15-19	FEMALE	PER_1000_POP	15 to 19 years old	Female	Per 1,000 population										66		78									2011	78	Vanuatu 2013 Demographic and Health Survey – MICS	C
