"GeoArea_Code","GeoArea_Desc","GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","Units_Code","Units_Desc","Level/Status_Code","Level/Status_Desc","ReportingType_Code","ReportingType_Desc","Value_2017.0","Latest_Year","Latest_Value","Nature_Desc","Source","Footnotes"
"54","Melanesia","6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMP","Proportion of countries by IWRM implementation category (%)","2019.Q1.G.01","PERCENT","Percentage","MHIGIMP","Medium-high level of implementation","G","Global","","","","","",""
"54","Melanesia","6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMP","Proportion of countries by IWRM implementation category (%)","2019.Q1.G.01","PERCENT","Percentage","LOWIMP","Low level of implementation","G","Global","","","","","",""
"54","Melanesia","6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMP","Proportion of countries by IWRM implementation category (%)","2019.Q1.G.01","PERCENT","Percentage","HIGIMP","High level of implementation","G","Global","","","","","",""
"54","Melanesia","6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMP","Proportion of countries by IWRM implementation category (%)","2019.Q1.G.01","PERCENT","Percentage","MLOWIMP","Medium-low level of implementation","G","Global","","","","","",""
"57","Micronesia","6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMP","Proportion of countries by IWRM implementation category (%)","2019.Q1.G.01","PERCENT","Percentage","HIGIMP","High level of implementation","G","Global","","","","","",""
"57","Micronesia","6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMP","Proportion of countries by IWRM implementation category (%)","2019.Q1.G.01","PERCENT","Percentage","LOWIMP","Low level of implementation","G","Global","","","","","",""
"57","Micronesia","6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMP","Proportion of countries by IWRM implementation category (%)","2019.Q1.G.01","PERCENT","Percentage","MLOWIMP","Medium-low level of implementation","G","Global","","","","","",""
"57","Micronesia","6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMP","Proportion of countries by IWRM implementation category (%)","2019.Q1.G.01","PERCENT","Percentage","NODATA","No data available","G","Global","","","","","",""
"57","Micronesia","6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMP","Proportion of countries by IWRM implementation category (%)","2019.Q1.G.01","PERCENT","Percentage","VHIGIMP","Very high level of implementation","G","Global","","","","","",""
"57","Micronesia","6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMP","Proportion of countries by IWRM implementation category (%)","2019.Q1.G.01","PERCENT","Percentage","VLOWIMP","Very low level of implementation","G","Global","","","","","",""
"57","Micronesia","6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMP","Proportion of countries by IWRM implementation category (%)","2019.Q1.G.01","PERCENT","Percentage","MHIGIMP","Medium-high level of implementation","G","Global","","","","","",""
"61","Polynesia","6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMP","Proportion of countries by IWRM implementation category (%)","2019.Q1.G.01","PERCENT","Percentage","HIGIMP","High level of implementation","G","Global","","","","","",""
"61","Polynesia","6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMP","Proportion of countries by IWRM implementation category (%)","2019.Q1.G.01","PERCENT","Percentage","LOWIMP","Low level of implementation","G","Global","","","","","",""
"61","Polynesia","6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMP","Proportion of countries by IWRM implementation category (%)","2019.Q1.G.01","PERCENT","Percentage","MHIGIMP","Medium-high level of implementation","G","Global","","","","","",""
"61","Polynesia","6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMP","Proportion of countries by IWRM implementation category (%)","2019.Q1.G.01","PERCENT","Percentage","MLOWIMP","Medium-low level of implementation","G","Global","","","","","",""
"61","Polynesia","6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMP","Proportion of countries by IWRM implementation category (%)","2019.Q1.G.01","PERCENT","Percentage","VHIGIMP","Very high level of implementation","G","Global","","","","","",""
"61","Polynesia","6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMP","Proportion of countries by IWRM implementation category (%)","2019.Q1.G.01","PERCENT","Percentage","NODATA","No data available","G","Global","","","","","",""
"61","Polynesia","6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMP","Proportion of countries by IWRM implementation category (%)","2019.Q1.G.01","PERCENT","Percentage","VLOWIMP","Very low level of implementation","G","Global","","","","","",""
"62","Central and Southern Asia","6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMP","Proportion of countries by IWRM implementation category (%)","2019.Q1.G.01","PERCENT","Percentage","LOWIMP","Low level of implementation","G","Global","21.43",2017.0,"21.43","Country data","UN Environment",""
"62","Central and Southern Asia","6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMP","Proportion of countries by IWRM implementation category (%)","2019.Q1.G.01","PERCENT","Percentage","MHIGIMP","Medium-high level of implementation","G","Global","7.14",2017.0,"7.14","Country data","UN Environment",""
"62","Central and Southern Asia","6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMP","Proportion of countries by IWRM implementation category (%)","2019.Q1.G.01","PERCENT","Percentage","MLOWIMP","Medium-low level of implementation","G","Global","42.86",2017.0,"42.86","Country data","UN Environment",""
"62","Central and Southern Asia","6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMP","Proportion of countries by IWRM implementation category (%)","2019.Q1.G.01","PERCENT","Percentage","NODATA","No data available","G","Global","28.57",2017.0,"28.57","Country data","UN Environment",""
"62","Central and Southern Asia","6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMP","Proportion of countries by IWRM implementation category (%)","2019.Q1.G.01","PERCENT","Percentage","VHIGIMP","Very high level of implementation","G","Global","0",2017.0,"0","Country data","UN Environment",""
"62","Central and Southern Asia","6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMP","Proportion of countries by IWRM implementation category (%)","2019.Q1.G.01","PERCENT","Percentage","VLOWIMP","Very low level of implementation","G","Global","0",2017.0,"0","Country data","UN Environment",""
"62","Central and Southern Asia","6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMP","Proportion of countries by IWRM implementation category (%)","2019.Q1.G.01","PERCENT","Percentage","HIGIMP","High level of implementation","G","Global","0",2017.0,"0","Country data","UN Environment",""
"97","European Union","6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMP","Proportion of countries by IWRM implementation category (%)","2019.Q1.G.01","PERCENT","Percentage","HIGIMP","High level of implementation","G","Global","","","","","",""
"97","European Union","6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMP","Proportion of countries by IWRM implementation category (%)","2019.Q1.G.01","PERCENT","Percentage","VLOWIMP","Very low level of implementation","G","Global","","","","","",""
"97","European Union","6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMP","Proportion of countries by IWRM implementation category (%)","2019.Q1.G.01","PERCENT","Percentage","VHIGIMP","Very high level of implementation","G","Global","","","","","",""
"97","European Union","6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMP","Proportion of countries by IWRM implementation category (%)","2019.Q1.G.01","PERCENT","Percentage","NODATA","No data available","G","Global","","","","","",""
"97","European Union","6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMP","Proportion of countries by IWRM implementation category (%)","2019.Q1.G.01","PERCENT","Percentage","MLOWIMP","Medium-low level of implementation","G","Global","","","","","",""
"97","European Union","6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMP","Proportion of countries by IWRM implementation category (%)","2019.Q1.G.01","PERCENT","Percentage","MHIGIMP","Medium-high level of implementation","G","Global","","","","","",""
"97","European Union","6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMP","Proportion of countries by IWRM implementation category (%)","2019.Q1.G.01","PERCENT","Percentage","LOWIMP","Low level of implementation","G","Global","","","","","",""
"127","Southern Asia (excluding India)","6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMP","Proportion of countries by IWRM implementation category (%)","2019.Q1.G.01","PERCENT","Percentage","VHIGIMP","Very high level of implementation","G","Global","","","","","",""
"127","Southern Asia (excluding India)","6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMP","Proportion of countries by IWRM implementation category (%)","2019.Q1.G.01","PERCENT","Percentage","NODATA","No data available","G","Global","","","","","",""
"127","Southern Asia (excluding India)","6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMP","Proportion of countries by IWRM implementation category (%)","2019.Q1.G.01","PERCENT","Percentage","MLOWIMP","Medium-low level of implementation","G","Global","","","","","",""
"127","Southern Asia (excluding India)","6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMP","Proportion of countries by IWRM implementation category (%)","2019.Q1.G.01","PERCENT","Percentage","MHIGIMP","Medium-high level of implementation","G","Global","","","","","",""
"127","Southern Asia (excluding India)","6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMP","Proportion of countries by IWRM implementation category (%)","2019.Q1.G.01","PERCENT","Percentage","LOWIMP","Low level of implementation","G","Global","","","","","",""
"127","Southern Asia (excluding India)","6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMP","Proportion of countries by IWRM implementation category (%)","2019.Q1.G.01","PERCENT","Percentage","HIGIMP","High level of implementation","G","Global","","","","","",""
"127","Southern Asia (excluding India)","6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMP","Proportion of countries by IWRM implementation category (%)","2019.Q1.G.01","PERCENT","Percentage","VLOWIMP","Very low level of implementation","G","Global","","","","","",""
"135","Caucasus and Central Asia","6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMP","Proportion of countries by IWRM implementation category (%)","2019.Q1.G.01","PERCENT","Percentage","HIGIMP","High level of implementation","G","Global","","","","","",""
"135","Caucasus and Central Asia","6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMP","Proportion of countries by IWRM implementation category (%)","2019.Q1.G.01","PERCENT","Percentage","LOWIMP","Low level of implementation","G","Global","","","","","",""
"135","Caucasus and Central Asia","6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMP","Proportion of countries by IWRM implementation category (%)","2019.Q1.G.01","PERCENT","Percentage","MLOWIMP","Medium-low level of implementation","G","Global","","","","","",""
"135","Caucasus and Central Asia","6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMP","Proportion of countries by IWRM implementation category (%)","2019.Q1.G.01","PERCENT","Percentage","NODATA","No data available","G","Global","","","","","",""
"135","Caucasus and Central Asia","6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMP","Proportion of countries by IWRM implementation category (%)","2019.Q1.G.01","PERCENT","Percentage","VHIGIMP","Very high level of implementation","G","Global","","","","","",""
"135","Caucasus and Central Asia","6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMP","Proportion of countries by IWRM implementation category (%)","2019.Q1.G.01","PERCENT","Percentage","MHIGIMP","Medium-high level of implementation","G","Global","","","","","",""
"135","Caucasus and Central Asia","6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMP","Proportion of countries by IWRM implementation category (%)","2019.Q1.G.01","PERCENT","Percentage","VLOWIMP","Very low level of implementation","G","Global","","","","","",""
"142","Asia","6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMP","Proportion of countries by IWRM implementation category (%)","2019.Q1.G.01","PERCENT","Percentage","VHIGIMP","Very high level of implementation","G","Global","","","","","",""
"142","Asia","6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMP","Proportion of countries by IWRM implementation category (%)","2019.Q1.G.01","PERCENT","Percentage","NODATA","No data available","G","Global","","","","","",""
"142","Asia","6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMP","Proportion of countries by IWRM implementation category (%)","2019.Q1.G.01","PERCENT","Percentage","MLOWIMP","Medium-low level of implementation","G","Global","","","","","",""
"142","Asia","6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMP","Proportion of countries by IWRM implementation category (%)","2019.Q1.G.01","PERCENT","Percentage","VLOWIMP","Very low level of implementation","G","Global","","","","","",""
"142","Asia","6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMP","Proportion of countries by IWRM implementation category (%)","2019.Q1.G.01","PERCENT","Percentage","LOWIMP","Low level of implementation","G","Global","","","","","",""
"142","Asia","6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMP","Proportion of countries by IWRM implementation category (%)","2019.Q1.G.01","PERCENT","Percentage","HIGIMP","High level of implementation","G","Global","","","","","",""
"142","Asia","6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMP","Proportion of countries by IWRM implementation category (%)","2019.Q1.G.01","PERCENT","Percentage","MHIGIMP","Medium-high level of implementation","G","Global","","","","","",""
"143","Central Asia","6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMP","Proportion of countries by IWRM implementation category (%)","2019.Q1.G.01","PERCENT","Percentage","VHIGIMP","Very high level of implementation","G","Global","","","","","",""
"143","Central Asia","6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMP","Proportion of countries by IWRM implementation category (%)","2019.Q1.G.01","PERCENT","Percentage","VLOWIMP","Very low level of implementation","G","Global","","","","","",""
"143","Central Asia","6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMP","Proportion of countries by IWRM implementation category (%)","2019.Q1.G.01","PERCENT","Percentage","HIGIMP","High level of implementation","G","Global","","","","","",""
"143","Central Asia","6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMP","Proportion of countries by IWRM implementation category (%)","2019.Q1.G.01","PERCENT","Percentage","LOWIMP","Low level of implementation","G","Global","","","","","",""
"143","Central Asia","6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMP","Proportion of countries by IWRM implementation category (%)","2019.Q1.G.01","PERCENT","Percentage","MHIGIMP","Medium-high level of implementation","G","Global","","","","","",""
"143","Central Asia","6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMP","Proportion of countries by IWRM implementation category (%)","2019.Q1.G.01","PERCENT","Percentage","MLOWIMP","Medium-low level of implementation","G","Global","","","","","",""
"143","Central Asia","6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMP","Proportion of countries by IWRM implementation category (%)","2019.Q1.G.01","PERCENT","Percentage","NODATA","No data available","G","Global","","","","","",""
"145","Western Asia","6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMP","Proportion of countries by IWRM implementation category (%)","2019.Q1.G.01","PERCENT","Percentage","HIGIMP","High level of implementation","G","Global","","","","","",""
"145","Western Asia","6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMP","Proportion of countries by IWRM implementation category (%)","2019.Q1.G.01","PERCENT","Percentage","LOWIMP","Low level of implementation","G","Global","","","","","",""
"145","Western Asia","6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMP","Proportion of countries by IWRM implementation category (%)","2019.Q1.G.01","PERCENT","Percentage","MHIGIMP","Medium-high level of implementation","G","Global","","","","","",""
"145","Western Asia","6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMP","Proportion of countries by IWRM implementation category (%)","2019.Q1.G.01","PERCENT","Percentage","NODATA","No data available","G","Global","","","","","",""
"145","Western Asia","6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMP","Proportion of countries by IWRM implementation category (%)","2019.Q1.G.01","PERCENT","Percentage","VHIGIMP","Very high level of implementation","G","Global","","","","","",""
"145","Western Asia","6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMP","Proportion of countries by IWRM implementation category (%)","2019.Q1.G.01","PERCENT","Percentage","VLOWIMP","Very low level of implementation","G","Global","","","","","",""
"145","Western Asia","6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMP","Proportion of countries by IWRM implementation category (%)","2019.Q1.G.01","PERCENT","Percentage","MLOWIMP","Medium-low level of implementation","G","Global","","","","","",""
"150","Europe","6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMP","Proportion of countries by IWRM implementation category (%)","2019.Q1.G.01","PERCENT","Percentage","HIGIMP","High level of implementation","G","Global","","","","","",""
"150","Europe","6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMP","Proportion of countries by IWRM implementation category (%)","2019.Q1.G.01","PERCENT","Percentage","VLOWIMP","Very low level of implementation","G","Global","","","","","",""
"150","Europe","6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMP","Proportion of countries by IWRM implementation category (%)","2019.Q1.G.01","PERCENT","Percentage","VHIGIMP","Very high level of implementation","G","Global","","","","","",""
"150","Europe","6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMP","Proportion of countries by IWRM implementation category (%)","2019.Q1.G.01","PERCENT","Percentage","LOWIMP","Low level of implementation","G","Global","","","","","",""
"150","Europe","6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMP","Proportion of countries by IWRM implementation category (%)","2019.Q1.G.01","PERCENT","Percentage","MLOWIMP","Medium-low level of implementation","G","Global","","","","","",""
"150","Europe","6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMP","Proportion of countries by IWRM implementation category (%)","2019.Q1.G.01","PERCENT","Percentage","MHIGIMP","Medium-high level of implementation","G","Global","","","","","",""
"150","Europe","6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMP","Proportion of countries by IWRM implementation category (%)","2019.Q1.G.01","PERCENT","Percentage","NODATA","No data available","G","Global","","","","","",""
